SA1_7DIGITCODE_2016,M_PG_Deg_15_24_yr,M_PG_Deg_25_34_yr,M_PG_Deg_35_44_yr,M_PG_Deg_45_54_yr,M_PG_Deg_55_64_yr,M_PG_Deg_65_74_yr,M_PG_Deg_75_84_yr,M_PG_Deg_85_yr_over,M_PG_Deg_Tot,M_Grad_Dip_Cer_15_24,M_Grad_Dip_Cer_25_34,M_Grad_Dip_Cer_35_44,M_Grad_Dip_Cer_45_54,M_Grad_Dip_Cer_55_64,M_Grad_Dip_Cer_65_74,M_Grad_Dip_Cer_75_84,M_Grad_Dip_Cer_85_over,M_Grad_Dip_Cer_Tot,M_B_Deg_15_24_yr,M_B_Deg_25_34_yr,M_B_Deg_35_44_yr,M_B_Deg_45_54_yr,M_B_Deg_55_64_yr,M_B_Deg_65_74_yr,M_B_Deg_75_84_yr,M_B_Deg_85_yr_over,M_B_Deg_Tot,M_Adv_Dip_Dip_15_24,M_Adv_Dip_Dip_25_34,M_Adv_Dip_Dip_35_44,M_Adv_Dip_Dip_45_54,M_Adv_Dip_Dip_55_64,M_Adv_Dip_Dip_65_74,M_Adv_Dip_Dip_75_84,M_Adv_Dip_Dip_85_over,M_Adv_Dip_Dip_Total,M_Cer_III_IV_15_24_yr,M_Cer_III_IV_25_34_yr,M_Cer_III_IV_35_44_yr,M_Cer_III_IV_45_54_yr,M_Cer_III_IV_55_64_yr,M_Cer_III_IV_65_74_yr,M_Cer_III_IV_75_84_yr,M_Cer_III_IV_85_yr,M_Cer_III_IV_Tot,M_Cer_I_II_15_24_yr,M_Cer_I_II_25_34_yr,M_Cer_I_II_35_44_yr,M_Cer_I_II_45_54_yr,M_Cer_I_II_55_64_yr,M_Cer_I_II_65_74_yr,M_Cer_I_II_75_84_yr,M_Cer_I_II_85_yr_over,M_Cer_I_II_Tot,M_Cer_nfd_15_24_yr,M_Cer_nfd_25_34_yr,M_Cer_nfd_35_44_yr,M_Cer_nfd_45_54_yr,M_Cer_nfd_55_64_yr,M_Cer_nfd_65_74_yr,M_Cer_nfd_75_84_yr,M_Cer_nfd_85_yr_over,M_Cer_nfd_Tot,M_Cer_Tot_15_24_yr,M_Cer_Tot_25_34_yr,M_Cer_Tot_35_44_yr,M_Cer_Tot_45_54_yr,M_Cer_Tot_55_64_yr,M_Cer_Tot_65_74_yr,M_Cer_Tot_75_84_yr,M_Cer_Tot_85_yr_over,M_Cer_Tot_Tot,M_lvl_educ_inad_desc_15_24,M_lvl_educ_inad_desc_25_34,M_lvl_educ_inad_desc_35_44,M_lvl_educ_inad_desc_45_54,M_lvl_educ_inad_desc_55_64,M_lvl_educ_inad_desc_65_74,M_lvl_educ_inad_desc_75_84,M_lvl_educ_inad_desc_85,M_lvl_educ_inad_desc_Tot,M_lvl_educ_ns_15_24,M_lvl_educ_ns_25_34,M_lvl_educ_ns_35_44,M_lvl_educ_ns_45_54,M_lvl_educ_ns_55_64,M_lvl_educ_ns_65_74,M_lvl_educ_ns_75_84,M_lvl_educ_ns_85,M_lvl_educ_ns_Tot,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_PG_Deg_15_24_yr,F_PG_Deg_25_34_yr,F_PG_Deg_35_44_yr,F_PG_Deg_45_54_yr,F_PG_Deg_55_64_yr,F_PG_Deg_65_74_yr,F_PG_Deg_75_84_yr,F_PG_Deg_85_yr_over,F_PGuate_Deg_Tot,F_Grad_Dip_Cer_15_24,F_Grad_Dip_Cer_25_34,F_Grad_Dip_Cer_35_44,F_Grad_Dip_Cer_45_54,F_Grad_Dip_Cer_55_64,F_Grad_Dip_Cer_65_74,F_Grad_Dip_Cer_75_84,F_Grad_Dip_Cer_85_over,F_Grad_Dip_Cer_Tot,F_B_Deg_15_24_yr,F_B_Deg_25_34_yr,F_B_Deg_35_44_yr,F_B_Deg_45_54_yr,F_B_Deg_55_64_yr,F_B_Deg_65_74_yr,F_B_Deg_75_84_yr,F_B_Deg_85_yr_over,F_B_Deg_Tot,F_Adv_Dip_Dip_15_24,F_Adv_Dip_Dip_25_34,F_Adv_Dip_Dip_35_44,F_Adv_Dip_Dip_45_54,F_Adv_Dip_Dip_55_64,F_Adv_Dip_Dip_65_74,F_Adv_Dip_Dip_75_84,F_Adv_Dip_Dip_85_over,F_Adv_Dip_Dip_Total,F_Cer_III_IV_15_24_yr,F_Cer_III_IV_25_34_yr,F_Cer_III_IV_35_44_yr,F_Cer_III_IV_45_54_yr,F_Cer_III_IV_55_64_yr,F_Cer_III_IV_65_74_yr,F_Cer_III_IV_75_84_yr,F_Cer_III_IV_85_yr,F_Cer_III_IV_Tot,F_Cer_I_II_15_24_yr,F_Cer_I_II_25_34_yr,F_Cer_I_II_35_44_yr,F_Cer_I_II_45_54_yr,F_Cer_I_II_55_64_yr,F_Cer_I_II_65_74_yr,F_Cer_I_II_75_84_yr,F_Cer_I_II_85_yr_over,F_Cer_I_II_Tot,F_Cer_nfd_15_24_yr,F_Cer_nfd_25_34_yr,F_Cer_nfd_35_44_yr,F_Cer_nfd_45_54_yr,F_Cer_nfd_55_64_yr,F_Cer_nfd_65_74_yr,F_Cer_nfd_75_84_yr,F_Cer_nfd_85_yr_over,F_Cer_nfd_Tot,F_Cer_Tot_15_24_yr,F_Cer_Tot_25_34_yr,F_Cer_Tot_35_44_yr,F_Cer_Tot_45_54_yr,F_Cer_Tot_55_64_yr,F_Cer_Tot_65_74_yr,F_Cer_Tot_75_84_yr,F_Cer_Tot_85_yr_over,F_Cer_Tot_Tot,F_lvl_educ_inad_desc_15_24,F_lvl_educ_inad_desc_25_34,F_lvl_educ_inad_desc_35_44,F_lvl_educ_inad_desc_45_54,F_lvl_educ_inad_desc_55_64,F_lvl_educ_inad_desc_65_74,F_lvl_educ_inad_desc_75_84,F_lvl_educ_inad_desc_85,F_lvl_educ_inad_desc_Tot,F_lvl_educ_ns_15_24,F_lvl_educ_ns_25_34,F_lvl_educ_ns_35_44,F_lvl_educ_ns_45_54,F_lvl_educ_ns_55_64,F_lvl_educ_ns_65_74,F_lvl_educ_ns_75_84,F_lvl_educ_ns_85,F_lvl_educ_ns_Tot,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_PG_Deg_15_24_yr,P_PG_Deg_25_34_yr
5113232,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,18,0,9,0,3,0,0,3,0,19,4,8,7,9,13,3,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,7,11,13,3,3,0,54,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,9,12,24,21,20,15,10,4,0,104,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,14,3,0,3,0,0,0,18,0,3,3,4,0,0,4,0,13,0,3,10,8,4,0,0,3,26,4,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,4,6,12,10,4,0,0,3,36,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,17,12,29,21,18,7,3,6,3,89,0,11
5113234,0,3,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,4,0,9,4,0,0,0,0,0,21,0,3,0,3,3,0,0,0,10,3,10,4,9,3,0,0,0,30,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,8,15,8,9,6,0,0,0,40,0,0,0,0,0,0,0,0,3,0,8,3,3,3,3,0,0,24,9,45,22,16,12,5,0,0,102,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,11,3,3,3,3,0,0,23,0,3,4,3,0,0,0,0,16,3,9,0,8,3,0,0,0,20,5,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,0,9,10,9,3,15,5,0,0,0,34,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,11,10,33,14,21,5,3,0,0,96,0,10
5113235,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,10,0,0,3,0,0,0,0,0,5,4,6,7,6,4,6,3,0,39,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,3,6,9,8,4,4,3,0,47,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,11,5,19,15,15,10,9,5,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,0,0,0,0,0,15,0,3,0,4,0,0,0,0,9,5,0,4,3,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,5,4,4,3,4,3,0,0,21,0,0,0,0,0,0,0,0,0,0,5,3,3,3,0,3,0,13,8,20,10,16,6,3,4,0,63,0,0
5113236,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,13,10,3,3,0,0,0,21,0,7,3,0,0,0,0,0,14,6,11,5,9,8,3,0,0,41,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,10,16,8,8,8,3,0,0,50,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,19,9,39,18,13,19,3,3,0,113,0,8,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,3,17,10,3,0,0,0,0,39,0,10,12,3,0,0,0,0,25,8,9,5,0,3,0,0,0,23,4,0,0,0,3,0,0,0,9,0,3,0,0,3,0,0,0,7,11,7,4,0,12,0,0,0,38,0,0,0,0,0,0,0,0,0,3,3,3,4,7,3,3,0,29,21,48,35,16,20,4,3,0,139,0,9
5113237,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,3,6,0,0,0,0,18,3,0,0,0,0,3,0,0,12,3,9,9,3,0,3,3,0,28,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,7,3,3,3,3,0,31,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,11,3,20,17,14,3,5,5,0,74,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,5,7,0,0,0,0,19,0,3,3,0,0,0,0,0,11,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,3,5,5,4,0,0,0,17,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,8,0,19,17,10,5,3,3,0,62,0,5
5113238,0,6,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,7,0,8,3,3,0,0,0,0,20,0,9,0,0,4,0,0,0,11,5,4,12,10,7,9,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,4,12,10,7,9,0,0,50,0,0,0,0,0,0,0,0,0,0,3,5,4,0,3,0,0,14,10,32,26,17,12,15,6,3,109,0,8,6,0,0,0,0,0,7,0,0,0,4,0,0,0,0,3,3,12,9,0,3,0,0,0,21,3,0,4,0,0,0,0,0,12,0,6,3,0,3,3,0,0,17,0,0,4,0,3,0,0,0,3,0,0,0,3,0,0,0,0,3,3,8,6,3,4,3,0,0,27,0,3,0,0,0,0,0,0,3,3,6,0,0,0,3,3,0,24,12,31,21,13,6,9,3,0,94,0,11
5113239,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,12,0,0,3,0,0,4,0,0,6,5,10,11,8,3,11,4,0,50,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,12,12,8,3,7,4,0,56,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,20,5,25,19,16,6,12,10,0,94,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,3,7,0,0,0,0,0,16,0,3,3,0,3,0,0,0,16,0,5,0,0,3,0,0,0,10,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,5,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,3,5,6,0,3,4,3,0,0,22,14,25,11,9,16,3,3,0,79,0,8
5113240,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,14,12,3,5,0,0,0,32,4,3,3,0,0,0,0,0,15,3,10,6,8,4,7,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,14,8,10,4,7,0,0,53,0,0,0,0,0,0,0,0,0,0,3,7,0,4,0,0,0,14,17,35,25,17,10,10,0,0,122,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,9,15,3,3,3,0,0,32,0,13,4,0,4,0,0,0,25,6,3,4,3,0,6,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,8,4,3,8,4,6,0,0,33,0,0,0,0,0,0,0,0,3,0,3,0,3,3,7,0,0,24,17,37,24,17,20,13,0,0,120,0,4
5113241,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,21,3,3,0,0,0,0,33,0,10,3,0,0,0,0,0,13,0,4,9,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,9,0,3,0,0,0,22,0,0,3,0,0,0,0,0,3,3,4,0,0,0,0,0,0,7,9,49,20,3,3,0,3,0,98,0,10,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,3,19,8,0,0,0,0,0,38,3,10,4,0,0,0,0,0,23,5,6,0,3,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,3,3,0,4,0,3,0,0,0,8,16,42,17,8,4,4,0,0,100,0,13
5113242,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,17,0,5,3,0,0,0,0,0,7,8,6,3,8,8,0,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,3,8,8,3,3,0,40,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,6,13,12,19,15,3,7,0,75,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,3,6,17,3,4,0,3,0,0,27,0,8,3,0,0,0,0,0,14,4,6,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,7,0,4,0,0,0,18,0,0,0,0,0,0,0,0,6,0,4,0,0,5,0,0,0,10,11,33,11,12,10,5,4,3,89,0,3
5113243,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,10,0,3,7,3,3,0,3,0,17,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,7,3,3,0,3,0,21,0,0,0,0,0,0,0,0,0,4,0,3,5,0,3,0,0,12,4,9,15,9,3,3,3,0,53,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,3,0,0,3,0,0,0,12,0,6,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,9,3,15,8,10,6,9,0,0,46,0,3
5113244,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,0,0,13,3,0,3,0,0,0,3,0,14,3,12,0,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,12,0,0,3,0,0,0,26,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,10,23,14,4,10,7,10,0,64,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,14,0,4,0,0,0,0,0,0,6,3,4,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,3,3,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,14,3,5,4,9,0,0,51,0,8
5113245,0,6,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,11,7,0,3,0,0,0,22,0,0,3,3,0,0,0,0,13,4,13,3,11,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,7,11,4,0,0,0,28,0,0,0,0,0,0,0,0,4,6,4,0,3,4,0,0,0,21,11,29,23,20,12,0,6,0,97,0,4,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,11,6,3,3,0,0,0,22,0,3,3,3,0,0,0,0,16,4,4,9,3,0,0,0,0,12,4,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,9,4,10,6,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,7,25,20,13,6,4,0,0,82,0,12
5113246,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,10,0,5,3,0,0,0,0,0,6,4,6,8,3,6,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,6,3,6,3,0,0,33,0,0,0,0,0,0,0,0,0,3,6,3,0,0,3,0,0,21,10,28,16,4,5,3,5,0,74,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,13,0,0,0,3,3,0,0,0,8,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,4,0,8,3,23,10,6,3,3,4,0,53,0,5
5113247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,16,0,4,0,0,0,0,0,0,13,3,13,15,5,5,4,0,0,45,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,13,15,4,5,11,0,0,51,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,11,6,26,20,12,10,11,0,0,88,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,10,3,3,0,0,0,26,0,3,3,0,0,0,0,0,13,3,4,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,3,0,3,5,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,12,13,19,20,6,15,4,3,0,73,0,3
5113301,0,3,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,5,11,3,0,0,0,0,20,0,0,4,0,3,0,0,0,12,3,3,12,4,3,4,0,0,35,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,8,16,4,3,4,0,0,36,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,13,36,11,8,3,4,0,84,0,3,6,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,0,22,0,4,8,0,0,0,0,0,14,0,4,8,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,5,3,0,0,0,20,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,4,3,22,32,14,7,0,0,0,80,0,8
5113303,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,3,3,7,0,0,0,0,15,0,0,0,4,3,0,0,0,13,4,0,5,4,12,6,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,4,12,5,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,7,14,3,19,28,15,8,3,0,81,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,3,7,6,0,0,0,0,21,0,0,0,5,3,0,0,0,11,0,0,3,4,0,0,0,0,12,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,4,0,5,9,4,3,0,0,22,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,7,9,6,19,21,8,5,3,0,71,0,3
5113305,0,3,12,0,0,0,0,0,20,0,0,0,3,0,0,0,0,4,3,17,22,8,4,0,0,0,50,4,0,8,3,3,0,0,0,21,0,5,18,17,6,0,0,0,51,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,10,18,18,6,0,0,0,54,0,0,0,0,0,0,0,0,4,0,0,4,6,0,0,0,0,12,9,36,66,40,17,4,0,0,172,0,3,9,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,26,26,11,0,0,0,0,65,3,7,17,3,3,0,0,0,32,4,4,8,7,0,5,0,0,27,0,0,3,0,0,0,0,0,4,0,3,0,3,3,0,0,0,10,9,9,12,8,3,5,0,0,46,0,0,0,0,0,0,0,0,3,0,0,6,0,0,4,0,0,13,18,50,73,27,13,6,0,0,185,0,7
5113306,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,3,4,4,0,0,0,21,0,0,4,4,3,0,0,0,5,3,3,3,4,7,9,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,4,4,7,8,0,0,33,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,4,5,15,10,14,20,5,0,0,74,0,3,4,0,0,0,0,0,9,0,0,0,5,0,0,0,0,8,3,7,5,4,3,0,0,0,27,0,0,3,4,3,0,0,0,10,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,11,10,11,17,21,9,5,3,0,71,0,3
5113307,0,0,0,0,0,6,0,0,3,0,0,0,0,4,0,0,0,3,0,4,3,11,4,0,0,0,32,0,0,0,3,4,0,0,0,11,0,4,6,10,9,6,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,6,11,13,8,0,0,39,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,5,9,6,26,25,19,4,0,95,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,7,5,14,3,0,0,0,38,0,3,0,8,3,0,0,0,16,6,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,7,0,3,0,0,19,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,10,17,15,8,26,11,7,5,0,87,0,0
5113309,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,18,0,0,0,3,3,3,0,0,10,0,3,3,11,12,6,0,0,35,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,4,12,14,7,0,0,35,4,0,0,0,0,0,0,0,3,4,3,0,0,3,0,0,3,17,9,8,6,24,21,8,0,3,86,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,7,0,3,4,5,4,3,0,0,20,0,0,6,7,0,5,0,0,14,0,4,4,4,7,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,4,10,4,0,0,22,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,7,4,5,17,24,23,7,0,0,78,0,0
5113310,0,3,3,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,11,8,9,0,0,3,0,34,0,0,9,3,9,0,0,0,22,5,3,5,7,19,3,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,10,19,3,0,0,48,0,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,3,12,15,26,31,29,5,5,0,131,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,9,10,8,3,0,0,0,36,3,0,3,10,0,0,0,0,18,5,0,6,6,3,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,11,5,0,9,11,11,3,0,0,41,0,0,0,0,4,0,0,0,4,0,0,3,3,0,0,0,0,7,12,12,32,29,23,7,0,0,114,0,6
5113311,0,0,4,4,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,7,3,10,5,0,0,0,24,0,0,4,6,3,3,0,0,13,0,4,6,9,7,5,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,9,9,5,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,15,20,29,15,8,0,0,95,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,10,8,6,5,0,0,0,35,0,0,6,3,5,3,0,0,13,0,3,3,3,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,8,3,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,3,15,22,20,12,6,0,0,84,0,0
5113312,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,4,7,3,3,0,0,0,19,0,0,0,6,4,0,0,0,14,5,4,3,8,11,3,4,0,42,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,4,3,8,9,3,4,0,43,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,12,14,19,28,17,10,8,0,89,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,3,5,9,11,3,0,0,0,30,0,0,5,0,3,0,0,0,14,0,3,5,3,3,0,0,0,17,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,0,4,7,8,5,0,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,6,15,22,22,14,0,3,0,88,0,3
5113313,0,0,4,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,6,3,13,0,3,0,0,26,0,0,4,7,4,0,0,0,16,0,11,8,17,10,3,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,18,10,3,0,0,43,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,7,18,23,35,13,9,0,0,106,0,0,5,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,11,6,3,0,0,0,0,19,0,0,11,9,3,3,0,0,24,3,3,8,6,3,0,0,0,23,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,5,3,0,13,6,6,4,0,0,29,0,0,3,0,0,0,0,0,5,4,0,0,3,3,0,0,0,12,7,15,34,30,13,4,0,0,103,0,0
5113316,0,7,9,3,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,11,10,6,0,0,0,0,35,0,3,7,3,6,3,0,0,20,8,6,16,8,0,4,4,0,47,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,7,16,8,0,4,4,0,51,0,4,0,0,0,0,0,0,6,0,4,3,4,0,3,0,0,20,18,41,48,25,9,12,4,0,156,0,9,7,0,0,0,0,0,19,0,0,5,0,0,0,0,0,7,3,24,13,5,3,0,0,0,49,7,6,10,8,5,4,0,0,39,6,7,7,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,9,9,4,0,3,0,0,28,0,0,0,0,0,0,0,0,7,3,0,9,4,3,5,0,0,20,23,49,46,19,9,13,3,0,158,0,15
