SA1_7DIGITCODE_2016,F_Unrel_ind_liv_fam_hh_0_14,F_Unre_ind_liv_fam_hh_15_24,F_Unre_ind_liv_fam_hh_25_34,F_Unre_ind_liv_fam_hh_35_44,F_Unre_ind_liv_fam_hh_45_54,F_Unre_ind_liv_fam_hh_55_64,F_Unre_ind_liv_fam_hh_65_74,F_Unre_ind_liv_fam_hh_75_84,F_Unrel_ind_liv_fam_hh_85,F_Unrel_ind_liv_fam_hh_Tot,F_Group_hh_mem_0_14,F_Group_hh_mem_15_24,F_Group_hh_mem_25_34,F_Group_hh_mem_35_44,F_Group_hh_mem_45_54,F_Group_hh_mem_55_64,F_Group_hh_mem_65_74,F_Group_hh_mem_75_84,F_Group_hh_mem_85,F_Group_hh_mem_Tot,F_LPer_0_14_yr,F_LPer_15_24_yr,F_LPer_25_34_yr,F_LPer_35_44_yr,F_LPer_45_54_yr,F_LPer_55_64_yr,F_LPer_65_74_yr,F_LPer_75_84_yr,F_LPer_85_yr_over,F_LPer_Tot,F_Vis_from_within_Aus_0_14,F_Vis_from_within_Aus_15_24,F_Vis_from_within_Aus_25_34,F_Vis_from_within_Aus_35_44,F_Vis_from_within_Aus_45_54,F_Vis_from_within_Aus_55_64,F_Vis_from_within_Aus_65_74,F_Vis_from_within_Aus_75_84,F_Vis_from_within_Aus_85,F_Vis_from_within_Aus_Tot,F_OS_v_0_14_yr,F_OS_v_15_24_yr,F_OS_v_25_34_yr,F_OS_v_35_44_yr,F_OS_v_45_54_yr,F_OS_v_55_64_yr,F_OS_v_65_74_yr,F_OS_v_75_84_yr,F_OS_v_85_yr_over,F_Overseas_v_Total,F_Tot_0_14_yr,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Husb_a_r_mar_0_14,P_Husb_a_r_mar_15_24,P_Husb_a_r_mar_25_34,P_Husb_a_r_mar_35_44,P_Husb_a_r_mar_45_54,P_Husb_a_r_mar_55_64,P_Husb_a_r_mar_65_74,P_Husb_a_r_mar_75_84,P_Husb_a_r_mar_85,P_Husb_a_r_mar_Tot,P_Part_de_f_mar_0_14,P_Part_de_f_mar_15_24,P_Part_de_f_mar_25_34,P_Part_de_f_mar_35_44,P_Part_de_f_mar_45_54,P_Part_de_f_mar_55_64,P_Part_de_f_mar_65_74,P_Part_de_f_mar_75_84,P_Part_de_f_mar_85,P_Part_de_f_mar_Tot,P_LPar_0_14_yr,P_LPar_15_24_yr,P_LPar_25_34_yr,P_LPar_35_44_yr,P_LPar_45_54_yr,P_LPar_55_64_yr,P_LPar_65_74_yr,P_LPar_75_84_yr,P_LPar_85_yr_over,P_LPar_Tot,P_Child_u_15_0_14_yr,P_Child_u_15_15_24_yr,P_Child_u_15_25_34_yr,P_Child_u_15_35_44_yr,P_Child_u_15_45_54_yr,P_Child_u_15_55_64_yr,P_Child_u_15_65_74_yr,P_Child_u_15_75_84_yr,P_Child_u_15_85_yr_over,P_Child_u_15_Tot,P_Dep_stu15_24_0_14,P_Dep_stu15_24_15_24,P_Dep_stu15_24_25_34,P_Dep_stu15_24_35_44,P_Dep_stu15_24_45_54,P_Dep_stu15_24_55_64,P_Dep_stu15_24_65_74,P_Dep_stu15_24_75_84,P_Dep_stu15_24_85_over,P_Dep_stu15_24_Tot,P_Non_dep_child_0_14,P_Non_dep_child_15_24,P_Non_dep_child_25_34,P_Non_dep_child_35_44,P_Non_dep_child_45_54,P_Non_dep_child_55_64,P_Non_dep_child_65_74,P_Non_dep_child_75_84,P_Non_dep_child_85_over,P_Non_dep_child_Tot,P_Oth_rel_ind_0_14,P_Oth_rel_ind_15_24,P_Oth_rel_ind_25_34,P_Oth_rel_ind_35_44,P_Oth_rel_ind_45_54,P_Oth_rel_ind_55_64,P_Oth_rel_ind_65_74,P_Oth_rel_ind_75_84,P_Oth_rel_ind_85,P_Oth_rel_ind_Tot,P_Unrel_ind_liv_fam_hh_0_14,P_Unre_ind_liv_fam_hh_15_24,P_Unre_ind_liv_fam_hh_25_34,P_Unre_ind_liv_fam_hh_35_44,P_Unre_ind_liv_fam_hh_45_54,P_Unre_ind_liv_fam_hh_55_64,P_Unre_ind_liv_fam_hh_65_74,P_Unre_ind_liv_fam_hh_75_84,P_Unrel_ind_liv_fam_hh_85,P_Unrel_ind_liv_fam_hh_Tot,P_Group_hh_mem_0_14,P_Group_hh_mem_15_24,P_Group_hh_mem_25_34,P_Group_hh_mem_35_44,P_Group_hh_mem_45_54,P_Group_hh_mem_55_64,P_Group_hh_mem_65_74,P_Group_hh_mem_75_84,P_Group_hh_mem_85,P_Group_hh_mem_Tot,P_LPer_0_14_yr,P_LPer_15_24_yr,P_LPer_25_34_yr,P_LPer_35_44_yr,P_LPer_45_54_yr,P_LPer_55_64_yr,P_LPer_65_74_yr,P_LPer_75_84_yr,P_LPer_85_yr_over,P_LPer_Tot,P_Vis_from_within_Aus_0_14,P_Vis_from_within_Aus_15_24,P_Vis_from_within_Aus_25_34,P_Vis_from_within_Aus_35_44,P_Vis_from_within_Aus_45_54,P_Vis_from_within_Aus_55_64,P_Vis_from_within_Aus_65_74,P_Vis_from_within_Aus_75_84,P_Vis_from_within_Aus_85,P_Vis_from_within_Aus_Tot,P_OS_v_0_14_yr,P_OS_v_15_24_yr,P_OS_v_25_34_yr,P_OS_v_35_44_yr,P_OS_v_45_54_yr,P_OS_v_55_64_yr,P_OS_v_65_74_yr,P_OS_v_75_84_yr,P_OS_v_85_yr_over,P_Overseas_v_Total,P_Tot_0_14_yr,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
5104149,..,4,8,0,0,0,0,0,0,6,..,8,23,3,0,0,0,0,0,39,..,3,22,8,9,3,3,0,0,44,0,0,0,0,0,3,0,0,0,7,0,3,11,0,3,0,0,0,0,11,10,40,114,37,19,17,5,3,0,243,..,0,51,31,14,12,8,3,0,111,..,22,57,9,3,0,3,0,0,96,..,0,0,4,7,3,0,0,0,15,30,..,..,..,..,..,..,..,..,30,..,9,..,..,..,..,..,..,..,9,..,3,3,3,0,0,0,0,0,4,..,7,7,3,0,0,0,0,0,26,..,5,15,0,0,0,0,0,0,18,..,24,45,5,0,0,0,0,0,78,..,5,38,17,22,6,3,0,0,95,0,5,9,3,0,5,0,0,0,23,0,4,12,0,3,3,0,0,0,18,34,83,235,77,44,32,18,3,0,522
5104150,..,0,4,0,0,0,0,0,0,6,..,8,16,3,0,0,0,0,0,19,..,4,5,3,3,8,5,4,3,33,0,0,0,0,3,0,0,0,0,7,0,4,4,3,3,0,0,0,0,16,11,22,64,19,14,17,9,9,3,159,..,0,39,9,4,12,8,7,0,69,..,5,19,3,0,0,3,0,0,32,..,0,0,0,0,0,0,0,0,7,13,..,..,..,..,..,..,..,..,13,..,0,..,..,..,..,..,..,..,0,..,0,0,0,4,0,0,0,0,8,..,3,8,3,0,0,0,0,0,10,..,0,4,0,0,0,0,0,0,6,..,23,34,3,0,0,0,0,0,62,..,3,28,14,10,21,16,4,3,108,3,7,3,3,7,4,0,0,0,19,0,6,8,3,3,0,0,0,0,25,17,50,143,38,33,39,21,12,3,365
5104151,..,0,0,0,0,0,0,0,0,0,..,11,9,0,0,0,0,0,0,18,..,0,6,3,0,0,0,0,0,10,0,0,0,3,0,0,3,0,0,6,0,4,6,0,0,0,0,0,0,8,7,18,45,12,6,4,13,4,0,115,..,0,20,15,3,14,15,3,0,70,..,3,10,8,0,0,0,0,0,27,..,0,0,0,0,0,0,0,0,3,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,0,3,0,0,0,0,0,0,3,..,0,7,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,21,23,0,0,0,0,0,0,46,..,3,13,5,9,0,0,0,0,38,0,0,3,8,3,0,11,0,0,20,0,3,3,0,0,0,0,0,0,13,12,37,89,46,19,17,25,4,0,246
5104152,..,3,0,0,0,0,0,0,0,3,..,21,22,0,0,0,0,0,0,49,..,0,12,7,0,0,0,0,0,18,0,3,3,0,0,0,0,0,0,7,0,9,9,0,0,0,0,0,0,14,6,41,87,17,5,4,3,0,0,171,..,0,34,22,10,3,7,0,0,75,..,3,28,8,0,0,0,0,0,41,..,0,3,3,0,0,0,0,0,5,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,3,3,0,0,0,0,0,0,7,..,3,3,0,0,0,0,0,0,5,..,34,41,0,0,0,0,0,0,79,..,7,23,21,0,3,0,0,0,54,0,3,13,3,4,3,0,0,0,18,0,11,17,0,0,0,0,0,0,30,12,63,171,48,15,9,6,0,0,325
5104153,..,9,0,0,0,0,0,0,0,6,..,12,9,3,0,0,0,0,0,28,..,3,16,3,3,0,0,0,0,22,0,0,4,0,0,0,0,0,0,6,0,6,9,0,0,3,0,0,0,24,10,42,93,28,14,9,7,0,0,208,..,0,49,24,9,9,6,0,0,90,..,15,50,13,0,0,0,0,0,83,..,0,0,0,5,3,0,0,0,11,25,..,..,..,..,..,..,..,..,25,..,5,..,..,..,..,..,..,..,5,..,6,0,0,0,0,0,0,0,10,..,0,5,0,0,0,0,0,0,8,..,6,4,0,0,0,0,0,0,10,..,22,28,3,0,0,0,0,0,58,..,4,46,10,12,3,0,0,0,73,0,4,3,7,0,0,4,0,0,18,0,15,14,0,7,8,4,0,0,38,25,83,208,55,40,21,8,0,0,438
5104154,..,0,0,0,0,0,0,0,0,0,..,3,6,0,0,0,0,0,0,11,..,0,7,6,5,3,0,0,0,18,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,17,43,25,12,9,7,0,0,110,..,0,18,22,8,11,3,0,0,58,..,5,18,9,0,3,0,0,0,40,..,0,0,0,0,0,3,0,0,4,14,..,..,..,..,..,..,..,..,14,..,4,..,..,..,..,..,..,..,4,..,3,7,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,6,28,3,0,0,0,0,0,38,..,3,19,11,9,11,3,0,0,58,0,0,10,0,0,3,0,3,0,14,0,4,3,0,0,0,0,0,0,5,20,25,99,48,23,26,11,3,0,255
5104155,..,0,0,0,0,0,0,0,0,0,..,5,25,3,0,0,0,0,0,36,..,3,35,7,3,5,6,3,3,62,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,11,15,128,34,14,13,14,8,3,237,..,0,31,21,17,6,10,0,0,93,..,12,96,24,0,0,0,0,0,125,..,0,0,0,0,3,0,0,0,3,23,..,..,..,..,..,..,..,..,23,..,0,..,..,..,..,..,..,..,0,..,0,3,0,0,0,0,0,0,3,..,0,8,0,0,0,0,0,0,9,..,0,5,0,0,0,0,0,0,5,..,9,42,6,0,0,0,0,0,66,..,3,51,22,17,10,14,3,5,114,0,3,3,0,0,3,0,0,0,13,0,3,0,0,0,0,0,0,0,6,21,31,241,78,31,23,28,9,3,462
5104156,..,0,3,0,0,0,0,0,0,3,..,4,15,3,0,0,0,0,0,22,..,3,19,4,3,5,0,0,0,34,0,0,3,0,0,3,0,0,0,7,0,0,3,0,0,0,0,0,0,3,8,17,99,29,13,11,0,0,0,175,..,0,31,22,8,8,3,3,0,67,..,10,82,21,4,0,0,0,0,115,..,0,0,0,0,0,0,0,0,3,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,0,6,0,0,0,0,0,0,6,..,0,3,0,0,0,0,0,0,10,..,0,3,0,0,0,0,0,0,7,..,6,28,6,0,0,0,0,0,40,..,3,47,19,9,4,0,0,0,87,0,3,10,3,11,4,0,0,0,33,0,0,3,0,0,0,0,0,0,3,11,28,206,62,33,23,8,3,0,385
5104157,..,0,0,0,0,0,0,0,0,0,..,0,7,0,0,0,0,0,0,11,..,0,3,3,3,12,6,7,4,48,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,7,10,37,22,9,16,15,10,4,136,..,0,11,23,7,4,10,8,0,65,..,0,34,12,0,0,0,0,0,45,..,0,0,0,0,0,0,0,0,6,15,..,..,..,..,..,..,..,..,15,..,8,..,..,..,..,..,..,..,8,..,3,3,0,0,0,0,0,0,4,..,0,3,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,3,8,0,3,0,0,0,0,22,..,5,9,9,12,24,22,15,9,104,0,0,3,3,0,5,4,0,0,17,0,0,3,0,0,3,0,0,0,4,15,14,74,59,28,31,41,22,9,294
5104158,..,3,0,0,0,0,0,0,0,3,..,11,5,3,5,0,0,0,0,24,..,3,11,7,3,3,0,0,0,30,4,3,10,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,14,26,50,31,14,6,6,3,0,154,..,4,16,24,8,0,7,0,0,61,..,5,23,8,4,0,0,0,0,42,..,0,0,8,3,0,0,0,0,10,35,..,..,..,..,..,..,..,..,35,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,6,3,0,0,0,0,0,0,11,..,4,0,0,0,0,0,0,0,3,..,19,13,3,8,0,0,0,0,44,..,3,33,9,7,3,7,0,0,59,4,3,6,6,3,0,0,0,0,27,0,0,0,0,0,0,0,0,0,3,37,41,103,57,28,11,15,5,0,294
5104159,..,7,3,0,0,0,0,0,0,5,..,16,24,0,0,0,0,0,0,39,..,9,14,3,0,0,0,0,0,25,0,0,3,0,0,0,0,0,0,4,0,5,4,0,0,0,0,0,0,13,3,39,68,17,10,6,0,0,0,148,..,0,20,18,3,6,3,0,0,52,..,7,24,3,0,4,0,0,0,41,..,0,0,0,0,3,0,0,0,7,8,..,..,..,..,..,..,..,..,8,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,6,..,0,3,0,0,0,0,0,0,3,..,5,6,3,0,0,0,0,0,14,..,36,46,4,0,0,0,0,0,87,..,7,34,12,3,3,0,0,0,60,3,0,3,6,3,3,0,0,0,14,0,12,10,4,0,4,0,0,0,32,12,80,150,48,14,20,3,0,0,320
5104160,..,0,0,0,0,0,0,0,0,0,..,10,4,0,0,0,0,0,0,10,..,5,8,10,4,3,3,0,0,33,0,6,0,0,0,0,0,0,0,15,0,3,6,3,0,0,0,0,0,13,4,37,47,23,10,8,3,0,0,123,..,0,33,18,7,0,0,0,0,55,..,9,8,4,0,0,0,0,0,25,..,0,0,0,0,4,0,0,0,3,10,..,..,..,..,..,..,..,..,10,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,3,..,3,3,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,13,3,0,0,0,0,0,0,18,..,8,23,13,9,6,5,0,0,67,0,9,7,8,3,3,0,0,0,25,0,11,8,3,0,0,3,0,0,30,15,60,90,45,19,18,6,0,0,251
5104161,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,4,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,9
5104162,..,0,0,0,0,0,0,0,0,0,..,3,5,0,0,0,0,0,0,8,..,3,6,3,0,9,4,0,0,30,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,5,15,40,9,14,17,8,3,0,107,..,0,21,10,12,20,7,0,0,70,..,0,26,7,4,4,0,0,0,42,..,0,0,0,3,0,0,0,0,3,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,3,..,3,16,5,0,0,0,0,0,25,..,3,10,10,4,9,4,0,0,37,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,9,23,73,32,24,29,12,6,0,204
5104163,..,0,0,0,0,0,0,0,0,3,..,12,11,4,0,0,0,0,0,31,..,10,14,16,14,5,7,0,0,62,0,0,11,0,3,0,0,0,0,12,0,8,4,0,6,6,0,0,0,25,46,58,136,64,71,65,37,4,0,478,..,3,98,61,80,79,50,14,3,383,..,0,55,21,20,11,4,0,0,109,..,0,0,3,11,6,0,0,0,20,75,..,..,..,..,..,..,..,..,75,..,21,..,..,..,..,..,..,..,21,..,16,9,0,0,0,0,0,0,24,..,17,4,0,0,0,0,0,0,30,..,5,3,0,0,0,0,0,0,4,..,24,38,7,4,3,0,0,0,70,..,14,47,27,31,19,17,3,0,151,3,3,11,0,3,3,0,0,0,31,3,9,11,3,7,7,3,0,0,45,81,111,283,131,151,129,72,18,4,977
5104164,..,4,3,0,0,0,0,0,0,6,..,5,14,0,0,0,0,0,0,21,..,7,26,8,3,3,0,0,0,48,0,4,0,0,0,0,0,0,0,6,3,3,9,3,3,3,0,0,0,22,11,37,130,37,25,16,8,0,0,266,..,0,63,35,25,16,12,3,0,159,..,12,78,17,4,0,0,0,0,111,..,0,0,0,0,0,0,0,0,8,24,..,..,..,..,..,..,..,..,24,..,13,..,..,..,..,..,..,..,13,..,3,3,0,0,0,0,0,0,10,..,0,3,0,0,0,0,0,0,9,..,3,7,0,3,0,0,0,0,16,..,20,17,5,3,0,0,0,0,50,..,10,61,23,17,11,4,0,0,120,3,4,0,3,3,0,0,0,0,18,6,3,15,5,3,7,3,0,0,38,30,70,255,96,62,32,22,3,0,570
5104165,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104166,..,0,10,0,0,0,0,0,0,10,..,17,15,3,0,0,0,0,0,37,..,4,8,4,0,0,0,0,0,18,0,3,0,0,0,0,0,0,0,6,0,0,11,0,0,3,0,0,0,16,14,42,83,31,6,11,0,3,0,197,..,0,40,16,4,14,3,0,0,81,..,14,53,13,3,0,0,0,0,80,..,0,0,3,0,0,0,0,0,10,24,..,..,..,..,..,..,..,..,24,..,3,..,..,..,..,..,..,..,3,..,0,0,0,3,0,0,0,0,7,..,4,6,3,0,0,0,0,0,15,..,4,19,3,0,0,0,0,0,28,..,35,25,4,0,0,0,0,0,71,..,4,18,16,5,3,0,0,0,56,0,3,3,0,0,0,0,0,0,8,0,3,17,0,0,3,0,0,0,28,24,76,181,62,24,25,5,5,0,401
5104167,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5104168,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
5104169,..,0,0,0,0,0,0,0,0,0,..,11,3,3,0,0,0,0,0,24,..,0,0,3,3,7,9,9,3,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,14,19,23,23,12,19,12,9,3,126,..,0,10,17,12,5,3,4,0,53,..,0,5,6,5,8,3,0,0,36,..,0,0,3,0,3,0,0,0,7,21,..,..,..,..,..,..,..,..,21,..,4,..,..,..,..,..,..,..,4,..,3,0,3,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,17,11,9,3,0,0,0,0,42,..,0,4,9,9,16,15,5,3,63,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,24,23,42,41,27,36,20,17,5,238
5104170,..,0,4,0,0,0,0,0,0,4,..,0,6,0,0,0,0,0,0,8,..,0,7,12,5,3,3,0,0,34,0,0,0,0,0,4,0,0,0,5,0,0,4,0,0,0,0,0,0,8,14,10,53,29,19,22,21,3,0,172,..,0,36,29,19,18,27,10,0,136,..,3,16,3,4,4,0,0,0,30,..,0,0,0,3,0,0,0,0,9,27,..,..,..,..,..,..,..,..,27,..,4,..,..,..,..,..,..,..,4,..,7,0,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,3,..,0,4,4,0,0,0,0,0,3,..,7,16,3,0,0,0,0,0,25,..,3,18,16,7,14,3,3,0,60,0,0,3,0,0,3,3,0,0,12,0,0,7,0,0,0,0,0,0,10,28,26,97,58,38,43,35,8,0,341
5104171,..,0,3,0,0,0,0,0,0,3,..,5,5,0,0,0,0,0,0,15,..,3,6,12,5,4,0,0,4,39,0,0,3,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,10,12,10,45,26,17,15,11,3,4,150,..,0,29,19,12,12,12,3,0,83,..,0,19,3,5,0,4,0,0,34,..,0,0,0,0,3,0,0,0,5,24,..,..,..,..,..,..,..,..,24,..,4,..,..,..,..,..,..,..,4,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,6,0,0,0,0,0,0,6,..,7,10,0,0,0,0,0,0,18,..,3,17,18,15,9,6,0,4,85,0,0,3,3,3,0,0,0,0,11,0,3,5,0,0,0,3,0,0,16,25,17,96,47,40,25,26,12,10,291
5104172,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,6,7,5,3,32,..,0,7,3,3,3,4,0,0,22,..,0,0,0,3,0,0,0,0,8,..,0,0,0,0,0,0,0,0,4,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,3,0,4,3,3,0,21,0,0,3,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,8,10,11,6,12,8,5,3,76
5104173,..,0,0,0,0,0,0,0,0,4,..,3,11,3,3,0,0,0,0,20,..,12,17,17,6,11,8,0,0,72,0,0,11,0,3,3,0,0,0,13,4,4,4,0,0,0,0,0,0,12,20,47,119,42,34,35,16,8,0,311,..,11,75,33,27,36,12,10,0,205,..,25,46,15,7,7,0,0,0,99,..,0,0,0,0,0,0,0,0,3,27,..,..,..,..,..,..,..,..,27,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,7,..,3,0,0,0,0,0,0,0,3,..,4,0,0,0,0,0,0,0,6,..,5,12,5,3,3,0,0,0,33,..,20,61,49,27,33,12,4,0,209,0,4,22,0,7,10,0,3,0,42,3,10,12,5,4,0,0,0,0,33,34,94,234,105,80,79,35,13,4,676
5104174,..,0,0,0,0,0,0,0,0,0,..,11,6,0,0,0,0,0,0,22,..,7,28,16,11,5,0,0,0,68,0,0,3,0,0,4,0,0,0,7,0,0,3,0,5,6,3,3,0,20,33,68,134,50,33,27,7,4,0,346,..,4,91,55,24,26,7,0,0,208,..,30,62,14,9,3,0,0,0,120,..,0,3,8,3,3,0,0,0,17,56,..,..,..,..,..,..,..,..,56,..,3,..,..,..,..,..,..,..,3,..,4,6,0,0,0,0,0,0,11,..,7,7,0,0,0,0,0,0,22,..,0,3,0,0,0,0,0,0,3,..,22,12,3,0,0,0,0,0,40,..,20,60,32,21,8,5,3,0,150,0,0,10,4,5,5,0,0,0,25,3,3,4,6,7,10,4,3,0,38,60,103,264,129,73,55,15,4,0,698
5104175,..,0,3,0,0,0,0,0,0,3,..,6,10,0,0,0,0,0,0,16,..,5,5,8,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,5,32,61,12,13,3,0,0,0,126,..,6,25,9,15,8,0,0,0,59,..,10,32,3,3,0,0,0,0,47,..,0,0,0,0,0,0,0,0,7,9,..,..,..,..,..,..,..,..,9,..,5,..,..,..,..,..,..,..,5,..,0,3,0,0,0,0,0,0,0,..,8,3,0,0,0,0,0,0,9,..,4,3,0,0,0,0,0,0,8,..,10,20,0,0,0,0,0,0,40,..,7,27,8,6,0,0,0,0,48,0,0,3,0,0,0,0,0,0,5,0,0,4,3,0,0,0,0,0,13,9,57,128,31,21,9,0,0,0,253
5104176,..,3,13,0,0,0,0,0,0,21,..,13,36,3,0,0,0,0,0,51,..,4,21,10,5,3,0,0,0,39,0,3,7,0,0,0,0,0,0,9,3,7,17,0,3,7,0,0,0,39,29,69,202,51,20,25,11,0,0,401,..,11,91,45,18,14,9,0,0,186,..,23,83,24,6,3,3,0,0,143,..,0,3,0,3,0,3,0,0,14,52,..,..,..,..,..,..,..,..,52,..,7,..,..,..,..,..,..,..,7,..,9,3,4,0,0,0,0,0,10,..,13,14,3,0,3,0,0,0,34,..,9,19,0,0,0,0,0,0,33,..,38,65,8,0,0,0,0,0,109,..,22,49,22,15,10,0,0,0,122,3,3,21,5,3,0,0,0,0,33,3,19,28,6,9,10,0,0,0,71,59,139,384,119,54,42,15,0,0,817
