SA1_7DIGITCODE_2016,M_15_19_Mgrs,M_15_19_Profnls,M_15_19_Techs_trades_workers,M_15_19_Comm_psnl_serv_wrkrs,M_15_19_Cler_admin_wrkrs,M_15_19_Sales_wrkrs,M_15_19_Mach_oper_dvrs,M_15_19_Labrs,M_15_19_Inad_desc_Ns,M_15_19_Tot,M_20_24_Mgrs,M_20_24_Profnls,M_20_24_Techs_trades_wrkrs,M_20_24_Comm_psnl_serv_wrkrs,M_20_24_Cler_admin_wrkrs,M_20_24_Sales_wrkrs,M_20_24_Mach_oper_dvrs,M_20_24_Labrs,M_20_24_Inad_desc_Ns,M_20_24_Tot,M_25_34_Mgrs,M_25_34_Profnls,M_25_34_Techs_trades_wrkrs,M_25_34_Comm_psnl_serv_wrkrs,M_25_34_Cler_admin_wrkrs,M_25_34_Sales_wrkrs,M_25_34_Mach_oper_dvrs,M_25_34_Labrs,M_25_34_Inad_desc_Ns,M_25_34_Tot,M_35_44_Mgrs,M_35_44_Profnls,M_35_44_Techs_trades_wrkrs,M_35_44_Comm_psnl_serv_wrkrs,M_35_44_Cler_admin_wrkrs,M_35_44_Sales_wrkrs,M_35_44_Mach_oper_dvrs,M_35_44_Labrs,M_35_44_Inad_desc_Ns,M_35_44_Tot,M_45_54_Mgrs,M_45_54_Profnls,M_45_54_Techs_trades_wrkrs,M_45_54_Comm_psnl_serv_wrkrs,M_45_54_Cler_admin_wrkrs,M_45_54_Sales_wrkrs,M_45_54_Mach_oper_dvrs,M_45_54_Labrs,M_45_54_Inad_desc_Ns,M_45_54_Tot,M_55_64_Mgrs,M_55_64_Profnls,M_55_64_Techs_trades_wrkrs,M_55_64_Comm_psnl_serv_wrkrs,M_55_64_Cler_admin_wrkrs,M_55_64_Sales_wrkrs,M_55_64_Mach_oper_dvrs,M_55_64_Labrs,M_55_64_Inad_desc_Ns,M_55_64_Tot,M_65_74_Mgrs,M_65_74_Profnls,M_65_74_Techs_trades_wrkrs,M_65_74_Comm_psnl_serv_wrkrs,M_65_74_Cler_admin_wrkrs,M_65_74_Sales_wrkrs,M_65_74_Mach_oper_dvrs,M_65_74_Labrs,M_65_74_Inad_desc_Ns,M_65_74_Tot,M_75_84_Mgrs,M_75_84_Profnls,M_75_84_Techs_trades_wrkrs,M_75_84_Comm_psnl_serv_wrkrs,M_75_84_Cler_admin_wrkrs,M_75_84_Sales_wrkrs,M_75_84_Mach_oper_dvrs,M_75_84_Labrs,M_75_84_Inad_desc_Ns,M_75_84_Tot,M_85_over_Mgrs,M_85_over_Profnls,M_85_over_Techs_trades_wrkrs,M_85_over_Com_psnl_serv_wrkrs,M_85_over_Cler_admin_wrkrs,M_85_over_Sales_wrkrs,M_85_over_Mach_oper_dvrs,M_85_over_Labrs,M_85_over_Inad_desc_Ns,M_85_over_Tot,M_Tot_Mgrs,M_Tot_Profnls,M_Tot_Techs_trades_wrkrs,M_Tot_Comm_psnl_serv_wrkrs,M_Tot_Cler_admin_wrkrs,M_Tot_Sales_wrkrs,M_Tot_Mach_oper_dvrs,M_Tot_Labrs,M_Tot_Inad_desc_Ns,M_Tot_Tot,F_15_19_Mgrs,F_15_19_Profnls,F_15_19_Techs_trades_workers,F_15_19_Comm_psnl_serv_wrkrs,F_15_19_Cler_admin_wrkrs,F_15_19_Sales_wrkrs,F_15_19_Mach_oper_dvrs,F_15_19_Labrs,F_15_19_Inad_desc_Ns,F_15_19_Tot,F_20_24_Mgrs,F_20_24_Profnls,F_20_24_Techs_trades_wrkrs,F_20_24_Comm_psnl_serv_wrkrs,F_20_24_Cler_admin_wrkrs,F_20_24_Sales_wrkrs,F_20_24_Mach_oper_dvrs,F_20_24_Labrs,F_20_24_Inad_desc_Ns,F_20_24_Tot,F_25_34_Mgrs,F_25_34_Profnls,F_25_34_Techs_trades_wrkrs,F_25_34_Comm_psnl_serv_wrkrs,F_25_34_Cler_admin_wrkrs,F_25_34_Sales_wrkrs,F_25_34_Mach_oper_dvrs,F_25_34_Labrs,F_25_34_Inad_desc_Ns,F_25_34_Tot,F_35_44_Mgrs,F_35_44_Profnls,F_35_44_Techs_trades_wrkrs,F_35_44_Comm_psnl_serv_wrkrs,F_35_44_Cler_admin_wrkrs,F_35_44_Sales_wrkrs,F_35_44_Mach_oper_dvrs,F_35_44_Labrs,F_35_44_Inad_desc_Ns,F_35_44_Tot,F_45_54_Mgrs,F_45_54_Profnls,F_45_54_Techs_trades_wrkrs,F_45_54_Comm_psnl_serv_wrkrs,F_45_54_Cler_admin_wrkrs,F_45_54_Sales_wrkrs,F_45_54_Mach_oper_dvrs,F_45_54_Labrs,F_45_54_Inad_desc_Ns,F_45_54_Tot,F_55_64_Mgrs,F_55_64_Profnls,F_55_64_Techs_trades_wrkrs,F_55_64_Comm_psnl_serv_wrkrs,F_55_64_Cler_admin_wrkrs,F_55_64_Sales_wrkrs,F_55_64_Mach_oper_dvrs,F_55_64_Labrs,F_55_64_Inad_desc_Ns,F_55_64_Tot,F_65_74_Mgrs,F_65_74_Profnls,F_65_74_Techs_trades_wrkrs,F_65_74_Comm_psnl_serv_wrkrs,F_65_74_Cler_admin_wrkrs,F_65_74_Sales_wrkrs,F_65_74_Mach_oper_dvrs,F_65_74_Labrs,F_65_74_Inad_desc_Ns,F_65_74_Tot,F_75_84_Mgrs,F_75_84_Profnls,F_75_84_Techs_trades_wrkrs,F_75_84_Comm_psnl_serv_wrkrs,F_75_84_Cler_admin_wrkrs,F_75_84_Sales_wrkrs,F_75_84_Mach_oper_dvrs,F_75_84_Labrs,F_75_84_Inad_desc_Ns,F_75_84_Tot,F_85_over_Mgrs,F_85_over_Profnls,F_85_over_Techs_trades_wrkrs,F_85_over_Com_psnl_serv_wrkrs,F_85_over_Cler_admin_wrkrs,F_85_over_Sales_wrkrs,F_85_over_Mach_oper_dvrs,F_85_over_Labrs,F_85_over_Inad_desc_Ns,F_85_over_Tot,F_Tot_Mgrs,F_Tot_Profnls,F_Tot_Techs_trades_wrkrs,F_Tot_Comm_psnl_serv_wrkrs,F_Tot_Cler_admin_wrkrs,F_Tot_Sales_wrkrs,F_Tot_Mach_oper_dvrs,F_Tot_Labrs,F_Tot_Inad_desc_Ns,F_Tot_Tot
5103006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5103007,0,0,0,3,0,0,0,3,0,8,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,8,3,4,0,0,0,0,0,0,17,5,18,3,0,0,0,0,0,0,35,8,9,3,0,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,20,47,11,9,6,0,0,8,0,103,0,0,0,0,0,3,0,0,0,3,0,0,0,7,3,0,0,0,0,8,0,3,0,0,0,0,0,0,0,10,3,12,0,0,0,0,0,0,0,21,10,15,0,4,6,5,0,0,0,32,3,7,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,39,0,17,15,12,0,0,0,92
5103008,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,3,0,0,0,14,3,3,4,0,0,0,0,0,0,16,3,4,0,0,0,0,0,0,0,10,11,25,0,0,0,0,0,0,0,33,9,24,0,0,0,0,0,0,0,36,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,56,10,3,9,7,5,6,7,123,0,0,0,3,0,3,0,0,0,6,0,3,0,4,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,5,3,0,3,0,0,0,3,15,3,22,0,0,0,4,0,0,3,34,3,10,0,3,3,3,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44,5,11,12,8,0,0,10,102
5103009,0,0,3,3,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,8,0,5,3,0,0,0,0,0,0,5,5,7,0,0,0,0,0,0,0,15,18,17,0,0,0,3,0,0,0,39,6,10,0,0,3,0,0,0,0,21,3,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,35,46,9,4,4,15,0,3,0,110,0,0,0,3,0,3,0,0,0,9,0,3,0,7,4,0,0,0,0,9,0,4,0,0,0,0,0,0,0,3,0,4,0,3,3,0,0,0,0,16,5,12,0,0,13,0,0,0,0,32,0,8,0,0,3,0,0,0,0,15,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31,4,12,24,8,0,0,0,81
5103010,0,0,0,3,0,7,0,0,0,9,0,6,0,4,0,3,0,3,0,15,0,4,0,0,0,3,0,0,0,6,0,10,0,0,0,0,0,0,0,19,16,12,0,0,4,0,0,0,0,36,6,17,0,0,0,3,0,0,0,26,3,9,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,32,56,5,8,6,16,0,3,0,130,0,0,0,0,0,0,0,0,0,4,0,6,0,4,5,3,0,0,0,20,0,0,0,0,3,0,0,0,0,3,4,3,0,0,3,0,0,0,0,13,5,19,0,3,11,7,0,0,0,38,3,4,0,3,7,0,0,0,0,20,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,16,39,0,13,26,16,0,3,0,108
5103011,0,0,0,0,0,0,0,0,0,6,3,3,3,3,4,0,0,0,0,17,0,3,5,0,0,0,0,0,0,10,10,7,0,0,0,3,0,0,0,19,18,22,7,0,0,3,0,0,3,55,12,14,0,0,0,0,0,0,0,38,0,7,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,46,59,15,3,10,7,0,7,8,160,0,3,0,5,0,5,0,0,0,18,0,3,0,10,0,5,0,0,0,20,0,3,0,0,0,0,0,0,0,12,4,16,0,0,7,0,0,0,0,26,8,21,0,5,7,0,0,0,0,43,6,11,0,0,9,3,0,0,0,28,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,64,3,21,29,11,0,8,0,151
5103012,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,4,3,0,3,0,0,0,0,11,4,4,0,0,3,0,0,0,0,15,8,10,4,0,0,0,0,0,0,22,9,4,0,0,0,0,0,0,0,14,4,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,27,9,3,5,4,3,3,0,83,0,0,0,3,0,5,0,0,0,6,0,3,0,3,0,3,0,3,0,10,0,3,0,0,0,0,0,0,0,7,3,7,0,0,0,0,0,0,0,17,3,13,0,0,3,3,0,0,0,26,5,6,0,0,8,0,0,0,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,41,4,10,8,13,0,8,5,92
5103013,0,0,0,4,0,3,0,0,0,11,0,3,0,4,0,3,0,0,0,11,0,3,0,0,3,0,0,0,0,11,3,14,0,0,0,0,0,0,0,17,27,14,3,0,3,0,0,0,0,44,5,9,0,0,3,0,0,0,0,25,3,4,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,37,49,8,9,5,7,3,6,0,120,0,0,0,7,0,7,0,0,0,10,0,3,0,3,3,3,0,0,0,11,0,3,0,0,3,0,0,0,0,6,0,11,0,0,0,5,0,0,0,15,10,23,0,3,4,0,0,0,0,39,3,7,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,45,0,12,17,19,0,0,0,108
5103014,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,11,3,5,0,0,0,0,0,0,0,10,7,7,0,0,0,0,0,0,0,17,6,3,0,0,0,0,0,0,0,17,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,36,3,0,0,4,0,3,0,69,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,4,0,0,0,0,15,0,6,0,0,6,0,0,0,0,17,0,4,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26,0,5,15,0,0,0,0,47
5103015,0,0,0,0,0,0,0,0,0,3,0,4,3,3,3,12,0,0,0,23,0,0,3,0,3,0,0,0,0,8,8,15,0,0,3,0,0,0,0,26,11,19,7,0,3,3,0,0,3,44,8,15,3,0,6,0,0,0,0,35,0,8,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,57,18,10,21,18,3,6,3,161,0,3,0,6,0,9,0,3,0,20,0,3,0,3,4,3,0,0,0,17,0,0,0,0,0,0,0,0,0,7,3,18,0,0,7,0,0,0,0,28,0,28,0,3,10,4,0,0,0,44,7,4,0,4,0,0,0,0,0,17,0,6,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,63,3,16,20,21,0,3,0,136
5103016,0,3,3,4,0,0,0,3,0,15,0,3,3,0,3,0,0,0,0,10,0,6,3,0,0,0,0,3,0,13,7,9,3,0,0,0,0,0,0,26,17,23,0,0,0,0,0,0,0,45,22,12,3,0,0,0,0,0,0,37,3,5,0,0,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,51,62,12,8,10,4,0,8,0,158,0,0,0,5,0,0,0,0,0,5,0,3,0,3,0,4,0,0,0,12,0,4,0,0,0,0,0,0,0,12,4,7,0,3,0,0,0,3,0,17,5,18,0,0,10,3,0,0,0,35,0,13,0,0,6,0,0,0,0,23,0,5,0,0,9,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,47,0,15,21,8,0,4,8,122
5103017,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,3,0,9,0,7,0,0,0,0,0,0,0,12,9,4,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,20,3,3,3,7,3,3,0,63,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,4,0,0,0,5,0,7,0,0,0,4,0,0,0,7,0,6,0,0,3,0,0,0,0,14,0,4,4,0,0,0,0,0,0,15,7,0,0,0,5,0,0,0,0,13,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,4,3,12,7,0,3,3,68
5103018,0,0,0,0,0,3,3,0,0,9,0,3,5,0,0,4,0,3,0,17,0,4,3,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,0,12,12,10,5,0,0,3,0,0,0,35,13,13,0,0,0,0,0,0,0,31,3,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,35,41,11,10,5,16,5,3,3,125,0,0,0,0,0,7,0,0,0,7,0,0,0,4,0,0,0,0,0,8,5,7,0,0,4,0,0,0,0,19,3,11,0,0,0,0,0,0,0,15,4,8,0,0,10,3,0,0,0,29,0,7,0,0,4,0,0,0,0,12,0,3,0,0,3,0,0,0,0,9,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,41,3,9,19,13,0,0,4,103
5103101,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,9,0,4,0,0,0,0,0,0,0,9,4,6,0,0,0,0,0,0,0,5,7,8,0,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,3,6,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,3,3,0,3,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,3,4,0,0,0,0,3,26
5103102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5103103,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,0,0,0,15,3,3,5,4,3,0,0,0,0,17,6,11,0,0,3,0,0,0,0,21,12,10,3,0,4,0,0,0,0,29,5,5,0,0,0,0,0,3,0,15,4,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,26,32,12,7,7,6,0,4,3,103,0,0,0,0,0,0,0,0,0,5,0,0,0,3,5,3,0,0,0,12,3,17,0,0,3,0,0,0,0,25,3,9,0,3,0,0,0,0,0,16,5,10,0,7,5,0,0,0,0,29,0,8,0,0,7,0,0,0,0,13,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,49,0,17,20,6,0,0,0,106
5103104,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,3,3,0,0,10,4,8,0,0,0,0,0,0,0,16,9,10,0,0,0,0,0,0,0,18,7,6,0,0,0,4,0,0,0,10,3,11,0,0,0,0,0,0,0,12,0,6,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,37,5,0,3,5,0,3,0,81,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,6,3,5,0,3,0,0,0,0,0,17,0,8,0,0,0,0,0,0,0,6,0,5,0,0,3,3,0,0,0,11,0,3,0,0,3,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,0,7,11,7,0,0,0,56
5103105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,3,0,0,0,0,10,4,3,0,0,0,0,0,0,0,7,3,10,0,0,0,0,0,0,0,20,3,7,0,0,0,0,0,0,0,12,3,5,0,0,0,3,0,0,0,7,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,17,31,4,0,9,3,0,3,0,72,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,10,0,9,0,0,3,0,0,0,0,8,0,5,0,3,0,0,0,0,0,12,5,8,0,0,3,0,0,0,0,14,3,6,0,0,6,0,0,0,0,17,5,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,36,0,6,11,7,0,0,0,71
5103106,0,0,0,0,0,0,0,4,0,7,0,0,0,3,0,0,0,0,0,5,3,5,0,0,0,0,0,0,0,12,11,10,0,3,3,0,0,0,0,22,6,15,3,0,0,0,0,0,0,23,5,9,0,0,0,0,0,0,0,21,4,6,0,0,0,0,0,0,0,16,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,31,49,11,9,8,5,3,9,0,114,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,6,0,3,0,0,0,3,0,0,0,11,3,6,0,0,7,0,0,0,0,17,3,17,0,0,3,0,0,0,0,22,0,9,0,0,0,3,0,0,0,18,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,36,0,4,16,17,0,0,0,86
5103107,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,11,0,0,0,0,0,0,0,18,6,3,0,0,0,0,0,0,0,7,5,3,0,0,0,0,0,0,0,13,3,3,0,0,0,0,0,0,0,12,9,4,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,28,27,3,7,0,3,0,3,0,66,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,0,0,0,0,5,5,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,10,3,3,3,3,3,0,0,0,0,22,3,5,0,3,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,24,3,10,12,3,0,0,0,74
5103108,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,13,3,19,0,0,0,0,0,0,0,22,10,7,0,0,0,0,0,0,0,17,6,15,0,0,0,0,0,0,0,21,10,7,0,0,0,3,0,0,0,26,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,29,61,6,4,3,8,0,0,3,115,0,0,0,0,0,0,0,0,0,4,0,5,0,0,6,3,0,0,0,17,10,11,0,0,0,3,0,0,0,23,7,12,0,0,6,4,0,0,3,28,3,14,0,0,4,0,0,0,0,20,0,9,0,0,4,0,0,0,0,14,4,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,49,8,5,20,10,0,0,3,116
5103109,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,4,0,0,0,6,0,3,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,3,0,8,3,6,0,0,0,0,0,0,0,11,4,5,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,24,0,4,3,10,0,5,0,61,0,0,0,3,0,0,0,0,0,7,0,0,0,3,4,0,0,0,0,11,0,4,0,0,0,0,0,0,0,12,0,4,3,0,0,0,0,0,0,10,5,3,0,0,4,0,0,0,0,11,4,8,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,29,5,7,11,3,0,0,0,55
5103110,0,0,0,3,0,0,3,0,0,8,0,4,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,3,0,8,3,0,0,0,0,0,0,0,0,12,3,3,0,0,0,0,0,0,0,5,3,5,0,0,0,0,0,0,0,10,3,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,25,0,3,3,5,4,3,3,58,0,0,0,0,0,0,0,0,0,3,0,4,0,4,3,3,0,0,0,13,0,3,0,0,0,0,0,0,0,6,0,5,0,0,3,0,0,0,0,10,3,3,0,3,0,3,0,0,0,11,3,6,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,3,5,6,14,0,0,0,66
5103111,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,4,6,5,0,19,6,12,0,3,0,3,0,0,0,30,0,5,4,0,0,0,5,0,3,22,3,11,0,0,0,0,0,0,0,24,6,5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,44,12,5,4,10,10,11,0,112,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,3,0,0,0,10,0,22,0,5,3,3,0,3,0,38,0,6,0,0,7,3,0,0,0,21,4,11,0,3,6,0,0,0,0,22,7,3,0,0,3,4,0,0,0,12,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,48,0,18,22,14,0,4,0,121
5103112,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,10,4,7,0,0,0,3,0,0,3,21,0,6,0,0,0,0,0,0,0,11,8,7,4,0,0,0,0,0,0,13,3,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,31,9,4,0,10,0,0,3,65,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,3,0,0,0,14,6,6,0,3,4,0,0,0,0,20,3,7,0,0,3,4,0,0,0,21,3,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,32,0,8,10,12,0,0,0,76
5103113,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,3,4,3,0,3,0,0,0,12,0,10,0,0,0,0,0,0,0,14,5,9,0,0,0,0,0,0,0,17,6,11,0,0,0,0,0,0,0,15,0,10,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,49,4,3,3,8,0,4,0,92,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,9,3,11,0,0,0,3,0,0,0,15,3,13,3,3,6,0,0,0,0,29,0,12,0,0,0,0,0,0,0,14,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,45,3,10,11,10,0,3,0,87
