SA1_7DIGITCODE_2016,F_300_399_15_19_yr,F_300_399_20_24_yr,F_300_399_25_34_yr,F_300_399_35_44_yr,F_300_399_45_54_yr,F_300_399_55_64_yr,F_300_399_65_74_yr,F_300_399_75_84_yr,F_300_399_85_yr_over,F_300_399_Tot,F_400_499_15_19_yr,F_400_499_20_24_yr,F_400_499_25_34_yr,F_400_499_35_44_yr,F_400_499_45_54_yr,F_400_499_55_64_yr,F_400_499_65_74_yr,F_400_499_75_84_yr,F_400_499_85_yr_over,F_400_499_Tot,F_500_649_15_19_yr,F_500_649_20_24_yr,F_500_649_25_34_yr,F_500_649_35_44_yr,F_500_649_45_54_yr,F_500_649_55_64_yr,F_500_649_65_74_yr,F_500_649_75_84_yr,F_500_649_85_yr_over,F_500_649_Tot,F_650_799_15_19_yr,F_650_799_20_24_yr,F_650_799_25_34_yr,F_650_799_35_44_yr,F_650_799_45_54_yr,F_650_799_55_64_yr,F_650_799_65_74_yr,F_650_799_75_84_yr,F_650_799_85_yr_over,F_650_799_Tot,F_800_999_15_19_yr,F_800_999_20_24_yr,F_800_999_25_34_yr,F_800_999_35_44_yr,F_800_999_45_54_yr,F_800_999_55_64_yr,F_800_999_65_74_yr,F_800_999_75_84_yr,F_800_999_85_yr_over,F_800_999_Tot,F_1000_1249_15_19_yr,F_1000_1249_20_24_yr,F_1000_1249_25_34_yr,F_1000_1249_35_44_yr,F_1000_1249_45_54_yr,F_1000_1249_55_64_yr,F_1000_1249_65_74_yr,F_1000_1249_75_84_yr,F_1000_1249_85_yr_over,F_1000_1249_Tot,F_1250_1499_15_19_yr,F_1250_1499_20_24_yr,F_1250_1499_25_34_yr,F_1250_1499_35_44_yr,F_1250_1499_45_54_yr,F_1250_1499_55_64_yr,F_1250_1499_65_74_yr,F_1250_1499_75_84_yr,F_1250_1499_85_yr_over,F_1250_1499_Tot,F_1500_1749_15_19_yr,F_1500_1749_20_24_yr,F_1500_1749_25_34_yr,F_1500_1749_35_44_yr,F_1500_1749_45_54_yr,F_1500_1749_55_64_yr,F_1500_1749_65_74_yr,F_1500_1749_75_84_yr,F_1500_1749_85_yr_over,F_1500_1749_Tot,F_1750_1999_15_19_yr,F_1750_1999_20_24_yr,F_1750_1999_25_34_yr,F_1750_1999_35_44_yr,F_1750_1999_45_54_yr,F_1750_1999_55_64_yr,F_1750_1999_65_74_yr,F_1750_1999_75_84_yr,F_1750_1999_85_yr_over,F_1750_1999_Tot,F_2000_2999_15_19_yr,F_2000_2999_20_24_yr,F_2000_2999_25_34_yr,F_2000_2999_35_44_yr,F_2000_2999_45_54_yr,F_2000_2999_55_64_yr,F_2000_2999_65_74_yr,F_2000_2999_75_84_yr,F_2000_2999_85_yr_over,F_2000_2999_Tot,F_3000_more_15_19_yr,F_3000_more_20_24_yr,F_3000_more_25_34_yr,F_3000_more_35_44_yr,F_3000_more_45_54_yr,F_3000_more_55_64_yr,F_3000_more_65_74_yr,F_3000_more_75_84_yr,F_3000_more_85_yr_over,F_3000_more_Tot,F_Personal_inc_ns_15_19_yr,F_Personal_inc_ns_20_24_yr,F_Personal_inc_ns_25_34_yr,F_Personal_inc_ns_35_44_yr,F_Personal_inc_ns_45_54_yr,F_Personal_inc_ns_55_64_yr,F_Personal_inc_ns_65_74_yr,F_Personal_inc_ns_75_84_yr,F_Personal_inc_ns_85_yr,F_Personal_inc_ns_Tot,F_OS_vis_15_19_yr,F_OS_vis_20_24_yr,F_OS_vis_25_34_yr,F_OS_vis_35_44_yr,F_OS_vis_45_54_yr,F_OS_vis_55_64_yr,F_OS_vis_65_74_yr,F_OS_vis_75_84_yr,F_OS_vis_85_yr_over,F_OS_vis_Tot,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Neg_Nil_inc_15_19_yr,P_Neg_Nil_inc_20_24_yr,P_Neg_Nil_inc_25_34_yr,P_Neg_Nil_inc_35_44_yr,P_Neg_Nil_inc_45_54_yr,P_Neg_Nil_inc_55_64_yr,P_Neg_Nil_inc_65_74_yr,P_Neg_Nil_inc_75_84_yr,P_Neg_Nil_inc_85_yr_over,P_Neg_Nil_inc_Tot,P_1_149_15_19_yr,P_1_149_20_24_yr,P_1_149_25_34_yr,P_1_149_35_44_yr,P_1_149_45_54_yr,P_1_149_55_64_yr,P_1_149_65_74_yr,P_1_149_75_84_yr,P_1_149_85_yr_over,P_1_149_Tot,P_150_299_15_19_yr,P_150_299_20_24_yr,P_150_299_25_34_yr,P_150_299_35_44_yr,P_150_299_45_54_yr,P_150_299_55_64_yr,P_150_299_65_74_yr,P_150_299_75_84_yr,P_150_299_85_yr_over,P_150_299_Tot,P_300_399_15_19_yr,P_300_399_20_24_yr,P_300_399_25_34_yr,P_300_399_35_44_yr,P_300_399_45_54_yr,P_300_399_55_64_yr,P_300_399_65_74_yr,P_300_399_75_84_yr,P_300_399_85_yr_over,P_300_399_Tot,P_400_499_15_19_yr,P_400_499_20_24_yr,P_400_499_25_34_yr,P_400_499_35_44_yr,P_400_499_45_54_yr,P_400_499_55_64_yr,P_400_499_65_74_yr,P_400_499_75_84_yr,P_400_499_85_yr_over,P_400_499_Tot,P_500_649_15_19_yr,P_500_649_20_24_yr,P_500_649_25_34_yr,P_500_649_35_44_yr,P_500_649_45_54_yr,P_500_649_55_64_yr,P_500_649_65_74_yr,P_500_649_75_84_yr,P_500_649_85_yr_over,P_500_649_Tot
5108834,0,0,3,4,4,3,5,3,4,20,0,0,0,0,5,0,10,6,6,32,0,3,0,0,3,0,0,3,0,15,0,0,3,4,6,4,0,3,0,18,0,3,3,3,3,3,3,0,0,22,0,0,3,3,3,4,3,0,0,22,0,0,3,0,5,0,0,0,0,9,0,0,3,3,3,0,0,0,0,13,0,0,5,0,3,0,0,0,0,14,0,0,0,0,8,0,0,0,0,9,0,0,3,0,3,0,0,0,0,4,0,0,3,0,3,4,3,4,0,19,0,0,0,0,0,0,0,0,0,0,9,15,38,34,46,26,32,26,6,243,16,0,4,4,4,8,0,0,0,34,7,4,0,0,0,0,3,0,0,14,3,3,0,3,3,3,3,9,0,27,0,0,3,4,4,6,3,4,4,31,0,0,0,3,5,4,10,8,9,37,0,7,0,0,3,0,7,3,0,25
5108835,3,3,3,3,6,0,0,3,0,16,0,0,0,0,0,0,3,4,3,18,0,0,0,0,3,3,3,0,0,14,0,0,0,0,4,0,4,3,0,13,0,3,0,3,3,3,4,0,0,18,0,0,4,0,4,4,0,0,0,15,0,0,4,3,0,7,0,0,0,19,0,0,8,0,0,3,0,0,0,12,0,0,0,0,3,0,0,0,0,5,0,0,0,4,7,3,3,0,0,18,0,0,0,4,5,3,0,0,0,11,0,0,4,3,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,20,17,21,31,46,33,31,16,10,226,28,8,3,4,5,5,3,3,0,59,7,0,3,6,3,0,0,0,0,27,0,4,0,0,10,5,0,0,0,18,4,6,0,3,6,0,0,6,3,29,0,3,0,0,0,3,3,4,3,19,0,0,0,0,3,6,5,3,0,21
5108901,3,0,0,0,5,0,3,6,0,13,0,0,0,4,0,0,4,0,0,11,0,0,8,3,4,4,6,0,0,18,0,0,3,3,3,4,4,3,0,22,0,0,7,0,7,7,3,0,0,19,0,4,5,0,4,5,3,3,0,30,0,3,3,3,0,3,0,0,0,17,0,0,4,4,4,0,0,0,0,19,0,0,0,3,0,3,0,0,0,10,0,0,3,3,3,0,0,0,0,18,0,0,3,0,0,4,0,0,0,7,0,0,3,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,14,16,48,28,46,41,27,14,4,238,17,0,5,0,3,3,0,0,0,35,3,3,3,0,8,3,0,3,0,24,3,7,3,3,0,0,8,0,0,22,3,3,3,0,4,0,6,12,0,32,0,4,3,4,0,3,7,0,0,28,0,5,8,3,4,3,8,0,0,26
5108902,0,0,0,4,0,0,15,0,0,22,3,0,0,3,0,3,4,0,0,13,0,0,0,0,6,3,6,0,0,19,0,0,0,0,0,3,8,0,0,16,0,0,0,0,6,6,9,0,0,21,0,0,0,3,3,4,3,0,0,14,0,0,0,3,5,0,0,0,0,11,0,0,0,3,3,3,0,0,0,6,0,0,0,4,0,3,0,0,0,4,0,0,0,3,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,3,3,0,3,5,0,0,20,3,0,0,0,0,0,0,0,0,3,15,4,11,31,35,39,51,8,3,203,10,0,0,5,0,12,3,0,0,32,13,3,0,3,3,3,0,0,0,27,3,3,0,7,0,4,4,0,0,22,0,0,0,3,0,5,25,0,0,34,4,0,0,6,0,3,10,0,0,23,0,3,0,0,8,3,14,3,0,38
5108903,3,0,0,0,0,0,3,0,0,9,0,0,5,0,0,0,0,0,0,8,0,0,0,3,3,0,3,0,0,13,0,3,3,3,0,3,0,0,0,11,0,0,0,3,0,0,0,0,0,7,0,0,3,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,9,9,18,13,12,3,15,4,0,88,9,0,4,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,6,3,3,7,3,3,0,0,0,0,24,3,0,0,0,3,3,3,0,0,13,0,0,4,0,0,0,3,0,0,10,0,0,0,3,3,0,5,0,0,13
5108904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5108905,0,0,0,0,3,0,0,0,0,9,0,0,0,3,0,0,5,7,0,22,0,0,0,0,3,0,7,0,4,18,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,4,0,0,0,12,0,0,7,3,4,0,0,0,0,9,0,0,4,0,0,0,3,0,0,9,0,0,0,4,0,0,0,0,0,3,0,0,3,5,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10,11,25,19,19,16,23,11,3,135,8,4,0,3,4,0,0,4,0,16,4,3,0,0,0,0,0,0,0,9,0,0,0,0,0,5,6,0,0,20,0,0,0,0,3,3,0,0,0,11,0,0,0,4,3,3,8,6,3,32,0,0,3,0,3,0,7,0,3,25
5108906,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,3,0,0,0,12,0,0,4,3,0,0,0,0,0,15,0,0,0,0,0,3,3,0,0,5,0,0,9,0,6,3,0,0,0,15,0,0,3,0,0,0,0,0,0,10,0,0,3,0,6,3,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,7,8,28,20,28,23,12,11,3,138,12,0,0,11,3,0,3,0,0,27,4,0,0,0,0,0,0,0,0,7,0,3,0,3,3,4,3,5,0,21,0,0,0,0,0,3,3,0,0,9,0,0,0,0,3,0,3,6,3,16,0,0,0,0,0,3,4,3,0,16
5108907,0,0,3,3,3,0,4,0,0,14,0,0,0,3,0,0,0,0,0,11,0,0,0,3,3,0,0,3,0,7,0,3,6,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,10,4,3,0,0,0,0,16,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,14,8,33,36,24,18,15,5,0,148,6,0,3,3,5,6,0,0,0,25,8,0,0,3,0,0,4,0,0,14,0,3,3,0,0,5,0,0,0,18,0,3,0,3,3,3,5,0,0,23,0,0,0,3,0,3,0,0,0,11,0,3,0,3,3,0,0,4,0,13
5108908,0,3,0,3,3,3,0,7,0,22,0,0,0,5,4,0,4,9,0,27,0,0,3,8,6,4,0,3,0,24,0,3,3,3,3,3,4,0,3,24,0,3,0,8,8,3,5,7,0,25,0,0,0,3,3,6,0,0,0,12,0,0,4,3,7,3,0,0,0,18,0,0,0,3,3,0,3,0,0,13,0,0,5,3,3,0,0,0,0,14,0,0,0,5,9,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,13,0,0,0,0,0,0,0,0,0,5,25,13,32,56,57,30,27,33,4,285,22,0,3,8,4,0,5,3,0,44,18,0,0,0,3,0,0,0,0,25,3,3,3,6,4,8,9,3,0,30,3,6,0,3,3,4,0,10,0,36,0,0,0,4,4,5,13,20,6,51,0,0,4,7,6,3,7,4,0,31
5108909,0,3,0,0,0,3,3,3,0,15,0,0,4,4,3,0,5,6,3,24,0,0,5,3,0,5,3,4,0,25,0,4,3,5,3,0,4,3,0,26,0,0,0,8,3,0,3,0,0,13,0,0,6,7,4,0,0,0,0,14,0,0,7,0,5,0,0,0,0,8,0,0,4,3,0,3,0,0,0,15,0,0,6,0,0,0,0,0,0,12,0,0,0,4,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,6,5,4,3,0,3,0,22,0,0,0,0,0,0,0,0,0,4,12,19,45,52,38,27,22,27,3,254,10,3,7,10,3,9,3,0,0,45,16,5,3,3,0,0,0,0,0,27,0,6,3,3,0,0,0,0,0,20,0,6,0,0,0,3,3,3,3,28,0,0,4,4,4,0,8,12,3,32,0,0,4,3,0,4,6,7,0,37
5108910,0,0,0,0,0,0,0,3,3,14,0,0,0,0,0,3,4,10,12,26,0,0,0,0,0,0,0,4,3,14,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,21,3,0,0,0,0,0,0,0,0,4,116,3,0,0,0,7,14,45,62,245,116,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,17,40,0,0,0,0,0,0,0,9,8,14,0,0,0,0,0,3,4,10,8,29,0,0,0,0,0,0,0,4,3,15
5108911,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,5,0,0,0,0,0,4,4,0,4,13,0,0,0,0,6,0,0,0,0,9,0,0,0,4,0,0,0,0,0,3,0,0,3,0,5,0,0,0,0,10,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,7,8,29,27,17,10,7,4,125,19,0,0,4,4,3,0,0,0,28,3,0,0,0,5,3,0,0,0,12,0,0,0,3,5,3,0,0,0,17,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,0,4,0,0,11,0,6,0,0,0,3,3,3,7,22
5108912,0,3,0,4,0,0,0,3,0,10,0,0,0,0,0,3,0,3,0,14,0,0,3,5,5,3,3,0,0,15,0,0,0,4,0,0,3,0,0,6,0,0,0,0,3,0,0,0,0,6,0,0,3,6,5,0,0,0,0,14,0,0,0,3,7,3,0,0,0,15,0,0,0,3,4,0,0,0,0,14,0,0,3,0,0,0,0,0,0,5,0,0,0,6,3,3,0,0,0,12,0,0,0,0,3,0,0,0,0,8,3,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,16,9,11,42,29,21,11,8,0,165,18,6,0,7,0,0,0,0,0,28,13,0,0,0,0,0,0,0,0,23,0,7,4,0,0,0,3,3,0,16,0,3,0,4,0,0,0,8,0,12,0,3,0,0,3,3,5,3,0,21,0,0,3,3,6,3,5,0,0,22
5108913,0,0,0,0,0,0,3,3,0,18,3,0,0,0,3,0,6,11,4,32,0,0,0,0,5,0,0,6,3,21,0,0,0,7,0,0,3,0,0,12,0,0,0,0,3,0,3,0,0,15,0,3,3,3,4,4,0,5,0,23,0,0,0,3,3,0,0,0,0,13,0,0,0,3,5,0,0,0,0,12,0,0,3,3,3,4,0,0,0,11,0,0,3,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,3,18,8,40,0,0,0,0,0,0,0,0,0,3,25,10,16,31,36,22,39,44,28,250,7,5,3,0,0,0,4,0,0,18,10,3,3,0,0,0,3,0,0,24,4,4,0,7,3,0,3,3,0,20,0,0,0,0,0,0,6,6,0,21,3,9,0,4,3,4,12,17,12,57,0,3,0,0,3,6,3,4,6,26
5108914,0,3,3,3,3,3,0,3,0,20,0,0,0,4,3,3,0,0,0,13,0,4,0,5,4,0,0,0,0,15,0,0,3,3,4,4,3,3,0,19,0,3,3,3,3,3,0,0,0,19,0,0,3,3,4,4,0,0,0,15,0,0,0,8,11,3,0,0,0,15,0,0,5,6,3,0,0,0,0,12,0,0,0,7,3,4,0,0,0,15,0,0,3,0,4,3,0,0,0,17,0,0,0,8,6,0,0,0,0,16,0,3,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,18,19,24,64,64,42,21,14,0,258,20,0,4,10,7,0,3,5,0,49,14,3,0,3,0,3,3,3,0,30,0,6,0,4,3,3,11,3,0,30,0,3,6,3,3,3,0,3,0,28,0,7,0,4,3,11,0,3,0,26,0,4,0,5,4,0,0,0,0,18
5108915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,3,0,8,10,4,4,0,0,46,4,0,0,0,3,3,0,0,0,12,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
5108916,0,0,0,3,0,0,8,3,0,9,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,6,3,0,12,0,0,3,0,5,3,3,0,0,15,0,0,0,0,3,0,3,0,0,9,0,0,0,4,4,0,3,0,0,7,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,3,0,0,0,9,0,0,0,0,3,0,0,0,0,7,0,0,3,3,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,4,11,10,20,30,30,24,24,10,3,154,10,0,6,8,4,6,3,0,0,44,10,3,0,7,0,3,3,0,0,21,3,3,3,0,0,0,5,0,0,14,4,3,0,3,0,0,8,5,0,20,0,0,0,3,0,0,3,3,0,19,0,0,3,3,7,3,6,3,0,23
5108917,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,9,0,0,0,0,3,4,0,5,0,17,0,0,3,0,3,0,0,0,0,10,0,0,3,3,3,3,0,0,0,15,0,0,3,4,4,3,0,0,0,16,0,0,0,3,0,0,0,0,0,5,0,0,0,3,3,3,0,0,0,13,0,0,0,0,3,0,0,0,0,8,0,0,0,3,0,3,0,0,0,8,0,0,0,3,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,16,4,19,37,30,16,21,12,0,159,11,0,3,3,3,0,0,0,0,26,3,3,0,3,0,0,4,3,0,20,7,5,3,3,3,0,3,4,0,26,0,4,0,0,3,3,4,3,0,8,0,0,0,0,3,0,6,3,0,13,0,0,0,0,3,4,9,4,0,24
5108918,0,4,0,0,0,0,3,6,0,17,0,0,3,0,0,0,4,3,0,12,0,0,3,4,5,3,0,0,0,15,0,0,3,6,0,0,0,0,0,11,0,0,3,3,3,3,0,0,0,12,0,0,0,3,6,7,0,0,0,11,0,0,5,3,3,7,0,0,0,13,0,0,0,3,3,0,0,0,0,6,0,0,0,0,3,3,0,0,0,9,0,0,0,8,0,0,3,0,0,13,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,5,8,20,42,35,23,27,20,0,188,16,0,0,8,3,3,3,0,0,38,6,3,0,4,0,0,0,3,0,17,0,3,3,0,0,0,8,7,0,24,0,4,0,0,4,0,3,9,0,24,0,0,3,0,0,0,11,3,0,15,0,0,3,4,5,6,4,3,0,30
5108919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,7,0,3,3,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3
5108920,0,0,0,3,6,0,4,0,0,11,0,0,0,3,3,3,3,6,0,17,0,0,3,0,0,3,0,0,0,14,0,0,0,0,3,3,0,0,0,9,0,3,4,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,5,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,11,21,33,27,14,11,9,0,129,3,5,0,4,5,3,0,0,0,18,5,0,0,4,0,3,0,0,0,16,0,3,0,0,0,0,0,3,0,8,0,0,0,3,6,0,4,6,0,20,0,0,0,3,3,3,3,6,0,16,0,0,3,5,0,3,3,0,0,20
5108921,0,0,0,0,0,0,0,5,3,10,0,0,3,0,0,3,8,3,3,16,0,0,7,4,0,3,0,0,0,17,0,0,3,3,3,0,0,0,0,8,0,0,8,3,3,0,3,0,0,23,0,0,3,6,3,0,0,0,0,16,0,0,0,3,4,0,0,0,0,6,0,0,4,0,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0,5,0,0,6,3,0,3,0,0,0,13,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,9,3,43,45,28,19,20,10,10,192,8,0,3,8,3,4,4,0,0,32,3,3,3,3,3,0,0,0,0,13,3,0,3,4,0,4,0,4,0,18,3,0,0,0,0,0,0,6,3,17,0,0,3,0,0,8,6,10,3,33,0,0,7,3,3,3,0,0,0,18
5108922,0,0,0,3,0,0,4,8,3,18,0,0,0,6,0,3,12,7,4,29,0,0,3,4,3,3,3,3,3,29,0,0,4,8,0,5,3,0,0,21,0,0,6,8,5,0,3,0,0,25,0,0,8,5,7,3,3,0,0,28,0,0,3,0,3,3,3,0,0,15,0,0,8,4,3,0,0,0,0,20,0,0,4,0,4,4,0,0,0,19,0,0,4,7,0,0,0,0,0,15,0,0,0,5,0,0,0,0,0,7,0,0,3,7,0,0,6,16,50,83,0,0,0,0,0,0,0,0,0,4,19,12,67,72,49,28,49,46,62,398,9,0,17,11,4,3,4,0,0,54,5,0,0,4,4,0,3,0,0,19,7,4,0,0,3,4,8,3,3,28,0,0,0,3,0,0,8,9,4,29,0,3,3,4,0,3,14,10,7,47,0,3,3,4,6,3,4,9,3,41
5108923,3,4,0,0,0,0,3,6,0,13,3,0,0,0,0,0,4,0,0,9,0,0,3,6,4,3,4,0,0,14,0,0,3,0,5,0,4,0,0,13,0,0,0,3,3,3,0,0,0,10,0,0,3,5,0,3,0,0,0,17,0,0,3,3,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,0,0,3,4,4,0,0,0,0,12,0,0,3,8,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,14,11,28,48,28,22,26,10,0,181,9,0,3,6,0,3,0,0,0,24,7,0,3,3,3,3,0,0,0,20,5,5,5,0,4,0,3,0,0,21,3,3,3,3,0,0,3,6,0,20,3,3,3,0,3,3,4,0,0,24,0,0,3,4,6,5,6,0,0,28
5108924,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,8,0,0,0,3,4,3,0,3,0,17,0,0,0,4,3,3,4,0,0,21,0,0,5,0,3,6,0,0,0,15,0,3,3,3,5,3,0,0,0,19,0,0,8,3,3,3,0,0,0,17,0,0,9,0,3,0,0,0,0,9,0,0,0,5,0,0,0,0,0,5,0,0,4,0,6,3,0,0,0,15,0,0,0,4,0,0,0,0,0,5,0,0,4,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,13,7,38,33,38,24,13,10,0,182,5,0,3,3,3,0,5,0,0,30,16,0,3,0,0,0,0,0,0,21,3,3,0,0,0,3,0,0,0,11,0,0,0,4,0,0,0,4,3,17,0,3,3,0,0,4,3,3,0,17,3,0,0,3,4,3,0,4,0,20
5108925,0,6,0,0,3,0,0,3,0,17,0,0,0,3,3,0,3,0,0,8,0,0,0,7,0,0,7,0,0,13,0,3,0,3,0,3,0,0,0,17,0,0,3,3,0,9,0,0,0,11,0,0,3,5,7,0,0,0,0,13,0,0,4,0,8,0,0,0,0,13,0,0,0,0,3,3,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,3,3,5,0,0,0,12,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,22,14,15,34,34,30,25,3,0,180,16,0,7,9,3,3,9,0,0,42,11,0,0,0,0,0,0,0,0,15,0,0,0,5,3,3,0,0,0,17,3,5,0,0,3,0,3,4,0,26,0,0,0,3,3,0,7,3,0,13,0,0,0,7,0,0,10,3,0,22
