SA1_7DIGITCODE_2016,M_Neg_Nil_inc_15_19_yr,M_Neg_Nil_inc_20_24_yr,M_Neg_Nil_inc_25_34_yr,M_Neg_Nil_inc_35_44_yr,M_Neg_Nil_inc_45_54_yr,M_Neg_Nil_inc_55_64_yr,M_Neg_Nil_inc_65_74_yr,M_Neg_Nil_inc_75_84_yr,M_Neg_Nil_inc_85_yr_over,M_Neg_Nil_inc_Tot,M_1_149_15_19_yr,M_1_149_20_24_yr,M_1_149_25_34_yr,M_1_149_35_44_yr,M_1_149_45_54_yr,M_1_149_55_64_yr,M_1_149_65_74_yr,M_1_149_75_84_yr,M_1_149_85_yr_over,M_1_149_Tot,M_150_299_15_19_yr,M_150_299_20_24_yr,M_150_299_25_34_yr,M_150_299_35_44_yr,M_150_299_45_54_yr,M_150_299_55_64_yr,M_150_299_65_74_yr,M_150_299_75_84_yr,M_150_299_85_yr_over,M_150_299_Tot,M_300_399_15_19_yr,M_300_399_20_24_yr,M_300_399_25_34_yr,M_300_399_35_44_yr,M_300_399_45_54_yr,M_300_399_55_64_yr,M_300_399_65_74_yr,M_300_399_75_84_yr,M_300_399_85_yr_over,M_300_399_Tot,M_400_499_15_19_yr,M_400_499_20_24_yr,M_400_499_25_34_yr,M_400_499_35_44_yr,M_400_499_45_54_yr,M_400_499_55_64_yr,M_400_499_65_74_yr,M_400_499_75_84_yr,M_400_499_85_yr_over,M_400_499_Tot,M_500_649_15_19_yr,M_500_649_20_24_yr,M_500_649_25_34_yr,M_500_649_35_44_yr,M_500_649_45_54_yr,M_500_649_55_64_yr,M_500_649_65_74_yr,M_500_649_75_84_yr,M_500_649_85_yr_over,M_500_649_Tot,M_650_799_15_19_yr,M_650_799_20_24_yr,M_650_799_25_34_yr,M_650_799_35_44_yr,M_650_799_45_54_yr,M_650_799_55_64_yr,M_650_799_65_74_yr,M_650_799_75_84_yr,M_650_799_85_yr_over,M_650_799_Tot,M_800_999_15_19_yr,M_800_999_20_24_yr,M_800_999_25_34_yr,M_800_999_35_44_yr,M_800_999_45_54_yr,M_800_999_55_64_yr,M_800_999_65_74_yr,M_800_999_75_84_yr,M_800_999_85_yr_over,M_800_999_Tot,M_1000_1249_15_19_yr,M_1000_1249_20_24_yr,M_1000_1249_25_34_yr,M_1000_1249_35_44_yr,M_1000_1249_45_54_yr,M_1000_1249_55_64_yr,M_1000_1249_65_74_yr,M_1000_1249_75_84_yr,M_1000_1249_85_yr_over,M_1000_1249_Tot,M_1250_1499_15_19_yr,M_1250_1499_20_24_yr,M_1250_1499_25_34_yr,M_1250_1499_35_44_yr,M_1250_1499_45_54_yr,M_1250_1499_55_64_yr,M_1250_1499_65_74_yr,M_1250_1499_75_84_yr,M_1250_1499_85_yr_over,M_1250_1499_Tot,M_1500_1749_15_19_yr,M_1500_1749_20_24_yr,M_1500_1749_25_34_yr,M_1500_1749_35_44_yr,M_1500_1749_45_54_yr,M_1500_1749_55_64_yr,M_1500_1749_65_74_yr,M_1500_1749_75_84_yr,M_1500_1749_85_yr_over,M_1500_1749_Tot,M_1750_1999_15_19_yr,M_1750_1999_20_24_yr,M_1750_1999_25_34_yr,M_1750_1999_35_44_yr,M_1750_1999_45_54_yr,M_1750_1999_55_64_yr,M_1750_1999_65_74_yr,M_1750_1999_75_84_yr,M_1750_1999_85_yr_over,M_1750_1999_Tot,M_2000_2999_15_19_yr,M_2000_2999_20_24_yr,M_2000_2999_25_34_yr,M_2000_2999_35_44_yr,M_2000_2999_45_54_yr,M_2000_2999_55_64_yr,M_2000_2999_65_74_yr,M_2000_2999_75_84_yr,M_2000_2999_85_yr_over,M_2000_2999_Tot,M_3000_more_15_19_yr,M_3000_more_20_24_yr,M_3000_more_25_34_yr,M_3000_more_35_44_yr,M_3000_more_45_54_yr,M_3000_more_55_64_yr,M_3000_more_65_74_yr,M_3000_more_75_84_yr,M_3000_more_85_yr_over,M_3000_more_Tot,M_Personal_inc_ns_15_19_yr,M_Personal_inc_ns_20_24_yr,M_Personal_inc_ns_25_34_yr,M_Personal_inc_ns_35_44_yr,M_Personal_inc_ns_45_54_yr,M_Personal_inc_ns_55_64_yr,M_Personal_inc_ns_65_74_yr,M_Personal_inc_ns_75_84_yr,M_Personal_inc_ns_85_yr,M_Personal_inc_ns_Tot,M_OS_vis_15_19_yr,M_OS_vis_20_24_yr,M_OS_vis_25_34_yr,M_OS_vis_35_44_yr,M_OS_vis_45_54_yr,M_OS_vis_55_64_yr,M_OS_vis_65_74_yr,M_OS_vis_75_84_yr,M_OS_vis_85_yr_over,M_OS_vis_Tot,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Neg_Nil_inc_15_19_yr,F_Neg_Nil_inc_20_24_yr,F_Neg_Nil_inc_25_34_yr,F_Neg_Nil_inc_35_44_yr,F_Neg_Nil_inc_45_54_yr,F_Neg_Nil_inc_55_64_yr,F_Neg_Nil_inc_65_74_yr,F_Neg_Nil_inc_75_84_yr,F_Neg_Nil_inc_85_yr_over,F_Neg_Nil_inc_Tot,F_1_149_15_19_yr,F_1_149_20_24_yr,F_1_149_25_34_yr,F_1_149_35_44_yr,F_1_149_45_54_yr,F_1_149_55_64_yr,F_1_149_65_74_yr,F_1_149_75_84_yr,F_1_149_85_yr_over,F_1_149_Tot,F_150_299_15_19_yr,F_150_299_20_24_yr,F_150_299_25_34_yr,F_150_299_35_44_yr,F_150_299_45_54_yr,F_150_299_55_64_yr,F_150_299_65_74_yr,F_150_299_75_84_yr,F_150_299_85_yr_over,F_150_299_Tot
5118017,4,0,0,0,3,0,0,0,0,14,3,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,4,0,0,9,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,5,3,0,15,0,3,0,0,0,4,4,0,0,11,0,3,5,0,0,3,0,0,0,17,0,3,0,0,3,0,7,0,0,13,0,0,3,0,3,3,0,0,0,13,0,0,0,4,3,0,0,0,0,4,0,0,0,6,0,7,0,0,0,14,0,0,0,4,3,0,0,0,0,10,3,3,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,13,11,23,30,20,29,31,9,3,167,0,3,0,3,0,6,0,0,0,19,0,0,0,3,0,4,0,0,0,13,0,0,0,5,0,8,4,0,0,16
5118018,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,6,0,0,0,4,0,6,0,0,0,16,0,0,0,5,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,15,10,19,13,0,0,72,6,0,0,3,0,3,0,0,0,15,3,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,5
5118019,4,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,3,3,0,7,0,3,3,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,15,0,3,0,0,3,0,3,0,0,13,0,0,0,0,3,0,0,0,0,7,0,0,0,9,5,6,0,0,0,18,0,0,4,0,7,3,0,0,0,17,0,0,0,6,4,7,0,0,0,18,0,0,0,3,4,3,0,0,0,8,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,13,11,16,20,23,33,16,7,4,150,9,3,0,0,3,8,0,0,0,23,7,0,0,0,0,3,0,0,0,11,0,0,0,0,3,6,0,0,0,14
5118020,8,0,4,0,0,3,4,0,0,21,7,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,4,0,0,14,0,0,0,0,0,0,5,3,0,12,0,3,0,0,0,0,3,3,0,10,0,0,0,0,0,3,0,4,0,9,0,7,6,0,0,0,3,3,0,21,0,4,5,0,0,0,3,0,0,10,0,0,3,3,3,3,0,0,0,18,0,0,3,6,3,6,3,0,0,18,0,0,4,0,3,3,0,0,0,8,0,0,3,0,0,7,0,0,0,15,0,0,5,4,6,11,0,0,0,28,0,0,0,8,7,10,0,0,0,29,0,0,3,0,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,14,13,39,29,32,53,28,15,0,231,12,0,3,3,3,12,0,0,0,44,0,0,0,3,0,3,5,0,0,14,0,3,3,0,0,10,3,0,0,23
5118021,16,3,0,0,0,0,0,0,0,20,6,0,0,0,0,5,0,0,0,9,4,5,0,0,0,0,3,0,0,5,0,3,0,0,0,0,0,3,0,8,0,0,3,0,0,3,0,0,0,12,0,4,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,12,0,0,0,4,3,9,0,0,0,15,0,0,0,4,3,0,3,0,0,13,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,6,0,0,0,10,0,0,3,13,9,15,4,0,0,44,0,0,4,3,12,7,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,25,19,11,32,36,48,14,5,3,196,4,0,4,0,5,7,3,0,0,26,4,0,0,3,0,0,0,0,0,13,0,4,0,3,3,0,3,0,0,20
5118022,3,3,3,0,0,0,0,0,0,11,4,0,0,0,0,3,0,0,0,6,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,4,0,11,0,4,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,3,3,0,0,3,0,0,0,8,0,4,0,3,3,3,0,0,0,15,0,0,4,0,6,5,0,0,0,13,0,0,3,0,6,5,3,0,0,16,0,0,3,0,4,3,0,0,0,7,0,0,0,3,0,0,3,0,0,14,0,0,0,3,0,4,0,0,0,14,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,3,0,0,0,3,15,19,23,20,17,40,13,6,3,155,7,3,0,4,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,6,3,0,0,7,0,3,0,0,0,17
5118023,8,0,0,0,0,0,0,0,0,8,0,3,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,3,3,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,14,0,0,0,3,0,4,0,0,0,9,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,13,14,14,6,15,12,9,5,0,93,4,0,0,0,4,0,0,0,0,13,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4
5118024,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,13,0,0,0,0,0,3,0,0,0,9,0,0,0,4,0,5,0,0,0,10,0,0,3,3,3,3,0,0,0,11,0,0,0,3,3,6,0,0,0,7,0,0,0,5,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,15,9,11,25,11,3,0,82,3,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,7,3,0,0,0,0,3,3,0,0,11
5118025,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,7,0,3,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,9,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,16,9,3,14,13,3,0,64,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4
5118026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5118027,10,0,0,0,0,0,0,0,0,13,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,3,3,3,10,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,5,0,0,0,0,10,0,0,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,4,0,0,0,13,0,0,0,0,3,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,13,16,18,25,4,3,3,95,3,0,3,3,0,5,3,0,0,10,5,0,0,0,0,0,0,0,0,7,0,3,0,0,0,4,0,0,0,10
5118028,11,0,3,0,3,3,0,0,0,23,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,3,0,0,3,0,0,0,5,0,3,3,0,0,0,0,0,0,11,0,0,4,5,3,5,0,0,0,20,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,3,0,0,0,6,0,0,3,3,7,3,0,0,0,13,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,15,19,11,19,20,13,6,3,127,3,0,3,0,4,0,0,0,0,15,4,0,0,0,4,3,0,0,0,10,3,0,0,0,0,4,3,0,3,9
5118029,10,7,0,0,0,4,0,0,0,23,3,3,0,0,0,0,0,0,0,5,6,3,0,5,3,5,0,0,0,21,0,0,0,0,0,3,7,4,0,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,10,0,3,3,3,0,3,0,0,0,9,0,0,0,0,3,0,0,0,0,12,0,3,5,0,3,0,0,0,0,12,0,0,4,0,0,3,0,0,0,14,0,0,0,0,9,5,0,0,0,11,0,0,3,3,3,3,0,0,0,9,0,0,3,3,11,7,0,0,0,22,0,0,3,4,13,9,0,0,0,30,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,21,29,24,23,44,45,13,11,0,207,14,0,0,4,7,6,0,0,0,28,10,3,0,0,0,3,0,0,0,19,6,5,4,0,5,3,0,0,0,17
5118030,7,0,3,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,0,0,8,0,3,4,0,0,3,0,0,0,8,0,0,0,0,0,0,3,0,0,10,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,3,3,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,6,22,13,12,18,12,4,4,94,0,4,3,3,0,3,5,0,0,20,9,0,0,0,0,3,0,0,0,8,0,0,3,0,0,0,0,0,0,6
5118031,5,0,0,3,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,3,8,3,0,3,0,0,0,8,0,3,5,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,11,0,0,0,4,5,0,0,0,0,7,0,0,0,4,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,10,10,16,20,15,14,12,3,0,101,0,0,3,3,0,9,0,0,0,13,0,0,0,0,0,3,0,0,0,7,0,0,0,3,0,3,4,0,0,10
5118032,4,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,3,0,3,6,0,0,0,16,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,14,14,8,20,16,9,0,98,3,4,0,0,0,3,3,0,0,19,0,3,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,9
5118101,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,3,3,4,0,10,0,3,0,0,0,0,9,3,3,16,0,0,3,0,0,3,0,0,0,11,0,0,3,0,0,0,0,0,0,7,0,0,3,3,5,0,0,0,0,10,0,0,5,0,0,0,0,0,0,17,0,0,3,0,3,0,8,0,0,15,0,0,7,4,0,0,0,0,0,8,0,0,3,4,3,0,0,0,0,16,0,0,0,7,3,0,0,0,0,12,0,0,0,0,3,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,3,15,41,28,20,13,25,14,13,162,0,4,3,3,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,3,3,0,0,15
5118102,10,0,0,0,0,0,0,0,0,17,3,0,0,0,0,5,0,0,0,7,0,0,3,0,0,0,0,0,0,7,0,3,0,0,0,3,0,0,0,6,0,4,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,4,6,0,0,9,0,0,3,0,4,0,3,0,0,13,0,0,5,4,3,4,0,0,0,20,0,0,3,0,5,0,0,0,0,11,0,0,3,7,4,3,0,0,0,11,0,0,10,3,9,3,0,0,0,23,0,0,4,4,0,3,0,0,0,13,9,0,0,0,3,3,3,0,4,23,0,0,0,0,0,0,0,0,0,0,26,9,32,25,37,28,13,4,3,184,6,0,0,4,5,3,3,0,0,25,4,0,0,0,0,0,0,0,0,12,3,3,3,3,0,0,0,0,0,16
5118103,6,0,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,8,0,0,3,0,0,0,0,3,0,10,0,0,0,0,0,0,6,0,0,6,0,4,0,0,0,0,3,0,0,11,0,0,0,0,0,0,3,0,0,8,0,0,3,0,0,0,0,3,0,8,0,0,3,0,0,3,3,0,0,11,0,0,0,0,3,3,3,0,0,9,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,4,10,11,0,0,0,22,0,0,0,12,8,4,0,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,10,11,22,29,31,23,11,8,155,0,0,0,7,3,7,0,0,0,22,3,0,0,0,0,6,3,0,0,14,0,0,0,0,3,3,0,3,0,19
5118104,17,3,0,0,0,0,0,3,0,20,3,0,0,0,0,0,0,0,0,9,0,4,3,0,0,0,3,0,0,12,0,0,3,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,7,0,3,0,0,0,3,0,3,0,16,0,3,3,0,0,0,3,0,0,12,0,0,0,0,0,3,0,0,0,7,0,0,6,4,3,0,6,0,0,17,0,0,7,0,7,6,0,0,0,14,0,0,0,3,6,4,0,3,0,17,0,0,0,0,0,3,0,0,0,7,0,0,3,3,6,9,4,3,0,27,0,0,3,16,7,7,5,0,0,38,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,19,14,29,29,35,37,25,16,4,213,8,0,3,3,3,3,0,0,0,18,3,3,0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0,0,11
5118105,4,0,0,0,0,3,0,0,0,7,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,9,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,3,0,0,11,0,0,0,0,0,0,0,4,0,5,0,0,0,4,0,0,0,0,0,14,0,0,5,0,3,5,0,0,0,14,0,0,0,0,3,0,0,0,0,5,0,0,4,3,0,3,3,0,0,18,0,0,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,4,3,11,0,0,0,0,0,0,0,0,0,0,8,11,22,15,15,15,10,15,11,128,0,0,3,0,0,0,3,0,0,8,3,3,0,0,0,0,3,0,0,10,0,8,0,0,0,8,4,0,0,16
5118106,10,7,0,0,3,0,0,0,0,20,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,3,3,0,13,0,0,3,0,3,0,0,3,0,13,0,0,0,0,0,0,0,6,0,7,0,3,0,3,3,7,0,0,0,17,0,0,6,0,0,0,0,0,0,8,0,0,8,3,4,0,0,0,0,20,0,0,0,9,4,3,0,0,0,11,0,0,6,7,4,7,0,0,0,25,0,0,0,4,4,0,3,0,0,13,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,17,19,27,34,28,19,23,22,6,188,3,0,3,5,5,0,3,0,0,23,3,0,0,0,3,0,0,0,0,11,0,4,3,0,0,0,3,0,0,16
5118107,6,3,0,0,3,3,0,0,0,21,6,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,9,0,3,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,6,0,0,3,0,0,0,0,0,3,11,0,0,0,0,3,6,3,0,0,16,0,0,0,0,3,0,0,0,0,3,0,0,0,4,5,3,0,0,0,15,0,0,0,14,23,12,3,0,0,54,0,0,0,3,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,16,17,9,32,48,34,19,11,8,191,10,0,0,10,4,3,0,0,0,28,10,4,0,0,3,5,0,0,0,22,6,3,0,3,0,0,0,0,0,14
5118108,6,0,0,0,0,0,0,0,0,8,5,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,3,0,10,0,0,0,3,4,0,3,0,4,16,0,0,3,0,3,0,0,0,0,7,0,0,3,0,0,3,0,0,0,7,0,0,0,3,0,3,0,0,0,4,0,0,0,8,3,4,6,0,0,21,0,0,0,7,23,11,0,0,0,40,0,0,3,3,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,14,18,14,21,31,37,17,7,10,169,10,0,0,4,3,3,0,0,0,20,4,3,0,0,0,3,0,0,0,11,0,8,0,0,0,5,0,0,0,15
5118109,12,0,0,3,0,0,0,0,0,18,0,3,0,0,0,0,0,0,0,5,3,3,0,0,0,3,3,0,0,11,0,3,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,4,3,13,0,3,3,0,0,4,3,4,0,13,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,6,0,0,3,0,0,0,0,0,0,10,0,0,3,4,4,0,4,0,0,15,0,0,0,0,4,0,0,0,0,11,0,0,0,9,3,4,0,0,0,21,0,0,4,9,7,3,0,0,0,27,3,0,0,3,0,4,0,3,0,17,0,0,0,0,0,0,0,0,0,3,19,15,14,42,30,22,23,16,3,191,12,0,5,5,3,8,3,0,0,33,3,0,0,4,0,0,0,0,0,9,0,4,0,3,0,3,0,0,0,9
5118110,9,0,0,0,0,3,0,0,0,17,0,3,0,0,0,0,3,0,0,7,3,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,9,0,0,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,3,16,0,0,5,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,10,0,0,4,5,0,0,0,0,0,9,0,0,3,0,3,3,0,0,0,10,0,0,9,11,6,8,0,0,0,34,0,0,5,10,4,0,0,0,0,21,0,0,10,0,0,0,3,0,0,16,0,0,4,0,0,0,0,0,0,3,17,11,45,32,19,19,21,7,9,177,3,3,3,6,0,0,0,0,0,24,4,0,0,0,0,0,3,0,0,7,0,0,4,0,0,0,0,0,0,7
5118111,15,0,0,0,0,3,0,0,0,15,11,0,3,0,0,0,0,0,0,14,3,4,0,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,4,3,13,0,0,3,0,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,10,0,5,7,0,3,0,0,0,0,13,0,0,6,6,3,3,0,0,0,23,0,0,0,3,3,0,0,0,0,11,0,0,0,3,4,7,0,0,0,12,0,0,3,11,7,5,0,0,0,31,0,0,3,12,16,3,0,0,0,36,3,0,3,3,0,0,0,4,0,9,0,0,0,3,0,0,0,0,0,3,24,14,31,52,46,31,11,18,6,234,10,0,4,12,9,0,3,0,0,31,3,0,0,3,0,0,0,0,0,8,5,4,3,3,6,6,3,0,0,23
