SA1_7DIGITCODE_2016,FP_15_19_Nbr_ch_ev_brn_No,FP_15_19_Nbr_ch_ev_brn_1,FP_15_19_Nbr_ch_ev_brn_2,FP_15_19_Nbr_ch_ev_brn_3,FP_15_19_Nbr_ch_ev_brn_4,FP_15_19_Nbr_ch_ev_brn_5,FP_15_19_Nbr_ch_ev_brn_6,FP_15_19_Nbr_ch_ev_brn_Ns,FP_15_19_Tot,FP_20_24_Nbr_ch_ev_brn_No,FP_20_24_Nbr_ch_ev_brn_1,FP_20_24_Nbr_ch_ev_brn_2,FP_20_24_Nbr_ch_ev_brn_3,FP_20_24_Nbr_ch_ev_brn_4,FP_20_24_Nbr_ch_ev_brn_5,FP_20_24_Nbr_ch_ev_brn_6,FP_20_24_Nbr_ch_ev_brn_Ns,FP_20_24_Tot,FP_25_29_Nbr_ch_ev_brn_No,FP_25_29_Nbr_ch_ev_brn_1,FP_25_29_Nbr_ch_ev_brn_2,FP_25_29_Nbr_ch_ev_brn_3,FP_25_29_Nbr_ch_ev_brn_4,FP_25_29_Nbr_ch_ev_brn_5,FP_25_29_Nbr_ch_ev_brn_6,FP_25_29_Nbr_ch_ev_brn_Ns,FP_25_29_Tot,FP_30_34_Nbr_ch_ev_brn_No,FP_30_34_Nbr_ch_ev_brn_1,FP_30_34_Nbr_ch_ev_brn_2,FP_30_34_Nbr_ch_ev_brn_3,FP_30_34_Nbr_ch_ev_brn_4,FP_30_34_Nbr_ch_ev_brn_5,FP_30_34_Nbr_ch_ev_brn_6,FP_30_34_Nbr_ch_ev_brn_Ns,FP_30_34_Tot,FP_35_39_Nbr_ch_ev_brn_No,FP_35_39_Nbr_ch_ev_brn_1,FP_35_39_Nbr_ch_ev_brn_2,FP_35_39_Nbr_ch_ev_brn_3,FP_35_39_Nbr_ch_ev_brn_4,FP_35_39_Nbr_ch_ev_brn_5,FP_35_39_Nbr_ch_ev_brn_6,FP_35_39_Nbr_ch_ev_brn_Ns,FP_35_39_Tot,FP_40_44_Nbr_ch_ev_brn_No,FP_40_44_Nbr_ch_ev_brn_1,FP_40_44_Nbr_ch_ev_brn_2,FP_40_44_Nbr_ch_ev_brn_3,FP_40_44_Nbr_ch_ev_brn_4,FP_40_44_Nbr_ch_ev_brn_5,FP_40_44_Nbr_ch_ev_brn_6,FP_40_44_Nbr_ch_ev_brn_Ns,FP_40_44_Tot,FP_45_49_Nbr_ch_ev_brn_No,FP_45_49_Nbr_ch_ev_brn_1,FP_45_49_Nbr_ch_ev_brn_2,FP_45_49_Nbr_ch_ev_brn_3,FP_45_49_Nbr_ch_ev_brn_4,FP_45_49_Nbr_ch_ev_brn_5,FP_45_49_Nbr_ch_ev_brn_6,FP_45_49_Nbr_ch_ev_brn_Ns,FP_45_49_Tot,FP_50_54_Nbr_ch_ev_brn_No,FP_50_54_Nbr_ch_ev_brn_1,FP_50_54_Nbr_ch_ev_brn_2,FP_50_54_Nbr_ch_ev_brn_3,FP_50_54_Nbr_ch_ev_brn_4,FP_50_54_Nbr_ch_ev_brn_5,FP_50_54_Nbr_ch_ev_brn_6,FP_50_54_Nbr_ch_ev_brn_Ns,FP_50_54_Tot,FP_55_59_Nbr_ch_ev_brn_No,FP_55_59_Nbr_ch_ev_brn_1,FP_55_59_Nbr_ch_ev_brn_2,FP_55_59_Nbr_ch_ev_brn_3,FP_55_59_Nbr_ch_ev_brn_4,FP_55_59_Nbr_ch_ev_brn_5,FP_55_59_Nbr_ch_ev_brn_6,FP_55_59_Nbr_ch_ev_brn_Ns,FP_55_59_Tot,FP_60_64_Nbr_ch_ev_brn_No,FP_60_64_Nbr_ch_ev_brn_1,FP_60_64_Nbr_ch_ev_brn_2,FP_60_64_Nbr_ch_ev_brn_3,FP_60_64_Nbr_ch_ev_brn_4,FP_60_64_Nbr_ch_ev_brn_5,FP_60_64_Nbr_ch_ev_brn_6,FP_60_64_Nbr_ch_ev_brn_Ns,FP_60_64_Tot,FP_65_69_Nbr_ch_ev_brn_No,FP_65_69_Nbr_ch_ev_brn_1,FP_65_69_Nbr_ch_ev_brn_2,FP_65_69_Nbr_ch_ev_brn_3,FP_65_69_Nbr_ch_ev_brn_4,FP_65_69_Nbr_ch_ev_brn_5,FP_65_69_Nbr_ch_ev_brn_6,FP_65_69_Nbr_ch_ev_brn_Ns,FP_65_69_Tot,FP_70_74_Nbr_ch_ev_brn_No,FP_70_74_Nbr_ch_ev_brn_1,FP_70_74_Nbr_ch_ev_brn_2,FP_70_74_Nbr_ch_ev_brn_3,FP_70_74_Nbr_ch_ev_brn_4,FP_70_74_Nbr_ch_ev_brn_5,FP_70_74_Nbr_ch_ev_brn_6,FP_70_74_Nbr_ch_ev_brn_Ns,FP_70_74_Tot,FP_75_79_Nbr_ch_ev_brn_No,FP_75_79_Nbr_ch_ev_brn_1,FP_75_79_Nbr_ch_ev_brn_2,FP_75_79_Nbr_ch_ev_brn_3,FP_75_79_Nbr_ch_ev_brn_4,FP_75_79_Nbr_ch_ev_brn_5,FP_75_79_Nbr_ch_ev_brn_6,FP_75_79_Nbr_ch_ev_brn_Ns,FP_75_79_Tot,FP_80_84_Nbr_ch_ev_brn_No,FP_80_84_Nbr_ch_ev_brn_1,FP_80_84_Nbr_ch_ev_brn_2,FP_80_84_Nbr_ch_ev_brn_3,FP_80_84_Nbr_ch_ev_brn_4,FP_80_84_Nbr_ch_ev_brn_5,FP_80_84_Nbr_ch_ev_brn_6,FP_80_84_Nbr_ch_ev_brn_Ns,FP_80_84_Tot,FP_85_over_Nbr_ch_ev_brn_No,FP_85_over_Nbr_ch_ev_brn_1,FP_85_over_Nbr_ch_ev_brn_2,FP_85_over_Nbr_ch_ev_brn_3,FP_85_over_Nbr_ch_ev_brn_4,FP_85_over_Nbr_ch_ev_brn_5,FP_85_over_Nbr_ch_ev_brn_6,FP_85_over_Nbr_ch_ev_brn_Ns,Age_grps_FP_85_over_Tot,FP_Tot_Num_child_evr_brn_No,FP_Tot_Num_child_evr_brn_1,FP_Tot_Num_child_evr_brn_2,FP_Tot_Num_child_evr_brn_3,FP_Tot_Num_child_evr_brn_4,FP_Tot_Num_child_evr_brn_5,FP_Tot_Num_child_evr_brn_6,FP_Tot_Num_child_evr_brn_Ns,FP_Tot_Tot
5104708,14,0,0,0,0,0,0,3,15,10,0,0,0,0,0,0,0,10,15,4,3,0,0,0,0,0,16,15,6,7,3,0,0,0,0,31,10,3,7,0,0,0,0,0,14,0,0,10,0,0,0,0,0,17,3,3,4,3,0,0,0,0,15,0,3,4,0,0,0,0,0,14,0,0,4,9,0,0,0,0,14,0,3,6,8,0,0,0,0,15,0,3,3,3,0,0,0,0,12,0,0,8,4,0,0,0,0,14,0,0,4,0,3,0,0,0,16,0,0,3,0,3,3,0,0,10,0,0,0,3,0,0,0,0,11,75,34,64,26,8,3,3,11,220
5104709,12,0,0,0,0,0,0,0,19,15,0,0,0,0,0,0,0,20,13,3,3,0,0,0,0,0,20,3,3,0,0,0,0,0,0,10,7,0,3,0,3,0,0,0,12,3,6,3,5,0,0,0,0,20,4,0,8,0,3,0,0,0,20,3,4,14,7,0,0,0,3,24,3,5,12,7,0,0,0,0,22,3,0,11,4,3,0,0,0,25,0,0,8,5,3,0,0,0,17,0,0,13,0,3,0,0,0,18,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,5,65,30,77,31,16,9,4,7,238
5104710,3,0,0,0,0,0,0,3,12,14,0,0,0,0,0,0,0,12,8,3,0,0,0,0,0,0,15,14,3,0,0,0,0,0,3,18,7,7,3,3,0,0,0,0,17,3,0,3,3,0,0,0,3,9,0,0,0,0,0,0,0,0,9,3,4,6,0,0,0,0,0,15,4,0,3,0,0,0,0,0,9,0,0,4,0,0,0,0,0,12,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,0,3,3,0,0,0,0,7,0,0,3,0,0,0,0,0,3,52,23,36,20,3,3,0,16,148
5104711,11,0,0,0,0,0,0,0,15,14,0,0,0,0,0,0,4,19,17,3,3,0,0,0,0,3,25,12,8,3,0,0,0,0,5,26,8,0,8,5,0,0,0,0,25,0,0,3,0,0,0,0,0,11,4,0,6,0,3,0,0,0,15,3,0,4,3,0,0,0,4,17,4,0,4,4,0,0,0,3,15,0,0,4,0,0,0,0,0,12,5,0,4,4,0,0,0,0,17,0,0,0,0,0,3,0,0,6,0,0,0,5,0,0,0,0,13,0,0,0,0,3,0,0,0,5,0,3,0,4,3,0,0,0,9,73,27,42,31,16,3,4,31,221
5104712,13,0,0,0,0,0,0,0,15,11,0,3,0,0,0,0,0,15,10,3,0,0,0,0,0,0,16,17,4,0,3,0,0,0,3,31,4,9,4,0,0,3,0,0,18,0,7,8,0,4,0,0,0,17,3,7,7,4,0,0,0,0,19,3,3,6,7,0,0,0,0,20,3,3,8,5,0,0,0,7,21,3,3,5,0,0,0,0,0,12,0,0,4,3,0,0,0,0,19,0,0,0,3,0,0,0,3,7,0,0,5,3,0,0,0,0,11,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,8,74,31,50,36,12,4,0,22,234
5104713,12,0,0,0,0,0,0,4,16,21,0,0,0,0,0,0,4,25,32,0,3,3,0,0,0,0,41,15,8,3,0,0,0,0,0,26,4,3,4,3,0,0,0,3,20,3,4,6,8,0,0,0,0,21,3,3,7,0,0,0,0,0,13,3,7,10,0,0,0,0,3,19,3,3,3,3,0,0,0,0,8,0,3,0,7,0,0,0,0,13,5,3,3,3,3,0,0,0,17,4,0,7,0,3,0,3,0,20,0,3,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,7,0,0,3,3,0,0,0,3,13,107,41,45,28,7,3,3,26,267
5104714,6,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,5,12,9,0,0,0,0,0,0,0,7,8,3,0,0,0,0,0,0,13,3,5,3,0,0,0,0,0,17,3,4,4,0,0,0,0,0,15,0,0,5,3,0,0,0,0,15,3,0,3,0,0,0,3,0,15,0,5,3,0,0,0,0,0,12,0,0,3,3,0,0,0,0,8,0,0,9,0,0,0,0,0,11,0,0,5,0,3,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,48,17,35,14,6,6,6,14,153
5104715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104716,7,0,0,0,0,0,0,0,11,19,4,0,0,0,0,0,0,20,13,3,0,0,0,0,0,3,26,7,5,5,0,0,0,0,0,23,3,3,7,3,0,0,0,3,19,3,4,5,4,0,0,0,0,14,4,4,3,0,0,0,0,0,11,0,0,8,0,0,0,0,0,10,0,0,5,0,0,4,0,3,10,0,0,3,0,0,0,0,0,8,0,4,5,4,3,0,0,0,15,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,8,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,3,63,35,48,21,5,3,3,20,193
5104717,8,0,0,0,0,0,0,0,10,20,0,0,0,0,0,0,5,24,22,4,0,0,0,0,0,0,29,18,3,7,3,0,0,0,4,30,4,6,6,0,0,0,0,0,22,0,0,8,0,0,0,0,0,15,4,0,9,3,4,0,0,0,17,3,4,4,0,0,0,0,0,11,3,0,7,4,3,0,0,0,19,0,3,4,3,3,0,0,0,14,0,0,6,3,0,0,0,0,11,0,0,6,0,3,0,0,0,9,0,0,0,0,0,4,0,0,9,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,88,27,66,17,14,10,4,17,240
5104718,4,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,3,9,8,6,0,0,0,0,0,0,19,5,3,9,0,0,0,0,3,18,0,3,7,4,0,0,0,0,9,4,5,7,4,3,0,0,0,21,3,8,0,3,0,0,0,0,16,0,0,6,0,0,0,0,0,11,0,0,12,8,0,0,0,0,20,0,4,8,3,0,0,0,0,22,0,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,10,0,0,0,3,0,0,0,0,9,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,51,26,52,30,10,0,0,5,163
5104719,10,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,8,3,0,3,0,0,0,0,0,5,3,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,3,0,3,7,4,0,0,0,0,12,0,4,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,4,0,0,3,3,0,0,0,0,9,0,0,3,3,0,0,0,0,5,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,29,8,32,16,9,0,0,3,91
5104720,10,0,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,9,3,0,4,0,0,0,0,0,8,0,0,5,0,0,0,0,0,6,3,3,7,3,0,0,0,0,13,4,0,3,0,0,0,0,0,9,0,0,6,10,0,0,0,0,15,0,0,10,3,0,0,0,0,12,0,0,8,4,0,0,0,0,10,0,0,8,0,0,0,0,0,4,0,0,0,4,5,0,0,0,9,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,5,52,28,8,0,5,4,143
5104721,8,0,0,0,0,0,0,0,8,15,0,0,0,0,0,0,0,22,16,0,0,0,0,0,0,0,15,6,7,3,0,0,0,0,3,19,7,4,3,4,0,0,0,0,22,3,3,7,0,0,0,0,0,18,3,0,5,0,0,0,0,0,7,0,0,3,4,0,0,0,0,5,0,4,3,0,0,0,0,0,4,3,0,9,3,3,0,3,0,15,0,0,3,3,0,0,0,0,8,0,0,3,0,0,0,0,3,7,0,0,4,3,0,3,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,69,18,40,18,6,7,8,10,172
5104722,14,0,0,0,0,0,0,3,19,8,0,0,0,0,0,0,0,8,9,0,5,0,0,0,0,0,17,8,7,3,0,0,0,0,0,17,8,5,8,0,0,0,0,0,20,3,6,10,0,3,0,0,0,23,0,0,4,7,0,0,0,0,9,3,4,9,0,0,0,0,0,16,0,0,8,0,0,0,0,0,10,0,0,6,0,3,0,0,0,18,0,0,3,4,0,0,0,0,13,0,0,7,7,0,0,0,3,15,0,0,0,0,3,0,0,3,7,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,58,27,61,21,11,0,3,16,191
5104723,17,0,0,0,0,0,0,0,17,15,0,0,0,0,0,0,5,13,14,3,0,0,0,0,0,3,27,6,4,3,0,0,0,0,0,18,10,3,5,3,0,0,0,0,26,3,0,4,0,3,0,0,0,16,4,3,9,3,0,0,0,0,18,4,0,0,0,0,0,0,0,15,0,0,3,3,4,0,0,0,13,0,3,5,0,0,0,0,0,7,3,0,3,0,0,0,0,0,9,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,9,71,29,44,26,18,3,4,8,207
5104724,10,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,21,5,7,3,3,0,0,0,0,21,4,3,7,0,0,0,0,0,16,0,0,4,3,0,0,0,0,17,8,0,5,3,3,0,0,0,17,0,0,7,0,0,0,0,0,8,0,3,4,3,0,0,0,0,9,0,4,3,0,0,0,0,0,11,0,0,3,0,0,0,0,0,10,0,0,6,3,3,0,0,0,10,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,57,27,46,19,12,0,0,3,169
5104725,5,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,4,9,18,3,0,0,0,0,0,4,27,8,10,3,0,0,0,0,3,26,3,4,3,0,0,0,0,0,9,0,4,0,4,0,0,0,0,10,0,0,10,3,0,0,0,0,15,0,8,8,3,0,0,0,0,18,0,0,0,3,0,0,0,0,9,6,0,0,0,0,0,0,0,11,0,3,11,4,0,0,0,3,19,0,5,9,4,4,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,7,52,30,51,21,14,4,0,11,192
5104726,19,0,0,0,0,0,0,3,22,21,0,0,0,0,0,0,0,23,31,8,5,3,0,0,0,3,48,9,4,8,3,0,0,0,0,23,6,6,10,3,0,3,0,0,24,0,3,11,3,0,0,0,0,23,5,0,11,0,3,0,0,3,23,0,0,8,7,0,0,0,0,21,3,0,7,0,0,0,0,0,15,3,4,5,0,0,0,0,0,13,3,0,7,6,0,0,0,0,18,0,0,3,0,0,0,0,0,5,0,0,8,0,0,0,0,0,13,3,0,0,3,3,0,0,0,12,0,0,0,0,0,0,4,0,3,109,32,79,35,13,3,4,15,285
5104727,15,3,0,0,0,0,0,0,17,21,0,0,0,0,0,0,0,24,14,0,0,0,0,0,0,0,16,4,3,0,3,0,0,0,0,15,3,3,4,0,3,0,0,0,15,5,5,3,6,3,0,0,0,22,3,3,9,6,0,0,0,0,16,0,3,7,10,3,0,3,4,29,0,0,10,9,0,0,0,0,19,3,4,9,3,0,0,0,0,16,0,3,3,0,4,0,0,0,11,0,0,4,3,4,0,0,3,12,0,0,3,0,3,3,0,0,7,0,0,0,7,3,0,0,0,4,0,0,0,0,3,0,0,0,4,78,26,54,40,26,5,3,9,238
5104728,21,0,0,0,0,0,0,0,21,13,3,0,0,0,0,0,0,21,28,3,3,0,0,0,0,5,39,4,6,0,0,0,0,0,0,17,6,6,11,3,0,0,0,0,24,3,4,3,7,0,0,0,0,18,5,0,7,6,0,0,0,0,23,3,3,3,0,0,0,0,0,13,0,4,7,3,0,0,0,0,16,0,0,4,3,4,0,0,0,6,0,0,8,5,0,0,0,3,16,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,9,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,87,36,50,28,14,6,0,15,226
5104729,9,0,0,0,0,0,0,8,11,22,5,0,0,0,0,0,6,26,14,9,0,0,0,0,0,0,22,10,5,0,4,0,0,0,0,25,5,3,0,4,0,0,0,3,22,3,3,8,3,0,0,0,0,19,3,4,7,0,0,0,0,0,19,3,0,6,3,0,0,0,0,18,6,0,7,3,0,0,0,0,16,0,0,3,3,0,0,0,0,10,5,3,3,0,0,0,0,3,15,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,73,36,43,26,4,7,6,28,217
5104730,14,0,0,0,0,0,0,4,12,9,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,4,15,7,3,8,0,0,0,0,0,15,0,3,7,3,0,0,0,0,13,0,0,6,0,0,0,0,0,6,4,0,4,3,0,0,0,0,12,0,3,4,3,0,0,0,4,15,0,0,5,0,0,0,0,0,6,0,0,3,4,3,0,0,0,17,4,4,3,0,0,0,0,0,10,0,3,3,0,0,3,0,0,8,0,0,3,6,0,0,0,3,9,0,0,3,0,0,0,0,0,4,0,0,3,0,0,0,0,0,7,45,21,43,25,8,3,0,15,168
5104731,9,0,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,16,14,0,0,0,0,0,0,0,20,4,4,3,0,0,0,0,0,11,3,0,0,0,0,0,0,0,7,3,6,3,0,0,0,0,0,12,3,0,10,0,3,0,0,3,11,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,4,0,3,3,0,4,0,0,0,9,0,0,4,0,0,0,0,0,9,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,55,24,36,9,6,0,3,7,145
5104732,20,0,0,0,0,0,0,7,30,13,0,0,0,0,0,0,3,22,10,3,0,0,0,0,0,7,15,11,3,0,3,0,0,0,0,15,6,3,6,3,0,0,0,5,27,0,4,11,4,0,0,0,0,26,0,3,3,5,0,0,0,0,11,3,0,3,0,0,0,0,0,10,0,0,9,0,3,0,0,3,16,0,3,6,7,0,0,0,0,18,0,0,6,3,4,0,0,3,22,0,0,4,0,4,0,0,0,11,0,0,0,8,0,0,0,0,8,0,0,3,0,3,0,0,0,7,0,0,0,3,0,0,4,0,7,61,34,67,34,17,3,8,33,253
5104733,22,0,0,0,0,0,0,0,24,16,0,0,0,0,0,0,10,26,15,3,0,0,0,0,0,3,21,12,3,4,0,0,0,0,5,24,3,8,12,3,0,3,0,0,32,8,3,11,3,0,0,0,3,27,3,3,4,3,0,0,0,0,19,0,0,10,3,3,0,0,3,23,3,0,5,0,0,0,0,3,17,0,0,3,3,0,0,0,3,18,3,3,5,0,4,0,0,4,21,0,0,6,3,0,0,0,0,16,0,0,6,3,3,0,0,0,12,3,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,3,95,31,63,34,13,4,10,30,282
5104734,11,0,0,0,0,0,0,0,16,11,0,0,0,0,0,0,3,19,15,3,0,0,0,0,0,0,20,9,0,3,4,0,0,0,3,21,3,10,9,0,0,0,0,6,26,3,3,8,0,0,0,0,0,16,14,0,6,0,0,0,0,4,29,0,0,6,0,0,0,0,0,9,0,0,4,7,0,0,0,0,13,0,0,0,3,0,0,0,0,8,0,0,6,5,0,0,0,0,11,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,0,11,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,6,74,23,51,20,14,3,0,21,205
5104735,9,0,0,0,0,0,0,0,11,17,0,0,0,0,0,0,0,18,16,7,0,0,0,0,0,4,30,12,10,5,0,0,0,0,0,30,11,10,4,8,0,0,0,0,29,4,4,15,7,0,0,0,0,27,8,3,5,4,0,0,0,0,22,8,3,6,4,0,0,0,3,31,0,4,11,0,0,0,0,3,19,4,0,6,6,0,0,0,0,21,0,3,7,8,0,0,0,3,22,0,3,3,3,4,0,0,0,12,0,0,3,3,0,0,3,0,8,0,0,5,0,0,0,3,0,9,0,0,4,0,0,0,0,0,8,93,53,73,38,13,3,10,15,301
5104736,8,0,0,0,0,0,0,0,8,13,3,0,0,0,0,0,0,22,22,3,0,0,0,0,0,3,31,9,8,5,0,0,0,0,0,23,6,7,3,0,0,0,0,3,20,3,3,5,0,0,0,0,0,14,0,5,0,5,0,0,0,0,14,3,4,4,4,0,0,0,0,9,3,0,3,3,0,0,0,0,11,4,4,8,0,3,0,0,0,15,3,3,3,0,3,0,0,0,12,0,0,3,4,3,0,0,0,13,0,0,0,3,0,0,0,0,10,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,7,75,34,47,30,14,4,0,14,206
5104737,18,0,0,0,0,0,0,0,18,15,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,15,17,8,9,0,0,0,0,0,30,3,3,9,8,0,0,0,0,22,4,0,4,0,0,0,0,0,12,3,0,7,0,0,0,0,0,10,7,4,6,4,3,0,0,0,19,0,3,3,0,0,0,0,0,13,0,4,12,3,0,0,0,4,22,0,5,5,4,3,0,3,0,25,0,0,3,7,0,0,0,0,12,0,0,3,3,0,0,0,0,12,0,0,3,4,0,0,0,0,9,0,0,3,0,3,0,0,0,7,71,31,68,37,13,0,3,12,236
5104738,12,0,0,0,0,0,0,0,12,14,0,0,0,0,0,0,3,16,13,4,0,0,0,0,0,4,20,12,5,10,0,0,0,0,3,26,6,6,4,0,0,0,0,0,18,0,0,10,5,0,0,0,0,19,4,0,13,3,0,0,0,3,26,0,3,4,6,0,0,0,0,17,3,0,3,8,0,0,0,0,13,3,3,10,4,0,0,0,3,21,0,4,16,3,0,0,0,0,19,0,0,4,0,0,0,0,0,5,0,0,7,6,3,0,0,0,18,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,74,29,79,29,10,0,4,18,239
5104739,10,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,15,20,9,3,0,0,0,0,3,40,6,7,3,0,0,0,0,0,24,5,0,7,3,0,0,0,0,15,4,0,3,0,0,0,0,0,10,0,4,8,3,0,0,0,0,15,0,3,3,3,0,0,0,6,18,3,0,6,6,0,3,0,0,17,0,0,8,6,0,0,0,0,14,3,3,12,7,0,0,0,0,19,0,0,5,0,0,0,0,0,10,0,3,0,3,0,0,0,3,14,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,5,63,36,70,38,11,5,0,17,233
5104740,4,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,16,14,3,0,0,0,0,0,0,15,11,5,4,0,0,0,0,3,29,9,0,9,0,0,0,0,3,21,9,3,3,0,0,0,0,0,16,0,3,7,0,0,0,0,0,14,0,0,4,7,0,0,0,0,9,0,0,5,3,0,0,0,3,12,0,0,4,0,0,0,0,0,4,3,0,7,0,0,0,0,0,13,0,0,10,0,0,0,0,0,11,0,0,3,0,0,0,0,0,4,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,60,21,63,17,4,8,0,15,184
5104741,14,0,0,0,0,0,0,0,15,17,0,0,0,0,0,0,0,16,11,8,0,0,0,0,0,4,26,14,7,3,3,0,0,0,3,28,5,4,7,3,0,0,0,0,16,3,0,3,0,0,0,0,0,14,3,0,7,3,0,0,0,0,14,4,8,3,0,0,0,0,0,21,5,0,5,4,0,0,0,0,19,3,3,10,8,3,0,0,0,24,0,0,3,4,3,0,0,0,12,0,0,5,3,0,0,0,3,17,0,0,3,4,0,0,0,0,5,0,0,3,0,3,3,0,0,9,0,0,0,0,0,3,0,0,8,78,36,47,36,17,5,4,18,248
5104742,11,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,16,12,4,0,0,0,0,0,0,18,5,3,7,0,0,3,0,0,15,3,0,6,0,0,0,0,0,12,0,6,4,3,0,0,0,0,13,3,3,8,0,0,0,0,0,21,3,0,3,4,3,0,0,0,17,0,0,9,5,4,0,0,3,28,3,0,4,3,0,0,0,0,9,0,0,8,4,0,0,0,0,17,0,0,4,0,0,0,0,0,9,3,0,0,0,0,0,0,3,5,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,3,64,23,55,26,10,5,3,7,197
5104743,12,0,0,0,0,0,0,0,16,22,0,0,0,0,0,0,5,28,12,9,0,0,0,0,0,0,21,6,3,3,0,0,0,0,3,16,3,4,3,3,0,0,0,0,12,3,0,4,5,0,0,0,0,16,0,3,6,3,0,0,0,0,16,4,0,5,11,3,0,0,0,22,3,4,7,0,4,0,0,3,14,0,7,6,6,0,0,0,0,24,0,4,9,4,0,0,0,0,17,0,0,8,5,0,0,0,0,8,0,0,3,7,0,3,0,0,12,0,0,0,3,0,0,0,0,6,0,0,3,0,0,0,0,0,4,68,24,58,44,9,3,3,17,231
5104744,8,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,9,10,3,0,0,0,0,0,0,12,3,4,6,0,0,0,0,0,14,0,3,5,0,0,0,0,0,7,0,0,4,3,0,0,0,0,7,3,3,3,3,0,0,0,0,13,0,7,3,3,0,0,0,0,14,8,3,10,3,0,0,0,0,24,0,0,0,8,3,0,0,0,13,0,0,9,0,5,0,0,0,20,0,3,3,0,0,0,0,4,13,0,0,7,3,3,0,0,5,18,0,0,5,4,0,3,0,4,20,3,0,4,6,4,3,0,21,42,51,26,46,37,17,8,0,44,232
