SA1_7DIGITCODE_2016,FP_15_19_Nbr_ch_ev_brn_No,FP_15_19_Nbr_ch_ev_brn_1,FP_15_19_Nbr_ch_ev_brn_2,FP_15_19_Nbr_ch_ev_brn_3,FP_15_19_Nbr_ch_ev_brn_4,FP_15_19_Nbr_ch_ev_brn_5,FP_15_19_Nbr_ch_ev_brn_6,FP_15_19_Nbr_ch_ev_brn_Ns,FP_15_19_Tot,FP_20_24_Nbr_ch_ev_brn_No,FP_20_24_Nbr_ch_ev_brn_1,FP_20_24_Nbr_ch_ev_brn_2,FP_20_24_Nbr_ch_ev_brn_3,FP_20_24_Nbr_ch_ev_brn_4,FP_20_24_Nbr_ch_ev_brn_5,FP_20_24_Nbr_ch_ev_brn_6,FP_20_24_Nbr_ch_ev_brn_Ns,FP_20_24_Tot,FP_25_29_Nbr_ch_ev_brn_No,FP_25_29_Nbr_ch_ev_brn_1,FP_25_29_Nbr_ch_ev_brn_2,FP_25_29_Nbr_ch_ev_brn_3,FP_25_29_Nbr_ch_ev_brn_4,FP_25_29_Nbr_ch_ev_brn_5,FP_25_29_Nbr_ch_ev_brn_6,FP_25_29_Nbr_ch_ev_brn_Ns,FP_25_29_Tot,FP_30_34_Nbr_ch_ev_brn_No,FP_30_34_Nbr_ch_ev_brn_1,FP_30_34_Nbr_ch_ev_brn_2,FP_30_34_Nbr_ch_ev_brn_3,FP_30_34_Nbr_ch_ev_brn_4,FP_30_34_Nbr_ch_ev_brn_5,FP_30_34_Nbr_ch_ev_brn_6,FP_30_34_Nbr_ch_ev_brn_Ns,FP_30_34_Tot,FP_35_39_Nbr_ch_ev_brn_No,FP_35_39_Nbr_ch_ev_brn_1,FP_35_39_Nbr_ch_ev_brn_2,FP_35_39_Nbr_ch_ev_brn_3,FP_35_39_Nbr_ch_ev_brn_4,FP_35_39_Nbr_ch_ev_brn_5,FP_35_39_Nbr_ch_ev_brn_6,FP_35_39_Nbr_ch_ev_brn_Ns,FP_35_39_Tot,FP_40_44_Nbr_ch_ev_brn_No,FP_40_44_Nbr_ch_ev_brn_1,FP_40_44_Nbr_ch_ev_brn_2,FP_40_44_Nbr_ch_ev_brn_3,FP_40_44_Nbr_ch_ev_brn_4,FP_40_44_Nbr_ch_ev_brn_5,FP_40_44_Nbr_ch_ev_brn_6,FP_40_44_Nbr_ch_ev_brn_Ns,FP_40_44_Tot,FP_45_49_Nbr_ch_ev_brn_No,FP_45_49_Nbr_ch_ev_brn_1,FP_45_49_Nbr_ch_ev_brn_2,FP_45_49_Nbr_ch_ev_brn_3,FP_45_49_Nbr_ch_ev_brn_4,FP_45_49_Nbr_ch_ev_brn_5,FP_45_49_Nbr_ch_ev_brn_6,FP_45_49_Nbr_ch_ev_brn_Ns,FP_45_49_Tot,FP_50_54_Nbr_ch_ev_brn_No,FP_50_54_Nbr_ch_ev_brn_1,FP_50_54_Nbr_ch_ev_brn_2,FP_50_54_Nbr_ch_ev_brn_3,FP_50_54_Nbr_ch_ev_brn_4,FP_50_54_Nbr_ch_ev_brn_5,FP_50_54_Nbr_ch_ev_brn_6,FP_50_54_Nbr_ch_ev_brn_Ns,FP_50_54_Tot,FP_55_59_Nbr_ch_ev_brn_No,FP_55_59_Nbr_ch_ev_brn_1,FP_55_59_Nbr_ch_ev_brn_2,FP_55_59_Nbr_ch_ev_brn_3,FP_55_59_Nbr_ch_ev_brn_4,FP_55_59_Nbr_ch_ev_brn_5,FP_55_59_Nbr_ch_ev_brn_6,FP_55_59_Nbr_ch_ev_brn_Ns,FP_55_59_Tot,FP_60_64_Nbr_ch_ev_brn_No,FP_60_64_Nbr_ch_ev_brn_1,FP_60_64_Nbr_ch_ev_brn_2,FP_60_64_Nbr_ch_ev_brn_3,FP_60_64_Nbr_ch_ev_brn_4,FP_60_64_Nbr_ch_ev_brn_5,FP_60_64_Nbr_ch_ev_brn_6,FP_60_64_Nbr_ch_ev_brn_Ns,FP_60_64_Tot,FP_65_69_Nbr_ch_ev_brn_No,FP_65_69_Nbr_ch_ev_brn_1,FP_65_69_Nbr_ch_ev_brn_2,FP_65_69_Nbr_ch_ev_brn_3,FP_65_69_Nbr_ch_ev_brn_4,FP_65_69_Nbr_ch_ev_brn_5,FP_65_69_Nbr_ch_ev_brn_6,FP_65_69_Nbr_ch_ev_brn_Ns,FP_65_69_Tot,FP_70_74_Nbr_ch_ev_brn_No,FP_70_74_Nbr_ch_ev_brn_1,FP_70_74_Nbr_ch_ev_brn_2,FP_70_74_Nbr_ch_ev_brn_3,FP_70_74_Nbr_ch_ev_brn_4,FP_70_74_Nbr_ch_ev_brn_5,FP_70_74_Nbr_ch_ev_brn_6,FP_70_74_Nbr_ch_ev_brn_Ns,FP_70_74_Tot,FP_75_79_Nbr_ch_ev_brn_No,FP_75_79_Nbr_ch_ev_brn_1,FP_75_79_Nbr_ch_ev_brn_2,FP_75_79_Nbr_ch_ev_brn_3,FP_75_79_Nbr_ch_ev_brn_4,FP_75_79_Nbr_ch_ev_brn_5,FP_75_79_Nbr_ch_ev_brn_6,FP_75_79_Nbr_ch_ev_brn_Ns,FP_75_79_Tot,FP_80_84_Nbr_ch_ev_brn_No,FP_80_84_Nbr_ch_ev_brn_1,FP_80_84_Nbr_ch_ev_brn_2,FP_80_84_Nbr_ch_ev_brn_3,FP_80_84_Nbr_ch_ev_brn_4,FP_80_84_Nbr_ch_ev_brn_5,FP_80_84_Nbr_ch_ev_brn_6,FP_80_84_Nbr_ch_ev_brn_Ns,FP_80_84_Tot,FP_85_over_Nbr_ch_ev_brn_No,FP_85_over_Nbr_ch_ev_brn_1,FP_85_over_Nbr_ch_ev_brn_2,FP_85_over_Nbr_ch_ev_brn_3,FP_85_over_Nbr_ch_ev_brn_4,FP_85_over_Nbr_ch_ev_brn_5,FP_85_over_Nbr_ch_ev_brn_6,FP_85_over_Nbr_ch_ev_brn_Ns,Age_grps_FP_85_over_Tot,FP_Tot_Num_child_evr_brn_No,FP_Tot_Num_child_evr_brn_1,FP_Tot_Num_child_evr_brn_2,FP_Tot_Num_child_evr_brn_3,FP_Tot_Num_child_evr_brn_4,FP_Tot_Num_child_evr_brn_5,FP_Tot_Num_child_evr_brn_6,FP_Tot_Num_child_evr_brn_Ns,FP_Tot_Tot
5104558,10,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,16,7,3,0,0,0,0,0,0,7,3,4,3,0,0,0,0,0,9,0,0,4,0,0,0,0,0,6,3,3,3,0,0,0,0,0,8,7,0,0,0,0,0,0,0,11,6,3,3,0,0,0,0,0,12,0,3,3,3,0,0,0,0,17,8,3,5,0,0,0,0,0,10,0,0,4,0,0,0,0,0,9,4,0,0,3,0,0,0,0,13,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,26,27,16,5,0,3,7,142
5104560,6,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,8,7,6,0,0,0,0,0,0,11,3,0,3,0,0,0,0,0,10,10,5,8,0,0,0,0,0,25,6,0,6,0,0,0,0,0,9,0,0,3,3,0,0,0,0,10,3,0,12,0,0,0,0,3,17,0,0,3,3,0,0,0,0,8,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,46,13,40,12,4,0,0,7,128
5104601,3,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,3,24,30,3,0,0,0,0,0,6,43,14,3,0,0,0,0,0,4,19,6,0,0,0,0,0,0,0,14,4,0,4,0,0,0,0,4,11,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,11,15,8,0,0,0,19,140
5104602,6,0,0,0,0,0,0,0,6,17,0,0,0,0,0,0,0,21,23,4,3,0,0,0,0,0,35,18,10,4,0,0,0,0,0,35,12,6,7,0,0,0,0,0,25,8,8,8,0,0,0,0,0,22,8,3,4,0,0,0,0,0,20,9,4,9,0,4,0,0,3,26,3,3,0,8,0,0,0,0,14,6,0,9,3,0,0,0,0,23,0,3,4,3,0,0,0,0,13,0,0,5,0,0,0,0,0,10,0,0,5,0,4,0,0,3,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,99,45,59,27,8,3,0,13,257
5104603,8,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,10,17,0,0,0,0,0,0,0,18,10,0,3,0,0,0,0,0,19,3,3,3,3,0,0,0,0,15,0,0,4,0,0,0,0,0,11,3,0,3,3,0,0,0,0,7,0,0,4,0,0,0,0,0,12,4,0,10,0,0,0,0,0,13,3,0,3,0,0,0,0,0,15,0,0,4,3,3,0,0,0,7,0,0,0,4,0,0,0,0,4,0,0,3,0,0,0,0,3,8,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,64,5,38,24,8,0,0,7,138
5104604,3,0,0,0,0,0,0,0,7,11,3,0,0,0,0,0,0,12,20,0,0,0,0,0,0,4,27,13,7,0,3,0,0,0,0,18,5,3,4,0,0,0,0,0,12,5,0,3,0,0,0,0,0,13,0,0,4,0,0,0,0,0,9,3,0,4,0,0,0,0,0,6,3,0,5,0,0,0,0,0,12,6,0,5,3,0,0,0,0,13,3,0,0,3,3,0,0,0,10,4,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,71,17,23,13,3,0,0,12,149
5104605,3,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,11,19,0,3,0,0,0,0,0,22,18,3,7,0,0,0,0,0,35,13,0,7,0,0,0,0,0,22,7,4,11,0,0,0,0,0,28,8,8,6,0,0,0,0,0,23,0,3,7,0,0,0,0,0,18,7,0,5,3,0,0,0,0,18,0,0,5,8,3,0,0,0,16,4,3,11,7,3,0,0,3,24,0,0,3,5,0,0,0,0,11,3,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,93,21,68,30,8,0,0,9,236
5104606,22,0,0,0,0,0,0,0,19,11,0,0,0,0,0,0,0,14,7,3,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,8,3,3,3,3,0,0,0,0,14,0,0,10,0,0,0,0,0,15,8,3,6,4,0,0,0,0,23,7,0,14,3,0,0,0,0,26,3,0,10,0,0,0,0,0,21,0,0,8,3,0,0,0,0,13,3,0,8,9,0,0,0,0,13,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,13,62,30,0,0,0,10,190
5104607,9,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,6,6,4,4,0,0,0,0,0,15,3,3,8,0,0,0,0,0,13,0,7,9,4,0,0,0,0,17,4,3,6,0,0,0,0,0,13,3,3,9,3,0,0,0,0,17,0,3,4,0,0,0,0,0,11,3,3,8,4,0,0,0,0,19,3,0,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,20,46,16,0,3,0,3,132
5104608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104609,3,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,7,16,0,0,0,0,0,0,6,23,28,0,0,0,0,0,0,0,37,10,3,4,0,0,0,0,3,18,4,6,0,0,0,0,0,0,17,3,4,3,3,0,0,0,0,20,3,0,3,3,0,0,0,0,9,6,3,3,3,4,0,0,5,18,3,0,6,0,0,0,0,0,13,6,0,8,3,0,0,0,3,20,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,104,20,35,17,6,0,0,15,201
5104610,6,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,3,12,19,5,0,0,0,0,0,0,28,11,7,3,0,0,0,0,0,20,4,0,4,0,0,0,0,3,11,3,3,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,0,3,3,0,0,0,0,3,11,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,6,0,0,0,0,3,0,0,14,18,0,5,0,0,0,0,0,47,53,54,25,15,9,4,0,3,87,196
5104611,3,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,3,11,20,3,3,0,0,0,0,7,40,16,6,3,0,0,0,0,4,27,7,3,3,0,0,0,0,3,15,10,0,0,0,0,0,0,3,10,13,3,0,0,0,0,0,0,16,3,3,0,0,0,0,0,0,8,5,0,6,0,0,0,0,0,7,3,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,23,19,3,3,0,0,17,150
5104612,5,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,10,26,0,0,0,0,0,0,0,30,18,4,4,0,0,0,0,0,26,4,9,4,0,0,0,0,0,24,3,0,8,0,0,0,0,0,15,4,0,3,0,0,0,0,0,7,3,4,4,0,0,0,0,0,15,3,0,3,0,0,0,0,0,10,0,0,3,0,0,0,0,0,8,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,24,36,10,7,0,0,6,173
5104613,7,0,0,0,0,0,0,0,3,6,3,0,0,0,0,0,0,14,22,0,0,0,0,0,0,0,28,20,6,3,0,0,0,0,3,30,8,3,0,0,0,0,0,0,21,3,7,0,3,0,0,0,3,15,13,0,0,0,0,0,0,3,20,4,0,3,0,0,0,0,0,9,3,3,3,3,0,0,0,4,16,3,0,3,0,0,0,0,0,7,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,101,30,17,15,7,0,0,21,185
5104614,9,0,0,0,0,0,0,0,9,43,3,0,0,0,0,0,5,49,53,5,4,0,0,0,0,7,64,27,7,3,0,0,0,0,3,45,17,3,3,0,0,0,0,4,27,10,3,8,3,0,0,0,0,19,0,3,0,0,0,0,0,0,3,7,3,0,3,0,0,0,0,14,0,3,6,0,0,0,0,0,9,3,4,3,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,32,30,14,0,0,0,22,263
5104615,8,0,0,0,0,0,0,3,9,24,0,0,0,0,0,0,5,28,32,6,0,0,0,0,0,12,49,24,5,0,0,0,0,0,8,40,6,3,0,0,0,0,0,3,16,7,3,6,3,0,0,0,4,17,7,3,5,0,0,0,0,0,15,3,0,0,3,0,0,0,0,10,5,0,5,0,0,0,0,3,15,3,0,0,0,0,0,0,3,10,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,113,33,26,16,0,0,0,40,226
5104616,7,0,0,0,0,0,0,0,7,14,0,0,0,0,0,0,3,23,32,3,0,0,0,0,0,9,41,24,5,3,0,0,0,0,3,34,10,3,4,0,0,0,0,3,20,7,8,7,3,0,0,0,3,25,0,3,0,3,0,0,0,0,12,3,4,3,0,0,0,0,7,16,5,0,4,0,0,0,0,0,6,5,3,9,0,3,0,0,3,17,4,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,3,6,0,0,0,4,3,0,5,0,12,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,113,32,38,10,12,0,5,28,239
5104617,4,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,0,10,25,3,3,0,0,0,0,4,31,19,6,3,0,0,0,0,3,32,9,7,4,0,0,0,0,0,19,5,7,0,3,0,0,0,3,17,8,5,3,0,0,0,0,3,18,0,3,4,0,0,0,0,0,6,4,0,3,0,0,0,0,0,9,0,0,10,0,0,0,0,3,17,0,0,3,3,3,0,0,3,12,0,0,0,0,0,0,0,3,5,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,81,33,36,15,3,8,0,22,192
5104618,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,9,18,0,0,0,0,0,0,0,25,8,3,3,0,0,0,0,3,18,3,11,4,0,0,0,0,0,19,3,6,0,0,0,0,0,0,12,6,4,3,0,0,0,0,0,18,5,0,4,0,0,0,0,0,10,0,3,3,0,0,0,0,0,8,3,0,6,3,0,0,0,0,11,0,4,4,0,0,0,0,0,11,0,3,3,0,0,0,0,0,10,0,4,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,72,40,33,8,4,3,0,13,169
5104619,7,0,0,0,0,0,0,0,7,16,0,0,0,0,0,0,8,23,19,4,0,0,0,0,0,4,28,12,4,0,0,0,0,0,3,22,5,0,3,0,0,0,0,0,10,6,3,6,0,0,0,0,3,20,0,0,3,0,0,0,0,0,8,4,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,78,19,16,8,0,0,0,19,139
5104620,11,0,0,0,0,0,0,0,8,16,0,0,0,0,0,0,0,18,23,3,0,0,0,0,0,3,36,20,7,6,0,0,0,0,3,34,5,3,6,0,0,0,0,0,21,3,0,4,0,0,0,0,0,3,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,4,3,0,3,0,0,0,0,9,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,87,26,27,10,5,0,4,10,161
5104621,9,0,0,0,0,0,0,0,10,39,0,0,0,0,0,0,6,45,48,6,0,0,0,0,0,10,60,31,12,11,0,0,0,0,6,60,12,4,3,0,0,0,0,0,21,3,3,0,3,0,0,0,8,19,3,0,5,0,0,0,0,0,10,3,3,3,3,6,0,0,0,15,0,0,6,3,0,0,0,3,15,0,0,3,0,0,0,0,0,9,3,0,4,0,0,0,0,0,11,3,0,3,0,3,0,0,0,11,0,0,0,0,3,0,0,3,7,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7,160,30,37,11,11,0,0,42,296
5104622,4,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,14,27,5,4,0,0,0,0,7,46,15,11,0,0,0,0,0,0,26,7,9,4,0,0,0,0,3,22,6,0,0,3,0,0,0,0,14,4,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,9,3,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,87,31,27,11,4,0,0,21,176
5104623,4,0,0,0,0,0,0,0,4,22,8,0,0,0,0,0,0,25,41,3,0,0,0,0,0,0,53,25,13,7,0,0,0,0,4,47,20,4,8,0,0,0,0,0,31,9,3,9,0,0,0,0,0,27,5,3,3,0,0,0,0,0,15,9,0,0,0,0,0,0,0,13,4,0,4,0,0,0,0,0,8,3,0,4,0,3,0,0,4,13,0,0,5,0,0,0,0,0,9,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,11,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,9,146,42,46,18,10,4,0,21,279
5104624,3,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,3,14,27,0,0,0,0,0,0,0,26,16,8,0,0,0,0,0,6,32,7,3,0,0,0,0,0,0,16,5,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,9,0,0,0,3,0,0,0,0,5,0,4,4,0,0,0,0,0,9,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,22,12,10,0,0,0,24,145
5104625,4,0,0,0,0,0,0,0,4,5,3,0,0,0,0,0,0,6,11,4,0,0,0,0,0,3,24,15,6,5,3,0,0,0,3,31,13,5,5,3,0,0,0,3,26,8,3,3,0,0,0,0,0,15,5,0,0,0,0,0,0,0,8,4,0,3,0,0,0,0,0,7,4,0,3,0,0,0,0,0,9,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,31,28,10,3,0,0,7,148
5104626,10,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,12,21,3,3,0,0,0,0,3,32,16,8,4,0,0,0,0,7,38,16,5,11,3,0,0,0,3,32,3,4,3,4,0,0,0,0,23,10,0,9,0,0,0,0,3,20,3,3,4,0,0,0,0,3,19,3,3,3,0,0,0,0,0,9,0,3,8,3,0,0,0,0,17,0,0,4,3,0,0,0,0,12,3,0,3,0,0,0,0,0,7,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,104,35,50,21,3,0,3,21,238
5104627,4,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,3,14,20,0,0,0,0,0,0,0,27,14,13,0,0,0,0,0,3,35,7,7,4,0,0,0,0,0,20,4,4,12,0,0,0,0,0,18,0,3,8,0,0,0,0,0,9,3,3,4,3,0,0,0,0,16,3,0,3,4,0,0,0,0,7,5,0,6,0,0,0,0,0,16,0,0,7,5,0,0,0,0,14,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,9,80,30,45,25,6,3,0,15,202
5104628,3,0,0,0,0,0,0,0,4,19,0,0,0,0,0,0,0,22,40,8,0,0,0,0,0,0,50,25,0,5,0,0,0,0,3,37,13,0,0,0,0,0,0,0,19,15,0,0,0,0,0,0,0,18,5,0,0,0,0,0,0,0,6,4,0,6,3,0,0,0,0,10,5,0,0,3,3,0,0,0,14,4,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,7,0,0,3,3,0,0,0,0,9,0,0,3,0,0,0,0,0,3,0,0,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,139,18,34,17,0,3,0,9,216
5104701,5,0,0,0,0,0,0,3,9,12,0,0,0,0,0,0,0,13,10,3,3,0,0,0,0,3,21,8,3,3,0,0,0,0,3,15,3,3,3,5,0,0,0,0,11,3,0,3,3,0,0,0,0,9,4,0,3,3,0,0,0,0,11,3,0,5,0,0,0,0,0,9,6,0,4,3,3,0,0,4,19,3,0,8,3,0,0,0,0,11,0,0,0,0,0,0,0,0,8,3,0,4,0,0,0,0,0,16,0,0,3,4,4,0,0,0,12,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,57,17,48,23,10,0,8,9,178
5104702,8,0,0,0,0,0,0,0,7,14,0,0,0,0,0,0,0,18,12,0,0,0,0,0,0,0,18,6,3,3,0,0,0,0,0,16,0,3,5,0,0,0,0,0,7,0,5,7,0,0,0,0,0,13,3,6,3,3,0,0,0,0,19,0,4,5,0,0,0,0,0,11,0,4,3,4,3,0,0,0,17,0,0,4,4,3,0,0,0,12,0,0,3,4,0,0,0,0,9,0,0,6,3,3,3,0,0,12,0,0,4,3,0,0,0,3,12,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,56,31,44,30,12,3,0,7,174
5104703,9,0,0,0,0,0,0,0,9,12,3,0,0,0,0,0,0,15,9,3,3,0,0,0,0,0,19,7,4,4,3,0,0,0,0,21,0,6,5,0,0,0,0,3,14,3,3,3,3,0,0,0,0,18,3,0,0,0,0,0,0,0,14,0,3,5,3,0,0,0,0,12,4,0,3,0,0,0,0,0,12,3,0,4,3,0,0,0,0,10,0,3,6,0,0,0,0,0,13,0,0,3,4,0,0,0,0,12,0,0,4,4,0,0,0,0,8,3,0,3,0,4,4,0,0,14,0,0,0,0,0,3,0,0,5,61,30,43,17,12,3,3,11,179
5104704,11,0,0,0,0,0,0,3,12,13,0,0,0,0,0,0,0,13,8,0,5,0,0,0,0,0,19,4,5,0,0,0,0,0,0,13,0,9,9,0,0,0,0,0,18,7,0,4,0,0,0,0,0,15,3,0,0,3,3,0,0,0,16,3,0,6,3,3,0,0,0,14,0,0,0,5,0,0,0,0,5,0,3,6,4,0,0,0,0,19,0,0,0,4,0,0,0,0,10,0,0,4,0,0,0,0,0,9,0,0,9,3,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,55,21,54,26,9,3,3,11,184
5104705,13,0,0,0,0,0,0,0,14,10,0,0,0,0,0,0,0,11,18,5,0,0,0,0,0,5,29,12,6,5,0,0,0,0,0,21,0,7,13,4,0,0,0,0,22,3,13,6,3,0,0,0,0,27,0,4,3,3,0,0,0,0,14,3,4,5,0,0,0,0,0,14,3,0,3,0,0,0,0,0,6,0,0,7,0,0,0,0,0,8,3,0,11,0,3,0,0,0,18,0,0,0,3,0,0,0,0,12,0,3,0,3,0,0,0,0,6,0,0,4,0,0,0,0,0,5,0,0,0,3,0,3,0,0,8,59,40,59,27,13,3,3,10,223
5104706,7,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,10,14,5,0,0,0,0,0,0,26,14,10,5,0,0,0,0,0,29,5,4,4,3,0,0,0,0,12,6,3,8,0,0,0,0,0,12,0,3,6,3,0,0,0,3,19,3,7,3,3,0,0,0,0,15,0,0,0,5,0,0,0,0,11,0,3,0,4,0,0,0,0,10,0,0,5,3,3,0,0,3,15,0,0,7,7,3,0,0,0,18,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,62,30,53,23,11,6,0,12,193
5104707,18,0,0,0,0,0,0,3,22,11,4,0,0,0,0,0,0,16,18,3,6,0,0,0,0,0,26,3,9,4,0,0,0,0,0,20,3,3,3,0,0,0,0,0,17,3,0,3,3,0,0,0,0,7,0,0,5,6,0,0,0,0,13,3,0,8,3,0,3,0,0,16,0,0,10,9,3,0,0,0,19,4,0,7,0,0,0,0,0,12,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,59,24,61,26,7,3,8,9,199
