SA1_7DIGITCODE_2016,M_0_299_Separate_house,M_0_299_Sd_rw_tce_hse_th,M_0_299_Flat_apartment,M_0_299_Other_dwelling,M_0_299_Dwelling_structure_NS,M_0_299_Tot,M_300_449_Separate_house,M_300_449_Sd_rw_tce_hse_th,M_300_449_Flat_apartment,M_300_449_Other_dwelling,M_300_449_Dwg_structure_NS,M_300_449_Tot,M_450_599_Separate_house,M_450_599_Sd_rw_tce_hse_th,M_450_599_Flat_apartment,M_450_599_Other_dwelling,M_450_599_Dwg_structure_NS,M_450_599_Tot,M_600_799_Separate_house,M_600_799_Sd_rw_tce_hse_th,M_600_799_Flat_apartment,M_600_799_Other_dwelling,M_600_799_Dwg_structure_NS,M_600_799_Tot,M_800_999_Separate_house,M_800_999_Sd_rw_tce_hse_th,M_800_999_Flat_apartment,M_800_999_Other_dwelling,M_800_999_Dwg_structure_NS,M_800_999_Tot,M_1000_1399_Separate_house,M_1000_1399_Sd_rw_tce_hse_th,M_1000_1399_Flat_apartmnt,M_1000_1399_Other_dwelling,M_1000_1399_Dwg_structure_NS,M_1000_1399_Tot,M_1400_1799_Separate_house,M_1400_1799_Sd_rw_tce_hse_th,M_1400_1799_Flat_apartmnt,M_1400_1799_Other_dwelling,M_1400_1799_Dwg_structure_NS,M_1400_1799_Tot,M_1800_2399_Separate_house,M_1800_2399_Sd_rw_tce_hse_th,M_1800_2399_Flat_apartmnt,M_1800_2399_Other_dwelling,M_1800_2399_Dwg_structure_NS,M_1800_2399_Tot,M_2400_2999_Separate_house,M_2400_2999_Sd_rw_tce_hse_th,M_2400_2999_Flat_apartmnt,M_2400_2999_Other_dwelling,M_2400_2999_Dwg_structure_NS,M_2400_2999_Tot,M_3000_3999_Separate_house,M_3000_3999_Sd_rw_tce_hse_th,M_3000_3999_Flat_apartmnt,M_3000_3999_Other_dwelling,M_3000_3999_Dwg_structure_NS,M_3000_3999_Tot,M_4000_over_Separate_house,M_4000_over_Sd_rw_tce_hse_th,M_4000_over_Flat_apartmnt,M_4000_over_Other_dwelling,M_4000_over_Dwg_structure_NS,M_4000_over_Tot,M_rep_NS_Sep_house,M_rep_NS_Sd_rw_tce_hse_th,M_rep_NS_Flat_apart,M_rep_NS_Other_dwelling,M_rep_NS_Dwg_structu_ns,M_rep_NS_Tot,Tot_Sep_hse,Tot_Sd_row_tce_hse_th,Tot_Flat_apartment,Tot_Other_dwelling,Tot_Dwelling_structure_NS,Tot_Tot
5104014,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,5,5,4,0,0,0,8,3,0,0,0,0,3,11,0,0,0,0,12,3,0,0,0,0,5,0,0,0,0,0,0,29,8,0,0,0,40
5104015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,3,6,0,0,8,0,3,0,0,0,3,0,4,0,0,0,7,0,13,0,0,0,12,0,4,0,0,0,4,0,0,0,0,0,0,3,24,15,0,0,46
5104016,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,18,6,0,0,0,28
5104017,3,0,3,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,7,0,3,0,0,0,0,3,0,3,0,0,7,0,4,4,0,0,8,4,5,8,0,0,19,8,4,7,0,0,15,3,0,3,0,0,9,4,0,0,0,0,9,3,0,0,0,0,3,36,15,30,0,0,86
5104018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,3,3,8,0,0,0,11,7,3,0,0,0,6,0,4,0,0,0,5,4,3,0,0,0,6,0,0,0,0,0,3,25,17,0,0,0,37
5104019,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,8,4,0,0,0,0,4,8,0,0,0,0,8,0,0,0,0,0,0,10,0,0,0,0,14,12,3,0,0,0,17,0,0,0,0,0,0,47,3,0,0,0,51
5104020,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,4,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,7,5,0,0,0,0,13,10,0,0,0,0,9,0,0,0,0,0,0,32,11,3,0,0,43
5104021,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,8,3,0,0,0,0,7,3,3,4,0,0,7,3,0,0,0,0,4,8,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,28,13,7,0,0,49
5104102,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,0,0,5,0,3,15,0,0,20,0,6,12,0,0,19,0,0,15,0,0,16,0,0,3,0,0,3,0,3,4,0,0,6,0,0,3,0,0,3,0,11,74,0,0,81
5104103,0,0,6,0,0,6,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,0,0,12,0,0,0,0,0,0,0,0,7,0,0,7,0,0,3,0,0,3,0,0,0,0,0,0,0,0,30,0,0,28
5104104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,10,0,0,10,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,33
5104105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,6,0,0,8,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,3,24,0,0,29
5104106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16
5104107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,4,0,0,6,0,0,6,0,0,10,0,0,10,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,0,0,39
5104113,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,5,0,10,0,0,0,8,0,3,0,0,0,6,0,3,4,0,0,6,3,9,4,0,0,12,0,0,0,0,0,3,7,26,19,0,0,56
5104114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,7,0,0,3,0,0,3,0,0,5,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,5,0,0,4,0,0,4,0,0,4,0,11,24,0,0,29
5104115,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,4,0,0,3,0,0,3,0,0,0,0,0,3,0,3,3,0,0,7,0,5,3,0,0,11,0,0,0,0,0,0,0,16,21,0,0,34
5104116,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,5,0,3,3,0,0,3,0,0,6,0,0,4,0,0,0,0,0,3,0,6,4,0,0,11,0,6,5,0,0,10,0,0,0,0,0,5,0,28,25,0,0,50
5104118,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,18,0,0,18,0,0,14,0,0,14,0,0,7,0,0,7,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,56
5104119,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,8,6,0,0,0,0,5,9,0,0,0,0,9,3,0,0,0,0,3,30,3,0,0,0,30
5104120,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,5,3,0,8,0,0,13,14,0,22,0,0,36,8,0,5,0,0,14,15,0,4,0,0,24,3,0,0,0,0,8,0,0,3,0,0,4,41,6,57,0,0,106
5104122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,12,0,0,4,0,0,8,0,6,6,0,0,17,3,4,0,0,0,6,3,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,10,21,23,0,0,51
5104123,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,9,4,3,3,0,0,7,0,0,3,0,0,4,0,5,0,0,0,5,0,3,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,3,9,16,18,0,0,47
5104124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,7,0,0,3,0,0,4,3,0,0,0,0,7,0,0,0,0,0,4,3,4,0,0,0,8,4,0,0,0,0,5,0,0,0,0,0,0,13,4,11,0,0,33
5104125,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,3,0,10,0,0,0,10,0,8,0,0,0,3,3,4,0,0,0,3,0,3,0,0,0,7,0,3,0,0,0,3,5,33,0,0,0,38
5104127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,0,0,9,0,0,18,0,0,18,0,0,15,0,0,15,0,0,6,0,0,6,0,0,3,0,0,3,0,0,3,0,0,3,0,0,71,0,0,71
5104128,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,4,3,0,4,0,0,10,0,3,12,0,0,18,0,3,5,0,0,9,0,3,6,0,0,9,0,3,0,0,0,3,0,0,0,0,0,0,5,14,31,0,0,50
5104130,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,7,3,0,3,0,0,5,0,0,0,0,0,3,3,3,0,0,0,8,5,0,0,0,0,7,4,3,0,0,0,10,17,0,0,0,0,14,6,0,0,0,0,4,44,11,15,0,0,68
5104132,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,5,4,0,0,13,0,0,0,0,0,0,6,5,0,0,0,7,9,5,0,0,0,14,0,0,0,0,0,0,28,15,7,0,0,54
5104133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,11,0,0,11,0,3,12,0,0,15,0,0,9,0,0,9,3,5,8,0,0,18,0,3,6,0,0,9,0,0,0,0,0,0,6,10,39,0,0,62
5104134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,3,0,0,0,4,3,0,4,0,0,4,3,0,5,0,0,9,4,3,3,0,0,11,0,0,3,0,0,7,0,0,0,0,0,0,15,12,17,0,0,44
5104135,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,0,0,8,0,3,11,0,0,3,0,0,3,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,4,30
5104138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,5,0,0,5,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14
5104139,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,4,0,0,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,4,0,0,3,0,0,3,0,0,22,0,0,22
5104140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,8,0,0,7,0,0,0,0,0,0,0,0,18,0,0,19
5104143,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,0,0,3,0,0,3,0,0,0,0,0,4,0,3,3,0,0,7,4,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,11,18,0,0,33
5104145,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,4,0,0,8,0,0,24,0,0,22,0,0,20,0,0,20,0,0,15,0,0,15,0,3,3,0,0,5,0,0,0,0,0,0,0,8,78,0,0,85
5104146,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,15,0,0,15,0,0,17,0,0,17,0,0,6,0,0,11,0,0,3,0,0,3,0,0,4,0,0,4,0,0,0,0,0,0,0,0,49,0,0,56
5104147,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,3,0,0,3,3,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,15,9,9,0,0,30
5104148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,3,0,0,0,7,0,5,5,0,0,11,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,24,16,0,0,43
5104149,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,10,0,0,10,0,0,14,0,0,14,0,0,7,0,0,7,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,52
5104150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,12,0,0,12,0,0,3,0,0,3,0,0,4,0,0,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,35,0,0,35
5104151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,16,0,0,16
5104152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,9,0,0,9,0,0,3,0,0,3,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,24,0,0,28
5104153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,5,0,0,5,0,0,7,0,0,7,0,0,6,0,0,6,0,0,7,0,0,7,0,0,6,0,0,6,0,0,5,0,0,5,0,0,52,0,0,52
5104154,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,8,0,0,4,0,0,4,0,0,11,0,0,11,3,0,8,0,0,7,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,13,0,30,0,0,46
5104155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0,3,0,0,11,0,0,19,0,5,13,0,0,21,0,3,12,0,0,14,0,0,4,0,0,4,0,0,3,0,0,3,3,16,51,0,0,74
5104156,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,15,0,0,15,0,0,24,0,0,24,0,0,10,0,0,10,0,0,7,0,0,7,0,0,3,0,0,3,0,0,0,0,0,0,0,0,70,0,0,69
5104157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,10,0,0,10,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,25
5104158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,9,0,3,7,0,0,10,0,3,3,0,0,3,3,0,3,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,5,6,21,0,0,38
5104159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,6,0,0,7,0,0,7,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,29
5104160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16
5104161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104162,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,5,0,0,5,0,0,3,0,0,3,0,0,5,0,0,5,0,0,4,0,0,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,32,0,0,32
5104163,0,0,3,0,0,3,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,8,0,0,8,0,0,8,0,0,8,0,0,5,0,0,5,0,0,20,0,0,20,0,0,11,0,0,11,0,0,23,0,0,23,0,0,22,0,0,22,0,0,6,0,0,6,0,0,109,0,0,109
5104164,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,8,0,0,8,0,0,15,0,0,15,0,0,15,0,0,15,0,0,11,0,0,11,0,0,17,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,82
5104165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,3,0,0,3,0,0,9,0,0,9,0,0,5,0,0,5,0,0,3,0,0,3,0,0,7,0,0,7,0,0,3,0,0,3,0,0,33,0,0,33
5104167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,3,3,0,0,0,0,3,0,0,4,0,0,5,4,0,3,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,11,5,12,0,0,24
5104170,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,4,0,0,10,0,0,10,0,0,3,0,0,3,0,0,11,0,0,11,0,0,7,0,0,7,0,0,4,0,0,4,0,0,46,0,0,46
5104171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,6,0,0,6,0,0,3,0,0,7,0,0,5,0,0,5,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,35
5104172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
5104173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,0,0,8,0,0,8,0,0,18,0,0,18,0,0,11,0,0,11,0,0,12,0,0,12,0,0,10,0,0,17,0,0,0,0,0,0,0,0,73,0,0,74
5104174,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,10,0,0,10,0,0,19,0,0,19,0,0,13,0,0,13,0,0,13,0,0,13,0,0,10,0,0,10,0,0,4,0,0,4,0,0,76,0,0,76
5104175,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,8,0,0,10,0,0,6,0,0,6,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,32
5104176,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,9,0,0,9,0,0,11,0,0,11,0,0,26,0,0,26,0,0,10,0,0,10,0,0,12,0,0,12,0,0,6,0,0,6,0,0,0,0,0,0,0,0,89,0,0,89
5104177,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,0,0,3,0,0,11,0,0,11,0,0,10,0,0,10,0,0,6,0,0,6,0,0,3,0,0,3,0,0,0,0,0,0,0,0,40,0,0,40
5104178,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,11,0,0,11,0,0,7,0,0,7,0,0,11,0,0,9,0,0,3,0,0,3,0,0,0,0,0,4,0,0,3,0,0,3,4,0,44,0,0,48
5104179,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,11,0,0,12,0,0,4,0,0,4,0,6,5,0,0,18,0,0,3,0,0,7,3,4,0,0,0,6,3,0,0,0,0,6,0,0,0,0,0,0,8,19,32,0,0,56
5104180,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,8,0,0,8,0,0,6,0,0,6,0,0,11,0,0,11,0,0,4,0,0,6,0,0,0,0,0,0,0,0,4,0,0,4,0,3,46,0,0,52
5104181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,11,0,0,3,0,0,3,0,0,3,0,0,4,0,0,3,0,0,3,5,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,3,7,3,21,0,0,31
5104183,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,6,0,0,0,0,7,0,0,0,0,0,3,5,0,3,0,0,8,6,0,0,0,0,4,0,0,0,0,0,0,19,5,9,0,0,38
5104184,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,3,0,0,0,3,5,0,3,0,0,8,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,22,4,3,0,0,27
5104185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,3,11,0,0,13,0,0,19,0,0,19,0,0,10,0,0,10,0,0,4,0,0,3,0,3,7,0,0,9,0,0,0,0,0,0,0,3,57,0,0,59
5104186,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,0,3,5,0,0,12,0,0,24,0,0,22,0,0,12,0,0,15,0,3,6,0,0,9,0,4,3,0,0,11,0,0,0,0,0,3,3,19,68,0,0,89
5104201,7,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,8,6,0,0,0,0,6,0,3,0,0,0,6,0,0,0,0,0,0,3,3,0,0,0,9,4,9,0,0,0,14,0,0,0,0,0,4,24,24,0,0,0,48
