SA1_7DIGITCODE_2016,P_PG_Deg_35_44_yr,P_PG_Deg_45_54_yr,P_PG_Deg_55_64_yr,P_PG_Deg_65_74_yr,P_PG_Deg_75_84_yr,P_PG_Deg_85_yr_over,P_PGuate_Deg_Tot,P_Grad_Dip_Cer_15_24,P_Grad_Dip_Cer_25_34,P_Grad_Dip_Cer_35_44,P_Grad_Dip_Cer_45_54,P_Grad_Dip_Cer_55_64,P_Grad_Dip_Cer_65_74,P_Grad_Dip_Cer_75_84,P_Grad_Dip_Cer_85_over,P_Grad_Dip_Cer_Tot,P_B_Deg_15_24_yr,P_B_Deg_25_34_yr,P_B_Deg_35_44_yr,P_B_Deg_45_54_yr,P_B_Deg_55_64_yr,P_B_Deg_65_74_yr,P_B_Deg_75_84_yr,P_B_Deg_85_yr_over,P_B_Deg_Tot,P_Adv_Dip_Dip_15_24,P_Adv_Dip_Dip_25_34,P_Adv_Dip_Dip_35_44,P_Adv_Dip_Dip_45_54,P_Adv_Dip_Dip_55_64,P_Adv_Dip_Dip_65_74,P_Adv_Dip_Dip_75_84,P_Adv_Dip_Dip_85_over,P_Adv_Dip_Dip_Total,P_Cer_III_IV_15_24_yr,P_Cer_III_IV_25_34_yr,P_Cer_III_IV_35_44_yr,P_Cer_III_IV_45_54_yr,P_Cer_III_IV_55_64_yr,P_Cer_III_IV_65_74_yr,P_Cer_III_IV_75_84_yr,P_Cer_III_IV_85_yr,P_Cer_III_IV_Tot,P_Cer_I_II_15_24_yr,P_Cer_I_II_25_34_yr,P_Cer_I_II_35_44_yr,P_Cer_I_II_45_54_yr,P_Cer_I_II_55_64_yr,P_Cer_I_II_65_74_yr,P_Cer_I_II_75_84_yr,P_Cer_I_II_85_yr_over,P_Cer_I_II_Tot,P_Cer_nfd_15_24_yr,P_Cer_nfd_25_34_yr,P_Cer_nfd_35_44_yr,P_Cer_nfd_45_54_yr,P_Cer_nfd_55_64_yr,P_Cer_nfd_65_74_yr,P_Cer_nfd_75_84_yr,P_Cer_nfd_85_yr_over,P_Cer_nfd_Tot,P_Cer_Tot_15_24_yr,P_Cer_Tot_25_34_yr,P_Cer_Tot_35_44_yr,P_Cer_Tot_45_54_yr,P_Cer_Tot_55_64_yr,P_Cer_Tot_65_74_yr,P_Cer_Tot_75_84_yr,P_Cer_Tot_85_yr_over,P_Cer_Tot_Tot,P_lvl_educ_inad_desc_15_24,P_lvl_educ_inad_desc_25_34,P_lvl_educ_inad_desc_35_44,P_lvl_educ_inad_desc_45_54,P_lvl_educ_inad_desc_55_64,P_lvl_educ_inad_desc_65_74,P_lvl_educ_inad_desc_75_84,P_lvl_educ_inad_desc_85,P_lvl_educ_inad_desc_Tot,P_lvl_educ_ns_15_24,P_lvl_educ_ns_25_34,P_lvl_educ_ns_35_44,P_lvl_educ_ns_45_54,P_lvl_educ_ns_55_64,P_lvl_educ_ns_65_74,P_lvl_educ_ns_75_84,P_lvl_educ_ns_85,P_lvl_educ_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
5110320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,4,5,3,0,0,0,30,0,4,3,9,10,4,0,0,28,11,4,6,9,8,5,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,12,4,6,14,8,5,0,0,44,0,0,0,0,0,0,0,0,3,3,0,3,0,3,3,0,0,15,18,18,17,31,18,15,0,0,123
5110321,6,4,0,0,0,0,10,0,0,6,0,3,0,0,0,8,8,15,30,8,8,3,0,0,69,0,10,18,9,3,3,0,0,37,3,11,22,7,8,0,3,0,60,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,11,23,7,8,3,3,0,65,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,0,0,10,14,39,81,32,23,9,3,0,203
5110322,4,0,0,0,0,0,7,0,0,3,0,0,0,0,0,8,9,11,24,12,7,0,0,0,61,3,5,10,8,8,6,0,0,41,3,7,13,9,10,11,0,0,53,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,0,0,8,3,9,20,13,10,9,0,0,67,0,3,0,0,3,0,0,0,3,5,0,0,6,0,4,0,0,15,13,29,54,43,30,22,4,0,199
5110323,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,3,10,3,0,4,14,4,40,0,0,3,6,0,10,18,4,42,0,3,5,4,4,8,18,6,50,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,12,0,3,7,3,4,8,26,12,66,0,0,0,0,0,0,3,0,5,0,0,0,3,3,8,33,45,93,3,9,30,22,17,31,93,69,262
5110324,3,4,0,0,0,0,9,0,0,3,0,0,0,0,0,9,12,18,39,11,4,0,0,0,83,9,9,15,10,8,4,3,0,56,10,13,24,22,11,11,3,0,88,0,0,0,0,0,0,0,0,4,3,0,3,4,0,0,0,0,10,13,17,28,25,11,7,3,0,102,0,0,0,3,0,0,0,0,3,8,8,6,8,3,0,3,0,33,42,47,97,61,29,16,8,0,304
5110326,6,3,0,0,0,0,13,0,0,3,3,0,0,0,0,6,0,22,15,14,11,0,0,0,66,3,10,15,9,3,0,0,0,37,8,17,17,10,10,3,3,0,76,3,3,0,0,0,0,0,0,5,0,4,3,3,0,0,0,0,6,7,27,19,13,10,5,3,0,89,0,0,3,3,0,0,0,0,6,3,3,8,0,0,0,0,0,13,17,64,68,46,20,13,4,0,228
5110328,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,10,12,12,4,0,3,0,41,3,6,5,3,5,0,0,0,25,8,3,9,10,9,0,4,0,38,0,0,5,0,0,0,0,0,7,0,0,0,4,3,0,0,0,5,11,6,8,10,9,3,4,0,56,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,4,0,19,21,26,34,36,23,5,13,0,148
5110329,6,0,0,0,0,0,18,0,0,0,0,0,0,0,0,4,8,15,10,4,5,0,0,0,41,0,0,11,7,0,0,0,0,31,6,8,23,14,6,3,0,0,62,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,7,4,8,24,15,12,3,5,0,76,0,0,0,0,0,0,0,0,8,0,0,3,10,3,0,6,0,19,13,31,66,36,25,3,8,0,189
5110334,5,3,0,0,0,0,15,0,0,3,0,0,0,0,0,5,5,15,15,14,4,0,0,0,60,0,11,13,10,3,5,0,0,39,9,19,9,16,3,4,0,0,76,4,3,6,0,0,0,0,0,8,3,0,3,0,0,0,0,0,9,20,21,21,19,7,3,0,0,94,0,0,0,0,0,0,0,0,3,6,7,3,7,3,3,0,0,28,30,64,53,58,20,17,0,0,249
5110335,7,5,0,0,0,0,16,0,0,0,0,0,0,0,0,5,4,8,15,8,0,0,0,0,39,0,5,17,12,5,0,0,0,36,4,8,14,21,6,0,0,0,58,0,0,3,0,0,0,0,0,4,0,0,4,0,3,0,0,0,11,8,8,26,20,13,3,0,0,74,0,0,3,0,0,0,0,0,3,0,0,6,3,0,3,0,0,12,13,24,73,44,16,7,0,0,181
5110336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5110337,8,0,0,0,0,0,9,0,3,7,0,0,0,0,0,9,3,24,29,11,3,3,0,0,74,3,13,19,8,3,0,0,0,39,7,17,13,16,11,0,3,0,64,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,7,18,14,17,11,3,3,0,76,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,8,12,59,73,41,23,10,9,0,223
5110338,10,0,0,0,0,0,11,0,0,4,0,0,0,0,0,4,4,22,12,6,3,3,0,0,55,5,13,10,3,3,0,0,0,38,6,35,15,5,9,8,0,0,80,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,6,33,19,14,9,8,0,0,94,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,15,20,81,58,18,20,11,3,0,224
5110339,10,4,0,0,0,0,16,0,0,4,0,0,0,0,0,5,3,14,21,18,3,0,0,0,66,7,5,19,19,3,0,0,0,52,5,8,28,22,3,4,0,0,76,4,3,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,9,9,10,35,24,5,5,0,0,95,0,3,0,0,0,0,0,0,6,5,3,10,0,0,3,0,0,18,21,44,92,66,19,6,4,0,257
5110340,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,7,11,4,3,0,0,0,27,3,5,7,6,0,3,0,0,26,3,11,14,3,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,14,8,3,3,0,0,40,0,0,0,0,0,0,0,0,0,5,6,3,8,3,0,0,0,19,15,34,35,27,11,9,3,0,123
5110341,4,7,0,0,0,0,14,0,0,3,0,0,0,0,0,4,9,14,18,11,0,0,0,0,53,0,3,14,10,6,3,0,0,40,3,7,23,6,13,3,0,0,58,6,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0,7,11,6,24,11,11,9,0,0,75,0,0,0,6,0,0,0,0,7,0,0,6,4,0,0,0,0,18,17,29,68,49,23,10,5,0,203
5110342,4,5,0,0,0,0,8,0,0,3,0,0,0,0,0,3,8,10,22,14,3,0,0,0,58,0,3,14,13,3,0,0,0,37,4,4,10,12,3,0,0,0,36,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,7,11,3,6,13,3,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,17,17,48,46,11,3,0,0,149
5110343,10,3,0,0,0,0,31,0,3,10,0,0,0,0,0,15,9,50,19,12,5,0,0,0,98,3,29,18,7,7,0,0,0,59,12,29,22,6,9,0,0,0,76,5,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,3,16,29,27,6,10,0,0,0,81,0,0,0,0,0,0,0,0,4,3,3,11,0,0,0,0,0,19,28,133,89,35,19,5,0,0,314
5110344,4,0,5,0,0,0,19,0,5,4,0,3,0,0,0,11,7,56,30,19,9,3,0,0,122,4,20,23,12,12,5,0,0,78,14,29,24,6,18,8,0,0,104,3,3,0,0,0,0,0,0,11,0,3,0,0,3,0,0,0,12,20,37,26,8,15,8,4,0,116,0,4,4,3,0,0,0,0,15,3,6,9,3,0,4,0,0,36,40,136,94,47,45,22,7,0,393
5110345,7,0,0,0,0,0,11,0,3,3,0,0,0,0,0,8,0,21,13,4,3,0,0,0,44,0,5,10,5,0,0,0,0,20,3,10,13,12,3,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,10,13,11,3,0,0,0,50,0,0,3,0,0,0,0,0,3,3,5,0,3,0,0,0,0,13,9,47,50,30,10,4,0,0,150
5110346,3,0,0,0,0,0,17,0,3,0,0,0,0,0,0,9,3,31,25,10,0,0,0,0,71,0,17,19,7,0,0,0,0,50,3,41,14,8,5,0,0,0,79,0,6,3,0,0,0,0,0,5,0,3,7,0,4,0,0,0,10,3,45,23,8,9,3,0,0,94,0,0,0,0,0,0,0,0,0,0,8,3,4,3,0,0,0,15,18,118,71,31,15,4,0,0,254
5110347,14,3,0,0,0,0,28,0,4,0,0,0,0,0,0,4,3,33,27,16,3,3,0,0,83,0,19,8,8,0,0,0,0,37,3,21,20,4,6,3,0,0,58,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,3,20,19,9,6,3,0,0,68,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,11,92,69,30,13,5,3,0,230
5110348,0,7,0,0,0,0,12,0,4,0,0,0,0,0,0,4,5,14,33,4,3,0,0,0,65,7,16,10,14,5,0,0,0,50,22,10,11,15,5,4,0,0,66,3,0,0,0,0,0,0,0,5,0,5,0,3,0,0,0,0,10,21,19,12,19,5,6,0,0,82,0,0,0,0,0,0,0,0,4,14,0,3,6,3,0,0,0,25,47,59,61,45,16,5,0,0,242
5110349,7,3,0,0,0,0,19,0,4,0,0,0,0,0,0,8,11,37,26,12,5,0,0,0,89,0,14,19,9,8,3,0,0,42,9,26,21,13,16,8,0,0,95,4,0,0,3,0,0,0,0,9,0,4,3,0,3,3,0,0,15,16,34,28,19,15,5,0,0,119,0,0,0,3,0,0,0,0,4,6,10,10,13,5,4,0,0,48,33,97,90,52,35,14,0,0,324
5110350,6,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,12,32,12,4,3,0,0,65,0,3,20,12,0,0,0,0,37,3,6,4,5,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,3,8,11,10,5,0,0,0,35,0,0,0,0,0,0,0,0,3,0,4,8,5,0,3,0,0,18,7,31,72,34,12,4,0,0,169
5110351,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,10,18,15,3,0,0,0,45,0,3,13,6,3,0,0,0,31,5,6,16,5,0,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,15,10,0,7,0,0,39,0,0,0,0,0,0,0,0,5,3,0,0,5,5,0,0,0,12,9,20,50,33,12,14,3,0,142
5110352,3,3,0,0,0,0,23,0,3,4,0,0,0,0,0,10,9,48,23,17,0,0,0,0,101,9,21,22,6,6,0,0,0,62,11,32,21,3,16,6,0,0,84,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,14,9,37,27,9,14,6,0,0,101,0,4,3,0,0,0,0,0,8,3,6,4,3,7,0,0,0,27,30,132,92,38,28,7,0,0,326
5110353,3,5,0,0,0,0,19,0,3,0,0,0,0,0,0,8,3,19,17,11,0,0,0,0,52,3,4,4,7,0,3,0,0,21,3,16,15,17,9,8,0,0,61,5,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,8,12,12,21,20,11,8,0,0,75,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,14,16,51,53,41,14,9,3,0,193
5110354,3,0,3,3,0,0,16,0,3,0,0,0,0,0,0,5,5,31,18,5,7,0,0,0,67,0,15,9,5,4,0,0,0,38,3,16,18,18,5,0,0,0,58,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,18,19,17,5,0,0,0,64,0,0,3,0,0,0,0,0,6,11,7,3,14,0,0,0,0,33,22,86,59,36,21,0,3,0,227
5110355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5110356,9,0,0,0,0,0,32,0,10,3,0,0,0,0,0,15,5,75,37,4,3,0,0,0,130,5,29,18,14,3,3,0,0,78,10,40,14,10,0,0,0,0,82,3,0,0,0,0,0,0,0,3,0,4,3,3,0,0,0,0,18,13,50,23,12,3,3,0,0,101,0,3,3,0,0,0,0,0,5,3,18,5,0,3,0,0,0,28,27,200,98,31,15,7,0,0,384
5110357,15,3,3,0,0,0,38,0,10,7,0,0,0,0,0,14,6,70,43,21,4,0,0,0,139,0,26,29,13,8,0,0,0,78,14,50,42,15,11,5,0,0,129,3,3,3,0,0,0,0,0,12,0,0,3,7,0,0,0,0,11,20,55,43,14,16,4,0,0,150,0,4,0,3,0,0,0,0,4,6,9,8,0,8,3,0,0,28,30,186,144,52,31,8,0,0,453
5110358,3,0,0,0,0,0,12,0,0,3,0,0,0,0,0,3,0,31,12,0,0,0,0,0,53,5,6,3,3,5,0,0,0,22,5,19,7,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,7,5,21,9,3,0,0,0,0,42,0,3,0,4,0,0,0,0,5,0,9,8,0,0,0,0,0,16,14,73,37,12,10,3,0,0,150
5110359,3,8,0,0,0,0,17,0,3,3,0,0,0,0,0,7,3,19,30,16,4,6,0,0,69,5,5,14,25,6,3,0,0,56,3,7,14,22,3,4,0,0,54,0,3,0,0,0,0,0,0,8,3,0,3,3,0,0,0,0,11,6,14,15,20,6,3,5,0,74,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,9,12,36,73,66,18,14,5,0,228
5110360,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,6,0,7,0,3,0,5,0,26,5,3,4,3,4,3,0,0,18,3,6,6,6,4,9,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,6,6,7,4,12,3,0,38,0,0,0,0,0,0,0,0,7,5,0,3,3,6,8,12,0,36,18,15,20,15,21,23,26,0,143
5110361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,7,4,0,0,0,37,3,6,7,8,3,0,0,0,32,11,6,11,14,3,0,0,0,40,0,0,0,0,0,0,0,0,3,3,0,3,4,0,0,0,0,6,12,6,12,20,4,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,28,35,33,10,3,3,0,132
5110362,3,0,0,0,0,0,19,0,0,0,0,3,0,0,0,3,3,29,8,6,4,0,0,0,59,3,11,0,5,4,3,0,0,29,9,17,15,15,3,0,5,0,62,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,4,14,15,21,14,7,0,5,0,71,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,0,0,7,19,78,41,37,16,4,4,0,188
5110363,3,0,0,0,0,0,3,0,4,3,0,0,0,0,0,5,4,14,13,9,3,0,0,0,41,3,3,5,4,3,3,0,0,20,8,6,12,8,8,0,3,0,45,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,8,13,12,9,10,0,3,0,50,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,9,16,27,44,18,13,6,6,0,127
5110364,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,6,26,28,8,11,3,0,0,79,3,15,6,5,3,7,0,0,46,11,23,14,11,15,4,0,0,81,0,3,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,12,11,25,24,15,14,4,0,0,94,0,0,0,0,0,0,0,0,7,0,10,3,0,5,3,0,0,21,18,73,62,35,30,21,4,0,247
5110365,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,4,23,12,8,7,0,0,0,58,7,12,7,5,3,0,0,0,31,8,38,10,15,5,3,0,0,79,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,10,42,9,15,5,6,0,0,89,0,8,0,0,0,0,0,0,4,0,4,3,3,0,3,0,0,16,22,93,44,34,19,7,0,0,215
5110366,3,5,4,0,0,0,7,0,3,3,0,0,0,0,0,10,4,7,19,18,5,0,0,0,54,0,3,18,7,3,3,0,0,30,0,3,15,20,7,0,0,0,55,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,3,4,9,21,20,5,0,0,0,59,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,12,8,18,62,55,21,3,3,0,180
5110401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5110402,3,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,0,6,9,3,0,0,0,0,21,0,4,4,4,0,0,0,0,13,9,11,9,11,11,3,0,0,47,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,11,11,11,8,11,3,0,0,50,0,0,0,0,0,0,0,0,3,6,6,3,8,3,4,0,0,34,22,28,34,22,17,11,0,3,129
5110403,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,7,0,22,6,8,3,5,0,0,51,0,4,9,9,5,5,0,0,35,7,11,13,11,15,12,8,0,77,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,8,11,12,12,20,8,8,0,86,0,3,0,0,3,0,0,0,6,3,6,8,20,10,3,4,0,48,15,51,38,51,47,33,10,0,232
5110404,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,7,10,6,0,0,0,0,30,0,6,3,5,0,0,0,0,23,3,12,13,13,15,7,3,0,63,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,7,12,12,11,15,6,3,0,72,0,0,0,0,0,0,0,0,3,3,4,6,4,4,8,0,0,27,12,33,36,31,17,17,5,0,160
5110405,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,8,7,6,8,0,0,0,26,0,8,4,4,9,4,0,0,30,12,10,20,15,18,12,3,3,85,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,8,11,14,24,14,21,9,3,3,99,0,0,0,0,0,0,0,0,3,5,10,4,9,9,12,29,71,146,17,39,45,38,46,27,37,72,323
5110406,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,5,4,3,0,0,0,0,13,0,8,0,3,0,0,0,0,15,4,5,5,4,7,6,4,0,34,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,7,3,9,4,5,5,9,3,0,49,0,4,0,0,0,0,0,0,4,6,0,0,3,0,7,3,0,13,10,20,16,17,9,18,9,4,101
5110407,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,14,13,4,4,0,0,0,42,8,3,11,9,0,0,0,0,35,10,11,13,10,12,6,0,0,55,3,0,0,3,0,0,0,0,10,0,0,0,0,3,0,0,0,10,20,14,11,11,13,3,0,0,76,3,0,0,0,0,0,0,0,10,3,0,3,0,3,0,0,0,10,39,41,37,28,23,11,0,0,176
5110408,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,3,7,4,5,0,0,0,16,0,0,7,3,3,3,0,0,21,0,10,8,10,7,3,0,0,39,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,5,0,12,10,12,7,3,0,0,52,0,0,0,0,0,0,0,0,0,7,0,5,0,4,3,0,0,13,6,23,24,26,17,6,3,0,110
5110409,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,7,7,7,3,4,0,0,29,7,3,5,3,5,0,0,0,27,0,5,13,5,11,5,3,0,49,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,3,10,16,4,11,5,3,0,54,0,0,0,0,0,0,0,0,0,0,4,11,4,5,0,0,0,23,12,18,45,22,27,9,8,0,140
5110410,4,0,0,0,0,0,4,0,5,0,0,0,0,0,0,5,8,11,0,3,3,0,3,0,33,5,5,3,3,3,0,0,0,18,5,15,8,9,7,8,0,0,49,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,7,9,19,8,8,12,6,0,0,65,0,0,0,3,0,0,0,0,6,0,4,4,7,4,4,4,0,22,21,41,23,24,18,10,10,0,144
5110411,3,0,0,0,0,0,8,0,4,0,0,0,0,0,0,9,4,11,12,0,0,0,0,0,26,0,4,4,8,3,0,0,0,18,12,8,12,5,13,6,0,0,57,0,0,3,0,0,0,0,0,9,0,0,3,0,3,0,0,0,3,12,11,17,6,17,8,0,0,73,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,17,18,28,38,19,30,16,3,0,147
5110412,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,4,5,9,4,3,0,0,0,28,0,8,5,7,3,0,0,0,26,3,6,6,11,3,3,0,0,39,4,0,0,0,0,0,0,0,7,0,0,3,3,0,0,0,0,9,6,8,10,12,5,4,0,0,57,0,0,0,0,0,0,0,0,0,8,0,5,0,0,5,0,4,22,20,30,35,19,18,9,3,3,129
5110413,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,18,5,7,3,0,0,0,40,4,5,4,0,5,0,0,0,21,10,21,5,14,3,3,0,0,55,3,0,0,0,3,0,0,0,10,0,0,0,6,4,0,3,0,8,13,21,6,13,11,3,3,0,71,0,0,0,0,0,0,0,0,3,3,4,3,3,0,0,3,0,17,25,50,31,28,17,4,8,0,160
5110414,3,0,0,4,0,0,6,0,0,0,0,0,0,0,0,3,0,6,6,3,3,0,0,0,21,4,6,12,5,0,0,0,0,24,5,13,8,11,10,3,6,0,56,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,11,3,13,11,14,18,3,6,0,73,0,0,0,0,0,0,0,0,0,6,10,14,3,0,0,0,0,33,13,38,38,23,25,11,9,3,160
5110415,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,5,10,17,8,9,11,0,0,0,48,6,8,11,7,3,0,0,0,34,8,14,18,9,3,0,0,0,53,3,3,0,3,0,0,0,0,8,0,0,3,0,0,3,0,0,5,11,14,18,15,4,3,0,0,65,0,0,0,0,0,0,0,0,4,11,8,6,9,5,0,0,0,34,36,54,42,36,22,3,3,0,202
5110416,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,12,9,15,6,3,0,0,0,45,0,9,6,9,3,3,0,0,34,6,13,15,20,7,11,3,0,72,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,8,12,18,21,20,9,8,3,0,92,0,0,3,0,0,0,0,0,4,9,6,0,6,3,3,3,3,33,23,45,45,48,16,19,11,3,214
5110417,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,5,3,13,7,3,5,0,0,0,28,3,10,12,5,3,0,0,0,35,6,12,7,16,10,6,0,0,54,0,0,0,0,0,0,0,0,3,5,0,0,4,0,0,0,0,13,10,17,9,18,6,6,0,0,67,0,0,0,0,0,0,0,0,0,5,0,0,3,6,3,18,21,55,20,41,37,26,25,3,19,21,200
5110418,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,14,3,3,8,5,4,3,0,0,17,7,10,3,15,8,0,0,0,47,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,12,13,3,22,8,0,0,0,58,0,0,4,0,0,0,0,0,8,3,3,0,3,7,7,0,0,15,16,29,20,29,12,11,0,0,118
5110419,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,5,3,0,0,0,0,21,3,5,3,0,7,0,0,0,19,4,3,6,11,4,3,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,11,7,3,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,12,5,24,14,14,13,7,5,0,89
5110420,3,0,0,0,0,0,6,0,3,0,0,0,0,0,0,3,3,21,8,5,3,3,0,0,48,0,10,13,7,4,0,0,0,37,7,20,16,12,9,3,0,0,64,0,0,0,0,0,0,0,0,4,0,0,4,3,3,0,0,0,10,8,20,20,19,12,4,0,0,80,0,0,0,0,4,0,0,0,3,0,9,6,6,6,0,0,0,23,20,55,50,37,25,7,0,0,202
5110421,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,3,17,3,3,6,3,0,0,28,0,10,13,8,0,0,0,0,31,14,22,20,19,4,4,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,14,22,20,15,13,8,0,0,91,0,0,0,3,0,0,0,0,0,3,3,3,9,0,3,3,0,20,25,50,41,35,18,16,3,0,184
