SA1_7DIGITCODE_2016,P_PG_Deg_35_44_yr,P_PG_Deg_45_54_yr,P_PG_Deg_55_64_yr,P_PG_Deg_65_74_yr,P_PG_Deg_75_84_yr,P_PG_Deg_85_yr_over,P_PGuate_Deg_Tot,P_Grad_Dip_Cer_15_24,P_Grad_Dip_Cer_25_34,P_Grad_Dip_Cer_35_44,P_Grad_Dip_Cer_45_54,P_Grad_Dip_Cer_55_64,P_Grad_Dip_Cer_65_74,P_Grad_Dip_Cer_75_84,P_Grad_Dip_Cer_85_over,P_Grad_Dip_Cer_Tot,P_B_Deg_15_24_yr,P_B_Deg_25_34_yr,P_B_Deg_35_44_yr,P_B_Deg_45_54_yr,P_B_Deg_55_64_yr,P_B_Deg_65_74_yr,P_B_Deg_75_84_yr,P_B_Deg_85_yr_over,P_B_Deg_Tot,P_Adv_Dip_Dip_15_24,P_Adv_Dip_Dip_25_34,P_Adv_Dip_Dip_35_44,P_Adv_Dip_Dip_45_54,P_Adv_Dip_Dip_55_64,P_Adv_Dip_Dip_65_74,P_Adv_Dip_Dip_75_84,P_Adv_Dip_Dip_85_over,P_Adv_Dip_Dip_Total,P_Cer_III_IV_15_24_yr,P_Cer_III_IV_25_34_yr,P_Cer_III_IV_35_44_yr,P_Cer_III_IV_45_54_yr,P_Cer_III_IV_55_64_yr,P_Cer_III_IV_65_74_yr,P_Cer_III_IV_75_84_yr,P_Cer_III_IV_85_yr,P_Cer_III_IV_Tot,P_Cer_I_II_15_24_yr,P_Cer_I_II_25_34_yr,P_Cer_I_II_35_44_yr,P_Cer_I_II_45_54_yr,P_Cer_I_II_55_64_yr,P_Cer_I_II_65_74_yr,P_Cer_I_II_75_84_yr,P_Cer_I_II_85_yr_over,P_Cer_I_II_Tot,P_Cer_nfd_15_24_yr,P_Cer_nfd_25_34_yr,P_Cer_nfd_35_44_yr,P_Cer_nfd_45_54_yr,P_Cer_nfd_55_64_yr,P_Cer_nfd_65_74_yr,P_Cer_nfd_75_84_yr,P_Cer_nfd_85_yr_over,P_Cer_nfd_Tot,P_Cer_Tot_15_24_yr,P_Cer_Tot_25_34_yr,P_Cer_Tot_35_44_yr,P_Cer_Tot_45_54_yr,P_Cer_Tot_55_64_yr,P_Cer_Tot_65_74_yr,P_Cer_Tot_75_84_yr,P_Cer_Tot_85_yr_over,P_Cer_Tot_Tot,P_lvl_educ_inad_desc_15_24,P_lvl_educ_inad_desc_25_34,P_lvl_educ_inad_desc_35_44,P_lvl_educ_inad_desc_45_54,P_lvl_educ_inad_desc_55_64,P_lvl_educ_inad_desc_65_74,P_lvl_educ_inad_desc_75_84,P_lvl_educ_inad_desc_85,P_lvl_educ_inad_desc_Tot,P_lvl_educ_ns_15_24,P_lvl_educ_ns_25_34,P_lvl_educ_ns_35_44,P_lvl_educ_ns_45_54,P_lvl_educ_ns_55_64,P_lvl_educ_ns_65_74,P_lvl_educ_ns_75_84,P_lvl_educ_ns_85,P_lvl_educ_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
5100259,0,0,0,3,0,0,3,0,3,0,3,0,0,0,0,8,4,5,12,5,3,3,0,0,27,0,4,9,3,3,0,0,0,20,16,8,18,10,13,12,3,0,83,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,16,13,18,10,13,12,3,0,87,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,0,0,18,19,23,45,26,22,18,10,0,166
5100260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,7,0,0,3,0,3,5,0,0,13,0,4,0,4,0,6,5,3,31,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,7,0,4,5,6,10,4,38,0,0,0,0,0,0,0,0,6,0,3,0,0,3,5,13,3,30,0,13,6,9,13,20,21,7,92
5100261,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,7,3,0,0,0,18,0,3,12,9,0,0,0,0,22,8,18,21,7,4,4,0,0,72,3,0,0,0,3,0,0,0,7,0,0,3,0,0,0,0,0,3,12,23,26,9,7,4,0,0,85,0,0,0,0,0,0,0,0,0,5,3,0,5,0,6,0,0,17,17,30,45,31,7,10,0,0,140
5100262,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,5,3,3,0,0,0,19,0,3,3,0,4,0,0,0,23,0,7,8,8,6,8,4,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,8,4,9,8,4,6,0,46,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,18,8,23,22,18,22,12,12,0,116
5100263,0,4,0,0,0,0,3,0,0,0,3,0,0,0,0,11,0,3,3,11,0,3,0,0,24,0,0,5,5,3,4,0,0,17,3,8,7,17,13,3,0,0,49,3,0,0,3,0,0,0,0,4,0,0,3,0,0,0,0,0,8,4,8,13,21,13,5,0,0,60,0,0,0,0,0,0,0,0,0,3,0,3,0,4,3,0,0,14,7,8,21,45,19,18,6,0,127
5100264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,3,0,0,0,10,0,0,0,3,4,3,0,0,15,3,8,10,15,3,8,0,0,44,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,8,10,15,8,11,0,0,47,0,0,0,3,0,0,0,0,6,3,0,0,0,4,0,4,0,15,4,10,18,18,16,10,4,0,90
5100265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,14,0,0,0,0,8,12,9,4,24,0,0,0,0,10,29,11,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,14,37,9,0,55,0,0,0,0,0,4,3,0,4,0,0,0,0,6,5,8,0,25,0,0,0,0,26,66,27,5,131
5100266,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,14,14,3,5,0,0,0,33,0,7,8,0,3,0,0,0,20,11,36,18,12,3,6,0,0,83,0,0,3,0,0,0,0,0,8,0,0,3,3,0,0,0,0,6,18,37,24,14,3,6,0,0,95,0,0,0,0,0,0,0,0,4,7,5,7,4,0,4,0,0,23,25,70,44,22,10,9,3,0,184
5100267,3,3,0,3,0,0,5,0,0,5,0,0,3,0,0,6,0,4,9,3,0,0,0,0,22,0,7,14,7,5,5,0,0,36,9,20,21,15,7,4,4,0,84,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,13,22,18,19,7,5,4,0,93,0,0,0,0,0,0,0,0,0,5,6,3,4,3,7,3,0,35,20,44,43,34,18,26,9,0,207
5100268,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,5,3,4,0,0,0,28,0,10,5,3,7,5,0,0,27,5,20,17,14,4,4,5,0,74,0,0,5,0,0,0,0,0,9,0,3,0,0,0,0,0,0,9,9,26,16,17,4,3,5,0,85,0,0,0,0,0,0,0,0,0,7,4,5,0,3,3,0,0,20,20,52,41,21,21,10,5,0,165
5100269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100270,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,3,4,0,0,0,10,0,0,0,3,3,7,0,0,16,4,0,3,5,4,6,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,4,3,3,4,4,5,0,0,28,0,0,0,0,0,0,0,0,0,3,0,6,0,3,9,0,0,19,7,4,18,14,12,24,0,0,82
5100271,3,0,3,0,0,0,10,0,0,0,0,3,0,0,0,8,0,0,4,3,7,3,0,0,12,0,3,0,0,3,7,0,0,14,0,3,3,4,6,3,6,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,9,0,3,10,4,10,9,6,0,33,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,11,11,24,17,8,0,79
5100272,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,6,0,16,18,10,7,3,0,0,59,0,12,10,9,12,3,0,0,54,15,34,52,31,16,10,3,0,158,5,3,4,3,0,0,0,0,21,0,4,5,7,3,3,0,0,19,20,44,63,37,23,11,3,0,194,0,0,0,0,0,0,0,0,3,0,11,8,3,4,3,0,0,26,22,83,103,63,48,22,8,0,348
5100273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5,0,0,3,6,3,0,0,0,11,3,3,10,3,3,0,0,0,23,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,7,5,3,9,3,10,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,13,9,6,15,9,15,4,3,0,56
5100274,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,0,0,17,0,4,3,0,0,0,0,0,9,6,12,12,11,9,0,0,0,44,0,0,3,0,0,0,0,0,4,0,3,0,0,0,0,0,0,7,3,12,19,11,8,0,0,0,54,0,0,0,5,0,0,0,0,5,3,0,3,0,0,3,0,0,11,8,22,32,17,9,3,0,0,91
5100275,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,8,0,3,5,9,3,0,0,0,26,4,0,6,3,9,0,0,0,22,3,5,7,13,18,11,9,0,64,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,7,3,5,11,18,18,15,9,0,79,0,0,0,0,0,0,0,0,0,4,9,3,5,8,4,3,3,29,13,18,28,37,36,22,10,3,167
5100276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,8,5,0,0,0,25,0,0,5,3,3,0,0,0,13,3,15,7,11,5,12,0,0,54,3,0,0,3,0,0,0,0,9,0,0,0,3,3,0,0,0,11,5,15,9,21,10,12,0,0,67,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,5,27,25,27,15,10,0,0,122
5100277,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,8,8,3,3,0,0,0,23,3,0,0,3,4,3,0,0,14,4,0,3,4,6,0,0,0,29,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,3,4,11,6,0,0,0,32,0,0,0,0,0,0,0,0,0,5,3,0,0,4,3,0,0,18,15,18,19,19,22,13,0,0,100
5100278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,0,0,13,0,7,0,0,0,3,0,0,13,11,7,5,9,3,10,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,5,9,9,10,0,0,51,0,0,0,0,0,0,0,0,0,3,4,7,0,3,0,0,0,19,17,20,15,14,13,11,3,0,102
5100279,4,0,0,0,0,0,11,0,0,0,0,3,0,0,0,4,0,3,3,0,3,0,0,0,17,0,3,3,3,5,0,5,0,22,0,3,16,6,6,6,4,0,41,0,0,0,0,0,0,0,0,4,3,0,0,4,0,3,0,0,8,6,4,12,6,5,11,4,0,52,0,0,0,0,0,0,0,0,3,0,0,3,0,4,6,0,5,21,10,16,29,16,28,23,13,3,125
5100280,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,18,0,4,14,3,5,3,0,0,25,3,12,14,16,6,3,4,4,63,0,3,0,0,0,0,0,0,7,0,0,3,3,0,0,0,0,5,9,10,18,22,6,3,7,4,76,0,0,0,0,0,0,0,0,0,6,8,9,8,0,0,0,0,29,12,28,41,40,14,7,7,3,154
5100281,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,3,3,5,8,5,0,0,27,3,0,0,0,3,4,3,0,16,10,10,8,17,17,8,4,0,75,3,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,3,14,13,16,17,23,8,6,0,91,0,0,0,0,0,0,0,0,4,3,8,4,5,7,6,16,3,61,24,31,28,33,42,25,19,8,203
5100282,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,10,3,0,3,0,0,21,0,3,3,7,3,4,6,0,33,9,6,16,15,3,7,5,0,61,0,0,3,0,0,0,0,0,9,0,3,0,0,0,0,3,0,11,8,9,23,15,10,3,10,0,74,0,0,0,0,0,0,0,0,3,6,0,5,3,4,15,31,37,90,14,21,40,24,18,31,43,40,234
5100283,3,3,0,0,0,0,7,0,3,0,0,3,0,0,0,10,0,8,13,7,6,0,3,0,40,0,3,0,11,8,4,0,0,32,9,7,11,19,7,6,0,0,60,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,7,7,7,13,21,12,11,0,0,75,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,4,9,14,11,29,30,46,33,20,11,5,187
5100301,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,11,4,0,3,0,0,27,3,0,0,3,4,0,3,0,15,0,6,5,3,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,5,3,0,0,3,0,24,0,0,0,0,0,0,0,0,7,0,0,9,3,0,3,0,0,19,6,17,22,16,11,11,5,0,93
5100302,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,11,20,8,7,0,0,0,41,0,3,4,9,3,0,0,0,17,0,8,20,7,5,4,0,0,45,0,0,3,0,0,0,0,0,5,0,0,4,0,3,0,0,0,7,3,11,27,7,9,3,0,0,59,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,9,23,47,28,19,11,3,0,136
5100303,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,3,0,5,4,3,8,8,0,0,35,0,0,4,6,5,7,0,0,19,3,7,7,12,14,12,3,0,54,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,7,4,9,7,19,10,12,3,0,62,0,0,0,0,0,0,0,0,3,5,0,0,6,3,3,0,0,21,10,14,16,40,27,30,9,0,148
5100304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,3,0,0,0,15,0,0,3,3,4,3,0,0,15,8,3,6,4,10,4,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,4,3,6,8,9,4,0,0,37,0,0,0,0,0,0,0,0,0,3,6,5,3,7,4,0,0,30,14,19,17,24,27,10,0,0,102
5100305,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,4,0,3,4,7,10,3,3,0,32,0,0,4,8,7,4,0,0,23,9,6,12,9,9,5,0,0,45,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,9,6,12,12,11,5,0,0,54,0,0,0,0,0,0,0,0,0,4,0,4,8,8,5,0,0,26,8,16,29,33,25,17,3,0,143
5100306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,12,7,0,0,0,34,0,3,6,12,8,8,0,0,34,9,9,17,13,17,0,0,0,73,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,10,12,14,23,18,23,0,0,0,87,0,0,0,0,0,0,0,0,0,3,3,4,9,0,10,3,0,33,19,25,36,46,41,19,3,0,196
5100307,0,5,4,0,3,0,8,0,0,0,0,6,0,0,0,7,0,3,11,15,3,5,0,0,41,0,0,3,4,3,3,4,0,22,0,0,5,15,15,6,3,0,48,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,5,0,8,15,20,3,3,0,58,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,0,17,6,6,26,43,41,19,5,0,151
5100308,0,0,0,3,0,0,7,0,0,3,0,3,0,0,0,6,0,10,8,10,16,5,5,0,56,0,3,3,21,9,7,3,0,50,4,7,12,14,8,9,0,0,59,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,3,0,6,4,10,19,16,13,11,3,0,76,0,0,0,0,0,0,0,0,0,3,0,0,8,4,3,0,0,21,14,22,34,58,43,28,15,4,214
5100310,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,9,13,17,6,8,7,0,60,0,0,4,7,7,7,0,0,32,3,9,6,9,9,9,4,0,53,0,0,3,0,0,0,0,0,3,0,0,0,0,0,7,0,0,9,3,15,13,9,15,12,4,0,70,3,0,0,0,0,0,0,0,5,3,8,12,4,16,5,0,0,51,14,40,40,41,44,36,12,0,230
5100311,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,3,0,17,14,7,3,3,3,0,41,0,0,8,4,3,0,0,0,21,3,9,12,9,3,4,0,0,41,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,5,11,16,8,3,0,0,44,0,0,0,0,0,0,0,0,3,0,5,6,0,5,0,0,0,21,5,29,40,28,21,8,4,4,138
5100312,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,9,10,9,8,6,3,0,48,0,3,3,10,15,4,3,0,35,0,15,10,15,10,5,0,0,59,4,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,15,10,21,10,4,3,0,68,0,0,0,0,0,0,0,0,4,5,0,0,5,6,9,0,0,19,10,29,26,43,37,24,10,3,183
5100313,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,3,10,3,3,0,3,0,0,24,0,7,5,8,5,0,0,0,21,0,13,15,3,0,5,0,0,33,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,11,13,3,4,5,0,0,44,0,0,0,0,0,0,0,0,0,0,12,15,0,3,3,3,3,32,8,44,36,16,13,15,5,3,135
5100314,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,7,8,8,0,0,0,30,3,0,3,3,5,0,0,0,14,0,9,4,6,10,3,0,0,35,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,9,4,14,10,4,0,0,38,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,0,22,3,11,30,22,30,15,5,0,116
5100315,3,3,3,4,0,0,10,0,0,0,3,0,0,0,0,9,0,12,16,15,9,6,6,0,63,0,9,8,5,12,8,0,0,38,3,7,8,5,11,6,0,0,49,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,3,14,10,12,16,4,0,0,58,0,0,0,0,0,0,0,0,0,6,12,12,7,13,5,0,0,56,18,39,51,41,50,25,4,0,231
5100316,5,4,0,0,0,0,9,0,0,0,0,0,3,0,0,6,0,4,11,7,10,8,0,0,46,4,3,3,6,4,7,0,0,27,3,3,5,17,5,3,0,0,45,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,8,0,5,6,23,5,3,6,0,55,0,0,0,0,0,3,0,0,4,4,5,0,4,3,0,0,0,16,5,17,34,47,29,26,8,0,166
5100317,0,4,0,0,0,0,8,0,0,0,8,0,0,0,0,10,0,8,9,22,10,3,0,0,57,0,0,4,7,11,5,0,0,29,3,4,10,15,3,3,0,0,43,0,3,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,4,3,11,16,17,3,3,0,0,56,0,0,0,0,0,0,0,0,0,3,0,4,6,6,0,3,0,29,8,17,42,60,37,13,7,0,193
5100318,3,0,0,3,0,0,10,0,0,0,3,0,0,0,0,8,0,16,13,15,17,14,4,0,80,0,4,3,6,11,0,3,0,22,0,17,8,7,10,5,3,0,51,0,0,0,0,0,0,0,0,3,0,0,0,3,9,4,0,0,15,0,16,8,13,18,10,3,0,67,0,0,0,0,0,0,0,0,4,9,4,3,6,17,4,3,0,47,9,43,34,40,63,31,11,0,236
5100319,0,0,3,0,0,0,7,0,0,3,0,3,0,0,0,7,0,7,7,10,19,11,5,0,59,0,7,6,3,8,3,11,0,32,0,3,5,3,3,8,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,3,3,5,5,6,11,5,0,40,0,0,0,0,0,0,0,0,3,0,3,3,0,7,4,8,0,15,3,18,23,23,39,26,25,0,166
5100320,3,3,0,0,0,0,11,0,7,3,3,3,0,0,0,20,5,16,25,24,10,10,8,0,99,0,7,12,18,12,5,3,0,59,6,13,19,13,10,6,0,3,75,0,0,3,0,0,0,0,0,8,0,6,3,4,0,0,0,0,9,6,19,30,22,5,4,0,5,94,0,0,0,0,0,0,0,0,9,0,10,12,7,6,3,3,0,41,12,61,87,71,43,32,18,8,332
5100321,5,3,0,0,0,0,19,0,0,5,0,4,0,0,0,13,0,3,25,8,14,13,4,0,73,0,0,16,6,9,10,3,0,43,0,10,15,13,3,7,3,0,52,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,10,20,19,6,3,3,0,58,0,0,0,0,0,0,0,0,3,3,3,4,6,0,3,0,3,23,5,19,76,49,34,34,6,3,223
5100322,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,3,0,5,8,3,3,16,0,0,45,0,3,0,3,7,8,0,0,21,0,4,0,5,4,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,4,3,6,6,7,0,0,29,0,0,0,0,0,0,0,0,0,3,4,7,13,15,10,3,0,53,7,22,20,26,29,49,8,0,155
5100323,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,5,17,0,8,0,0,0,35,0,0,5,3,0,0,3,0,17,4,12,10,12,7,3,0,0,46,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,12,6,18,9,3,0,0,52,0,0,0,0,0,0,0,0,3,0,0,6,4,4,0,0,0,12,7,22,36,28,24,10,0,0,126
5100324,3,4,3,0,0,0,13,0,0,3,0,3,0,3,0,17,0,3,12,10,17,3,3,0,46,0,0,9,5,10,3,3,0,23,3,5,5,8,12,3,0,0,42,3,7,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,3,4,9,12,13,19,3,0,0,60,0,0,0,0,0,0,0,0,0,8,0,9,0,5,3,0,0,29,13,19,43,30,53,14,8,0,187
5100325,0,0,0,3,0,0,8,0,3,6,3,0,0,0,0,16,0,15,25,6,3,8,0,0,60,0,3,10,5,9,4,0,0,29,6,12,40,13,5,5,0,0,83,0,3,0,0,0,0,0,0,10,0,0,3,3,0,3,0,0,10,6,15,42,20,10,8,3,3,103,0,0,4,0,0,0,0,0,4,6,3,6,3,0,6,3,0,38,11,47,91,37,30,24,11,4,255
5100326,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,12,11,3,4,3,0,0,37,3,7,13,10,0,3,0,0,30,4,12,15,15,5,6,0,3,63,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,4,15,15,18,9,13,0,3,73,0,0,0,0,0,0,0,0,0,4,3,3,4,4,3,4,0,20,9,38,41,30,17,23,3,3,161
5100327,4,0,0,3,0,0,13,0,0,3,0,0,0,0,0,10,3,14,18,9,0,5,0,0,56,0,25,9,0,7,9,0,0,50,4,38,32,13,9,5,4,0,111,4,3,0,0,0,0,0,0,11,0,3,3,0,0,0,0,0,8,14,38,34,18,7,10,8,0,129,0,0,0,0,4,0,0,0,5,3,10,3,6,4,4,0,0,30,16,91,77,38,21,36,10,0,294
5100328,5,0,3,0,0,0,17,0,3,7,3,3,0,0,0,13,0,30,37,6,7,12,0,0,102,7,22,21,11,7,10,3,0,72,7,35,40,27,11,9,3,0,122,0,4,0,0,0,0,0,0,7,0,0,10,6,3,0,0,0,23,7,43,52,31,12,7,3,0,153,0,0,0,0,0,0,0,0,0,8,17,9,4,0,3,0,0,42,20,114,130,64,37,27,9,0,404
5100401,5,0,0,0,0,0,7,0,0,0,4,0,0,0,0,5,0,11,37,13,11,7,0,0,71,0,5,9,8,9,4,0,0,37,3,7,26,13,8,0,3,0,62,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,6,3,29,17,4,0,3,0,69,0,0,0,0,3,0,0,0,3,0,0,3,6,0,4,0,0,14,9,23,81,43,24,21,5,0,213
5100405,5,3,0,3,0,0,15,0,0,3,6,0,0,0,0,14,0,19,22,25,12,4,3,0,90,3,9,11,9,14,0,6,0,48,8,7,14,22,19,0,0,0,75,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,0,12,9,10,14,29,17,0,0,0,87,0,0,0,0,0,0,0,0,0,9,18,11,20,26,19,4,0,114,22,56,66,86,75,30,15,0,365
5100406,5,0,3,3,0,0,11,0,0,5,0,0,0,0,0,6,0,10,19,13,13,6,0,0,62,0,6,4,5,15,3,0,0,38,4,13,12,16,3,10,3,0,67,0,0,4,0,0,0,0,0,5,0,0,0,3,0,0,0,0,5,4,17,21,20,10,9,3,0,82,0,0,0,0,3,0,0,0,3,3,3,8,8,5,3,0,4,36,13,40,52,42,47,24,9,3,237
5100407,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,18,3,0,7,6,4,3,49,0,7,3,5,6,7,3,6,26,0,15,11,11,4,6,3,3,57,0,0,0,0,0,3,0,0,3,0,3,0,3,0,0,0,0,9,4,20,11,17,5,7,3,3,66,0,0,0,0,0,0,0,0,0,3,10,4,8,11,6,12,10,54,14,53,25,28,25,22,23,20,203
5100408,4,0,0,5,0,0,17,0,0,3,0,5,0,0,0,8,0,14,8,6,11,3,3,0,43,3,5,10,8,8,7,0,0,42,3,10,12,11,7,0,0,0,49,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,9,6,7,8,11,17,3,0,0,52,0,0,0,3,0,0,0,0,3,6,9,10,15,9,6,8,0,62,14,46,45,45,40,25,9,3,229
5100410,5,0,0,3,0,0,8,0,0,0,0,0,0,0,0,7,3,27,23,4,3,4,0,0,76,4,22,11,12,8,0,0,0,56,13,57,38,14,9,9,0,0,137,3,4,0,0,0,0,0,0,4,0,5,3,0,3,0,0,0,21,18,65,36,16,18,11,0,0,166,0,5,0,0,0,0,0,0,6,8,6,8,3,5,0,0,0,33,35,132,85,34,31,20,0,0,344
5100411,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,14,5,7,3,6,0,0,33,0,5,0,3,4,3,0,0,20,3,10,8,11,4,8,0,0,40,3,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,9,4,6,13,13,11,6,0,0,53,0,0,0,0,0,0,0,0,0,12,22,6,3,9,3,3,0,65,24,52,28,25,28,24,3,3,173
5100412,3,0,0,3,0,0,9,0,0,4,4,7,3,0,0,18,3,9,9,15,7,9,5,0,53,0,11,12,9,12,3,5,0,46,3,6,12,8,13,6,0,0,50,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,5,3,11,12,9,13,3,0,0,61,0,0,0,0,0,0,0,0,3,6,5,7,15,7,4,0,3,47,17,34,43,50,51,25,8,7,234
5100413,6,0,3,4,0,0,12,0,0,11,0,4,0,0,0,15,0,16,19,14,10,3,5,0,71,0,4,14,11,10,4,7,0,42,4,11,24,23,15,3,5,0,82,0,0,5,3,0,0,0,0,8,0,0,0,0,3,3,0,0,5,4,13,29,26,16,5,5,0,97,0,0,0,0,0,0,0,0,3,3,0,5,3,3,3,3,3,32,13,40,80,59,47,26,25,3,277
5100414,0,3,3,3,0,0,15,0,3,3,3,0,0,0,0,9,0,25,28,13,19,11,3,0,90,0,0,11,12,11,8,5,0,47,0,7,11,21,14,6,3,0,75,0,0,0,3,0,0,0,0,7,0,0,4,4,0,0,0,0,7,0,6,18,23,15,10,3,0,83,0,3,0,0,0,0,0,0,3,6,9,12,7,10,7,4,0,53,9,47,69,64,57,40,10,5,303
