SA1_7DIGITCODE_2016,Tot_Mgr,Tot_Pfn,Tot_Tch_trwk,Tot_Co_Pswk,Tot_Cl_Adwk,Tot_Sal,Tot_MchOp,Tot_Lab,Tot_Inad_ns,Tot_To
5105723,8,20,45,37,36,28,19,28,3,224
5105724,22,35,43,23,42,37,24,36,17,278
5105725,30,27,42,30,36,28,28,39,6,273
5105727,14,28,47,35,24,25,17,36,0,220
5105728,11,10,21,14,20,7,8,15,0,112
5105729,13,38,54,39,52,25,27,47,7,296
5105730,13,16,31,17,33,11,13,29,3,178
5105731,14,3,20,5,17,4,0,4,0,74
5105732,42,24,14,13,25,20,6,10,0,158
5105733,152,236,284,189,226,151,177,142,29,1589
5105734,22,29,28,7,17,14,15,18,3,154
5105735,15,27,24,23,18,19,17,21,0,167
5105736,12,23,19,15,9,30,9,7,0,122
5105737,11,9,27,16,26,16,13,29,9,151
5105738,27,27,45,35,23,36,20,22,6,235
5105739,23,21,41,24,31,24,13,37,0,207
5105740,15,34,33,30,36,30,23,29,5,235
5105741,8,6,30,23,18,8,14,8,3,121
5105801,9,44,0,9,5,0,0,0,0,75
5105802,11,15,44,24,22,19,19,30,7,190
5105803,28,23,72,30,45,29,40,50,3,321
5105804,25,27,65,35,58,29,47,31,4,316
5105805,5,0,14,7,12,5,13,22,0,81
5105806,3,9,7,3,8,4,5,11,3,54
5105807,14,7,9,4,12,0,4,13,3,74
5105808,30,22,44,22,28,9,22,26,3,196
5105809,39,48,76,20,56,29,24,24,6,328
5105810,29,28,42,23,37,12,35,30,7,234
5105811,18,35,32,16,38,22,20,16,5,207
5105812,16,24,30,14,22,8,17,10,3,130
5105813,18,36,40,25,30,25,22,19,7,223
5105902,64,64,90,70,74,41,51,34,7,510
5105905,18,24,24,15,24,9,16,20,4,157
5105906,12,27,26,23,17,21,8,11,0,143
5105907,0,0,0,0,0,0,0,0,0,0
5105909,13,30,28,21,37,22,21,21,0,195
5105910,11,16,24,5,8,12,9,14,6,107
5105911,15,6,14,3,12,3,3,4,0,63
5105912,21,12,26,18,18,4,9,6,0,112
5105913,196,322,341,256,282,167,221,179,27,1986
5105914,17,13,27,12,23,6,7,12,3,115
5105915,22,29,45,18,46,21,13,9,0,203
5105916,14,19,11,14,16,23,16,14,0,126
5105917,19,15,24,11,10,16,16,23,0,140
5105918,10,22,24,14,20,18,15,19,4,146
5105919,10,23,26,11,21,22,15,22,0,145
5105920,21,27,41,31,37,19,31,30,5,241
5105921,10,16,27,16,15,20,8,16,4,129
5105922,21,25,32,22,37,21,28,17,7,208
5105923,11,20,27,31,25,25,21,18,13,188
5105924,33,45,41,39,52,49,10,17,3,308
5105925,12,17,20,21,20,16,10,11,6,134
5105926,22,36,47,40,42,31,15,24,3,262
5105927,15,25,19,17,22,21,7,9,3,143
5105928,7,13,19,9,15,10,10,9,5,88
5105929,5,16,17,12,17,12,14,8,3,113
5105930,13,15,12,15,25,12,13,8,3,112
5105932,17,20,40,21,25,23,18,21,0,177
5105933,22,24,43,34,30,22,33,23,0,234
5105934,15,16,26,32,39,16,13,18,0,174
5105935,18,13,29,25,25,38,28,23,3,194
5105936,9,22,11,19,16,19,10,9,3,123
5105938,18,32,42,12,33,24,15,13,9,201
5105939,29,25,31,23,28,10,15,9,3,175
5105940,27,50,40,33,48,28,25,17,5,279
5105941,24,29,42,34,40,31,13,21,0,238
5105942,29,33,30,17,18,21,21,13,0,179
5105943,14,29,32,22,30,14,24,8,3,185
5105944,29,21,27,20,19,13,18,17,4,166
5105945,29,25,33,18,29,20,12,19,4,188
5105946,14,25,35,28,33,13,18,15,11,201
5105947,4,7,9,14,7,8,9,7,0,71
5105948,14,20,23,27,23,24,7,14,3,149
5105949,27,26,39,26,51,31,24,28,0,250
5105951,0,0,0,0,0,0,0,0,0,0
5105952,12,4,28,15,25,9,19,17,5,134
5105953,35,27,46,28,37,12,19,20,6,234
5105954,12,16,16,11,24,22,23,21,3,147
5105955,10,12,19,16,18,14,14,5,3,110
5105956,25,32,53,41,33,18,21,35,7,263
5105957,10,29,23,27,16,15,17,9,0,141
5105959,34,35,39,34,43,16,23,28,3,267
5105960,8,5,9,20,18,16,8,10,0,94
5105961,24,53,46,41,51,26,26,21,5,288
5105962,38,45,40,45,60,33,41,24,4,328
5105963,20,29,48,36,55,28,29,17,8,267
5105964,9,26,40,18,26,23,19,18,3,179
5105965,16,32,57,33,33,31,19,9,5,240
5105966,19,17,21,28,28,17,9,8,0,149
5105967,32,27,40,39,51,32,26,27,3,283
5105968,22,40,37,29,40,23,23,22,6,240
5105969,15,26,26,14,32,15,18,24,3,169
5105970,27,37,88,38,46,48,56,30,3,379
5105971,16,34,32,30,22,17,16,16,3,192
5105972,12,24,43,36,33,29,18,26,0,228
5105973,11,17,16,22,21,18,9,11,0,127
5105974,42,56,67,46,54,36,40,28,0,362
5105975,0,0,0,0,0,0,0,0,0,0
5105976,10,8,19,20,19,10,19,10,0,118
5105977,25,44,57,46,54,23,33,30,6,307
5105978,25,44,38,28,40,29,40,23,0,253
5105979,9,14,17,18,18,11,8,10,0,111
5105980,22,13,38,20,35,19,13,13,0,176
5105981,19,20,24,25,14,6,19,21,0,143
5105982,32,39,53,47,50,31,34,34,0,325
5105983,16,30,32,18,32,18,11,16,0,183
5105984,16,29,32,27,30,30,19,15,8,203
5105985,18,20,31,22,23,12,14,17,5,153
5105986,29,36,34,33,50,16,12,7,0,229
5105987,55,91,101,80,116,67,60,69,11,663
5106001,26,20,23,15,20,3,12,11,0,124
5106002,24,37,23,20,24,18,11,17,6,176
5106003,24,23,24,11,9,3,5,13,3,113
5106004,17,23,27,20,16,3,15,19,0,151
5106005,40,54,51,27,53,29,22,16,4,295
5106006,24,21,32,22,30,13,15,9,4,181
5106007,27,19,21,5,11,10,8,10,10,128
5106008,24,28,34,22,26,17,3,15,5,172
5106102,34,74,43,41,75,29,39,40,4,380
5106103,0,0,0,0,0,0,0,0,0,0
5106104,19,3,13,5,11,6,30,7,4,91
5106105,24,44,66,33,57,24,37,32,3,316
5106106,0,0,0,0,0,0,0,0,0,0
5106108,15,22,28,19,27,21,15,17,3,166
5106109,87,134,54,60,94,30,23,20,6,512
5106110,10,7,28,14,11,8,6,11,4,94
5106111,22,33,16,11,17,12,0,13,0,117
5106112,16,25,37,15,25,15,18,16,3,174
5106113,28,34,20,22,22,9,9,13,0,152
5106114,0,0,0,0,0,0,0,0,0,0
5106201,7,15,21,11,20,9,12,8,0,111
5106202,59,99,56,34,51,31,23,30,0,388
5106203,13,25,24,19,28,17,18,12,3,160
5106204,20,23,44,29,41,22,18,31,3,228
5106205,17,34,41,21,30,17,16,25,0,216
5106206,8,17,29,25,17,9,12,13,3,121
5106207,150,263,241,171,230,111,105,113,18,1404
5106208,0,15,18,18,12,8,14,22,3,108
5106209,9,24,30,30,21,22,21,41,4,203
5106210,7,13,12,13,8,3,13,23,0,91
5106211,5,16,18,21,11,16,11,21,0,129
5106212,4,21,27,24,13,16,14,25,6,162
5106213,9,16,31,20,12,8,13,14,0,127
5106214,6,8,17,15,12,11,20,9,0,103
5106215,9,20,31,28,28,23,24,32,0,196
5106216,23,48,48,39,51,43,20,44,3,319
5106217,30,45,70,42,48,35,26,36,6,338
5106218,10,10,30,25,18,20,20,30,4,174
5106219,8,14,21,19,18,10,6,10,0,116
5106220,16,30,41,30,49,35,16,18,3,239
5106301,0,0,0,0,0,0,0,0,0,3
5106401,0,0,0,0,0,0,0,0,0,0
5106501,0,0,0,0,0,0,0,3,0,3
5106502,10,12,47,21,28,13,19,27,3,187
5106503,32,22,29,14,16,15,11,11,0,149
5106504,24,18,16,10,20,6,10,9,4,122
5106505,37,36,45,25,40,17,37,27,5,261
5106506,26,21,25,13,32,9,6,7,7,132
5106507,11,31,24,13,24,7,16,11,0,142
5106508,37,60,48,39,54,48,28,41,0,350
5106509,12,25,38,25,20,13,21,31,7,194
5106510,8,7,3,10,3,3,6,0,0,39
5106511,12,18,36,16,22,20,28,20,7,174
5106512,11,19,49,23,33,16,33,31,3,226
5106513,10,28,53,35,37,20,32,43,3,256
5106514,16,11,26,19,25,15,11,12,0,134
5106601,13,17,31,24,16,19,16,26,0,152
5106602,16,13,24,17,13,8,16,14,0,122
5106603,18,18,27,37,26,29,25,25,4,212
5106604,20,34,33,32,29,32,32,31,5,237
5106605,20,38,23,31,32,17,23,24,3,208
5106606,19,17,29,20,18,19,18,17,4,171
5106607,16,35,35,35,30,19,23,26,0,220
5106608,25,45,67,45,39,43,47,63,3,379
5106609,29,45,50,40,39,31,30,39,12,306
5106610,10,21,9,3,10,3,4,3,0,68
5106611,15,45,11,15,17,7,0,8,3,126
5106615,28,107,36,37,44,21,16,18,3,307
5106616,20,35,15,12,16,13,0,6,0,116
5106617,7,15,20,19,23,11,6,10,3,113
5106618,4,16,7,21,13,11,21,9,0,96
5106619,26,44,28,15,18,21,11,15,8,180
5106620,13,15,37,24,7,13,30,37,8,189
5106621,45,72,39,51,52,25,26,27,3,337
5106622,34,75,28,20,38,14,6,11,4,215
5106623,0,0,0,0,0,0,0,0,0,0
5106624,11,8,22,17,10,9,11,17,0,104
5106625,9,15,16,12,25,4,22,19,0,123
5106626,5,20,37,20,19,23,19,12,4,153
5106627,12,19,27,14,29,16,19,16,3,158
5106628,10,14,30,17,20,13,11,20,5,124
5106701,21,23,42,27,42,27,38,32,5,255
5106702,13,13,28,21,12,14,12,21,0,136
5106703,3,12,23,24,17,14,10,26,0,140
5106704,27,31,42,28,45,30,20,23,10,252
5106705,16,36,34,29,35,26,13,24,3,211
5106706,13,14,21,15,19,26,11,17,0,129
5106707,11,21,18,7,11,5,4,11,3,105
5106708,29,40,19,27,53,27,13,12,0,227
5106709,22,34,45,24,46,19,28,16,6,240
5106710,47,54,56,33,42,30,32,19,4,322
5106711,16,11,32,16,30,22,27,9,0,163
5106712,4,10,29,22,27,12,29,17,0,157
5106713,13,12,43,28,18,19,20,28,0,183
5106714,4,13,16,14,13,13,18,19,7,120
5106715,9,9,33,19,24,24,29,25,3,172
5106716,34,50,41,27,45,28,21,38,3,275
5106717,9,17,15,13,27,17,12,9,0,116
5106718,0,0,0,0,0,0,0,0,0,0
5106719,0,0,0,0,0,0,0,0,0,0
5106720,6,12,15,13,10,11,11,17,0,94
5106801,18,21,15,13,22,16,0,5,3,114
5106802,21,22,22,12,29,9,0,9,0,128
5106803,27,10,31,17,20,15,6,11,0,142
5106804,66,69,34,27,21,39,6,12,6,281
5106807,56,38,37,16,32,18,20,21,9,244
5106808,33,29,12,15,25,13,9,10,0,148
5106809,73,75,67,37,64,40,19,29,8,403
5106810,42,38,29,33,35,22,29,30,0,257
5106811,18,22,41,20,22,11,24,21,3,180
5106812,22,24,15,13,16,6,9,6,0,111
5106813,40,44,48,25,29,33,13,16,3,255
5106814,42,27,37,26,50,23,13,12,3,231
5106815,32,41,23,11,46,15,13,13,3,204
5106816,61,99,124,102,107,78,88,72,8,747
5106817,3,6,6,0,12,4,4,0,0,31
5106818,59,88,97,85,74,58,48,56,5,576
5106819,51,58,56,38,63,31,13,23,4,331
5106820,89,88,101,67,97,43,39,37,4,566
5106901,0,0,0,0,0,0,0,0,0,0
5107001,11,19,23,15,15,10,6,8,0,103
5107002,21,42,45,25,33,32,10,18,3,237
5107003,12,23,16,18,22,17,20,6,0,136
5107004,18,24,43,23,22,18,9,26,3,190
5107005,10,52,46,16,43,25,10,15,0,227
5107006,17,43,57,21,25,18,15,11,4,204
5107007,19,40,54,27,46,24,15,31,7,260
5107008,38,87,84,46,44,16,25,36,3,367
5107009,15,32,31,13,23,17,10,23,0,167
5107010,10,23,31,11,15,8,11,15,3,131
5107011,7,18,36,20,28,20,8,18,0,151
5107012,17,34,33,21,22,14,16,18,9,183
5107013,15,26,27,20,28,9,12,19,0,155
5107014,23,45,77,40,50,44,14,29,5,329
5107015,30,63,56,39,42,26,16,36,0,304
5107016,18,47,66,35,33,25,19,34,7,276
5107017,12,43,47,30,28,9,14,16,5,207
5107018,28,73,70,30,45,27,21,15,3,310
5107019,15,31,29,13,24,19,9,11,0,155
5107020,9,54,45,37,30,20,16,21,3,244
5107021,13,40,46,16,31,14,9,15,3,195
5107022,16,25,46,23,18,19,12,26,8,190
5107023,0,0,0,0,0,0,0,0,0,0
5107024,15,14,25,14,19,6,4,26,6,129
5107101,19,45,26,31,35,30,4,20,0,220
5107102,20,40,34,21,40,19,8,14,3,201
5107103,20,43,39,24,36,19,4,19,0,193
5107104,21,41,25,19,21,12,10,19,6,173
5107105,27,71,59,32,42,37,18,15,10,307
5107106,10,11,21,15,17,11,4,9,0,91
5107107,29,44,31,24,33,15,13,23,6,219
5107108,11,27,30,27,22,12,14,23,0,167
5107109,8,20,18,14,20,16,5,14,0,113
5107110,17,44,52,31,43,18,15,25,3,251
5107111,9,31,20,18,21,21,11,15,0,145
5107112,22,42,35,22,32,21,13,13,3,201
5107113,21,33,39,25,35,19,10,20,4,209
5107114,34,42,46,22,42,35,16,32,3,270
5107115,19,33,32,29,26,22,7,12,0,180
5107116,31,56,72,42,42,38,16,30,8,333
5107117,22,35,45,25,33,34,21,19,8,234
5107118,28,66,77,45,51,29,18,35,3,363
5107119,28,44,30,18,33,22,7,16,3,200
5107120,36,56,26,10,34,20,5,12,0,194
5107121,17,26,26,27,26,17,9,16,0,173
5107122,24,41,39,29,43,26,7,25,3,241
5107123,27,42,47,39,46,32,11,24,3,272
5107124,28,66,52,32,29,41,10,22,0,291
5107125,0,0,0,0,0,0,0,0,0,0
5107126,31,45,41,22,37,31,3,18,3,233
5107127,24,52,34,24,25,19,7,12,7,206
5107128,29,33,35,21,28,21,3,8,5,190
5107129,24,51,35,33,23,30,5,15,0,212
5107130,20,33,22,21,24,19,10,10,3,156
5107131,8,42,24,14,24,16,4,7,0,138
5107132,27,52,16,31,31,25,8,12,0,211
5107133,19,23,19,16,15,8,0,13,0,106
5107134,38,55,29,21,48,29,5,29,5,264
5107135,37,59,38,39,40,27,9,17,7,273
5107201,29,29,17,15,19,12,8,5,0,128
5107202,18,35,7,9,12,8,3,9,3,103
5107203,13,35,28,25,31,4,9,12,5,151
5107204,42,89,44,27,40,40,9,17,7,318
5107205,47,98,40,46,67,30,7,23,3,357
5107206,50,77,19,18,51,34,3,14,3,262
5107207,31,70,26,24,29,16,0,11,0,206
5107208,27,55,29,14,22,15,4,4,0,172
5107209,27,48,25,25,39,16,3,4,3,192
5107210,33,57,32,28,17,23,8,10,0,209
5107211,11,44,16,11,18,3,0,5,0,111
5107212,26,68,32,9,30,16,6,12,3,199
5107213,42,77,32,32,41,30,10,14,0,287
5107214,38,69,19,12,35,20,0,4,0,205
5107215,51,133,26,18,57,29,7,17,3,347
5107216,50,109,37,29,33,33,5,9,3,308
5107217,34,72,44,27,19,21,4,9,3,238
5107218,22,65,19,31,29,19,5,6,0,206
5107219,39,56,21,23,38,22,3,13,0,220
5107220,28,53,39,25,28,14,8,16,6,218
5107221,11,40,5,9,18,6,4,12,3,103
5107222,10,42,38,14,24,15,0,6,0,159
5107223,30,73,39,29,35,27,8,12,3,251
5107224,41,72,47,31,40,22,11,10,3,279
5107225,19,60,30,20,24,15,0,8,3,179
5107226,42,72,21,16,30,21,7,4,9,220
5107227,37,63,20,21,24,16,0,15,6,200
5107228,46,90,25,29,49,34,8,14,4,294
5107229,21,44,14,7,27,13,0,10,0,135
5107230,19,47,12,13,20,8,0,3,3,126
5107231,36,70,50,34,24,22,9,23,3,279
5107232,21,70,39,35,30,18,6,27,9,251
5107233,39,63,24,12,34,21,13,12,3,213
5107234,22,49,30,15,24,10,4,11,4,162
5107301,19,47,30,20,39,9,13,15,6,201
5107302,25,51,50,20,37,12,11,18,4,222
5107303,19,49,39,21,42,20,10,23,3,216
5107304,22,65,36,25,39,22,5,6,7,224
5107305,17,47,44,19,41,13,12,5,4,209
5107306,12,23,26,9,19,9,9,11,0,122
5107307,12,35,35,18,22,8,10,10,0,156
5107308,28,49,36,27,47,22,10,23,4,235
5107309,21,43,26,16,26,18,5,15,3,167
5107310,36,58,52,24,35,28,15,33,3,278
5107311,35,61,52,27,33,34,9,22,8,276
5107312,13,20,31,14,14,11,4,13,3,128
5107313,17,27,14,3,9,8,5,5,0,96
5107314,30,57,37,24,32,17,12,19,5,216
5107315,23,41,24,24,24,17,3,8,3,166
5107316,22,40,29,14,29,13,3,17,4,168
5107317,21,47,45,21,42,20,7,23,4,223
5107318,17,37,26,14,23,8,8,15,0,137
5107319,23,39,28,36,20,16,4,16,4,182
5107320,12,53,38,26,31,23,8,23,3,213
5107321,47,77,35,31,40,24,11,21,3,296
5107322,6,17,22,13,14,17,7,13,5,111
5107323,25,39,30,20,29,19,5,15,0,186
5107324,14,39,26,12,32,11,12,15,3,170
5107325,22,39,22,12,24,9,9,7,4,141
5107326,16,35,27,19,23,22,12,10,4,166
5107327,8,44,31,18,34,17,7,13,4,173
5107328,20,43,18,18,26,16,4,10,3,158
5107329,19,41,24,20,29,19,5,12,5,165
5107330,25,33,18,15,18,14,9,12,3,145
5107331,32,71,23,22,38,27,15,14,3,240
5107332,11,38,41,23,30,16,8,12,0,172
5107333,0,0,0,0,0,0,0,0,0,0
5107334,20,28,28,7,18,8,7,15,13,143
5107335,30,65,36,28,43,25,12,18,4,257
5107401,11,35,50,35,27,25,23,28,11,242
5107402,39,53,41,38,43,31,11,15,4,273
5107403,35,62,45,30,37,30,16,15,3,268
5107404,53,85,51,43,69,45,15,20,4,377
5107405,49,65,37,43,41,36,14,19,3,297
5107406,45,72,34,32,41,18,12,12,3,269
5107407,10,19,32,21,20,25,5,19,3,155
5107408,14,39,49,31,33,23,13,10,3,220
5107409,22,48,60,31,35,36,15,38,9,289
5107410,12,25,34,12,27,8,15,21,3,163
5107411,21,29,48,19,26,23,11,22,6,195
5107412,20,65,85,34,47,40,15,46,4,362
5107413,16,36,42,19,24,22,11,18,0,192
5107414,24,68,70,26,42,24,12,32,3,304
5107415,27,34,64,23,27,27,13,25,13,251
5107416,27,72,59,45,59,23,16,37,9,344
5107417,15,36,58,36,40,31,9,35,4,274
5107418,22,32,30,22,34,17,3,19,0,179
5107419,16,36,56,30,33,21,14,23,4,248
5107420,27,55,42,27,34,24,10,18,3,241
5107421,37,56,43,30,37,24,11,11,4,253
5107501,58,76,31,26,41,34,6,18,9,297
5107502,32,48,21,23,32,29,3,13,5,201
5107503,25,52,33,19,33,15,5,14,0,196
5107504,40,61,41,26,34,23,9,17,5,258
5107505,24,31,28,14,24,11,8,7,3,140
5107506,43,54,47,28,43,24,9,16,7,260
5107507,10,21,26,13,17,11,5,7,0,112
5107508,21,36,41,23,26,19,7,12,5,186
5107509,41,59,27,22,29,22,3,6,0,206
5107510,61,106,39,33,55,33,13,13,3,354
5107511,36,72,38,16,50,31,3,10,9,269
5107512,36,68,39,32,41,25,13,15,0,269
5107513,34,82,35,44,46,28,7,17,0,289
5107514,28,62,23,11,29,25,3,16,0,198
5107515,44,66,27,29,39,17,3,11,0,238
5107516,49,44,23,23,40,29,4,8,3,228
5107517,29,31,10,13,15,4,0,4,0,109
5107518,42,70,25,21,38,33,4,13,0,244
5107519,17,39,11,13,18,14,0,8,3,119
5107520,79,100,34,37,64,63,9,22,7,407
5107521,54,48,24,24,55,16,3,17,3,241
5107522,87,90,34,27,60,34,10,18,4,366
5107523,47,61,32,21,47,24,5,10,0,242
5107601,41,52,22,4,34,23,7,6,3,187
5107602,29,51,34,32,31,26,6,18,0,227
5107603,32,55,31,29,39,45,3,11,3,258
5107604,16,38,34,20,37,24,6,15,3,196
5107606,16,25,16,13,24,18,8,7,4,139
5107607,30,38,21,18,13,14,7,12,0,149
5107608,54,73,43,26,42,27,3,13,0,291
5107609,61,81,35,30,38,29,4,17,7,314
5107611,93,123,54,63,88,65,10,22,9,537
5107612,98,142,57,41,86,71,9,25,9,530
5107613,0,0,0,0,3,3,4,4,0,23
5107614,144,171,108,66,125,71,19,46,11,761
5107615,0,0,0,0,0,0,0,0,0,0
5107616,76,129,106,56,89,52,14,34,11,571
5107617,78,136,93,59,70,42,12,24,7,525
5107701,0,0,0,0,0,0,0,0,0,0
5107702,11,38,28,19,22,11,12,12,0,152
5107703,18,49,31,34,21,29,11,26,3,224
5107704,32,55,32,46,31,24,11,31,3,267
5107705,22,59,33,35,28,28,16,13,3,227
5107706,28,60,36,22,38,13,9,17,0,222
5107707,23,53,19,15,28,13,4,7,5,182
5107708,27,65,44,30,41,24,7,12,8,267
5107709,17,22,23,14,16,12,3,4,0,108
5107710,18,46,44,27,36,18,6,18,0,211
5107711,21,34,26,21,26,13,9,18,7,176
5107712,16,48,37,25,33,34,5,29,0,226
5107713,29,57,31,32,26,23,14,19,7,242
5107714,36,67,46,33,45,26,6,23,0,282
5107715,24,44,27,22,27,13,7,15,7,179
5107716,0,0,0,0,0,0,0,0,0,0
5107717,12,20,25,14,16,15,6,11,0,122
5107718,17,35,31,14,17,10,8,11,0,139
5107719,21,67,42,63,43,69,9,42,17,369
5107720,16,39,33,27,30,36,11,30,3,222
5107721,29,54,60,24,33,33,15,28,5,283
5107722,26,39,43,37,35,17,10,14,7,224
5107723,33,57,43,34,38,33,6,19,3,269
5107724,11,40,31,30,33,21,8,16,0,191
5107725,26,49,33,21,46,18,3,16,0,204
5107726,13,29,21,17,29,8,8,14,0,141
5107727,28,74,35,28,33,27,19,16,3,268
5107728,19,41,29,17,25,14,8,6,0,166
5107729,13,43,27,22,31,29,4,21,3,194
5107730,29,40,23,23,32,24,4,13,0,190
5107731,30,42,45,25,39,27,15,15,6,231
5107732,30,55,32,26,40,30,9,24,4,243
5107733,0,0,0,0,0,0,0,0,0,0
5107734,0,0,0,0,0,0,0,0,0,0
5107735,22,24,35,21,26,20,13,10,0,174
5107736,34,73,52,44,42,34,14,23,7,328
5107801,32,60,54,31,48,19,15,8,0,259
5107802,22,54,25,19,29,12,4,4,0,169
5107803,24,43,28,24,44,21,11,12,7,213
5107804,23,49,32,23,40,17,5,12,0,209
5107805,35,64,31,29,36,31,13,14,3,252
5107806,22,46,28,20,33,17,3,14,0,180
5107807,26,60,38,28,44,26,14,14,3,248
5107808,29,76,44,29,54,36,7,13,3,287
5107809,16,32,23,20,30,15,3,10,3,158
5107810,12,17,15,13,18,9,6,14,6,99
5107811,31,50,44,39,46,28,22,29,0,293
5107812,39,70,39,32,42,21,16,16,0,284
5107813,15,31,25,17,31,12,11,15,0,156
5107814,10,34,19,17,20,10,3,18,0,142
5107815,21,50,33,18,34,24,4,14,5,205
5107816,21,39,28,17,30,13,3,5,0,153
5107817,25,61,33,18,35,17,10,19,6,225
5107818,25,68,39,17,35,18,11,17,5,228
5107819,24,38,17,15,30,20,10,14,3,172
5107820,16,25,25,11,18,13,3,13,0,125
5107821,29,73,45,30,43,26,12,10,0,269
5107822,14,43,16,8,26,25,0,6,0,146
5107823,35,69,48,26,61,14,13,13,3,290
5107824,33,54,36,25,49,26,3,16,0,231
5107825,9,42,25,18,25,26,5,10,0,161
5107826,0,0,0,0,0,0,0,0,0,0
5107827,20,37,27,18,14,14,3,13,0,151
5107828,12,25,20,12,9,17,4,6,6,108
5107829,19,50,27,20,38,31,11,21,0,224
5107830,32,56,33,29,36,27,3,6,0,221
5107831,15,24,9,11,13,17,3,7,0,97
5107832,0,0,0,0,0,0,0,0,0,0
5107833,25,28,17,17,35,14,13,13,3,166
5107834,4,7,4,3,4,4,0,4,0,41
5107835,8,21,18,15,18,7,4,7,0,99
5107901,40,43,36,22,31,19,6,14,0,204
5107902,24,64,48,27,41,18,9,11,3,257
5107903,15,32,14,11,16,10,0,7,3,110
5107904,24,57,22,16,30,19,9,19,3,207
5107905,48,62,53,31,46,24,11,23,3,298
5107906,48,71,33,27,52,33,5,14,9,292
5107907,31,48,28,17,20,22,3,10,4,181
5107908,47,70,29,31,36,28,7,14,3,262
5107909,29,57,30,18,42,20,0,7,0,217
5107910,31,57,37,31,30,24,4,16,3,227
5107911,23,51,31,21,26,16,7,16,0,195
5107912,32,46,37,22,37,17,12,24,7,232
5107913,21,55,47,28,38,23,13,14,4,244
5107914,0,0,0,0,0,0,0,0,0,0
5107915,31,41,37,21,36,27,10,15,3,220
5107916,18,38,20,15,24,14,4,11,3,135
5107917,24,43,35,19,28,26,6,16,5,204
5107918,19,26,22,16,17,16,4,10,0,128
5107919,26,42,19,19,24,20,5,8,0,158
5107920,13,29,22,13,18,12,0,5,6,121
5107921,54,76,19,15,31,31,3,11,3,241
5107922,22,38,27,23,32,23,7,13,0,185
5107923,23,68,31,18,35,28,5,10,3,218
5107924,0,0,0,0,0,0,0,0,0,0
5107925,29,56,55,40,34,19,19,20,7,260
5107926,34,54,35,21,49,20,11,17,0,244
5107927,42,65,54,41,35,33,13,15,8,309
5108001,36,46,24,28,30,34,4,16,6,231
5108002,22,35,21,24,24,21,10,21,6,180
5108003,26,42,27,19,34,26,6,17,6,196
5108004,16,20,11,13,8,10,0,3,0,81
5108005,26,55,34,25,31,17,15,13,0,204
5108006,26,51,26,16,21,11,7,9,0,169
5108007,44,54,32,14,37,28,5,15,0,232
5108008,15,42,22,25,32,20,10,3,3,179
5108009,30,22,17,10,12,16,3,8,3,127
5108010,36,47,24,11,23,18,8,12,0,182
5108011,41,45,25,23,32,23,11,16,0,218
5108012,28,29,25,22,31,15,0,13,4,150
5108013,16,26,30,14,23,16,5,4,0,138
5108014,30,59,41,23,38,25,10,15,8,253
5108015,26,34,27,14,37,19,3,9,8,173
5108016,0,0,0,0,0,0,0,0,0,0
5108017,20,38,25,20,31,22,9,9,3,175
5108018,11,31,31,16,13,15,3,7,0,133
5108019,32,59,35,29,36,40,8,13,7,257
5108020,19,43,35,25,22,12,8,13,3,184
5108021,33,42,20,21,19,25,8,4,0,181
5108022,18,40,30,16,42,11,11,23,7,193
5108023,21,39,34,18,32,11,4,11,3,186
5108101,26,45,28,9,17,14,3,16,0,162
5108102,18,42,49,19,30,13,8,16,3,203
5108103,17,38,55,26,24,21,13,11,3,215
5108104,0,0,0,0,0,0,0,0,0,0
5108105,14,28,33,20,28,15,10,10,3,154
5108106,18,46,36,13,23,15,9,24,4,196
5108107,23,53,60,27,34,26,22,31,5,273
5108108,10,45,42,19,28,11,7,13,6,184
5108109,16,33,35,15,14,15,5,7,0,152
5108110,16,35,28,16,27,11,3,10,0,155
5108111,19,34,36,9,36,13,5,15,3,166
5108112,23,35,26,22,17,16,16,20,0,173
5108113,17,47,29,20,19,19,4,7,3,165
5108114,27,62,24,17,41,14,5,13,5,209
5108115,25,46,50,27,38,25,12,28,0,246
5108116,0,0,0,0,0,0,0,0,0,0
5108117,28,51,51,23,38,17,8,20,6,239
5108118,11,42,37,13,23,10,4,14,3,150
5108119,16,42,35,20,21,17,7,11,4,173
5108120,19,31,26,17,20,11,3,10,3,139
5108121,35,69,46,25,50,15,13,18,0,268
5108122,14,19,25,21,7,12,7,12,6,120
5108123,28,48,44,33,29,25,12,19,4,234
5108124,10,33,21,13,23,18,6,7,0,125
5108201,30,45,17,13,21,30,4,6,0,173
5108202,42,54,25,20,26,25,3,10,3,215
5108203,27,60,25,14,22,5,5,9,5,179
5108204,22,52,17,18,21,16,11,10,3,169
5108205,18,41,11,18,23,14,0,3,0,129
5108206,51,71,35,23,45,24,10,15,3,275
5108207,34,64,23,20,33,17,7,7,3,203
5108208,23,49,15,5,25,17,6,3,3,140
5108209,30,48,24,13,27,18,7,9,3,183
5108210,29,52,23,13,26,10,4,7,3,164
5108211,47,87,28,20,38,22,9,16,3,263
5108212,36,56,12,15,32,25,5,10,0,189
5108213,38,28,7,11,17,10,3,5,5,126
5108214,33,49,23,9,29,9,3,4,9,166
5108215,23,56,14,14,26,8,6,4,0,159
5108216,17,52,11,10,24,15,3,4,5,138
