SA1_7DIGITCODE_2016,Median_age_persons,Med_mort_repaymnt_monthly,Med_tot_psnl_incom_weekly,Median_rent_weekly,Med_tot_family_inc_weekly,Avge_numbr_prsons_per_bedroom,Med_tot_hh_incom_weekly,Average_household_size
5107016,35,1779,719,380,1666,0.7,1380,2.3
5107017,35,1775,777,400,1928,0.7,1591,2.4
5107018,34,1777,865,370,2058,0.7,1703,2.6
5107019,33,1973,872,375,2104,0.7,1926,2.2
5107020,33,1980,721,380,2154,0.7,1787,2.6
5107021,35,2167,733,395,1771,0.7,1552,2.3
5107022,37,1840,756,375,1792,0.6,1518,2.2
5107023,0,0,0,0,0,0,0,0
5107024,30,2167,747,380,1800,0.7,1437,2.9
5107101,35,1904,710,420,2279,0.7,2110,2.8
5107102,30,2000,841,425,2203,0.8,2100,3.1
5107103,38,2000,606,450,2196,0.8,1937,3
5107104,30,1989,795,430,2225,0.8,2204,2.9
5107105,35,2167,870,430,2314,0.7,2174,2.9
5107106,46,1800,665,415,2094,0.7,1974,2.9
5107107,41,1970,807,440,2038,0.8,1958,2.9
5107108,36,2000,772,425,2117,0.7,2012,2.8
5107109,35,1925,632,400,1762,0.7,1553,2.7
5107110,36,2105,778,420,2215,0.8,2170,3.2
5107111,34,2112,601,320,2033,0.8,1774,2.9
5107112,30,2008,759,400,1864,0.8,1760,2.8
5107113,37,2120,690,360,2250,0.7,1652,2.4
5107114,36,1950,739,430,2359,0.7,2162,3
5107115,37,2000,784,450,2178,0.7,1987,2.9
5107116,33,1950,806,420,2250,0.8,2208,3.2
5107117,36,2200,705,425,2113,0.8,2019,3
5107118,31,1733,804,388,1762,0.8,1468,2.3
5107119,35,2560,806,500,2345,0.8,2374,3.3
5107120,41,2000,666,381,2520,0.8,2437,3.4
5107121,36,1950,640,415,2116,0.8,1952,3
5107122,35,2000,827,420,2218,0.8,2203,3.2
5107123,35,2000,741,415,1963,0.7,1901,3
5107124,36,1850,850,450,2285,0.8,2193,3.1
5107125,0,0,0,0,0,0,0,0
5107126,42,2000,689,400,2559,0.7,2515,3.3
5107127,32,1517,782,463,2374,0.8,2341,3.5
5107128,40,1950,768,480,2411,0.7,2264,3
5107129,35,2000,706,450,2019,0.7,1875,3.1
5107130,28,1900,693,370,1649,0.8,1515,2.9
5107131,33,1949,599,435,2225,0.8,2166,3.1
5107132,43,2134,685,438,2349,0.7,1947,2.8
5107133,32,1733,876,400,1974,0.8,1562,2.1
5107134,42,2167,646,625,2766,0.8,2781,3.3
5107135,40,2167,756,495,2484,0.8,2440,3.3
5107201,36,2179,806,400,2374,0.8,2366,3.2
5107202,38,2700,812,460,2457,0.7,2269,2.8
5107203,38,2000,833,430,1958,0.7,1823,2.7
5107204,36,2205,796,494,2271,0.8,2238,2.9
5107205,42,1842,853,450,2543,0.7,2378,2.9
5107206,44,2500,973,510,3055,0.7,2961,3
5107207,43,2000,977,495,2684,0.7,2671,2.8
5107208,43,2000,712,378,2103,0.7,1708,2.5
5107209,42,2340,702,460,2384,0.7,2111,2.8
5107210,38,2058,779,450,2416,0.8,2220,2.9
5107211,36,2000,877,425,2150,0.7,1902,2.8
5107212,40,2435,906,500,2568,0.7,2324,2.9
5107213,46,2000,685,530,2353,0.7,2058,2.8
5107214,61,2300,613,0,2366,0.7,1575,2.4
5107215,41,2313,994,625,2608,0.7,2510,3
5107216,44,2000,890,505,2736,0.7,2407,2.8
5107217,40,1950,810,440,2696,0.7,2159,2.8
5107218,39,2200,727,450,2136,0.7,1819,2.9
5107219,43,2200,758,480,2367,0.7,2028,2.8
5107220,37,2200,884,370,2176,0.8,1731,2.7
5107221,41,1733,991,505,2437,0.7,2187,2.9
5107222,40,2100,788,445,2083,0.7,1910,2.5
5107223,37,2329,803,460,2190,0.8,2048,2.9
5107224,37,2358,786,450,2107,0.7,1875,2.9
5107225,44,2167,848,510,2340,0.7,2068,2.9
5107226,42,2000,881,400,2486,0.7,2291,2.9
5107227,44,1972,686,435,2278,0.8,2106,2.8
5107228,39,2379,804,530,2839,0.8,2426,3
5107229,47,2000,776,573,2360,0.7,2094,2.5
5107230,45,2000,739,500,2416,0.7,2175,2.7
5107231,39,2300,847,410,2241,0.7,1833,2.7
5107232,40,1850,627,440,2107,0.8,1781,2.8
5107233,40,2383,795,500,2404,0.7,2202,3
5107234,36,2300,841,425,2383,0.7,2088,2.7
5107301,40,1733,737,360,1781,0.7,1355,2.4
5107302,37,2184,846,405,2178,0.7,1981,2.7
5107303,41,2000,767,380,1942,0.7,1687,2.6
5107304,40,1838,777,435,1875,0.7,1647,2.5
5107305,37,2004,804,380,1836,0.7,1600,2.5
5107306,43,1777,776,400,1968,0.7,1625,2.6
5107307,36,2167,836,410,1897,0.7,1784,2.6
5107308,41,2000,671,380,1854,0.7,1507,2.5
5107309,35,2000,753,360,1937,0.8,1770,2.9
5107310,39,2167,771,430,2198,0.7,1989,2.8
5107311,39,2167,770,415,2076,0.7,1928,2.7
5107312,41,1659,725,425,1625,0.6,1607,2.4
5107313,41,1767,665,400,1775,0.7,1583,2.7
5107314,39,2097,832,400,1795,0.7,1812,2.6
5107315,37,1800,749,423,1928,0.8,1704,2.7
5107316,40,1800,715,430,1786,0.7,1613,2.6
5107317,38,2167,645,400,1481,0.7,1518,2.4
5107318,37,2050,770,400,1724,0.7,1452,2.8
5107319,54,1733,470,335,1678,0.7,963,2.3
5107320,39,1957,622,400,1803,0.7,1578,2.6
5107321,40,2000,714,400,1916,0.8,1705,2.6
5107322,41,1790,623,355,1478,0.7,1312,2.7
5107323,43,1517,730,400,1974,0.6,1555,2.5
5107324,39,1911,860,400,1985,0.7,1696,2.5
5107325,43,2000,725,450,1937,0.7,1762,2.5
5107326,38,2289,619,400,1625,0.7,1514,2.7
5107327,38,2084,826,400,2192,0.7,1715,2.6
5107328,43,2284,658,510,2166,0.7,2029,2.7
5107329,37,1896,860,375,2050,0.7,1833,2.7
5107330,38,2167,745,380,1774,0.7,1416,2.6
5107331,46,2167,778,500,2305,0.7,2236,2.8
5107332,38,1782,856,448,2233,0.7,2109,2.6
5107333,0,0,0,0,0,0,0,0
5107334,36,2200,725,327,1593,0.7,1333,2.5
5107335,41,1929,737,415,1778,0.7,1629,2.5
5107401,33,1950,753,383,2026,0.7,1702,2.4
5107402,45,1975,792,450,2383,0.7,1887,2.6
5107403,40,2318,753,430,2533,0.8,2260,3
5107404,42,2167,826,550,2838,0.7,2617,3.2
5107405,41,2191,730,550,2580,0.8,2600,3.3
5107406,46,2084,971,410,2194,0.7,1931,2.4
5107407,34,1733,706,400,1666,0.6,1437,2.4
5107408,35,1733,705,350,1520,0.7,1350,2.3
5107409,37,1867,690,380,1823,0.7,1591,2.4
5107410,32,1733,805,390,1775,0.8,1591,2.7
5107411,33,1950,779,383,1771,0.8,1589,2.7
5107412,33,1950,742,380,1908,0.8,1597,2.5
5107413,35,2100,785,380,1687,0.7,1483,2.4
5107414,32,1993,802,370,2080,0.7,1812,2.5
5107415,34,2084,752,360,1847,0.7,1638,2.3
5107416,38,2000,736,435,2080,0.7,1798,2.7
5107417,34,1842,734,400,1792,0.7,1570,2.5
5107418,37,1733,672,370,1708,0.7,1477,2.6
5107419,33,1788,634,370,1722,0.7,1533,2.8
5107420,42,2167,727,500,2407,0.8,2381,3.1
5107421,50,1733,719,350,2200,0.7,1555,2.4
5107501,42,2500,722,685,2795,0.8,2727,3.3
5107502,43,2300,864,610,3250,0.8,2892,3.2
5107503,36,2277,844,480,2318,0.8,2181,3
5107504,43,1975,804,435,2233,0.7,1854,2.5
5107505,32,2383,860,462,2333,0.8,2125,3
5107506,36,2300,845,450,2220,0.7,1843,2.7
5107507,38,1950,672,430,2022,0.7,1575,2.6
5107508,36,1907,794,420,1892,0.7,1687,2.5
5107509,41,2189,828,540,2550,0.8,2447,3.1
5107510,43,2146,938,600,2732,0.7,2470,2.8
5107511,43,2500,803,723,2841,0.7,2776,3.1
5107512,36,2383,880,450,2392,0.8,2030,2.7
5107513,41,2300,790,515,2409,0.7,2185,2.9
5107514,52,2167,641,365,2036,0.7,1386,2.3
5107515,49,1821,756,420,2019,0.6,1483,2.3
5107516,41,2184,953,550,2974,0.7,2452,3
5107517,45,3000,890,0,3049,0.7,2799,3
5107518,43,2334,812,580,3166,0.8,3041,3.2
5107519,43,2150,693,715,3200,0.8,3150,3.5
5107520,42,2600,889,563,2822,0.8,2687,3
5107521,41,3150,914,475,2824,0.7,2594,3.1
5107522,46,2860,967,750,3183,0.8,2874,2.8
5107523,39,2450,951,450,2966,0.8,2766,3.1
5107601,43,2492,868,700,2788,0.8,2654,2.9
5107602,42,2300,789,620,2736,0.8,2735,3.4
5107603,42,2000,671,600,2567,0.8,2485,3.4
5107604,45,2200,685,625,2437,0.7,2333,3
5107606,38,2500,632,605,2449,0.8,2299,3.2
5107607,42,2383,833,610,2625,0.7,2521,3
5107608,43,2444,788,650,2750,0.7,2700,3.1
5107609,40,2809,861,800,3297,0.8,3312,3.5
5107611,39,3000,929,650,3181,0.8,3222,3.4
5107612,36,3000,972,730,3369,0.8,3321,3.4
5107613,72,0,460,188,762,0.8,637,1.3
5107614,37,3000,1049,700,3277,0.8,3294,3.3
5107615,0,0,0,0,0,0,0,0
5107616,34,2600,956,623,2815,0.8,2823,3.3
5107617,39,3000,914,535,2948,0.8,2810,3.1
5107701,0,0,0,0,0,0,0,0
5107702,38,2029,821,380,2194,0.7,1694,2.5
5107703,38,1500,687,400,1854,0.7,1531,2.1
5107704,32,1936,720,380,1542,0.8,1307,1.9
5107705,51,1408,563,378,1562,0.9,1218,1.8
5107706,41,2000,789,420,2016,0.7,1625,2.5
5107707,38,2400,750,420,2457,0.7,2083,2.7
5107708,46,2067,665,435,2094,0.7,1875,2.7
5107709,42,1950,921,450,2562,0.7,2468,3.1
5107710,32,1975,821,390,1890,0.7,1711,2.5
5107711,34,1733,654,245,2071,0.8,1875,2.8
5107712,37,1850,623,390,2166,0.8,1805,2.9
5107713,31,1503,720,370,1489,0.9,1209,1.8
5107714,36,1972,826,405,2073,0.8,1885,2.3
5107715,44,1500,759,400,2014,0.7,1525,2
5107716,38,0,0,0,0,0,0,0
5107717,30,1800,680,385,1800,0.7,1474,2.4
5107718,38,2167,693,440,1916,0.7,1735,2.6
5107719,24,1625,434,360,1604,0.9,1303,2
5107720,31,1842,677,393,1575,0.7,1513,2.8
5107721,35,2124,780,363,2098,0.7,1784,2.6
5107722,40,1832,826,410,2144,0.7,2024,2.7
5107723,39,2249,681,390,2147,0.7,1937,2.8
5107724,39,2000,646,400,1447,0.7,1281,2.5
5107725,44,1950,743,335,2013,0.7,1625,2.5
5107726,43,1567,707,320,2059,0.7,1468,2.3
5107727,34,1600,802,405,2162,0.7,1921,2.6
5107728,37,1744,728,425,1974,0.7,1829,2.8
5107729,38,1733,664,400,2014,0.7,1833,2.7
5107730,40,2030,841,445,2250,0.7,2025,2.9
5107731,37,1900,691,394,2416,0.8,2125,3
5107732,52,1900,538,400,1632,0.8,1381,2.2
5107733,0,0,0,0,0,0,0,0
5107734,0,0,0,0,0,0,0,0
5107735,39,1842,640,415,2205,0.8,2233,3
5107736,33,2100,797,450,2218,0.7,2157,3
5107801,38,1997,745,415,2399,0.8,2036,2.8
5107802,42,1733,764,408,2333,0.7,2021,2.8
5107803,40,1831,809,400,2067,0.6,1470,2.5
5107804,42,1863,728,470,2117,0.7,1862,2.6
5107805,40,2167,878,415,2517,0.7,2294,2.9
5107806,43,2200,710,500,2150,0.7,2071,2.9
5107807,40,1900,765,495,2533,0.7,2321,3
5107808,41,2000,805,490,2171,0.7,2083,3.1
5107809,38,2167,808,400,2192,0.7,1974,2.7
5107810,40,2050,710,158,2250,0.7,1724,2.6
5107811,39,1937,742,440,1930,0.7,1670,2.7
5107812,42,2231,857,475,2374,0.7,2125,2.6
5107813,43,2167,817,470,2277,0.7,2018,2.5
5107814,37,1900,833,490,2316,0.8,2250,3
5107815,38,2000,741,450,2250,0.7,2097,3
5107816,55,2084,535,193,2019,0.8,1125,2.4
5107817,39,2000,803,420,1949,0.7,1760,2.6
5107818,43,1927,758,420,2183,0.7,1916,2.7
5107819,40,2132,826,470,2426,0.6,2147,2.5
5107820,38,2019,900,430,2067,0.8,2014,2.6
5107821,39,2000,860,390,2067,0.7,1777,2.6
5107822,39,2167,718,420,2340,0.8,2159,3
5107823,42,1900,804,385,2258,0.7,1932,2.5
5107824,42,1733,860,435,2394,0.7,2118,2.8
5107825,43,1679,807,325,2299,0.6,2105,2.5
5107826,80,0,0,0,0,0,0,0
5107827,40,2113,667,413,2178,0.7,1916,2.5
5107828,38,2026,807,425,2027,0.6,1645,2.5
5107829,40,1534,673,423,2014,0.7,1897,2.8
5107830,39,1900,955,400,2522,0.7,2315,2.8
5107831,55,1850,555,500,2175,0.7,833,2.3
5107832,0,0,0,0,0,0,0,0
5107833,67,2392,481,105,1430,0.7,783,2.1
5107834,81,1900,483,450,1125,0.5,685,1.6
5107835,45,1465,739,450,2134,0.7,1974,2.7
5107901,40,2184,736,695,2437,0.7,2305,3.1
5107902,40,2167,858,560,2516,0.8,2399,2.9
5107903,39,2700,829,370,2125,0.7,1812,2.8
5107904,52,2084,647,400,1625,0.7,1130,2.1
5107905,36,2167,785,420,2309,0.7,2009,2.9
5107906,43,2500,829,650,2583,0.7,2488,3.2
5107907,44,3000,786,650,2700,0.7,2449,2.9
5107908,44,2431,804,500,2802,0.7,2708,3
5107909,43,2594,744,485,2312,0.7,1949,2.8
5107910,37,2383,912,480,2302,0.7,2083,2.8
5107911,37,2058,752,423,1843,0.7,1470,2.6
5107912,39,1939,758,450,2050,0.8,1812,2.7
5107913,39,2000,807,400,2042,0.7,1691,2.5
5107914,0,0,0,0,0,0,0,0
5107915,41,2383,742,440,2140,0.7,1731,2.8
5107916,50,3125,715,560,2468,0.7,2428,2.9
5107917,41,2392,694,500,2326,0.7,2200,3.1
5107918,45,2167,711,410,1731,0.7,1489,2.3
5107919,40,1800,870,450,2480,0.7,2403,3.2
5107920,42,2167,864,430,2405,0.6,1875,2.5
5107921,44,2438,791,750,2931,0.7,2750,3.1
5107922,36,2167,795,440,2107,0.8,1937,2.9
5107923,42,2167,852,500,2360,0.7,2204,2.8
5107924,0,0,0,0,0,0,0,0
5107925,36,1950,729,400,2104,0.8,1862,2.8
5107926,40,2209,786,450,2160,0.7,1937,2.7
5107927,39,2100,797,450,2323,0.7,2013,2.8
5108001,47,2167,732,620,2356,0.7,2146,2.8
5108002,38,2000,740,480,2444,0.8,2305,3.3
5108003,38,2600,747,475,2449,0.8,2319,3.1
5108004,39,1985,606,670,2750,0.7,2571,3.2
5108005,36,2200,658,450,1937,0.7,1708,2.8
5108006,40,2000,806,593,2796,0.8,2750,3.4
5108007,46,2414,783,535,2430,0.7,2387,2.9
5108008,42,2167,828,520,2285,0.8,2230,3.1
5108009,42,2507,853,460,3041,0.7,2666,3.1
5108010,42,2750,946,650,3125,0.7,2908,3.3
5108011,44,2600,836,515,2607,0.7,2517,3
5108012,37,2414,745,593,2468,0.8,2204,3
5108013,38,2100,667,520,2303,0.7,2191,3.1
5108014,45,1975,716,570,2154,0.7,1875,2.8
5108015,43,2300,906,550,2750,0.8,2549,3.1
5108016,0,0,0,0,0,0,0,0
5108017,40,2366,738,490,2374,0.7,2211,2.8
5108018,45,2342,760,505,2250,0.6,2022,2.6
5108019,43,1745,664,463,2367,0.7,2166,3
5108020,43,2500,717,540,2200,0.8,2029,3
5108021,41,2817,578,563,2333,0.7,2307,3.3
5108022,44,2200,682,425,2159,0.7,1437,2.5
5108023,39,2000,696,525,2555,0.8,2455,3.2
5108101,36,2167,787,400,2089,0.6,1773,2.5
5108102,34,2000,874,395,1916,0.7,1625,2.5
5108103,36,1963,858,410,1942,0.7,1671,2.5
5108104,0,0,0,0,0,0,0,0
5108105,35,2167,727,400,2229,0.8,2042,2.8
5108106,35,2050,815,405,2010,0.7,1739,2.5
5108107,35,2167,886,393,2120,0.7,1848,2.7
5108108,36,1733,828,375,2015,0.7,1697,2.5
5108109,37,2000,830,385,1942,0.7,1735,2.5
5108110,34,2317,764,420,1895,0.8,1778,3
5108111,39,1800,659,395,1600,0.7,1531,2.6
5108112,36,1820,625,385,1985,0.7,1600,2.6
5108113,35,1700,863,390,2178,0.7,2014,2.6
5108114,48,1800,725,400,2172,0.7,1625,2.4
5108115,34,2167,861,400,2108,0.7,1848,2.4
5108116,0,0,0,0,0,0,0,0
5108117,37,1950,813,393,1958,0.7,1514,2.5
5108118,40,1997,675,445,1819,0.7,1680,2.6
5108119,36,1554,691,415,1906,0.7,1699,2.6
5108120,36,2167,712,373,1958,0.7,1656,2.5
5108121,42,2000,766,373,2299,0.7,2193,3
5108122,38,2000,675,400,1771,0.7,1771,2.9
5108123,38,1863,816,380,2079,0.7,1788,2.4
5108124,43,1993,742,445,2194,0.7,1949,2.8
5108201,41,2167,758,630,3166,0.8,2874,3.3
5108202,45,2907,875,470,2666,0.8,2250,2.8
5108203,42,2500,852,498,2437,0.7,2062,2.7
5108204,43,2167,721,480,2094,0.7,1875,2.8
5108205,45,2249,784,540,1958,0.7,2025,2.7
5108206,46,3250,1191,554,3270,0.7,2392,2.4
5108207,43,2167,664,370,2639,0.7,1774,2.9
5108208,43,2600,923,550,2971,0.8,2968,3.1
5108209,60,1686,534,255,2100,0.7,774,1.9
5108210,38,2000,989,500,2903,0.7,2729,3
5108211,42,2817,825,580,2517,0.7,2315,3
5108212,43,2084,860,640,3285,0.7,2874,3.2
5108213,43,3500,1015,870,3200,0.7,3100,3.1
5108214,41,2060,947,450,2550,0.7,2321,2.8
5108215,41,2250,772,498,2687,0.8,2150,2.8
5108216,51,3688,963,715,3035,0.6,2833,2.8
5108217,48,2500,778,830,3150,0.7,2905,2.9
5108218,45,2335,780,650,2250,0.7,1954,2.9
5108219,39,2167,835,390,2338,0.7,2131,2.8
5108220,40,2156,990,495,2524,0.7,2205,2.9
5108221,48,2400,913,480,2937,0.7,2656,2.7
5108222,50,1950,952,650,2250,0.7,2115,2.6
5108223,46,2350,866,625,2750,0.7,2352,2.6
5108224,44,2400,869,450,2750,0.7,2449,2.8
5108225,45,3000,996,420,2683,0.7,2318,2.5
5108301,37,2167,759,485,2067,0.8,1988,3
5108302,40,2167,780,480,2182,0.7,2187,3.1
5108303,36,2167,880,470,2399,0.8,2299,3.2
5108304,39,2383,670,495,2225,0.8,2158,3.1
5108305,38,2400,875,465,2980,0.7,2577,3
5108306,43,1907,633,530,2031,0.7,1680,2.8
5108307,43,2069,720,480,2318,0.7,2136,2.9
5108308,43,1600,681,582,2818,0.8,2636,3.2
5108309,0,0,0,0,0,0,0,0
5108310,44,2220,808,450,2750,0.8,2468,3.2
5108311,47,1300,685,600,2277,0.7,2218,3
5108312,39,2167,725,520,2596,0.7,2347,3.1
5108313,43,1866,733,540,2416,0.8,2431,3.2
5108314,42,2000,722,455,2600,0.8,2525,3.2
5108315,46,2000,772,530,2392,0.7,2312,3
5108316,45,1972,852,480,2349,0.6,1850,2.7
5108317,43,2167,707,475,2433,0.7,2146,2.8
5108318,44,2167,696,480,2441,0.7,2250,2.7
5108319,40,1842,866,543,2589,0.8,2660,3.3
5108320,77,2167,459,450,966,0.6,677,1.5
5108321,41,2167,697,550,2557,0.8,2399,3.1
5108322,44,2500,877,623,2881,0.7,2791,3
5108323,39,2079,656,445,1930,0.7,1792,2.9
5108324,35,1614,837,480,2449,0.8,2295,3.1
5108325,38,2167,765,440,2613,0.7,2208,2.8
5108326,39,2590,772,501,2125,0.7,2078,2.5
5108327,43,1980,762,465,2250,0.7,2096,2.7
5108328,0,0,0,0,0,0,0,0
5108329,0,0,0,0,0,0,0,0
5108330,0,0,0,0,0,0,0,0
5108331,42,2167,655,475,2150,0.8,1928,3
5108401,41,2000,676,398,1652,0.7,1534,2.6
5108402,41,1717,653,395,1819,0.7,1593,2.6
5108403,40,2000,824,400,1803,0.7,1469,2.4
5108404,34,2167,742,370,1778,0.7,1325,2.1
5108405,33,1800,641,370,1391,0.7,1305,2.3
5108406,38,1859,725,375,1843,0.7,1687,2.8
5108407,33,2340,720,370,1792,0.8,1536,2.3
5108408,45,1733,612,375,1462,0.7,1362,2.6
5108409,37,2037,694,420,2079,0.7,1786,2.6
5108410,39,1950,862,400,1985,0.7,1625,2.3
5108411,40,1900,762,425,1928,0.7,1593,2.5
5108412,38,1955,802,360,1978,0.7,1517,2.2
5108413,38,1600,710,330,1708,0.7,1211,2
5108414,32,1733,682,375,1587,0.8,1353,2.2
5108415,43,1865,793,395,1652,0.7,1531,2.6
5108416,39,2167,738,370,2096,0.7,1638,2.3
5108417,37,1998,736,350,1737,0.8,1653,2.6
5108418,37,2167,775,400,2091,0.7,1899,2.5
5108419,37,1900,643,365,1875,0.8,1611,2.7
5108420,40,1910,672,340,1784,0.8,1408,2.7
5108421,40,1900,658,380,1678,0.8,1454,2.7
5108422,0,0,0,0,0,0,0,0
5108423,41,2167,560,360,1625,0.7,1510,2.6
5108424,41,1887,697,360,1666,0.7,1239,2.4
5108425,38,1733,592,400,1386,0.7,1115,2.3
5108426,39,2100,637,350,1625,0.8,1312,2.6
5108427,44,2167,653,450,1773,0.7,1512,2.5
5108428,36,1800,756,405,1942,0.7,1666,2.5
5108429,59,1571,509,360,1541,0.6,1062,2.2
5108430,45,1826,591,353,1487,0.7,1354,2.4
5108431,42,2114,620,395,1928,0.7,1424,2.6
5108432,43,1925,624,385,1821,0.7,1446,2.6
5108433,39,1871,747,380,2144,0.7,1762,2.4
5108434,35,1798,583,300,1410,0.8,916,1.9
5108435,39,2000,616,320,1430,0.7,963,1.8
5108436,35,1800,743,330,1702,0.7,1302,1.9
5108437,34,1733,755,350,1575,0.8,1295,2
5108501,33,1585,382,192,1079,1,858,3
5108502,28,1733,459,350,1230,1.1,1268,4.1
5108503,32,1517,498,325,1091,0.8,1109,2.4
5108504,30,1820,513,330,1021,0.8,1105,2.6
5108505,30,1625,549,350,1386,0.9,1297,2.5
5108506,30,1733,588,350,1289,0.9,1254,2.8
5108507,30,1733,514,328,1259,0.9,1267,2.8
5108508,30,1733,537,350,1181,0.8,1120,2.7
5108509,30,1649,455,325,1166,1,992,3.3
5108510,35,1500,408,190,1100,0.9,949,2.8
5108511,31,1365,389,348,900,1,966,3.3
5108512,34,1517,448,323,1333,0.9,1231,3.2
5108513,34,1733,545,340,1384,0.8,1139,2.5
5108514,37,1701,507,320,1275,0.8,1115,2.3
5108515,35,1558,436,210,1218,0.9,704,2.1
5108516,31,1549,545,350,1260,0.8,1157,2.4
5108517,32,1517,498,300,1160,0.8,989,2.4
5108518,31,1560,560,320,1187,0.8,1172,2.4
5108519,30,1733,683,340,1512,0.9,1335,2.5
5108520,29,1770,558,350,1141,0.8,1101,2.5
5108521,31,1733,592,350,1179,0.8,1129,2.4
5108522,35,1517,631,300,1375,0.8,1017,2.1
5108523,36,1700,504,300,1262,0.8,1056,2.3
5108524,29,1733,602,350,1354,0.9,1263,2.5
5108525,36,1700,694,350,1687,0.7,1388,2.3
5108526,34,1600,563,330,1148,0.8,1057,2.3
5108527,30,1824,555,340,1507,0.8,1312,2.5
5108528,31,1733,640,343,1358,0.8,1283,2.5
5108529,32,1855,548,350,1221,0.8,1130,2.4
5108530,30,1772,544,340,1237,0.8,1117,2.6
5108531,32,1404,444,257,1329,1,1257,3.1
5108532,34,1625,469,350,1260,0.9,1328,3.3
5108533,0,0,0,0,0,0,0,0
5108534,0,0,0,0,0,0,0,0
5108535,29,1600,426,340,1116,1,1083,3.3
5108536,31,1777,382,196,1333,1.1,979,3.1
5108537,32,1670,452,350,1286,0.9,1271,3.3
5108538,0,0,0,0,0,0,0,0
5108539,32,1733,412,350,1213,0.9,1131,3.6
5108540,29,1407,402,375,1062,1,942,3.6
5108541,28,1755,398,250,1160,0.9,1140,3.4
5108542,35,1500,442,254,1086,1,972,2.9
5108543,28,1712,492,350,1375,1,1197,3.5
5108544,32,1300,429,350,1083,0.9,1050,3.3
5108601,38,1867,422,156,1125,0.7,749,3
5108602,34,1662,479,188,1421,0.9,1164,2.7
5108603,39,2100,720,385,1963,0.7,1781,2.5
5108604,40,1703,604,333,1449,0.7,1100,2
5108605,37,1788,755,370,1687,0.7,1338,2.1
5108606,40,1777,653,395,1674,0.7,1410,2
5108607,36,1863,661,340,1524,0.8,1333,2.1
5108608,40,1674,587,350,1213,0.8,1035,2.2
5108609,42,1744,623,330,1375,0.8,995,1.9
5108610,33,2167,715,380,2053,0.8,1735,2.8
5108611,37,1733,634,350,1333,0.6,1230,2.2
5108612,37,2008,711,400,1637,0.7,1489,2.4
5108613,46,2200,691,350,2812,0.7,1937,2.5
5108614,42,2000,681,378,2107,0.8,1765,3
5108615,58,2600,665,200,2100,0.7,986,1.9
5108616,41,2142,733,330,2181,0.8,1762,2.7
5108617,42,2167,584,340,1625,0.8,1363,2.6
5108618,51,1988,533,363,1672,0.7,1077,2.3
5108619,42,1667,594,365,1437,0.8,1361,2.6
5108620,0,0,0,0,0,0,0,0
5108621,40,2383,600,253,1875,0.8,1649,2.9
5108622,40,1862,713,370,2015,0.7,1625,2.7
5108623,41,2201,691,365,1888,0.7,1649,2.7
5108624,41,2206,728,398,1899,0.7,1728,2.7
5108625,46,1733,635,228,2214,0.7,1449,2.6
5108626,43,2167,701,400,2303,0.8,1912,2.8
5108627,50,2084,740,438,2594,0.7,2031,2.8
5108628,40,1750,603,320,1649,0.7,1468,2.8
5108629,39,1800,704,350,1575,0.7,1380,2.2
5108630,37,2145,737,380,1687,0.8,1492,2.4
5108631,36,1959,601,345,1571,0.8,1300,2.5
5108632,38,1758,703,350,1607,0.7,1309,2.2
5108633,40,2002,755,350,1859,0.8,1523,2.3
5108634,35,2113,636,355,1510,0.7,1292,2.3
5108635,41,1733,701,370,1767,0.7,1257,1.9
5108636,39,1733,451,150,1312,0.8,1016,2.9
5108637,51,1604,487,125,1713,0.7,1149,2.6
5108638,45,2500,582,122,1833,0.7,1312,2.8
5108639,45,1800,756,0,3035,0.7,2374,3.1
5108640,44,2500,753,112,2521,0.8,2172,2.9
5108641,39,1810,657,370,1833,0.7,1353,2.2
5108642,37,1658,705,305,1531,0.7,1180,1.9
5108643,41,2000,603,375,1550,0.8,1267,2.3
5108644,40,2836,714,0,2527,0.8,2525,3.5
5108645,39,2300,814,430,2316,0.7,1797,2.5
5108646,40,2000,854,370,2170,0.8,1714,2.5
5108647,47,2000,762,415,2050,0.6,1420,2.2
5108648,47,1910,638,465,1805,0.7,1759,2.8
5108649,46,2000,770,0,2541,0.7,2392,3.1
5108650,51,2000,491,346,2109,0.7,1875,3.1
5108651,35,1863,642,330,1724,0.8,1383,2.6
5108652,35,1864,725,330,1958,0.8,1333,2.5
5108653,42,2000,714,400,1985,0.8,1763,2.7
5108654,40,2167,730,360,1908,0.7,1760,2.6
5108655,44,2084,633,463,1843,0.7,1906,2.9
5108656,41,2167,725,633,2666,0.8,2583,3.4
5108657,40,2200,806,0,2431,0.8,2431,3.3
5108658,0,0,0,0,0,0,0,0
5108659,53,1867,852,0,2531,0.6,2476,2.6
5108701,0,0,0,0,0,0,0,0
5108801,37,2050,911,207,2341,0.8,1658,2.1
5108802,32,0,675,0,0,0,962,2
5108803,34,2300,1028,420,2250,0.6,1760,1.9
5108804,37,2200,689,197,2181,0.8,1518,2.2
5108805,33,2300,955,325,2863,0.8,2062,2.5
5108806,39,2784,695,168,3694,0.9,2656,2.9
5108807,34,2500,1044,450,2714,0.8,2269,2.6
5108808,34,2469,890,360,2250,0.7,1863,2.3
5108809,34,2167,974,360,2634,0.8,2016,2.1
5108810,33,2167,1088,420,2434,0.8,2116,2.4
5108811,33,2400,1053,450,2416,0.8,2037,2.6
