SA1_7DIGITCODE_2016,Median_age_persons,Med_mort_repaymnt_monthly,Med_tot_psnl_incom_weekly,Median_rent_weekly,Med_tot_family_inc_weekly,Avge_numbr_prsons_per_bedroom,Med_tot_hh_incom_weekly,Average_household_size
5110733,30,2383,831,500,2234,0.9,2250,3.5
5110734,25,2000,733,475,2250,0.9,2316,3.6
5110735,26,2336,806,480,2312,0.9,2270,3.6
5110736,33,2058,815,450,2333,0.7,2212,3.1
5110737,30,2264,918,455,2192,0.8,2160,3.4
5110801,37,2095,671,400,1712,0.7,1573,2.6
5110802,37,1803,702,450,2031,0.8,1862,3
5110803,0,0,0,0,0,0,0,0
5110806,45,2350,806,220,2340,0.7,2187,3.4
5110807,36,1950,756,440,2088,0.9,2103,3.3
5110808,43,2167,825,430,1983,0.6,1971,2.6
5110810,34,2200,902,360,2272,0.7,2261,2.7
5110811,32,2167,881,435,2276,0.8,2079,3.1
5110812,31,2300,993,460,2363,0.8,2279,3.1
5110813,34,1767,705,350,1731,0.7,1558,2.7
5110814,33,2000,775,380,1963,0.7,1819,2.8
5110816,38,1750,654,322,1609,0.8,1421,2.5
5110817,36,1733,672,372,1444,0.7,1307,2.5
5110818,45,1707,497,380,1321,0.7,1292,2.5
5110819,38,1733,609,380,1731,0.7,1616,2.8
5110820,30,2314,866,440,2013,0.7,2045,2.9
5110821,74,1733,430,167,786,0.8,487,1.7
5110822,33,1517,610,365,1412,0.7,1339,2.7
5110823,36,1733,547,380,1272,0.8,1244,2.9
5110824,50,2000,634,343,1516,0.7,1468,2.9
5110825,43,2750,693,350,2222,0.8,2071,3.1
5110826,35,1903,629,355,1318,0.8,1187,2.6
5110828,35,1905,674,348,1634,0.7,1413,2.4
5110829,37,1517,612,365,1383,0.7,1269,2.4
5110830,35,1700,546,330,1375,0.6,1192,2.4
5110831,41,1625,592,350,1512,0.7,1227,2.5
5110832,40,1733,621,320,1483,0.7,1357,2.6
5110833,37,1800,658,348,1555,0.7,1312,2.4
5110834,36,1909,631,300,1722,0.7,1351,2.4
5110835,54,2167,572,213,1666,0.7,1333,2.5
5110837,32,2000,804,400,1862,0.7,1616,2.8
5110838,44,3017,713,0,2305,0.7,2225,3
5110839,65,758,467,300,971,0.7,637,1.8
5110840,45,2834,760,400,2187,0.7,2083,2.9
5110841,43,2141,730,500,2566,0.7,2358,3.1
5110842,41,2167,832,410,2374,0.7,2042,2.6
5110843,49,2167,697,245,2274,0.8,1083,2.2
5110844,34,2320,855,415,2169,0.7,2089,2.7
5110845,29,2000,826,423,2009,0.8,2008,2.9
5110846,40,1950,621,368,1557,0.7,1471,2.5
5110847,36,2167,674,438,2087,0.8,2062,2.9
5110848,30,2230,909,450,2259,0.7,2205,2.9
5110849,29,2167,888,435,2078,0.8,2051,3.2
5110850,31,2167,891,390,1965,0.7,1702,2.5
5110851,33,2102,825,400,2203,0.7,2042,2.9
5110852,36,2167,700,435,1983,0.7,1843,2.9
5110853,30,2121,877,420,2038,0.7,1843,2.7
5110854,51,2500,537,0,1374,0.7,1812,2.3
5110855,30,2210,930,400,1978,0.7,1763,2.5
5110856,29,2400,938,450,2267,0.8,2279,3
5110857,32,2000,895,440,2250,0.8,2157,3
5110858,35,2200,869,500,2465,0.7,2404,3.1
5110859,31,2000,912,400,1888,0.7,1804,2.4
5110860,30,2219,742,450,2079,0.8,1833,3
5110861,35,2167,843,420,2368,0.7,2285,3.1
5110862,83,0,490,325,942,0.7,712,1.4
5110863,33,2262,812,450,2163,0.8,2125,3.1
5111001,35,1300,480,265,986,0.8,715,1.9
5111002,35,2156,861,360,2261,0.8,2159,3.1
5111003,34,1517,514,281,1093,0.7,937,2.3
5111004,31,1408,586,300,1395,0.8,1391,2.9
5111006,26,1300,545,300,1583,0.9,1437,3.4
5111007,40,2315,698,450,2166,0.9,1937,3.3
5111009,37,1300,498,296,1090,0.8,942,2.4
5111010,33,1485,504,300,1375,0.8,1281,2.8
5111011,30,1300,513,315,1145,0.8,1038,2.6
5111013,31,1517,596,340,1170,0.9,1257,2.8
5111015,40,1350,551,280,1302,0.7,1083,2.4
5111016,36,1517,516,345,1171,0.7,966,2.7
5111018,35,1499,613,330,1406,0.7,1209,2.8
5111019,36,1408,503,280,1117,0.8,927,2.1
5111020,38,1326,544,260,1153,0.8,1111,2.6
5111021,33,1355,542,265,1187,0.7,1062,2.5
5111022,32,1300,514,300,1281,0.7,1078,2.5
5111023,34,1387,542,300,1235,0.7,1008,2.4
5111024,34,1398,517,305,1431,0.7,1224,2.5
5111025,43,1235,446,300,1019,0.7,742,1.8
5111026,36,1410,477,300,1036,0.7,940,2.2
5111027,33,1250,454,262,1069,0.8,863,2.4
5111028,37,1408,554,320,1328,0.6,1125,2.1
5111029,33,1300,502,320,1087,0.8,1048,2.5
5111030,44,1482,452,315,1042,0.8,892,2.5
5111031,34,1456,550,310,1147,0.8,1069,2.4
5111032,33,1408,613,310,1367,0.7,1205,2.4
5111033,46,1246,483,288,1005,0.7,777,2.1
5111034,37,1530,625,300,1325,0.7,990,2.1
5111035,40,1344,502,293,1047,0.8,954,2.2
5111036,26,1733,655,350,1408,0.9,1370,3.2
5111037,66,1400,457,250,1010,0.9,699,1.6
5111038,30,1612,529,300,1085,0.8,960,2.4
5111039,55,0,417,0,762,0.6,749,1.6
5111040,39,1486,484,328,1187,0.7,969,2.4
5111041,27,2200,915,390,1847,0.8,1807,2.9
5111042,27,1882,871,378,1661,0.7,1525,2.8
5111043,32,2141,606,380,1416,0.8,1521,3
5111044,27,1508,599,225,1363,0.8,1317,2.9
5111045,29,0,0,0,0,0,0,0
5111046,33,1300,476,290,1105,0.8,1030,2.5
5111047,32,1473,522,320,1081,0.7,947,2.5
5111101,14,0,949,0,0,0,0,0
5111201,40,1452,578,280,1625,0.7,1193,2.4
5111202,35,1500,560,315,1336,0.8,1211,2.8
5111203,42,1400,607,320,1451,0.7,1125,2.2
5111204,36,1636,506,260,1305,0.8,1260,2.6
5111205,34,1362,553,320,1158,0.8,1012,2.6
5111206,33,1517,547,320,1298,0.8,1163,2.7
5111207,32,1333,555,300,1230,0.7,1105,2.5
5111208,34,1387,653,313,1402,0.8,1350,2.5
5111209,32,1408,495,300,1178,0.7,1054,2.5
5111210,34,1580,487,320,1531,0.8,1487,2.6
5111211,40,1517,542,320,1367,0.7,1327,2.6
5111212,31,1517,556,310,1666,0.8,1281,2.7
5111213,49,1600,453,200,1319,0.9,850,2.2
5111215,43,1632,664,375,1687,0.7,1550,3.1
5111216,33,2130,933,400,2081,0.8,1971,2.6
5111217,0,0,0,0,0,0,0,0
5111301,36,1850,663,355,1571,0.7,1271,2.5
5111302,44,2000,676,360,1958,0.9,1812,2.9
5111303,39,1954,762,400,1699,0.6,1583,2.5
5111311,30,2244,1012,450,2392,0.8,2324,3.2
5111312,31,2600,1006,490,2860,0.9,2916,3.6
5111313,30,2300,1025,450,2349,0.8,2292,3.2
5111314,33,2167,934,360,2196,0.7,2033,2.9
5111315,30,2167,882,420,2013,0.8,1964,3
5111316,32,2383,876,450,2339,0.8,2401,3.2
5111317,0,0,0,0,0,0,0,0
5111318,29,2297,1044,430,2250,0.8,2250,3
5111319,30,2392,903,460,2446,0.9,2451,3.3
5111320,31,2300,959,478,2305,0.8,2284,3.1
5111321,50,1120,674,320,1562,0.6,1312,2
5111322,29,2361,1002,445,2235,0.8,2196,3.1
5111323,35,2535,725,470,2172,0.9,2183,3.3
5111324,29,2338,1028,440,2273,0.8,2253,3.2
5111325,29,2383,994,410,2350,0.8,2287,3
5111326,28,2383,955,390,2106,0.7,2013,2.5
5111327,29,2400,931,420,2312,0.7,2209,2.9
5111328,29,2123,1087,360,1902,0.7,1705,2.1
5111329,29,2383,888,410,2103,0.8,2125,3.1
5111330,29,2500,1120,430,2450,0.7,2350,2.9
5111331,29,2000,988,395,1841,0.7,1674,2.4
5111332,27,2168,944,380,2054,0.8,1916,2.6
5111333,30,2200,802,450,2131,0.8,2114,3.3
5111334,31,2383,893,470,2282,0.8,2349,3.4
5111335,29,2565,1053,450,2289,0.7,2239,2.8
5111336,30,2074,858,435,1818,0.7,1833,2.8
5111337,32,2383,888,450,2418,0.8,2380,3.4
5111401,40,1717,640,375,1894,0.7,1758,2.6
5111402,43,2031,619,243,1724,0.7,1586,2.6
5111403,34,1257,486,255,1025,0.8,745,2
5111404,42,1734,634,328,1357,0.7,1183,2.5
5111405,39,1900,761,338,1951,0.7,1666,2.3
5111406,39,1733,656,350,1542,0.7,1190,2.4
5111407,41,1800,760,340,2017,0.7,1642,2.6
5111408,42,1733,653,285,1553,0.7,1384,2.3
5111409,37,1733,772,328,2039,0.7,1656,2.7
5111410,36,1517,522,310,1463,0.7,1196,2.5
5111411,34,1517,557,320,1309,0.8,1104,2.5
5111412,36,1474,529,330,1237,0.8,1179,2.4
5111413,32,1500,685,320,1343,0.7,1212,2.3
5111414,39,1387,466,300,1305,0.8,1184,2.5
5111415,37,1300,600,300,1375,0.8,1233,2.4
5111416,35,1202,456,310,945,0.6,883,2.3
5111417,35,1692,475,290,1224,0.8,1088,2.5
5111418,0,0,0,0,0,0,0,0
5111419,35,1660,673,310,1333,0.7,1263,2.3
5111420,39,2135,721,365,2015,0.8,1875,3
5111421,46,2100,717,0,2204,0.7,2181,2.8
5111422,47,1600,568,218,1525,0.8,939,1.9
5111423,45,2167,725,350,2211,0.7,1910,2.7
5111424,44,1793,633,315,1392,0.7,1312,2.6
5111425,44,1473,542,310,1265,0.6,854,2.1
5111426,34,1517,598,320,1295,0.7,1192,2.2
5111501,45,1940,739,0,1859,0.7,1766,2.8
5111503,49,2000,615,383,1416,0.6,1294,2.5
5111504,45,2392,701,523,2038,0.7,2044,3.1
5111506,42,2190,742,225,2229,0.7,2151,3.1
5111507,45,1825,709,350,1761,0.7,1396,2.4
5111508,47,2200,653,150,2013,0.7,1924,2.9
5111509,0,0,0,0,0,0,0,0
5111510,46,1850,544,335,1702,0.9,1611,2.9
5111511,41,1800,673,335,1681,0.6,1433,2.5
5111512,46,2000,616,488,1924,0.7,2019,2.9
5111513,43,1733,749,0,1921,0.7,1819,2.8
5111514,46,1608,614,300,1807,0.7,1529,2.6
5111515,46,1950,713,400,2014,0.7,1735,2.6
5111516,43,1600,676,360,1600,0.7,1358,2.4
5111517,38,2200,792,483,2409,0.8,2519,3.2
5111518,35,2880,779,285,2208,0.8,2036,2.8
5111519,41,1950,783,370,1699,0.7,1589,2.5
5111520,34,2700,869,580,2631,0.8,2568,3.3
5111521,69,1600,458,165,883,0.8,657,1.6
5111601,45,1800,766,340,2025,0.7,1770,2.5
5111602,40,2200,729,400,2107,0.6,1468,2.4
5111603,43,1987,701,380,2088,0.7,1771,2.5
5111604,43,2000,760,305,1562,0.7,1463,2.4
5111605,50,1950,807,300,1937,0.8,1649,2.7
5111606,39,2000,711,325,2125,0.7,1787,2.6
5111607,36,2340,782,435,2020,0.8,1924,2.8
5111608,42,2000,710,200,2073,0.8,2030,2.9
5111609,47,1798,782,200,2374,0.7,1958,2.7
5111610,45,2340,857,540,2343,0.7,2289,2.9
5111611,41,1950,755,400,2125,0.7,1888,2.8
5111612,47,1950,590,155,1642,0.8,1289,2.5
5111613,42,2400,663,249,1902,0.8,1812,3
5111614,43,1907,685,420,1812,0.7,1775,2.8
5111615,33,2500,850,500,2543,0.8,2465,3.4
5111616,42,2100,793,380,2227,0.7,2010,2.7
5111617,44,1733,725,0,2045,0.7,1765,2.6
5111618,43,1925,630,360,1875,0.7,1656,2.7
5111701,27,1733,698,368,1699,0.8,1604,3.1
5111703,30,1560,733,323,1474,0.7,1393,2.6
5111704,29,1733,602,325,1419,0.8,1333,2.7
5111706,28,1950,686,373,1711,0.8,1601,3.2
5111708,28,1900,630,325,1708,0.8,1279,2.7
5111709,29,1800,662,335,1699,0.8,1658,3.3
5111710,33,1517,628,320,1509,0.7,1454,3
5111711,34,1690,615,320,1152,0.8,1235,2.5
5111712,29,1733,696,355,1759,0.7,1683,2.9
5111713,32,1534,572,300,1445,0.7,1384,2.9
5111714,31,1441,632,350,1787,0.7,1468,2.9
5111715,29,1649,623,330,1542,0.8,1278,2.8
5111716,31,1733,680,340,1812,0.8,1764,3.1
5111717,27,1517,721,300,1511,0.7,1308,2.7
5111718,36,1625,578,335,1354,0.7,1258,2.4
5111719,28,1837,803,380,1552,0.8,1509,3.1
5111720,28,1904,619,365,1850,0.8,1721,3.1
5111721,31,1733,641,368,1440,0.8,1445,3.1
5111722,27,2000,712,380,1663,0.8,1653,3.5
5111723,29,1950,842,380,1802,0.8,1901,3.2
5111724,27,2441,850,330,1981,0.8,1944,3.1
5111725,33,1823,741,395,1916,0.7,1760,2.9
5111726,28,1950,681,398,1792,0.8,1792,3.6
5111801,35,1946,729,201,1687,0.7,1402,2.5
5111802,33,2029,695,300,1906,0.8,1649,2.6
5111803,32,2205,716,400,1895,0.8,1713,2.6
5111804,34,1733,772,373,1864,0.8,1670,2.5
5111805,33,1441,806,340,1718,0.7,1420,1.9
5111806,34,2400,1094,159,2708,0.8,2402,2.8
5111807,35,1700,723,350,1583,0.8,1333,2.2
5111808,40,2137,845,400,2187,0.6,1897,2.4
5111809,38,2167,854,360,2235,0.7,1681,2.5
5111810,43,2167,802,395,1708,0.8,1346,2.4
5111811,46,2300,1028,450,2482,0.7,2083,2.3
5111812,33,1900,850,400,2047,0.7,1681,2.8
5111813,33,2084,751,420,1843,0.8,1761,3
5111814,39,1900,698,355,1720,0.8,1449,2.4
5111815,35,2000,783,435,1961,0.7,1842,2.8
5111816,47,1738,615,210,1410,0.8,1070,2
5111817,43,1950,493,300,1462,0.8,1120,2.2
5111818,35,1948,830,360,1913,0.8,1439,2.2
5111819,41,1842,704,305,1798,0.7,1266,2.3
5111820,35,1832,820,373,1732,0.8,1464,2.4
5111821,35,1972,529,290,1204,0.8,1117,2.2
5111822,35,2000,633,326,1875,0.8,1166,2
5111823,31,2048,785,370,1859,0.8,1596,2.5
5111824,33,1800,626,350,1354,0.8,1262,2.6
5111825,37,1800,694,333,1843,0.8,1382,2.3
5111901,33,2340,877,388,2270,0.8,2015,2.6
5111902,33,2167,805,350,2405,0.8,2104,2.8
5111903,38,1842,774,375,2050,0.7,1352,2.3
5111904,31,2500,584,310,1843,0.8,1472,2.9
5111905,41,0,0,0,0,1,0,1
5111906,0,0,0,0,0,0,0,0
5111907,36,1950,715,400,1593,0.7,1347,2.3
5111908,34,2167,805,425,2571,0.8,2173,2.8
5111909,32,1994,776,300,1724,0.9,1306,1.9
5111910,35,2167,877,425,2457,0.8,2079,2.3
5111911,35,2050,1006,440,2380,0.8,2008,2.4
5111912,34,2100,1142,345,2843,0.9,2193,2.3
5111913,37,2450,835,370,2214,0.8,1656,2.4
5111914,36,2113,757,160,2449,0.8,2042,2.8
5111915,31,2234,743,360,2133,0.7,1885,2.7
5111916,37,2184,971,395,2905,0.8,2196,2.6
5111917,33,2450,687,345,2062,0.8,1805,2.6
5111918,38,2200,850,345,2444,0.9,2095,2.4
5111919,33,1950,616,350,1587,0.9,1361,2.3
5111920,39,1800,813,385,1985,0.8,1614,2.4
5111921,40,2500,575,350,1781,0.8,1218,2.3
5111922,36,2000,588,295,1656,0.8,1147,2.2
5111923,35,1733,767,355,2161,0.7,1476,2.2
5111924,42,2119,697,380,1625,0.8,1461,2.1
5111925,30,1972,706,365,1857,0.9,1649,2.3
5111926,31,2100,722,375,1770,0.8,1612,2.5
5111927,34,1863,720,370,1640,0.8,1375,2.2
5111928,38,1642,593,375,1416,0.7,1107,2
5111929,36,1950,560,310,1833,0.8,1416,2.2
5111930,33,1853,754,350,1825,0.7,1529,2.1
5111931,31,2000,711,405,1861,0.8,1671,2.5
5111932,35,1950,725,360,1779,0.8,1575,2.2
5111933,34,2167,914,400,2269,0.8,2009,2.4
5111934,35,2500,913,400,2288,0.7,2011,2.3
5111935,32,1800,831,370,1946,0.8,1672,2.2
5111936,32,2167,765,400,2044,0.7,1761,2.2
5111937,32,2058,846,380,1974,0.8,1633,2.2
5111938,29,2000,787,400,1708,0.8,1530,2.2
5111939,30,1453,665,285,1406,1.3,1062,2
5111940,32,1900,661,350,1607,0.8,1404,2.4
5112001,0,0,0,0,0,0,0,0
5112102,40,0,0,0,0,0,0,0
5112201,32,2162,575,300,1562,0.8,1096,2.1
5112202,40,1954,666,380,1583,0.7,1367,2.6
5112203,32,2000,746,400,1924,0.9,1735,2.7
5112204,36,1723,632,360,1562,0.8,1422,2.8
5112205,34,1929,589,335,1762,0.8,1287,2.8
5112207,38,1517,668,350,1468,0.7,1178,2.2
5112209,35,1625,725,360,1542,0.8,1386,2.5
5112210,37,1860,702,400,1658,0.8,1437,2.4
5112211,34,1741,701,357,1702,0.8,1437,2.4
5112212,37,1890,567,370,1339,0.7,1062,2.1
5112214,33,1903,665,350,1587,0.8,1308,2.2
5112215,38,1800,621,335,1583,0.8,1289,2.5
5112216,35,2000,505,320,1274,0.8,1091,2.5
5112217,33,2148,878,390,2036,0.8,1885,2.7
5112218,33,2098,618,338,1430,0.8,1218,2.2
5112219,36,2200,825,420,1988,0.8,1881,2.6
5112220,34,2000,664,320,2062,0.8,1713,2.6
5112222,30,1913,874,345,1609,1.1,1341,1.7
5112223,35,2383,883,310,2281,0.8,1687,2.1
5112224,32,2308,597,303,1763,0.8,1388,2.6
5112225,35,2100,838,340,2261,0.8,1875,2.5
5112226,33,2200,870,400,2384,0.7,1892,2.5
5112227,34,2028,864,350,2381,0.8,1847,2.3
5112228,39,1340,530,370,1307,0.8,943,2.1
5112229,36,2232,702,385,1687,0.8,1649,2.5
5112230,35,1712,515,360,1233,0.7,1125,2.5
5112231,34,1850,529,305,1968,0.8,913,2.1
5112232,33,1820,470,200,1359,0.8,958,2.2
5112233,35,1733,616,350,1474,0.8,1181,2.5
5112234,37,1751,702,350,1625,0.8,1195,2.4
5112235,35,1936,635,370,1833,0.7,1471,2.2
5112236,36,1733,647,350,1652,0.7,1341,2.3
5112237,34,1996,563,370,1410,0.7,1175,2.4
5112238,34,1825,582,330,1424,0.8,1133,2.5
5112241,33,1733,644,350,1390,0.9,1348,2.7
5112242,30,1925,654,350,1403,0.9,1388,2.6
5112243,34,1800,669,394,1583,0.8,1608,2.7
5112244,34,1972,656,350,1328,0.8,1333,2.1
5112245,32,1733,706,350,1510,0.7,1284,2.3
5112246,33,2000,714,350,1716,0.8,1586,2.6
5112247,34,2000,608,330,1231,0.7,1178,2.7
5112248,37,1700,655,350,1375,0.8,1304,2.6
5112249,58,0,624,525,1875,0.8,1375,2
5112250,31,1820,658,360,1343,0.8,1333,2.9
5112251,32,1800,788,370,1678,0.7,1552,2.2
5112252,31,2250,871,440,2062,0.8,2010,2.8
5112253,32,1820,639,358,1281,0.7,1196,2.4
5112254,33,1900,753,385,1857,0.8,1906,3
5112255,31,1281,716,270,1166,1.1,1029,1.5
5112256,34,2163,1125,490,2283,0.7,2028,2
5112257,29,1733,732,380,1577,0.9,1463,2.7
5112258,34,2105,584,337,1420,0.8,1277,2.6
5112259,33,1890,676,320,1760,0.9,1429,2.8
5112260,31,1867,839,400,1926,0.8,1903,2.5
5112261,34,1951,716,395,1781,0.7,1523,2.6
5112301,35,2192,794,420,1910,0.8,1924,2.6
5112302,35,2015,738,393,2125,0.8,1489,2.2
5112303,36,2000,699,395,2154,0.8,1908,2.8
5112304,32,2167,1079,410,2319,0.8,2148,2.4
5112305,35,2500,1039,400,2166,0.8,1875,2.2
5112306,32,2167,854,400,2222,0.7,1702,2.1
5112307,41,2165,846,350,2250,0.9,1242,2
5112308,35,2200,780,420,2154,0.7,1884,2.3
5112309,33,1638,756,300,1843,0.9,1364,1.9
5112311,33,2000,718,430,2039,0.9,1640,2.6
5112312,38,2000,991,380,2625,0.8,2291,2.6
5112313,38,2000,860,378,2718,0.8,2136,2.6
5112314,38,2167,769,370,2233,0.8,1875,2.5
5112315,32,2000,825,350,2013,0.8,1690,2.4
5112316,35,2167,777,348,1983,0.9,1687,2.4
5112317,33,2000,1125,420,2583,0.7,2318,2.2
5112318,35,2150,930,400,2250,0.7,2006,2.3
5112319,32,2442,877,400,2236,0.8,2060,2.3
5112320,37,2077,681,360,1767,0.8,1473,2.3
5112321,36,2187,776,420,2250,0.8,1949,2.2
5112322,34,2167,804,400,2312,0.9,2042,2.6
5112323,33,2184,886,421,2100,0.8,1841,2.3
5112324,35,2000,994,410,2250,0.6,1812,2.2
5112325,31,1733,801,350,1697,1,1505,2.1
5112326,32,1733,853,300,1895,1,1430,1.9
5112327,31,1777,592,300,1260,1.1,1050,2
5112328,30,1500,603,275,1205,1.2,949,1.9
5112329,30,1500,731,300,1281,1.1,1170,1.7
5112330,28,1312,673,275,1104,1.4,990,1.6
5112331,0,0,0,0,0,0,0,0
5112332,33,2100,954,385,2278,0.8,2020,2.2
5112333,46,2800,1183,630,2460,0.9,2323,2
5112334,29,2200,1112,390,2625,1,1875,1.7
5112335,43,0,2290,0,0,0,0,0
5112336,38,3000,1165,600,2562,0.8,2349,2.2
5112337,0,0,0,0,0,0,0,0
5112401,27,1832,418,340,1031,0.8,1086,2.7
5112402,25,1606,479,340,2124,0.6,820,2
5112403,35,1712,542,360,1656,0.8,1125,2.2
5112404,30,1820,664,360,1812,0.8,1526,2.4
5112405,31,1950,614,350,1721,0.8,1260,2.2
5112406,28,1750,680,393,1734,0.9,1644,2.8
5112407,31,1517,437,350,1104,0.8,1088,2.3
5112408,30,1800,486,330,1178,0.8,946,2.3
5112410,28,1759,550,400,1571,0.8,1512,2.8
5112411,28,1500,452,320,1166,0.9,1062,2.7
5112412,20,0,0,0,0,0,0,0
5112413,44,1950,521,345,1768,0.7,1474,2.7
5112414,59,1900,638,440,1444,0.7,1078,2.2
5112415,35,2000,577,365,2033,0.7,1660,2.6
5112416,31,1940,545,375,1828,0.8,1558,2.7
5112417,82,0,463,191,863,0.9,494,1.1
5112418,34,2167,673,340,1850,0.8,1519,2.7
5112419,30,1855,713,355,1921,0.9,1630,2.6
5112421,36,2167,620,300,2042,0.8,1642,2.4
5112422,35,2100,575,246,1924,0.8,1375,2.4
5112423,35,2471,803,330,2250,0.8,1687,2.4
5112424,36,2167,847,450,2210,0.7,1910,2.6
5112426,23,2167,167,355,974,0.8,635,3.4
5112427,55,1623,361,110,774,0.7,427,1.4
5112429,28,2000,481,375,1156,0.7,1228,2.8
5112430,34,2262,686,340,1875,0.8,1477,2.4
5112431,28,1975,452,254,1446,0.7,1182,2.4
5112432,25,1314,302,273,1031,0.8,857,3
5112433,29,1300,423,325,1117,0.7,1071,2.7
5112434,30,2167,560,378,1542,0.8,1451,2.7
5112435,27,1780,405,350,1385,0.8,1287,2.9
5112436,31,1913,454,320,1312,0.8,1083,2.6
5112437,25,2167,370,310,1228,0.8,1071,2.8
5112438,31,2167,477,369,1515,0.8,1315,2.6
5112439,44,2075,466,280,1291,0.8,758,1.9
5112440,31,2167,900,400,3038,0.8,2312,2.6
5112441,38,1929,653,410,1843,0.7,1562,2.5
5112442,82,0,458,148,887,0.8,507,1.2
5112443,30,1517,454,300,1142,0.8,930,2.4
5112444,30,1818,602,300,1652,0.7,1125,2.3
5112445,84,0,480,158,824,0.9,536,1.2
5112446,33,2029,838,360,2347,0.8,1958,2.6
5112447,28,2100,626,390,1649,0.8,1512,2.5
5112501,39,1907,728,465,2428,0.7,2283,2.9
5112502,41,1725,601,500,2136,0.7,1978,3.1
5112504,38,2600,883,540,3031,0.8,3078,3.5
5112505,41,2000,825,510,2781,0.7,2687,3.2
5112506,36,1800,536,500,1937,0.8,2016,3.4
5112507,32,2037,673,400,1850,0.8,1875,3.1
5112509,36,2300,805,484,2374,0.8,2454,3.3
5112510,52,2500,620,375,1449,0.6,1420,2.3
5112511,41,2167,691,500,1792,0.7,1674,2.9
5112512,44,2000,701,450,2594,0.7,2416,3.1
5112513,36,2000,766,450,2263,0.8,2208,3.2
5112514,36,2346,739,500,2424,0.8,2399,3.5
5112515,33,2000,832,450,2514,0.8,2307,3.1
5112516,45,3125,711,480,2312,0.6,2550,3.2
5112517,37,2029,764,479,2240,0.8,2240,3.2
5112518,37,2167,746,500,2449,0.8,2600,3.5
5112519,41,1733,625,450,2074,0.8,1932,3
5112520,34,2167,568,400,1699,0.7,1691,3
5112521,32,2167,698,498,2562,0.8,2711,3.6
5112522,36,2167,609,475,2062,0.8,2210,3.2
5112524,38,1950,749,525,2519,0.8,2411,3.2
5112525,35,2167,701,480,1825,0.7,1739,2.8
5112526,36,1950,660,495,2166,0.8,2107,3.4
5112527,39,2000,537,485,1625,0.7,1542,2.8
5112528,36,1950,707,510,2531,0.9,2643,3.6
5112529,35,2498,772,460,2229,0.8,2250,3.4
5112601,0,0,0,0,0,0,0,0
5112701,35,1950,548,310,1765,0.9,1553,3.1
5112702,35,1733,634,369,1625,0.7,1362,2.7
5112704,31,1821,719,400,1643,0.8,1585,3
5112706,29,1800,639,360,1413,0.9,1401,2.6
5112707,30,2167,676,440,1910,0.8,1827,3.2
5112708,31,2000,718,400,1850,0.8,1692,3
5112714,30,1950,608,340,1312,0.9,1202,2.7
5112715,31,1800,564,350,1409,0.8,1243,2.7
5112716,31,2000,646,370,1487,0.9,1517,2.9
5112718,31,1700,581,358,1525,0.9,1455,2.8
5112719,30,1800,503,368,1305,0.9,1341,2.7
5112720,31,1500,505,353,1262,0.7,1184,2.6
5112721,31,1559,602,340,1300,0.9,1169,2.5
5112722,32,1882,486,350,1171,0.8,1057,2.5
5112723,31,1603,566,355,1553,0.8,1430,2.3
5112724,31,1733,632,378,1547,0.8,1316,2.4
5112725,29,1733,494,350,1230,0.9,1108,2.6
5112726,29,1733,573,360,1303,1,1327,2.6
5112727,31,1951,614,360,1708,0.9,1704,3.3
5112728,45,1400,493,350,1339,0.7,771,2.1
5112729,29,1720,535,380,1580,0.9,1533,2.8
5112730,31,1800,589,390,1517,0.8,1492,2.7
5112731,32,1950,476,365,1187,0.8,1125,2.8
5112732,31,1956,605,380,1519,0.9,1527,2.9
5112733,30,2188,756,370,1962,0.9,1796,3
5112734,30,1643,658,370,1270,0.9,1274,2.4
5112735,29,1733,616,380,1462,0.8,1380,2.7
5112736,29,2100,533,370,1444,0.8,1437,2.9
5112737,31,2100,665,350,1644,0.9,1544,2.9
5112738,30,1850,651,380,1631,0.9,1547,2.9
5112739,30,1950,682,400,1674,0.8,1678,3.1
5112740,29,2167,668,370,1587,0.8,1587,3
5112741,29,1733,484,395,1360,0.8,1337,3
5112742,32,1885,621,375,1687,0.7,1516,2.5
5112801,34,1532,632,365,1401,0.7,1317,2.3
5112802,37,1950,806,380,1875,0.7,1662,2.3
5112803,37,1733,667,325,1702,0.7,1512,2.5
5112804,40,1733,654,380,1812,0.8,1765,2.9
5112805,38,1517,529,370,1412,0.7,1287,2.7
5112806,37,1950,785,360,1850,0.7,1666,2.7
5112807,36,1733,697,330,1812,0.7,1357,2.3
5112808,0,0,0,0,0,0,0,0
5112809,40,2050,718,350,2038,0.7,1586,2.6
5112810,37,1695,627,360,1571,0.7,1513,2.5
5112811,37,1771,542,330,1762,0.7,1481,2.5
5112812,39,2020,568,330,1437,0.6,1241,2.4
5112813,39,1636,686,300,1611,0.6,1193,2.1
5112814,34,1742,598,325,1614,0.8,1383,2.5
5112815,40,1950,653,360,2026,0.6,1647,2.5
5112816,38,1900,691,368,1791,0.7,1343,2.5
5112818,31,1774,536,368,1446,0.8,1316,2.6
5112819,32,1733,593,355,1333,0.8,1254,2.6
5112820,37,1733,583,355,1555,0.8,1424,2.7
5112821,37,1644,640,325,1625,0.8,1542,2.7
5112822,38,1517,629,350,1352,0.7,1268,2.4
5112823,35,1900,673,360,1778,0.8,1406,2.6
5112824,38,1566,616,380,1765,0.7,1489,2.6
