SA1_7DIGITCODE_2016,Age_yr_0_M,Age_yr_0_F,Age_yr_0_P,Age_yr_1_M,Age_yr_1_F,Age_yr_1_P,Age_yr_2_M,Age_yr_2_F,Age_yr_2_P,Age_yr_3_M,Age_yr_3_F,Age_yr_3_P,Age_yr_4_M,Age_yr_4_F,Age_yr_4_P,Age_yr_0_4_M,Age_yr_0_4_F,Age_yr_0_4_P,Age_yr_5_M,Age_yr_5_F,Age_yr_5_P,Age_yr_6_M,Age_yr_6_F,Age_yr_6_P,Age_yr_7_M,Age_yr_7_F,Age_yr_7_P,Age_yr_8_M,Age_yr_8_F,Age_yr_8_P,Age_yr_9_M,Age_yr_9_F,Age_yr_9_P,Age_yr_5_9_M,Age_yr_5_9_F,Age_yr_5_9_P,Age_yr_10_M,Age_yr_10_F,Age_yr_10_P,Age_yr_11_M,Age_yr_11_F,Age_yr_11_P,Age_yr_12_M,Age_yr_12_F,Age_yr_12_P,Age_yr_13_M,Age_yr_13_F,Age_yr_13_P,Age_yr_14_M,Age_yr_14_F,Age_yr_14_P,Age_yr_10_14_M,Age_yr_10_14_F,Age_yr_10_14_P,Age_yr_15_M,Age_yr_15_F,Age_yr_15_P,Age_yr_16_M,Age_yr_16_F,Age_yr_16_P,Age_yr_17_M,Age_yr_17_F,Age_yr_17_P,Age_yr_18_M,Age_yr_18_F,Age_yr_18_P,Age_yr_19_M,Age_yr_19_F,Age_yr_19_P,Age_yr_15_19_M,Age_yr_15_19_F,Age_yr_15_19_P,Age_yr_20_M,Age_yr_20_F,Age_yr_20_P,Age_yr_21_M,Age_yr_21_F,Age_yr_21_P,Age_yr_22_M,Age_yr_22_F,Age_yr_22_P,Age_yr_23_M,Age_yr_23_F,Age_yr_23_P,Age_yr_24_M,Age_yr_24_F,Age_yr_24_P,Age_yr_20_24_M,Age_yr_20_24_F,Age_yr_20_24_P,Age_yr_25_M,Age_yr_25_F,Age_yr_25_P,Age_yr_26_M,Age_yr_26_F,Age_yr_26_P,Age_yr_27_M,Age_yr_27_F,Age_yr_27_P,Age_yr_28_M,Age_yr_28_F,Age_yr_28_P,Age_yr_29_M,Age_yr_29_F,Age_yr_29_P,Age_yr_25_29_M,Age_yr_25_29_F,Age_yr_25_29_P,Age_yr_30_M,Age_yr_30_F,Age_yr_30_P,Age_yr_31_M,Age_yr_31_F,Age_yr_31_P,Age_yr_32_M,Age_yr_32_F,Age_yr_32_P,Age_yr_33_M,Age_yr_33_F,Age_yr_33_P,Age_yr_34_M,Age_yr_34_F,Age_yr_34_P,Age_yr_30_34_M,Age_yr_30_34_F,Age_yr_30_34_P,Age_yr_35_M,Age_yr_35_F,Age_yr_35_P,Age_yr_36_M,Age_yr_36_F,Age_yr_36_P,Age_yr_37_M,Age_yr_37_F,Age_yr_37_P,Age_yr_38_M,Age_yr_38_F,Age_yr_38_P,Age_yr_39_M,Age_yr_39_F,Age_yr_39_P,Age_yr_35_39_M,Age_yr_35_39_F,Age_yr_35_39_P,Age_yr_40_M,Age_yr_40_F,Age_yr_40_P,Age_yr_41_M,Age_yr_41_F,Age_yr_41_P,Age_yr_42_M,Age_yr_42_F,Age_yr_42_P,Age_yr_43_M,Age_yr_43_F,Age_yr_43_P,Age_yr_44_M,Age_yr_44_F,Age_yr_44_P,Age_yr_40_44_M,Age_yr_40_44_F,Age_yr_40_44_P,Age_yr_45_M,Age_yr_45_F,Age_yr_45_P,Age_yr_46_M,Age_yr_46_F,Age_yr_46_P,Age_yr_47_M,Age_yr_47_F,Age_yr_47_P,Age_yr_48_M,Age_yr_48_F,Age_yr_48_P,Age_yr_49_M,Age_yr_49_F,Age_yr_49_P,Age_yr_45_49_M,Age_yr_45_49_F,Age_yr_45_49_P,Age_yr_50_M,Age_yr_50_F,Age_yr_50_P,Age_yr_51_M,Age_yr_51_F,Age_yr_51_P,Age_yr_52_M,Age_yr_52_F,Age_yr_52_P,Age_yr_53_M,Age_yr_53_F,Age_yr_53_P,Age_yr_54_M,Age_yr_54_F,Age_yr_54_P,Age_yr_50_54_M,Age_yr_50_54_F,Age_yr_50_54_P,Age_yr_55_M,Age_yr_55_F
5107808,4,0,4,3,0,8,8,0,6,3,6,5,4,3,9,23,8,31,8,4,9,5,3,12,3,3,7,6,6,10,0,3,3,22,19,39,7,11,14,4,8,10,5,7,12,3,3,4,3,10,9,17,31,47,5,9,13,4,8,14,4,3,9,4,4,6,9,4,10,25,23,46,0,3,3,3,0,3,0,0,0,4,0,6,3,0,5,8,8,19,5,3,10,4,3,4,0,0,3,0,4,3,0,0,0,10,10,20,3,0,4,0,0,0,0,4,4,4,0,4,7,0,6,10,11,20,0,3,8,0,3,3,8,4,11,3,3,8,6,0,3,14,18,35,3,3,6,7,3,9,4,3,6,7,6,12,9,6,11,24,19,43,4,0,4,0,4,4,3,4,3,4,3,7,3,3,6,14,16,31,5,13,17,3,4,8,5,11,15,9,3,13,4,3,8,25,34,55,8,4
5107809,3,3,4,0,0,0,3,0,5,3,0,3,4,3,8,14,11,25,0,9,5,0,3,3,3,4,7,0,0,0,0,5,5,5,15,20,0,6,6,0,0,3,0,0,0,3,0,3,3,0,3,13,5,11,3,0,3,0,0,0,0,0,3,0,3,4,7,0,7,8,12,22,0,0,0,0,0,0,0,0,0,5,0,5,6,0,4,11,3,13,0,0,5,0,0,0,0,0,0,3,0,3,0,3,3,8,5,12,0,0,0,0,4,4,0,4,5,3,3,3,4,3,6,4,13,18,3,3,10,4,5,4,0,0,3,0,0,0,0,3,0,8,15,18,0,0,0,0,3,4,6,0,6,4,3,6,4,0,4,7,8,17,3,4,10,4,3,5,0,4,7,0,0,0,0,0,0,7,12,24,3,6,6,0,7,9,0,0,3,0,0,3,3,5,4,11,14,23,0,3
5107810,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,5,6,16,5,3,7,0,0,0,0,3,3,3,0,3,0,3,8,13,7,21,0,0,0,0,0,0,0,0,3,4,4,9,3,3,10,14,9,22,0,0,0,0,3,3,3,0,0,0,0,0,3,0,3,5,5,11,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,3,3,8,0,0,3,0,4,4,3,0,4,0,0,0,3,0,3,5,6,14,0,0,0,0,0,3,0,3,3,0,0,0,5,0,4,6,7,10,0,0,3,0,8,10,0,0,0,3,0,3,0,3,3,9,7,21,6,3,4,3,0,3,4,0,3,0,3,0,0,0,0,12,11,17,0,0,0,0,3,4,3,0,3,0,0,0,0,0,0,4,3,6,0,0
5107811,4,4,10,7,3,6,7,0,9,3,6,7,4,3,8,25,12,35,3,4,7,3,3,4,7,6,12,0,3,4,8,3,10,20,15,38,3,0,7,6,0,8,7,0,8,0,0,3,3,6,9,19,12,31,4,3,3,4,4,9,3,3,5,0,0,0,4,11,13,14,22,37,5,6,8,3,5,8,8,3,12,3,0,7,3,3,6,21,18,37,5,0,4,3,0,4,0,3,3,0,0,0,3,5,9,11,9,24,3,4,7,0,4,8,3,3,4,3,10,11,5,9,12,16,28,45,3,0,6,3,4,10,3,0,3,7,0,6,5,0,10,22,11,31,0,3,4,5,5,10,0,0,3,3,3,6,0,7,4,14,15,28,3,3,4,4,4,9,4,3,4,3,4,14,6,5,9,26,23,42,0,6,10,4,3,9,8,0,9,0,7,5,3,0,5,15,22,34,3,4
5107812,3,0,3,8,3,5,5,3,8,0,0,4,7,3,9,14,10,29,0,4,4,6,3,12,4,0,4,6,3,5,5,10,15,22,22,42,0,3,6,0,0,3,4,0,6,0,6,6,4,4,9,12,10,20,3,0,3,4,5,6,3,3,6,3,3,8,9,4,10,19,8,30,3,4,6,0,0,3,3,5,9,3,0,4,0,0,3,11,13,28,3,0,3,0,3,3,0,4,5,5,6,13,4,0,3,11,12,30,4,0,6,4,3,4,5,3,3,3,5,10,3,3,3,11,13,31,0,3,9,6,3,14,5,3,5,0,3,3,5,3,6,19,16,36,9,4,8,3,0,6,3,5,10,0,6,4,6,6,13,17,23,43,0,3,7,3,3,10,0,3,4,5,3,10,3,0,8,18,12,33,7,3,7,0,3,7,4,4,7,3,3,4,0,3,3,9,20,27,0,3
5107813,0,0,0,0,4,4,0,0,0,0,6,3,0,0,0,3,7,14,4,4,4,0,0,0,0,3,3,3,0,5,0,3,3,5,7,19,0,3,3,3,0,3,3,0,3,3,0,3,0,3,8,11,8,19,0,0,0,3,4,3,0,3,4,0,0,3,4,0,3,10,5,12,4,0,4,0,3,3,3,5,5,0,0,0,0,0,0,8,4,12,0,0,0,0,0,0,3,0,5,0,4,4,0,0,0,0,4,5,0,0,0,4,0,6,4,3,8,3,5,8,3,4,3,7,14,26,0,3,3,0,0,0,4,0,4,6,0,6,0,3,3,10,6,13,0,0,3,3,5,10,0,0,0,0,0,3,0,3,6,9,11,21,0,0,3,3,4,5,0,0,0,3,0,4,3,0,3,7,7,16,3,3,3,0,0,0,3,3,3,3,4,12,0,5,5,7,15,20,0,0
5107814,8,0,11,3,5,9,3,7,4,0,6,6,0,3,6,14,14,33,3,3,5,3,0,3,0,3,3,0,0,4,3,3,5,10,15,21,0,0,4,0,0,3,3,0,6,3,0,3,0,0,3,8,9,19,3,0,3,3,0,3,0,0,4,0,0,0,0,3,3,9,8,12,0,3,4,4,6,6,0,0,0,0,0,3,0,0,0,8,10,18,0,3,7,4,4,4,0,0,0,3,0,3,4,0,3,8,12,13,0,0,0,0,0,4,0,0,4,0,7,7,3,3,7,11,17,22,0,3,6,0,0,0,0,3,5,0,0,0,3,4,6,7,12,17,4,0,4,0,0,0,0,0,0,0,4,4,0,3,3,6,10,15,0,0,0,3,0,3,3,3,4,3,0,3,3,3,9,12,11,18,0,0,0,0,3,3,0,4,4,0,0,3,3,0,3,5,9,15,3,3
5107815,3,3,9,3,4,5,3,4,4,6,0,6,3,0,4,12,14,27,0,0,3,7,8,13,4,0,9,3,3,6,7,3,12,25,11,38,3,4,9,5,3,12,0,0,0,0,3,6,5,4,10,17,19,34,0,4,10,3,3,4,6,3,9,3,0,4,4,5,8,16,12,31,0,3,4,0,6,6,3,0,3,3,3,6,0,0,4,5,16,20,0,0,0,0,3,3,0,0,0,0,0,3,0,3,6,7,8,15,0,3,3,0,6,4,3,0,5,3,3,3,4,5,7,13,19,28,4,3,5,0,4,10,4,3,3,0,4,3,3,3,7,15,15,29,3,7,10,6,3,5,0,4,4,0,3,6,8,0,6,18,22,34,5,3,9,3,3,3,3,3,7,4,0,8,4,3,6,23,11,34,0,0,0,3,3,4,0,3,0,0,0,4,0,4,4,4,15,21,0,0
5107816,0,0,0,0,4,3,10,0,9,0,3,3,3,0,3,13,12,23,0,3,3,4,3,6,3,3,5,0,0,0,0,0,0,7,12,18,0,3,8,0,0,0,3,3,6,0,3,4,3,0,3,7,10,17,0,3,3,0,0,3,4,0,10,0,3,0,0,3,3,5,7,16,0,3,3,0,3,3,3,0,4,3,0,0,0,3,3,5,12,17,3,0,3,0,0,0,0,0,0,3,0,4,3,0,3,6,3,6,0,5,5,0,0,4,0,3,3,8,3,8,3,3,3,11,14,22,0,3,5,3,0,4,4,3,8,5,4,4,0,4,3,15,15,28,0,0,0,0,0,3,0,0,3,0,3,4,0,4,4,8,10,18,3,0,8,0,0,0,0,0,0,0,3,3,3,3,10,4,8,14,3,0,8,0,5,5,5,4,4,5,0,5,0,0,3,13,13,21,3,5
5107817,0,0,0,3,3,4,7,4,10,0,3,3,9,0,5,18,7,27,0,3,6,3,3,10,0,4,7,6,3,9,0,5,5,15,17,36,7,3,11,3,0,3,3,0,3,0,6,12,3,9,13,19,20,37,0,3,3,0,0,0,3,3,8,0,0,0,0,3,3,9,10,19,0,3,7,0,0,3,0,0,6,0,0,4,3,3,5,7,12,23,4,9,6,3,3,3,0,0,5,5,0,5,0,0,0,9,11,18,4,0,3,7,3,7,6,0,4,0,3,3,4,3,13,19,14,36,3,5,12,0,3,5,3,4,4,0,0,4,3,7,9,14,21,30,3,0,4,5,7,11,3,6,11,0,5,3,0,0,3,15,21,38,0,4,3,3,4,5,0,3,9,0,4,4,3,0,6,13,13,28,3,4,4,0,4,4,3,4,5,7,0,11,3,0,4,20,14,31,3,6
5107818,0,0,3,0,3,3,0,3,7,0,3,3,9,3,11,14,8,23,3,4,6,0,0,3,7,0,6,3,3,3,7,4,9,17,12,33,5,0,9,3,3,4,0,3,3,6,0,6,3,0,4,17,4,19,5,4,8,0,5,5,0,3,3,3,3,8,0,5,6,9,16,27,6,3,5,6,0,5,3,3,8,3,0,3,4,0,4,22,11,30,3,3,3,3,0,3,3,3,7,0,3,6,3,4,8,11,13,31,0,0,0,0,0,0,3,0,3,0,3,4,6,4,14,13,9,22,3,0,4,3,0,3,3,3,4,0,0,3,0,0,0,6,4,13,3,3,6,7,9,11,0,0,0,3,4,4,3,3,10,19,15,35,3,0,7,0,3,7,3,0,7,3,3,3,0,4,4,16,11,23,0,0,3,0,3,3,3,4,6,3,4,8,4,7,12,15,24,33,3,4
5107819,3,0,3,3,5,5,0,0,3,3,0,6,0,0,0,14,7,20,3,3,10,0,0,3,0,0,0,0,3,3,8,3,6,10,17,27,3,0,5,0,7,7,0,0,0,0,3,3,0,0,0,6,8,17,0,0,0,3,0,5,3,0,4,0,0,0,4,0,3,14,3,17,5,3,7,0,3,0,3,0,3,0,0,4,0,3,3,9,11,25,5,0,4,3,0,3,3,0,3,0,3,3,4,4,7,16,9,22,3,0,5,3,0,3,0,0,3,0,3,3,0,0,4,7,8,11,0,0,4,0,0,3,3,3,8,3,4,7,4,4,7,10,16,27,3,0,3,0,0,3,0,0,0,0,0,0,0,5,5,6,6,15,3,0,3,0,0,3,0,3,4,0,5,5,0,7,3,10,10,17,3,0,4,3,8,9,3,0,3,0,0,7,0,0,3,10,10,23,0,4
5107820,3,0,3,0,0,3,0,4,6,4,0,7,3,0,3,12,6,18,0,0,0,3,0,6,0,0,3,3,0,3,0,3,3,10,7,11,0,3,8,4,3,4,5,0,3,0,3,3,3,0,4,11,12,26,0,0,0,0,3,5,0,0,0,0,4,4,3,0,4,3,8,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,3,3,0,3,3,3,3,3,4,3,7,3,0,5,0,0,0,8,10,20,0,3,3,3,3,3,4,3,6,3,3,5,3,0,3,9,7,20,0,0,0,3,4,3,0,0,3,3,4,3,6,4,9,10,12,24,0,3,4,0,3,9,3,3,10,0,0,3,0,0,0,8,13,25,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,7,0,0,0,0,0,0,3,4,4,0,0,4,0,0,0,8,7,15,3,3
5107821,3,0,3,7,4,10,0,3,8,8,7,13,4,0,6,20,8,28,3,3,7,4,3,13,5,0,9,7,7,19,4,3,3,25,24,50,3,8,15,6,3,6,3,0,5,3,8,9,0,3,7,17,23,40,6,3,13,6,4,7,4,3,12,3,3,4,3,0,3,25,10,32,3,0,4,0,0,0,3,0,4,5,0,6,3,0,3,13,6,16,4,4,6,0,3,5,0,3,3,3,4,5,3,0,3,13,17,25,5,3,7,0,5,5,3,3,7,3,6,7,4,4,9,15,19,30,8,0,8,6,8,16,0,3,3,3,0,3,5,7,8,21,17,40,3,3,4,3,4,6,3,8,9,3,12,16,3,0,9,18,24,43,6,3,10,5,4,10,0,5,4,5,4,5,5,7,7,21,15,38,3,3,8,0,0,3,4,0,8,3,4,4,3,4,3,12,14,22,0,3
5107822,3,0,9,0,0,0,0,0,0,3,0,4,0,0,4,8,3,10,0,3,3,3,3,7,0,0,3,3,3,5,8,0,5,13,12,22,0,0,5,9,4,7,3,0,3,3,0,6,0,3,3,13,5,21,0,4,3,8,0,8,8,0,7,0,0,0,4,0,4,21,6,27,5,0,7,3,3,4,0,0,0,4,0,4,4,0,4,13,3,22,0,0,0,3,0,3,0,0,0,0,0,0,0,0,6,5,3,6,0,0,3,0,3,3,0,3,3,3,0,4,3,3,4,13,8,22,3,0,3,0,0,3,0,0,0,3,3,9,0,0,0,3,4,9,0,0,5,3,0,3,0,0,0,0,4,3,6,8,9,13,11,26,0,0,0,0,0,3,3,3,6,0,3,3,3,0,5,7,12,19,4,0,7,0,5,3,0,3,3,4,3,6,0,6,3,13,13,23,3,3
5107823,3,0,10,3,0,4,3,3,7,0,0,3,3,4,11,17,17,37,0,4,6,0,7,4,3,4,8,7,3,13,3,3,14,17,23,40,0,9,4,3,8,10,5,7,9,7,4,12,4,0,11,24,22,49,4,0,5,0,9,8,4,3,9,3,0,3,9,0,9,18,13,30,0,3,3,3,4,8,4,0,4,6,0,6,0,4,4,16,5,18,4,0,3,4,0,7,5,4,10,0,3,3,3,0,3,15,9,23,4,3,8,4,8,10,3,0,3,3,3,6,0,3,5,9,14,26,0,3,6,0,7,10,4,0,10,6,7,7,3,3,5,17,18,35,4,6,10,3,4,5,4,6,7,7,0,12,6,5,9,27,23,48,5,4,15,4,4,12,3,3,6,3,7,11,4,7,11,21,27,43,3,4,6,4,0,4,6,6,8,3,5,10,4,4,3,14,17,36,6,6
5107824,0,0,0,0,3,0,0,0,0,3,0,8,3,3,3,4,12,13,0,0,3,3,3,8,3,3,6,10,0,11,0,8,6,21,14,31,3,8,8,3,0,5,0,7,8,4,3,8,4,8,11,15,22,38,3,5,9,3,5,6,4,0,3,0,7,7,6,3,9,18,19,39,8,0,8,0,0,0,4,4,5,3,3,4,0,0,0,14,8,18,8,0,8,0,4,4,0,0,0,0,0,3,3,0,4,12,5,16,3,5,7,0,0,0,0,0,3,0,0,0,0,0,0,6,10,12,4,5,7,0,0,0,3,3,9,4,4,8,3,0,3,11,18,26,0,0,3,3,3,5,7,3,10,0,3,6,3,5,11,15,20,34,3,3,3,4,0,4,3,8,9,3,0,9,6,3,6,18,14,35,5,3,10,3,0,7,3,3,6,3,4,7,0,5,9,16,19,32,4,0
5107825,0,0,3,3,0,3,0,0,3,0,0,0,0,0,0,6,9,12,4,3,9,0,0,0,3,4,5,4,0,4,0,0,3,14,8,22,0,0,0,4,3,3,3,0,4,0,0,0,5,0,4,6,8,17,3,0,0,0,0,0,0,4,3,6,0,7,0,3,3,10,4,15,0,3,5,0,6,4,0,3,3,4,3,6,0,0,0,8,15,17,6,0,4,0,7,7,0,0,0,0,3,3,0,3,3,5,11,17,0,0,0,3,3,9,0,3,3,0,0,5,3,3,4,9,12,18,0,0,3,0,3,7,4,0,4,0,0,0,0,0,3,7,5,20,0,3,3,0,0,4,0,0,3,0,0,3,3,0,5,8,9,18,3,3,9,0,3,3,0,0,0,0,0,3,3,3,5,12,9,15,3,0,6,6,0,4,0,0,4,4,0,6,3,8,6,16,10,25,3,0
5107826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5107827,6,0,8,3,3,7,3,4,7,0,3,3,3,3,3,16,15,30,0,4,5,4,0,4,0,4,4,0,0,0,0,0,3,7,7,14,6,0,3,3,4,9,0,5,5,3,0,8,0,0,3,12,13,24,0,4,3,3,3,4,5,0,5,0,0,7,3,3,6,13,13,25,5,0,5,0,0,0,0,0,0,0,0,3,0,0,0,6,3,10,0,3,3,0,0,0,3,0,8,0,0,0,3,0,3,3,9,12,0,5,6,6,0,9,0,3,6,7,3,7,0,0,3,14,13,27,4,4,6,0,0,4,3,3,5,0,0,0,3,3,3,10,10,18,8,3,10,0,0,3,4,3,6,0,3,3,0,3,4,15,11,22,3,3,3,0,9,9,4,0,8,3,3,3,0,0,3,14,16,27,3,3,4,0,3,3,0,5,5,3,0,3,0,0,0,4,11,14,0,3
5107828,3,4,9,0,3,4,3,3,6,0,3,3,0,0,0,8,10,18,0,0,0,8,3,6,0,0,5,0,3,3,3,3,7,8,4,16,0,0,0,3,0,3,0,0,0,0,5,4,0,3,3,6,6,15,3,0,3,3,0,3,4,0,0,0,0,0,0,0,0,9,0,10,0,0,0,5,0,5,0,0,0,0,3,3,3,0,3,5,3,11,3,4,3,0,0,0,3,0,3,0,0,0,0,3,8,9,11,20,3,4,3,0,3,3,0,0,0,5,0,8,0,3,7,7,12,19,0,0,0,0,3,3,3,0,3,5,0,7,0,0,4,8,7,14,0,0,3,0,4,4,0,3,6,3,0,3,3,0,6,10,8,17,4,0,5,0,0,0,0,0,3,0,0,3,0,0,0,10,8,13,3,0,4,3,0,4,6,4,4,0,0,3,0,3,3,8,11,20,0,0
5107829,0,7,7,4,5,9,0,6,4,0,3,5,4,8,5,8,22,27,3,3,8,3,3,8,4,6,15,3,7,11,0,8,4,15,25,43,4,3,5,0,4,4,0,3,3,3,0,6,0,4,4,8,14,17,5,6,11,4,0,3,8,0,12,0,4,9,4,3,11,25,13,39,3,3,13,5,7,7,0,5,3,0,4,4,3,0,3,17,18,28,3,5,4,0,0,0,3,0,3,0,3,7,4,0,4,14,5,20,0,4,7,5,0,5,0,5,5,0,4,4,0,0,0,9,12,13,3,4,6,0,0,3,0,0,3,5,3,6,0,3,9,13,19,30,7,4,9,3,8,11,7,0,3,0,0,0,0,4,7,18,15,37,3,4,5,0,3,3,3,3,6,0,8,8,3,4,4,7,24,28,3,0,3,6,3,12,4,5,8,4,3,4,0,4,4,18,15,34,3,3
5107830,3,3,3,0,3,4,3,0,3,3,0,3,0,3,6,8,9,18,0,0,0,3,3,5,3,0,3,0,3,3,6,4,8,15,11,25,3,6,7,4,0,5,3,3,5,3,0,3,3,3,7,17,12,32,3,0,3,3,0,4,3,0,3,0,3,3,0,3,3,9,7,21,0,4,4,3,3,3,4,0,4,3,3,12,3,0,3,16,11,29,3,0,5,0,7,3,0,4,5,0,3,5,3,3,3,12,15,27,0,0,0,3,0,3,0,0,4,0,7,6,0,3,4,7,14,23,0,0,0,3,0,8,3,0,3,4,0,7,0,4,5,15,8,21,0,0,4,3,3,10,3,4,6,0,4,7,0,4,3,15,17,27,3,8,8,6,4,7,3,3,5,0,0,3,3,3,4,15,18,34,0,0,0,3,0,3,0,3,4,10,5,10,4,3,4,16,12,29,3,5
5107831,3,3,3,0,0,0,0,0,0,3,0,3,4,0,7,7,7,17,0,5,3,3,0,3,6,0,6,0,3,3,0,0,4,11,11,15,0,0,0,3,0,3,0,0,3,0,0,0,3,0,3,7,3,8,0,5,5,0,0,0,3,0,0,0,0,0,0,0,0,6,4,9,3,3,4,4,0,4,0,4,3,0,0,0,0,0,0,6,11,18,3,3,4,0,0,0,0,0,0,0,0,0,0,3,5,7,4,10,0,0,0,0,5,5,0,0,0,0,3,3,0,0,0,4,7,8,3,0,0,3,0,0,3,6,4,0,0,0,0,3,3,7,10,20,0,0,3,3,0,3,3,0,3,0,0,0,3,0,3,10,4,9,0,0,4,0,3,5,3,0,3,0,4,3,3,0,5,10,12,16,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,10,11,0,3
5107832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5107833,0,0,0,4,0,3,3,0,4,0,0,0,0,0,0,8,0,7,3,3,3,0,0,0,3,0,3,0,3,6,0,3,5,10,6,20,3,0,3,0,0,0,0,0,0,0,3,3,0,0,5,9,8,10,8,0,12,3,0,7,0,3,3,3,0,4,3,5,3,14,15,31,0,0,3,3,3,4,5,3,9,3,0,3,3,0,3,19,10,28,0,3,7,0,0,0,0,0,3,0,0,0,0,0,0,8,3,12,0,0,0,0,0,0,0,3,3,0,0,0,4,3,5,6,7,9,0,0,0,0,0,0,0,3,3,0,0,0,3,0,4,6,9,16,0,0,0,3,3,6,0,0,0,3,0,3,3,0,3,7,3,7,0,0,0,0,3,5,3,5,4,3,4,9,3,3,3,14,13,22,8,4,8,3,8,6,0,0,4,3,9,8,7,4,5,17,16,40,4,4
5107834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,6,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4,4,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
5107835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,8,0,3,3,0,0,3,5,0,3,0,0,0,0,3,3,4,11,14,4,0,3,3,0,3,5,3,6,0,3,3,3,0,3,9,9,17,4,0,4,0,0,3,0,0,0,0,0,0,0,0,0,7,4,10,0,3,4,0,0,0,0,0,0,0,0,0,3,3,3,3,4,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,0,0,0,0,0,0,0,0,3,3,3,3,3,0,0,5,6,11,0,0,7,0,3,4,0,0,0,0,3,3,0,0,0,6,10,10,3,0,7,3,0,8,0,0,3,0,3,4,3,0,3,10,9,23,0,0,3,0,0,4,3,3,4,0,0,4,0,0,0,10,9,17,0,0
5107901,0,0,0,3,4,6,0,3,3,6,3,5,5,3,7,12,15,22,7,0,9,5,0,3,3,6,8,3,10,12,3,3,5,24,16,44,3,0,4,9,6,15,0,3,6,4,3,10,3,4,7,19,19,40,5,3,12,3,3,4,7,8,13,0,0,0,3,3,4,21,15,37,3,4,6,0,0,0,3,0,4,3,0,3,3,0,4,11,8,21,3,0,3,0,0,0,0,0,0,0,3,0,0,0,5,5,8,9,3,3,5,0,0,3,3,0,3,0,0,0,3,0,3,7,10,14,3,3,7,0,8,9,0,4,4,0,4,4,10,5,10,11,18,31,6,3,10,3,3,6,7,3,3,4,12,13,3,3,9,21,19,46,0,0,3,0,3,3,0,4,4,0,3,3,3,3,3,4,15,22,9,0,11,3,8,9,0,3,4,0,4,3,7,6,10,21,21,36,0,0
