SA1_7DIGITCODE_2016,Age_yr_0_M,Age_yr_0_F,Age_yr_0_P,Age_yr_1_M,Age_yr_1_F,Age_yr_1_P,Age_yr_2_M,Age_yr_2_F,Age_yr_2_P,Age_yr_3_M,Age_yr_3_F,Age_yr_3_P,Age_yr_4_M,Age_yr_4_F,Age_yr_4_P,Age_yr_0_4_M,Age_yr_0_4_F,Age_yr_0_4_P,Age_yr_5_M,Age_yr_5_F,Age_yr_5_P,Age_yr_6_M,Age_yr_6_F,Age_yr_6_P,Age_yr_7_M,Age_yr_7_F,Age_yr_7_P,Age_yr_8_M,Age_yr_8_F,Age_yr_8_P,Age_yr_9_M,Age_yr_9_F,Age_yr_9_P,Age_yr_5_9_M,Age_yr_5_9_F,Age_yr_5_9_P,Age_yr_10_M,Age_yr_10_F,Age_yr_10_P,Age_yr_11_M,Age_yr_11_F,Age_yr_11_P,Age_yr_12_M,Age_yr_12_F,Age_yr_12_P,Age_yr_13_M,Age_yr_13_F,Age_yr_13_P,Age_yr_14_M,Age_yr_14_F,Age_yr_14_P,Age_yr_10_14_M,Age_yr_10_14_F,Age_yr_10_14_P,Age_yr_15_M,Age_yr_15_F,Age_yr_15_P,Age_yr_16_M,Age_yr_16_F,Age_yr_16_P,Age_yr_17_M,Age_yr_17_F,Age_yr_17_P,Age_yr_18_M,Age_yr_18_F,Age_yr_18_P,Age_yr_19_M,Age_yr_19_F,Age_yr_19_P,Age_yr_15_19_M,Age_yr_15_19_F,Age_yr_15_19_P,Age_yr_20_M,Age_yr_20_F,Age_yr_20_P,Age_yr_21_M,Age_yr_21_F,Age_yr_21_P,Age_yr_22_M,Age_yr_22_F,Age_yr_22_P,Age_yr_23_M,Age_yr_23_F,Age_yr_23_P,Age_yr_24_M,Age_yr_24_F,Age_yr_24_P,Age_yr_20_24_M,Age_yr_20_24_F,Age_yr_20_24_P,Age_yr_25_M,Age_yr_25_F,Age_yr_25_P,Age_yr_26_M,Age_yr_26_F,Age_yr_26_P,Age_yr_27_M,Age_yr_27_F,Age_yr_27_P,Age_yr_28_M,Age_yr_28_F,Age_yr_28_P,Age_yr_29_M,Age_yr_29_F,Age_yr_29_P,Age_yr_25_29_M,Age_yr_25_29_F,Age_yr_25_29_P,Age_yr_30_M,Age_yr_30_F,Age_yr_30_P,Age_yr_31_M,Age_yr_31_F,Age_yr_31_P,Age_yr_32_M,Age_yr_32_F,Age_yr_32_P,Age_yr_33_M,Age_yr_33_F,Age_yr_33_P,Age_yr_34_M,Age_yr_34_F,Age_yr_34_P,Age_yr_30_34_M,Age_yr_30_34_F,Age_yr_30_34_P,Age_yr_35_M,Age_yr_35_F,Age_yr_35_P,Age_yr_36_M,Age_yr_36_F,Age_yr_36_P,Age_yr_37_M,Age_yr_37_F,Age_yr_37_P,Age_yr_38_M,Age_yr_38_F,Age_yr_38_P,Age_yr_39_M,Age_yr_39_F,Age_yr_39_P,Age_yr_35_39_M,Age_yr_35_39_F,Age_yr_35_39_P,Age_yr_40_M,Age_yr_40_F,Age_yr_40_P,Age_yr_41_M,Age_yr_41_F,Age_yr_41_P,Age_yr_42_M,Age_yr_42_F,Age_yr_42_P,Age_yr_43_M,Age_yr_43_F,Age_yr_43_P,Age_yr_44_M,Age_yr_44_F,Age_yr_44_P,Age_yr_40_44_M,Age_yr_40_44_F,Age_yr_40_44_P,Age_yr_45_M,Age_yr_45_F,Age_yr_45_P,Age_yr_46_M,Age_yr_46_F,Age_yr_46_P,Age_yr_47_M,Age_yr_47_F,Age_yr_47_P,Age_yr_48_M,Age_yr_48_F,Age_yr_48_P,Age_yr_49_M,Age_yr_49_F,Age_yr_49_P,Age_yr_45_49_M,Age_yr_45_49_F,Age_yr_45_49_P,Age_yr_50_M,Age_yr_50_F,Age_yr_50_P,Age_yr_51_M,Age_yr_51_F,Age_yr_51_P,Age_yr_52_M,Age_yr_52_F,Age_yr_52_P,Age_yr_53_M,Age_yr_53_F,Age_yr_53_P,Age_yr_54_M,Age_yr_54_F,Age_yr_54_P,Age_yr_50_54_M,Age_yr_50_54_F,Age_yr_50_54_P,Age_yr_55_M,Age_yr_55_F
5114613,0,4,4,0,0,0,4,0,7,0,3,4,0,0,0,11,11,25,4,4,3,3,0,5,0,3,3,0,3,7,3,0,9,12,15,26,0,5,5,0,0,4,0,0,0,7,3,4,0,0,0,8,8,14,4,3,7,3,0,4,3,4,4,7,0,7,3,5,15,20,15,32,4,9,16,0,0,3,6,0,6,4,5,11,9,3,8,27,19,46,10,4,11,5,3,7,7,7,10,4,8,10,7,0,8,23,21,41,4,0,3,7,0,8,0,4,10,0,9,10,8,3,12,18,14,35,3,0,3,3,0,4,4,3,7,3,0,7,3,0,3,17,11,25,0,5,8,10,4,14,0,0,0,0,5,5,4,3,8,15,22,35,3,4,3,0,5,6,3,6,7,0,0,3,6,5,10,14,16,28,4,6,9,3,3,6,3,0,3,3,3,7,0,0,0,15,11,28,8,3
5114614,0,3,4,0,3,5,4,3,7,5,0,5,8,0,11,21,15,37,3,3,9,0,3,4,0,6,11,3,3,7,4,4,9,12,23,30,0,3,7,0,6,3,0,3,3,5,0,5,3,4,3,14,11,23,0,0,8,4,3,5,0,3,3,3,3,8,3,3,3,13,12,29,5,3,6,4,3,5,4,9,11,0,3,3,4,3,3,13,17,33,0,3,6,4,0,7,5,6,5,0,3,3,0,4,3,14,10,23,5,3,7,8,3,11,0,9,6,6,8,9,3,0,7,19,21,41,3,0,4,4,3,7,8,0,8,0,6,6,0,4,7,15,10,27,3,6,7,3,5,5,0,3,7,3,3,5,3,3,8,14,23,34,0,0,0,0,6,7,0,4,3,6,0,5,3,6,7,11,19,29,0,4,6,0,3,6,4,0,8,4,5,7,4,3,13,18,14,30,6,5
5114615,0,4,4,3,0,3,0,3,5,3,3,3,5,3,12,12,15,27,0,3,5,0,0,3,6,4,11,6,0,7,3,0,7,17,12,22,9,3,7,4,0,4,3,0,4,5,0,9,9,3,11,27,11,34,3,0,7,0,3,3,3,6,8,0,3,3,3,0,3,11,14,24,3,0,5,3,0,3,3,3,9,3,3,6,4,6,6,18,11,30,10,0,9,3,5,8,0,0,3,0,0,0,4,3,7,17,12,32,3,0,3,3,0,7,3,0,0,0,0,5,3,4,6,14,8,23,0,3,3,3,7,6,3,7,5,7,0,4,5,3,9,19,19,32,0,0,0,8,0,5,5,0,4,4,10,8,3,6,13,18,18,36,3,6,9,3,7,8,3,0,3,3,3,6,6,0,9,15,12,29,3,3,5,0,8,9,3,0,3,4,3,5,0,3,4,8,14,24,4,3
5114616,4,0,3,5,3,5,5,4,5,0,4,3,0,5,4,19,14,32,3,4,8,5,3,9,0,0,3,0,3,11,0,3,4,11,17,23,4,3,7,3,4,9,7,0,7,3,3,5,4,3,6,18,18,32,0,7,7,3,0,3,0,0,3,3,0,3,3,0,3,17,6,26,0,3,3,4,3,6,6,4,7,7,0,7,0,0,5,15,8,26,5,3,10,8,3,11,7,0,8,3,6,7,3,5,9,30,13,40,3,5,11,4,4,3,3,5,8,3,3,3,7,3,8,17,20,38,3,5,3,4,0,6,5,3,8,6,0,5,3,3,12,25,11,33,0,5,3,5,4,4,6,0,7,0,3,4,0,0,0,7,16,26,0,3,4,7,3,4,3,3,9,3,0,3,0,9,7,16,13,31,0,0,4,3,4,5,0,0,3,3,0,4,3,0,8,8,4,19,7,4
5114617,0,7,12,3,0,3,7,0,7,7,4,15,3,3,8,21,13,37,9,7,9,9,4,7,8,0,9,5,8,12,12,5,18,35,24,57,3,3,11,0,5,4,3,7,12,3,0,3,4,4,7,20,17,39,0,0,3,5,3,9,5,3,8,6,4,4,4,5,7,17,21,38,5,0,9,8,0,11,10,3,10,3,3,7,0,7,9,23,15,38,3,6,9,3,0,3,6,5,12,5,3,13,0,0,3,24,17,45,3,3,4,3,3,8,4,5,9,10,8,18,0,3,3,25,22,45,0,3,5,0,3,3,4,9,15,6,7,13,0,5,9,19,26,47,3,0,3,3,9,14,7,3,9,0,4,3,4,3,10,15,19,39,3,8,10,4,7,10,6,7,15,0,3,6,3,7,9,16,28,47,4,4,9,4,3,9,3,0,5,3,3,8,0,0,0,16,9,24,3,5
5114618,0,0,3,3,3,4,0,0,0,4,0,4,0,0,0,6,5,7,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,3,0,3,5,0,0,0,0,0,3,0,0,3,4,4,9,0,0,0,0,0,0,3,0,3,4,7,10,5,0,6,5,8,14,3,4,7,3,3,7,0,4,4,3,3,7,3,3,5,14,17,34,0,0,4,8,0,11,0,3,3,0,3,6,0,0,0,11,11,19,0,3,4,4,3,4,0,0,3,0,0,0,0,4,7,5,10,15,0,0,0,0,4,6,0,0,0,0,0,0,0,3,3,4,4,9,0,0,3,0,0,0,0,0,0,3,0,0,0,3,3,3,4,6,0,0,7,0,6,6,0,0,0,0,0,0,0,0,0,0,6,15,4,4,3,0,0,0,0,3,4,0,7,10,3,4,8,11,15,24,3,6
5114619,0,0,0,0,0,0,4,0,6,0,0,3,0,5,3,7,6,15,4,0,3,3,3,6,0,3,6,0,0,0,3,0,4,14,5,20,3,3,4,0,0,0,5,0,8,0,0,0,0,0,0,12,5,15,3,0,5,0,0,0,4,3,3,0,3,3,0,3,0,4,7,14,0,3,7,0,0,0,0,0,0,3,0,5,0,0,0,8,7,14,0,3,3,4,0,0,0,0,0,0,0,0,0,4,7,3,4,12,0,3,3,0,4,4,0,0,0,3,3,7,0,0,0,5,12,12,0,4,4,0,0,3,3,0,3,0,0,0,0,0,4,6,9,13,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,3,8,9,0,0,0,0,0,0,3,3,6,3,0,5,4,6,3,14,10,21,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,4,7,12,0,3
5114620,3,3,7,5,3,7,0,0,0,0,0,5,3,7,7,12,10,23,0,0,0,10,0,9,3,4,5,5,6,12,3,0,0,20,8,31,3,6,8,6,3,8,5,4,8,4,0,3,3,0,6,19,16,33,10,3,9,0,4,4,0,5,5,3,0,5,3,4,6,19,13,34,3,3,8,0,3,3,0,4,4,0,3,3,0,3,3,3,16,17,0,0,4,0,3,3,0,0,3,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,0,3,3,0,6,6,3,0,4,3,9,16,6,0,9,0,0,4,3,0,3,3,3,5,3,0,3,14,9,20,3,5,12,0,0,3,3,6,10,3,3,5,4,7,12,13,23,36,4,5,8,3,0,3,4,4,9,3,0,3,7,5,12,20,17,36,3,3,3,0,7,3,3,4,9,4,0,3,3,3,3,12,11,24,0,0
5114621,0,0,3,0,0,0,0,3,3,0,0,0,3,3,4,4,10,18,0,3,5,0,4,3,8,0,10,4,3,4,3,6,9,15,18,34,3,0,10,4,3,5,4,4,5,5,0,3,9,6,14,21,16,38,4,5,8,4,3,13,3,5,8,3,7,5,6,7,15,22,33,50,0,0,3,7,8,14,6,0,8,3,0,7,3,0,6,19,18,39,4,5,7,7,4,6,0,0,0,5,0,4,4,6,10,13,17,30,3,0,4,3,0,3,3,0,8,5,6,7,3,3,8,13,15,24,0,3,4,0,5,5,3,3,5,3,3,7,4,4,11,15,12,28,3,9,9,8,4,7,3,9,12,3,0,3,3,7,9,16,19,36,3,8,12,4,3,10,3,0,6,0,3,3,3,4,5,17,21,39,3,6,10,4,8,9,9,6,7,3,10,9,7,10,16,24,32,55,10,6
5114622,3,0,0,0,0,3,3,3,3,0,0,3,5,0,5,8,3,16,3,0,7,0,3,6,0,3,3,0,0,3,3,3,4,7,11,19,3,4,4,0,0,0,3,3,8,0,0,0,0,0,0,8,6,16,0,0,0,3,3,6,0,0,0,3,3,7,6,3,10,15,12,27,0,0,0,0,3,3,4,0,5,0,0,0,3,0,3,9,6,19,0,0,0,0,3,3,3,0,0,0,3,3,0,0,0,3,8,11,0,0,0,0,0,3,0,0,3,4,5,6,0,3,3,8,8,14,0,0,3,0,0,0,0,3,3,0,0,0,0,3,4,7,9,19,0,4,4,0,0,0,3,0,4,0,0,0,3,4,6,4,11,17,0,0,0,0,3,3,0,0,0,3,6,5,0,0,4,7,12,18,0,4,4,0,0,7,4,0,3,4,3,8,3,5,8,12,13,23,4,3
5114623,0,0,0,3,0,4,0,0,0,4,3,7,0,0,3,5,3,12,3,0,4,0,0,4,0,3,3,0,3,3,5,4,11,13,11,24,3,4,4,8,0,8,4,0,5,3,3,3,5,0,5,21,8,29,3,0,3,0,0,3,11,0,6,8,3,4,0,0,0,19,4,22,5,0,5,0,0,3,3,0,7,3,0,4,0,3,3,10,8,11,3,5,7,3,0,5,0,3,3,3,0,3,0,0,0,9,9,17,3,0,3,0,0,0,4,0,4,0,3,3,0,0,0,5,3,9,0,0,3,0,0,5,0,0,0,0,0,3,0,0,0,3,9,9,0,0,0,3,4,6,3,0,5,7,3,8,0,3,3,12,14,24,3,8,9,3,8,6,0,4,4,3,3,5,0,3,3,11,17,32,3,0,4,0,5,7,3,8,7,5,4,6,0,3,3,8,18,28,0,0
5114624,0,3,3,8,0,9,0,7,3,4,4,7,5,3,8,13,15,32,0,3,4,3,7,9,0,3,4,3,0,5,0,3,3,5,13,26,4,6,9,4,7,11,0,3,6,0,3,3,4,5,7,17,17,34,6,0,6,0,0,4,0,5,5,0,4,3,4,3,6,6,7,21,3,3,4,3,0,4,0,0,0,3,0,3,3,0,3,12,3,20,3,3,4,3,4,4,3,0,3,0,3,3,0,5,4,13,14,22,3,0,6,3,3,3,5,0,4,0,0,0,3,3,8,14,11,26,0,0,0,5,3,11,0,7,7,0,7,7,0,3,3,8,14,24,0,4,7,4,0,8,3,0,3,0,3,4,0,3,3,13,11,26,3,0,3,0,0,0,0,4,5,0,0,6,0,0,3,12,4,15,0,3,3,3,8,13,3,0,5,0,0,0,3,7,7,10,13,30,0,0
5114625,3,0,5,0,8,9,0,0,3,3,0,7,3,0,3,9,8,21,5,0,5,0,3,7,0,0,0,0,4,3,3,4,4,11,9,19,0,0,0,3,3,6,3,3,9,3,3,4,0,0,0,9,9,21,0,3,6,0,0,3,3,0,3,3,4,3,3,0,6,12,11,26,3,0,5,0,8,8,0,0,0,0,0,0,0,0,0,0,8,14,0,3,3,8,4,9,0,0,3,3,3,3,0,0,7,15,11,25,3,3,3,0,0,0,3,0,3,7,6,12,7,3,4,16,9,28,0,0,0,0,0,3,0,4,4,3,3,4,0,0,0,6,7,10,0,0,0,0,3,4,3,3,6,12,3,14,0,3,3,16,12,28,0,0,0,0,6,6,3,4,7,0,0,3,3,0,3,10,12,24,0,3,3,0,5,6,3,0,4,0,3,7,0,0,0,5,11,20,0,0
5114626,0,3,3,4,3,4,3,7,7,3,0,3,3,3,9,12,11,24,0,4,6,3,8,7,3,3,5,4,6,11,7,3,8,11,25,38,3,3,8,7,4,11,4,0,3,0,0,0,7,0,8,15,14,27,4,0,4,4,6,5,4,3,4,5,0,3,7,7,6,17,13,28,7,0,5,0,4,5,3,3,4,3,4,5,4,3,5,19,16,30,3,0,3,0,3,3,3,0,0,5,6,13,3,0,3,11,10,25,0,0,4,4,4,6,3,0,3,0,5,6,4,3,7,14,10,28,3,0,3,0,4,7,3,3,7,0,3,4,0,4,4,13,15,26,5,3,6,3,9,7,0,5,3,3,3,4,0,3,7,10,14,27,6,7,14,0,4,3,0,0,3,5,3,7,0,0,0,14,9,25,3,3,7,0,0,0,4,0,4,0,3,4,0,0,3,6,3,13,7,3
5114627,0,3,3,4,0,3,3,5,6,4,0,7,3,3,11,17,11,27,3,3,8,6,0,9,3,0,8,8,3,8,0,8,5,18,14,29,0,0,0,3,3,3,0,0,0,0,0,7,3,10,11,11,15,23,4,0,4,3,0,5,0,0,0,0,7,10,4,4,9,13,14,21,3,3,8,3,3,3,4,3,3,3,0,3,5,0,5,14,7,23,3,0,8,0,3,4,3,3,4,0,0,4,3,0,3,13,11,21,0,3,0,4,3,6,3,8,6,0,4,4,8,4,9,12,18,29,6,3,14,4,3,6,4,0,4,4,0,3,0,4,4,17,11,27,3,7,7,0,3,3,0,9,12,0,7,6,3,5,8,6,23,32,0,0,3,4,3,5,5,4,8,0,3,3,6,3,13,21,16,32,3,0,0,3,0,6,6,0,3,0,3,3,0,3,5,11,8,22,3,5
5114628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5114629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,24,0,24,45,0,45,84,0,85,44,0,44,29,0,29,45,0,45,7,0,7,6,0,6,125,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0
5114630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5114701,0,0,4,0,0,3,0,0,0,0,0,0,0,6,4,3,6,17,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,3,3,3,0,4,3,0,3,3,5,8,3,0,7,0,4,3,4,3,6,3,3,8,3,3,9,16,21,37,7,10,11,7,5,16,4,7,7,5,3,10,0,5,6,29,31,55,11,9,17,8,11,17,10,9,24,8,7,14,11,6,12,40,33,76,3,0,4,3,9,10,5,6,8,3,7,7,3,3,4,20,23,41,0,0,3,3,3,3,0,3,3,7,0,7,3,0,3,9,11,18,6,0,6,6,4,7,0,0,0,3,7,10,0,0,3,16,13,25,5,0,5,3,0,3,0,3,8,0,0,5,0,3,4,7,13,20,3,0
5114702,0,5,3,0,0,3,0,0,4,3,0,5,0,0,6,9,6,20,0,0,0,0,3,3,4,0,0,0,0,0,3,0,3,8,6,15,4,0,3,0,0,0,0,3,3,0,0,3,0,0,0,9,4,12,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,9,10,3,7,10,0,8,7,0,4,3,6,0,6,4,6,9,14,22,33,7,4,12,6,7,10,8,4,12,9,0,10,0,4,6,31,24,50,10,3,14,7,3,12,7,4,5,3,6,8,4,0,8,26,27,48,3,3,6,9,3,11,0,3,3,0,4,3,5,3,7,16,13,30,3,0,3,7,3,8,0,0,3,3,0,6,3,0,3,18,7,24,3,5,10,0,0,0,0,8,7,3,9,9,0,3,3,10,25,30,3,3,6,6,7,13,0,0,5,0,3,4,11,3,8,19,14,36,0,4
5114703,3,0,3,3,0,7,0,0,0,3,3,6,0,0,0,14,3,13,3,0,3,0,0,0,0,4,4,5,0,5,3,3,5,9,12,23,0,3,7,5,4,8,3,0,3,6,4,8,0,0,0,12,7,27,5,0,4,3,0,3,3,3,11,5,3,4,3,3,3,18,7,25,0,4,4,3,0,6,4,0,5,3,7,7,4,0,9,13,14,26,3,0,7,0,0,0,5,6,11,10,6,15,4,3,5,19,15,33,3,3,10,0,4,4,3,3,6,7,6,8,0,3,4,11,16,29,4,4,12,3,5,5,4,0,4,4,3,11,0,0,3,22,15,38,3,0,3,4,3,12,3,3,7,3,3,5,0,3,3,17,16,32,3,0,6,0,0,4,0,0,0,3,3,7,4,3,3,10,14,23,3,5,10,0,3,6,5,6,8,6,3,16,0,3,3,25,22,41,7,3
5114704,4,0,7,0,0,0,0,7,7,0,3,3,0,0,0,6,11,16,0,0,4,0,0,0,0,0,0,4,0,0,6,0,6,10,7,16,0,0,0,4,3,8,3,0,3,6,0,3,0,0,0,13,5,20,0,0,0,3,3,8,0,0,0,0,0,3,0,3,0,3,7,12,5,0,7,0,0,0,0,4,3,3,6,5,3,0,3,16,8,27,3,0,3,0,5,3,6,3,5,3,3,3,4,6,13,18,17,27,0,5,5,3,0,3,4,3,5,0,8,9,5,3,7,15,19,29,4,3,9,5,8,8,3,3,7,3,0,3,5,0,3,14,11,29,0,4,4,3,9,12,3,3,7,0,0,0,0,7,6,7,22,32,3,0,6,3,4,6,0,0,0,0,7,6,0,7,3,8,12,21,3,3,8,3,0,3,4,0,6,5,4,9,3,0,3,23,4,26,3,8
5114705,0,0,5,3,4,7,5,0,4,0,4,4,3,0,3,11,10,21,0,4,5,0,3,3,0,3,3,3,0,3,3,3,5,10,13,21,8,5,8,0,0,0,3,3,5,3,0,5,0,0,0,11,11,26,0,3,3,0,0,0,3,0,3,0,0,3,3,0,5,8,6,15,0,6,6,3,0,3,4,0,4,3,6,12,3,3,5,12,15,31,3,0,5,0,3,8,3,3,12,0,0,3,0,0,3,15,12,26,3,3,8,0,0,0,6,0,3,3,3,5,5,3,6,15,9,21,3,5,9,4,3,4,3,0,3,3,3,9,3,3,9,15,15,32,4,3,11,4,3,8,0,3,3,3,3,3,0,0,3,10,16,23,7,3,8,0,0,0,3,4,7,0,3,5,3,0,5,14,11,25,0,3,3,3,3,7,0,3,5,7,3,8,0,0,3,10,13,25,4,3
5114706,0,3,3,0,3,3,6,4,11,0,0,0,4,7,9,14,17,31,0,4,9,3,3,5,3,0,0,3,3,5,0,3,3,9,8,24,0,3,4,0,0,4,0,0,3,0,0,0,0,5,5,6,14,20,0,0,0,0,0,4,3,0,3,3,0,3,0,3,4,7,4,12,3,0,4,3,5,11,3,3,10,0,7,8,4,3,8,13,25,37,3,9,17,5,8,10,8,6,14,0,7,10,7,8,14,25,37,66,0,3,3,7,13,21,5,7,14,4,4,8,10,8,16,22,34,63,12,3,14,10,3,11,0,3,3,4,5,6,0,9,4,23,19,42,0,0,0,3,4,9,3,3,6,3,3,4,3,0,5,10,14,24,0,3,6,3,11,10,8,3,10,3,3,3,0,0,4,16,22,33,3,0,4,0,3,3,0,5,7,0,3,6,0,0,3,3,10,16,0,3
5114707,0,0,0,0,0,0,3,0,3,3,0,3,3,0,0,8,3,8,0,0,0,3,3,7,4,3,4,3,0,4,0,0,0,10,5,16,0,0,0,0,3,3,0,0,3,6,0,8,0,4,4,9,12,15,3,0,3,0,0,5,4,0,4,6,0,3,3,6,9,13,10,18,0,0,3,0,0,0,3,3,11,0,3,5,9,3,9,11,13,26,0,0,0,0,4,6,3,0,7,0,3,3,3,0,5,12,6,23,3,4,3,3,0,3,7,4,10,3,7,4,0,0,5,18,12,30,3,3,8,3,7,6,0,0,3,3,3,6,3,0,4,12,16,32,3,0,3,0,0,0,0,0,3,0,0,3,0,0,3,4,4,13,3,0,3,0,3,4,0,0,0,5,7,8,0,0,0,8,9,22,0,3,3,3,0,3,0,3,4,3,0,5,0,3,3,11,9,18,0,3
5114708,0,0,0,3,3,9,0,3,4,3,5,6,3,0,3,7,9,19,0,0,3,0,0,0,3,0,3,6,4,6,3,0,3,17,4,24,0,3,5,6,3,5,4,0,11,0,0,3,0,3,4,16,13,27,0,0,4,8,3,10,3,0,3,3,3,6,13,0,14,23,10,35,4,3,7,3,3,5,9,4,12,7,3,7,3,4,8,22,13,33,7,6,17,7,3,5,3,3,8,4,0,3,0,3,7,22,17,37,0,3,3,0,4,5,3,5,8,3,7,9,3,0,5,10,12,28,3,3,7,0,0,3,6,3,13,4,0,3,0,4,8,19,15,32,4,3,5,0,0,7,0,4,10,3,4,8,4,6,9,11,16,27,4,4,13,5,3,9,9,0,5,4,8,15,3,3,3,27,18,49,3,7,3,3,0,3,3,8,11,3,7,10,3,0,3,14,16,31,8,3
5114709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,8,9,3,9,3,0,3,3,0,5,0,0,3,0,0,0,0,0,4,6,4,11,0,0,3,0,3,3,0,0,0,4,0,4,0,0,0,3,6,9,0,3,7,6,0,5,3,0,3,0,3,4,0,0,0,11,8,15,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,4,7,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,8,0,0,3,0,0,3,0,0,0,0,0,5,0,0,0,6,4,12,3,0,6,3,0,5,0,0,0,4,3,9,0,0,4,8,15,22,4,0,3,0,4,7,0,0,0,0,5,5,5,0,4,11,13,23,3,5
5114710,0,3,3,3,0,3,0,5,4,0,3,3,0,0,3,10,12,21,0,7,11,3,4,4,4,7,9,5,3,9,3,3,3,13,24,38,3,0,5,5,0,9,3,3,11,3,3,8,0,7,8,19,17,37,7,4,14,0,3,3,3,3,7,6,5,11,3,0,8,24,16,38,0,5,7,3,4,12,7,0,7,5,0,9,3,0,3,22,10,34,3,0,5,0,0,0,3,0,3,3,4,12,0,5,5,13,14,29,7,3,10,0,3,6,3,3,5,4,0,8,4,3,12,18,16,38,0,0,0,6,8,11,3,0,5,3,4,4,3,3,7,13,14,32,0,3,3,0,0,3,0,8,8,4,6,5,0,0,0,4,15,20,5,6,8,5,8,8,5,4,8,6,8,22,3,3,8,24,34,56,3,3,10,8,3,12,4,9,7,3,4,11,4,7,13,22,27,46,8,8
5114711,3,0,5,0,0,3,0,0,0,5,0,4,4,3,5,11,5,19,0,0,0,0,3,3,0,0,0,4,0,4,0,0,0,4,3,7,0,0,0,7,0,5,11,3,12,19,0,19,28,6,34,61,10,72,37,0,34,28,0,35,28,3,31,9,0,10,3,0,3,101,11,114,3,0,3,0,0,0,3,4,8,3,0,5,3,3,3,13,4,21,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,6,7,10,0,3,10,0,3,6,3,0,3,0,3,4,3,0,3,11,11,25,3,4,3,4,0,4,3,0,3,0,0,3,0,0,0,8,5,19,3,0,3,0,4,4,4,0,4,0,0,0,0,0,3,7,3,11,0,0,4,0,0,0,0,0,3,0,3,3,0,3,3,4,11,16,3,4,5,0,0,0,0,3,5,0,7,6,3,0,7,9,16,21,3,3
