SA1_7DIGITCODE_2016,P_55_64_Ud_wk_L_5_hrs,P_55_64_Ud_wk_5_14_hrs,P_55_64_Ud_wk_15_29_hrs,P_55_64_Ud_wk_30h_more,P_55_64_no_Ud_wk,P_55_64_Ud_wk_ns,P_55_64_OS_v,P_55_64_yr_Tot,P_65_74_Ud_wk_L_5_hrs,P_65_74_Ud_wk_5_14_hrs,P_65_74_Ud_wk_15_29_hrs,P_65_74_Ud_wk_30h_more,P_65_74_no_Ud_wk,P_65_74_Ud_wk_ns,P_65_74_OS_v,P_65_74_yr_Tot,P_75_84_Ud_wk_L_5_hrs,P_75_84_Ud_wk_5_14_hrs,P_75_84_Ud_wk_15_29_hrs,P_75_84_Ud_wk_30h_more,P_75_84_no_Ud_wk,P_75_84_Ud_wk_ns,P_75_84_OS_v,P_75_84_yr_Tot,P_85ov_Ud_wk_L_5_h,P_85ov_Ud_wk_5_14_h,P_85ov_Ud_wk_15_29_h,P_85ov_Ud_wk_30h_more,P_85ov_no_Ud_wk,P_85ov_Ud_wk_ns,P_85ov_OS_v,P_85_yr_over_Tot,P_Tot_Ud_wk_L_5_hrs,P_Tot_Ud_wk_5_14_hrs,P_Tot_Ud_wk_15_29_hrs,P_Tot_Ud_wk_30h_more,P_Tot_no_Ud_wk,P_Tot_Ud_wk_ns,P_Total_OS_v,P_Total_Total
5104151,22,24,8,0,26,49,21,156,11,10,7,5,31,39,8,119,3,7,0,0,20,27,3,62,3,0,0,0,13,16,0,37,192,148,41,31,268,393,277,1360
5104152,4,7,0,0,0,8,3,26,3,3,0,0,3,10,0,19,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,109,89,17,10,73,112,54,469
5104153,3,10,0,0,3,4,5,31,0,6,0,0,3,3,4,14,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,146,107,17,15,130,55,61,536
5104154,3,11,4,0,8,3,0,26,0,3,0,0,3,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,69,75,20,9,52,26,9,257
5104155,8,7,3,0,3,4,0,25,3,4,0,3,8,4,0,26,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,5,197,141,21,5,65,79,10,510
5104156,12,3,0,0,15,16,0,45,0,0,3,0,6,6,0,13,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,153,90,26,10,102,90,10,479
5104157,14,9,7,0,9,3,3,46,7,10,3,0,23,12,0,52,6,3,5,0,6,5,0,27,0,0,6,0,0,0,0,9,96,74,32,14,81,43,7,348
5104158,3,0,3,0,3,0,0,11,0,0,3,0,8,0,0,15,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,85,59,20,6,74,11,3,265
5104159,7,10,3,4,4,21,17,67,3,3,0,0,0,9,8,22,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,131,103,18,10,118,103,124,614
5104160,10,19,3,4,15,28,15,84,0,0,0,0,11,3,11,28,0,3,0,0,0,3,3,8,0,0,0,0,0,0,0,0,124,121,23,14,110,162,99,650
5104161,3,17,10,4,5,27,18,71,3,4,0,0,0,10,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,31,22,16,102,84,362
5104162,12,10,5,0,4,3,0,30,6,4,0,0,5,0,0,12,0,0,3,0,0,3,0,5,0,0,0,0,0,0,0,0,73,55,16,6,40,33,3,226
5104163,30,57,12,6,44,60,24,224,14,28,15,3,16,27,5,111,3,3,0,0,6,6,0,24,0,3,3,0,0,0,0,6,295,274,78,46,284,323,163,1466
5104164,5,19,3,3,9,9,7,60,5,8,0,3,3,3,3,28,4,0,0,0,5,4,3,15,0,0,0,0,0,0,0,3,223,169,28,21,131,160,77,812
5104165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104166,11,3,0,0,12,8,3,29,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,124,97,17,15,116,62,37,470
5104167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
5104168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
5104169,9,12,4,3,9,5,0,43,4,8,0,0,10,3,0,24,0,3,3,0,6,3,0,14,0,0,0,0,3,0,0,5,74,54,21,8,57,24,3,237
5104170,13,26,3,3,27,19,12,101,6,8,10,0,12,8,4,47,0,5,0,0,3,3,0,18,0,0,0,0,0,0,0,0,121,171,43,23,103,76,73,609
5104171,15,13,8,0,4,18,5,70,6,9,3,0,6,11,5,48,0,0,7,0,3,3,0,18,5,0,0,0,0,3,0,11,136,93,37,17,64,147,60,552
5104172,16,18,6,3,15,54,34,140,5,0,0,3,11,27,7,48,0,3,4,0,0,5,0,6,0,0,0,0,0,0,0,5,90,108,33,18,63,312,213,830
5104173,27,34,6,7,42,30,4,141,9,10,6,8,14,9,6,56,0,0,3,0,6,5,0,19,0,3,0,0,3,3,0,4,239,205,50,34,234,161,88,1011
5104174,21,24,10,3,12,28,15,106,4,7,5,3,6,17,7,41,0,0,0,0,4,5,3,17,0,0,0,0,0,0,0,0,245,182,59,28,196,219,132,1066
5104175,4,0,0,4,12,3,4,32,0,0,0,0,4,0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,85,14,9,119,98,95,538
5104176,3,15,6,3,13,18,11,67,0,3,0,5,10,5,0,31,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,235,175,51,32,223,164,80,957
5104177,23,13,9,4,18,40,21,127,8,14,4,0,21,18,17,78,3,4,0,0,10,9,0,25,0,0,0,0,3,0,0,8,167,129,41,15,111,289,183,924
5104178,3,5,0,0,9,3,0,20,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,109,10,15,71,56,15,395
5104179,13,18,3,3,5,5,0,45,3,8,3,0,4,3,0,27,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,3,105,102,36,20,63,44,8,377
5104180,7,12,3,0,6,0,0,28,0,9,3,0,6,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,107,10,14,67,25,15,357
5104181,0,0,0,0,5,5,0,20,0,4,0,0,6,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,3,17,89,0,122
5104182,8,10,4,3,0,3,3,33,3,3,0,0,3,3,0,17,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,3,95,83,9,6,77,51,3,330
5104183,5,6,3,0,8,3,6,33,0,10,0,0,6,3,0,21,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,8,67,83,24,7,85,37,45,348
5104184,7,16,5,0,8,8,4,51,3,4,0,3,3,3,0,13,0,3,0,0,5,3,0,8,0,0,0,0,3,3,0,6,94,94,29,11,77,60,19,372
5104185,8,14,0,0,4,3,3,31,0,9,4,0,3,3,3,22,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,137,133,22,21,131,82,40,568
5104186,18,23,7,0,27,24,0,100,0,10,3,0,23,8,0,45,0,0,0,0,15,9,0,27,0,0,0,0,0,3,0,6,182,146,35,10,161,126,16,670
5104201,23,11,13,8,10,4,0,66,9,32,15,12,15,7,0,88,7,14,3,3,0,0,0,29,0,0,0,0,0,0,0,3,95,102,54,37,54,16,9,374
5104202,17,39,15,7,13,6,3,96,15,29,14,6,6,6,0,72,4,8,5,0,3,0,0,22,0,0,0,0,0,0,0,0,96,131,49,23,57,26,3,383
5104203,27,27,18,3,15,24,16,129,11,25,3,3,8,9,3,59,5,11,6,3,13,7,4,55,0,3,0,0,7,3,0,11,429,352,74,40,213,187,44,1340
5104205,12,15,0,0,5,9,0,37,7,15,3,0,8,3,0,36,9,4,0,3,8,4,0,29,3,0,0,0,4,3,0,10,151,118,19,16,86,40,4,439
5104206,22,30,5,10,3,3,0,72,0,20,17,3,15,3,0,67,0,5,7,4,5,3,0,24,0,0,0,0,0,0,0,3,98,129,56,37,51,17,10,405
5104207,5,22,3,3,5,0,0,42,8,10,7,4,4,3,0,37,3,0,3,0,4,0,0,15,3,0,0,0,5,0,0,10,88,106,33,34,33,10,4,301
5104208,10,27,10,3,6,8,3,73,7,8,5,5,5,3,0,33,7,3,3,0,5,3,0,23,0,0,0,0,3,0,0,4,156,153,50,35,69,40,9,522
5104209,12,12,4,0,18,6,0,45,11,5,5,9,31,0,0,66,0,4,0,0,34,3,0,45,0,3,0,0,37,0,0,40,91,75,25,27,144,10,3,372
5104210,7,16,3,3,7,0,0,44,5,13,6,0,7,0,0,36,3,6,3,4,3,3,0,20,0,0,0,0,0,0,0,0,100,103,37,23,48,18,9,340
5104211,3,19,9,0,3,0,0,36,7,14,10,3,3,0,0,37,3,3,8,0,0,0,0,13,0,0,0,3,3,0,0,3,85,82,42,29,34,9,3,274
5104212,6,17,9,4,11,3,0,44,5,15,8,0,14,8,0,44,5,13,0,3,18,4,0,47,0,3,4,0,8,11,0,27,68,92,30,27,62,38,0,311
5104213,18,29,6,3,0,3,0,63,7,9,9,3,6,0,0,42,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,9,95,98,39,28,35,15,15,328
5104214,3,7,0,0,8,0,0,19,3,12,11,0,0,0,0,28,0,0,3,0,3,3,0,9,0,0,0,0,3,0,0,8,76,85,27,20,42,19,9,274
5104215,15,27,11,9,7,0,0,70,6,24,15,0,7,3,0,54,4,8,4,0,0,0,0,17,0,0,0,0,3,3,0,7,89,119,58,27,47,9,6,343
5104216,12,9,11,4,3,0,0,37,3,5,5,0,0,0,0,15,3,0,0,7,5,0,0,10,0,3,0,0,3,0,0,7,79,99,33,35,33,16,0,293
5104217,15,31,17,10,0,3,0,76,9,21,3,3,4,3,0,47,4,4,3,7,0,3,0,18,0,0,0,0,0,0,0,3,97,115,45,50,29,14,3,354
5104218,3,11,7,0,0,0,0,24,3,10,6,3,0,0,0,20,0,0,3,3,0,0,0,9,0,3,0,0,0,0,0,7,50,56,39,20,15,5,3,183
5104219,9,18,11,10,4,0,0,46,8,13,13,0,10,0,0,38,0,10,4,0,3,0,0,15,0,0,0,0,0,0,0,4,106,98,46,32,35,5,4,336
5104220,8,21,10,3,3,3,0,50,0,14,7,4,3,0,0,24,0,4,0,3,3,3,0,13,0,3,0,3,0,0,0,8,64,97,38,33,47,10,3,294
5104221,12,28,11,7,3,0,0,60,5,14,6,3,3,0,0,28,3,4,5,3,3,0,0,20,0,0,0,0,0,0,0,6,114,115,41,41,37,5,0,352
5104222,8,21,5,0,4,0,3,46,7,19,6,3,5,0,0,40,5,3,0,0,5,0,0,10,0,0,0,0,0,3,0,5,91,108,42,22,39,6,5,315
5104223,18,29,14,0,3,7,0,79,4,13,3,4,3,3,0,31,0,9,4,0,3,0,0,20,0,0,0,0,0,0,0,0,106,159,57,36,55,15,8,439
5104224,12,20,6,0,9,0,0,44,6,20,7,3,15,3,0,58,4,5,3,3,6,3,0,19,0,0,0,0,0,0,0,3,101,90,38,30,42,5,9,313
5104225,13,27,11,4,3,0,0,61,7,6,13,5,3,0,0,34,0,3,0,0,5,0,0,15,0,0,0,0,0,0,0,8,83,110,53,27,32,20,3,335
5104226,13,15,8,4,6,11,0,56,11,12,10,4,5,19,0,66,5,0,6,0,0,19,0,31,0,0,0,0,0,14,0,20,81,98,40,22,39,92,3,381
5104227,4,0,0,0,14,4,0,26,0,0,0,0,25,6,0,33,3,0,0,0,10,3,0,17,0,0,0,0,6,0,0,5,37,3,3,5,87,19,0,146
5104228,10,8,9,0,9,3,0,37,7,12,0,3,8,0,0,29,0,4,0,3,3,3,0,14,0,0,0,0,0,0,0,3,72,72,15,20,54,11,0,243
5104229,10,12,3,3,0,8,0,37,8,13,0,5,6,14,0,39,0,5,4,3,3,10,0,24,0,0,0,0,0,3,0,7,77,92,29,19,47,148,9,420
5104230,12,6,6,0,4,0,0,30,8,14,9,7,5,3,0,47,0,8,0,3,4,0,0,18,0,0,0,0,3,0,0,6,99,104,35,25,40,15,3,311
5104231,22,31,14,7,33,19,0,115,15,12,10,4,40,24,0,116,0,14,7,0,28,9,0,53,0,3,0,0,11,7,0,20,110,107,42,23,140,83,3,512
5104232,11,10,5,0,3,7,0,31,4,8,3,0,10,5,0,29,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,76,93,25,32,44,53,5,329
5104233,21,16,4,6,9,3,3,60,7,17,8,8,4,11,0,56,0,3,0,3,4,8,0,18,3,0,0,0,3,0,0,4,169,128,40,31,79,68,11,523
5104234,10,18,13,4,3,3,0,51,4,10,4,3,7,5,0,33,0,0,3,4,3,0,0,7,0,0,0,0,4,0,0,4,123,113,55,29,69,29,9,422
5104235,9,15,8,3,5,3,0,43,4,8,3,3,5,3,3,24,0,0,0,0,3,3,0,11,0,0,0,0,0,0,0,3,99,68,22,24,39,20,7,279
5104236,7,7,6,4,12,10,4,45,8,7,5,3,8,3,3,33,0,6,5,3,0,3,0,16,0,0,0,0,0,0,0,6,126,105,30,16,86,58,30,445
5104237,0,7,0,0,0,3,0,11,10,18,9,7,13,13,0,68,25,28,28,14,39,35,0,165,6,13,11,3,19,81,0,140,51,70,53,21,67,138,0,401
5104238,6,27,4,3,9,4,0,55,6,20,15,3,3,5,0,54,0,3,8,0,5,3,0,22,0,6,0,0,3,0,0,10,78,117,45,17,55,17,3,342
5104301,7,13,0,0,4,4,0,27,0,5,10,3,3,0,0,24,3,3,0,0,5,0,0,16,0,0,3,0,0,0,0,3,57,61,28,17,79,27,13,270
5104303,4,10,0,3,3,8,3,33,3,0,7,0,6,4,0,19,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,11,101,76,25,16,94,66,3,385
5104304,8,8,7,3,20,10,0,52,3,3,3,3,20,3,0,39,0,4,3,0,24,6,0,32,0,0,3,0,28,6,0,37,102,97,23,17,141,53,4,430
5104305,8,8,0,3,21,0,3,35,0,10,3,4,6,7,0,33,0,0,0,0,14,5,0,27,0,0,0,3,4,4,0,12,77,74,23,25,125,49,15,384
5104306,24,14,8,3,7,3,3,64,12,11,12,0,3,8,0,46,3,0,0,0,13,6,0,24,0,0,0,0,3,0,0,5,125,128,37,26,97,51,11,482
5104307,0,10,0,3,7,3,0,28,3,3,0,0,7,4,0,19,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,74,70,16,17,56,42,3,277
5104308,6,9,3,4,5,3,0,25,4,8,3,3,8,4,0,24,4,3,3,0,8,8,0,23,3,5,0,0,4,3,0,15,133,93,20,15,74,41,9,380
5104309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104310,12,18,3,3,14,3,0,54,8,18,6,3,10,5,0,45,0,5,3,0,31,0,0,44,0,0,0,0,46,0,0,52,99,100,37,20,126,28,0,420
5104311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104313,12,10,0,0,5,0,9,42,0,0,0,0,6,0,3,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,146,126,23,16,155,32,10,508
5104314,10,8,0,0,12,3,3,36,6,5,3,0,8,4,0,29,0,0,0,0,6,0,0,9,0,0,4,0,4,0,0,9,99,96,30,23,107,37,15,399
5104315,0,3,3,0,3,3,0,14,6,0,0,0,4,3,0,13,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,72,63,19,16,82,49,8,306
5104316,8,18,3,4,3,3,0,42,7,19,9,6,4,0,0,43,0,0,6,0,3,0,0,7,0,0,0,0,0,0,0,3,147,131,37,41,66,27,4,463
5104317,17,16,15,5,6,0,3,65,3,15,5,10,4,0,3,40,6,3,3,0,5,0,0,15,0,4,0,0,0,0,0,10,109,134,81,46,61,30,10,477
5104318,13,10,9,7,10,4,0,45,6,8,12,4,9,0,0,39,0,3,5,0,8,0,0,20,0,3,0,0,0,0,0,3,73,76,44,27,58,18,4,308
5104319,5,19,8,8,3,0,0,49,9,9,6,6,3,0,0,30,0,8,3,0,0,0,0,20,0,0,0,0,4,0,0,7,97,98,74,56,41,12,0,374
5104320,10,14,3,0,7,0,3,40,8,17,7,7,3,0,0,45,4,8,4,0,3,3,0,17,0,3,0,0,0,0,0,3,101,106,54,32,52,3,8,342
5104321,13,22,8,7,9,4,3,64,3,7,13,6,4,6,0,36,3,15,3,5,7,4,0,37,4,8,0,0,0,0,0,12,106,101,55,44,45,17,4,386
5104322,14,32,15,0,0,5,0,71,3,9,8,3,5,6,0,34,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,3,66,87,48,22,40,20,0,281
5104323,17,20,9,7,4,0,0,60,8,3,4,6,7,3,0,27,0,0,3,0,6,8,0,15,0,0,0,0,0,0,0,3,95,121,57,37,71,11,10,401
5104324,11,13,6,0,14,4,0,47,6,16,0,4,17,15,0,54,13,17,17,9,43,39,0,140,6,9,14,7,93,30,0,158,90,101,51,29,187,107,0,562
5104325,13,21,3,10,0,0,0,49,4,8,7,3,3,0,0,29,0,0,3,5,3,0,0,11,0,3,0,0,4,0,0,10,92,114,39,32,37,9,0,314
5104326,15,23,5,8,6,0,0,50,0,9,4,0,4,0,0,19,0,0,0,0,3,0,0,5,0,0,0,0,3,0,0,3,75,84,35,21,32,15,3,264
5104327,8,23,6,7,3,0,0,47,0,3,0,3,3,0,0,13,0,3,0,0,4,3,0,11,0,0,0,0,0,0,0,0,57,75,22,29,37,10,0,242
5104328,3,24,5,0,3,0,0,44,0,9,3,4,0,0,0,15,0,3,6,0,8,4,0,19,0,3,0,0,0,0,0,8,81,109,43,37,35,5,3,314
5104329,16,23,7,8,5,3,0,65,9,12,11,3,3,4,0,44,0,0,3,7,3,0,0,20,0,0,0,0,0,3,0,5,104,136,57,45,48,26,0,412
5104330,12,25,8,3,3,5,0,60,11,11,8,0,7,3,0,39,0,3,3,0,0,3,0,12,0,3,0,0,4,3,0,7,113,128,52,42,52,33,5,425
5104331,13,19,11,3,8,3,4,56,6,8,3,9,4,0,0,35,0,3,7,0,9,0,0,22,0,8,0,0,4,0,0,9,115,139,79,42,60,21,6,458
5104332,6,18,8,8,13,17,3,69,13,8,15,7,35,29,0,107,4,4,6,3,48,28,0,98,0,3,0,0,37,15,0,63,83,129,61,45,177,149,10,665
5104333,14,22,3,3,6,4,0,56,6,10,7,5,22,0,0,53,0,8,3,4,16,0,0,35,0,0,0,3,16,4,0,19,82,82,37,29,94,15,3,344
5104334,15,27,11,0,9,3,0,70,6,16,7,8,8,5,0,47,0,7,3,4,3,3,0,23,0,3,0,0,0,0,0,3,102,129,50,31,42,31,3,386
5104335,6,15,6,0,4,0,0,36,5,7,4,3,5,7,0,29,0,4,0,3,0,0,0,9,0,3,0,0,3,0,0,3,97,129,38,27,57,15,8,368
5104336,4,5,3,0,3,3,0,24,3,3,0,0,0,9,0,16,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,117,109,26,6,74,58,7,403
5104337,6,23,7,3,13,9,0,61,0,6,0,3,12,3,0,33,0,3,0,0,6,3,0,12,0,0,0,0,5,0,0,4,120,137,26,23,111,46,10,471
5104338,15,33,3,3,6,7,0,66,9,14,0,3,8,7,0,41,3,4,0,0,4,0,0,8,0,3,0,0,3,0,0,6,75,98,32,23,42,34,0,302
5104339,8,29,12,3,4,3,0,63,6,16,9,3,3,0,0,41,0,5,4,0,6,0,0,16,3,0,0,0,4,0,0,5,145,136,58,24,66,31,5,463
5104340,3,3,3,0,9,3,10,35,0,0,4,0,6,4,0,17,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,89,79,41,16,133,33,17,414
5104341,7,9,3,0,3,0,3,23,0,4,0,0,4,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,98,85,18,11,81,23,5,333
5104342,0,8,0,0,3,0,0,11,0,3,0,0,3,4,0,13,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,83,73,19,11,103,32,14,334
5104343,3,9,0,0,0,3,3,17,4,6,0,3,0,0,0,22,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,61,68,14,11,48,15,10,222
5104401,10,17,13,3,10,5,0,52,4,5,5,6,11,3,0,34,6,0,0,3,7,0,0,11,0,0,0,0,0,5,0,11,41,73,44,21,38,19,0,234
5104402,13,15,14,6,13,3,0,54,6,8,8,3,9,3,0,33,7,3,8,0,9,0,0,26,0,0,3,0,6,0,0,7,69,64,51,19,89,15,0,311
5104403,3,13,9,4,5,3,0,38,0,5,4,3,7,3,0,25,3,3,3,3,3,4,0,20,0,0,0,0,3,0,0,6,46,49,33,23,51,15,0,217
5104404,13,12,0,4,5,5,0,42,0,5,5,3,5,7,0,22,0,7,3,8,12,3,0,33,0,0,0,0,4,0,0,10,96,97,30,42,82,33,3,382
5104405,13,26,9,11,13,5,0,69,0,13,8,5,13,3,0,50,3,3,4,0,8,4,0,28,0,3,0,0,3,0,0,10,53,109,34,34,87,36,0,352
5104406,12,12,8,3,15,3,8,52,0,7,4,7,15,6,3,39,5,9,0,3,10,7,0,30,3,0,3,0,4,0,0,9,69,72,38,25,74,28,10,320
5104407,8,19,6,13,14,7,4,67,3,11,5,8,3,3,0,41,0,7,3,4,15,3,0,32,5,0,0,0,3,0,0,8,96,107,42,51,73,22,12,394
5104408,24,24,5,7,21,3,3,89,6,11,3,0,15,3,0,47,4,6,3,0,4,3,0,23,0,0,0,0,0,3,0,5,111,112,42,29,93,28,5,411
5104409,0,5,0,0,0,4,0,21,3,8,5,0,7,3,0,28,3,3,3,0,0,4,0,12,0,0,3,0,3,0,0,6,64,77,31,31,53,19,3,274
5104410,0,7,3,3,3,0,0,18,3,4,0,3,4,3,0,26,3,0,3,0,3,0,0,8,0,0,0,0,0,0,0,3,44,50,26,20,44,14,0,203
5104411,4,16,3,3,9,3,0,37,5,12,11,3,8,5,0,45,0,3,0,3,9,0,0,16,0,0,0,0,3,0,0,10,108,101,42,34,99,23,0,402
5104412,3,13,4,4,10,0,0,34,0,3,3,0,4,3,0,16,3,5,3,0,11,9,0,22,0,5,0,0,6,0,0,10,62,77,30,24,63,26,3,285
5104413,4,13,9,4,7,3,0,38,0,3,5,8,9,0,0,33,0,7,4,0,13,3,0,26,0,0,0,0,0,0,0,4,74,87,34,24,63,17,7,312
5104414,8,14,8,3,8,3,0,48,7,15,7,3,13,11,0,50,4,0,4,10,8,14,0,31,3,0,3,3,5,3,0,16,81,107,47,37,74,36,0,381
5104415,19,21,19,6,7,6,0,73,3,15,10,7,17,8,0,59,0,4,0,3,4,7,0,20,0,0,0,0,4,0,0,8,141,185,58,48,82,53,15,583
5104416,14,19,9,8,18,5,3,71,0,6,0,0,4,3,0,23,0,6,0,0,3,0,0,12,0,0,0,0,0,0,0,4,72,74,32,21,74,18,4,300
5104417,8,16,12,5,4,0,0,45,9,10,8,9,3,0,0,36,0,3,3,3,8,0,0,14,0,0,0,4,0,0,0,3,83,94,48,33,46,19,0,329
5104418,7,10,3,0,10,0,0,37,5,7,4,4,8,0,0,28,6,10,0,0,0,0,0,10,0,0,0,0,3,3,0,6,62,120,29,23,42,11,0,289
5104419,23,29,6,5,3,8,0,71,4,6,3,4,11,0,0,35,0,6,5,0,3,0,0,13,0,3,0,0,3,0,0,3,131,164,48,33,58,15,4,454
5104420,4,7,3,7,4,0,0,26,4,5,3,3,3,0,0,14,0,0,0,3,5,3,0,12,0,0,0,0,0,0,0,0,64,68,23,23,46,23,0,237
5104421,15,20,7,4,14,3,0,73,0,13,8,14,13,3,0,45,0,6,0,4,5,4,0,19,3,0,0,0,3,0,0,10,118,147,46,52,75,23,4,465
5104422,19,27,9,3,5,8,0,70,4,19,8,9,16,0,0,54,7,4,3,3,4,6,0,27,0,0,0,0,3,0,0,11,100,141,57,41,70,33,0,442
5104423,8,30,10,7,11,4,0,84,13,18,17,15,11,5,0,75,3,0,6,3,12,5,0,30,3,0,0,0,5,0,0,9,125,154,74,48,90,37,3,527
5104424,4,15,9,5,4,4,0,33,6,7,7,9,3,3,0,35,0,0,0,6,8,3,0,15,0,0,0,0,0,0,0,4,47,89,40,34,51,21,0,275
5104425,12,14,5,0,3,0,0,39,6,13,6,7,14,0,0,45,6,3,3,0,12,0,0,24,0,0,0,0,0,0,0,4,89,81,47,25,50,11,6,306
5104426,9,14,11,3,12,9,0,59,3,4,3,6,8,4,0,32,5,0,3,3,15,3,0,31,0,0,0,0,3,0,0,3,98,91,37,47,113,25,3,421
5104427,3,10,3,5,3,6,0,31,0,9,0,3,4,0,0,18,0,4,0,3,3,3,0,11,0,0,0,0,3,0,0,8,47,79,25,34,56,21,0,265
5104428,14,14,0,3,8,3,0,41,3,18,11,4,11,3,0,50,3,5,4,4,17,0,0,37,0,0,3,3,3,0,0,9,89,113,41,37,73,17,3,373
5104429,6,35,16,3,10,3,0,81,10,23,12,3,15,0,0,60,0,9,6,10,7,11,0,39,3,0,3,4,3,4,0,21,104,155,77,37,84,30,0,484
5104430,9,15,3,3,10,0,0,38,8,10,8,3,5,4,0,37,0,6,0,3,3,4,0,20,0,3,0,0,6,3,0,14,66,79,29,29,65,24,4,296
5104431,8,18,0,3,11,9,0,53,3,3,4,3,12,0,0,23,0,3,4,0,3,0,0,10,0,0,0,0,3,0,0,6,68,90,33,27,81,20,3,316
5104432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5104433,10,23,4,5,13,8,3,65,4,12,7,3,13,4,0,44,3,8,0,3,7,3,0,27,4,7,0,0,3,0,0,10,116,172,50,49,125,24,10,563
5104434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104435,12,15,9,6,3,0,0,43,6,5,4,3,10,5,0,36,0,0,4,3,27,12,0,45,0,3,0,0,60,7,0,69,92,93,43,23,130,36,0,416
5104436,6,14,7,3,3,3,0,41,6,6,7,3,4,3,0,29,7,5,0,0,7,0,0,19,0,0,0,0,0,0,0,3,46,53,19,16,46,13,0,200
5104437,3,9,7,0,3,6,0,28,0,10,3,4,3,0,0,21,0,0,0,0,4,0,0,14,0,0,0,0,0,0,0,3,40,44,21,8,38,21,0,174
5104501,15,16,0,3,3,9,0,50,3,3,3,0,6,0,0,21,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,88,83,32,26,55,19,0,297
5104502,4,7,3,3,3,0,0,26,3,10,3,0,3,0,0,28,3,0,0,5,3,0,0,14,0,4,0,0,4,0,0,5,47,60,27,24,46,10,3,220
5104503,11,16,10,4,7,4,0,54,0,6,7,5,5,0,0,31,0,11,0,0,8,0,0,20,3,0,0,0,0,3,0,6,131,115,53,41,72,24,5,438
5104504,10,25,18,6,4,3,4,67,3,7,4,4,10,0,0,29,0,7,0,0,7,3,0,20,3,0,0,0,3,0,0,8,93,99,60,24,63,22,4,359
5104505,6,19,5,5,10,0,0,46,6,10,3,3,9,0,0,41,0,5,0,0,16,3,0,26,3,3,3,0,3,0,0,13,98,111,37,35,107,34,0,413
5104506,12,17,3,9,9,4,0,47,4,11,4,11,11,0,0,36,5,10,3,0,10,10,0,28,0,0,0,0,5,0,0,3,63,76,25,33,84,24,3,314
5104507,12,14,0,3,9,0,0,33,10,13,13,14,5,8,0,50,0,3,3,0,3,3,0,11,0,3,0,0,0,0,0,7,78,91,38,27,58,17,0,305
