SA1_7DIGITCODE_2016,Neg_Nil_Inc_Family_hholds,Neg_Nil_Inc_Non_fam_household,Neg_Nil_Inc_Tot,Inc_1_149_Family_hholds,Inc_1_149_NonFamHholds,Inc_1_149_Tot,Inc_150_299_Family_hholds,Inc_150_299_NonFamHholds,Inc_150_299_Tot,Inc_300_399_Family_hholds,Inc_300_399_NonFamHholds,Inc_300_399_Tot,Inc_400_499_Family_hholds,Inc_400_499_NonFamHholds,Inc_400_499_Tot,Inc_500_649_Family_hholds,Inc_500_649_NonFamHholds,Inc_500_649_Tot,Inc_650_799_Family_hholds,Inc_650_799_NonFamHholds,Inc_650_799_Tot,Inc_800_999_Family_hholds,Inc_800_999_NonFamHholds,Inc_800_999_Tot,Inc_1000_1249_Family_hholds,Inc_1000_1249_NonFamHholds,Inc_1000_1249_Tot,Inc_1250_1499_Family_hholds,Inc_1250_1499_NonFamHholds,Inc_1250_1499_Tot,Inc_1500_1749_Family_hholds,Inc_1500_1749_NonFamHholds,Inc_1500_1749_Tot,Inc_1750_1999_Family_hholds,Inc_1750_1999_NonFamHholds,Inc_1750_1999_Tot,Inc_2000_2499_Family_hholds,Inc_2000_2499_NonFamHholds,Inc_2000_2499_Tot,Inc_2500_2999_Family_hholds,Inc_2500_2999_NonFamHholds,Inc_2500_2999_Tot,Inc_3000_3499_Family_hholds,Inc_3000_3499_NonFamHholds,Inc_3000_3499_Tot,Inc_3500_3999_Family_hholds,Inc_3500_3999_NonFamHholds,Inc_3500_3999_Tot,Inc_4000orMore_Family_hholds,Inc_4000orMore_NonFamHholds,Inc_4000orMore_Tot,Part_Inc_st_Family_hholds,Part_Inc_st_NonFamHholds,Part_Inc_stated_Tot,All_Inc_NS_Family_hh,All_Inc_NS_NonFamily_hh,All_Inc_NS_Tot,Tot_Family_hholds,Tot_NonFamHholds,Tot_Tot
5113212,3,0,4,0,0,3,0,3,4,0,3,3,4,4,10,4,0,7,3,0,3,10,4,14,14,3,18,9,3,11,4,3,10,14,0,13,14,0,16,7,0,7,6,0,6,3,0,3,3,0,3,6,3,11,0,4,3,114,37,148
5113213,0,6,6,0,0,0,0,0,0,0,4,4,3,6,11,6,0,3,10,3,12,9,6,14,8,4,17,18,3,23,10,6,12,3,7,7,18,3,15,23,0,23,15,0,15,6,0,13,10,0,11,7,0,10,0,7,7,146,55,200
5113214,0,0,0,0,0,0,0,3,4,0,3,3,3,7,4,0,3,4,8,0,12,8,3,10,6,0,11,9,3,12,13,0,15,7,3,10,22,7,24,9,0,9,3,0,9,3,3,4,3,0,3,11,3,16,0,0,3,108,37,146
5113215,3,0,3,0,4,0,0,0,0,0,0,0,4,7,7,0,0,0,10,0,10,11,3,7,8,0,12,7,3,12,9,0,4,4,0,4,8,0,8,3,0,3,3,0,3,0,0,0,4,0,4,3,0,3,0,0,0,78,20,100
5113216,0,0,0,0,0,0,0,3,5,0,3,3,0,4,4,0,0,4,5,3,4,10,3,9,12,3,13,5,0,9,12,0,12,6,0,7,10,0,15,5,0,5,5,0,5,0,0,3,3,0,3,8,0,8,0,0,0,89,23,109
5113217,3,3,4,0,3,5,0,4,4,0,7,9,4,10,19,6,8,14,10,8,13,17,7,22,16,3,21,25,3,24,3,0,7,12,5,15,26,0,25,4,0,9,3,0,3,3,0,3,3,0,0,15,3,17,3,3,7,156,69,225
5113218,3,3,4,0,0,0,0,4,6,0,0,0,5,12,18,6,0,7,14,4,17,17,3,18,11,6,14,15,7,21,11,0,9,3,0,7,20,0,23,13,0,13,0,0,0,3,0,3,3,0,3,12,3,8,5,0,3,134,45,178
5113219,4,0,4,0,0,0,0,3,4,0,10,10,5,3,6,3,0,3,15,3,17,10,9,15,11,3,11,3,3,8,7,0,7,9,0,7,14,0,20,11,0,13,8,0,8,4,0,9,13,0,13,18,0,16,0,0,0,128,36,168
5113220,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,7,5,4,3,10,4,3,5,10,3,10,5,0,6,4,0,4,4,0,4,4,0,9,3,0,3,4,0,5,0,0,0,8,0,8,8,3,10,3,3,8,80,26,105
5113221,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,3,3,10,10,4,14,4,3,11,6,3,13,6,0,6,10,0,13,5,0,4,17,0,19,8,0,8,3,0,3,3,0,6,0,0,0,14,0,15,3,0,7,105,23,129
5113222,3,0,3,0,0,0,0,0,0,0,3,5,7,9,13,3,0,3,12,0,10,13,7,13,9,3,17,10,4,11,8,3,8,4,0,4,21,0,22,12,0,12,3,0,3,4,0,3,3,0,3,12,0,13,0,0,4,123,34,151
5113223,3,0,4,0,0,0,0,3,3,3,3,3,5,3,9,11,3,11,7,3,15,14,3,16,10,6,16,3,3,6,11,3,18,7,0,9,15,0,15,4,0,4,3,0,3,3,0,3,0,0,0,12,6,13,0,3,3,109,46,156
5113224,0,6,9,3,0,3,4,3,8,0,3,3,8,5,13,6,6,17,4,0,8,11,5,21,18,7,27,20,6,27,8,0,9,11,4,20,14,3,24,12,0,12,7,0,7,3,0,3,7,0,7,15,0,14,0,0,3,157,59,220
5113225,0,7,5,0,0,0,0,4,4,0,4,5,4,4,13,5,0,5,7,0,8,9,0,12,15,3,17,16,0,16,6,0,9,8,0,8,14,0,13,7,0,7,3,0,7,0,0,0,3,0,3,8,7,15,0,0,0,115,38,152
5113226,4,6,12,0,0,0,7,17,22,0,14,14,14,17,24,4,9,13,13,3,21,11,7,19,17,8,25,6,3,11,10,0,11,8,3,8,19,0,23,5,0,5,3,0,3,3,0,3,4,0,4,11,0,12,5,3,9,155,86,244
5113227,0,0,0,0,0,0,0,0,0,3,3,7,3,0,4,3,3,3,10,3,10,4,0,4,10,0,14,11,0,8,3,0,6,3,0,3,5,0,4,4,0,4,0,0,0,3,0,3,0,0,0,9,0,9,0,3,3,72,23,87
5113228,0,3,4,0,0,0,0,0,0,0,5,9,3,14,16,4,5,8,10,3,10,6,3,12,10,3,14,10,3,12,5,3,13,11,0,9,9,0,9,4,0,4,0,0,3,0,0,0,0,0,0,9,0,9,0,0,0,86,42,130
5113229,3,0,3,0,0,0,0,3,3,8,3,10,0,3,8,4,4,3,5,0,5,3,5,13,9,3,15,11,0,12,12,3,11,12,5,14,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13,0,0,0,94,35,127
5113231,0,0,0,0,0,0,0,3,7,0,0,0,0,3,11,8,0,7,7,3,7,10,3,11,7,0,7,5,3,10,6,0,6,9,0,8,10,0,11,3,0,3,11,0,11,0,0,0,3,0,3,12,0,12,5,3,3,91,24,114
5113232,0,7,7,0,0,0,0,0,0,0,7,5,4,5,10,0,0,3,7,0,12,10,5,17,10,3,15,11,0,9,4,0,3,7,0,8,19,0,19,14,0,13,4,0,4,7,0,7,7,0,10,11,3,13,0,4,6,117,41,162
5113234,0,3,4,0,0,0,0,4,6,0,0,0,3,3,3,5,0,5,7,0,8,8,0,12,7,0,7,18,0,13,12,0,12,10,3,9,14,0,16,8,0,8,6,0,6,0,0,3,0,0,0,20,7,27,0,0,0,122,23,148
5113235,4,0,3,0,0,0,0,3,3,0,12,8,3,7,7,3,0,3,4,0,7,6,3,6,7,5,12,12,0,9,4,6,14,3,0,3,8,0,9,4,0,4,5,0,5,3,0,3,3,0,3,7,0,11,0,0,4,93,44,134
5113236,4,0,7,0,0,0,3,3,3,0,0,0,3,3,10,0,8,11,9,3,15,6,3,10,12,3,16,16,0,19,14,0,11,12,3,18,23,3,26,15,0,17,3,0,3,0,0,3,6,0,6,16,0,16,0,0,5,142,44,184
5113237,0,0,0,0,0,0,0,0,0,0,0,0,6,9,9,3,3,3,11,6,11,11,4,10,8,3,14,3,0,11,0,0,3,3,0,3,11,0,11,5,0,5,0,0,0,0,0,0,4,0,10,10,0,14,0,3,4,83,29,112
5113238,0,0,3,0,3,3,0,0,0,0,6,6,0,12,11,5,3,6,6,0,7,10,4,11,13,5,23,16,3,16,9,3,10,11,3,16,20,3,22,12,0,12,4,3,11,3,0,3,3,0,3,15,0,12,0,3,4,117,53,173
5113239,0,7,7,0,0,0,3,0,5,3,3,8,4,3,11,0,3,4,8,0,12,8,3,15,7,3,9,8,4,13,10,0,11,7,0,6,10,3,17,6,0,6,10,0,10,0,0,3,3,0,3,13,3,18,0,4,3,103,40,147
5113240,0,0,7,0,0,0,0,0,0,0,3,3,3,5,10,3,9,8,14,7,17,16,6,23,13,9,17,5,5,11,15,3,21,7,4,7,18,0,18,13,0,13,5,0,5,0,0,0,6,0,6,13,0,21,3,0,3,142,56,195
5113241,6,0,8,0,0,0,0,0,3,0,4,4,0,5,5,3,0,4,10,3,10,9,3,13,20,11,29,15,0,13,5,3,10,5,6,14,7,5,7,12,0,12,0,0,0,3,0,4,3,0,6,3,4,7,0,0,0,96,50,142
5113242,0,3,3,0,0,0,0,0,0,3,3,7,0,3,3,3,0,3,6,0,11,0,0,0,7,0,7,3,0,6,10,0,10,8,0,11,15,4,16,7,0,12,5,0,7,0,0,0,3,3,4,15,0,13,0,0,0,95,25,116
5113243,0,0,0,0,0,0,0,0,3,0,3,3,9,0,11,3,0,3,5,0,5,3,3,10,8,0,10,0,4,5,9,0,9,3,3,8,5,0,8,0,0,0,0,0,0,3,0,4,0,0,0,3,0,8,0,0,0,53,24,81
5113244,0,0,0,0,0,0,0,3,3,0,0,3,0,9,6,0,3,7,7,3,11,8,0,8,10,3,15,0,0,0,11,0,7,5,0,4,9,3,12,3,0,3,0,0,0,3,0,3,0,0,0,3,0,7,0,0,3,67,33,100
5113245,3,0,3,0,0,0,0,0,0,0,5,5,4,0,3,5,3,11,7,0,5,4,0,3,10,3,14,9,0,9,9,3,14,6,0,6,12,0,12,13,0,13,5,0,6,0,0,0,9,3,6,12,0,12,0,4,3,108,26,136
5113246,0,0,5,0,3,3,0,0,0,0,0,0,0,8,9,4,0,3,9,3,11,6,3,11,7,3,17,4,0,3,3,0,6,7,0,7,8,3,6,3,3,3,0,0,0,0,0,0,3,0,3,3,0,3,0,4,4,64,30,97
5113247,0,0,0,0,0,0,0,3,3,0,3,3,0,3,3,5,3,7,4,3,9,7,3,10,13,0,13,10,7,12,6,3,10,10,0,9,24,0,22,3,0,3,5,0,5,6,0,6,3,0,3,19,3,23,0,0,0,103,37,141
5113301,0,0,0,0,0,0,0,3,7,0,0,0,0,3,3,6,0,6,0,0,0,7,0,7,0,0,0,3,3,10,10,3,13,11,3,8,14,4,19,12,0,12,5,0,6,8,0,4,10,0,10,12,0,13,0,0,0,90,25,114
5113303,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,4,0,4,5,0,3,3,3,8,14,0,13,8,0,10,3,0,4,21,0,21,11,0,11,0,0,0,5,0,5,13,0,13,13,0,11,0,0,0,97,17,114
5113305,3,0,6,0,0,0,0,0,3,0,0,0,4,3,9,0,0,0,6,3,8,3,0,3,11,0,11,13,5,18,10,3,13,23,3,23,37,0,37,30,0,30,13,0,18,21,0,21,12,0,12,26,3,29,0,0,0,210,18,230
5113306,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,7,3,0,4,4,0,4,4,0,6,5,0,7,8,0,8,11,0,11,7,0,7,8,3,9,3,0,8,20,0,20,14,0,14,0,0,0,93,12,106
5113307,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,3,0,3,4,0,4,3,0,3,6,0,10,3,0,3,18,0,18,14,0,14,12,0,12,4,0,4,26,0,21,17,3,15,3,0,3,114,13,123
5113309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,5,11,0,12,3,0,3,3,0,9,7,0,10,14,0,21,12,0,12,5,0,5,11,0,11,23,0,23,11,0,11,3,0,3,108,6,114
5113310,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,4,0,7,3,0,3,7,3,15,8,3,13,7,0,4,4,3,8,11,0,13,22,0,22,16,0,21,11,0,11,22,3,23,15,0,15,3,0,3,143,21,168
5113311,3,3,5,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,3,3,0,3,4,0,4,9,0,9,11,3,13,15,5,13,14,0,14,5,0,5,7,0,7,19,0,19,9,3,14,3,0,3,106,11,116
5113312,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,4,0,5,4,3,9,3,0,3,3,0,3,7,4,4,12,0,12,20,0,17,13,0,13,12,3,11,5,0,5,20,0,20,12,0,12,0,0,0,125,9,137
5113313,0,0,0,0,0,0,0,0,0,0,4,3,3,0,3,0,0,0,4,0,10,3,0,4,9,0,8,5,0,8,8,0,10,7,0,7,19,0,23,19,0,19,11,0,11,9,0,9,20,0,20,20,0,20,3,0,3,148,14,158
5113316,4,0,6,0,0,0,0,5,5,0,0,3,0,6,7,6,0,3,11,3,12,8,5,10,12,4,18,13,4,16,7,5,13,16,3,17,26,3,29,18,0,18,13,0,13,4,0,4,11,3,9,14,3,18,0,3,4,164,44,205
5113317,0,0,0,0,0,0,0,0,0,3,0,3,6,3,6,0,0,0,7,0,6,3,0,3,6,0,8,8,0,13,12,0,12,7,0,7,28,3,32,13,0,13,16,0,13,15,0,15,19,0,19,20,0,20,3,0,4,163,18,177
5113322,3,0,5,3,0,3,0,0,0,0,0,3,0,0,3,4,0,4,3,3,8,10,0,13,9,0,4,11,0,9,4,0,8,6,0,6,24,0,24,13,0,13,9,0,12,13,0,13,20,0,20,17,0,17,0,0,0,152,15,162
5113323,5,0,5,0,0,0,0,0,0,0,3,3,3,0,3,3,0,3,8,0,9,0,0,0,3,0,3,10,0,9,8,3,11,4,3,4,15,0,15,17,0,17,7,0,7,9,7,11,19,0,19,18,0,18,0,0,3,117,18,135
5113324,7,4,13,0,0,3,0,0,5,0,3,3,0,5,3,4,4,9,15,4,19,10,4,12,14,3,21,16,3,25,10,6,20,13,3,10,46,6,56,31,0,33,17,0,19,26,0,25,23,0,23,19,3,21,0,0,0,262,62,320
5113325,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,5,0,4,9,0,9,14,0,14,7,3,11,6,0,8,17,0,17,14,0,19,8,0,9,10,0,12,25,0,25,17,3,13,3,0,4,137,13,148
5113326,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,4,0,4,3,0,0,8,0,8,3,0,3,3,0,4,3,0,3,12,0,12,12,0,12,7,0,7,7,3,5,15,0,15,15,0,15,3,0,3,93,5,101
5113327,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,5,0,5,3,0,5,3,0,5,4,0,4,6,0,6,5,0,5,6,0,7,18,0,18,11,0,11,11,0,11,4,0,4,9,0,9,23,0,23,0,0,3,119,4,118
5113328,3,0,3,0,0,0,0,0,0,0,0,0,0,4,4,3,0,3,0,0,0,18,4,17,4,0,9,11,3,17,16,3,20,10,0,11,25,3,25,17,0,17,8,0,8,6,0,6,19,0,19,13,5,18,0,0,0,154,21,178
5113329,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,3,0,3,3,7,3,11,0,0,0,7,0,7,3,3,4,21,0,22,12,0,12,9,0,9,4,0,4,8,0,8,8,0,8,0,0,3,83,12,93
5113331,0,0,0,0,0,3,3,0,4,0,3,3,0,0,3,3,0,0,10,3,13,5,3,8,14,3,14,12,4,18,3,4,6,12,0,14,24,0,25,11,0,12,15,0,15,10,0,10,13,0,13,22,0,22,3,0,4,153,23,184
5113332,0,0,0,0,0,0,0,3,3,0,0,0,0,3,9,0,0,3,0,4,3,5,0,3,6,3,9,7,0,8,4,0,4,6,0,4,15,3,18,11,0,11,7,0,7,7,0,7,3,0,3,8,0,8,0,0,0,82,19,102
5113334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5113335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5113336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,7,6,0,8,3,0,6,10,0,8,4,0,4,0,0,0,4,0,3,3,0,3,3,0,0,0,0,0,49,8,60
5113337,0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,0,3,5,3,7,4,3,6,3,0,3,4,0,5,13,0,17,17,0,17,9,0,9,5,0,5,11,0,11,11,0,11,0,0,0,101,8,107
5113338,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,5,0,0,0,4,0,5,0,0,3,4,0,4,0,4,3,6,0,6,13,0,13,7,0,7,8,0,8,13,0,13,7,0,7,0,0,0,70,11,78
5113339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,6,0,4,6,0,9,3,0,5,12,0,12,16,0,13,3,0,3,11,0,11,4,0,5,13,0,10,11,0,12,0,0,0,92,10,106
5113340,3,0,3,0,0,0,5,0,8,0,0,0,4,7,7,4,3,8,3,3,7,9,0,10,10,3,19,4,8,17,14,9,20,9,4,14,18,3,17,19,0,19,15,0,15,11,0,12,8,0,8,11,3,15,0,0,0,149,55,207
5113341,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,0,9,0,9,3,0,3,4,0,5,3,0,3,9,5,10,4,0,4,3,0,3,3,0,3,9,0,9,7,0,7,0,0,0,64,7,73
5113342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,4,10,13,4,13,4,0,7,9,3,9,8,3,5,19,7,21,8,0,9,9,0,9,4,0,5,13,0,13,14,0,13,0,0,3,112,21,133
5113343,3,5,6,0,5,3,0,4,3,0,3,3,6,19,27,4,14,22,20,0,21,3,5,10,22,5,26,19,0,20,12,6,13,12,0,17,18,4,24,12,0,14,10,0,10,10,0,13,5,0,5,22,0,21,3,3,3,182,89,276
5113344,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,4,0,4,3,0,5,10,0,10,11,0,11,11,0,7,4,0,4,16,0,17,11,0,11,0,0,0,70,6,78
5113345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,5,4,0,6,5,4,9,3,0,5,7,3,11,5,0,6,22,3,23,9,0,9,9,0,9,11,0,11,11,0,11,3,0,3,0,0,0,103,16,114
5113346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,0,4,3,3,8,3,0,4,3,0,3,7,0,8,14,0,12,10,0,10,14,0,14,3,0,3,3,0,3,7,0,7,0,0,0,81,13,85
5113347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,4,0,0,0,4,0,4,8,3,11,4,3,9,6,0,6,19,0,18,9,0,11,6,0,6,3,0,3,11,0,11,9,0,10,0,0,3,85,16,101
5113348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,7,5,0,7,10,3,12,4,0,4,11,0,12,6,0,12,23,9,28,26,0,26,11,0,11,10,0,10,24,0,24,19,0,17,3,0,3,160,19,180
5113349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,0,0,0,6,0,8,9,0,9,5,0,5,11,0,12,20,0,20,12,0,8,5,0,5,4,0,4,7,0,7,8,0,8,0,0,0,105,11,112
5113350,4,0,3,0,0,0,3,0,3,0,0,3,0,0,3,0,3,3,0,0,0,0,4,4,0,0,6,4,3,9,6,3,8,9,0,9,10,3,14,6,0,7,11,0,11,3,0,3,5,0,5,6,0,9,0,3,3,68,23,98
5113351,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,0,0,5,11,0,11,6,0,6,14,0,14,4,0,6,15,0,20,9,0,9,10,0,10,9,0,12,10,0,10,9,0,11,4,0,3,110,11,123
5113352,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,0,0,0,0,3,4,0,7,6,0,3,3,0,6,5,0,3,9,0,9,3,0,5,0,0,0,17,0,17,11,0,11,0,0,0,63,12,76
5113353,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,7,7,3,8,7,3,6,6,0,6,29,0,29,8,0,13,11,0,11,7,0,7,13,0,10,13,0,13,0,3,0,109,17,126
5113354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,5,0,0,0,7,3,11,11,5,10,9,0,10,4,0,4,19,3,23,6,0,9,5,0,5,8,0,8,15,0,15,15,3,14,0,0,0,109,20,128
5113355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,5,0,5,8,0,8,12,0,12,3,0,6,23,0,23,19,0,19,8,0,8,11,0,6,15,0,15,15,0,15,0,0,0,131,5,132
5113356,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,3,3,0,3,4,0,3,12,0,12,3,7,8,9,0,7,5,3,10,21,0,21,18,0,18,4,0,4,9,0,10,17,0,17,16,0,17,0,0,0,118,13,137
5113357,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,9,0,9,12,0,12,12,4,15,6,0,9,10,0,11,29,3,37,24,0,24,15,0,17,12,0,12,17,0,17,19,0,19,0,0,0,167,11,176
5113358,3,3,3,3,3,3,0,3,0,3,5,7,6,12,23,5,4,11,18,7,27,13,10,19,24,4,29,13,11,19,14,9,17,15,5,20,25,13,31,12,3,18,7,3,10,3,0,3,9,0,9,9,0,17,0,3,9,188,94,284
5113359,3,0,9,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,3,0,5,6,0,9,4,0,8,12,0,11,4,0,4,3,3,7,24,3,23,12,0,14,8,0,8,0,3,8,7,0,7,18,0,18,3,0,3,115,24,133
5113360,3,0,3,0,0,0,0,0,0,0,3,3,3,0,4,3,0,3,3,0,3,7,0,7,10,0,9,6,0,12,4,4,11,4,0,12,31,0,30,23,0,27,5,0,11,3,0,3,7,3,9,16,3,19,0,0,0,136,24,157
5113361,3,0,4,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,10,0,10,0,3,3,0,0,0,10,0,6,8,0,8,11,3,9,21,4,20,20,0,21,13,0,16,8,0,12,12,0,12,10,0,8,0,0,0,115,18,137
5113401,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,4,7,7,4,8,3,3,3,6,5,14,3,0,4,3,0,3,8,0,8,10,3,13,3,0,3,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,51,27,78
5113402,0,3,4,0,0,0,4,3,8,0,0,3,3,3,6,0,3,8,9,3,12,9,6,8,11,0,11,10,3,9,11,0,12,4,0,6,9,3,12,7,0,7,4,0,4,3,0,3,3,0,3,10,0,10,0,3,3,86,37,127
5113403,0,0,3,0,0,0,0,3,3,0,0,0,3,10,13,8,6,6,11,3,15,11,3,13,14,3,20,20,3,19,8,0,8,16,0,19,14,4,16,17,0,17,0,0,0,3,0,3,0,0,0,11,0,9,3,0,4,133,37,172
5113404,0,0,0,0,0,0,3,0,3,0,3,3,0,4,4,3,0,3,9,3,9,5,4,9,4,0,8,5,0,8,5,0,5,3,0,3,12,0,16,5,0,5,0,0,0,0,0,0,6,0,6,8,0,8,0,4,6,74,20,97
5113405,3,3,7,0,3,3,0,7,7,0,15,15,0,55,57,0,26,26,15,8,21,0,11,12,4,6,11,7,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,17,17,41,155,196
5113406,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,5,10,0,7,3,6,9,5,3,11,9,5,10,12,3,15,22,4,30,23,0,26,12,0,12,0,4,5,9,0,9,19,0,20,0,0,0,127,28,157
5113407,0,0,0,0,0,0,0,0,0,3,0,3,6,12,17,0,0,0,7,7,12,4,4,10,5,4,11,3,3,6,7,0,13,9,0,9,9,0,6,3,0,3,0,0,0,0,0,0,0,0,0,4,0,6,0,3,3,58,38,98
5113408,0,4,5,0,0,0,3,5,10,0,8,8,10,19,30,6,8,12,10,4,17,8,11,23,10,14,24,11,5,17,6,4,13,7,0,7,9,3,11,4,0,3,3,0,3,0,0,0,3,0,3,12,0,17,6,6,11,104,101,204
5113409,3,0,3,3,0,3,0,3,3,3,4,4,3,4,12,4,3,8,5,7,15,11,3,15,7,4,10,14,3,11,7,5,12,6,3,5,11,3,17,3,0,7,9,0,9,3,0,3,3,0,8,13,3,16,0,0,3,107,45,155
5113410,0,0,3,0,0,3,0,4,4,0,0,3,0,4,3,0,9,9,11,7,16,3,4,4,3,3,3,10,0,11,5,0,5,3,0,3,15,0,11,8,0,8,3,0,3,0,0,3,3,0,3,11,0,11,3,0,3,76,28,112
5113411,0,0,0,3,0,3,0,6,5,0,3,3,7,5,9,3,0,3,8,3,11,11,3,18,9,3,18,7,3,9,10,0,9,0,0,3,24,0,27,17,0,16,5,0,5,3,0,3,6,0,6,12,0,10,3,0,3,134,33,166
5113412,0,3,3,0,0,0,0,0,0,0,0,3,3,8,6,5,4,9,3,3,6,6,0,10,17,4,19,10,3,12,7,3,6,4,0,3,13,0,14,6,0,6,3,0,3,3,0,3,11,3,12,12,0,12,0,0,0,106,39,142
5113413,0,4,3,0,0,4,3,3,10,0,0,0,0,0,5,3,3,4,8,5,10,10,4,11,9,3,13,8,5,15,3,0,3,4,0,4,9,3,13,9,3,11,3,3,7,0,0,4,3,0,3,16,5,21,0,3,3,101,42,139
5113415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5113417,0,0,3,0,0,0,0,4,3,0,3,3,3,9,14,3,0,6,9,6,16,5,0,5,7,4,12,8,0,14,8,0,5,6,0,4,7,3,8,7,0,7,9,0,9,0,0,0,3,0,3,14,0,9,0,0,0,92,31,129
5113418,3,0,5,0,0,3,0,0,0,0,0,0,0,13,19,3,0,3,11,4,15,10,3,9,4,0,8,11,5,12,11,5,15,9,0,9,9,0,9,14,0,16,6,0,8,0,0,3,6,0,6,11,0,11,0,0,0,118,34,151
5113419,0,0,0,0,0,0,0,3,3,0,6,6,0,11,11,4,4,10,3,3,3,5,3,12,8,6,12,8,4,10,5,0,8,5,0,4,10,0,7,3,0,3,0,0,0,3,0,3,0,0,0,5,0,5,0,0,4,62,38,94
5113420,0,3,3,0,3,3,3,3,6,0,3,7,6,10,15,4,10,11,6,6,14,11,3,13,14,7,20,7,5,14,7,3,7,10,3,9,19,3,25,11,0,17,9,0,9,3,0,3,3,0,3,16,0,16,10,0,10,129,62,196
5113421,8,6,10,0,0,0,3,6,9,3,7,12,13,20,38,10,7,12,13,6,23,14,8,25,20,14,26,23,4,26,9,4,15,7,5,9,27,0,25,14,0,12,3,0,3,4,0,7,0,0,0,14,4,18,8,4,8,183,100,283
5113422,0,0,3,0,4,3,0,8,10,3,0,3,4,10,14,3,3,9,14,3,13,8,5,12,12,3,14,9,7,12,7,3,12,11,0,10,7,0,10,8,0,8,5,0,5,3,0,3,0,0,0,8,0,8,0,3,3,100,48,142
5113423,0,0,0,0,0,0,0,3,4,0,3,3,0,0,0,0,0,0,0,3,3,4,4,6,8,0,4,6,0,3,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,17,47
