SA1_7DIGITCODE_2016,Neg_Nil_Inc_Family_hholds,Neg_Nil_Inc_Non_fam_household,Neg_Nil_Inc_Tot,Inc_1_149_Family_hholds,Inc_1_149_NonFamHholds,Inc_1_149_Tot,Inc_150_299_Family_hholds,Inc_150_299_NonFamHholds,Inc_150_299_Tot,Inc_300_399_Family_hholds,Inc_300_399_NonFamHholds,Inc_300_399_Tot,Inc_400_499_Family_hholds,Inc_400_499_NonFamHholds,Inc_400_499_Tot,Inc_500_649_Family_hholds,Inc_500_649_NonFamHholds,Inc_500_649_Tot,Inc_650_799_Family_hholds,Inc_650_799_NonFamHholds,Inc_650_799_Tot,Inc_800_999_Family_hholds,Inc_800_999_NonFamHholds,Inc_800_999_Tot,Inc_1000_1249_Family_hholds,Inc_1000_1249_NonFamHholds,Inc_1000_1249_Tot,Inc_1250_1499_Family_hholds,Inc_1250_1499_NonFamHholds,Inc_1250_1499_Tot,Inc_1500_1749_Family_hholds,Inc_1500_1749_NonFamHholds,Inc_1500_1749_Tot,Inc_1750_1999_Family_hholds,Inc_1750_1999_NonFamHholds,Inc_1750_1999_Tot,Inc_2000_2499_Family_hholds,Inc_2000_2499_NonFamHholds,Inc_2000_2499_Tot,Inc_2500_2999_Family_hholds,Inc_2500_2999_NonFamHholds,Inc_2500_2999_Tot,Inc_3000_3499_Family_hholds,Inc_3000_3499_NonFamHholds,Inc_3000_3499_Tot,Inc_3500_3999_Family_hholds,Inc_3500_3999_NonFamHholds,Inc_3500_3999_Tot,Inc_4000orMore_Family_hholds,Inc_4000orMore_NonFamHholds,Inc_4000orMore_Tot,Part_Inc_st_Family_hholds,Part_Inc_st_NonFamHholds,Part_Inc_stated_Tot,All_Inc_NS_Family_hh,All_Inc_NS_NonFamily_hh,All_Inc_NS_Tot,Tot_Family_hholds,Tot_NonFamHholds,Tot_Tot
5113424,0,0,0,0,0,0,0,3,4,7,0,7,6,15,20,5,5,14,10,11,20,12,16,30,8,4,10,14,7,19,11,9,20,9,3,9,14,3,20,11,0,11,4,0,4,3,0,3,3,0,3,17,3,17,3,4,9,145,85,229
5113425,0,0,0,0,0,0,0,3,5,0,0,3,4,13,20,3,0,7,12,7,16,10,3,11,13,0,14,15,3,22,13,3,13,3,0,3,16,0,21,4,0,4,9,0,9,4,0,3,0,0,3,11,0,11,0,3,3,110,42,157
5113426,3,0,3,0,0,0,0,7,7,0,3,3,3,8,9,3,3,7,11,3,14,12,3,15,13,8,17,12,5,18,13,3,14,6,3,9,5,0,11,0,0,0,3,0,3,0,0,0,3,0,3,12,3,13,0,0,0,108,51,159
5113427,0,0,0,0,3,3,0,0,0,0,0,4,3,4,10,6,0,4,8,4,10,10,3,10,3,3,10,13,3,20,17,8,20,9,0,9,14,0,14,15,0,15,5,0,5,3,0,3,0,0,0,12,0,12,0,0,0,118,31,153
5113428,3,0,8,0,0,0,0,5,5,0,3,4,0,4,8,0,3,6,9,7,12,3,0,5,6,3,10,7,0,9,3,6,9,9,3,16,15,0,15,7,0,7,3,0,3,3,0,5,0,0,4,10,0,10,4,3,3,78,44,122
5113429,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,0,5,5,3,0,7,10,3,12,5,0,6,9,4,15,7,0,9,7,0,12,13,0,13,6,0,9,3,0,3,0,0,0,0,0,0,11,0,14,0,0,0,88,19,111
5113430,0,0,4,0,0,0,0,0,0,0,0,0,5,3,7,3,6,6,11,4,16,4,0,7,3,3,11,11,3,14,6,3,9,14,0,14,11,3,16,3,0,3,3,0,3,0,0,0,0,0,0,10,0,9,0,3,5,87,39,122
5113431,0,0,0,0,0,0,0,0,3,0,0,0,0,7,8,0,0,3,5,0,5,7,3,10,3,0,6,3,0,4,0,3,3,5,0,10,5,3,10,9,0,9,0,0,0,0,0,0,0,0,0,8,0,8,3,0,3,62,23,83
5113432,3,3,6,0,0,0,0,4,4,0,9,9,0,3,9,3,7,4,11,0,11,5,5,17,10,5,15,10,3,11,7,0,8,3,8,9,9,0,11,4,0,4,3,0,3,0,0,0,9,0,5,8,0,9,3,4,5,95,51,143
5113434,5,0,5,0,0,0,0,4,4,0,7,8,4,9,9,0,3,3,6,4,9,8,4,12,9,0,6,14,0,14,6,3,6,9,3,14,14,0,19,6,0,6,0,0,6,0,3,3,3,0,5,10,0,9,0,5,8,98,49,144
5113435,0,0,0,0,0,3,0,6,5,0,7,3,3,5,4,4,3,9,9,0,12,4,3,3,7,5,8,13,0,12,4,0,6,8,3,7,11,0,16,5,0,5,3,0,3,0,0,3,0,0,0,4,0,6,0,0,0,78,32,112
5113436,4,3,3,3,0,3,0,3,5,0,10,8,4,39,44,3,23,26,32,14,40,14,15,27,13,15,22,12,10,22,17,8,20,6,0,7,15,3,17,10,3,7,0,0,0,0,0,4,3,0,3,5,0,12,5,6,13,143,154,295
5113437,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,4,4,4,8,4,10,9,0,9,9,0,7,10,3,18,3,0,3,6,0,8,8,0,11,5,0,4,3,0,3,3,0,3,3,0,3,8,0,5,3,0,3,80,19,103
5113438,0,0,0,0,0,0,0,0,0,3,0,3,6,5,9,13,3,14,5,3,15,14,4,13,9,11,17,13,5,21,15,0,14,13,4,14,11,0,13,9,0,9,3,0,3,3,0,3,3,0,3,16,0,16,4,0,6,148,48,193
5113439,0,3,3,0,0,0,0,3,4,0,4,4,9,9,13,9,3,12,11,3,15,4,3,14,8,4,13,15,3,15,10,0,10,14,3,16,19,0,21,3,0,6,4,0,4,0,0,5,4,0,4,11,3,15,0,0,0,126,39,164
5113440,0,0,3,0,0,0,3,3,8,0,0,3,3,6,9,9,5,13,10,3,12,4,3,8,13,3,15,7,5,9,6,8,14,3,0,8,12,0,14,4,0,4,0,0,0,0,0,0,3,0,3,13,3,13,3,5,9,105,45,147
5113442,0,0,0,0,9,9,0,10,11,0,23,23,15,49,58,9,24,31,48,11,59,12,6,23,11,9,23,5,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,6,5,12,21,117,147,271
5113443,0,0,3,0,0,0,0,0,0,0,8,8,6,6,14,4,0,7,10,14,21,11,11,15,11,3,11,5,3,11,9,0,15,16,0,17,12,0,14,7,0,7,3,0,8,3,0,3,4,0,4,14,0,17,0,0,0,120,52,169
5113444,0,0,0,0,0,0,3,0,3,0,10,7,0,8,9,3,3,13,11,0,12,3,4,10,11,6,19,7,3,9,4,3,8,4,3,11,9,3,17,6,0,6,0,0,0,3,0,4,4,0,4,13,0,17,0,0,0,99,51,151
5113445,4,3,4,0,0,0,0,3,3,0,8,7,3,10,14,4,10,7,15,3,12,8,3,12,6,6,14,11,4,18,18,4,19,8,0,8,14,3,17,8,0,8,3,0,3,0,0,0,0,0,0,3,4,10,3,3,9,109,64,167
5113446,0,0,4,0,0,0,0,0,0,6,4,8,3,17,20,5,3,7,15,0,15,7,3,6,7,3,17,4,3,7,3,4,10,6,0,8,12,0,14,5,0,5,5,0,5,3,0,3,0,0,0,10,0,17,0,0,0,100,44,148
5113447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,7,9,3,10,8,3,12,9,0,9,7,0,7,14,0,16,13,0,15,6,0,6,0,0,0,6,0,6,6,0,10,0,0,0,98,16,113
5113448,0,0,0,0,0,0,3,7,7,0,9,9,3,23,31,0,0,6,4,3,9,6,3,10,10,0,8,12,0,13,13,0,11,7,3,11,11,0,15,5,0,5,5,0,5,5,0,5,4,0,4,4,0,4,0,3,3,102,54,156
5113449,0,3,3,0,0,0,0,4,6,0,3,5,3,0,3,3,0,3,3,0,3,4,3,10,11,0,8,4,8,7,6,0,6,8,0,8,20,3,19,3,0,3,6,0,6,0,0,0,0,0,4,6,0,6,3,3,3,82,28,113
5113450,3,6,5,0,0,3,0,3,3,0,7,8,3,12,16,0,7,10,7,3,12,0,7,9,10,3,12,10,4,12,9,6,17,5,4,7,8,3,7,5,0,5,4,0,4,0,0,0,0,0,0,3,0,3,0,4,4,67,69,139
5113451,0,0,0,0,3,3,0,4,11,0,6,6,6,15,18,6,6,14,17,3,18,14,11,22,8,8,19,13,8,16,7,4,8,5,0,11,3,0,5,3,0,3,3,0,3,0,0,0,0,0,0,4,3,7,3,5,11,102,75,173
5113452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,0,0,0,5,3,9,9,0,12,5,4,7,3,3,5,12,0,15,7,0,7,3,0,3,4,0,4,0,0,0,7,0,7,0,0,0,68,10,78
5113453,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,3,5,0,5,9,3,11,7,6,13,14,0,14,14,0,10,6,3,11,12,3,19,12,0,9,0,0,0,0,0,3,9,0,9,10,0,10,0,0,0,100,22,118
5113454,0,0,0,0,0,0,4,0,3,0,0,0,3,3,6,7,4,10,9,3,9,7,0,5,8,0,8,15,0,17,13,3,12,9,0,11,19,0,24,14,3,11,3,0,6,3,0,3,0,0,0,9,0,9,0,3,3,124,26,148
5113501,0,0,0,3,0,3,0,4,4,0,3,4,3,8,12,3,0,3,14,4,16,12,5,13,9,3,9,13,5,17,5,3,6,12,4,13,27,0,27,10,0,10,5,0,5,4,0,4,0,0,0,12,3,18,3,0,7,146,35,174
5113502,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,0,0,6,6,0,5,5,0,8,5,0,12,9,0,11,7,0,12,5,0,7,18,3,26,12,0,12,8,0,13,3,0,6,5,0,5,16,0,16,3,0,3,126,28,150
5113503,4,0,4,0,0,3,0,0,0,0,0,3,0,0,8,3,3,3,3,0,3,5,7,9,9,7,12,12,5,14,14,3,15,20,6,27,29,0,32,30,0,30,12,0,13,13,0,11,11,0,11,19,5,24,0,0,0,200,35,237
5113504,0,0,0,3,0,5,0,3,3,0,0,0,0,3,7,3,0,3,7,3,18,5,4,9,15,8,20,20,3,21,7,8,18,17,9,26,38,12,47,23,0,23,20,0,20,3,3,6,12,0,16,26,0,28,0,0,0,217,64,274
5113505,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,9,0,9,7,0,9,9,0,5,7,3,9,10,0,16,10,0,14,32,4,37,16,0,16,22,0,22,13,0,13,17,0,17,29,0,30,0,0,3,186,17,204
5113507,0,0,3,0,0,0,3,0,3,0,0,0,5,0,7,4,0,4,8,0,4,6,0,6,6,0,11,11,3,10,9,3,17,10,3,11,19,3,21,16,0,18,10,0,9,11,0,8,11,0,11,22,0,22,0,0,0,149,19,174
5113508,0,0,3,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,3,9,0,9,6,0,4,7,0,13,5,3,7,8,0,14,16,0,23,17,0,17,14,0,14,14,0,14,20,0,20,17,0,17,0,0,0,138,16,148
5113509,3,0,3,0,0,0,0,0,0,3,0,3,3,0,4,0,0,0,3,0,3,3,0,4,12,0,12,12,3,15,12,0,14,6,3,6,24,0,24,18,0,18,14,0,14,14,0,14,23,0,23,16,0,16,0,0,0,160,12,169
5113510,0,0,0,0,0,0,4,0,3,0,0,0,4,4,5,0,0,3,3,3,3,3,4,9,6,0,6,7,0,10,7,3,13,7,3,10,20,3,20,11,0,11,16,0,15,5,0,5,7,0,7,12,0,12,0,0,0,116,26,144
5113511,0,6,9,0,0,3,0,3,3,3,0,4,0,5,9,3,7,7,5,0,5,4,5,14,11,10,17,19,4,20,13,0,13,7,3,15,17,0,15,11,0,11,6,0,6,8,0,8,4,0,0,19,0,20,0,3,10,130,49,181
5113512,3,0,3,3,0,3,3,0,4,0,5,7,10,8,15,3,0,6,12,3,11,12,0,9,19,9,24,23,3,25,13,3,11,9,3,15,26,0,29,21,0,16,4,0,7,0,0,0,5,0,6,22,0,17,4,0,6,171,55,227
5113513,0,0,3,0,0,0,0,0,3,0,3,3,8,3,7,7,0,7,15,3,19,13,4,18,17,6,17,11,3,19,8,3,10,16,3,20,27,0,28,16,0,16,13,0,13,6,0,6,9,0,9,15,0,15,3,0,3,179,36,211
5113514,0,0,3,0,0,4,3,3,4,3,9,9,3,5,9,8,6,14,11,5,19,13,4,17,11,9,23,16,4,20,13,3,17,15,0,15,26,3,26,9,0,9,3,0,4,10,0,10,4,0,4,26,0,26,4,3,9,169,60,229
5113515,0,4,4,0,0,0,0,0,3,0,0,3,7,5,6,0,0,3,13,3,14,12,4,17,18,4,17,12,3,17,11,0,11,14,0,14,31,6,41,23,0,23,15,0,15,6,0,6,7,0,7,25,7,28,3,0,4,196,38,232
5113517,0,3,3,0,0,0,0,0,0,0,0,0,3,4,10,3,0,9,8,0,11,3,0,3,13,4,11,7,0,15,3,3,11,7,0,7,21,3,19,9,0,9,5,0,5,0,0,0,9,0,4,7,0,7,0,5,5,108,28,131
5113518,0,0,0,0,0,0,3,3,3,0,3,3,0,3,5,3,0,9,7,3,8,11,5,14,11,5,15,10,0,10,5,5,11,5,4,10,18,0,16,17,0,17,3,0,3,3,0,5,3,0,3,14,0,14,4,0,4,122,37,152
5113519,0,0,0,0,0,0,0,3,3,0,0,0,3,3,4,3,3,3,8,4,9,3,4,7,0,9,5,5,0,5,5,0,11,8,0,10,15,0,15,15,0,15,3,0,4,4,0,8,4,0,4,11,0,11,0,0,3,91,25,119
5113520,0,0,3,0,0,0,3,0,3,0,0,0,3,4,6,4,0,3,7,0,4,0,0,0,8,3,7,6,0,4,3,0,3,0,0,0,4,3,12,3,0,3,0,0,0,3,7,7,5,0,4,8,0,8,3,0,4,61,22,77
5113521,3,3,4,0,0,0,3,0,3,0,3,3,3,4,9,0,0,4,9,0,11,4,4,8,14,0,16,4,3,9,7,3,9,10,0,10,19,3,21,15,0,15,15,0,11,6,0,6,6,0,6,15,0,15,3,0,3,136,24,164
5113523,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,5,3,0,4,3,3,10,8,0,8,15,3,15,10,0,9,19,0,18,33,0,29,27,0,27,11,0,11,8,0,8,6,0,8,18,0,15,0,0,0,163,15,182
5113524,3,3,3,0,0,0,0,0,0,0,3,3,4,11,12,6,5,7,7,3,10,4,7,9,8,3,11,16,0,13,7,4,5,4,3,3,5,0,12,3,0,3,5,0,5,3,0,7,9,0,9,3,5,8,0,0,4,84,42,131
5113525,0,3,3,0,0,0,0,0,0,0,0,4,4,3,11,3,3,6,8,0,10,8,0,8,14,11,26,27,3,31,24,0,26,26,4,32,46,10,51,34,0,34,10,0,10,8,0,12,12,0,12,28,5,30,3,0,3,267,39,303
5113527,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,4,5,0,5,4,0,7,8,0,3,6,0,8,9,0,14,19,0,26,15,0,15,12,0,12,9,0,10,19,0,19,14,0,14,3,0,3,128,16,141
5113528,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,9,10,0,10,14,3,15,11,3,16,18,0,20,13,4,20,49,0,55,36,0,32,15,0,17,21,0,21,22,0,22,39,0,43,0,0,0,259,24,288
5113529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5113530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4,10,0,10,0,3,3,8,0,8,12,0,14,16,0,16,3,0,3,8,0,6,16,0,16,18,0,18,0,0,0,102,7,117
5113531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,3,0,6,3,0,3,3,0,3,6,0,6,0,0,8,12,0,14,12,0,12,7,0,7,4,0,4,5,0,11,14,0,16,0,0,0,79,11,87
5113532,9,0,10,0,0,0,0,0,3,4,0,4,3,0,3,0,0,3,3,0,7,14,0,9,11,3,14,14,3,16,14,6,17,19,8,23,39,3,37,31,0,31,11,0,11,22,0,22,34,0,34,20,0,20,0,0,0,254,23,275
5113533,3,0,3,4,0,4,0,0,0,0,0,0,3,5,3,3,5,4,5,0,6,5,3,3,7,0,9,8,0,8,10,0,10,4,0,8,17,7,27,12,0,12,9,0,9,9,0,9,10,0,10,23,0,23,0,0,0,133,22,153
5113534,6,3,11,0,3,3,0,0,0,0,0,3,0,4,7,0,0,0,3,3,4,3,4,3,4,10,10,4,10,10,3,3,4,4,5,9,11,8,16,3,0,3,3,0,3,0,0,0,0,0,0,0,0,4,0,0,0,42,43,90
5113535,7,0,8,3,0,3,0,0,0,0,0,3,3,4,9,4,4,3,3,0,3,14,4,14,13,0,16,24,0,22,18,0,17,19,0,24,70,3,71,47,0,43,42,0,42,40,0,40,61,0,61,49,7,51,4,0,4,430,32,459
5113536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,7,3,3,3,5,0,5,4,0,9,7,0,7,14,0,11,19,0,19,6,0,6,11,0,11,6,0,6,16,0,16,11,0,11,0,0,0,94,10,108
5113537,3,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,3,8,10,0,11,6,0,9,6,3,8,6,0,8,8,0,8,11,0,11,11,0,11,9,0,9,0,0,0,6,0,7,4,0,4,0,0,0,86,18,106
5113538,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,4,0,4,4,0,3,7,4,13,3,0,3,14,3,19,12,3,15,7,0,7,23,5,25,16,0,16,9,0,9,3,0,3,8,0,8,17,0,17,0,0,0,120,18,137
5113601,0,0,0,0,0,0,0,0,3,0,0,0,3,3,7,0,3,3,11,0,6,0,3,3,9,6,14,12,0,13,0,3,3,3,0,3,13,0,13,3,0,3,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,64,21,86
5113602,0,0,0,0,0,0,0,3,3,0,0,0,4,5,11,0,0,0,9,0,8,7,0,13,14,4,17,6,5,9,7,4,9,6,0,13,12,0,12,4,0,4,4,0,7,3,3,4,0,0,0,5,4,10,3,0,4,91,32,131
5113603,0,3,7,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,3,4,10,3,0,7,7,5,9,9,0,12,5,4,9,3,0,3,8,0,10,5,0,5,5,0,5,3,0,6,4,0,4,6,0,4,0,0,0,73,20,95
5113604,4,0,4,0,0,0,3,0,8,0,3,4,3,8,16,3,3,4,6,3,14,4,3,11,15,3,14,8,4,12,8,3,7,3,3,8,18,3,19,4,0,4,0,0,3,0,0,0,4,0,4,6,3,7,0,5,5,94,47,144
5113605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,4,0,0,0,0,0,0,3,3,3,0,0,0,6,0,6,7,0,7,3,0,3,6,0,6,3,0,3,15,0,15,0,0,0,47,3,51
5113606,0,3,3,0,0,3,0,3,3,0,4,5,8,10,15,5,8,9,14,3,17,18,3,22,9,8,17,17,7,17,9,6,16,11,3,12,16,0,16,4,0,5,7,0,7,0,0,0,3,0,3,17,0,21,0,4,4,134,64,196
5113607,3,0,4,0,0,0,0,0,3,0,3,3,8,10,16,3,7,11,9,3,12,5,3,9,9,4,17,6,0,5,0,3,3,6,0,6,9,3,12,0,0,0,3,0,3,0,0,0,3,0,3,5,0,5,3,0,5,72,40,107
5113608,0,0,0,0,0,0,0,4,4,3,0,3,3,12,18,5,0,3,8,3,14,10,3,15,15,0,17,11,0,13,8,3,11,10,3,14,14,0,17,9,0,9,3,0,3,0,0,0,0,0,0,17,0,18,0,0,0,116,32,151
5113609,0,0,3,0,0,3,0,0,0,0,3,3,0,3,11,3,3,5,8,4,12,8,3,14,17,10,25,10,7,19,6,3,8,9,3,10,16,3,22,10,0,5,0,0,0,3,0,3,3,0,3,6,0,7,6,3,11,111,56,167
5113610,0,0,0,0,0,0,0,6,6,0,3,3,0,7,9,0,7,5,9,3,10,3,8,8,8,0,8,0,0,3,7,4,13,4,3,7,12,5,12,7,0,7,3,0,3,0,0,0,0,0,0,6,0,6,3,0,3,63,44,103
5113611,0,0,0,0,0,0,0,0,3,3,5,9,4,9,8,3,3,3,11,3,18,9,7,14,14,3,16,10,3,14,9,0,15,8,0,13,9,0,11,4,0,4,3,0,3,3,0,3,3,0,3,12,0,15,3,3,4,115,41,158
5113612,0,0,0,0,0,0,0,0,0,0,0,3,3,6,5,4,0,6,4,0,4,6,3,7,6,5,6,8,5,6,11,0,11,9,5,11,17,0,17,5,0,5,4,0,8,6,0,6,3,0,3,11,0,11,0,0,0,102,24,126
5113613,0,3,5,0,0,3,0,3,4,0,10,14,6,58,66,10,20,31,30,15,51,19,21,37,18,11,33,11,4,19,14,6,20,11,6,19,23,3,30,14,3,17,3,0,4,3,3,8,3,0,3,23,3,20,3,9,13,201,191,395
5113614,6,3,9,0,0,0,3,7,9,0,6,5,4,13,14,4,0,8,18,6,26,16,7,20,24,8,30,25,7,28,17,0,17,13,3,12,21,3,25,10,0,11,3,0,3,3,0,5,3,0,3,10,10,23,0,4,4,175,79,251
5113615,0,0,0,0,0,0,5,6,10,0,8,8,3,15,14,7,3,13,12,8,21,16,8,21,12,11,28,22,3,25,16,8,22,15,3,15,22,3,20,14,0,13,4,0,4,3,0,3,4,0,4,18,3,14,0,3,4,168,80,250
5113616,5,3,4,0,0,0,3,4,9,0,0,3,0,5,8,0,0,0,16,3,15,10,4,13,10,6,25,10,0,12,8,3,7,7,3,11,16,0,17,8,0,13,3,0,3,3,3,3,0,0,0,10,3,12,0,3,0,113,46,163
5113617,0,0,4,0,0,0,3,6,7,0,10,7,6,14,22,0,3,8,4,0,4,3,5,10,14,4,18,7,3,11,8,3,11,11,0,11,11,3,14,12,0,12,4,0,4,0,0,0,3,0,3,10,0,7,0,3,4,89,66,155
5113618,3,0,3,0,0,0,3,3,3,0,0,0,7,7,9,5,3,8,6,3,10,4,6,12,17,3,26,14,0,18,14,0,11,14,0,14,21,0,22,14,0,14,3,0,3,0,0,0,0,0,3,9,0,9,5,0,7,152,29,180
5113619,0,3,4,0,0,0,0,7,6,0,13,14,3,16,18,3,14,16,14,6,13,7,6,9,3,5,14,8,3,12,0,0,3,3,3,3,9,3,13,4,0,0,4,0,4,3,5,3,13,0,13,23,0,18,0,10,11,92,97,191
5113620,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4,3,0,3,8,0,8,8,0,10,6,3,10,11,3,7,10,3,13,5,3,7,18,0,18,8,0,14,3,0,3,5,0,5,3,0,3,13,0,16,0,0,3,108,19,131
5113621,3,0,3,0,0,0,0,3,5,0,0,0,4,0,4,3,3,6,6,3,7,3,7,7,8,6,15,22,3,24,22,0,24,24,0,19,40,4,41,24,0,24,11,0,15,9,3,13,11,5,12,30,0,31,5,0,3,220,44,267
5113622,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,3,4,3,0,7,7,0,8,0,0,0,0,0,0,7,0,10,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,35,11,45
5113623,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,0,3,0,0,0,4,3,5,3,0,3,0,0,0,10,0,14,9,0,9,3,0,3,3,0,4,9,0,9,9,0,12,0,0,0,61,9,71
5113624,3,0,4,0,0,0,0,7,7,0,11,17,0,12,12,0,8,9,4,3,8,9,3,8,7,3,12,3,3,5,7,0,9,9,0,9,14,0,11,12,0,12,4,0,4,10,0,9,11,0,11,11,0,11,0,5,7,104,56,169
5113625,0,5,7,0,6,6,0,15,15,4,17,16,4,28,36,5,16,22,25,15,40,25,17,41,22,8,28,10,0,19,10,0,11,9,0,8,4,0,4,4,0,4,0,0,0,3,0,3,0,8,8,11,0,14,5,4,8,143,128,276
5113626,0,0,4,0,0,0,0,0,0,0,5,5,0,4,4,3,3,3,4,0,7,3,0,5,7,4,10,4,3,5,5,3,11,3,0,3,10,0,9,11,0,11,7,0,7,3,0,3,11,0,11,11,0,11,0,0,0,89,25,114
5113627,4,0,4,0,0,0,3,0,0,0,0,3,3,4,10,0,0,0,0,3,3,3,3,4,8,0,6,3,4,12,10,3,10,4,3,7,7,0,3,6,0,6,8,0,8,3,0,4,3,3,5,8,3,7,3,0,3,76,26,98
5113628,0,3,4,0,0,0,0,6,3,0,0,0,3,23,22,0,3,3,17,8,21,10,3,11,16,0,16,16,7,23,12,3,20,12,4,15,22,3,29,19,0,16,10,0,14,8,0,8,9,0,9,24,0,24,7,19,24,176,82,264
5113629,0,0,3,0,0,0,3,3,5,0,0,0,3,3,3,10,0,13,5,5,8,16,0,13,19,3,20,11,3,12,16,3,14,14,0,14,31,0,29,18,0,24,9,0,8,10,0,10,6,0,10,13,3,22,0,0,0,187,35,219
5113701,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,3,0,3,3,0,4,3,0,8,0,3,0,11,3,8,3,0,3,12,0,12,13,0,13,9,0,9,5,0,5,12,0,12,9,0,9,0,0,0,80,15,89
5113702,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,7,4,9,3,0,3,9,3,12,8,3,12,4,4,12,8,0,9,3,0,3,23,3,28,7,0,7,12,0,12,3,0,3,12,0,12,9,0,9,3,0,7,110,29,137
5113703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,4,3,10,13,3,19,9,0,9,3,3,7,10,0,10,14,0,14,7,0,7,8,0,8,5,0,5,6,0,6,17,0,20,0,0,0,109,13,121
5113704,0,3,3,0,3,3,6,3,7,3,9,9,9,16,24,4,12,16,12,7,24,11,12,25,13,16,24,11,3,11,4,5,11,9,0,5,10,3,12,10,0,13,4,0,9,5,0,4,0,0,0,10,3,13,0,0,0,122,92,215
5113705,4,0,7,0,0,0,0,5,5,0,0,3,8,10,16,8,7,8,12,3,14,7,10,13,14,3,13,13,3,18,11,3,13,0,3,6,8,0,8,11,0,11,8,0,8,4,0,4,0,0,0,9,3,12,3,4,6,113,54,165
5113706,0,0,0,0,0,3,0,0,0,3,0,3,7,3,9,3,3,5,11,5,10,15,3,14,10,3,14,15,5,18,9,3,9,12,0,14,14,3,20,10,0,13,3,0,3,6,0,8,6,0,6,7,3,8,3,3,3,130,33,160
5113707,0,0,3,0,0,0,0,3,3,0,3,3,3,3,6,0,0,0,11,4,16,4,3,7,7,5,6,6,0,8,7,4,11,8,0,7,13,0,11,9,0,7,7,0,7,0,0,0,0,0,0,11,0,11,0,3,9,75,43,117
5113708,3,3,5,0,0,0,0,3,3,0,3,3,0,5,9,4,3,10,6,3,12,6,0,4,9,0,4,9,0,18,6,3,10,13,0,17,31,0,26,18,0,22,4,0,4,12,0,12,13,0,13,16,0,16,3,0,3,159,31,187
5113709,4,10,14,0,0,0,0,4,3,0,3,4,7,13,23,4,3,7,12,5,22,8,14,21,16,8,23,15,3,19,7,6,11,6,3,7,24,3,26,6,0,6,3,0,3,4,0,4,3,0,3,15,0,15,0,0,0,149,76,223
5113710,0,0,0,0,0,0,0,0,0,0,3,3,0,3,6,3,0,3,6,0,6,4,0,3,8,3,8,3,0,3,3,0,7,8,0,6,15,0,21,6,0,6,3,0,3,3,0,3,9,0,9,5,0,5,0,0,0,78,18,102
5113711,0,0,0,3,0,3,0,0,0,0,0,0,3,0,4,0,3,3,4,0,6,0,0,0,5,0,5,3,3,4,3,0,3,9,0,10,26,0,21,14,0,14,13,0,13,3,0,3,11,0,11,5,0,10,0,0,0,115,6,122
5113712,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,8,3,3,6,7,0,7,14,0,14,7,0,10,10,0,10,8,0,8,16,0,16,13,0,13,11,0,11,11,0,11,17,0,17,0,0,0,117,4,125
5113713,0,0,0,0,0,0,0,3,3,0,13,13,0,19,23,3,5,13,31,3,33,8,4,12,10,4,18,3,3,7,0,0,0,3,0,3,15,3,17,5,0,5,4,0,4,3,0,3,4,0,4,12,0,15,0,4,7,114,67,182
