SA1_7DIGITCODE_2016,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_inc_lt_rail_M,OneMeth_Tram_inc_lt_rail_F,OneMeth_Tram_inc_lt_rail_P,OneMeth_Taxi_M,OneMeth_Taxi_F,OneMeth_Taxi_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_inc_lt_rl_M,TwoMeth_Trn_Trm_inc_lt_rl_F,TwoMeth_Trn_Trm_inc_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_inc_lt_rl_M,TwoMeth_Bus_Trm_inc_lt_rl_F,TwoMeth_Bus_Trm_inc_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
5113205,12,4,18,0,0,3,0,0,0,0,0,0,0,0,0,138,80,215,14,9,22,3,0,3,5,0,5,0,0,0,3,0,6,0,0,0,168,101,269,0,6,9,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,6,12,12,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,13,10,24,0,0,0,191,122,313
5113206,5,17,24,0,5,6,0,0,0,0,0,0,0,0,0,108,74,188,11,10,17,5,0,5,0,0,0,4,0,4,4,0,4,0,0,0,133,105,237,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,3,0,0,0,0,0,0,0,3,3,0,3,3,18,14,35,7,6,8,159,130,288
5113207,3,0,5,5,4,8,0,0,0,0,0,0,0,0,0,43,30,77,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,43,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,12,19,0,0,0,63,58,118
5113208,9,3,10,0,0,0,0,0,0,0,0,0,0,0,0,50,16,70,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,29,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,13,0,0,0,63,39,101
5113209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5113210,0,6,7,0,0,4,0,0,0,0,0,0,0,0,0,46,25,69,9,4,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,60,41,94,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,13,0,0,0,68,44,113
5113211,3,4,10,3,3,5,0,0,0,0,0,0,4,0,4,96,64,159,9,9,16,6,0,6,0,0,0,3,0,3,4,0,5,0,4,4,123,83,203,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,11,20,0,0,3,139,99,237
5113212,4,3,10,0,0,3,0,0,0,0,0,0,0,0,0,84,52,131,0,3,6,3,0,0,0,0,0,0,0,0,4,0,4,0,0,4,96,63,159,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,5,8,0,0,3,0,0,0,0,0,0,0,0,3,0,3,3,4,3,14,0,0,0,109,74,183
5113213,10,6,17,3,4,5,0,0,0,0,0,0,0,0,0,122,78,195,10,7,16,4,0,4,0,0,0,0,0,0,0,0,0,3,4,6,147,101,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,7,11,14,15,20,0,0,0,169,123,288
5113214,3,4,11,3,3,8,0,0,0,0,0,0,0,0,0,91,48,140,3,12,13,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,112,67,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,15,6,22,0,0,0,131,84,209
5113215,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,57,31,83,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,33,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,12,0,0,3,72,43,117
5113216,0,0,0,3,6,11,0,0,0,0,0,0,0,0,0,72,51,124,3,3,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,78,63,145,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,7,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,8,17,0,0,0,93,81,170
5113217,7,5,12,3,3,7,0,0,0,0,0,0,0,0,0,100,81,178,8,3,9,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,127,93,216,9,3,9,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,5,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,6,14,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,9,12,19,0,0,0,149,111,259
5113218,3,3,3,3,3,7,0,0,0,0,0,0,0,0,0,93,49,144,3,10,15,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,106,65,175,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,3,3,0,0,0,0,0,0,0,3,3,3,3,5,8,9,23,0,0,0,127,90,210
5113219,5,7,11,5,0,9,0,0,0,0,0,0,0,0,0,82,65,149,4,3,7,0,0,0,3,0,3,0,0,3,3,0,6,0,0,0,110,72,179,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,4,10,7,15,18,30,3,0,3,130,104,231
5113220,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,40,31,69,3,0,7,8,0,8,0,0,0,0,0,0,4,0,4,5,0,11,55,39,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,19,3,8,7,10,0,10,83,58,136
5113221,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,62,48,107,9,0,6,3,0,3,0,0,0,0,0,0,3,0,5,0,0,3,80,54,130,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,4,11,12,0,0,3,83,78,159
5113222,5,8,12,0,0,0,0,0,0,0,0,0,0,0,0,69,51,124,12,11,24,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,100,76,173,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,6,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,3,12,0,0,0,113,84,203
5113223,11,15,28,0,4,4,0,0,0,0,0,0,0,0,0,64,45,114,7,13,20,4,0,4,0,0,0,0,0,3,0,0,0,0,0,0,94,81,174,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,8,12,0,0,0,105,89,197
5113224,0,12,13,3,3,8,0,0,0,0,0,0,0,0,0,97,84,178,8,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,117,99,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,4,0,0,0,0,0,0,3,0,4,0,3,3,19,17,35,3,0,3,142,128,267
5113225,3,3,5,0,3,3,0,0,0,0,0,0,0,0,0,66,48,118,8,3,13,0,0,0,0,0,0,0,0,0,3,3,4,3,0,3,87,63,149,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,4,11,0,0,0,96,71,171
5113226,3,0,3,11,6,15,0,0,0,0,0,0,0,0,0,93,63,159,6,12,10,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,114,85,199,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,6,5,6,0,0,3,0,0,0,0,0,0,0,0,3,0,3,5,6,15,26,0,0,0,135,107,241
5113227,3,0,3,3,3,5,0,0,0,0,0,0,0,0,0,31,24,51,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,26,65,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,3,0,4,39,43,80
5113228,5,3,3,0,3,3,0,0,0,0,0,0,0,0,0,58,29,87,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,32,97,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,3,77,44,119
5113229,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,60,53,113,5,3,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,66,60,131,0,3,8,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,6,6,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,10,0,0,0,83,79,157
5113231,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,70,41,111,9,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,56,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,10,0,0,3,88,65,152
5113232,6,11,19,0,0,0,0,0,0,0,0,0,3,0,3,93,53,150,0,7,7,4,0,3,0,0,0,0,0,0,4,0,4,0,0,0,109,78,191,3,0,8,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,3,3,3,0,0,0,0,0,0,3,3,3,0,3,3,13,18,32,0,0,0,135,98,235
5113234,4,7,9,0,3,6,0,0,0,0,0,0,0,0,0,107,53,152,7,7,12,0,0,0,0,0,3,0,0,0,3,0,3,3,0,7,123,67,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,15,28,3,4,9,147,88,232
5113235,8,9,18,0,0,0,0,0,0,0,0,0,0,0,0,62,38,101,3,4,11,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,81,50,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,85,61,142
5113236,9,18,27,0,0,3,0,0,0,0,0,0,0,0,0,88,64,154,10,7,17,3,0,3,0,0,0,3,0,3,3,0,3,0,0,0,124,94,216,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,4,0,6,0,0,0,0,0,0,4,0,6,3,7,14,15,10,26,0,0,3,145,119,267
5113237,4,3,7,3,0,4,0,0,0,0,0,0,0,0,0,56,36,85,3,6,13,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,67,44,113,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,4,9,0,0,0,79,56,133
5113238,0,0,3,0,4,4,0,0,0,0,0,0,0,0,0,81,64,145,4,3,8,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,99,73,170,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,3,3,0,0,0,0,0,0,0,3,3,5,0,8,6,17,23,4,3,9,114,102,219
5113239,4,3,4,3,0,3,0,0,0,0,0,0,0,0,0,61,50,111,7,3,6,4,0,4,0,0,0,0,0,0,0,0,3,0,0,0,75,63,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,0,0,0,82,68,152
5113240,9,11,21,0,0,0,0,0,0,0,0,0,0,0,0,100,55,159,8,5,14,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,122,83,206,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,10,19,0,0,0,144,107,242
5113241,15,19,34,0,0,0,0,0,0,0,0,0,0,0,0,71,38,107,7,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,62,155,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11,0,0,0,106,71,174
5113242,3,6,8,0,3,3,0,0,0,0,0,0,0,0,0,85,54,140,3,9,10,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,91,69,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,6,0,3,3,0,0,0,0,0,0,0,3,3,0,6,8,3,9,11,6,0,4,100,96,190
5113243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,18,59,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,18,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,48,25,75
5113244,0,6,6,3,0,3,0,0,0,0,0,0,0,0,0,45,26,67,4,3,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,57,38,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,3,4,6,66,44,111
5113245,0,0,4,3,3,7,0,0,0,0,0,0,0,0,0,98,46,150,3,9,13,0,0,0,0,0,0,0,0,0,3,0,5,0,3,3,117,58,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,6,0,0,0,3,3,7,0,3,3,0,0,0,0,0,0,0,3,3,0,4,0,3,5,13,0,0,0,129,78,203
5113246,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,39,32,72,7,0,12,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,55,35,90,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,4,68,45,112
5113247,4,0,7,3,0,4,0,0,0,0,0,0,0,0,0,71,48,120,4,8,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,89,67,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,13,18,0,0,4,95,82,182
5113301,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,66,59,129,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,76,72,143,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,13,0,0,4,91,82,168
5113303,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,66,56,117,7,9,11,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,73,60,134,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,9,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,8,16,0,0,0,95,80,178
5113305,3,0,7,3,0,4,0,0,0,0,0,0,0,0,0,147,112,259,5,8,17,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,161,130,296,9,7,16,0,0,0,0,0,0,4,4,10,0,0,0,0,0,0,10,8,23,0,0,0,0,0,0,0,3,3,0,3,4,0,0,0,3,3,5,0,0,0,13,14,28,0,0,5,0,0,0,0,0,0,0,7,4,3,4,11,7,21,31,0,0,3,189,178,369
5113306,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,70,56,129,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,82,60,141,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,5,10,13,0,3,0,91,91,176
5113307,3,0,4,0,3,3,0,0,0,0,0,0,0,0,0,71,72,142,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,75,84,160,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,13,5,22,0,0,0,102,94,193
5113309,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,77,66,140,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,69,151,3,0,3,0,0,0,0,0,0,8,3,9,0,0,0,0,0,0,7,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,14,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,3,8,9,0,0,0,102,82,186
5113310,3,3,7,0,7,6,0,0,0,0,0,0,0,0,0,112,89,200,9,6,14,3,0,3,0,0,0,3,0,3,0,0,3,6,3,12,134,105,242,3,3,7,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,15,16,29,0,0,0,156,134,293
5113311,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,86,65,152,3,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,75,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,3,0,0,0,0,0,0,0,0,3,0,10,10,11,9,16,0,0,0,107,91,201
5113312,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,83,69,149,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,94,79,169,8,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,10,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,13,15,28,0,0,0,119,107,220
5113313,0,9,6,3,0,3,0,0,0,0,0,0,0,0,0,111,90,204,3,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,107,228,3,5,6,0,0,0,0,0,0,5,3,10,0,0,0,0,0,0,5,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,11,13,3,0,3,0,0,0,0,0,0,3,0,3,6,7,12,3,19,25,3,0,3,142,142,285
5113316,7,0,6,0,3,5,0,0,0,0,0,0,0,0,0,120,82,208,8,11,19,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,141,97,244,4,6,12,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,11,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,19,0,4,4,0,0,0,0,0,0,0,7,8,4,0,8,13,18,25,0,0,3,166,131,300
5113317,3,0,8,3,0,4,0,0,0,0,0,0,0,0,3,110,103,210,14,10,27,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,143,123,262,6,4,8,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,11,8,17,0,0,3,0,0,0,0,0,0,0,0,0,6,6,10,17,15,37,0,3,4,177,156,336
5113322,6,6,12,5,3,4,0,0,0,0,0,0,0,0,0,92,82,175,3,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,104,211,5,4,5,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,6,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,13,0,0,3,0,0,0,0,0,0,0,0,3,0,4,3,12,12,21,0,0,0,127,123,249
5113323,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,92,67,157,3,4,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,110,76,186,8,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,12,21,0,0,0,123,93,217
