SA1_7DIGITCODE_2016,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_inc_lt_rail_M,OneMeth_Tram_inc_lt_rail_F,OneMeth_Tram_inc_lt_rail_P,OneMeth_Taxi_M,OneMeth_Taxi_F,OneMeth_Taxi_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_inc_lt_rl_M,TwoMeth_Trn_Trm_inc_lt_rl_F,TwoMeth_Trn_Trm_inc_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_inc_lt_rl_M,TwoMeth_Bus_Trm_inc_lt_rl_F,TwoMeth_Bus_Trm_inc_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
5101518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,57,118,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,59,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,6,12,0,0,3,77,72,147
5101519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5101520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,49,90,9,10,14,0,0,0,0,0,0,0,0,0,0,0,0,7,9,13,52,68,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,9,8,11,0,0,0,63,78,138
5101521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,75,143,10,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,89,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,9,19,3,0,5,92,99,189
5101601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,43,88,4,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,53,42,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,21,0,0,3,62,57,121
5101602,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,67,53,122,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,74,61,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,22,16,35,0,0,3,96,86,181
5101603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,23,54,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,40,24,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,5,12,0,0,0,54,30,82
5101604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,26,75,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,52,24,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,24,0,0,0,67,39,107
5101605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,18,51,6,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,44,20,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,13,12,0,0,0,48,35,81
5101606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,30,56,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,28,36,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,14,0,0,0,40,42,85
5101607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,73,140,5,3,7,0,0,0,0,0,0,0,0,0,4,0,4,3,3,4,78,79,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,29,6,0,4,108,91,197
5101608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,82,186,8,4,14,4,0,5,0,0,0,0,0,0,4,0,4,14,5,15,138,95,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,27,22,51,23,19,40,3,3,9,195,136,333
5101609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,39,75,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,39,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,13,8,11,13,0,0,3,58,59,114
5101610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5101611,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,58,76,137,5,3,12,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,75,87,162,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,16,19,33,3,0,3,94,108,203
5101612,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,14,28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,25,17,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,8,0,0,0,22,21,51
5101701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,42,87,0,3,3,5,0,5,0,0,0,0,0,0,3,0,3,8,5,14,68,53,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,19,18,38,13,10,18,0,0,0,98,80,176
5101702,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,56,39,95,4,9,9,3,0,3,0,0,0,0,0,0,0,0,0,7,16,16,66,59,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,6,14,24,4,0,4,79,80,160
5101703,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,86,69,156,3,6,13,0,0,0,0,0,0,0,0,0,4,3,8,4,5,4,98,87,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,15,45,15,19,36,0,0,3,147,119,268
5101704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,29,72,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,12,8,23,68,38,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,37,88,3,20,24,0,0,4,126,94,217
5101705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,32,78,3,9,7,3,0,3,0,0,0,0,0,0,3,4,3,3,6,15,67,48,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,31,9,13,22,0,0,0,92,76,165
5101706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,34,87,5,0,6,0,0,0,0,0,0,0,0,0,0,3,4,3,4,5,56,45,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,9,15,0,0,4,63,57,122
5101707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,35,71,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,40,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,29,3,4,10,0,3,3,63,59,121
5101708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,25,61,3,3,3,8,0,8,0,0,0,0,0,0,5,0,5,3,0,6,54,34,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,29,4,8,10,0,0,0,72,56,129
5101709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,46,79,3,3,10,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,48,55,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,18,0,0,3,51,63,121
5101710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,67,117,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,70,74,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12,5,15,20,0,0,0,81,91,168
5101711,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,47,42,88,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,48,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,22,6,6,15,3,0,3,73,62,140
5101712,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,31,22,49,4,4,13,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,40,32,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,6,8,9,0,0,0,53,45,95
5101713,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,25,23,48,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,5,32,33,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,19,0,0,0,41,43,87
5101714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,38,72,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,43,45,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,7,8,22,0,0,3,53,65,114
5101715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,59,3,3,3,4,0,4,0,0,0,0,0,0,0,0,0,0,3,3,37,35,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,11,12,20,0,0,3,53,52,107
5101716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,40,79,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,42,45,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,12,14,3,0,4,54,55,109
5101717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,43,93,3,3,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,53,50,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,9,18,0,0,0,61,64,118
5101718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,30,28,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,7,8,12,0,0,0,35,43,77
5101719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,38,73,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,42,40,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,27,4,6,10,0,0,3,66,62,125
5101801,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,35,35,71,5,0,5,0,0,0,0,0,0,0,0,0,3,0,6,0,0,3,41,44,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,11,4,17,0,0,0,55,53,107
5101802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,44,94,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,59,49,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,24,14,9,28,0,0,0,85,69,160
5101803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,30,62,0,4,4,0,0,0,0,0,0,0,0,0,3,0,6,0,3,4,43,36,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,18,0,0,0,51,45,100
5101804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,30,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,29,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,0,0,3,35,31,67
5101805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,60,139,5,5,10,3,0,3,0,0,0,0,0,0,0,0,0,3,6,6,86,71,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,9,8,11,0,3,3,97,84,183
5101806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,85,178,5,4,6,7,0,7,0,0,0,0,0,0,5,0,3,0,0,0,103,97,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,20,14,21,32,0,0,0,127,127,248
5101807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,34,81,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,3,54,42,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,31,7,10,14,0,0,0,72,59,138
5101808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,54,96,3,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,57,54,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,21,5,8,12,0,0,4,80,67,148
5101809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,31,70,0,0,6,3,0,3,0,0,0,0,0,0,4,0,6,7,6,13,49,39,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,34,8,6,12,0,0,0,78,60,136
5101810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,29,53,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,11,15,37,43,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,3,10,18,0,0,3,47,53,103
5101811,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,40,47,86,0,3,6,0,0,0,0,0,0,0,0,0,0,0,3,3,4,11,48,59,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,38,15,10,25,3,0,3,91,88,180
5101812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,45,100,10,3,13,4,0,4,3,0,3,0,0,0,4,0,4,15,10,29,89,62,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,14,33,9,13,28,0,0,0,127,95,218
5101813,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,58,62,120,5,8,13,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,73,72,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,17,15,29,0,0,0,92,92,180
5101814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,65,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,37,39,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,0,13,0,0,0,48,49,99
5101815,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,70,56,122,3,12,13,0,0,0,0,0,0,0,0,0,4,0,3,9,3,13,97,67,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,10,9,20,11,11,21,0,0,3,113,89,204
5101816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,43,89,3,4,8,4,0,4,0,0,0,0,0,0,0,0,0,3,8,9,57,56,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6,10,16,24,0,0,0,77,72,146
5101901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,70,162,13,3,18,0,0,0,0,0,0,3,0,3,0,0,0,4,4,9,116,80,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,20,0,0,0,126,92,226
5101902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,43,90,7,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,58,44,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,5,0,0,0,61,53,112
5101903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,46,108,3,3,6,3,0,3,0,0,0,0,0,0,0,0,0,3,3,10,77,56,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,4,4,9,0,0,0,78,69,152
5101904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,61,114,6,3,9,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,68,61,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,13,17,0,0,0,78,81,156
