SA1_7DIGITCODE_2016,P_Yr_8_bel_15_19_yr,P_Yr_8_bel_20_24_yr,P_Yr_8_bel_25_34_yr,P_Yr_8_bel_35_44_yr,P_Yr_8_bel_45_54_yr,P_Yr_8_bel_55_64_yr,P_Yr_8_bel_65_74_yr,P_Yr_8_bel_75_84_yr,P_Yr_8_bel_85_yr,P_Yr_8_bel_Tot,P_Did_not_go_to_school_15_19,P_Did_not_go_to_school_20_24,P_Did_not_go_to_school_25_34,P_Did_not_go_to_school_35_44,P_Did_not_go_to_school_45_54,P_Did_not_go_to_school_55_64,P_Did_not_go_to_school_65_74,P_Did_not_go_to_school_75_84,P_Did_not_go_to_school_85,P_Did_not_go_to_school_Tot,P_High_yr_sch_ns_15_19_yr,P_High_yr_sch_ns_20_24_yr,P_High_yr_sch_ns_25_34_yr,P_High_yr_sch_ns_35_44_yr,P_High_yr_sch_ns_45_54_yr,P_High_yr_sch_ns_55_64_yr,P_High_yr_sch_ns_65_74_yr,P_High_yr_sch_ns_75_84_yr,P_High_yr_sch_ns_85_yr,P_High_yr_sch_ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
5106212,0,0,3,3,0,0,6,3,0,19,0,0,0,0,0,3,0,0,0,3,3,3,4,7,8,6,4,3,0,35,24,36,60,57,60,34,34,14,0,314
5106213,0,0,0,0,0,4,8,5,0,17,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,3,0,17,9,23,49,53,36,27,39,12,3,248
5106214,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,4,6,3,3,0,4,21,12,27,32,37,40,32,18,3,5,204
5106215,0,0,0,0,0,10,14,4,0,30,0,0,0,0,0,0,0,0,0,0,9,10,5,15,5,9,14,7,0,73,27,37,88,86,69,77,61,23,3,462
5106216,0,0,5,0,0,9,5,4,0,20,0,0,0,0,0,0,0,0,0,4,4,3,3,5,6,4,4,0,0,30,21,69,63,73,104,85,46,23,5,475
5106217,0,0,4,3,4,0,6,4,3,21,0,0,0,0,3,3,0,0,0,6,4,5,9,5,7,9,3,0,0,46,26,46,111,72,113,94,40,22,8,527
5106218,0,0,0,0,3,6,6,7,3,28,0,0,0,0,0,0,0,0,0,3,0,0,7,8,3,3,5,6,4,39,11,24,64,53,55,55,49,31,5,351
5106219,0,0,3,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,6,21,23,42,21,31,22,8,0,171
5106220,0,3,0,0,0,3,9,3,3,28,0,0,0,0,0,0,0,0,0,3,4,7,3,8,7,7,4,0,0,45,21,38,72,56,79,81,59,17,12,429
5106301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
5106401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5106501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,7,4,7,0,0,0,29,3,0,10,17,10,11,0,0,0,51
5106502,0,0,0,0,0,5,0,5,7,19,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,0,0,4,0,24,14,22,60,47,30,50,33,23,6,296
5106503,0,0,0,0,3,4,4,6,3,27,0,0,0,0,0,0,0,5,0,4,0,0,0,3,3,4,6,11,0,27,7,17,30,20,50,47,55,28,8,268
5106504,0,0,0,0,0,3,4,4,3,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,14,11,14,14,20,52,38,37,12,9,207
5106505,0,0,0,0,0,0,3,6,4,20,0,0,0,0,0,3,0,0,0,7,4,3,0,0,6,9,9,8,3,38,19,30,64,48,83,101,59,31,8,440
5106506,0,0,0,0,0,0,3,8,7,18,0,0,0,0,0,0,0,3,0,10,3,0,0,3,0,0,9,6,3,17,13,14,21,29,51,44,44,23,14,256
5106507,0,0,0,0,0,3,5,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,0,14,11,18,31,43,50,40,36,29,6,259
5106508,0,0,0,3,0,3,3,9,0,16,0,0,0,0,0,0,0,0,0,3,0,0,3,10,6,4,3,4,0,30,38,52,80,86,117,67,45,42,8,536
5106509,0,0,0,0,0,7,3,4,0,19,0,0,0,0,0,0,0,0,0,0,0,9,4,12,11,18,11,7,6,78,9,23,62,68,84,84,43,24,8,408
5106510,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,10,9,8,8,15,10,3,3,3,61
5106511,0,0,0,0,3,5,8,3,0,14,0,0,0,3,3,3,0,0,0,8,0,3,7,3,0,0,6,0,0,22,13,36,72,51,48,42,28,7,0,298
5106512,0,0,3,3,7,0,7,0,0,26,0,0,0,0,0,0,0,0,0,0,5,9,3,0,8,4,3,3,0,30,14,44,76,68,76,57,39,9,4,392
5106513,0,0,0,0,0,3,6,16,0,22,0,0,0,0,0,0,0,0,0,4,3,0,5,4,5,3,11,7,3,44,16,45,101,75,72,77,66,39,8,496
5106514,0,0,0,0,0,0,9,4,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,30,38,33,27,24,27,10,0,211
5106601,0,0,0,0,3,0,7,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,9,13,12,5,3,0,0,47,10,33,67,63,54,35,18,16,3,297
5106602,0,0,0,0,0,4,0,7,7,14,0,0,0,0,0,0,0,0,0,3,0,0,6,7,3,0,9,3,5,26,9,28,59,48,28,28,23,14,6,250
5106603,0,0,0,3,3,12,10,3,7,42,0,0,0,0,0,0,0,4,0,6,3,3,8,6,14,13,12,25,48,125,16,48,80,70,69,62,66,50,65,521
5106604,0,0,0,3,0,3,3,14,12,34,0,0,0,0,0,0,6,0,0,9,0,0,9,4,4,4,6,3,0,30,13,47,99,75,54,46,38,28,14,424
5106605,0,0,4,0,4,3,4,3,3,17,0,0,0,0,0,0,0,0,0,3,3,6,16,3,12,11,13,46,61,170,9,41,112,83,56,60,52,63,66,538
5106606,0,0,0,0,3,3,0,7,3,28,0,0,0,0,0,0,0,0,0,0,3,4,9,3,10,8,8,9,3,57,26,43,79,56,50,49,32,29,12,372
5106607,0,0,0,0,0,4,0,4,6,27,0,0,0,0,0,0,0,0,0,4,0,0,11,3,9,3,10,3,0,42,20,43,71,61,65,51,43,24,18,401
5106608,0,0,5,3,0,11,4,4,10,37,0,0,0,3,0,0,3,3,3,14,8,21,24,17,17,7,11,3,3,105,29,98,197,123,111,79,55,22,18,745
5106609,0,0,0,0,0,0,12,10,12,41,0,0,0,0,0,0,0,0,3,3,6,16,20,27,23,7,9,5,7,124,24,92,145,107,97,64,49,47,40,663
5106610,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,13,11,10,16,65,4,4,11,20,45,27,31,19,29,184
5106611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,3,10,5,0,0,0,24,11,9,29,34,51,38,19,3,3,194
5106615,0,0,0,0,0,3,0,5,7,16,0,0,0,0,0,0,0,0,0,0,3,0,12,21,24,28,28,19,10,142,17,25,64,115,127,99,76,45,21,590
5106616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,6,5,4,4,6,0,33,3,20,35,25,38,49,30,20,0,211
5106617,0,0,0,0,0,0,3,0,3,7,0,0,0,0,0,0,0,0,0,0,6,10,22,12,17,12,31,61,56,228,17,29,73,46,38,34,52,70,68,422
5106618,0,0,0,0,0,3,0,3,3,9,0,0,0,0,0,0,0,0,0,5,4,4,9,11,3,7,7,3,0,50,11,28,44,36,16,40,12,7,6,199
5106619,0,0,0,0,3,4,4,7,3,24,0,0,0,0,0,3,0,0,0,5,0,3,4,5,11,8,3,0,3,37,8,26,40,56,80,72,38,24,15,360
5106620,0,0,0,0,5,4,6,4,3,20,0,0,0,0,0,0,0,3,0,3,7,0,9,6,9,11,4,3,0,41,22,28,81,67,64,64,31,11,5,369
5106621,0,0,0,0,0,3,8,5,3,15,0,0,0,0,0,0,0,0,0,0,0,4,5,4,6,6,4,4,0,39,15,43,69,100,101,87,76,27,3,531
5106622,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3,3,8,4,10,3,0,33,10,24,56,54,61,49,41,21,13,323
5106623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5106624,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,8,3,0,0,32,8,22,30,29,45,40,23,10,7,207
5106625,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,8,3,0,3,29,7,18,39,36,48,50,17,6,4,219
5106626,0,0,3,0,3,0,5,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,49,41,41,35,16,13,0,222
5106627,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,3,4,0,0,3,0,7,0,0,23,12,28,34,43,46,50,27,3,3,258
5106628,0,0,0,0,0,0,7,6,5,20,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,8,0,3,3,19,11,17,36,47,27,42,27,23,8,241
5106701,0,0,0,0,3,0,3,4,0,17,0,0,0,0,0,3,5,0,0,8,0,3,14,3,7,4,8,9,0,47,9,44,114,69,83,54,42,20,3,434
5106702,0,0,0,0,0,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,3,4,6,3,9,8,5,0,0,34,13,30,45,40,53,24,26,6,9,248
5106703,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,3,0,0,0,0,0,3,3,3,0,0,3,6,0,18,16,26,49,53,36,23,13,8,3,225
5106704,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,9,19,46,50,50,88,52,25,12,0,343
5106705,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,7,0,0,19,18,27,34,41,86,28,28,13,0,285
5106706,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,15,35,56,29,14,12,3,187
5106707,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,10,16,32,27,35,16,11,0,0,145
5106708,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,15,24,29,64,81,46,21,9,0,276
5106709,0,0,0,4,0,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,3,0,19,22,41,65,72,64,49,26,12,3,358
5106710,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,13,21,40,97,75,76,58,26,10,0,405
5106711,0,0,0,0,0,0,0,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,10,6,17,47,63,43,31,23,16,6,253
5106712,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,16,12,24,66,49,37,39,12,5,0,240
5106713,0,0,0,0,0,5,3,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,4,3,3,0,15,7,29,65,53,45,38,17,9,0,263
5106714,0,0,0,5,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,4,4,5,4,7,0,0,0,0,19,10,29,39,41,43,29,12,11,0,213
5106715,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,3,4,7,6,4,3,4,4,0,39,16,37,72,68,38,37,24,13,3,306
5106716,0,0,0,0,3,0,10,5,3,24,0,0,0,0,0,0,0,0,0,0,3,0,3,3,6,0,3,0,0,20,28,34,49,63,98,64,40,15,3,385
5106717,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,9,18,15,36,36,19,30,7,3,167
5106718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5106719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5106720,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,15,7,18,25,39,23,20,23,5,3,161
5106801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,11,6,11,11,27,37,51,18,9,0,181
5106802,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,4,0,19,18,20,9,34,54,38,28,13,0,209
5106803,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,16,3,10,29,40,36,51,28,13,0,206
5106804,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,5,4,3,8,0,0,22,16,24,43,62,106,86,48,17,3,404
5106807,0,0,0,0,3,7,3,6,0,19,0,0,0,0,0,0,0,3,0,3,0,3,0,0,4,5,3,7,4,24,18,35,40,50,92,78,57,26,12,420
5106808,0,0,0,0,0,0,3,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,13,19,15,17,59,49,37,13,3,222
5106809,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,4,3,0,3,7,12,7,9,0,0,46,36,46,47,114,142,118,84,19,11,614
5106810,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,9,7,9,0,0,31,13,26,102,72,68,46,54,4,0,385
5106811,0,0,0,0,0,3,13,6,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,10,11,15,23,44,54,73,66,25,4,316
5106812,0,0,0,0,0,0,0,6,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,16,8,15,10,28,42,51,28,16,5,201
5106813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,8,15,25,29,47,104,82,50,13,4,367
5106814,0,0,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,14,10,14,29,21,82,84,65,18,8,330
5106815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,13,12,16,25,60,87,38,24,4,3,269
5106816,0,0,3,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,4,18,30,12,14,11,3,0,0,96,26,179,402,206,108,61,19,4,0,1005
5106817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,8,16,4,0,0,41
5106818,0,0,3,3,0,0,0,4,0,14,0,0,3,0,0,0,0,0,0,7,0,3,24,10,7,7,3,0,0,46,23,96,332,176,80,55,27,9,0,795
5106819,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,28,19,60,103,118,56,28,8,0,423
5106820,0,0,0,0,0,0,3,4,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,10,10,0,4,0,0,30,29,50,160,232,144,69,36,20,0,740
5106901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5107001,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,15,7,6,45,36,25,26,19,11,0,179
5107002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,3,3,0,7,0,24,10,38,72,61,67,57,25,9,4,344
5107003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,4,0,0,0,0,16,13,24,45,40,43,40,12,4,0,215
5107004,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,3,0,0,13,7,33,66,64,49,44,32,15,3,314
5107005,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,10,3,4,0,23,6,17,91,58,71,47,25,14,6,343
5107006,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,0,3,3,0,28,3,24,82,74,27,57,32,7,3,312
5107007,0,0,0,0,0,0,0,3,0,8,0,0,0,0,3,0,0,0,0,4,0,0,3,0,3,0,0,0,0,10,15,37,76,64,63,74,42,22,11,394
5107008,0,0,0,0,0,0,3,3,4,12,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,3,0,0,4,28,13,36,164,122,76,53,60,20,23,569
5107009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,6,7,0,3,0,0,25,10,15,82,42,55,25,31,13,4,294
5107010,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,3,0,14,5,22,65,36,30,33,29,11,0,226
5107011,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,9,3,14,61,39,41,37,38,9,0,251
5107012,0,0,0,0,0,0,4,0,4,12,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,3,0,0,20,7,35,65,63,34,48,33,17,8,312
5107013,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,18,48,52,33,35,19,13,3,227
5107014,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,4,0,3,12,3,8,3,0,0,33,29,31,97,97,75,100,34,11,5,470
5107015,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,7,9,3,8,0,3,0,25,12,26,117,92,83,54,25,10,6,429
5107016,0,0,0,0,0,3,4,3,0,12,0,0,0,0,0,0,0,0,0,0,0,9,3,11,5,4,4,5,0,36,14,24,112,80,58,46,48,24,3,416
5107017,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,19,9,17,86,64,45,51,28,17,6,321
5107018,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,11,0,0,0,24,15,37,107,99,57,71,29,11,3,432
5107019,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,3,0,15,9,19,70,33,34,25,20,13,0,230
5107020,0,0,0,3,0,5,3,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,3,4,4,3,7,4,0,24,8,29,80,69,64,54,26,10,3,349
5107021,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,12,20,84,51,45,43,31,13,3,297
5107022,0,0,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,3,7,0,3,0,7,3,3,0,23,14,33,62,45,48,43,32,11,0,286
5107023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5107024,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,14,12,15,58,37,28,27,12,5,0,194
5107101,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,12,15,22,50,49,73,42,20,11,6,298
5107102,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,12,31,34,72,71,27,11,3,0,262
5107103,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,25,16,25,58,61,41,37,9,3,282
5107104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,9,11,24,56,45,48,29,7,3,0,219
5107105,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,3,0,0,18,18,42,75,80,93,59,24,11,7,410
5107106,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,15,21,50,3,11,19,21,24,28,24,16,24,172
5107107,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,16,17,29,61,79,58,24,8,0,304
5107108,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,12,19,29,43,58,41,15,11,0,228
5107109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,8,16,37,45,33,19,13,13,3,175
5107110,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,15,28,34,46,73,73,66,13,13,10,345
5107111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,15,20,44,39,44,34,13,18,3,229
5107112,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,3,3,3,3,3,0,0,0,22,15,30,69,67,60,31,15,8,0,300
5107113,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,8,4,4,4,0,0,0,30,9,47,62,39,62,60,31,13,6,330
5107114,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,9,28,41,56,67,108,35,14,12,0,360
5107115,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,12,10,19,31,39,81,22,22,17,0,233
5107116,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,0,0,0,13,26,41,73,82,117,56,23,10,3,429
5107117,0,0,0,0,0,0,3,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,7,0,18,17,23,54,65,85,39,36,23,5,339
5107118,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,18,0,0,0,3,0,26,19,60,144,100,73,58,29,21,7,519
5107119,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,10,13,27,44,48,65,50,18,13,0,277
5107120,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,26,30,44,65,53,25,4,0,265
5107121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,18,27,43,49,43,15,4,0,216
5107122,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,45,26,60,83,41,17,8,0,296
5107123,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,7,17,29,59,75,95,44,38,12,7,373
5107124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,50,44,95,97,47,31,7,0,382
5107125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5107126,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,16,29,29,26,38,83,53,28,14,9,307
5107127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,35,19,69,71,31,13,3,0,269
5107128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,9,31,26,44,56,54,15,6,3,252
5107129,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,19,37,35,42,70,44,17,11,0,287
5107130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,3,0,0,0,17,10,35,50,42,38,39,15,0,0,229
5107131,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,24,24,27,56,29,9,13,0,187
5107132,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,18,32,24,52,86,41,34,31,4,315
5107133,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,4,3,0,0,0,0,0,18,11,27,45,30,28,12,9,4,3,160
5107134,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,32,37,28,48,98,60,36,3,3,348
5107135,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,42,33,35,45,104,61,24,15,0,364
5107201,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,7,11,27,45,32,35,17,6,3,183
5107202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,15,44,27,20,21,7,0,154
5107203,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,20,27,45,49,29,20,5,5,207
5107204,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,4,0,0,6,0,0,3,4,4,0,21,10,41,75,83,75,74,50,21,4,437
5107205,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,8,16,41,57,59,110,123,51,16,0,472
5107206,0,0,0,0,0,0,3,0,3,7,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,5,3,0,0,18,23,34,39,50,110,101,52,19,7,423
5107207,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,11,10,16,26,64,64,64,62,8,0,317
5107208,0,0,0,0,0,4,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,7,20,42,52,41,48,45,33,5,292
5107209,0,0,0,0,0,0,0,3,6,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,9,7,38,5,13,51,71,44,39,52,46,35,367
5107210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,18,23,32,73,62,36,39,13,3,301
