SA1_7DIGITCODE_2016,P_Yr_8_bel_15_19_yr,P_Yr_8_bel_20_24_yr,P_Yr_8_bel_25_34_yr,P_Yr_8_bel_35_44_yr,P_Yr_8_bel_45_54_yr,P_Yr_8_bel_55_64_yr,P_Yr_8_bel_65_74_yr,P_Yr_8_bel_75_84_yr,P_Yr_8_bel_85_yr,P_Yr_8_bel_Tot,P_Did_not_go_to_school_15_19,P_Did_not_go_to_school_20_24,P_Did_not_go_to_school_25_34,P_Did_not_go_to_school_35_44,P_Did_not_go_to_school_45_54,P_Did_not_go_to_school_55_64,P_Did_not_go_to_school_65_74,P_Did_not_go_to_school_75_84,P_Did_not_go_to_school_85,P_Did_not_go_to_school_Tot,P_High_yr_sch_ns_15_19_yr,P_High_yr_sch_ns_20_24_yr,P_High_yr_sch_ns_25_34_yr,P_High_yr_sch_ns_35_44_yr,P_High_yr_sch_ns_45_54_yr,P_High_yr_sch_ns_55_64_yr,P_High_yr_sch_ns_65_74_yr,P_High_yr_sch_ns_75_84_yr,P_High_yr_sch_ns_85_yr,P_High_yr_sch_ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
5100508,0,0,0,0,0,5,4,7,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,24,7,10,14,43,46,54,39,33,17,265
5100509,0,0,0,0,0,0,3,6,0,16,0,0,0,0,0,0,0,0,0,0,0,4,3,10,6,10,8,9,0,49,20,43,88,102,90,79,69,37,5,535
5100510,0,0,0,0,0,6,3,0,0,6,0,0,0,0,0,0,0,0,0,3,3,3,11,5,4,6,0,0,0,44,23,38,166,154,77,57,17,3,0,529
5100511,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,7,17,5,6,52,18,7,34,44,64,46,49,21,17,297
5100512,0,0,0,0,3,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,12,11,5,27,32,27,43,16,6,5,164
5100513,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,3,0,18,5,13,24,49,61,55,38,16,3,269
5100514,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,20,11,25,121,106,59,27,11,3,0,361
5100515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100516,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,17,33,42,43,43,16,0,192
5100517,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,8,22,0,7,21,14,17,35,56,41,25,214
5100518,0,0,0,0,0,3,4,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,3,6,4,0,26,14,32,70,74,90,102,75,34,9,496
5100519,0,0,0,0,0,0,8,7,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,7,4,5,32,17,22,39,46,92,68,56,29,6,379
5100520,0,0,3,0,0,4,3,0,4,8,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5,0,3,0,0,15,6,11,34,34,45,53,31,16,4,234
5100521,0,0,3,0,0,0,3,7,3,15,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,3,0,3,0,15,12,27,65,46,49,50,38,30,9,321
5100522,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,6,5,3,0,0,0,17,10,27,30,36,41,42,21,8,3,219
5100524,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,5,0,3,5,7,6,3,3,0,45,22,18,35,43,51,58,25,16,0,264
5100525,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,13,5,6,3,4,4,0,39,7,11,50,40,44,36,26,18,0,224
5100526,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,4,3,6,0,4,0,3,28,15,22,54,31,36,23,21,0,8,210
5100527,0,0,0,0,3,0,8,7,0,13,0,0,3,0,0,0,0,0,0,6,5,0,3,3,7,3,3,0,0,24,11,18,44,37,65,49,47,15,0,289
5100528,0,0,0,0,0,0,0,6,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,13,5,15,15,20,33,37,25,6,162
5100529,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,18,6,8,36,44,49,42,32,8,3,240
5100530,0,0,0,0,0,3,6,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,4,3,0,0,16,21,23,53,74,112,98,48,5,0,440
5100531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,6,3,3,0,0,0,18,10,24,21,48,78,64,36,5,0,304
5100532,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,6,3,0,0,18,9,10,23,23,67,83,50,23,0,296
5100533,0,0,0,0,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,14,8,16,11,6,7,5,0,0,57,36,69,240,169,89,49,34,3,0,691
5100534,0,0,0,0,0,0,8,5,0,10,0,0,0,0,0,0,0,0,0,0,4,3,0,3,15,3,0,3,0,26,18,41,68,91,85,53,41,21,3,420
5100536,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,4,0,0,0,14,12,6,40,49,46,19,18,4,0,192
5100537,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,0,12,17,10,19,19,73,57,36,13,0,246
5100538,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,3,0,0,16,9,11,22,41,55,93,44,10,0,295
5100539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,19,9,10,21,29,73,42,16,4,4,206
5100540,0,0,0,0,0,3,8,4,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,4,8,0,3,20,17,18,30,52,83,69,51,17,5,334
5100541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,10,23,19,21,12,3,0,0,90
5100542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,6,19,19,25,13,14,5,3,0,105
5100543,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,8,23,51,41,34,17,13,0,206
5100544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,6,13,30,43,28,20,14,11,0,172
5100545,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,6,4,0,0,0,0,0,16,9,18,62,58,29,29,18,7,0,227
5100546,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,10,17,8,50,67,51,25,16,15,0,248
5100547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100548,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,14,18,57,78,59,36,22,0,4,278
5100549,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,0,0,0,18,10,19,32,28,41,42,15,0,3,198
5100550,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,11,14,39,83,46,21,22,9,0,239
5100551,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,10,7,3,0,0,0,0,24,6,15,88,68,20,7,3,0,0,204
5100701,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,8,4,9,35,24,36,46,31,12,6,200
5100702,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,8,5,6,0,0,28,11,16,26,50,53,36,38,7,0,233
5100703,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,6,10,0,0,36,5,17,63,59,66,70,59,11,0,348
5100704,0,0,0,0,0,3,3,5,3,15,0,0,0,0,0,0,0,0,0,0,0,4,4,6,10,8,5,8,0,48,9,21,57,60,89,56,49,33,8,377
5100705,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,7,0,0,15,5,7,25,40,39,20,41,9,3,189
5100706,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,3,4,0,0,21,7,13,34,27,45,48,31,9,0,216
5100707,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,9,9,3,0,34,5,8,38,49,89,74,52,18,3,340
5100708,0,0,0,0,0,0,4,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,7,6,3,0,31,13,13,44,52,93,81,57,22,8,392
5100709,0,0,0,0,0,0,5,3,3,10,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,3,0,0,21,6,16,26,34,54,61,42,7,5,252
5100710,0,0,0,0,0,3,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,11,0,0,0,23,15,10,37,83,58,92,37,17,8,354
5100711,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,3,0,20,13,4,21,46,56,34,35,16,3,231
5100713,0,0,0,0,0,0,3,5,0,12,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,0,3,0,0,29,19,33,71,60,53,54,41,29,3,364
5100714,0,0,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,4,5,26,5,24,47,35,40,34,36,15,8,253
5100801,0,0,0,0,0,7,3,3,4,16,0,0,0,0,0,0,0,0,0,4,5,3,3,0,0,14,8,0,0,29,15,25,45,34,63,73,45,11,7,310
5100802,0,0,0,0,0,3,15,17,0,34,0,0,0,0,0,0,0,0,0,0,4,0,7,4,4,13,10,10,5,64,19,37,68,64,76,87,78,44,11,489
5100803,0,0,0,3,0,0,3,13,0,23,0,0,0,0,0,0,0,0,0,3,0,4,8,0,4,5,13,17,9,60,17,39,51,50,60,56,56,62,26,408
5100804,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,5,5,7,3,0,0,21,12,22,57,53,70,45,51,18,0,327
5100805,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,3,0,0,25,9,37,45,66,57,47,27,11,3,298
5100806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,109,98,60,16,9,0,0,330,3,31,109,98,60,16,9,0,0,330
5100807,0,0,0,0,4,0,4,0,0,19,0,0,0,0,0,3,0,0,0,3,3,0,6,5,6,9,8,3,3,37,16,19,63,49,71,63,43,9,6,339
5100808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,17,22,7,12,3,0,0,76
5100809,0,0,0,3,0,3,6,8,6,32,0,0,0,0,0,0,0,0,0,0,3,6,6,10,8,10,5,3,3,45,23,64,139,85,95,85,53,19,11,571
5100810,0,0,0,0,0,4,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,10,13,8,9,5,4,0,0,50,12,63,95,61,68,45,40,21,8,402
5100811,0,0,0,0,0,0,3,7,18,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,5,3,5,18,5,11,22,30,48,48,38,32,70,309
5100812,0,0,0,0,0,3,3,8,3,18,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,9,9,6,3,52,11,18,46,38,43,53,39,39,23,310
5100813,0,0,0,3,0,8,3,3,3,25,0,0,0,0,0,0,0,0,0,3,6,4,6,10,6,7,3,4,3,43,19,29,69,70,49,57,26,18,14,346
5100814,0,0,0,0,0,0,0,8,3,21,0,0,6,0,0,0,0,0,0,6,3,4,8,9,6,0,7,15,3,49,10,19,53,48,35,45,37,28,9,281
5100815,0,0,0,5,3,0,4,6,5,22,0,0,0,0,0,0,0,0,0,0,0,6,6,13,7,5,3,7,3,47,18,46,84,68,71,47,39,30,15,416
5100816,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,7,32,56,45,34,42,20,15,0,249
5100901,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,6,0,13,3,10,25,25,26,41,32,20,3,189
5100902,0,0,0,0,3,5,6,8,0,25,0,0,0,0,0,0,0,0,0,3,3,3,9,7,9,6,11,3,0,53,15,27,53,57,67,77,50,22,4,364
5100903,0,0,0,0,0,0,4,7,0,8,0,0,0,0,0,0,0,0,0,4,0,3,0,0,7,3,4,7,0,24,9,34,43,53,45,43,56,34,4,320
5100904,0,0,0,0,0,0,4,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,6,0,24,7,12,28,29,38,46,35,10,3,221
5100905,0,0,0,0,0,0,9,11,0,23,0,0,0,0,0,0,0,0,0,0,0,11,16,14,8,0,3,3,3,57,22,58,109,99,76,64,45,23,9,514
5100906,0,0,0,0,0,9,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,0,4,3,0,19,10,19,57,30,45,35,33,6,0,240
5100907,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,7,5,10,21,27,32,39,24,14,0,173
5100908,0,0,0,0,0,3,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,3,0,4,27,12,19,39,36,46,59,28,15,8,272
5100909,0,0,0,0,0,3,7,3,4,24,0,0,0,0,0,0,0,0,0,0,0,3,8,0,6,3,3,0,3,30,10,29,34,8,40,48,34,17,8,234
5100910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
5100911,0,0,0,0,0,5,0,7,3,15,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,0,16,12,18,28,29,29,28,15,10,3,164
5100912,0,0,0,0,0,6,0,10,0,16,0,0,0,0,0,0,0,0,0,0,3,0,6,6,14,12,6,3,5,52,8,15,46,23,53,56,44,19,6,275
5100913,0,0,0,0,0,3,5,0,5,11,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,3,0,18,8,14,24,21,38,48,26,8,3,187
5100914,0,0,0,0,0,0,5,7,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,3,0,0,18,20,15,17,31,55,45,27,15,0,225
5100915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6
5100916,0,0,0,0,0,7,3,8,6,32,0,0,0,0,0,0,0,0,0,0,3,3,14,9,5,14,14,20,27,109,13,30,65,61,63,89,51,48,49,462
5100917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100918,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,15,3,21,13,26,22,36,24,25,9,172
5100920,0,0,0,0,0,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,3,3,9,3,4,11,0,3,0,36,22,30,60,60,64,63,45,7,9,353
5100921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
5100922,0,0,0,0,0,3,6,5,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,12,7,5,28,19,20,27,23,12,3,152
5100923,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,17,11,32,46,71,42,18,9,0,238
5100924,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,12,5,4,12,31,21,28,23,4,0,133
5100925,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,7,7,3,3,5,0,29,16,19,30,49,49,32,26,12,0,225
5100926,0,0,0,0,3,4,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,0,3,0,20,7,19,38,23,44,43,17,9,6,203
5100927,0,0,3,0,0,0,8,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,8,11,14,4,47,9,28,52,42,37,47,64,26,4,296
5100928,0,0,0,0,0,0,13,7,0,21,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,4,3,4,0,31,10,19,71,46,64,63,54,16,6,344
5100929,0,0,3,0,0,0,5,0,0,18,0,0,0,0,0,0,0,0,0,0,4,0,9,7,3,6,5,8,0,35,19,13,29,46,33,52,53,17,7,260
5100930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100931,0,0,0,0,0,3,3,4,0,13,0,0,0,0,0,0,0,0,0,0,3,4,7,4,6,4,9,3,0,35,9,27,28,56,84,100,55,18,3,390
5101001,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,3,0,13,11,11,14,29,52,56,19,18,0,222
5101002,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,3,0,3,9,9,10,12,6,3,51,17,22,24,51,105,120,67,17,6,429
5101003,0,0,0,0,0,3,4,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,3,4,0,0,20,19,17,24,48,81,44,21,9,0,273
5101004,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,9,3,0,0,25,13,16,36,46,54,74,45,12,4,291
5101005,0,0,0,0,0,0,4,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,0,3,3,25,25,27,84,76,83,48,34,17,3,389
5101006,0,0,0,4,3,5,4,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7,6,3,3,0,35,5,15,30,70,75,74,58,17,4,356
5101007,0,0,3,0,0,0,3,7,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,15,23,51,58,69,46,44,22,10,330
5101101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,10
5101201,0,0,0,3,0,3,5,12,3,24,0,0,0,0,0,0,0,0,0,0,0,0,10,4,4,7,3,14,3,38,14,29,74,60,53,54,38,46,19,396
5101202,0,0,0,0,3,0,0,5,6,16,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,8,9,6,3,34,9,34,60,55,54,47,43,32,9,344
5101203,0,0,0,0,0,0,4,7,3,14,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,3,4,0,26,18,25,59,23,43,51,31,23,5,276
5101204,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,20,44,37,42,43,22,18,0,233
5101205,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,10,16,26,37,33,42,34,14,4,0,197
5101206,0,0,0,0,0,4,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,9,20,54,40,34,40,23,9,0,230
5101207,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,8,7,21,45,49,62,45,31,12,0,272
5101208,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,9,17,28,26,33,34,19,11,0,172
5101209,0,0,0,0,0,0,9,0,0,12,0,0,0,0,0,0,0,0,0,0,3,3,0,4,9,13,3,0,3,36,18,12,40,64,120,92,98,23,6,466
5101210,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,3,17,18,35,55,53,32,5,0,218
5101213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5101214,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,6,0,3,0,19,26,43,43,39,76,66,38,19,3,351
5101215,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,3,6,0,0,23,19,32,85,108,77,29,28,5,0,374
5101216,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,3,10,8,0,0,0,26,20,50,74,81,72,66,39,14,0,414
5101217,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,5,0,14,20,15,38,43,34,24,17,22,3,209
5101218,0,0,0,0,0,0,6,3,0,17,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,3,0,16,9,25,68,64,64,46,29,8,3,326
5101219,0,0,0,0,3,0,10,15,6,28,0,0,0,0,0,0,0,0,0,3,0,0,3,7,5,12,9,4,5,53,9,19,49,45,59,76,63,45,18,383
5101220,0,0,0,0,0,0,3,12,0,18,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,7,0,0,0,31,8,20,65,53,59,67,45,29,11,357
5101221,0,0,0,0,0,0,7,4,0,11,0,0,0,0,0,0,0,0,0,0,3,5,3,4,3,0,6,3,0,26,17,30,41,42,40,39,41,12,0,267
5101222,0,0,0,0,0,0,3,4,0,11,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3,3,0,0,0,10,13,34,61,54,91,61,41,20,8,381
5101223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5101224,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,7,21,57,69,58,40,36,5,0,288
5101225,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,6,12,3,0,4,0,0,27,20,41,114,110,85,57,37,11,4,479
5101226,0,0,0,0,0,0,12,20,8,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,70,86,180,0,0,0,0,3,4,70,158,133,366
5101227,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,3,3,9,3,0,3,0,0,25,28,40,79,107,70,46,27,4,3,398
5101228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,11,0,28,84,44,21,9,0,0,0,189
5101229,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,12,8,21,79,91,33,26,11,4,0,274
5101230,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,0,0,15,5,35,133,53,43,28,10,0,0,302
5101231,0,0,0,0,0,4,0,12,3,15,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,10,13,11,3,42,12,13,48,22,14,33,49,48,11,257
5101401,0,3,0,0,0,3,4,5,3,23,0,0,0,0,0,0,0,0,0,0,5,0,0,4,4,8,3,3,0,23,16,10,26,30,56,51,57,25,8,276
5101402,0,0,0,0,3,3,5,9,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,3,0,20,14,13,23,52,59,49,38,24,4,269
5101404,0,0,0,0,0,3,4,4,0,11,0,0,0,0,0,0,0,0,0,3,0,5,9,3,3,7,8,7,0,35,10,36,47,49,54,53,42,25,0,308
5101405,0,0,0,0,0,0,5,9,0,14,0,0,0,0,0,0,0,0,0,3,0,0,4,8,0,5,9,3,0,28,12,30,68,52,60,46,47,29,3,343
5101406,0,0,0,0,0,0,4,19,13,40,0,0,0,0,0,0,0,0,0,7,0,0,0,5,12,3,6,10,3,38,6,15,29,33,45,25,33,55,35,283
5101407,0,0,0,0,0,4,9,19,3,42,0,0,0,0,0,0,0,0,6,4,0,0,0,6,0,3,15,5,4,26,9,26,65,50,52,49,57,38,15,364
5101408,0,0,0,0,0,3,5,7,3,18,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,5,3,0,4,27,12,11,30,49,31,28,33,14,11,217
5101409,0,0,0,0,0,3,0,5,0,6,0,0,0,0,0,0,0,0,0,3,0,0,9,3,0,12,3,5,0,36,5,7,24,20,27,47,25,20,5,182
5101410,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,3,3,3,9,10,3,0,6,0,35,7,18,27,48,44,21,36,12,0,215
5101411,0,0,0,0,0,0,8,9,3,25,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,3,7,8,3,33,8,10,36,43,39,33,34,31,3,245
5101412,0,0,0,0,0,3,5,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,7,4,3,0,32,6,16,31,42,68,52,38,16,5,276
5101413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10,6,22,29,15,5,0,88
5101414,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,16,12,4,14,4,0,73
5101415,0,0,0,4,0,4,8,6,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,3,24,6,16,43,48,68,95,60,19,5,366
5101416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,6,7,5,0,0,33,12,18,12,24,43,19,20,8,3,160
5101417,0,0,0,0,3,0,5,3,0,14,0,0,0,0,0,0,0,0,0,0,62,19,9,12,13,6,6,0,4,137,84,29,50,64,83,56,37,21,5,425
5101418,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,6,0,0,19,11,16,38,36,41,49,30,7,0,222
5101419,0,0,0,0,3,4,3,6,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,4,0,20,10,17,32,56,71,60,54,31,8,333
5101420,0,0,0,0,0,0,3,3,3,8,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,9,12,3,0,47,11,20,43,69,79,74,55,20,7,382
5101421,0,0,0,0,0,3,8,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,8,6,3,0,3,0,0,24,18,19,86,94,82,88,62,14,3,471
