SA1_7DIGITCODE_2016,P_650_799_15_19_yr,P_650_799_20_24_yr,P_650_799_25_34_yr,P_650_799_35_44_yr,P_650_799_45_54_yr,P_650_799_55_64_yr,P_650_799_65_74_yr,P_650_799_75_84_yr,P_650_799_85_yr_over,P_650_799_Tot,P_800_999_15_19_yr,P_800_999_20_24_yr,P_800_999_25_34_yr,P_800_999_35_44_yr,P_800_999_45_54_yr,P_800_999_55_64_yr,P_800_999_65_74_yr,P_800_999_75_84_yr,P_800_999_85_yr_over,P_800_999_Tot,P_1000_1249_15_19_yr,P_1000_1249_20_24_yr,P_1000_1249_25_34_yr,P_1000_1249_35_44_yr,P_1000_1249_45_54_yr,P_1000_1249_55_64_yr,P_1000_1249_65_74_yr,P_1000_1249_75_84_yr,P_1000_1249_85_yr_over,P_1000_1249_Tot,P_1250_1499_15_19_yr,P_1250_1499_20_24_yr,P_1250_1499_25_34_yr,P_1250_1499_35_44_yr,P_1250_1499_45_54_yr,P_1250_1499_55_64_yr,P_1250_1499_65_74_yr,P_1250_1499_75_84_yr,P_1250_1499_85_yr_over,P_1250_1499_Tot,P_1500_1749_15_19_yr,P_1500_1749_20_24_yr,P_1500_1749_25_34_yr,P_1500_1749_35_44_yr,P_1500_1749_45_54_yr,P_1500_1749_55_64_yr,P_1500_1749_65_74_yr,P_1500_1749_75_84_yr,P_1500_1749_85_yr_over,P_1500_1749_Tot,P_1750_1999_15_19_yr,P_1750_1999_20_24_yr,P_1750_1999_25_34_yr,P_1750_1999_35_44_yr,P_1750_1999_45_54_yr,P_1750_1999_55_64_yr,P_1750_1999_65_74_yr,P_1750_1999_75_84_yr,P_1750_1999_85_yr_over,P_1750_1999_Tot,P_2000_2999_15_19_yr,P_2000_2999_20_24_yr,P_2000_2999_25_34_yr,P_2000_2999_35_44_yr,P_2000_2999_45_54_yr,P_2000_2999_55_64_yr,P_2000_2999_65_74_yr,P_2000_2999_75_84_yr,P_2000_2999_85_yr_over,P_2000_2999_Tot,P_3000_more_15_19_yr,P_3000_more_20_24_yr,P_3000_more_25_34_yr,P_3000_more_35_44_yr,P_3000_more_45_54_yr,P_3000_more_55_64_yr,P_3000_more_65_74_yr,P_3000_more_75_84_yr,P_3000_more_85_yr_over,P_3000_more_Tot,P_Personal_inc_ns_15_19_yr,P_Personal_inc_ns_20_24_yr,P_Personal_inc_ns_25_34_yr,P_Personal_inc_ns_35_44_yr,P_Personal_inc_ns_45_54_yr,P_Personal_inc_ns_55_64_yr,P_Personal_inc_ns_65_74_yr,P_Personal_inc_ns_75_84_yr,P_Personal_inc_ns_85_yr,P_Personal_inc_ns_Tot,P_OS_vis_15_19_yr,P_OS_vis_20_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_OS_vis_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
5104233,0,3,3,0,0,3,4,0,0,12,0,0,14,3,7,4,6,0,0,32,0,8,18,8,3,3,4,3,0,42,0,3,21,5,3,3,0,0,0,31,0,0,19,9,10,11,0,0,0,47,0,0,12,6,6,3,0,0,0,32,0,0,18,20,13,6,3,0,0,66,0,0,9,17,7,10,4,4,0,55,0,8,21,12,7,7,7,8,0,68,0,0,0,6,0,3,0,0,0,11,13,45,153,108,63,60,56,18,4,523
5104234,0,0,3,4,4,3,8,0,0,23,0,3,3,5,4,0,0,0,0,20,0,3,9,4,6,4,3,0,0,36,0,0,6,3,6,3,0,0,0,23,0,3,18,6,3,4,0,0,0,32,0,0,7,4,7,3,0,0,0,25,0,0,13,8,9,7,0,0,0,45,0,0,10,24,8,12,3,0,0,53,0,0,9,10,6,6,5,0,0,29,0,0,0,3,0,0,0,0,0,9,26,43,110,84,61,51,33,7,4,422
5104235,0,0,0,3,0,5,0,0,0,15,0,0,4,3,0,0,0,0,0,12,0,0,11,7,0,6,0,0,0,24,0,0,8,3,0,4,3,0,0,19,0,0,3,6,0,6,4,0,0,20,0,0,10,7,4,4,0,0,0,28,0,0,4,3,7,3,4,0,0,27,0,0,0,9,10,0,0,0,0,20,0,0,3,5,6,3,3,3,0,19,0,0,0,3,0,0,3,0,0,7,10,25,54,66,46,43,24,11,3,279
5104236,0,0,8,5,5,4,0,0,0,29,0,3,16,0,0,3,0,3,0,28,0,4,21,3,4,0,4,0,0,34,0,3,17,6,0,0,0,0,0,34,0,0,15,3,5,4,0,0,0,29,0,0,9,3,3,3,0,0,0,16,0,3,9,12,7,0,0,0,0,26,0,0,7,3,6,0,0,0,0,13,0,3,22,8,9,8,4,0,0,56,0,0,13,3,0,4,3,0,0,30,12,37,175,65,57,45,33,16,6,445
5104237,0,0,0,0,0,0,6,17,0,30,0,0,0,3,0,3,7,13,15,44,0,0,0,0,0,0,7,7,7,26,0,0,0,0,0,0,4,9,3,11,0,0,0,0,0,0,3,3,5,12,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,4,6,11,0,0,0,3,0,0,3,5,5,19,0,0,0,0,0,3,14,31,75,125,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,11,68,165,140,401
5104238,0,0,0,0,3,3,3,0,0,14,0,3,0,3,4,5,3,0,0,25,0,0,4,5,5,9,5,3,0,29,0,0,0,3,3,7,4,0,0,19,0,0,5,5,3,3,4,3,0,26,0,0,3,0,3,3,0,0,0,13,0,0,3,15,17,8,3,0,0,40,0,0,3,10,13,3,0,0,0,39,4,0,0,0,3,5,3,3,0,18,0,0,0,0,0,0,0,0,0,3,27,26,34,53,59,55,54,22,10,342
5104301,0,0,14,0,0,0,3,0,0,24,0,0,6,4,0,0,3,0,0,11,0,0,4,11,3,3,0,0,0,20,0,0,3,5,0,0,0,0,0,11,0,0,4,7,0,0,0,0,0,10,0,0,3,3,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,5,0,0,16,0,0,0,0,0,0,24,0,0,4,0,0,0,0,0,0,13,7,22,98,49,21,27,24,16,3,270
5104303,0,0,10,4,3,3,0,0,0,24,0,3,13,3,9,3,0,0,0,38,0,4,14,4,3,0,0,0,0,28,0,3,6,7,0,3,3,0,0,24,0,0,6,7,7,0,0,0,0,19,0,0,7,4,3,3,0,0,0,15,0,0,8,3,3,3,0,0,0,18,0,0,3,0,0,0,0,0,0,8,6,9,25,12,7,3,7,0,0,71,0,0,3,0,0,3,0,0,0,3,26,42,138,63,49,33,19,3,11,385
5104304,0,3,6,6,0,9,3,0,0,24,0,6,3,4,0,3,3,0,0,18,0,0,11,7,0,4,0,0,0,24,0,5,27,5,4,0,0,0,0,42,0,0,12,5,5,0,0,0,0,25,0,0,12,3,0,0,0,0,0,21,0,0,15,5,5,3,0,0,0,34,0,0,3,3,0,0,0,0,0,9,0,3,13,4,3,4,3,3,9,50,0,0,0,0,0,0,0,0,0,4,7,25,132,67,38,52,39,32,37,430
5104305,0,3,11,5,3,0,4,0,0,25,0,3,15,7,0,0,0,0,0,25,0,0,13,5,0,4,3,3,0,26,0,0,3,4,3,3,0,0,0,18,0,0,3,3,3,0,0,0,0,8,0,0,4,0,0,0,0,0,0,8,0,0,6,9,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,10,15,9,3,3,8,6,0,51,0,3,10,0,0,3,0,0,0,15,7,40,137,67,32,35,33,27,12,384
5104306,0,0,5,3,4,4,6,4,3,31,0,4,13,11,6,3,4,0,0,36,0,4,24,14,3,3,3,0,0,53,0,0,21,3,0,0,0,0,0,31,0,3,12,7,4,4,0,0,0,39,0,0,10,6,3,5,0,0,0,20,0,0,18,7,0,3,0,0,0,35,0,0,0,10,3,4,0,0,0,22,3,5,23,6,3,3,3,0,0,47,0,3,0,0,0,3,0,0,0,11,5,42,169,87,43,64,46,24,5,482
5104307,0,0,3,3,3,0,0,0,0,9,0,0,12,0,0,0,4,0,0,18,0,4,17,3,0,3,0,0,0,30,0,0,14,3,4,0,0,0,0,19,0,0,11,5,0,0,0,0,0,20,0,0,9,4,3,0,0,0,0,16,0,0,6,5,5,3,0,0,0,18,0,0,3,0,0,0,0,0,0,4,6,0,13,9,6,3,4,3,0,45,0,0,0,0,0,0,0,0,0,3,9,23,116,55,25,28,19,5,0,277
5104308,0,3,10,3,3,0,0,4,0,28,0,6,9,4,3,7,0,0,0,28,0,4,24,13,4,3,0,0,3,46,0,0,15,5,0,0,0,0,0,25,0,0,16,3,4,0,0,0,0,27,0,0,10,0,0,3,0,0,0,15,0,0,12,3,7,0,0,0,0,21,0,0,3,3,0,0,0,0,0,12,3,0,9,3,3,3,4,3,5,33,0,3,0,0,0,0,0,0,0,9,10,34,146,61,40,25,24,23,15,380
5104309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104310,0,0,4,0,0,0,4,0,0,15,0,3,3,3,0,4,0,0,0,18,0,0,0,3,3,4,0,0,0,12,0,0,7,3,4,0,0,0,0,15,0,0,7,4,3,5,0,0,0,26,0,0,5,4,8,7,0,0,0,19,0,0,6,16,11,3,3,0,0,35,0,0,7,13,14,7,3,0,0,43,0,3,5,6,4,3,8,28,43,117,0,0,0,0,0,0,0,0,0,0,7,18,65,68,65,54,45,44,52,420
5104311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104313,0,6,17,20,0,0,0,0,0,43,0,7,34,11,3,4,0,0,0,59,0,5,31,14,3,3,0,0,0,55,0,0,10,7,0,0,0,0,0,22,0,3,16,7,4,3,0,0,0,30,0,0,10,4,3,4,0,0,0,13,0,0,10,3,3,3,0,0,0,20,0,0,0,4,0,0,0,0,0,3,0,4,14,4,5,0,0,0,0,35,0,0,3,0,0,9,3,0,0,10,14,63,225,113,31,42,9,4,0,508
5104314,0,6,15,11,0,0,0,0,0,37,0,3,20,3,4,3,0,0,0,30,0,4,13,7,3,3,0,0,0,35,0,0,12,3,0,0,0,0,0,23,0,0,8,7,0,0,0,0,0,20,0,0,4,3,0,3,0,0,0,12,0,0,12,7,3,0,0,0,0,19,0,0,0,0,3,0,0,0,0,4,0,4,17,3,0,3,4,0,0,33,0,0,4,0,0,3,0,0,0,15,13,44,160,71,28,36,29,9,9,399
5104315,0,7,10,6,0,0,0,0,0,26,0,3,19,12,0,0,0,0,0,30,0,4,13,3,3,0,0,0,0,23,0,0,11,3,3,5,0,0,0,22,0,0,3,0,0,0,0,0,0,6,0,0,5,3,0,0,0,0,0,6,0,0,4,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,7,13,18,5,3,4,0,0,52,0,0,3,0,0,0,0,0,0,8,14,33,115,79,21,14,13,8,0,306
5104316,0,5,17,3,0,3,3,0,0,31,0,0,15,6,4,4,3,0,0,36,0,7,13,8,0,0,3,0,0,33,0,3,15,4,0,0,3,0,0,26,0,0,12,10,0,4,3,0,0,34,0,0,5,7,3,0,0,0,0,17,0,0,13,8,6,7,3,0,0,35,0,0,0,4,11,8,5,0,0,21,0,4,13,6,0,3,0,0,0,23,0,0,3,3,0,0,0,0,0,4,23,49,152,85,49,42,43,7,3,463
5104317,0,0,7,4,3,3,0,0,0,22,0,0,4,0,3,8,0,0,3,25,0,3,11,8,6,12,0,0,0,48,0,0,6,9,9,0,5,0,0,27,0,0,5,14,4,5,0,0,0,28,0,0,3,9,0,3,0,0,0,19,0,0,5,26,4,7,0,0,0,48,0,0,8,20,25,6,0,0,0,62,0,0,3,12,6,0,3,0,0,31,0,3,3,0,0,3,3,0,0,10,47,15,67,124,78,65,40,15,10,477
5104318,0,3,3,6,4,0,0,3,0,16,0,3,3,3,6,0,4,0,0,20,0,0,5,7,4,5,3,0,0,25,0,0,4,4,3,4,3,0,0,20,0,0,6,0,8,4,0,0,0,23,0,0,3,8,0,0,3,0,0,13,0,0,6,10,10,6,7,0,0,42,0,0,3,13,11,4,3,0,0,28,0,0,6,3,3,0,0,0,0,19,3,0,0,0,0,0,0,0,0,4,23,16,46,66,56,45,39,20,3,308
5104319,0,3,3,4,9,0,0,0,0,17,0,0,5,6,8,3,0,3,0,27,0,0,3,3,9,5,3,0,3,23,0,0,4,4,0,0,0,0,0,13,0,0,4,13,6,4,0,0,0,22,0,0,3,3,3,4,0,0,0,19,0,0,9,12,17,3,6,0,0,42,0,0,4,19,13,7,0,0,0,48,0,4,0,0,3,3,0,3,0,13,0,0,0,0,0,0,0,0,0,0,24,33,53,95,77,49,30,20,7,374
5104320,0,3,0,6,0,0,8,4,0,19,0,0,3,8,4,3,4,0,0,32,0,4,4,9,3,3,7,0,0,29,0,0,7,8,8,0,0,0,0,21,0,0,3,3,7,0,0,0,0,13,0,0,3,5,4,0,3,0,0,22,0,0,6,13,7,7,0,0,0,29,0,0,8,14,16,11,0,0,0,43,0,0,0,0,0,0,3,3,0,7,0,0,5,0,0,3,0,0,0,8,25,17,47,69,69,40,45,17,3,342
5104321,0,3,0,0,0,3,3,3,0,18,0,3,4,3,6,6,0,0,0,27,0,4,7,3,3,10,3,0,0,32,0,7,3,3,3,3,5,0,0,25,0,0,11,3,9,7,0,0,0,32,0,0,4,6,5,0,0,0,0,13,0,0,3,12,9,7,0,0,0,37,0,0,4,21,10,7,0,0,0,44,0,0,9,3,0,4,3,0,0,22,0,0,0,0,3,3,0,0,0,4,14,28,52,73,65,64,36,37,12,386
5104322,0,6,5,0,4,0,4,0,0,15,0,4,5,3,3,0,7,0,0,17,0,0,4,6,3,13,4,0,0,25,0,0,3,0,3,3,0,0,0,13,0,0,0,6,4,5,0,0,0,28,0,0,5,0,5,6,0,0,0,15,0,0,5,9,4,10,3,0,0,34,0,0,3,10,16,8,0,0,0,41,0,0,3,4,4,8,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16,19,38,51,53,71,34,3,3,281
5104323,0,3,0,3,0,6,0,0,0,16,0,3,5,0,10,3,0,0,0,26,0,0,5,3,4,3,0,3,0,22,0,4,10,5,8,7,3,0,0,33,0,3,4,12,6,0,5,0,0,24,0,0,0,7,6,3,0,0,0,23,0,0,3,14,17,6,3,0,0,50,0,0,4,21,21,9,0,0,0,61,0,0,3,0,3,0,0,5,0,18,0,3,0,0,0,0,0,0,0,10,30,36,54,87,86,60,27,15,3,401
5104324,0,3,3,3,0,0,4,8,11,33,0,4,4,0,3,6,0,7,5,26,0,0,4,7,0,6,5,12,10,48,0,0,8,0,3,0,4,5,4,26,0,0,7,4,0,3,3,0,4,26,0,0,3,0,0,5,0,0,3,14,0,0,8,7,3,5,12,3,0,39,0,0,0,6,4,8,0,0,3,24,0,3,3,4,0,4,18,35,34,99,0,0,0,0,0,0,0,0,0,0,19,24,55,48,27,47,54,140,158,562
5104325,0,0,0,0,0,3,0,0,0,8,0,3,3,3,0,3,3,0,0,14,0,0,12,0,3,4,8,0,3,26,0,3,8,3,4,4,3,0,0,26,0,0,3,9,3,0,0,0,0,16,0,0,3,3,3,4,0,0,0,14,0,0,9,10,12,9,0,3,0,37,0,0,4,16,17,10,7,0,0,53,3,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,29,25,47,62,57,49,29,11,10,314
5104326,0,0,0,3,5,0,0,0,0,8,0,0,4,0,5,8,3,0,0,21,0,4,5,3,3,0,3,0,0,19,0,0,3,0,4,0,0,0,0,13,0,0,3,0,5,9,0,0,0,20,0,0,4,3,3,0,0,0,0,14,0,0,3,11,9,12,0,0,0,26,0,0,3,12,10,6,3,0,0,37,0,0,0,8,4,0,0,0,0,12,0,0,3,0,0,0,0,0,0,3,30,23,37,42,57,50,19,5,3,264
5104327,0,0,0,3,0,0,0,0,0,5,0,0,0,5,6,7,0,0,0,15,0,0,5,0,0,3,0,0,0,9,0,0,0,0,4,8,0,0,0,13,0,0,3,3,3,0,0,0,0,18,0,0,0,3,9,3,0,0,0,9,0,0,3,3,9,7,0,0,0,25,0,0,0,21,15,5,0,0,0,50,4,0,7,3,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,26,12,24,50,53,47,13,11,0,242
5104328,0,4,3,3,0,0,0,0,0,13,0,0,0,4,0,0,0,0,0,13,0,3,3,5,3,4,0,0,0,23,0,0,4,6,5,3,0,0,0,22,0,0,3,11,6,0,0,0,0,23,0,0,5,3,6,3,0,0,0,18,0,0,4,14,8,10,3,0,0,39,0,0,4,22,13,10,0,0,0,48,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,27,16,40,83,65,44,15,19,8,314
5104329,0,0,0,0,6,4,3,0,0,15,0,0,0,6,3,4,3,0,0,12,0,3,10,0,5,7,9,0,0,30,0,0,3,3,4,0,3,0,0,23,0,0,3,7,8,9,0,0,0,25,0,0,0,15,3,3,0,0,0,24,0,0,7,15,8,5,3,0,0,50,0,0,5,31,24,9,3,0,0,67,0,3,0,11,5,3,4,0,0,34,0,0,0,0,0,0,0,0,0,0,32,18,44,107,81,65,44,20,5,412
5104330,0,0,0,8,7,3,4,0,0,14,0,3,3,3,8,4,7,0,0,23,0,3,6,10,0,3,4,0,0,30,0,3,6,5,3,3,0,0,0,20,0,0,0,4,11,6,0,0,0,27,0,0,6,11,4,8,0,0,0,32,0,0,4,22,18,5,0,0,0,50,0,0,3,23,12,6,4,0,0,46,0,0,3,5,3,3,3,0,0,28,0,3,0,0,0,0,0,0,0,5,28,30,59,115,75,60,39,12,7,425
5104331,0,0,3,0,6,3,4,0,0,22,0,0,9,8,7,0,6,0,0,35,0,0,9,8,9,5,3,0,0,40,0,0,10,4,6,3,3,3,0,29,0,0,10,9,6,5,0,0,0,34,0,0,12,0,6,4,0,0,0,28,0,0,10,9,13,10,0,0,0,43,0,0,12,18,18,4,0,0,0,50,0,3,9,0,0,3,0,0,0,14,0,0,0,0,0,4,0,0,0,6,23,35,104,83,82,56,35,22,9,458
5104332,0,0,3,0,3,3,10,8,0,31,0,0,0,0,3,3,6,3,4,24,0,0,11,8,9,3,6,0,0,37,0,0,7,7,3,3,3,0,0,30,0,0,0,3,5,4,0,0,0,25,0,0,8,12,4,0,0,0,3,28,0,0,12,10,10,7,4,0,0,49,0,0,15,17,20,7,10,0,0,62,0,3,20,18,23,20,31,30,10,153,3,0,0,0,0,3,0,0,0,10,19,14,100,90,97,69,107,98,63,665
5104333,0,0,3,0,0,0,4,0,0,11,0,3,4,0,0,8,3,0,0,17,0,0,6,0,0,7,3,0,0,17,0,0,7,3,0,5,3,3,0,25,0,0,9,3,0,3,0,0,0,18,0,0,3,3,7,4,0,0,0,14,0,0,5,8,5,9,0,3,0,29,0,0,3,19,11,11,4,3,0,51,0,0,9,3,0,4,0,0,4,17,3,0,0,0,0,0,0,0,0,3,20,24,51,46,41,56,53,35,19,344
5104334,0,0,0,0,0,0,4,0,0,14,0,0,9,3,3,3,8,0,0,20,0,0,9,5,8,5,3,0,0,31,0,0,3,4,5,0,0,0,0,18,0,0,8,4,4,6,0,0,0,19,0,0,8,3,3,4,0,0,0,18,0,0,3,11,12,18,3,0,0,47,0,0,3,21,26,8,3,0,0,66,0,7,9,6,3,3,5,4,0,38,0,0,0,0,0,0,0,0,0,3,14,19,58,75,80,70,47,23,3,386
5104335,0,0,3,0,0,0,0,0,0,4,0,3,4,3,3,5,0,0,0,26,0,0,10,4,3,0,3,0,0,18,0,5,9,6,8,0,3,0,0,31,0,0,10,14,3,3,4,0,0,35,0,0,4,5,4,3,0,0,0,16,0,0,10,20,9,9,0,0,0,52,0,0,6,17,4,4,0,0,0,35,3,3,4,3,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,8,25,30,92,90,56,36,29,9,3,368
5104336,0,0,10,7,0,0,0,0,0,16,0,3,10,3,4,0,3,0,0,25,0,8,22,10,0,10,0,0,0,38,0,8,14,7,0,4,0,0,0,34,0,0,19,3,0,0,0,0,0,29,0,0,8,5,3,0,0,0,0,22,0,0,16,7,6,0,0,0,0,30,0,0,5,3,7,0,0,0,0,13,0,5,18,14,10,3,9,3,0,66,0,0,3,0,4,0,0,0,0,7,8,49,167,86,38,24,16,10,0,403
5104337,0,8,9,9,0,5,0,0,0,31,0,3,16,7,0,3,0,0,0,33,0,3,22,5,0,5,0,0,0,41,0,0,16,9,4,3,0,0,0,31,0,0,10,10,4,3,0,0,0,25,0,0,5,10,3,3,0,0,0,19,0,0,11,6,3,9,0,3,0,35,0,0,5,22,3,4,0,0,0,37,0,4,12,14,3,9,3,3,0,40,0,3,0,3,0,0,0,0,0,10,3,47,169,101,35,61,33,12,4,471
5104338,0,0,3,0,0,3,3,0,0,20,0,0,5,0,3,3,8,0,0,15,0,0,3,0,0,4,0,0,0,13,0,0,7,8,4,9,0,0,0,25,0,0,3,6,3,6,4,0,0,15,0,0,3,0,4,0,0,0,0,9,0,0,3,14,9,6,3,0,0,34,0,0,5,11,14,11,4,0,0,45,6,4,5,0,3,3,7,0,0,33,0,0,0,0,0,0,0,0,0,0,30,23,43,44,49,66,41,8,6,302
5104339,0,3,6,3,3,8,3,0,0,23,0,3,9,6,3,8,4,0,0,30,0,7,8,0,8,7,0,0,0,34,0,0,23,9,6,0,7,0,0,46,0,0,13,5,3,6,3,0,0,33,0,0,11,6,4,5,3,0,0,29,0,0,14,17,10,3,3,0,0,48,0,0,7,18,13,10,0,0,0,51,0,0,10,9,12,3,0,0,0,40,3,3,3,0,0,0,0,0,0,5,28,36,113,82,75,63,41,16,5,463
5104340,0,4,22,6,4,0,0,0,0,37,0,8,31,8,3,0,0,0,0,56,0,0,23,11,3,0,0,0,0,36,0,0,7,6,0,0,0,0,0,13,0,0,7,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,14,7,0,3,3,0,0,33,0,4,0,0,0,10,0,0,0,17,12,59,186,73,29,35,17,3,0,414
5104341,0,3,26,3,0,0,0,0,0,37,0,4,24,11,3,3,3,0,0,44,0,5,21,7,3,0,0,0,0,38,0,0,5,8,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,5,0,0,5,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,13,3,3,0,0,0,0,30,0,0,0,0,0,3,0,0,0,5,13,36,153,78,18,23,10,5,0,333
5104342,0,10,8,3,0,0,3,0,0,25,0,0,15,7,0,4,0,0,0,29,0,6,17,6,3,0,3,0,0,39,0,0,14,0,3,0,0,0,0,23,0,0,7,0,3,0,0,0,0,6,0,0,9,3,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,23,3,0,0,5,0,0,37,0,5,10,0,0,0,0,0,0,14,12,39,185,50,20,11,13,3,0,334
5104343,0,0,3,4,4,0,0,0,0,12,0,0,6,3,5,0,0,0,0,17,0,3,14,3,5,0,0,0,0,27,0,5,6,6,3,3,0,0,0,23,0,0,0,3,0,0,0,0,0,7,0,0,3,3,0,0,0,0,0,14,0,0,3,4,4,0,0,0,0,13,0,0,0,4,3,0,0,0,0,4,0,3,3,3,0,3,0,0,0,14,0,4,0,0,0,3,0,0,0,10,7,25,76,45,30,17,22,3,0,222
5104401,0,0,4,0,3,3,0,0,0,16,0,0,3,3,3,3,3,0,0,18,0,0,6,4,0,6,3,0,0,25,0,0,3,0,0,9,0,0,0,17,0,0,3,5,5,7,0,0,0,15,0,0,3,0,3,3,0,0,0,10,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,3,19,0,0,0,0,0,0,0,0,0,0,13,9,43,26,30,52,34,11,11,234
5104402,3,0,3,3,3,3,4,3,0,26,0,6,8,3,4,3,0,0,0,28,0,0,6,3,3,9,0,0,0,31,0,0,0,3,0,7,0,0,0,15,0,0,0,5,10,4,0,0,0,14,0,0,3,0,0,3,0,0,0,7,0,0,7,6,4,7,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,3,4,0,9,0,0,0,0,3,0,0,0,0,0,26,20,53,41,48,54,33,26,7,311
5104403,0,0,3,0,0,0,0,0,0,9,0,3,6,3,3,3,0,0,0,20,0,0,10,5,3,3,0,0,0,16,0,0,0,3,3,0,0,0,0,14,0,0,4,0,3,4,0,0,0,12,0,0,0,3,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,11,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,3,3,4,0,13,0,0,0,0,0,0,0,0,0,0,22,19,34,31,32,38,25,20,6,217
5104404,0,3,3,0,3,3,0,0,0,15,0,3,13,4,6,3,0,0,0,30,0,3,16,8,5,9,3,0,3,42,0,0,3,4,7,0,0,0,0,14,0,0,5,10,4,0,0,0,0,19,0,0,0,9,7,3,0,0,0,16,0,0,8,3,7,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,6,3,3,0,28,0,0,0,0,0,0,0,0,0,3,28,23,80,74,72,42,22,33,10,382
5104405,0,0,6,3,3,4,0,3,0,23,0,0,6,8,12,5,3,0,0,26,0,0,3,10,4,11,0,0,0,31,0,0,10,3,5,6,3,0,0,24,0,0,4,3,3,3,0,0,0,16,0,0,3,4,0,0,0,0,0,10,0,0,0,9,5,3,3,0,0,20,0,0,0,0,0,0,0,0,0,0,3,0,3,4,5,8,0,3,0,30,0,0,0,0,0,0,0,0,0,0,18,21,61,58,57,69,50,28,10,352
5104406,0,3,0,3,4,0,5,0,0,20,3,0,3,3,5,6,0,0,0,25,0,0,4,10,3,11,3,0,0,24,0,0,3,7,3,6,0,0,0,21,0,0,3,8,4,6,0,0,0,23,0,0,5,4,3,0,0,0,0,14,0,0,4,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,4,7,3,3,3,3,0,29,0,0,0,0,0,8,3,0,0,10,22,14,42,58,46,52,39,30,9,320
5104407,3,3,9,3,7,3,4,8,0,37,0,0,9,11,6,8,0,0,0,32,0,3,4,9,9,4,0,0,0,30,0,0,9,9,0,3,0,0,0,25,0,0,3,5,0,0,0,0,0,11,0,0,11,6,6,7,0,0,0,25,0,0,9,8,8,3,3,0,0,34,0,0,3,0,0,0,0,0,0,7,0,4,3,5,0,5,3,0,0,25,0,0,0,0,0,4,0,0,0,12,20,28,72,81,57,67,41,32,8,394
5104408,0,0,7,10,10,6,0,0,0,31,0,3,4,11,10,0,3,0,0,33,0,3,15,6,14,10,0,0,0,48,0,3,8,7,5,8,0,0,0,28,0,0,4,5,3,10,0,0,0,22,0,0,0,4,7,3,0,0,0,14,0,0,3,10,7,6,3,0,0,22,0,0,0,3,0,4,0,0,0,4,4,0,0,3,3,3,4,0,0,24,0,0,0,0,0,3,0,0,0,5,23,31,61,66,65,89,47,23,5,411
