SA1_7DIGITCODE_2016,P_650_799_15_19_yr,P_650_799_20_24_yr,P_650_799_25_34_yr,P_650_799_35_44_yr,P_650_799_45_54_yr,P_650_799_55_64_yr,P_650_799_65_74_yr,P_650_799_75_84_yr,P_650_799_85_yr_over,P_650_799_Tot,P_800_999_15_19_yr,P_800_999_20_24_yr,P_800_999_25_34_yr,P_800_999_35_44_yr,P_800_999_45_54_yr,P_800_999_55_64_yr,P_800_999_65_74_yr,P_800_999_75_84_yr,P_800_999_85_yr_over,P_800_999_Tot,P_1000_1249_15_19_yr,P_1000_1249_20_24_yr,P_1000_1249_25_34_yr,P_1000_1249_35_44_yr,P_1000_1249_45_54_yr,P_1000_1249_55_64_yr,P_1000_1249_65_74_yr,P_1000_1249_75_84_yr,P_1000_1249_85_yr_over,P_1000_1249_Tot,P_1250_1499_15_19_yr,P_1250_1499_20_24_yr,P_1250_1499_25_34_yr,P_1250_1499_35_44_yr,P_1250_1499_45_54_yr,P_1250_1499_55_64_yr,P_1250_1499_65_74_yr,P_1250_1499_75_84_yr,P_1250_1499_85_yr_over,P_1250_1499_Tot,P_1500_1749_15_19_yr,P_1500_1749_20_24_yr,P_1500_1749_25_34_yr,P_1500_1749_35_44_yr,P_1500_1749_45_54_yr,P_1500_1749_55_64_yr,P_1500_1749_65_74_yr,P_1500_1749_75_84_yr,P_1500_1749_85_yr_over,P_1500_1749_Tot,P_1750_1999_15_19_yr,P_1750_1999_20_24_yr,P_1750_1999_25_34_yr,P_1750_1999_35_44_yr,P_1750_1999_45_54_yr,P_1750_1999_55_64_yr,P_1750_1999_65_74_yr,P_1750_1999_75_84_yr,P_1750_1999_85_yr_over,P_1750_1999_Tot,P_2000_2999_15_19_yr,P_2000_2999_20_24_yr,P_2000_2999_25_34_yr,P_2000_2999_35_44_yr,P_2000_2999_45_54_yr,P_2000_2999_55_64_yr,P_2000_2999_65_74_yr,P_2000_2999_75_84_yr,P_2000_2999_85_yr_over,P_2000_2999_Tot,P_3000_more_15_19_yr,P_3000_more_20_24_yr,P_3000_more_25_34_yr,P_3000_more_35_44_yr,P_3000_more_45_54_yr,P_3000_more_55_64_yr,P_3000_more_65_74_yr,P_3000_more_75_84_yr,P_3000_more_85_yr_over,P_3000_more_Tot,P_Personal_inc_ns_15_19_yr,P_Personal_inc_ns_20_24_yr,P_Personal_inc_ns_25_34_yr,P_Personal_inc_ns_35_44_yr,P_Personal_inc_ns_45_54_yr,P_Personal_inc_ns_55_64_yr,P_Personal_inc_ns_65_74_yr,P_Personal_inc_ns_75_84_yr,P_Personal_inc_ns_85_yr,P_Personal_inc_ns_Tot,P_OS_vis_15_19_yr,P_OS_vis_20_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_OS_vis_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
5104163,0,0,7,3,3,5,3,3,0,27,0,5,18,11,4,5,9,3,3,60,0,6,37,3,18,13,12,3,0,91,0,3,31,13,9,8,0,0,0,62,0,0,29,7,14,6,3,0,0,57,0,4,23,5,3,8,3,0,0,57,0,0,49,39,36,21,5,0,0,148,0,0,24,39,57,46,6,3,0,180,11,19,85,55,65,61,24,6,0,326,5,16,41,31,37,24,5,0,0,163,58,106,413,242,279,224,111,24,6,1466
5104164,0,5,13,3,3,3,0,3,0,32,0,7,13,0,6,3,0,0,0,31,0,4,27,14,8,3,3,0,0,65,0,4,24,15,11,4,5,0,0,59,0,4,27,10,10,4,0,0,0,50,0,0,23,15,6,0,0,0,0,48,0,0,38,26,17,9,0,0,0,91,0,0,19,8,21,6,0,0,0,67,5,14,73,30,21,9,3,4,0,157,0,5,22,16,15,7,3,3,0,77,27,74,339,157,120,60,28,15,3,812
5104165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104166,4,8,9,3,0,0,0,0,0,27,0,3,13,4,0,3,0,0,0,27,0,3,18,3,3,3,0,0,0,33,0,9,16,5,3,0,0,0,0,35,0,0,15,4,0,0,0,0,0,16,0,3,14,6,3,0,0,0,0,30,0,3,16,11,3,8,0,0,0,38,0,0,8,8,3,3,0,0,0,25,4,7,28,11,9,3,3,0,0,69,0,3,14,5,4,3,0,0,0,37,17,80,211,78,38,29,9,6,0,470
5104167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5104168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
5104169,0,0,0,0,0,3,0,0,0,4,0,0,3,3,3,5,0,0,0,16,0,3,3,10,0,0,0,0,0,14,0,0,6,10,4,0,0,0,0,17,0,0,6,0,0,4,0,0,0,11,0,0,0,0,3,0,0,0,0,3,0,0,0,7,3,0,0,0,0,11,0,0,6,8,5,0,0,0,0,24,0,0,3,3,4,5,4,3,0,23,0,0,0,0,0,0,0,0,0,3,7,16,43,48,35,43,24,14,5,237
5104170,0,0,7,0,4,3,10,0,0,23,0,0,4,0,6,3,0,0,0,21,0,3,8,5,0,0,6,0,0,31,0,0,12,3,0,3,0,0,0,23,0,0,6,4,3,0,0,0,0,20,0,0,3,10,4,7,0,0,0,24,0,0,20,13,19,9,0,0,0,63,0,0,8,42,46,34,5,0,0,130,0,3,22,8,16,16,8,7,0,88,4,3,18,10,11,12,4,0,0,73,14,28,149,125,125,101,47,18,0,609
5104171,0,0,3,4,0,0,3,3,0,13,0,0,13,0,5,3,0,0,0,29,0,0,6,4,5,9,0,4,0,27,0,0,10,8,4,5,0,0,0,33,0,0,19,11,6,4,0,0,0,36,0,0,16,10,7,5,0,0,0,32,0,0,19,13,3,9,0,0,0,42,0,0,4,19,18,6,5,0,0,53,3,8,43,29,30,18,11,3,0,144,3,3,11,17,11,5,5,0,0,60,7,28,165,111,97,70,48,18,11,552
5104172,0,0,3,0,8,0,0,0,0,13,0,0,9,0,0,0,0,0,0,10,0,6,6,4,6,3,0,0,0,28,0,0,5,5,3,0,0,0,0,16,0,0,4,0,3,3,3,0,0,20,0,0,8,3,8,5,0,0,0,19,0,0,3,15,10,10,0,0,0,47,0,0,6,31,36,24,3,0,0,100,4,17,57,80,83,50,27,5,0,316,11,19,54,53,34,34,7,0,0,213,11,50,175,197,198,140,48,6,5,830
5104173,0,10,22,5,8,3,8,0,0,45,0,7,26,7,6,9,3,0,0,56,0,16,31,11,8,8,6,0,0,78,0,4,24,15,10,6,3,0,0,57,0,0,27,14,11,3,0,3,0,60,0,0,19,12,3,3,3,0,0,42,0,0,28,24,17,17,3,0,0,93,0,0,17,29,45,31,3,0,0,127,0,14,37,26,30,32,9,5,0,162,6,12,26,17,17,4,6,0,0,88,16,98,314,181,177,141,56,19,4,1011
5104174,4,12,11,3,3,3,3,3,0,41,5,13,25,4,3,0,0,3,0,51,0,7,37,13,11,3,0,0,0,67,0,3,32,8,5,3,3,0,0,55,0,4,20,11,0,10,0,0,0,41,0,3,26,9,3,0,3,0,0,48,0,4,39,31,15,9,0,0,0,107,0,0,19,34,29,12,6,0,0,101,4,25,83,35,30,29,17,5,0,220,3,10,37,37,22,15,7,3,0,132,24,115,396,223,136,106,41,17,0,1066
5104175,0,3,12,3,0,0,0,0,0,20,0,3,11,4,3,0,0,0,0,24,0,9,16,4,3,0,3,0,0,37,0,4,13,3,0,0,0,0,0,24,0,0,16,3,3,3,0,0,0,21,0,0,7,7,0,0,0,0,0,16,0,0,13,14,14,0,0,0,0,46,0,0,9,11,9,3,0,0,0,39,3,16,26,19,18,5,0,0,0,91,11,35,23,11,5,4,8,0,0,95,18,113,205,81,78,32,13,0,0,538
5104176,4,8,20,5,5,0,0,0,0,38,0,16,24,8,0,0,0,0,0,51,0,14,43,18,3,3,0,0,0,77,0,3,35,6,0,3,0,0,0,53,0,4,29,10,3,0,0,0,0,52,0,0,23,14,3,3,0,0,0,44,0,0,38,19,17,6,0,0,0,81,0,0,18,14,3,0,0,0,0,39,6,20,62,32,16,20,12,0,0,160,0,17,42,6,12,11,0,0,0,80,34,135,457,156,85,67,31,4,0,957
5104177,0,0,0,0,0,4,4,0,0,12,0,0,4,4,0,3,0,3,0,15,0,3,14,3,4,0,3,0,0,30,0,0,16,0,3,3,3,0,0,29,0,0,16,4,8,5,0,3,0,38,0,0,13,9,6,3,0,0,0,27,0,0,31,31,26,9,4,0,0,98,0,0,7,27,24,17,5,0,0,77,3,21,59,73,75,40,18,9,0,296,3,20,39,35,43,21,17,0,0,183,12,63,231,195,196,127,78,25,8,924
5104178,0,0,11,4,0,3,0,0,0,19,0,5,14,5,0,0,0,0,0,21,0,3,28,3,0,3,0,0,0,40,0,3,22,10,0,4,0,0,0,43,0,3,12,3,0,0,0,0,0,21,0,4,13,3,3,0,0,0,0,27,0,0,16,11,7,4,0,0,0,40,0,0,6,4,3,0,0,0,0,16,0,3,17,10,11,3,3,0,0,48,0,7,10,3,0,0,0,0,0,15,5,50,197,81,32,20,6,0,0,395
5104179,0,0,12,3,5,3,3,0,0,27,0,3,10,0,10,3,0,0,0,26,0,4,17,8,4,3,3,0,0,38,0,7,16,3,4,3,0,0,0,40,0,0,3,0,0,4,0,0,0,12,0,0,8,3,7,3,0,0,0,20,0,0,4,11,6,8,0,0,0,26,0,0,8,7,3,8,0,0,0,22,0,0,8,3,10,3,0,0,0,25,0,3,6,0,0,0,0,0,0,8,13,41,123,58,61,45,27,8,3,377
5104180,0,3,0,0,0,4,0,0,0,15,0,3,9,3,0,0,3,0,0,20,0,13,18,4,3,0,0,0,0,39,0,5,25,4,3,0,0,0,0,45,0,0,13,0,6,3,0,0,0,28,0,0,19,7,0,3,0,0,0,26,0,0,20,6,8,9,0,0,0,44,0,0,10,11,3,0,0,0,0,27,0,3,13,6,3,0,0,0,0,32,0,4,5,3,3,0,3,0,0,15,4,48,162,56,36,28,21,0,0,357
5104181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,7,21,34,29,20,14,0,0,122
5104182,0,7,13,4,3,0,0,0,0,26,0,0,14,10,3,4,0,0,0,21,0,0,11,3,0,0,0,0,0,16,0,0,19,0,6,4,0,0,0,26,0,0,9,3,0,0,0,0,0,17,0,0,3,3,0,0,0,0,0,9,0,0,11,10,4,3,0,0,0,26,0,0,4,3,4,0,0,0,0,6,0,0,27,6,4,7,4,0,0,53,0,0,0,0,0,3,0,0,0,3,10,32,147,49,26,33,17,8,3,330
5104183,0,8,9,4,0,0,0,0,0,24,0,4,9,5,3,6,3,0,0,32,0,3,12,11,3,3,0,0,0,27,0,0,5,0,0,0,0,0,0,10,0,0,16,3,0,0,3,0,0,30,0,0,4,3,3,0,3,0,0,15,0,0,5,9,0,0,0,0,0,16,0,0,0,8,3,0,0,0,0,15,3,3,11,3,7,3,3,0,0,32,3,18,18,0,0,6,0,0,0,45,13,63,117,59,30,33,21,9,8,348
5104184,0,6,5,3,8,0,0,0,0,21,0,4,9,5,3,0,0,0,0,21,0,0,19,3,0,3,0,0,0,28,0,0,4,7,0,3,0,0,0,23,0,0,12,0,5,3,0,0,0,20,0,0,7,9,3,3,0,0,0,26,0,0,14,10,6,0,0,0,0,32,0,0,0,0,6,0,0,0,0,15,4,3,16,12,7,6,0,3,4,53,3,3,8,0,0,4,0,0,0,19,14,33,141,58,51,51,13,8,6,372
5104185,0,4,12,0,7,0,0,0,0,27,0,12,26,4,3,3,0,0,0,55,0,0,21,10,0,3,0,0,0,34,0,3,24,5,0,0,0,0,0,34,0,0,26,7,3,0,0,0,0,33,0,0,12,4,0,7,0,0,0,27,0,0,34,9,3,0,0,0,0,50,0,0,7,4,5,3,0,0,0,25,0,15,29,12,9,3,3,0,0,77,3,10,15,0,4,3,3,0,0,40,26,85,255,92,52,31,22,3,4,568
5104186,0,3,13,3,0,6,3,0,0,25,0,10,17,0,0,3,0,0,0,29,0,7,19,3,10,5,0,0,0,47,0,3,21,3,8,3,0,0,0,40,0,7,19,4,11,0,0,0,0,42,0,3,13,7,3,8,0,0,0,35,0,0,19,11,9,15,0,0,0,59,0,0,5,14,5,8,0,0,0,32,7,12,34,12,15,29,9,8,0,123,0,6,5,3,0,0,0,0,0,16,14,81,217,96,91,100,45,27,6,670
5104201,0,0,0,0,3,0,11,0,0,13,0,0,0,3,3,4,9,3,0,23,0,0,4,0,4,6,5,3,0,19,0,0,0,0,0,3,6,0,0,16,0,0,3,0,3,9,3,0,0,17,0,0,7,3,4,0,0,5,0,16,0,0,0,6,13,6,3,3,0,36,0,0,5,16,15,15,10,0,0,63,3,0,0,3,4,6,7,0,0,20,0,3,0,0,0,0,0,0,0,9,25,13,33,50,67,66,88,29,3,374
5104202,0,6,3,0,3,0,0,0,0,17,0,0,7,3,0,5,3,0,0,19,0,3,5,0,3,0,3,0,0,22,0,3,5,0,3,8,5,7,0,23,0,0,4,0,6,9,5,0,0,22,0,0,0,0,4,6,3,0,0,17,0,0,4,7,4,7,7,0,0,33,0,0,10,5,21,23,8,3,0,72,0,0,8,4,5,3,4,0,0,28,0,0,0,0,0,3,0,0,0,3,21,21,54,37,65,96,72,22,0,383
5104203,0,7,20,3,9,0,7,8,0,58,0,6,36,8,3,0,0,0,0,57,0,15,56,21,4,9,3,4,0,110,0,13,63,18,4,5,3,3,0,112,0,6,73,9,9,5,3,4,0,111,0,6,57,15,4,3,0,0,0,98,0,5,85,39,20,10,3,0,0,162,0,4,39,36,21,25,7,3,0,130,5,15,72,30,16,26,9,10,3,183,0,0,11,3,6,16,3,4,0,44,37,140,572,224,123,129,59,55,11,1340
5104205,0,3,10,5,4,0,0,0,0,29,0,4,18,6,3,3,0,0,0,39,0,5,29,7,4,4,5,0,0,60,0,4,14,4,4,3,3,0,0,33,0,0,8,4,4,3,0,0,0,25,0,0,8,4,4,0,0,0,0,20,0,0,12,5,3,3,0,0,0,22,0,0,4,0,0,0,3,0,0,11,0,5,17,0,7,8,5,4,3,36,0,0,0,0,0,0,0,0,0,4,8,56,154,53,54,37,36,29,10,439
5104206,0,3,3,0,4,8,7,0,0,23,0,0,0,3,5,9,8,3,0,31,0,4,4,4,0,6,3,0,0,29,0,0,4,6,10,8,3,0,0,25,0,0,5,9,5,4,0,0,0,23,0,0,3,0,6,0,6,0,0,19,0,0,3,7,10,7,0,4,0,33,0,0,4,14,5,8,3,0,0,36,0,0,4,3,0,3,3,3,0,20,0,0,0,0,4,0,0,0,0,10,27,28,51,58,70,72,67,24,3,405
5104207,0,0,3,4,4,0,3,0,0,14,0,0,3,4,0,0,0,0,4,14,0,0,3,4,0,7,6,4,0,31,0,0,10,3,5,0,0,0,0,22,0,4,4,5,8,0,0,0,0,22,0,0,4,3,11,0,3,0,0,18,0,0,0,15,7,4,0,0,0,33,0,0,3,11,12,7,0,0,0,32,5,0,0,3,0,3,3,0,0,17,0,0,0,0,0,0,0,0,0,4,32,18,40,53,58,42,37,15,10,301
5104208,0,0,0,4,8,12,5,0,0,25,0,6,14,3,3,0,4,0,0,29,0,3,12,4,8,3,0,0,0,33,0,0,8,8,4,3,3,0,0,33,0,0,8,10,4,4,3,0,0,28,0,0,3,5,3,3,0,0,0,15,0,0,12,8,12,7,0,0,0,41,0,0,3,11,18,6,4,0,0,42,4,7,3,9,4,8,3,0,0,40,3,5,0,0,0,3,0,0,0,9,49,49,97,80,107,73,33,23,4,522
5104209,0,0,4,0,0,3,5,3,0,20,0,0,3,0,0,3,0,0,0,10,0,0,7,3,3,3,11,0,0,23,0,0,12,4,0,0,4,0,0,19,0,0,4,4,3,3,3,0,0,22,0,0,0,0,6,0,0,0,0,11,0,0,11,4,4,3,0,0,0,23,0,0,4,18,9,5,0,0,0,31,0,0,0,3,3,10,14,25,23,88,0,0,0,0,0,0,0,0,0,3,19,17,54,48,38,45,66,45,40,372
5104210,0,0,0,0,0,4,0,0,0,12,0,0,5,6,3,3,3,8,0,24,0,3,7,5,0,0,9,0,0,27,0,0,6,3,3,0,4,0,0,22,0,3,11,3,3,4,0,0,0,22,0,0,9,3,0,3,0,0,0,23,0,0,3,4,11,10,4,3,0,29,0,0,0,11,16,10,3,4,0,42,0,0,9,3,0,3,0,0,0,20,3,0,8,0,0,0,0,0,0,9,21,26,82,53,47,44,36,20,0,340
5104211,0,0,4,0,3,0,4,0,0,10,0,0,9,3,0,3,3,3,0,18,0,3,3,0,3,3,9,0,0,30,0,4,8,3,0,0,4,0,0,18,0,0,3,5,4,9,4,0,0,18,0,0,7,0,5,7,0,0,0,15,0,0,3,4,10,4,0,0,0,24,0,0,3,10,10,8,0,0,0,32,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,24,23,48,40,46,36,37,13,3,274
5104212,0,0,3,0,3,3,6,0,0,13,0,0,0,3,0,0,0,0,0,8,0,0,4,0,0,0,0,3,0,12,0,0,9,4,0,0,0,0,0,14,0,0,5,3,4,0,5,0,0,14,0,0,4,3,7,3,0,0,0,13,0,0,3,3,9,0,0,0,0,16,0,0,0,13,13,3,0,0,0,31,0,0,3,3,3,3,10,4,11,32,0,0,0,0,0,0,0,0,0,0,19,12,39,38,43,44,44,47,27,311
5104213,0,0,3,3,3,3,4,0,0,13,0,0,0,0,3,3,3,0,0,18,0,0,8,0,0,3,6,0,0,21,0,3,3,0,4,3,3,0,0,17,0,0,3,6,3,0,4,0,0,20,0,0,3,3,3,6,0,0,0,18,0,0,4,5,5,12,6,0,0,34,0,0,0,10,9,14,4,0,0,46,3,4,3,0,6,0,0,0,0,17,0,5,3,0,0,0,0,0,0,15,25,30,45,49,54,63,42,5,9,328
5104214,0,0,3,0,0,0,3,0,0,9,0,3,3,0,3,3,0,0,0,18,0,3,6,0,5,0,0,3,0,26,0,0,5,4,6,0,3,0,0,24,0,0,4,3,4,6,0,0,0,17,0,0,8,10,0,0,0,0,0,21,0,0,6,5,6,0,0,0,0,26,0,0,0,5,4,0,0,0,0,7,0,4,8,3,7,0,0,0,0,23,0,0,3,0,0,0,0,0,0,9,13,44,69,51,38,19,28,9,8,274
5104215,0,4,3,6,0,3,8,3,0,20,0,0,3,3,3,6,5,3,3,23,0,0,3,3,3,8,3,0,0,22,0,0,11,0,6,12,3,0,0,28,0,0,0,3,0,0,3,0,0,15,0,0,0,5,0,6,0,3,0,15,0,0,3,13,10,14,6,0,0,41,0,0,0,12,13,8,3,0,0,42,0,0,0,0,0,0,0,3,4,9,0,3,0,0,0,0,0,0,0,6,22,22,35,62,50,70,54,17,7,343
5104216,0,3,6,3,4,0,0,0,0,22,0,0,0,3,0,0,0,3,0,8,0,0,5,3,9,3,0,0,0,16,0,0,3,9,0,4,0,0,0,16,0,0,3,6,8,0,0,0,0,16,0,0,8,3,7,3,0,0,0,16,0,0,7,11,12,3,3,0,0,42,0,0,6,20,10,7,0,0,0,42,0,0,3,8,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,18,19,52,73,59,37,15,10,7,293
5104217,0,0,0,0,0,4,3,0,0,8,0,0,4,0,3,7,5,0,0,19,0,0,4,0,4,10,6,0,0,21,0,0,0,10,3,9,3,0,0,24,0,0,8,3,0,3,5,0,0,19,0,0,0,5,8,8,3,0,0,20,0,0,6,7,11,12,7,0,0,46,0,0,5,17,26,12,6,0,0,63,0,0,4,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,27,18,46,56,69,76,47,18,3,354
5104218,0,0,0,0,0,0,0,0,0,8,0,3,0,0,4,0,0,0,0,15,0,0,0,3,0,5,3,3,0,14,0,0,4,3,0,3,3,0,0,11,0,0,8,0,4,0,0,0,0,17,0,0,3,0,0,3,0,0,0,6,0,0,3,4,6,0,3,0,0,24,0,0,0,6,11,8,0,0,0,22,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,3,16,14,27,28,34,24,20,9,7,183
5104219,0,0,0,0,0,3,0,0,0,12,0,0,3,0,0,4,6,0,3,18,0,0,4,0,3,4,3,0,0,22,0,0,3,0,5,0,5,0,0,14,0,0,7,6,3,4,3,0,0,22,0,0,3,3,7,3,3,0,0,14,0,0,6,16,9,13,0,0,0,45,0,0,8,14,15,9,0,0,0,45,3,3,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,30,26,51,53,66,46,38,15,4,336
5104220,0,0,0,3,3,0,0,0,0,9,0,6,3,3,4,0,3,0,0,19,0,0,0,3,4,8,0,0,0,21,0,0,0,0,0,0,3,0,0,5,0,3,3,0,4,6,0,0,0,11,0,0,3,7,4,3,0,0,0,10,0,0,4,5,12,11,3,0,0,37,0,0,3,17,19,7,0,0,0,47,0,0,6,0,5,7,0,3,0,19,0,0,0,0,0,0,0,0,0,3,22,23,31,59,62,50,24,13,8,294
5104221,0,0,3,3,6,3,0,0,0,20,0,0,3,3,7,10,0,0,0,19,0,3,0,0,7,5,3,0,0,20,0,0,3,4,8,3,3,0,0,18,0,0,4,6,10,7,0,4,0,31,0,0,4,0,4,3,3,0,0,19,0,0,7,13,11,7,0,0,0,39,0,0,4,12,32,11,3,0,0,65,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,36,29,41,50,86,60,28,20,6,352
5104222,0,0,0,3,3,3,4,0,0,22,0,0,4,3,7,0,3,0,0,20,0,0,10,7,5,5,4,0,0,30,0,0,7,7,4,5,0,3,0,23,0,0,5,10,3,4,0,0,0,18,0,0,3,3,3,3,0,0,0,15,0,0,6,6,10,4,3,0,0,32,0,0,3,17,16,7,3,0,0,43,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,5,18,9,47,60,71,46,40,10,5,315
5104223,0,3,3,3,3,3,7,0,0,18,0,9,5,0,3,4,5,3,0,30,0,4,6,4,7,10,0,0,0,24,0,4,3,7,7,10,3,0,0,28,0,0,3,4,6,8,0,0,0,25,0,0,4,7,3,5,0,0,0,15,0,0,9,17,14,15,0,0,0,58,0,0,8,18,17,9,0,0,0,60,0,0,0,0,3,7,4,3,0,17,0,3,0,4,0,0,0,0,0,8,36,50,47,92,84,79,31,20,0,439
5104224,0,0,0,7,0,3,5,0,0,20,0,3,5,4,3,0,6,0,0,21,0,3,4,3,0,3,8,3,0,22,0,0,5,4,7,8,8,3,0,26,0,0,9,0,8,10,4,0,0,25,0,0,4,7,5,9,0,0,0,23,0,0,7,8,10,3,3,3,0,33,0,0,5,12,8,4,7,0,0,36,0,0,0,3,0,3,0,3,0,6,0,9,3,0,0,0,0,0,0,9,8,24,45,61,51,44,58,19,3,313
5104225,0,0,0,0,3,6,3,0,0,14,0,0,3,3,0,8,3,5,0,20,0,0,7,7,9,3,5,0,0,27,0,0,7,5,3,3,3,0,0,21,0,0,0,3,0,5,0,0,0,10,0,0,3,0,3,0,0,0,0,19,0,0,5,6,10,14,3,4,0,42,0,0,4,22,20,17,3,0,0,69,4,0,4,0,5,7,0,0,0,18,0,0,0,0,0,0,0,0,0,3,24,16,41,73,73,61,34,15,8,335
5104226,0,0,0,0,5,0,0,0,0,9,0,0,3,0,0,0,4,0,0,11,0,0,3,4,3,8,3,3,0,24,0,0,3,3,4,8,3,0,0,19,0,0,0,0,3,10,9,0,0,19,0,0,4,3,5,0,3,0,0,10,0,0,7,7,6,5,13,0,0,39,0,0,3,18,17,13,3,0,0,47,11,0,4,10,8,12,16,19,14,92,0,0,0,0,0,0,0,0,0,3,29,17,43,53,57,56,66,31,20,381
5104227,0,0,0,7,7,0,0,0,0,18,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,4,0,21,0,0,0,0,0,0,0,0,0,0,3,5,8,15,30,26,33,17,5,146
5104228,0,0,6,6,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,9,0,0,3,5,3,4,0,0,0,19,0,0,3,3,0,7,0,0,0,20,0,0,3,3,3,3,0,0,0,15,0,0,5,3,0,0,7,0,0,16,0,0,7,5,3,8,0,0,0,24,0,0,0,6,6,8,3,0,0,29,0,0,4,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,7,14,53,53,35,37,29,14,3,243
5104229,0,0,9,3,3,3,4,3,0,18,0,0,0,6,0,0,0,0,0,16,0,0,12,3,3,0,3,0,0,21,0,0,6,0,0,4,0,0,0,13,0,0,8,4,5,3,0,0,0,18,0,0,3,5,3,0,0,0,0,17,0,0,8,5,12,5,6,0,0,32,0,0,0,14,8,3,0,0,0,22,10,5,40,44,8,8,13,10,3,150,0,0,0,0,3,0,0,0,0,9,25,30,104,103,60,37,39,24,7,420
5104230,0,3,3,0,0,0,4,0,0,9,0,3,3,5,0,0,4,0,0,20,0,5,9,5,0,0,3,0,0,20,0,3,8,0,5,0,0,0,0,17,0,0,3,4,4,4,4,0,0,16,0,0,4,3,3,3,0,3,0,17,0,0,5,10,6,4,4,0,0,30,0,0,6,15,18,6,4,0,0,58,0,0,3,6,0,0,6,0,0,16,0,3,0,0,0,0,0,0,0,3,13,33,55,59,56,30,47,18,6,311
5104231,0,0,3,3,0,7,6,0,0,17,0,0,6,3,5,4,0,3,0,15,0,0,5,4,4,6,7,3,0,27,0,0,8,0,0,0,0,0,0,10,0,0,4,0,4,7,0,0,0,20,0,0,4,3,0,5,3,0,0,20,0,0,8,14,6,10,3,0,0,31,0,0,3,11,16,9,3,0,0,41,0,0,5,4,4,22,28,13,8,76,0,0,0,0,0,0,0,0,0,3,14,21,64,53,57,115,116,53,20,512
5104232,0,0,3,5,7,0,0,0,0,20,0,0,0,3,3,6,0,0,0,15,0,0,12,0,0,3,4,0,0,28,0,0,4,3,3,0,0,0,0,10,0,0,13,3,3,3,0,0,0,23,0,0,4,0,0,0,0,0,0,7,0,0,13,9,11,4,5,0,0,39,0,0,7,13,3,4,0,0,0,26,8,6,15,6,5,7,3,0,0,51,0,0,0,0,0,0,0,0,0,5,25,17,102,79,45,31,29,4,0,329
