SA1_7DIGITCODE_2016,Neg_Nil_Inc_CF_no_chldren,Neg_Nil_Inc_CFwith_chldren,Neg_Nil_Inc_OnePF,Neg_Nil_Inc_Oth_family,Neg_Nil_Inc_Total,Inc_1_149_CF_no_chldren,Inc_1_149_CFwith_chldren,Inc_1_149_One_PF,Inc_1_149_Oth_family,Inc_1_149_Total,Inc_150_299_CF_no_chldren,Inc_150_299_CFwith_chldren,Inc_150_299_OnePF,Inc_150_299_Oth_family,Inc_150_299_Total,Inc_300_399_CF_no_chldren,Inc_300_399_CFwith_chldren,Inc_300_399_OnePF,Inc_300_399_Oth_family,Inc_300_399_Total,Inc_400_499_CF_no_chldren,Inc_400_499_CFwith_chldren,Inc_400_499_OnePF,Inc_400_499_Oth_family,Inc_400_499_Total,Inc_500_649_CF_no_chldren,Inc_500_649_CFwith_chldren,Inc_500_649_OnePF,Inc_500_649_Oth_family,Inc_500_649_Total,Inc_650_799_CF_no_chldren,Inc_650_799_CFwith_chldren,Inc_650_799_OnePF,Inc_650_799_Oth_family,Inc_650_799_Total,Inc_800_999_CF_no_chldren,Inc_800_999_CFwith_chldren,Inc_800_999_OnePF,Inc_800_999_Oth_family,Inc_800_999_Total,Inc_1000_1249_CF_no_chldren,Inc_1000_1249_CFwith_chldren,Inc_1000_1249_OnePF,Inc_1000_1249_Oth_family,Inc_1000_1249_Total,Inc_1250_1499_CF_no_chldren,Inc_1250_1499_CFwith_chldren,Inc_1250_1499_OnePF,Inc_1250_1499_Oth_family,Inc_1250_1499_Total,Inc_1500_1749_CF_no_chldren,Inc_1500_1749_CFwith_chldren,Inc_1500_1749_OnePF,Inc_1500_1749_Oth_family,Inc_1500_1749_Total,Inc_1750_1999_CF_no_chldren,Inc_1750_1999_CFwith_chldren,Inc_1750_1999_OnePF,Inc_1750_1999_Oth_family,Inc_1750_1999_Total,Inc_2000_2499_CF_no_chldren,Inc_2000_2499_CFwith_chldren,Inc_2000_2499_OnePF,Inc_2000_2499_Oth_family,Inc_2000_2499_Total,Inc_2500_2999_CF_no_chldren,Inc_2500_2999_CFwith_chldren,Inc_2500_2999_OnePF,Inc_2500_2999_Oth_family,Inc_2500_2999_Total,Inc_3000_3499_CF_no_chldren,Inc_3000_3499_CFwith_chldren,Inc_3000_3499_OnePF,Inc_3000_3499_Oth_family,Inc_3000_3499_Total,Inc_3500_3999_CF_no_chldren,Inc_3500_3999_CFwith_chldren,Inc_3500_3999_OnePF,Inc_3500_3999_Oth_family,Inc_3500_3999_Total,Inc_4000orMore_CF_no_chldren,Inc_4000orMore_CFwith_chldren,Inc_4000orMore_OnePF,Inc_4000orMore_Oth_family,Inc_4000orMore_Total,Part_IncStated_CF_no_chldren,Part_IncStated_CFwith_chldren,Part_IncStated_OnePF,Part_IncStated_Oth_family,Part_IncStated_Total,All_Inc_NS_CF_no_chldren,All_Inc_NS_CFwith_chldren,All_Inc_NS_OnePF,All_Inc_NS_Oth_family,All_Inc_NS_Total,Total_CF_no_chldren,Total_CFwith_chldren,Total_OnePF,Total_Oth_family,Total_Total
5104816,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,4,0,0,0,0,0,9,3,4,0,13,3,0,0,0,3,8,0,0,0,9,3,0,0,0,4,0,7,0,0,9,0,0,0,0,0,4,6,3,0,14,3,3,0,0,9,0,0,0,0,3,0,9,0,0,7,3,9,0,0,12,0,0,3,0,6,0,0,0,0,0,40,42,15,0,98
5104817,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,7,3,0,0,12,7,3,4,0,13,3,0,0,0,8,4,5,3,0,21,0,3,0,0,8,5,0,3,0,8,4,9,0,0,16,5,5,0,0,8,0,8,0,0,5,0,3,0,0,4,0,7,0,0,16,0,4,0,0,6,3,0,0,0,5,51,58,16,6,129
5104818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,0,0,3,0,0,0,4,3,0,0,0,4,0,7,3,0,14,4,3,0,0,5,4,0,0,0,4,0,0,3,0,5,3,4,0,0,7,0,3,0,0,8,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,9,3,0,0,0,3,36,29,13,0,73
5104819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,3,0,3,5,0,3,0,10,3,8,0,0,12,0,0,0,0,0,3,7,0,0,12,5,7,3,0,14,3,3,0,0,6,0,6,0,0,9,0,3,0,0,3,3,4,0,0,9,9,4,0,0,11,0,0,0,0,0,41,45,14,0,105
5104820,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,10,0,0,3,0,9,5,3,0,0,14,0,3,0,0,4,0,0,0,0,0,0,6,0,0,11,0,8,0,0,9,0,3,0,0,3,0,4,0,0,3,0,3,0,0,4,0,6,0,0,4,0,0,0,0,3,0,0,0,0,0,30,35,21,0,82
5104821,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,7,4,0,0,0,4,0,4,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,3,4,0,0,14,3,10,0,0,9,0,4,0,0,4,0,3,0,0,0,4,3,0,0,10,0,3,0,0,4,0,0,0,0,5,30,34,9,0,83
5104901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,11,6,0,3,0,11,5,4,3,0,15,5,3,0,0,8,3,5,0,0,9,0,4,3,0,8,3,9,0,0,17,3,12,0,0,9,0,7,0,0,7,0,3,0,0,3,3,5,0,0,9,3,8,0,0,12,0,0,0,0,3,43,61,18,3,130
5104902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,0,0,0,7,7,0,0,0,10,3,0,0,0,3,3,3,0,0,11,3,0,0,0,3,4,0,0,0,4,4,3,0,0,7,3,5,0,0,11,5,4,0,0,4,0,3,0,0,3,3,12,0,0,11,3,11,0,0,16,0,0,0,0,0,34,46,13,0,89
5104903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,3,0,0,4,0,3,0,0,3,3,0,0,0,6,0,0,0,0,0,0,3,0,0,3,0,3,0,0,9,0,0,0,0,0,14,25,5,0,42
5104904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,5,0,3,0,8,0,0,3,0,8,4,3,0,0,7,8,6,3,0,13,0,3,0,0,12,0,6,0,0,7,0,6,3,0,10,6,6,0,0,11,3,5,0,0,10,0,3,0,0,0,3,0,0,0,8,0,7,7,0,13,0,0,0,0,0,35,47,24,0,109
5104906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,3,0,6,8,3,0,0,11,0,3,0,0,3,3,8,0,0,12,3,0,0,0,3,4,13,3,0,21,3,3,0,0,6,0,0,0,0,4,0,0,0,0,0,3,3,0,0,9,3,10,3,0,18,0,0,0,0,0,48,41,9,0,100
5104907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,5,6,0,0,0,9,3,0,0,0,3,8,0,4,0,12,5,8,4,0,11,3,0,0,0,0,3,6,0,0,5,6,19,3,0,24,4,3,0,0,8,3,3,0,0,4,3,4,0,0,3,0,3,0,0,3,3,8,0,0,8,3,0,0,0,3,45,48,17,0,114
5104908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,3,0,0,0,3,5,0,3,0,9,5,0,0,0,7,3,0,0,0,3,0,5,0,0,5,0,0,3,0,4,3,5,3,0,17,11,5,0,0,13,3,3,0,0,7,0,3,0,0,3,0,6,0,0,10,4,10,5,0,22,0,0,0,0,0,46,55,20,0,121
5104909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,7,0,19
5104910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,3,0,0,4,3,0,0,0,3,4,0,0,0,3,0,0,0,0,3,5,0,0,0,5,4,0,0,0,4,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,6,0,0,3,5,4,3,0,13,0,0,0,0,0,30,17,11,0,54
5104911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,6,7,0,0,16
5104912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5105001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,6,0,0,0,0,3,0,5,0,0,3,0,3,0,0,3,4,4,0,0,7,3,8,0,0,15,3,3,0,0,3,0,3,0,0,3,0,3,0,0,9,3,7,0,0,8,7,10,3,0,23,0,0,0,0,0,31,44,9,0,86
5105002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,6,5,0,0,0,4,3,0,4,0,5,6,4,0,0,8,0,0,0,0,3,0,3,0,0,6,0,3,0,0,4,3,7,0,0,14,0,9,0,0,13,3,3,0,0,3,0,0,0,0,3,7,3,0,0,8,0,4,0,0,5,0,0,0,0,0,34,39,19,3,91
5105003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5105004,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,4,0,3,3,0,6,3,0,0,0,4,0,3,4,0,4,3,8,3,0,12,0,6,0,0,9,7,12,0,0,16,4,4,0,0,6,0,6,0,0,5,3,13,0,0,16,3,3,3,0,6,0,0,0,0,0,43,48,17,0,111
5105005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,6,0,0,0,0,3,4,0,4,0,9,3,0,0,0,6,7,3,0,0,8,3,0,0,0,3,3,3,0,0,8,13,9,0,0,18,0,6,0,0,9,6,6,0,0,8,0,3,0,0,4,0,15,0,0,15,6,10,0,0,19,0,0,0,0,0,50,63,18,0,132
5105006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,7,0,3,0,9,0,7,0,0,6,4,0,3,0,6,3,5,0,0,3,3,3,0,0,9,3,9,0,0,20,0,11,0,0,11,8,3,0,0,11,0,0,0,0,7,3,11,0,0,17,7,5,0,0,16,0,0,0,0,0,46,66,16,0,125
5105007,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,5,4,3,0,0,4,0,0,0,0,0,3,3,0,0,3,3,3,0,0,4,4,3,0,0,11,3,3,0,0,3,3,3,0,0,6,0,3,0,0,5,0,7,0,0,7,4,6,3,0,10,0,0,0,0,0,35,36,10,0,87
5105008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,3,0,0,0,3,4,5,0,0,7,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,8,0,0,11,0,8,0,0,10,3,3,0,0,7,5,9,0,0,17,3,16,0,0,17,3,9,0,0,15,0,0,0,0,0,37,52,3,3,99
5105009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,3,0,0,4,3,3,0,0,6,0,6,0,0,6,0,0,0,0,3,4,6,0,0,13,7,8,0,0,9,4,3,0,0,7,0,3,0,0,3,3,11,0,0,14,0,3,0,0,4,0,0,0,0,3,32,44,14,0,83
5105010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,0,0,0,3,5,0,0,0,7,0,0,0,0,3,3,0,0,0,3,3,0,0,0,7,3,3,3,0,10,0,0,0,0,0,9,11,0,0,20,4,5,0,0,13,0,11,0,0,11,0,4,0,0,9,9,15,0,0,21,5,17,3,0,24,0,0,0,0,0,56,62,13,3,139
5105011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,4,0,0,0,4,3,0,0,0,7,8,0,0,0,8,3,0,0,0,6,3,4,0,0,3,3,4,0,0,5,0,3,0,0,3,5,0,0,0,8,0,0,0,0,0,0,5,0,0,9,5,12,0,0,11,6,8,0,0,15,0,0,0,0,0,41,41,12,0,92
5105012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,4,0,0,0,9,3,0,0,0,9,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,14,8,0,0,18,3,0,0,0,4,3,9,0,0,14,0,3,0,0,3,9,15,0,0,18,4,9,0,0,12,0,0,0,0,0,48,48,3,0,100
5105013,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,9,0,3,0,12,5,0,0,0,9,10,4,0,0,12,5,0,3,0,7,4,6,0,0,9,8,10,0,0,17,7,9,0,0,16,0,3,0,0,9,0,4,0,0,6,3,18,0,0,24,3,15,0,0,24,0,0,0,0,0,67,72,17,0,161
5105014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,3,5,3,3,0,7,8,0,0,0,9,0,3,0,0,3,3,0,0,0,8,6,6,0,0,13,0,8,0,0,12,0,3,0,0,4,0,3,0,0,3,7,7,0,0,21,3,11,0,0,16,0,0,0,0,0,43,44,5,0,94
5105015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,9,0,0,0,7,0,0,0,0,3,9,3,3,0,16,9,8,0,0,20,3,4,3,0,5,4,0,3,0,8,10,12,3,0,19,4,10,0,0,13,4,4,0,0,12,4,4,0,0,11,6,26,0,0,29,3,14,3,0,24,0,0,0,0,0,70,83,18,0,172
5105016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,3,0,7,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,8,4,0,9,3,3,0,0,8,0,0,0,0,3,0,0,0,0,0,3,7,0,0,13,0,4,0,0,6,0,0,0,0,0,28,32,12,0,66
5105017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,3,3,0,0,0,5,0,0,0,0,3,0,4,0,0,4,3,8,0,0,12,0,6,0,0,9,0,0,0,0,0,20,24,5,0,46
5105018,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,8,0,0,0,8,5,0,0,0,8,5,3,0,0,8,8,0,0,0,9,6,3,0,0,7,0,3,3,0,4,7,11,0,0,14,0,11,0,0,13,4,7,0,0,14,0,6,0,0,7,0,13,0,0,12,0,12,3,0,12,0,0,0,0,0,50,68,15,0,139
5105019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,7,3,6,0,15,3,0,0,0,5,0,3,0,0,4,0,0,0,0,8,6,10,0,0,12,3,5,0,0,4,0,9,0,0,9,4,3,0,0,7,0,4,0,0,7,7,3,0,0,12,0,0,0,0,0,40,45,8,0,90
5105020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,3,0,9,8,0,0,0,8,6,3,0,0,9,3,8,0,0,10,3,9,0,0,10,9,3,0,0,11,6,13,0,0,12,8,16,0,0,21,0,10,0,0,10,0,9,0,0,7,9,20,0,0,28,4,16,3,0,18,0,0,0,0,4,58,92,13,0,162
5105101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,4,5,0,0,0,5,4,0,0,0,3,7,5,0,0,8,3,3,0,0,3,0,0,0,0,0,10,10,0,0,19,0,3,0,0,3,0,4,0,0,7,0,4,0,0,3,4,9,0,0,11,0,3,4,0,8,0,0,0,0,0,43,44,6,0,92
5105103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,7,5,3,0,0,7,4,3,0,0,8,4,3,0,0,7,0,0,0,0,0,3,8,0,0,13,3,0,0,0,3,3,3,0,0,12,0,0,0,0,4,3,3,0,0,9,0,3,0,0,6,4,3,0,0,12,0,0,0,0,0,49,35,3,0,82
5105104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,0,5,16,3,4,0,24,0,4,3,0,8,3,9,4,0,13,3,4,0,3,13,0,0,0,0,3,6,3,0,0,11,5,4,3,0,16,5,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,7,4,0,0,0,5,53,37,27,3,122
5105105,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,3,4,3,0,5,0,3,3,3,11,8,3,6,0,13,3,6,3,0,14,5,9,0,0,16,3,10,0,0,11,7,6,0,0,16,0,4,4,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,3,3,0,14,0,0,0,0,4,44,51,38,3,132
5105106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,3,7,0,0,0,7,8,0,0,0,4,3,3,0,0,5,3,0,3,0,8,3,3,0,0,4,3,4,0,0,9,4,3,0,0,8,3,3,0,0,4,0,4,0,0,7,0,3,0,0,3,3,7,0,0,11,0,8,7,0,14,0,0,0,0,0,41,51,10,0,102
5105107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,0,0,5,0,0,0,0,3,4,3,3,0,6,0,0,0,0,0,6,0,0,0,5,5,0,0,0,10,4,3,0,0,15,0,4,4,0,7,0,5,0,0,5,3,7,0,0,9,8,4,0,0,14,4,3,0,0,10,0,0,0,0,0,48,43,10,0,102
5105108,4,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,10,3,0,0,0,3,11,4,6,0,22,15,0,0,0,18,10,3,3,0,19,3,6,10,0,15,9,0,3,0,12,12,4,0,0,18,20,28,3,0,51,16,19,3,0,41,8,8,0,3,20,9,15,0,0,24,11,18,0,0,32,13,11,6,0,32,3,0,0,0,3,150,119,36,4,312
5105109,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,5,0,0,5,3,4,0,0,3,5,8,0,0,11,4,0,0,0,4,0,9,0,0,8,0,6,0,0,12,4,16,0,0,15,4,11,0,0,10,3,0,0,0,4,31,57,10,0,96
5105111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,4,3,0,6,3,0,0,0,3,0,0,0,0,5,3,12,0,0,12,3,4,0,0,6,0,3,0,0,3,0,0,0,0,3,6,13,0,0,15,0,5,0,0,4,0,0,0,0,0,21,46,5,0,73
5105112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,9,0,0,0,0,3,0,3,0,0,7,0,0,0,0,0,3,5,0,0,12,4,7,0,0,10,4,3,0,0,7,0,5,0,0,3,3,6,0,0,7,0,3,0,0,8,0,0,0,0,0,27,39,8,0,78
5105113,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,3,0,11,0,0,0,0,3,0,3,0,0,3,3,3,0,0,3,3,5,3,0,7,6,6,0,0,12,3,3,0,0,11,0,3,0,0,5,3,9,0,0,7,0,3,0,0,3,5,9,3,0,16,0,0,0,0,0,34,37,13,0,88
5105114,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,3,0,14,4,4,0,0,8,0,4,3,0,5,3,4,0,0,8,11,6,0,0,21,4,10,0,0,12,0,8,0,0,3,0,4,0,0,4,5,14,0,0,18,6,10,3,0,21,0,0,0,0,0,45,66,16,0,130
5105115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,14,3,0,0,0,4,3,0,7,0,11,3,0,0,0,4,3,3,3,0,9,3,8,0,0,12,0,3,0,0,13,3,7,0,0,10,0,7,0,0,10,0,3,0,0,4,0,7,0,0,8,5,7,5,0,13,0,0,0,0,4,49,50,19,3,117
5105201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7
5105301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,9,10,0,3,0,16,6,3,0,0,9,3,3,0,0,6,0,3,3,0,5,3,5,0,0,8,0,11,0,0,13,5,3,0,0,9,8,4,0,0,8,0,0,0,0,0,5,7,0,0,13,5,8,0,0,12,0,0,0,0,0,57,51,8,0,118
5105302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,7,6,0,0,0,5,0,3,0,0,4,0,3,3,0,3,0,0,0,0,3,0,0,3,0,7,5,13,0,0,12,3,3,0,0,10,3,0,0,0,7,0,3,0,0,7,3,0,0,0,3,0,10,3,0,11,0,0,0,0,0,30,37,10,3,81
5105303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,9,0,5,0,13,3,0,0,0,8,3,0,3,0,8,3,0,4,0,10,0,6,0,0,9,7,8,0,0,8,5,15,3,0,19,8,16,0,0,23,0,8,0,0,12,4,8,0,0,13,0,10,0,0,13,4,24,7,0,27,0,0,0,0,0,44,97,19,0,162
5105304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,3,0,0,0,3,3,0,0,0,3,3,0,0,0,5,3,6,3,0,12,11,9,0,0,18,6,14,0,0,27,0,5,0,0,8,4,9,0,0,11,8,13,0,0,20,15,23,0,0,33,0,0,0,0,0,55,89,5,0,155
5105305,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,4,18,0,0,0,17,3,0,3,0,8,11,0,3,0,12,6,3,0,0,9,4,7,0,0,10,3,0,0,0,10,10,12,3,0,21,9,9,0,0,17,5,10,0,0,10,7,6,0,0,12,6,10,0,0,9,4,14,3,0,17,4,0,0,0,3,97,65,21,0,181
5105306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,3,3,0,0,0,3,6,0,0,0,6,3,0,0,0,3,0,0,0,0,0,0,10,3,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,3,0,0,3,23,24,8,0,50
5105307,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,3,0,0,0,5,4,0,0,0,3,0,7,0,0,7,0,3,0,0,3,0,5,0,0,8,3,3,0,0,10,3,0,0,0,7,0,4,0,0,3,0,0,0,0,0,0,0,0,0,4,3,4,0,0,6,0,0,0,0,0,30,33,3,0,66
5105308,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,4,3,0,5,0,9,3,0,3,0,5,5,0,3,0,12,0,3,0,0,5,0,3,3,0,4,0,3,0,0,10,0,11,4,0,15,3,8,0,0,12,4,3,0,0,6,0,5,0,0,11,6,5,0,0,14,4,9,0,0,16,0,0,0,0,3,50,62,17,0,130
5105309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,3,3,0,0,6,0,3,0,0,3,0,5,0,0,8,0,0,0,0,3,3,0,0,0,3,3,4,0,0,4,0,3,0,0,3,3,9,0,0,10,0,6,4,0,8,0,0,0,0,0,16,39,11,0,66
