SA1_7DIGITCODE_2016,Neg_Nil_Inc_CF_no_chldren,Neg_Nil_Inc_CFwith_chldren,Neg_Nil_Inc_OnePF,Neg_Nil_Inc_Oth_family,Neg_Nil_Inc_Total,Inc_1_149_CF_no_chldren,Inc_1_149_CFwith_chldren,Inc_1_149_One_PF,Inc_1_149_Oth_family,Inc_1_149_Total,Inc_150_299_CF_no_chldren,Inc_150_299_CFwith_chldren,Inc_150_299_OnePF,Inc_150_299_Oth_family,Inc_150_299_Total,Inc_300_399_CF_no_chldren,Inc_300_399_CFwith_chldren,Inc_300_399_OnePF,Inc_300_399_Oth_family,Inc_300_399_Total,Inc_400_499_CF_no_chldren,Inc_400_499_CFwith_chldren,Inc_400_499_OnePF,Inc_400_499_Oth_family,Inc_400_499_Total,Inc_500_649_CF_no_chldren,Inc_500_649_CFwith_chldren,Inc_500_649_OnePF,Inc_500_649_Oth_family,Inc_500_649_Total,Inc_650_799_CF_no_chldren,Inc_650_799_CFwith_chldren,Inc_650_799_OnePF,Inc_650_799_Oth_family,Inc_650_799_Total,Inc_800_999_CF_no_chldren,Inc_800_999_CFwith_chldren,Inc_800_999_OnePF,Inc_800_999_Oth_family,Inc_800_999_Total,Inc_1000_1249_CF_no_chldren,Inc_1000_1249_CFwith_chldren,Inc_1000_1249_OnePF,Inc_1000_1249_Oth_family,Inc_1000_1249_Total,Inc_1250_1499_CF_no_chldren,Inc_1250_1499_CFwith_chldren,Inc_1250_1499_OnePF,Inc_1250_1499_Oth_family,Inc_1250_1499_Total,Inc_1500_1749_CF_no_chldren,Inc_1500_1749_CFwith_chldren,Inc_1500_1749_OnePF,Inc_1500_1749_Oth_family,Inc_1500_1749_Total,Inc_1750_1999_CF_no_chldren,Inc_1750_1999_CFwith_chldren,Inc_1750_1999_OnePF,Inc_1750_1999_Oth_family,Inc_1750_1999_Total,Inc_2000_2499_CF_no_chldren,Inc_2000_2499_CFwith_chldren,Inc_2000_2499_OnePF,Inc_2000_2499_Oth_family,Inc_2000_2499_Total,Inc_2500_2999_CF_no_chldren,Inc_2500_2999_CFwith_chldren,Inc_2500_2999_OnePF,Inc_2500_2999_Oth_family,Inc_2500_2999_Total,Inc_3000_3499_CF_no_chldren,Inc_3000_3499_CFwith_chldren,Inc_3000_3499_OnePF,Inc_3000_3499_Oth_family,Inc_3000_3499_Total,Inc_3500_3999_CF_no_chldren,Inc_3500_3999_CFwith_chldren,Inc_3500_3999_OnePF,Inc_3500_3999_Oth_family,Inc_3500_3999_Total,Inc_4000orMore_CF_no_chldren,Inc_4000orMore_CFwith_chldren,Inc_4000orMore_OnePF,Inc_4000orMore_Oth_family,Inc_4000orMore_Total,Part_IncStated_CF_no_chldren,Part_IncStated_CFwith_chldren,Part_IncStated_OnePF,Part_IncStated_Oth_family,Part_IncStated_Total,All_Inc_NS_CF_no_chldren,All_Inc_NS_CFwith_chldren,All_Inc_NS_OnePF,All_Inc_NS_Oth_family,All_Inc_NS_Total,Total_CF_no_chldren,Total_CFwith_chldren,Total_OnePF,Total_Oth_family,Total_Total
5108950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,4,0,0,0,6,6,0,0,0,6,4,4,0,0,4,3,3,3,0,8,0,7,0,0,13,3,4,0,0,9,3,6,0,0,13,3,10,3,0,13,3,13,0,0,16,4,7,0,0,8,0,0,0,0,0,38,63,15,0,112
5109002,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,4,4,0,0,0,5,0,0,0,0,5,0,7,0,0,11,0,6,0,0,4,3,0,0,0,8,0,4,3,0,4,5,3,0,0,12,9,8,0,0,16,3,0,0,0,3,0,0,0,0,0,3,0,0,0,5,3,7,0,0,13,0,0,0,0,0,43,45,15,0,105
5109003,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,0,0,0,3,4,0,0,0,5,7,0,0,0,12,3,3,0,0,5,6,0,0,0,5,3,3,0,0,10,0,0,3,0,6,3,3,3,0,11,3,9,0,0,13,0,3,0,0,7,3,3,0,0,7,0,0,0,0,4,0,4,0,0,4,0,5,0,0,8,0,0,0,0,0,39,40,13,0,96
5109004,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,13,0,0,0,0,3,10,4,9,0,25,3,5,6,0,12,3,0,3,3,10,0,3,3,0,10,6,12,0,0,13,5,4,0,3,15,19,11,0,0,26,15,3,0,0,18,7,3,0,0,4,4,0,0,0,4,4,0,0,0,10,10,3,3,0,14,0,3,3,0,3,89,63,40,3,193
5109005,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,5,0,4,5,3,3,0,15,3,6,3,0,4,4,3,0,0,9,4,6,3,0,12,7,7,3,0,14,6,5,0,0,14,11,12,5,0,28,13,3,0,0,16,5,7,0,0,18,0,0,0,0,0,3,0,0,0,4,10,6,0,0,14,0,0,0,0,0,79,63,24,0,168
5109006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,5,0,0,7,3,0,4,3,11,7,3,0,0,9,0,6,0,0,6,0,3,0,0,7,7,11,0,0,20,5,3,0,0,16,0,0,0,0,0,3,0,0,0,5,0,3,0,0,0,3,3,0,0,9,0,0,0,0,0,45,36,12,6,104
5109007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,3,3,0,0,0,10,9,4,0,0,12,9,8,4,0,16,4,0,0,0,8,7,0,4,0,7,3,4,0,0,9,22,3,3,0,29,7,4,0,0,9,3,0,0,0,6,0,0,0,0,4,3,3,0,0,13,6,11,0,0,14,0,0,0,0,3,80,51,21,3,154
5109008,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,3,4,0,0,6,5,4,3,0,18,3,3,0,0,4,6,5,3,3,16,0,5,0,0,10,3,9,3,0,13,3,3,0,0,6,0,3,0,0,6,0,0,0,0,0,3,3,0,0,8,3,0,0,0,7,3,0,0,0,3,45,44,25,4,112
5109009,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,3,0,0,8,0,4,5,0,8,7,0,3,0,12,9,5,0,0,13,5,7,3,0,14,0,0,0,0,6,3,10,0,0,16,9,3,0,0,10,3,0,0,0,3,3,3,0,0,4,0,3,0,0,6,3,0,0,0,6,0,0,0,0,0,51,48,21,4,121
5109010,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,4,0,11,0,0,0,0,0,14,0,0,0,14,5,3,0,0,11,6,5,3,0,17,5,7,0,0,5,4,0,3,0,5,0,0,0,0,3,7,8,0,0,15,9,0,0,0,14,3,0,0,0,4,3,0,0,0,4,3,4,0,0,10,5,4,0,0,10,0,0,0,0,3,71,34,17,0,122
5109011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,5,8,0,0,0,9,0,3,3,0,5,0,3,0,0,5,0,4,0,0,3,0,4,0,0,9,0,3,0,0,5,10,0,3,0,8,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,34,30,16,6,79
5109012,0,3,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,5,0,0,0,5,0,3,3,0,6,5,4,3,0,8,3,3,3,0,11,3,5,3,0,12,7,5,0,0,15,4,7,0,0,8,0,3,0,0,4,3,8,3,0,9,3,3,0,0,5,5,3,0,0,5,0,0,0,0,3,0,0,0,0,0,3,6,5,0,9,0,0,3,0,3,40,45,23,3,115
5109013,0,0,3,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,10,3,3,0,14,0,0,6,0,9,7,0,5,0,17,3,4,8,0,18,4,7,4,0,16,5,3,5,0,18,9,10,3,0,24,7,4,0,0,8,6,18,3,0,34,4,4,0,3,10,0,0,0,0,3,0,3,0,0,3,3,3,0,0,4,3,5,7,3,16,0,0,3,0,4,67,76,46,8,200
5109014,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,3,0,7,3,4,0,0,7,3,3,0,0,8,7,3,7,0,16,5,3,0,0,10,4,4,3,0,12,4,3,0,0,4,5,14,4,0,23,3,4,3,0,14,8,0,0,0,4,0,0,0,0,4,0,0,0,0,0,4,4,4,0,12,0,0,0,0,4,53,49,28,4,131
5109016,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,3,3,0,0,4,0,5,3,0,9,6,5,5,0,17,3,12,7,4,20,8,10,3,0,24,7,7,3,0,24,7,7,4,0,25,9,6,0,0,18,4,9,3,0,22,7,5,0,0,11,4,3,0,0,4,4,0,0,0,3,0,0,0,0,3,7,9,3,0,25,0,3,0,0,3,78,88,45,11,218
5109017,0,3,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,8,0,9,6,3,3,0,8,3,3,3,0,11,11,4,3,0,13,7,5,5,0,15,5,7,3,3,19,3,10,0,0,9,0,6,0,0,10,3,0,4,0,5,9,7,0,0,18,6,10,0,0,22,6,3,0,0,10,0,0,0,0,0,0,3,0,0,3,3,10,3,0,18,0,0,0,0,0,65,72,38,3,180
5109019,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,3,0,0,0,0,3,0,3,3,0,8,3,4,3,0,12,6,6,3,0,11,4,3,0,0,6,0,4,0,0,5,3,7,0,0,7,4,3,3,0,14,3,6,0,0,9,4,0,0,0,3,3,3,0,0,3,3,0,0,0,4,5,3,0,0,7,0,0,0,0,6,40,39,24,3,110
5109020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,10,3,4,5,0,17,0,8,0,0,8,0,10,6,0,15,7,13,3,0,21,3,11,3,0,14,7,9,3,0,21,8,6,0,0,18,5,0,0,0,11,3,4,0,0,4,3,3,0,0,3,4,3,0,0,6,10,8,4,0,20,3,0,0,0,3,54,76,33,0,166
5109021,3,0,0,0,7,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,3,7,4,0,13,3,0,4,0,8,5,9,0,0,15,9,3,0,0,18,4,3,0,0,14,5,3,0,0,8,6,3,0,0,13,8,0,0,0,5,0,4,0,0,5,0,0,0,0,3,0,3,0,0,3,0,11,0,0,11,0,0,0,0,0,45,50,22,3,121
5109022,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,4,0,0,0,8,0,0,3,0,4,14,3,3,0,18,4,4,6,0,13,3,11,0,0,12,8,8,4,0,22,9,6,0,0,16,8,3,3,0,12,9,15,3,0,33,7,7,0,0,17,5,3,0,0,14,0,0,0,0,7,0,7,0,0,5,3,15,0,0,17,3,0,3,0,9,89,83,31,8,213
5109023,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,7,0,8,0,0,11,0,12,8,4,3,0,16,0,7,10,0,11,8,5,3,0,21,8,9,4,0,14,10,3,0,0,15,14,4,0,0,16,10,3,0,0,22,12,6,0,0,21,0,3,0,0,5,3,3,0,0,4,4,0,0,0,5,3,5,0,0,14,4,0,0,0,7,90,67,41,11,207
5109024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,4,4,0,3,0,9,3,0,0,3,7,3,8,0,0,10,3,3,0,0,12,0,5,0,0,10,8,4,0,0,7,7,3,0,0,10,5,4,0,0,10,6,0,0,0,5,0,0,0,0,0,3,0,0,0,4,3,3,3,0,16,0,0,0,0,0,46,42,17,7,115
5109025,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,3,3,3,0,8,11,0,0,0,13,5,4,0,0,13,6,3,9,0,19,8,8,0,3,14,8,3,4,0,17,0,3,3,0,9,14,13,0,0,21,8,9,3,0,16,3,3,0,0,8,0,0,0,0,0,3,0,0,0,3,3,6,8,0,21,0,0,0,0,0,75,60,35,8,178
5109027,4,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,4,0,4,0,6,6,4,0,0,10,0,3,3,0,6,0,7,8,0,13,11,6,5,0,19,3,7,0,0,7,6,9,0,0,11,12,13,5,0,27,11,6,3,0,18,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,4,6,3,0,20,0,0,0,0,4,65,64,36,10,172
5109028,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,5,0,3,3,4,3,0,11,10,7,3,0,15,3,6,5,0,14,3,9,7,0,21,3,9,0,0,10,3,3,0,0,9,11,14,0,0,32,7,4,0,0,13,3,3,0,0,6,3,8,0,0,14,3,0,0,0,7,4,6,0,0,13,3,0,0,0,3,69,74,27,8,169
5109029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,5,7,0,0,0,12,3,7,3,0,17,3,4,0,0,12,3,6,0,0,10,4,4,0,0,8,7,4,0,0,18,3,5,0,0,10,6,3,0,0,9,3,0,0,0,3,7,0,0,0,5,7,5,4,0,19,0,0,0,0,0,60,49,17,6,136
5109030,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,10,3,3,0,17,3,3,0,0,13,5,4,3,0,12,3,7,4,0,15,3,7,0,0,10,9,7,0,0,12,14,3,0,5,27,6,7,3,0,19,3,0,0,0,3,7,0,0,0,6,3,3,0,0,8,0,5,3,0,11,0,3,0,0,4,67,64,27,6,160
5109031,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,0,3,5,3,9,3,8,3,3,16,3,0,0,4,11,0,3,0,0,3,4,0,0,4,12,11,9,5,0,20,8,3,0,0,11,3,0,0,0,3,0,0,0,0,3,0,3,0,0,3,3,3,0,0,3,0,0,0,0,0,46,39,17,15,115
5109032,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,11,3,4,0,11,0,6,0,0,4,0,8,6,0,16,3,7,0,0,7,0,5,0,0,7,0,10,0,0,8,3,9,3,0,20,0,3,0,0,3,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,5,10,3,0,16,0,0,0,0,0,35,51,19,5,112
5109033,0,0,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,3,0,3,12,0,0,0,14,3,4,3,0,9,3,3,0,0,4,6,7,0,0,9,4,7,3,0,10,3,5,0,0,16,9,7,5,0,24,3,3,3,0,9,0,3,0,0,5,3,0,0,0,5,0,0,0,0,0,7,4,6,0,17,0,0,0,0,0,64,52,27,4,148
5109034,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,8,3,3,4,0,10,0,3,0,0,5,3,3,3,0,7,0,0,0,0,3,3,3,0,0,12,0,3,0,0,5,8,3,0,0,10,3,8,0,0,11,3,0,0,0,10,0,3,0,0,4,3,0,0,0,3,6,0,0,0,6,0,0,0,0,0,49,34,14,3,101
5109035,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,3,0,3,3,3,0,0,10,0,0,3,0,3,7,0,0,0,6,0,0,3,0,6,0,0,0,0,3,3,4,0,0,6,10,3,0,0,16,0,0,0,0,3,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,7,3,0,0,5,0,0,0,0,0,37,28,19,0,75
5109036,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,0,0,3,0,4,0,0,4,8,0,3,0,13,3,0,3,0,8,3,4,4,0,13,0,0,0,0,10,4,3,3,0,9,0,3,0,0,7,13,5,0,0,17,12,3,0,0,16,5,3,0,0,7,0,0,0,0,0,0,0,0,0,3,3,9,6,0,16,0,0,0,0,0,51,47,27,3,127
5109101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5109201,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,0,0,0,5,4,0,0,0,4,0,0,0,0,4,4,3,0,0,6,3,0,0,0,0,0,3,0,0,5,3,3,3,0,13,6,7,0,0,13,7,7,0,0,10,8,5,0,0,9,13,13,0,0,30,8,7,0,0,11,0,0,0,0,3,56,44,13,0,119
5109202,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,3,0,0,0,6,6,0,0,0,8,0,0,3,0,4,0,5,3,0,4,6,10,0,0,12,13,9,6,0,25,4,3,0,0,11,9,11,0,0,22,5,0,0,0,6,14,7,0,0,30,3,8,0,0,13,0,0,0,0,0,75,51,25,10,163
5109203,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,3,0,4,0,3,0,0,3,0,9,3,8,0,0,12,0,3,3,0,3,3,0,0,0,7,8,10,5,0,19,7,11,4,0,16,9,3,0,0,10,8,7,0,0,19,10,9,0,0,20,6,10,4,0,18,0,0,0,0,0,59,59,22,0,146
5109204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,7,0,0,4,0,3,0,0,0,0,0,6,0,0,0,4,5,0,3,0,14,8,10,3,0,18,4,6,0,0,10,10,8,0,0,14,5,8,0,0,12,12,15,0,0,28,4,7,3,0,10,0,0,0,0,0,63,55,23,3,147
5109205,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,5,0,0,0,8,3,0,0,0,6,3,0,3,0,10,4,0,5,0,9,9,12,0,0,19,11,8,0,0,24,4,10,0,0,12,3,6,0,0,7,9,13,0,0,21,4,5,6,0,18,0,0,0,0,0,57,56,20,8,142
5109206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,3,0,3,0,0,0,0,3,3,0,0,0,9,0,0,7,0,9,5,3,0,0,9,3,0,3,0,9,10,7,0,0,18,8,0,0,0,4,3,7,0,0,13,4,10,0,0,9,0,5,0,0,7,5,3,0,0,10,3,0,0,0,3,57,41,22,0,120
5109207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,3,8,0,0,0,8,3,0,0,0,3,3,0,0,0,4,0,3,3,0,10,8,0,0,0,10,3,0,0,0,7,9,5,0,0,14,6,10,0,0,15,4,5,0,0,9,8,13,0,0,14,8,13,3,0,28,3,14,0,0,14,0,0,0,0,0,69,60,12,4,144
5109208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,8,0,5,3,0,0,0,3,0,0,0,0,4,0,3,0,0,4,3,0,0,0,5,5,3,0,0,13,9,0,0,0,16,5,4,0,0,3,10,0,0,0,7,8,5,0,0,12,10,3,4,0,15,0,0,0,0,3,59,26,20,3,111
5109209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,3,0,0,0,5,0,0,0,0,0,5,0,0,0,5,3,3,0,0,3,9,3,0,0,13,3,3,0,0,10,3,7,0,0,9,0,3,0,0,9,12,6,0,0,11,10,3,0,0,17,0,0,0,0,0,62,31,16,3,105
5109210,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,6,0,3,0,6,3,0,0,0,3,12,3,0,0,17,4,0,0,0,9,7,0,0,0,7,7,0,0,0,6,10,9,0,0,17,3,5,0,0,12,0,0,0,0,0,68,21,15,3,100
5109211,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,4,0,0,0,4,3,0,0,0,3,0,0,3,0,4,15,6,3,0,18,6,3,0,0,5,3,0,0,0,3,3,3,0,0,9,10,8,0,0,19,5,5,0,0,8,0,0,0,0,0,56,18,9,0,86
5109212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,3,0,0,0,0,0,3,0,0,0,4,9,0,0,0,6,3,0,0,0,3,0,0,0,0,3,3,0,3,0,6,9,3,3,0,17,6,4,0,0,10,7,0,0,0,7,0,0,0,0,3,7,3,0,0,7,9,0,0,0,8,0,0,0,0,3,58,12,12,3,90
5109213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,10,5,3,0,18,3,0,0,0,3,3,7,0,0,9,5,4,0,0,10,7,12,0,0,24,7,3,0,0,14,0,0,0,0,0,39,35,11,0,86
5109214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,3,0,9,7,3,0,0,12,3,0,5,0,3,0,0,3,0,7,5,3,3,0,12,7,4,0,0,15,5,0,0,0,4,3,0,0,0,3,7,3,0,0,13,5,5,0,0,11,0,0,0,0,0,58,18,19,0,99
5109215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,0,0,3,0,0,4,3,0,0,5,0,0,0,0,4,8,0,0,0,11,7,0,0,0,6,4,4,0,0,3,3,3,0,0,3,5,0,0,0,5,3,3,0,0,9,0,0,0,0,0,42,16,11,3,69
5109216,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,7,0,3,0,10,3,3,0,0,13,14,0,3,0,20,4,4,0,0,7,3,0,0,0,3,10,0,0,0,12,28,7,0,0,34,21,3,0,0,27,5,0,0,0,10,3,4,0,0,5,4,3,0,0,6,13,3,3,0,19,0,0,0,0,0,117,33,20,3,174
5109217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,10,8,0,0,0,8,4,0,0,0,3,4,0,0,0,8,3,3,4,0,12,8,10,3,0,22,10,4,0,0,16,11,6,0,0,12,4,7,0,0,13,10,6,0,0,24,3,11,0,0,18,0,0,0,0,0,80,58,22,7,158
5109218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,6,3,0,0,0,6,7,0,3,0,9,0,0,0,0,3,4,0,0,0,6,4,0,4,0,9,10,10,0,0,21,3,4,0,0,11,12,11,0,0,20,3,4,0,0,13,13,19,0,0,27,9,12,0,0,20,0,0,0,0,0,66,63,18,3,156
5109219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,3,0,3,0,4,4,0,3,0,9,4,0,0,0,5,0,3,0,0,10,3,0,0,0,4,4,3,3,0,13,7,10,3,0,16,8,8,0,0,11,4,10,0,0,15,8,3,0,0,14,12,16,0,0,27,5,6,3,0,18,0,0,0,0,3,62,68,27,0,159
5109220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,0,3,0,8,3,0,0,3,8,3,0,0,0,4,0,0,0,0,3,4,3,0,0,9,10,3,0,0,10,3,3,0,0,8,3,3,0,0,9,11,0,0,0,16,3,5,0,0,12,0,0,0,0,0,49,25,12,3,87
5109221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,9,0,0,0,0,3,5,0,3,0,8,9,3,3,0,10,11,0,0,0,12,10,3,4,0,10,9,3,3,0,13,3,3,0,0,5,7,0,0,0,9,4,6,0,0,10,8,12,0,0,17,6,12,0,0,21,0,0,0,0,0,69,44,18,3,135
5109222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,4,0,3,0,8,5,0,4,0,9,3,0,3,0,5,0,0,3,0,3,3,0,0,0,5,5,0,0,0,5,10,4,0,0,22,5,3,0,0,12,8,3,0,0,13,0,0,0,0,0,4,12,0,0,19,7,6,3,0,15,0,0,0,0,0,64,30,24,3,128
5109223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,5,3,0,3,0,8,0,0,0,0,7,4,3,0,0,9,0,0,0,0,4,0,0,0,0,0,3,3,0,0,3,4,3,0,0,10,9,3,0,0,8,3,3,0,0,10,4,3,0,0,4,13,4,0,0,19,10,4,0,0,12,0,0,0,0,0,49,37,14,3,103
5109224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,3,0,0,3,0,7,0,3,0,0,7,0,0,0,0,0,6,3,6,0,13,6,3,0,0,4,3,0,0,0,3,5,4,0,0,10,14,9,3,0,23,16,4,4,0,20,16,3,0,0,17,10,3,0,0,12,9,7,0,0,21,5,4,0,0,13,0,0,0,0,0,95,52,25,0,165
5109225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,7,0,5,4,3,0,0,12,3,0,0,0,3,4,3,5,0,7,3,4,0,0,6,10,3,3,0,21,6,5,0,0,12,8,5,0,0,7,0,0,0,0,3,3,10,0,0,14,5,3,0,0,8,0,0,0,0,3,55,41,18,3,120
5109226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,0,8,3,0,0,0,3,8,0,3,0,16,3,0,0,0,3,3,0,4,0,6,4,0,0,0,5,10,17,3,0,23,5,8,0,0,11,7,4,0,0,7,0,6,0,0,11,4,0,0,0,10,7,3,0,0,10,0,0,0,0,3,49,48,20,0,119
5109227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,5,0,0,4,0,8,0,0,0,0,4,4,0,0,0,9,4,3,0,0,10,10,5,0,0,16,4,0,0,0,9,5,4,0,0,4,0,0,0,0,4,13,3,0,0,15,6,5,3,0,13,0,0,0,0,0,53,31,13,0,96
