SA1_7DIGITCODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,INA_DS_Separate_house,INA_DS_SemD_ro_tr_h_th,INA_DS_Flat_or_Apart,INA_DS_Other_dwelling,INA_DS_Not_stated,INA_Total,INS_DS_Separate_house,INS_DS_SemD_ro_tr_h_th,INS_DS_Flat_or_Apart,INS_DS_Other_dwelling,INS_DS_Not_stated,INS_DS_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
5110822,71,4,0,0,0,74,13,3,0,0,0,13,0,0,0,0,0,0,86,9,0,0,0,88
5110823,143,0,0,0,0,143,29,0,0,0,0,29,0,0,0,0,0,0,171,0,0,0,0,171
5110824,99,0,0,0,0,100,18,0,0,0,0,18,0,0,0,0,0,3,114,0,0,0,0,114
5110825,65,0,0,0,0,64,13,0,0,0,0,13,0,0,0,0,0,0,78,0,0,0,0,74
5110826,82,0,0,0,0,77,16,0,0,0,0,21,4,0,0,0,0,4,99,0,0,0,0,106
5110828,143,14,0,0,0,164,11,11,0,0,0,22,3,0,0,0,0,4,158,30,0,0,0,187
5110829,157,25,0,0,0,183,25,6,0,0,0,31,3,0,0,0,0,3,190,26,0,0,0,215
5110830,92,14,0,0,0,108,18,0,0,0,0,16,3,0,0,0,0,3,112,20,0,0,0,132
5110831,140,14,0,0,0,156,27,6,0,0,0,38,3,0,0,0,0,3,176,21,0,0,0,196
5110832,115,5,0,0,0,123,25,4,0,0,0,29,3,0,0,0,0,3,144,10,0,0,0,154
5110833,165,4,0,0,0,172,17,3,0,0,0,22,3,0,0,0,0,3,187,7,0,0,0,198
5110834,200,3,0,0,0,207,29,8,0,0,0,40,0,0,0,0,0,0,238,10,0,0,0,249
5110835,103,0,0,18,0,115,8,0,0,12,0,22,3,0,0,4,0,7,112,0,0,32,0,145
5110837,134,28,0,0,0,161,8,3,0,0,0,9,3,0,0,0,0,3,145,32,0,0,0,177
5110838,64,0,0,0,0,64,6,0,0,0,0,6,0,0,0,0,0,0,71,0,0,0,0,71
5110839,80,5,0,0,0,81,37,0,0,0,0,38,4,0,0,0,0,4,119,5,0,0,0,125
5110840,93,0,0,0,0,93,7,0,0,0,0,7,3,0,0,0,0,3,102,0,0,0,0,102
5110841,184,0,0,0,0,189,8,0,0,0,0,8,0,0,0,0,0,0,195,0,0,0,0,199
5110842,168,12,0,0,0,181,8,4,0,0,0,8,3,0,0,0,0,3,179,16,0,0,0,194
5110843,83,0,0,42,0,124,0,0,0,32,0,35,0,0,0,3,0,3,87,0,0,73,0,153
5110844,230,14,3,0,0,243,19,3,0,0,0,24,3,0,0,0,0,3,252,12,3,0,0,273
5110845,112,0,0,0,0,111,8,0,0,0,0,8,4,0,0,0,0,4,118,0,0,0,0,122
5110846,118,3,0,0,0,120,10,0,0,0,0,10,4,0,0,0,0,4,136,3,0,0,0,141
5110847,121,3,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,126,3,0,0,0,125
5110848,159,3,0,0,0,160,7,0,0,0,0,7,0,0,0,0,0,0,161,3,0,0,0,164
5110849,146,12,0,0,0,155,10,0,0,0,0,10,6,0,0,0,0,6,155,17,0,0,0,172
5110850,142,79,0,0,0,224,12,12,0,0,0,22,3,3,0,0,0,6,158,92,0,0,0,249
5110851,95,10,0,0,0,108,3,0,0,0,0,3,0,0,0,0,0,0,100,10,0,0,0,114
5110852,168,0,0,0,0,164,10,0,0,0,0,10,3,0,0,0,0,3,173,0,0,0,0,177
5110853,228,85,0,0,0,315,8,9,0,0,0,21,0,3,0,0,0,7,237,100,0,0,0,338
5110854,15,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,17
5110855,78,29,0,0,0,111,13,3,0,0,0,20,3,3,0,0,0,3,94,36,0,0,0,131
5110856,159,8,0,0,0,167,3,0,0,0,0,3,3,0,0,0,0,3,172,8,0,0,0,179
5110857,227,0,0,0,0,227,9,0,0,0,0,9,3,0,0,0,0,3,240,0,0,0,0,240
5110858,129,0,0,0,0,129,6,0,0,0,0,6,0,0,0,0,0,0,134,0,0,0,0,134
5110859,103,160,3,0,0,266,8,21,0,0,0,32,0,0,0,0,0,3,114,178,3,0,0,296
5110860,106,7,0,0,0,114,7,0,0,0,0,7,0,0,0,0,0,0,118,7,0,0,0,126
5110861,106,0,0,0,0,106,3,0,0,0,0,3,0,0,0,0,0,0,107,0,0,0,0,107
5110862,23,0,0,0,0,23,32,0,0,0,0,32,3,0,0,0,0,3,62,0,0,0,0,63
5110863,134,3,0,0,0,131,7,0,0,0,0,7,0,0,0,0,0,0,136,3,0,0,0,141
5111001,42,101,40,0,0,179,4,64,20,0,0,85,0,13,0,0,0,11,49,173,57,0,0,274
5111002,186,0,0,0,0,186,7,0,0,0,0,7,3,0,0,0,0,3,194,0,0,0,0,194
5111003,106,36,0,0,0,144,43,7,0,0,0,51,0,3,0,0,0,4,149,52,0,0,0,203
5111004,139,0,0,0,0,139,21,0,0,0,0,21,3,0,0,0,0,3,165,0,0,0,0,165
5111006,58,0,0,0,0,58,5,0,0,0,0,10,0,0,0,0,0,0,62,0,0,0,0,64
5111007,53,0,0,0,0,58,4,0,0,0,0,4,0,0,0,0,0,0,63,0,0,0,0,63
5111009,115,21,0,0,0,139,20,24,0,0,0,38,3,0,0,0,0,3,135,43,0,0,0,181
5111010,83,9,0,0,0,96,12,3,0,0,0,16,4,0,0,0,0,4,97,17,0,0,0,111
5111011,151,0,0,0,0,151,33,0,0,0,0,33,8,0,0,0,0,8,198,0,0,0,0,198
5111013,103,0,0,0,0,103,14,0,0,0,0,14,3,0,0,0,0,3,126,0,0,0,0,126
5111015,153,15,0,0,0,172,43,11,0,0,0,59,7,0,0,0,0,8,201,30,0,0,0,233
5111016,80,6,0,0,0,88,21,0,0,0,0,23,0,0,0,0,0,0,109,7,0,0,0,113
5111018,157,0,0,0,0,159,33,3,0,0,0,37,6,0,0,0,0,5,193,4,0,0,0,198
5111019,75,67,26,0,0,170,20,29,7,0,0,55,0,5,0,0,0,11,94,100,30,0,0,229
5111020,117,7,0,0,0,129,26,10,0,0,0,34,4,0,0,0,0,4,152,15,0,0,0,176
5111021,112,6,0,0,0,114,24,4,0,0,0,27,3,0,0,0,0,3,135,8,0,0,0,142
5111022,116,3,0,0,0,126,25,3,0,0,0,32,0,0,0,0,0,0,146,10,0,0,0,157
5111023,97,21,0,0,0,122,26,4,0,0,0,33,7,0,0,0,0,4,127,31,0,0,0,158
5111024,104,8,0,0,0,111,28,3,0,0,0,31,7,0,0,0,0,7,137,13,0,0,0,151
5111025,59,60,0,0,0,114,24,25,0,0,0,54,0,3,0,0,0,3,77,94,0,0,0,169
5111026,83,29,0,0,0,112,10,15,0,0,0,22,3,5,0,0,0,5,98,50,0,0,0,140
5111027,79,22,0,0,0,99,22,11,0,0,0,31,3,0,0,0,0,3,103,32,0,0,0,134
5111028,54,9,0,0,0,70,12,5,0,0,0,18,3,0,0,0,0,3,68,21,0,0,0,85
5111029,135,0,0,0,0,133,29,0,0,0,0,29,4,0,0,0,0,4,167,0,0,0,0,167
5111030,122,3,0,0,0,127,36,0,0,0,0,38,4,0,0,0,0,6,163,8,0,0,0,167
5111031,40,64,0,0,0,103,8,12,0,0,0,22,4,3,0,0,0,7,50,75,0,0,0,132
5111032,186,46,0,0,0,232,43,6,0,0,0,49,10,0,0,0,0,9,236,55,0,0,0,294
5111033,112,78,0,0,0,190,23,62,0,0,0,88,0,3,0,0,0,0,139,139,0,0,0,277
5111034,50,66,0,0,0,121,10,23,0,0,0,31,0,3,0,0,0,3,59,89,0,0,3,153
5111035,75,11,0,0,0,84,11,13,0,0,0,29,0,0,0,0,0,3,86,27,0,0,0,114
5111036,177,3,0,0,0,177,17,3,0,0,0,21,4,0,0,0,0,5,199,3,0,0,0,202
5111037,79,91,6,0,4,182,17,96,7,0,0,120,4,15,0,0,0,19,108,201,9,0,4,328
5111038,79,107,0,0,0,189,15,23,0,0,0,42,3,5,0,0,0,13,95,142,0,0,0,241
5111039,3,0,0,6,3,8,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,10,3,9
5111040,82,0,0,0,0,82,22,0,0,0,0,20,3,0,0,0,0,3,105,0,0,0,0,107
5111041,191,0,0,0,0,192,10,0,0,0,0,10,5,0,0,0,0,5,201,0,0,0,0,202
5111042,242,3,0,0,0,247,14,0,0,0,0,14,4,0,0,0,0,4,266,3,0,0,0,275
5111043,66,0,0,0,0,67,19,0,0,0,0,19,0,0,0,0,0,0,86,0,0,0,0,87
5111044,141,6,0,0,0,147,18,3,0,0,0,23,10,0,0,0,0,10,172,9,0,0,0,180
5111045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5111046,95,23,0,0,0,115,23,8,0,0,0,34,4,3,0,0,0,9,123,36,0,0,0,157
5111047,100,17,20,0,0,131,34,7,0,0,0,40,0,0,0,0,0,3,134,20,23,0,0,171
5111101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5111201,95,5,0,0,0,102,25,7,0,0,0,30,6,0,0,0,0,6,123,12,0,0,0,134
5111202,77,7,0,0,0,93,14,0,0,0,0,14,6,0,0,0,0,6,103,7,0,0,0,109
5111203,98,7,0,0,0,102,17,5,0,0,0,23,4,0,0,0,0,6,119,16,0,0,0,129
5111204,105,10,0,0,0,114,15,10,0,0,0,23,0,0,0,0,0,3,116,17,0,0,0,137
5111205,102,0,0,0,0,102,10,0,0,0,0,10,0,0,0,0,0,0,115,0,0,0,0,115
5111206,107,0,0,0,0,107,23,0,0,0,0,23,0,0,0,0,0,0,136,0,0,0,0,136
5111207,133,3,0,0,0,136,26,0,0,0,0,29,3,0,0,0,0,3,171,3,0,0,0,173
5111208,76,10,0,0,0,86,12,0,0,0,0,12,6,0,0,0,0,3,92,7,0,0,0,102
5111209,107,0,0,0,0,103,35,0,0,0,0,40,5,0,0,0,0,4,145,0,0,0,0,151
5111210,108,0,0,0,0,110,15,0,0,0,0,16,3,0,0,0,0,3,129,5,0,0,0,134
5111211,132,0,0,0,0,132,20,0,0,0,0,20,3,0,0,0,0,3,149,0,0,0,0,154
5111212,99,0,0,0,0,99,14,0,0,0,0,14,0,0,0,0,0,0,108,0,0,0,0,108
5111213,60,0,0,13,0,76,9,0,0,10,0,19,0,0,0,0,0,0,73,0,0,26,0,100
5111215,73,0,0,0,0,73,5,0,0,0,0,5,0,0,0,0,0,0,80,0,0,0,0,80
5111216,174,39,0,0,0,214,8,0,0,0,0,7,0,3,0,0,0,0,187,40,0,0,0,226
5111217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5111301,140,0,0,0,0,140,15,0,0,0,0,15,3,0,0,0,0,3,157,0,0,0,0,157
5111302,109,0,0,3,0,114,16,0,0,0,0,16,3,0,0,0,0,3,129,0,0,3,0,135
5111303,51,0,0,0,0,51,12,0,0,0,0,12,3,0,0,0,0,3,70,0,0,0,0,70
5111311,176,0,0,0,0,176,10,0,0,0,0,10,8,0,0,0,0,8,188,0,0,0,0,188
5111312,206,29,0,0,0,235,4,0,0,0,0,5,0,0,0,0,0,3,207,27,0,0,0,241
5111313,564,3,0,0,0,567,12,0,0,0,0,11,5,0,0,0,0,5,587,3,0,0,0,593
5111314,89,7,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,90,7,0,0,0,100
5111315,168,0,0,0,0,167,9,0,0,0,0,9,5,0,0,0,0,5,176,0,0,0,0,184
5111316,190,37,0,0,0,228,6,3,0,0,0,5,3,0,0,0,0,3,201,44,0,0,0,242
5111317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5111318,225,57,0,0,0,278,7,4,0,0,0,11,0,0,0,0,0,7,232,62,0,0,0,295
5111319,94,14,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,91,14,0,0,0,112
5111320,147,18,0,0,0,159,3,0,0,0,0,5,3,0,0,0,0,3,147,18,0,0,0,164
5111321,21,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,26
5111322,171,0,0,0,0,171,11,0,0,0,0,11,0,0,0,0,0,0,178,0,0,0,0,178
5111323,82,19,0,0,0,99,7,0,0,0,0,7,0,0,0,0,0,0,89,20,0,0,0,107
5111324,242,68,0,0,0,313,6,6,0,0,0,13,8,0,0,0,0,8,256,69,0,0,0,330
5111325,411,17,0,0,0,429,4,0,0,0,0,4,4,0,0,0,0,4,424,15,0,0,0,439
5111326,136,19,0,0,0,155,10,0,0,0,0,11,9,0,0,0,0,10,154,19,0,0,0,172
5111327,144,11,0,0,0,157,3,0,0,0,0,3,7,0,0,0,0,5,152,16,0,0,0,160
5111328,72,26,0,0,0,93,5,0,0,0,0,5,0,0,0,0,0,0,75,24,0,0,0,98
5111329,461,9,0,0,0,471,21,0,0,0,0,21,7,0,0,0,0,7,485,9,0,0,0,495
5111330,360,11,0,0,0,371,8,0,0,0,0,8,7,0,0,0,0,7,378,11,0,0,0,393
5111331,111,208,0,0,0,317,4,12,0,0,0,19,5,7,0,0,0,11,121,225,0,0,0,347
5111332,102,28,0,0,0,126,5,3,0,0,0,8,4,0,0,0,0,3,110,27,0,0,0,144
5111333,138,26,0,0,0,163,10,4,0,0,0,9,0,0,0,0,0,0,148,31,0,0,0,175
5111334,156,6,0,0,0,162,0,0,0,0,0,0,3,0,0,0,0,3,161,8,0,0,0,173
5111335,125,10,0,0,0,133,8,0,0,0,0,8,0,0,0,0,0,0,136,10,0,0,0,145
5111336,126,20,0,0,0,150,0,0,0,0,0,0,4,0,0,0,0,4,132,19,0,0,0,153
5111337,161,36,0,0,0,204,3,0,0,0,0,3,0,0,0,0,0,0,173,36,0,0,0,207
5111401,115,0,0,0,0,115,13,0,0,0,0,15,0,0,0,0,0,0,128,0,0,0,0,132
5111402,140,8,0,0,0,147,16,0,0,0,0,15,5,0,0,0,0,5,165,9,0,0,0,168
5111403,38,37,41,0,0,121,5,19,24,0,0,45,3,0,3,0,0,3,47,54,70,0,0,174
5111404,116,0,0,0,0,116,12,0,0,0,0,12,0,0,0,0,0,0,125,0,0,0,0,125
5111405,152,0,0,0,0,154,24,0,0,0,0,24,0,0,0,0,0,0,180,0,0,0,0,185
5111406,153,3,0,0,0,158,20,0,0,0,0,20,3,0,0,0,0,3,179,3,0,0,0,183
5111407,135,0,0,0,0,135,8,0,0,0,0,10,3,0,0,0,0,3,148,3,0,0,0,146
5111408,67,9,0,0,0,78,3,7,0,0,0,13,0,0,0,0,0,0,74,18,0,0,0,93
5111409,137,4,0,0,0,140,23,0,0,0,0,25,3,0,0,0,0,3,162,7,0,0,0,169
5111410,99,23,0,0,0,121,10,8,0,0,0,18,7,0,0,0,0,11,119,30,0,0,0,151
5111411,121,32,0,0,0,153,28,4,0,0,0,35,4,0,0,0,0,6,156,39,0,0,0,194
5111412,73,65,0,0,0,141,19,14,0,0,0,37,6,3,0,0,0,8,102,83,0,0,0,188
5111413,88,38,0,0,0,127,20,16,0,0,0,36,7,8,0,0,0,11,113,59,0,0,0,167
5111414,137,17,0,0,0,152,28,11,0,0,0,41,7,3,0,0,0,6,169,31,0,0,0,203
5111415,123,6,0,0,0,128,35,0,0,0,0,35,3,0,0,0,0,3,160,6,0,0,0,171
5111416,105,9,0,0,0,111,40,0,0,0,0,36,0,0,0,0,0,0,148,11,0,0,0,158
5111417,153,7,0,0,0,159,21,14,0,0,0,35,3,0,0,0,0,4,182,19,0,0,0,199
5111418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5111419,89,56,0,0,0,145,10,5,0,0,0,14,4,0,0,0,0,3,97,66,0,0,0,171
5111420,105,3,0,0,0,103,7,0,0,0,0,7,0,0,0,0,0,0,115,3,0,0,0,116
5111421,112,0,0,0,0,115,4,0,0,0,0,4,0,0,0,0,0,0,120,0,0,0,0,119
5111422,57,17,0,20,0,91,9,4,0,12,0,27,3,0,0,3,0,9,69,20,0,32,0,124
5111423,99,0,0,0,0,99,8,0,0,0,0,8,0,0,0,0,0,0,108,0,0,0,0,108
5111424,70,3,0,0,0,75,10,0,0,0,0,10,5,0,0,0,0,5,88,3,0,0,0,90
5111425,94,60,0,0,3,156,21,30,7,0,0,56,0,3,0,0,0,3,114,92,9,0,3,216
5111426,96,27,0,0,0,119,24,4,0,0,0,31,3,0,0,0,0,5,125,30,0,0,0,151
5111501,46,0,0,0,0,46,6,0,0,0,0,6,0,0,0,0,0,0,53,0,0,0,0,53
5111503,113,0,0,0,0,119,15,0,0,0,0,15,3,0,0,0,0,3,133,0,0,0,0,134
5111504,131,0,0,0,0,131,6,0,0,0,0,6,0,0,0,0,0,0,141,0,0,0,0,141
5111506,176,0,0,0,0,181,13,0,0,0,0,17,4,0,0,0,0,4,194,0,0,0,0,197
5111507,207,0,16,0,0,219,28,0,0,0,0,32,8,0,0,0,0,8,242,0,18,0,0,257
5111508,126,0,0,0,0,123,12,0,0,0,0,12,3,0,0,0,0,3,141,0,0,0,0,138
5111509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5111510,92,8,0,0,0,99,17,0,0,0,0,16,3,0,0,0,0,3,107,7,0,0,0,117
5111511,161,8,0,0,0,168,23,0,0,0,0,25,0,0,0,0,0,0,185,6,0,0,0,194
5111512,121,0,0,0,0,121,5,0,0,0,0,5,0,0,0,0,0,0,132,0,0,0,0,132
5111513,107,3,0,0,0,110,6,0,0,0,0,6,3,0,0,0,0,3,119,3,0,0,0,122
5111514,151,15,0,0,0,165,24,6,0,0,0,30,3,0,0,0,0,3,183,16,0,0,0,197
5111515,131,0,0,0,0,131,12,0,0,0,0,12,3,0,0,0,0,3,146,0,0,0,0,146
5111516,138,3,0,0,0,137,20,0,0,0,0,20,3,0,0,0,0,3,155,3,0,0,0,156
5111517,196,0,0,0,0,196,4,0,0,0,0,4,5,0,0,0,0,5,206,0,0,0,0,206
5111518,48,0,0,0,0,48,3,0,0,0,0,3,0,0,0,0,0,0,49,0,0,0,0,49
5111519,100,0,0,0,0,100,16,0,0,0,0,16,0,0,0,0,0,0,121,0,0,0,0,121
5111520,208,0,0,0,0,207,5,0,0,0,0,5,0,0,0,0,0,0,214,0,0,0,0,217
5111521,110,0,0,0,0,110,71,0,0,0,0,71,11,0,0,0,0,11,186,0,0,0,0,186
5111601,86,0,0,0,0,86,4,0,0,0,0,4,0,0,0,0,0,0,84,0,0,0,0,84
5111602,88,0,0,0,0,88,10,0,0,0,0,10,0,0,0,0,0,0,99,0,0,0,0,99
5111603,169,0,0,0,0,169,8,0,0,0,0,8,0,0,0,0,0,0,181,0,0,0,0,181
5111604,90,0,0,0,0,93,7,0,0,0,0,7,6,0,0,0,4,9,106,0,0,3,4,109
5111605,109,0,0,0,0,109,12,0,0,0,0,12,0,0,0,0,0,0,116,0,0,0,0,116
5111606,139,0,0,0,0,139,9,0,0,0,0,9,0,0,0,0,0,0,143,0,0,0,0,147
5111607,73,0,0,0,0,75,7,0,0,0,0,7,0,0,0,0,0,0,80,0,0,0,0,79
5111608,126,0,0,0,0,128,31,0,0,0,0,31,3,0,0,0,0,3,154,0,0,0,0,154
5111609,62,0,0,0,0,69,10,0,0,0,0,11,0,0,0,0,0,0,75,0,0,3,0,72
5111610,166,0,0,0,0,166,7,0,0,0,0,7,0,0,0,0,0,0,173,0,0,0,0,173
5111611,137,0,0,0,0,138,9,0,0,0,0,9,4,0,0,0,0,3,150,0,0,0,0,153
5111612,175,0,0,0,0,179,24,0,0,0,0,29,0,0,0,0,0,0,205,4,0,0,0,207
5111613,133,0,0,0,0,133,3,0,0,0,0,3,4,0,0,0,0,4,142,0,0,0,0,142
5111614,94,0,0,0,0,94,8,0,0,0,0,8,3,0,0,0,0,3,100,0,0,0,0,100
5111615,210,0,0,0,0,210,3,0,0,0,0,3,3,0,0,0,0,4,218,0,0,0,0,217
5111616,156,0,0,0,0,157,8,0,0,0,0,8,0,0,0,0,0,0,167,0,0,0,0,164
5111617,94,0,0,0,0,94,5,0,0,0,0,5,4,0,0,0,0,4,105,0,0,0,0,105
5111618,111,0,0,0,0,111,9,0,0,0,0,9,6,0,0,0,0,6,121,0,0,0,0,121
5111701,125,0,0,0,0,125,16,0,0,0,0,16,0,0,0,0,0,0,141,0,0,0,0,141
5111703,109,7,0,0,0,115,17,0,0,0,0,17,4,0,0,0,0,3,122,8,0,0,0,136
5111704,103,0,0,0,0,103,9,0,0,0,0,9,4,0,0,0,0,4,118,0,0,0,0,118
5111706,141,5,0,0,0,147,15,3,0,0,0,17,6,0,0,0,0,6,163,12,0,0,0,174
5111708,151,0,0,0,0,150,6,0,0,0,0,6,0,38,0,0,0,38,157,38,0,0,0,196
5111709,135,16,0,0,0,152,8,3,0,0,0,7,0,0,0,0,0,0,141,21,0,0,0,160
5111710,131,0,0,0,0,131,20,0,0,0,0,20,0,0,0,0,0,0,154,0,0,0,0,154
5111711,69,0,0,0,0,69,8,0,0,0,0,8,0,0,0,0,0,0,85,0,0,0,0,85
5111712,126,0,0,0,0,126,18,0,0,0,0,18,3,0,0,0,0,3,142,0,0,0,0,142
5111713,140,55,0,0,0,197,5,9,0,0,0,13,4,3,0,0,0,5,147,72,0,0,0,214
5111714,146,0,0,0,0,146,22,0,0,0,0,22,3,0,0,0,0,3,166,0,0,0,0,166
5111715,110,0,0,0,0,110,26,0,0,0,0,26,7,0,0,0,0,7,145,0,0,0,0,145
5111716,96,0,0,0,0,96,11,0,0,0,0,11,3,0,0,0,0,3,107,0,0,0,0,107
5111717,91,8,0,0,0,97,16,0,0,0,0,19,6,0,0,0,0,6,113,10,0,0,0,118
5111718,110,0,0,0,0,110,10,0,0,0,0,10,9,0,0,0,0,9,127,0,0,0,0,127
5111719,103,4,0,0,0,104,9,0,0,0,0,14,0,0,0,0,0,0,114,3,0,0,0,113
5111720,129,6,0,0,0,129,13,0,0,0,0,13,3,0,0,0,0,3,144,6,0,0,0,147
5111721,136,0,0,0,0,136,15,0,0,0,0,15,4,0,0,0,0,4,154,0,0,0,0,154
5111722,123,0,0,0,0,123,10,0,0,0,0,10,0,0,0,0,0,0,134,0,0,0,0,134
5111723,128,14,0,0,0,137,9,0,0,0,0,9,0,0,0,0,0,0,139,14,0,0,0,155
5111724,74,6,0,0,0,75,6,3,0,0,0,9,3,0,0,0,0,3,77,9,0,0,3,90
5111725,101,16,0,0,0,113,9,0,0,0,0,10,3,3,0,0,0,3,104,20,0,0,0,126
5111726,126,3,0,0,0,126,8,0,0,0,0,8,4,0,0,0,0,4,135,3,0,0,0,138
5111801,91,14,0,0,0,102,14,3,0,0,0,20,6,3,0,0,0,10,115,18,0,0,0,133
5111802,96,5,0,0,0,99,12,3,0,0,0,21,0,3,0,0,0,3,110,12,0,0,0,119
5111803,128,64,0,0,0,189,32,3,0,0,0,35,6,0,0,0,0,8,162,68,0,0,0,235
5111804,156,18,0,0,0,173,26,3,0,0,0,28,0,3,0,0,0,4,186,26,0,0,0,209
5111805,118,6,0,0,0,126,13,5,0,0,0,16,6,0,0,0,0,6,139,11,0,0,0,152
5111806,138,3,0,0,0,141,4,9,0,0,0,14,0,0,0,0,0,3,141,20,0,0,0,161
5111807,135,18,45,0,0,204,21,3,9,0,0,40,3,3,0,0,0,7,162,30,56,0,0,246
5111808,142,0,0,0,0,142,10,0,0,0,0,16,0,0,0,0,0,0,151,3,0,0,0,159
5111809,139,16,8,8,3,167,20,3,0,3,0,24,0,0,0,0,0,0,159,23,7,5,3,195
5111810,160,28,0,0,0,187,25,4,0,0,0,30,6,0,0,0,0,6,190,38,4,0,0,226
5111811,175,126,46,0,5,351,9,16,4,0,0,28,3,3,0,0,0,4,188,139,54,0,3,385
5111812,142,0,0,0,0,142,12,0,0,0,0,12,3,0,0,0,0,3,155,0,0,0,0,155
5111813,131,3,0,0,0,141,15,3,0,0,0,15,6,0,0,0,0,6,153,8,0,0,0,156
5111814,164,3,0,0,0,166,30,0,0,0,0,37,7,0,0,0,0,7,205,0,0,0,0,208
5111815,165,16,0,0,0,175,12,0,0,0,0,10,0,0,0,0,0,3,179,16,0,0,3,191
5111816,76,54,4,0,0,136,21,25,0,0,0,48,0,4,0,0,0,5,99,83,6,0,0,186
5111817,112,73,6,0,0,200,25,23,0,0,0,46,0,6,0,0,0,8,139,109,6,0,0,254
5111818,152,97,0,0,0,256,23,29,0,0,0,55,0,6,0,0,0,4,179,128,0,0,4,310
5111819,117,29,0,0,0,146,27,18,0,0,0,42,0,3,0,0,0,3,140,51,0,0,0,188
5111820,112,124,10,0,0,249,21,39,3,0,0,55,3,3,0,0,0,10,138,163,18,0,0,319
5111821,112,14,0,0,0,129,41,3,0,0,0,46,9,0,0,0,0,11,159,20,0,0,3,187
5111822,85,37,0,0,0,130,30,22,0,0,0,51,3,5,0,0,0,9,124,65,3,0,0,187
5111823,149,8,10,0,0,162,14,3,0,0,0,20,9,0,0,0,0,7,170,14,12,0,0,197
5111824,126,11,0,0,0,138,38,0,0,0,0,38,7,0,0,0,0,6,173,8,0,0,0,182
5111825,216,0,0,0,0,216,44,0,0,0,0,44,9,0,0,0,0,9,263,0,0,0,0,263
5111901,58,3,33,0,0,97,3,7,0,0,0,7,0,4,0,0,0,3,62,14,31,0,0,109
5111902,103,0,0,0,0,103,9,0,0,0,0,9,7,0,0,0,0,7,117,0,0,0,0,117
5111903,83,25,0,0,0,109,13,4,0,0,0,17,0,0,0,0,0,0,91,33,0,0,0,124
5111904,137,5,3,0,0,144,19,9,0,0,0,24,11,0,0,0,0,11,162,14,3,0,0,183
5111905,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5111906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5111907,80,7,0,0,0,89,8,0,0,0,0,9,0,0,0,0,0,0,91,8,0,0,0,104
5111908,119,10,9,0,0,144,11,0,0,0,0,10,0,0,0,0,0,0,131,12,9,0,0,155
5111909,96,31,127,0,3,257,9,3,34,0,0,48,3,0,5,0,0,11,103,37,170,0,3,312
5111910,85,18,36,0,0,140,10,0,0,0,0,10,4,0,0,0,0,5,100,14,38,0,0,151
5111911,138,11,51,0,0,207,3,3,3,0,0,13,3,0,0,0,0,3,143,18,60,0,0,226
5111912,99,4,20,0,0,124,11,0,3,0,0,10,0,0,0,0,0,0,110,4,23,0,0,139
5111913,79,8,23,0,3,114,9,3,0,0,0,15,0,0,0,0,0,3,84,12,26,0,3,124
5111914,82,11,22,0,0,109,3,0,10,0,0,16,3,0,3,0,0,6,88,12,31,0,0,131
5111915,56,15,40,0,0,104,3,0,8,0,0,13,4,0,4,0,0,8,59,12,44,0,0,125
5111916,123,4,0,0,0,130,12,0,0,0,0,12,4,0,0,0,0,4,140,4,0,0,0,147
5111917,127,6,0,0,0,131,15,0,0,0,0,10,8,0,0,0,0,8,142,11,0,0,0,150
5111918,152,5,5,0,0,163,17,4,0,0,0,19,7,3,0,0,0,4,174,11,5,0,0,194
5111919,74,85,0,0,0,161,12,29,0,0,0,37,3,5,0,0,0,12,81,123,0,0,0,206
5111920,103,38,0,0,0,139,8,3,0,0,0,11,0,0,0,0,0,0,112,44,0,0,0,152
5111921,34,45,0,0,0,83,7,13,0,0,0,19,0,3,0,0,0,3,46,61,0,0,0,104
5111922,83,49,14,0,0,154,7,17,15,0,0,45,0,0,0,0,0,6,99,71,33,0,0,203
