SA1_7DIGITCODE_2016,M_Nat_Phy_Sci_15_24,M_Nat_Phy_Sci_25_34,M_Nat_Phy_Sci_35_44,M_Nat_Phy_Sci_45_54,M_Nat_Phy_Sci_55_64,M_Nat_Phy_Sci_65_74,M_Nat_Phy_Sci_75_84,M_Nat_Phy_Sci_85,M_Nat_Phy_Sci_Tot,M_IT_15_24,M_IT_25_34,M_IT_35_44,M_IT_45_54,M_IT_55_64,M_IT_65_74,M_IT_75_84,M_IT_85,M_IT_Tot,M_Egnr_rel_Tech_15_24,M_Egnr_rel_Tech_25_34,M_Egnr_rel_Tech_35_44,M_Egnr_rel_Tech_45_54,M_Egnr_rel_Tech_55_64,M_Egnr_rel_Tech_65_74,M_Egnr_rel_Tech_75_84,M_Egnr_rel_Tech_85,M_Egnr_rel_Tech_Tot,M_Arc_Bld_15_24,M_Arc_Bld_25_34,M_Arc_Bld_35_44,M_Arc_Bld_45_54,M_Arc_Bld_55_64,M_Arc_Bld_65_74,M_Arc_Bld_75_84,M_Arc_Bld_85_over,M_Arc_Bld_Tot,M_Agric_Env_Rel_Stud_15_24,M_Agric_Env_Rel_Stud_25_34,M_Agric_Env_Rel_Stud_35_44,M_Agric_Env_Rel_Stud_45_54,M_Agric_Env_Rel_Stud_55_64,M_Agric_Env_Rel_Stud_65_74,M_Agric_Env_Rel_Stud_75_84,M_Agric_Env_Rel_Stud_85,M_Agric_Envir_Rel_Stud_Tot,M_Hlth_15_24_yr,M_Hlth_25_34_yr,M_Hlth_35_44_yr,M_Hlth_45_54_yr,M_Hlth_55_64_yr,M_Hlth_65_74_yr,M_Hlth_75_84_yr,M_Hlth_85_yr_over,M_Hlth_Tot,M_Edu_15_24_yr,M_Edu_25_34_yr,M_Edu_35_44_yr,M_Edu_45_54_yr,M_Edu_55_64_yr,M_Edu_65_74_yr,M_Edu_75_84_yr,M_Edu_85_yr_over,M_Edu_Tot,M_Mgmt_Cmrce_15_24,M_Mgmt_Cmrce_25_34,M_Mgmt_Cmrce_35_44,M_Mgmt_Cmrce_45_54,M_Mgmt_Cmrce_55_64,M_Mgmt_Cmrce_65_74,M_Mgmt_Cmrce_75_84,M_Mgmt_Cmrce_85_over,M_Mgmt_Cmrce_Tot,M_Scty_Cul_15_24_yr,M_Scty_Cul_25_34_yr,M_Scty_Cul_35_44_yr,M_Scty_Cul_45_54_yr,M_Scty_Cul_55_64_yr,M_Scty_Cul_65_74_yr,M_Scty_Cul_75_84_yr,M_Scty_Cul_85_yr_over,M_Scty_Cul_Tot,M_Crtve_Arts_15_24_yr,M_Crtve_Arts_25_34_yr,M_Crtve_Arts_35_44_yr,M_Crtve_Arts_45_54_yr,M_Crtve_Arts_55_64_yr,M_Crtve_Arts_65_74_yr,M_Crtve_Arts_75_84_yr,M_Crtve_Arts_85_yr_over,M_Crtve_Arts_Tot,M_FoodHos_PsnlSvcs_15_24,M_FoodHos_PsnlSvcs_25_34,M_FoodHos_PsnlSvcs_35_44,M_FoodHos_PsnlSvcs_45_54,M_FoodHos_PsnlSvcs_55_64,M_FoodHos_PsnlSvcs_65_74,M_FoodHos_PsnlSvcs_75_84,M_FoodHos_PsnlSvcs_85_over,M_FoodHos_PsnlSvcs_Tot,M_Mix_Fld_Prog_15_24,M_Mix_Fld_Prog_25_34,M_Mix_Fld_Prog_35_44,M_Mix_Fld_Prog_45_54,M_Mix_Fld_Prog_55_64,M_Mix_Fld_Prog_65_74,M_Mix_Fld_Prog_75_84,M_Mix_Fld_Prog_85_over,M_Mix_Fld_Prog_Tot,M_Fld_stud_inad_desc_15_24,M_Fld_stud_inad_desc_25_34,M_Fld_stud_inad_desc_35_44,M_Fld_stud_inad_desc_45_54,M_Fld_stud_inad_desc_55_64,M_Fld_stud_inad_desc_65_74,M_Fld_stud_inad_desc_75_84,M_Fld_stud_inad_desc_85,M_Fld_stud_inad_desc_Tot,M_Fld_stud_ns_15_24_yr,M_Fld_stud_ns_25_34_yr,M_Fld_stud_ns_35_44_yr,M_Fld_stud_ns_45_54_yr,M_Fld_stud_ns_55_64_yr,M_Fld_stud_ns_65_74_yr,M_Fld_stud_ns_75_84_yr,M_Fld_stud_ns_85_yr_over,M_Fld_stud_ns_Tot,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Nat_Phy_Sci_15_24,F_Nat_Phy_Sci_25_34,F_Nat_Phy_Sci_35_44,F_Nat_Phy_Sci_45_54,F_Nat_Phy_Sci_55_64,F_Nat_Phy_Sci_65_74,F_Nat_Phy_Sci_75_84,F_Nat_Phy_Sci_85,F_Nat_Phy_Sci_Tot,F_IT_15_24,F_IT_25_34,F_IT_35_44,F_IT_45_54,F_IT_55_64,F_IT_65_74,F_IT_75_84,F_IT_85,F_IT_Tot,F_Egnr_rel_Tech_15_24,F_Egnr_rel_Tech_25_34,F_Egnr_rel_Tech_35_44,F_Egnr_rel_Tech_45_54,F_Egnr_rel_Tech_55_64,F_Egnr_rel_Tech_65_74,F_Egnr_rel_Tech_75_84,F_Egnr_rel_Tech_85,F_Egnr_rel_Tech_Tot,F_Arc_Bld_15_24,F_Arc_Bld_25_34,F_Arc_Bld_35_44,F_Arc_Bld_45_54,F_Arc_Bld_55_64,F_Arc_Bld_65_74,F_Arc_Bld_75_84,F_Arc_Bld_85_over,F_Arc_Bld_Tot,F_Agric_Env_Rel_Stud_15_24,F_Agric_Env_Rel_Stud_25_34,F_Agric_Env_Rel_Stud_35_44,F_Agric_Env_Rel_Stud_45_54,F_Agric_Env_Rel_Stud_55_64,F_Agric_Env_Rel_Stud_65_74,F_Agric_Env_Rel_Stud_75_84,F_Agric_Env_Rel_Stud_85,F_Agric_Envir_Rel_Stud_Tot,F_Hlth_15_24_yr,F_Hlth_25_34_yr,F_Hlth_35_44_yr,F_Hlth_45_54_yr,F_Hlth_55_64_yr,F_Hlth_65_74_yr,F_Hlth_75_84_yr,F_Hlth_85_yr_over,F_Hlth_Tot,F_Edu_15_24_yr,F_Edu_25_34_yr,F_Edu_35_44_yr,F_Edu_45_54_yr,F_Edu_55_64_yr,F_Edu_65_74_yr,F_Edu_75_84_yr,F_Edu_85_yr_over,F_Edu_Tot,F_Mgmt_Cmrce_15_24,F_Mgmt_Cmrce_25_34
5107222,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,7,7,3,4,4,3,0,27,0,3,5,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,3,0,3,3,4,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,20,13,7,12,3,0,71,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,3,0,0,13,0,0,6,5,3,3,0,0,18,0,4
5107223,0,0,3,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,7,6,9,5,10,0,0,44,0,0,4,3,0,4,0,0,11,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,7,0,3,4,0,0,21,0,3,0,4,0,0,0,0,8,0,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,4,6,19,40,19,19,15,3,3,129,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,8,10,3,3,0,0,22,0,3,6,8,3,5,0,0,23,3,4
5107224,0,0,0,3,0,0,0,0,12,0,0,0,3,0,0,0,0,5,0,3,18,10,8,8,3,0,47,0,3,11,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,4,0,3,0,3,0,0,0,0,10,0,0,9,0,0,0,0,0,19,0,4,0,0,3,0,0,0,9,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,4,0,0,16,7,21,46,24,17,11,8,5,140,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,3,3,0,0,0,20,0,3,3,8,9,3,0,0,25,3,10
5107225,0,0,4,0,5,0,0,0,7,0,0,0,5,0,0,0,0,11,0,0,8,7,4,6,0,0,39,0,0,0,4,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,3,0,0,0,3,0,0,0,4,6,5,0,0,19,0,3,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,17,23,24,20,0,4,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,3,4,3,0,17,0,3,4,3,8,6,0,0,25,3,0
5107226,0,0,3,3,3,4,0,0,14,0,0,0,0,3,0,0,0,3,4,0,5,8,10,8,0,0,34,3,0,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,4,0,0,3,3,3,0,0,0,8,0,0,0,0,0,0,0,0,6,0,3,7,11,7,0,0,0,30,0,3,3,0,0,3,0,0,8,0,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,6,9,32,32,30,17,3,3,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,6,9,3,3,0,0,28,0,3,9,3,4,9,0,0,25,0,0
5107227,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,3,0,0,4,13,3,4,6,0,33,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6,0,0,0,4,3,3,0,0,7,0,0,5,11,4,0,0,0,32,3,3,3,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,11,6,21,32,20,17,14,0,114,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,10,9,6,0,3,0,24,0,0,5,9,3,3,4,0,25,0,3
5107228,0,0,0,0,3,4,0,0,10,0,0,3,0,0,0,0,0,5,3,5,12,11,10,9,3,0,56,0,0,4,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,4,0,0,5,0,3,11,14,8,7,0,0,34,3,0,3,4,8,0,0,0,17,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,11,37,32,29,24,8,3,157,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,6,0,3,0,0,21,0,3,9,8,8,8,0,0,31,5,0
5107229,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,3,0,23,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,0,22,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,8,7,17,15,17,10,0,72,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,11,0,0,0,3,3,4,0,0,14,0,0
5107230,0,0,0,0,6,0,0,0,6,0,3,5,0,0,0,0,0,7,0,3,0,3,5,10,0,0,28,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,11,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,12,15,16,14,4,0,79,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,0,16,0,0,3,0,5,0,0,0,8,0,0
5107231,0,0,3,3,0,0,0,0,6,0,0,3,0,0,0,0,0,3,3,3,14,8,7,6,0,0,43,0,3,4,3,0,0,0,0,18,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,11,0,0,4,0,3,3,0,0,7,0,4,5,4,0,5,0,0,24,0,0,6,3,4,3,0,0,12,3,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,6,10,21,45,22,18,19,4,0,144,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,4,7,4,0,0,0,0,23,0,7,10,6,4,3,0,0,22,0,8
5107232,0,5,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,3,6,6,8,4,5,0,40,0,0,3,4,0,0,0,0,20,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,3,3,3,0,0,0,3,0,4,3,0,3,4,0,0,11,0,0,0,0,3,0,0,0,5,0,3,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,11,19,29,32,20,15,9,3,126,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,7,3,5,3,0,24,0,0,4,11,3,3,0,0,23,0,0
5107233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,17,4,7,0,0,46,0,0,3,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,3,4,8,9,4,0,0,24,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,3,0,8,11,9,17,36,21,12,5,0,113,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,13,0,0,4,3,4,0,0,0,17,0,5
5107234,0,3,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,7,3,0,5,6,6,0,3,0,28,3,3,3,0,0,3,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,5,8,0,0,0,0,0,12,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,14,27,17,10,9,3,0,78,0,5,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,17,0,5,3,0,0,0,0,0,10,0,3
5107301,0,0,0,0,3,0,0,0,4,0,4,0,0,0,0,0,0,4,3,4,6,3,6,8,0,0,35,0,0,3,3,6,3,3,0,17,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,3,3,3,3,3,0,3,0,0,14,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,4,21,20,20,20,18,4,3,111,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,5,0,0,0,15,4,3,3,3,6,7,0,0,24,3,12
5107302,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,3,5,19,7,9,10,0,0,51,0,0,4,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,6,0,0,3,0,3,0,0,0,4,0,0,3,0,3,3,0,0,10,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,24,35,14,16,11,10,0,121,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,5,0,0,0,24,0,5,11,0,0,0,0,0,18,0,4
5107303,0,0,0,3,0,0,0,0,3,0,4,3,3,0,0,0,0,3,0,7,7,9,4,13,0,0,43,0,3,4,4,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,7,4,0,0,0,15,0,3,3,0,0,0,0,0,7,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,5,3,0,0,0,0,12,4,19,28,25,8,19,3,0,113,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,3,0,0,16,0,8,3,3,5,0,0,0,18,0,0
5107304,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,0,0,3,3,4,6,4,4,5,0,0,34,0,3,3,3,3,4,3,0,25,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,9,0,0,3,0,0,0,0,0,7,0,4,4,3,3,3,0,0,11,0,3,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0,3,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,13,19,36,22,8,18,11,0,124,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,0,0,3,3,3,4,10,8,3,0,0,30,3,0,7,3,3,3,0,0,16,0,12
5107305,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,0,9,11,7,12,6,0,0,42,0,5,4,0,0,0,0,0,13,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,3,5,0,0,0,17,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,36,26,9,19,9,3,0,113,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,3,3,0,0,12,0,3,4,3,3,0,0,0,11,0,8
5107306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,10,0,0,0,18,0,4,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,19,7,3,0,0,50,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,6,0,0,3,4,3,0,0,0,11,0,3
5107307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,5,3,5,0,0,23,3,10,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,7,0,0,0,3,0,0,0,0,9,0,0,0,0,3,4,0,0,13,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,7,12,22,18,11,12,11,3,0,88,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,6,0,3,4,0,0,15,0,3,0,0,3,0,0,0,10,0,6
5107308,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,5,13,7,11,3,3,0,45,0,3,4,3,3,8,3,0,20,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,5,3,3,4,0,0,0,13,0,0,0,0,4,3,0,0,5,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,6,22,26,17,27,15,4,0,118,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,17,0,5,5,3,4,8,0,0,25,6,4
5107309,0,0,5,0,3,0,0,0,9,0,0,0,0,0,0,0,0,4,0,12,0,7,3,3,0,0,27,0,3,3,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,8,0,0,3,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,3,23,11,19,15,12,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,0,0,0,0,15,0,0,7,3,5,0,0,0,13,0,3
5107310,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,3,17,12,9,10,0,3,56,3,6,5,3,3,0,0,0,23,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,3,3,0,6,3,3,3,0,16,0,4,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,3,0,0,15,18,23,28,24,21,26,4,3,145,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,5,3,6,4,0,0,0,33,0,3,8,3,4,3,0,0,18,0,3
5107311,0,0,3,3,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,7,10,11,9,9,3,0,49,0,3,0,0,7,3,0,0,11,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,5,0,5,3,0,3,3,0,0,16,0,4,0,0,3,0,0,0,7,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,3,30,29,23,20,27,5,0,134,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,3,6,3,0,0,28,0,5,7,6,3,6,0,0,30,0,0
5107312,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,7,5,0,3,0,6,0,0,21,0,4,0,0,3,3,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,18,7,8,8,13,3,0,64,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,5,0,0,0,9,0,0,0,0,0,0,0,0,4,0,6
5107313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,15,0,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,10,8,10,4,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,11,0,4,3,0,0,0,0,0,5,0,0
