SA1_7DIGITCODE_2016,M_Emp_wrk_Ft_15_19,M_Emp_wrk_Ft_20_24,M_Emp_wrk_Ft_25_34,M_Emp_wrk_Ft_35_44,M_Emp_wrk_Ft_45_54,M_Emp_wrk_Ft_55_64,M_Emp_wrk_Ft_65_74,M_Emp_wrk_Ft_75_84,M_Emp_wrk_Ft_85,M_Emp_wrk_Ft_Tot,M_Emp_wrk_Pt_15_19,M_Emp_wrk_Pt_20_24,M_Emp_wrk_Pt_25_34,M_Emp_wrk_Pt_35_44,M_Emp_wrk_Pt_45_54,M_Emp_wrk_Pt_55_64,M_Emp_wrk_Pt_65_74,M_Emp_wrk_Pt_75_84,M_Emp_wrk_Pt_85,M_Emp_wrk_Pt_Tot,M_Emp_a_f_wrk_15_19,M_Emp_a_f_wrk_20_24,M_Emp_a_f_wrk_25_34,M_Emp_a_f_wrk_35_44,M_Emp_a_f_wrk_45_54,M_Emp_a_f_wrk_55_64,M_Emp_a_f_wrk_65_74,M_Emp_a_f_wrk_75_84,M_Emp_a_f_wrk_85,M_Emp_a_f_wrk_Tot,M_Hr_wrk_ns_15_19,M_Hr_wrk_ns_20_24,M_Hr_wrk_ns_25_34,M_Hr_wrk_ns_35_44,M_Hr_wrk_ns_45_54,M_Hr_wrk_ns_55_64,M_Hr_wrk_ns_65_74,M_Hr_wrk_ns_75_84,M_Hr_wrk_ns_85,M_Hr_wrk_ns_Tot,M_Tot_emp_15_19,M_Tot_emp_20_24,M_Tot_emp_25_34,M_Tot_emp_35_44,M_Tot_emp_45_54,M_Tot_emp_55_64,M_Tot_emp_65_74,M_Tot_emp_75_84,M_Tot_emp_85_over,M_Tot_emp_Tot,M_UE_lk_fr_Ft_wrk_15_19,M_UE_lk_fr_Ft_wrk_20_24,M_UE_lk_fr_Ft_wrk_25_34,M_UE_lk_fr_Ft_wrk_35_44,M_UE_lk_fr_Ft_wrk_45_54,M_UE_lk_fr_Ft_wrk_55_64,M_UE_lk_fr_Ft_wrk_65_74,M_UE_lk_fr_Ft_wrk_75_84,M_UE_lk_for_Ft_wrk_85,M_UE_looking_for_Ft_wk_Tot,M_UE_lk_for_Pt_wk_15_19,M_UE_lk_for_Pt_wk_20_24,M_UE_lk_for_Pt_wk_25_34,M_UE_lk_for_Pt_wk_35_44,M_UE_lk_for_Pt_wk_45_54,M_UE_lk_for_Pt_wk_55_64,M_UE_lk_for_Pt_wk_65_74,M_UE_lk_for_Pt_wk_75_84,M_UE_looking_for_Pt_wk_85,M_UE_lk_for_Pt_wrk_Tot,M_Tot_unemp_15_19,M_Tot_unemp_20_24,M_Tot_unemp_25_34,M_Tot_unemp_35_44,M_Tot_unemp_45_54,M_Tot_unemp_55_64,M_Tot_unemp_65_74,M_Tot_unemp_75_84,M_Tot_unemp_85,M_Tot_unemp_Total,M_Tot_LF_15_19_yr,M_Tot_LF_20_24_yr,M_Tot_LF_25_34_yr,M_Tot_LF_35_44_yr,M_Tot_LF_45_54_yr,M_Tot_LF_55_64_yr,M_Tot_LF_65_74_yr,M_Tot_LF_75_84_yr,M_Tot_LF_85,M_Tot_LF_Tot,M_N_the_LF_15_19,M_N_the_LF_20_24,M_N_the_LF_25_34,M_N_the_LF_35_44,M_N_the_LF_45_54,M_N_the_LF_55_64,M_N_the_LF_65_74,M_N_the_LF_75_84,M_N_the_LF_85,M_N_the_LF_Tot,M_LF_st_ns_15_19,M_LF_st_ns_20_24,M_LF_st_ns_25_34,M_LF_st_ns_35_44,M_LF_st_ns_45_54,M_LF_st_ns_55_64,M_LF_st_ns_65_74,M_LF_st_ns_75_84,M_LF_st_ns_85,M_LF_st_ns_Total,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Emp_wrk_Ft_15_19,F_Emp_wrk_Ft_20_24,F_Emp_wrk_Ft_25_34,F_Emp_wrk_Ft_35_44,F_Emp_wrk_Ft_45_54,F_Emp_wrk_Ft_55_64,F_Emp_wrk_Ft_65_74,F_Emp_wrk_Ft_75_84,F_Emp_wrk_Ft_85,F_Emp_wrk_Ft_Tot,F_Emp_wrk_Pt_15_19,F_Emp_wrk_Pt_20_24,F_Emp_wrk_Pt_25_34,F_Emp_wrk_Pt_35_44,F_Emp_wrk_Pt_45_54,F_Emp_wrk_Pt_55_64,F_Emp_wrk_Pt_65_74,F_Emp_wrk_Pt_75_84,F_Emp_wrk_Pt_85,F_Emp_wrk_Pt_Tot,F_Emp_a_f_wrk_15_19,F_Emp_a_f_wrk_20_24,F_Emp_a_f_wrk_25_34,F_Emp_a_f_wrk_35_44,F_Emp_a_f_wrk_45_54,F_Emp_a_f_wrk_55_64,F_Emp_a_f_wrk_65_74,F_Emp_a_f_wrk_75_84,F_Emp_a_f_wrk_85,F_Emp_a_f_wrk_Tot,F_Hr_wrk_ns_15_19,F_Hr_wrk_ns_20_24,F_Hr_wrk_ns_25_34,F_Hr_wrk_ns_35_44,F_Hr_wrk_ns_45_54,F_Hr_wrk_ns_55_64,F_Hr_wrk_ns_65_74,F_Hr_wrk_ns_75_84,F_Hr_wrk_ns_85,F_Hr_wrk_ns_Tot,F_Tot_emp_15_19,F_Tot_emp_20_24,F_Tot_emp_25_34,F_Tot_emp_35_44,F_Tot_emp_45_54,F_Tot_emp_55_64,F_Tot_emp_65_74,F_Tot_emp_75_84,F_Tot_emp_85_over,F_Tot_emp_Tot,F_UE_lk_fr_Ft_wrk_15_19,F_UE_lk_fr_Ft_wrk_20_24,F_UE_lk_fr_Ft_wrk_25_34,F_UE_lk_fr_Ft_wrk_35_44,F_UE_lk_fr_Ft_wrk_45_54,F_UE_lk_fr_Ft_wrk_55_64,F_UE_lk_fr_Ft_wrk_65_74,F_UE_lk_fr_Ft_wrk_75_84,F_UE_lk_for_Ft_wrk_85,F_UE_looking_for_Ft_wk_Tot,F_UE_lk_for_Pt_wk_15_19,F_UE_lk_for_Pt_wk_20_24,F_UE_lk_for_Pt_wk_25_34,F_UE_lk_for_Pt_wk_35_44,F_UE_lk_for_Pt_wk_45_54,F_UE_lk_for_Pt_wk_55_64,F_UE_lk_for_Pt_wk_65_74,F_UE_lk_for_Pt_wk_75_84,F_UE_looking_for_Pt_wk_85,F_UE_lk_for_Pt_wrk_Tot,F_Tot_unemp_15_19,F_Tot_unemp_20_24,F_Tot_unemp_25_34,F_Tot_unemp_35_44,F_Tot_unemp_45_54,F_Tot_unemp_55_64,F_Tot_unemp_65_74,F_Tot_unemp_75_84,F_Tot_unemp_85,F_Tot_unemp_Total
5103535,0,0,20,16,20,23,3,0,0,92,3,5,4,0,5,5,4,4,0,40,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,5,24,23,30,27,10,4,0,129,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,10,6,10,29,22,32,27,10,4,0,141,15,13,9,3,4,5,13,12,0,65,0,0,0,0,0,0,0,0,0,5,20,20,35,26,37,25,23,15,0,217,0,4,15,10,12,15,3,0,0,66,5,7,9,14,10,8,6,0,0,59,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,11,10,22,22,30,23,9,4,0,132,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4
5103536,0,7,12,23,23,6,6,0,0,79,3,17,12,4,3,8,4,0,0,46,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,22,23,31,27,18,7,0,0,131,0,3,0,0,4,0,0,0,0,12,4,0,0,0,0,0,0,0,0,3,4,3,4,0,4,0,0,0,0,16,9,23,24,29,29,19,7,0,0,142,7,12,3,3,5,0,14,9,0,56,0,0,3,0,0,0,0,0,0,8,18,36,32,33,40,20,21,9,0,205,0,3,14,11,23,11,0,0,0,57,4,9,4,16,7,10,3,3,0,48,0,0,4,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,10,7,19,26,30,15,4,3,0,116,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,7,0,3,5,4,0,0,0,0,0,8
5103537,0,6,3,27,19,13,3,0,0,70,3,14,0,3,0,4,4,0,0,33,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,20,9,28,21,16,9,0,0,108,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,9,0,3,5,0,0,0,0,0,0,11,4,26,7,28,23,19,11,0,0,118,9,3,5,0,0,0,6,3,0,28,0,0,0,0,0,0,0,0,0,0,13,24,13,25,28,23,17,3,0,148,0,4,4,6,14,10,0,0,0,37,13,10,0,13,10,15,8,0,0,63,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,9,4,26,25,20,6,0,0,107,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6
5103538,0,5,18,17,23,15,5,0,0,88,3,14,4,4,3,3,3,4,0,41,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,14,21,17,28,21,13,4,0,128,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,23,24,28,21,14,4,0,134,12,6,3,0,0,0,11,12,0,44,0,0,0,0,0,0,0,0,0,3,20,16,27,19,33,24,23,15,0,178,0,7,12,6,20,6,3,0,0,59,0,13,9,7,11,7,3,0,0,50,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,20,18,33,19,7,0,0,114,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,6
5103539,0,7,13,18,19,5,3,0,0,70,5,12,10,3,0,0,9,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,21,20,18,9,10,0,0,108,0,0,0,0,3,0,0,0,0,3,0,3,3,0,0,0,0,0,0,5,0,3,3,0,3,0,0,0,0,13,8,20,21,25,24,9,10,0,0,115,6,9,12,0,0,6,8,10,5,50,0,6,3,3,0,0,0,0,0,10,13,38,38,27,28,15,18,10,5,186,0,5,10,6,14,14,0,0,0,49,6,13,6,14,9,10,0,0,0,53,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,20,23,23,16,22,4,0,0,105,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,0,3,0,0,3,0,0,0,0,11
5103540,0,0,17,17,19,18,7,0,0,82,6,3,4,5,0,0,10,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,15,24,20,22,12,0,3,109,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,7,9,18,24,25,22,13,0,3,114,11,3,0,0,3,6,18,9,0,56,3,0,0,0,0,0,0,0,0,6,19,14,20,24,25,25,26,9,3,171,0,0,13,12,17,11,0,0,0,49,3,4,4,13,9,8,3,0,0,48,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,5,15,24,26,18,4,0,0,104,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5
5103541,0,6,11,12,42,21,3,0,0,97,3,5,3,0,4,0,0,0,0,25,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,16,14,11,42,25,10,0,0,121,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,3,0,0,0,0,3,0,0,9,6,19,16,11,44,25,12,0,0,132,13,3,3,0,0,4,12,9,3,59,0,0,0,3,0,0,0,0,0,6,20,23,20,19,47,28,20,9,3,193,0,0,3,5,8,7,3,0,0,34,5,12,5,12,27,12,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,7,14,33,20,5,0,0,105,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3
5103601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5103602,0,3,5,20,22,18,4,0,0,77,0,8,0,3,0,5,7,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,5,22,23,20,14,3,0,102,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,3,0,0,5,0,3,0,0,3,0,3,0,0,8,4,10,5,22,27,23,16,3,0,112,11,12,0,0,0,7,13,10,3,55,0,0,0,0,0,0,0,4,0,5,16,20,8,23,23,32,29,19,4,175,0,0,3,4,9,10,3,0,0,36,7,10,8,6,10,14,8,0,0,57,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,6,10,15,14,24,22,10,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5
5103603,0,3,9,15,31,21,7,0,0,79,3,5,0,0,0,3,4,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,9,15,33,25,10,3,0,105,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,8,7,9,8,20,34,25,10,3,0,110,8,4,5,0,0,6,9,15,4,39,0,0,0,0,0,0,0,0,0,3,13,12,9,20,34,27,19,13,4,152,0,5,3,8,16,8,0,0,0,37,7,11,3,7,20,11,8,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,9,20,34,21,6,0,0,108,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,6,4,0,0,0,3,0,0,0,0,6
5103604,0,3,0,12,15,11,3,0,0,54,9,5,0,0,0,0,3,0,0,16,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,11,0,12,20,11,6,0,0,75,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,9,13,11,0,12,24,11,6,0,0,78,10,0,0,0,0,4,3,3,0,30,0,0,0,0,0,0,0,0,0,0,26,12,3,17,20,18,8,3,0,106,0,0,0,4,11,3,0,0,0,24,5,0,3,7,10,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,10,24,8,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5103605,0,0,3,19,10,8,5,0,0,52,0,3,0,0,0,8,8,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,18,17,18,6,3,0,77,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,5,9,18,17,18,6,3,0,83,9,0,0,0,3,5,9,15,3,49,0,0,0,0,0,0,0,0,0,0,11,6,7,18,15,21,20,18,3,127,0,3,5,3,6,8,0,0,0,27,5,0,3,12,13,0,3,3,0,35,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,5,18,16,12,3,3,0,62,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4
5103606,0,3,15,10,22,12,7,0,0,71,10,4,0,3,5,3,7,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,17,12,26,20,14,3,0,107,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,3,3,0,0,4,0,0,0,0,7,8,11,17,17,33,16,14,3,0,112,9,3,3,3,0,3,12,5,6,49,0,0,0,0,0,0,0,0,0,0,19,13,16,19,33,20,21,7,6,167,0,0,9,8,8,3,0,0,0,31,5,4,6,15,15,19,4,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,18,15,21,26,4,0,0,101,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7
5103607,0,0,3,0,8,4,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,15,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,0,0,0,17,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5103608,0,7,4,24,27,11,4,0,0,77,5,6,0,0,0,3,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,5,29,23,12,11,3,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,13,5,29,25,12,11,3,0,102,9,3,0,0,0,0,11,4,4,32,0,3,0,0,3,0,0,0,0,5,22,20,8,28,29,11,16,10,4,145,0,0,3,13,10,5,0,0,0,32,3,3,0,9,11,7,6,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,24,23,14,3,0,0,74,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7
5103609,0,4,11,17,30,27,3,0,0,98,7,14,6,0,3,7,5,0,0,41,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,21,13,22,38,27,11,0,0,137,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,3,0,0,6,0,0,0,0,8,8,20,19,22,45,27,11,0,0,150,24,6,0,0,3,3,13,5,6,60,0,0,0,0,0,0,0,0,0,0,33,25,21,22,46,31,21,7,6,216,0,0,10,6,20,5,0,0,0,53,6,11,3,8,22,13,0,0,0,61,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,12,13,17,49,21,0,0,0,113,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6
5103610,0,0,0,8,20,6,0,0,0,35,3,3,0,0,0,0,10,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,8,16,13,11,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,4,8,16,12,11,0,0,56,7,0,0,0,0,0,3,5,0,26,0,0,0,0,0,0,0,0,0,0,15,7,4,6,20,13,12,9,0,85,0,0,3,3,10,0,0,0,0,14,3,5,0,3,3,6,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,9,17,11,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5103611,0,6,9,27,31,23,9,0,0,111,3,10,8,4,5,8,7,4,0,39,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,14,21,33,34,31,14,4,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,5,15,21,33,34,31,14,4,0,160,22,3,0,0,3,6,20,9,5,68,0,0,6,6,0,8,3,3,0,34,31,23,25,36,41,43,36,15,5,257,0,0,17,8,21,12,4,0,0,60,3,6,3,13,16,17,3,0,0,59,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,14,15,22,36,30,8,3,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3
5103612,0,10,15,32,35,14,4,0,0,113,11,12,4,6,4,6,8,0,0,51,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,21,21,38,42,23,14,0,0,167,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,6,0,3,0,0,0,0,0,6,11,23,26,39,42,24,14,0,0,169,14,3,0,0,0,3,13,11,4,42,0,0,0,0,4,0,0,0,3,10,22,31,31,41,39,24,22,11,5,218,0,4,7,14,19,5,3,0,0,51,9,7,9,26,14,21,9,0,0,86,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,10,21,41,32,24,8,0,0,144,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,6
5103613,0,0,5,11,23,7,7,0,0,44,3,0,0,0,3,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,11,24,5,11,0,0,58,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,3,0,5,7,24,7,13,0,0,60,3,0,0,0,0,8,8,3,3,25,0,0,0,0,3,0,0,0,0,3,6,0,4,12,29,12,21,3,3,95,0,0,7,5,3,3,0,0,0,17,0,0,7,5,11,7,5,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,11,15,5,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5103614,0,0,11,27,17,20,7,0,0,78,0,3,0,0,0,5,7,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,29,19,22,18,3,0,106,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,15,25,21,22,18,3,0,110,4,0,3,0,0,4,11,6,3,33,0,0,0,0,0,4,0,0,0,4,3,4,18,31,21,34,28,10,3,151,0,0,10,7,10,8,4,0,0,44,12,3,6,6,13,14,11,0,0,62,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,11,17,14,25,23,11,0,0,111,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3
5103615,0,0,6,14,3,0,0,0,0,23,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6,17,5,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,5,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,9,0,0,0,0,35,0,0,8,4,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,7,11,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3
5103616,0,3,4,9,18,12,0,0,0,40,3,4,0,0,0,5,4,3,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,9,4,13,21,12,3,3,0,66,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,12,6,10,16,12,3,3,0,70,15,3,0,0,0,7,11,3,3,38,0,0,0,0,0,0,0,0,0,0,19,8,7,10,21,19,10,5,3,104,0,3,0,0,10,3,0,0,0,20,4,3,0,4,5,5,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,11,21,12,6,0,0,56,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,3,3,0,0,0,0,7
5103617,0,3,10,24,26,24,4,0,0,85,7,6,3,0,3,4,7,0,0,31,3,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,9,16,11,23,27,25,7,0,0,123,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,0,0,0,6,15,16,11,23,31,25,7,0,0,131,101,4,0,0,0,9,9,6,0,130,3,0,0,4,0,0,0,0,0,8,119,21,12,27,34,37,22,9,0,267,0,0,11,7,18,12,0,0,0,48,11,8,4,14,14,19,3,0,0,63,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,11,16,23,28,32,3,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,9
5103618,0,3,9,19,18,13,6,0,0,60,0,3,0,0,4,4,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,19,22,14,8,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,3,5,14,19,18,14,8,0,0,81,9,0,0,0,0,9,9,3,0,33,0,0,0,0,0,0,0,0,0,3,15,14,10,18,18,19,19,3,0,119,0,3,11,5,15,7,0,0,0,37,13,3,4,9,10,9,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,12,17,20,18,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
5103619,0,0,8,26,26,20,5,0,0,78,3,4,3,0,3,6,4,0,0,30,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,8,9,23,26,22,6,6,0,114,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,8,9,10,9,23,26,22,6,6,0,117,16,0,3,0,0,3,25,17,0,67,3,0,0,0,0,0,0,0,3,12,25,16,10,28,26,32,30,20,3,193,0,4,8,7,14,15,3,0,0,49,4,5,4,14,18,24,9,0,0,69,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,6,11,19,30,43,6,0,0,130,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
