SA1_7DIGITCODE_2016,M_Emp_wrk_Ft_15_19,M_Emp_wrk_Ft_20_24,M_Emp_wrk_Ft_25_34,M_Emp_wrk_Ft_35_44,M_Emp_wrk_Ft_45_54,M_Emp_wrk_Ft_55_64,M_Emp_wrk_Ft_65_74,M_Emp_wrk_Ft_75_84,M_Emp_wrk_Ft_85,M_Emp_wrk_Ft_Tot,M_Emp_wrk_Pt_15_19,M_Emp_wrk_Pt_20_24,M_Emp_wrk_Pt_25_34,M_Emp_wrk_Pt_35_44,M_Emp_wrk_Pt_45_54,M_Emp_wrk_Pt_55_64,M_Emp_wrk_Pt_65_74,M_Emp_wrk_Pt_75_84,M_Emp_wrk_Pt_85,M_Emp_wrk_Pt_Tot,M_Emp_a_f_wrk_15_19,M_Emp_a_f_wrk_20_24,M_Emp_a_f_wrk_25_34,M_Emp_a_f_wrk_35_44,M_Emp_a_f_wrk_45_54,M_Emp_a_f_wrk_55_64,M_Emp_a_f_wrk_65_74,M_Emp_a_f_wrk_75_84,M_Emp_a_f_wrk_85,M_Emp_a_f_wrk_Tot,M_Hr_wrk_ns_15_19,M_Hr_wrk_ns_20_24,M_Hr_wrk_ns_25_34,M_Hr_wrk_ns_35_44,M_Hr_wrk_ns_45_54,M_Hr_wrk_ns_55_64,M_Hr_wrk_ns_65_74,M_Hr_wrk_ns_75_84,M_Hr_wrk_ns_85,M_Hr_wrk_ns_Tot,M_Tot_emp_15_19,M_Tot_emp_20_24,M_Tot_emp_25_34,M_Tot_emp_35_44,M_Tot_emp_45_54,M_Tot_emp_55_64,M_Tot_emp_65_74,M_Tot_emp_75_84,M_Tot_emp_85_over,M_Tot_emp_Tot,M_UE_lk_fr_Ft_wrk_15_19,M_UE_lk_fr_Ft_wrk_20_24,M_UE_lk_fr_Ft_wrk_25_34,M_UE_lk_fr_Ft_wrk_35_44,M_UE_lk_fr_Ft_wrk_45_54,M_UE_lk_fr_Ft_wrk_55_64,M_UE_lk_fr_Ft_wrk_65_74,M_UE_lk_fr_Ft_wrk_75_84,M_UE_lk_for_Ft_wrk_85,M_UE_looking_for_Ft_wk_Tot,M_UE_lk_for_Pt_wk_15_19,M_UE_lk_for_Pt_wk_20_24,M_UE_lk_for_Pt_wk_25_34,M_UE_lk_for_Pt_wk_35_44,M_UE_lk_for_Pt_wk_45_54,M_UE_lk_for_Pt_wk_55_64,M_UE_lk_for_Pt_wk_65_74,M_UE_lk_for_Pt_wk_75_84,M_UE_looking_for_Pt_wk_85,M_UE_lk_for_Pt_wrk_Tot,M_Tot_unemp_15_19,M_Tot_unemp_20_24,M_Tot_unemp_25_34,M_Tot_unemp_35_44,M_Tot_unemp_45_54,M_Tot_unemp_55_64,M_Tot_unemp_65_74,M_Tot_unemp_75_84,M_Tot_unemp_85,M_Tot_unemp_Total,M_Tot_LF_15_19_yr,M_Tot_LF_20_24_yr,M_Tot_LF_25_34_yr,M_Tot_LF_35_44_yr,M_Tot_LF_45_54_yr,M_Tot_LF_55_64_yr,M_Tot_LF_65_74_yr,M_Tot_LF_75_84_yr,M_Tot_LF_85,M_Tot_LF_Tot,M_N_the_LF_15_19,M_N_the_LF_20_24,M_N_the_LF_25_34,M_N_the_LF_35_44,M_N_the_LF_45_54,M_N_the_LF_55_64,M_N_the_LF_65_74,M_N_the_LF_75_84,M_N_the_LF_85,M_N_the_LF_Tot,M_LF_st_ns_15_19,M_LF_st_ns_20_24,M_LF_st_ns_25_34,M_LF_st_ns_35_44,M_LF_st_ns_45_54,M_LF_st_ns_55_64,M_LF_st_ns_65_74,M_LF_st_ns_75_84,M_LF_st_ns_85,M_LF_st_ns_Total,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Emp_wrk_Ft_15_19,F_Emp_wrk_Ft_20_24,F_Emp_wrk_Ft_25_34,F_Emp_wrk_Ft_35_44,F_Emp_wrk_Ft_45_54,F_Emp_wrk_Ft_55_64,F_Emp_wrk_Ft_65_74,F_Emp_wrk_Ft_75_84,F_Emp_wrk_Ft_85,F_Emp_wrk_Ft_Tot,F_Emp_wrk_Pt_15_19,F_Emp_wrk_Pt_20_24,F_Emp_wrk_Pt_25_34,F_Emp_wrk_Pt_35_44,F_Emp_wrk_Pt_45_54,F_Emp_wrk_Pt_55_64,F_Emp_wrk_Pt_65_74,F_Emp_wrk_Pt_75_84,F_Emp_wrk_Pt_85,F_Emp_wrk_Pt_Tot,F_Emp_a_f_wrk_15_19,F_Emp_a_f_wrk_20_24,F_Emp_a_f_wrk_25_34,F_Emp_a_f_wrk_35_44,F_Emp_a_f_wrk_45_54,F_Emp_a_f_wrk_55_64,F_Emp_a_f_wrk_65_74,F_Emp_a_f_wrk_75_84,F_Emp_a_f_wrk_85,F_Emp_a_f_wrk_Tot,F_Hr_wrk_ns_15_19,F_Hr_wrk_ns_20_24,F_Hr_wrk_ns_25_34,F_Hr_wrk_ns_35_44,F_Hr_wrk_ns_45_54,F_Hr_wrk_ns_55_64,F_Hr_wrk_ns_65_74,F_Hr_wrk_ns_75_84,F_Hr_wrk_ns_85,F_Hr_wrk_ns_Tot,F_Tot_emp_15_19,F_Tot_emp_20_24,F_Tot_emp_25_34,F_Tot_emp_35_44,F_Tot_emp_45_54,F_Tot_emp_55_64,F_Tot_emp_65_74,F_Tot_emp_75_84,F_Tot_emp_85_over,F_Tot_emp_Tot,F_UE_lk_fr_Ft_wrk_15_19,F_UE_lk_fr_Ft_wrk_20_24,F_UE_lk_fr_Ft_wrk_25_34,F_UE_lk_fr_Ft_wrk_35_44,F_UE_lk_fr_Ft_wrk_45_54,F_UE_lk_fr_Ft_wrk_55_64,F_UE_lk_fr_Ft_wrk_65_74,F_UE_lk_fr_Ft_wrk_75_84,F_UE_lk_for_Ft_wrk_85,F_UE_looking_for_Ft_wk_Tot,F_UE_lk_for_Pt_wk_15_19,F_UE_lk_for_Pt_wk_20_24,F_UE_lk_for_Pt_wk_25_34,F_UE_lk_for_Pt_wk_35_44,F_UE_lk_for_Pt_wk_45_54,F_UE_lk_for_Pt_wk_55_64,F_UE_lk_for_Pt_wk_65_74,F_UE_lk_for_Pt_wk_75_84,F_UE_looking_for_Pt_wk_85,F_UE_lk_for_Pt_wrk_Tot,F_Tot_unemp_15_19,F_Tot_unemp_20_24,F_Tot_unemp_25_34,F_Tot_unemp_35_44,F_Tot_unemp_45_54,F_Tot_unemp_55_64,F_Tot_unemp_65_74,F_Tot_unemp_75_84,F_Tot_unemp_85,F_Tot_unemp_Total
5110308,5,11,11,23,53,16,3,0,0,122,7,9,3,3,3,0,0,0,0,26,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,21,16,28,54,15,6,3,0,156,3,0,0,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,4,3,0,0,4,3,0,0,0,12,8,28,16,30,55,20,6,3,0,166,13,6,0,0,0,3,7,4,5,38,0,3,0,0,3,0,3,0,0,13,27,38,17,32,64,24,14,9,5,213,0,13,5,15,26,5,0,0,0,67,4,7,3,15,26,4,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,10,31,53,7,0,0,0,130,0,3,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,7
5110309,0,6,19,16,20,9,3,0,0,72,4,0,3,6,7,3,3,0,0,23,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,11,24,21,22,15,10,0,0,99,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,8,11,24,27,22,15,10,0,0,107,3,0,4,0,0,0,16,5,3,31,0,0,0,0,0,0,0,0,0,0,8,15,25,25,25,15,18,7,3,137,0,6,9,7,8,3,0,0,0,38,0,0,7,14,7,3,4,0,0,40,0,0,0,3,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,20,25,17,8,3,0,0,84,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,9
5110310,0,7,15,17,31,9,0,0,0,81,5,0,8,0,7,3,0,0,0,28,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,13,8,23,23,38,13,0,0,0,116,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,14,13,23,23,38,14,0,0,0,122,11,3,3,0,3,5,3,3,0,36,0,0,0,0,0,0,0,0,0,3,23,13,23,20,42,23,8,3,0,158,0,3,6,13,17,6,0,0,0,43,7,10,3,11,21,10,0,0,0,54,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,11,14,6,22,39,14,0,0,0,106,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
5110311,0,3,6,18,26,7,0,0,0,63,3,4,0,3,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,6,18,27,13,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,15,5,21,27,13,0,0,0,86,8,4,3,0,3,5,4,5,3,30,0,0,0,0,0,0,0,0,0,0,12,17,6,21,35,13,4,5,3,111,0,4,0,0,7,0,0,0,0,15,4,11,4,14,15,0,0,0,0,56,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,11,7,14,27,4,0,0,0,73,0,0,4,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,0,0,0,5
5110312,0,7,8,14,40,18,3,0,0,83,11,3,3,0,0,0,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,11,16,38,18,3,0,0,109,0,0,0,3,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,5,7,0,0,3,0,0,0,0,0,13,20,11,13,21,44,18,3,0,0,120,7,0,0,0,3,5,4,0,0,21,0,0,0,0,0,0,0,0,0,3,28,12,12,21,48,16,8,0,0,144,0,0,5,14,16,5,0,0,0,43,12,3,3,7,26,5,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,9,22,38,8,0,0,0,102,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,11
5110313,0,10,23,13,29,21,3,0,0,102,10,8,3,0,5,4,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,11,11,32,15,32,23,3,0,0,136,3,0,4,0,3,0,0,0,0,13,4,0,0,0,0,0,0,0,0,6,7,0,4,0,3,4,0,0,0,24,18,16,31,15,32,27,3,0,0,151,7,0,0,0,0,9,8,0,0,26,0,0,0,0,3,0,0,0,0,4,29,19,31,15,40,33,12,0,0,182,3,6,10,6,18,5,0,0,0,47,10,8,9,9,20,8,4,0,0,70,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,12,17,15,37,14,3,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,11
5110314,0,4,14,35,27,21,0,0,0,111,6,4,4,4,9,8,3,0,0,39,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,10,13,13,40,38,26,3,0,0,153,0,0,0,4,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,5,0,0,4,0,0,0,0,0,16,10,13,18,50,38,34,3,0,0,167,17,3,4,7,4,3,22,10,3,74,0,0,0,0,4,5,10,0,0,21,28,14,16,60,47,40,33,16,3,262,0,3,11,15,22,7,3,0,0,65,10,3,7,20,12,8,8,0,0,69,0,0,3,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10,4,26,37,34,17,8,0,0,140,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,3,0,3,0,0,0,0,0,0,8
5110315,4,14,13,22,38,21,3,0,0,116,11,10,4,0,3,3,0,0,0,34,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,20,22,15,22,46,23,8,0,0,154,0,0,0,0,3,3,0,0,0,7,3,0,0,0,0,0,0,0,0,7,3,0,3,0,3,3,0,0,0,17,19,26,22,18,48,29,8,0,0,168,16,7,0,0,0,0,15,5,0,40,0,0,0,0,0,0,3,0,0,6,35,29,22,22,52,29,23,4,0,208,0,6,6,22,13,4,3,0,0,58,14,6,4,18,25,7,0,0,0,73,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,10,14,35,40,12,3,0,0,139,0,4,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,14,4,6,0,0,3,0,0,0,0,12
5110316,0,0,4,16,24,9,0,0,0,65,8,4,4,0,0,0,5,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,12,16,30,11,5,0,0,88,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,10,11,12,16,30,16,5,0,0,95,4,0,0,0,0,0,16,7,3,44,0,0,0,0,3,0,3,0,0,11,16,8,12,14,30,17,29,8,3,148,0,3,8,6,7,3,3,0,0,27,7,0,11,12,3,8,3,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,14,17,12,14,4,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,5
5110317,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,14,5,0,3,4,4,9,3,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3
5110318,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5110319,4,8,8,16,28,19,0,0,0,85,9,3,4,3,3,3,3,0,0,24,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,11,15,20,36,22,5,0,0,118,0,0,0,0,3,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,0,8,15,10,14,20,34,22,5,0,0,131,12,0,3,3,0,3,7,0,0,28,0,3,0,0,4,0,0,0,0,12,32,17,21,25,36,26,11,0,0,171,3,5,4,11,14,4,0,0,0,51,13,4,10,12,11,10,0,0,0,61,0,3,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,11,15,23,30,13,0,0,0,112,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,0,8
5110320,3,10,6,9,27,10,0,0,0,63,5,0,3,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,11,8,9,27,9,4,0,0,73,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,8,11,8,12,25,8,4,0,0,78,4,0,5,0,3,4,7,3,0,21,0,0,0,0,0,0,0,0,0,5,15,15,13,12,28,15,12,3,0,110,0,3,3,3,9,3,0,0,0,27,3,8,4,9,15,3,3,0,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,8,9,9,26,12,3,0,0,70,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5
5110321,0,3,15,37,19,15,0,0,0,91,4,0,4,7,0,3,0,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,3,22,45,21,21,4,0,0,114,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,7,6,6,20,46,27,23,4,0,0,129,6,0,0,0,0,3,9,5,0,26,0,0,0,0,0,0,0,0,0,0,10,10,23,47,25,27,6,5,0,150,3,0,9,15,8,10,0,0,0,44,6,3,6,25,10,6,0,0,0,58,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,12,3,18,39,18,17,0,0,0,108,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,0,0,6
5110322,0,5,16,24,25,20,3,0,0,95,8,6,3,3,3,0,3,0,0,28,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,8,17,15,27,24,24,9,0,0,125,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,11,17,19,34,26,24,9,0,0,131,11,0,0,0,0,0,14,3,0,28,0,0,0,0,0,0,0,0,0,3,21,17,19,34,32,23,19,3,0,169,0,5,8,13,19,7,0,0,0,56,4,3,11,24,13,10,0,0,0,57,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,7,18,35,33,16,0,0,0,118,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,0,9
5110323,0,0,4,13,11,7,0,0,0,30,0,4,0,3,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,4,20,11,7,5,0,0,50,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,5,4,3,21,11,7,5,0,0,53,0,0,0,0,0,0,16,60,36,117,0,0,0,0,0,0,0,0,0,5,8,4,3,21,10,12,21,64,36,176,0,0,6,5,11,3,0,0,0,25,0,0,3,9,5,3,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,12,15,4,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5110324,3,3,23,45,32,20,4,0,0,128,8,9,3,0,4,0,4,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,9,25,49,35,20,6,0,0,155,0,4,3,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,3,4,3,0,3,3,0,0,0,14,13,18,24,46,39,24,6,0,0,176,6,3,4,0,4,0,11,7,0,43,0,0,3,0,0,3,0,0,0,12,22,22,34,54,42,24,22,7,0,229,0,18,12,17,16,10,0,0,0,75,10,4,10,32,20,5,3,0,0,80,0,0,0,0,3,3,0,0,0,5,0,3,0,0,0,0,0,0,0,3,10,26,18,52,32,22,4,0,0,166,0,0,0,0,6,0,0,0,0,7,0,3,0,5,0,0,0,0,0,6,0,3,0,3,3,0,0,0,0,12
5110326,4,8,24,41,25,12,3,0,0,115,13,3,3,8,4,0,0,0,0,31,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,15,17,31,45,28,15,8,0,0,161,0,0,5,0,3,0,0,0,0,8,5,0,0,0,0,0,0,0,0,9,5,0,5,0,3,0,0,0,0,12,16,18,33,45,30,20,3,0,0,170,12,3,4,6,3,0,11,3,0,43,0,0,0,3,0,0,0,0,0,3,35,20,35,58,39,22,14,5,0,221,0,4,18,14,25,11,0,0,0,71,15,11,14,20,8,9,0,0,0,75,0,0,4,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,15,10,37,38,34,14,0,0,0,150,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6
5110328,3,3,13,12,32,14,0,0,0,68,0,4,0,3,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,10,17,13,34,17,0,0,0,93,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,13,7,11,13,14,35,15,0,0,0,102,7,0,0,0,3,5,0,4,0,16,0,0,3,0,0,0,0,0,0,3,13,11,22,19,34,20,3,4,0,125,3,0,10,7,9,6,0,0,0,35,10,4,3,20,13,11,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,3,8,24,25,11,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5110329,0,7,15,34,26,16,0,0,0,107,10,9,0,8,5,0,0,0,0,28,0,0,0,3,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,13,18,18,46,31,18,0,0,0,141,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,13,18,18,43,31,22,0,0,0,150,8,3,4,0,0,3,3,12,0,30,0,0,0,0,3,0,0,0,0,3,20,24,20,48,37,23,7,15,0,184,0,3,7,11,16,8,0,0,0,47,6,6,8,21,10,3,0,0,0,58,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,6,12,19,31,33,14,0,0,0,113,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5110334,3,7,30,33,31,15,3,0,0,123,6,5,9,3,3,0,3,0,0,30,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,12,36,38,40,14,6,0,0,160,0,0,4,4,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,4,4,3,3,0,0,0,13,12,17,43,41,45,18,6,0,0,177,21,6,4,5,0,7,8,7,0,54,0,0,3,3,0,0,3,0,0,8,28,22,46,49,45,27,18,7,0,235,0,10,9,6,29,3,0,0,0,60,6,8,9,15,16,9,0,0,0,68,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,6,18,25,27,51,14,0,0,0,132,0,0,4,5,3,0,0,0,0,7,0,4,3,0,0,0,0,0,0,7,3,4,6,5,3,0,0,0,0,20
5110335,3,3,8,39,32,9,0,0,0,93,11,3,0,8,9,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,6,47,35,8,4,0,0,126,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,15,7,10,47,36,10,4,0,0,130,15,0,0,0,3,8,3,0,0,30,0,0,0,3,0,0,0,0,0,3,31,11,12,48,41,16,8,0,0,163,0,3,9,16,14,4,0,0,0,40,15,4,8,30,13,3,3,0,0,72,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,3,15,42,28,7,3,0,0,119,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4
5110336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5110337,0,3,24,38,22,15,0,0,0,103,7,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,12,4,29,37,26,14,0,0,0,128,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,10,12,4,30,38,26,15,0,0,0,138,4,0,0,0,4,3,7,10,0,28,0,0,0,0,0,0,0,0,0,0,15,7,34,42,26,22,8,8,0,163,0,3,18,23,7,3,4,0,0,57,3,10,15,18,6,9,0,0,0,59,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,9,34,43,20,16,7,0,0,125,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,10
5110338,0,7,41,28,12,10,3,0,0,102,3,4,3,6,4,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,6,4,11,44,30,17,15,7,0,0,132,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,8,8,11,48,30,17,15,6,0,0,140,6,3,0,0,0,3,6,3,0,25,0,0,0,3,0,0,0,0,0,0,14,18,51,35,17,13,13,3,0,164,0,11,20,21,11,8,0,0,0,73,5,0,14,7,10,8,0,0,0,37,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,8,39,30,19,11,0,0,0,122,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6
5110339,7,5,16,48,41,8,3,0,0,130,11,3,4,3,7,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,17,52,45,13,4,0,0,155,3,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,11,19,16,19,53,45,12,4,0,0,168,12,4,0,7,0,3,3,0,0,32,0,0,0,3,0,0,0,0,0,8,27,15,17,62,46,16,8,0,0,207,0,0,11,17,11,3,0,0,0,48,13,5,12,31,16,4,0,0,0,79,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,17,11,23,53,33,8,0,0,0,132,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,13
