SA2_MAINCODE_2016,R_0_74_RE_agent,R_0_74_StateTer_HAuthority,R_0_74_Person_not_same_hh,R_0_74_HouCoOp_ComChuGrp,R_0_74_Oth_type,R_0_74_Not_stated,R_0_74_Total,R_75_99_RE_agent,R_75_99_StateTer_HAuthority,R_75_99_Person_not_same_hh,R_75_99_HouCoOp_ComChuGrp,R_75_99_Oth_type,R_75_99_Not_stated,R_75_99_Total,R_100_149_RE_agent,R_100_149_StateTer_HAuthority,R_100_149_Person_not_same_hh,R_100_149_HouCoOp_ComChuGrp,R_100_149_Oth_type,R_100_149_Not_stated,R_100_149_Total,R_150_199_RE_agent,R_150_199_StateTer_HAuthority,R_150_199_Person_not_same_hh,R_150_199_HouCoOp_ComChuGrp,R_150_199_Oth_type,R_150_199_Not_stated,R_150_199_Total,R_200_224_RE_agent,R_200_224_StateTer_HAuthority,R_200_224_Person_not_same_hh,R_200_224_HouCoOp_ComChuGrp,R_200_224_Oth_type,R_200_224_Not_stated,R_200_224_Total,R_225_274_RE_agent,R_225_274_StateTer_HAuthority,R_225_274_Person_not_same_hh,R_225_274_HouCoOp_ComChuGrp,R_225_274_Oth_type,R_225_274_Not_stated,R_225_274_Total,R_275_349_RE_agent,R_275_349_StateTer_HAuthority,R_275_349_Person_not_same_hh,R_275_349_HouCoOp_ComChuGrp,R_275_349_Oth_type,R_275_349_Not_stated,R_275_349_Total,R_350_449_RE_agent,R_350_449_StateTer_HAuthority,R_350_449_Person_not_same_hh,R_350_449_HouCoOp_ComChuGrp,R_350_449_Oth_type,R_350_449_Not_stated,R_350_449_Total,R_450_549_RE_agent,R_450_549_StateTer_HAuthority,R_450_549_Person_not_same_hh,R_450_549_HouCoOp_ComChuGrp,R_450_549_Oth_type,R_450_549_Not_stated,R_450_549_Total,R_550_649_RE_agent,R_550_649_StateTer_HAuthority,R_550_649_Person_not_same_hh,R_550_649_HouCoOp_ComChuGrp,R_550_649_Oth_type,R_550_649_Not_stated,R_550_649_Total,R_650_749_RE_agent,R_650_749_StateTer_HAuthority,R_650_749_Person_not_same_hh,R_650_749_HouCoOp_ComChuGrp,R_650_749_Oth_type,R_650_749_Not_stated,R_650_749_Total,R_750_849_RE_agent,R_750_849_StateTer_HAuthority,R_750_849_Person_not_same_hh,R_750_849_HouCoOp_ComChuGrp,R_750_849_Oth_type,R_750_849_Not_stated,R_750_849_Total,R_850_949_RE_agent,R_850_949_StateTer_HAuthority,R_850_949_Person_not_same_hh,R_850_949_HouCoOp_ComChuGrp,R_850_949_Oth_type,R_850_949_Not_stated,R_850_949_Total,R_950over_RE_agent,R_950over_StateTer_HAuthority,R_950over_Person_not_same_hh,R_950over_HouCoOp_ComChuGrp,R_950over_Oth_type,R_950over_Not_stated,R_950over_Total,R_NS_RE_agent,R_NS_StateTer_HAuthority,R_NS_Person_not_same_hh,R_NS_HouCoOp_ComChuGrp,R_NS_Oth_type,R_NS_Not_stated,R_NS_Total,Total_RE_agent,Total_StateTer_HAuthority,Total_Person_not_same_hh,Total_HouCoOp_ComChuGrp,Total_Oth_type,Total_NS,Total_Total
501011001,0,0,30,0,17,41,89,0,0,3,0,0,0,4,0,19,18,5,4,0,49,12,4,31,0,11,0,57,13,3,19,0,5,0,49,27,0,34,0,3,0,61,42,0,42,0,6,0,90,38,0,40,0,3,0,79,15,0,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,11,0,11,0,32,151,27,236,6,66,48,540
501011002,4,8,50,4,14,30,105,0,24,3,3,3,0,38,4,200,24,0,9,0,247,8,145,32,20,15,0,233,18,40,30,0,16,0,104,38,27,63,6,14,0,158,281,17,173,0,25,4,506,786,0,265,0,24,3,1086,150,0,44,0,9,0,209,12,0,6,0,5,0,24,0,0,0,0,4,0,5,0,3,0,0,0,0,5,0,0,0,0,0,0,3,3,0,0,0,6,0,5,18,28,33,5,15,3,94,1329,506,731,42,157,47,2815
501011003,0,0,41,0,18,37,85,0,3,3,0,0,0,10,0,7,27,0,6,0,42,3,7,21,0,7,0,39,3,3,19,0,6,0,34,3,0,17,0,12,0,33,24,0,46,0,4,0,78,169,0,90,0,4,3,266,145,0,49,0,3,0,197,20,0,7,0,0,0,29,7,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,13,0,3,0,14,5,3,9,0,10,0,28,375,21,347,0,78,41,868
501011004,0,3,13,0,10,22,56,0,3,0,0,0,0,7,0,32,13,0,5,0,54,3,16,16,7,6,0,46,3,9,21,0,13,0,45,34,10,29,0,7,0,83,111,8,77,0,8,0,201,198,0,142,0,10,3,348,52,0,42,0,3,0,97,6,0,8,0,0,0,19,0,0,0,3,0,0,4,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,7,0,3,0,15,5,4,17,0,11,0,37,420,77,392,18,83,25,1015
501021005,3,4,20,0,0,9,43,0,0,0,0,0,0,0,0,30,7,0,3,0,35,11,18,16,0,10,0,55,9,9,14,0,6,0,43,29,10,23,0,0,0,71,195,4,97,0,8,3,303,410,0,133,0,10,0,557,45,0,10,0,0,0,62,3,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,15,4,3,0,3,0,27,733,84,331,5,47,14,1225
501021007,0,0,22,0,5,11,36,0,3,0,0,0,0,3,5,8,5,0,0,0,21,3,15,3,3,0,0,26,5,8,11,0,0,0,24,10,0,26,0,5,0,44,60,0,38,0,3,0,99,55,0,27,0,0,0,84,6,0,3,0,0,0,10,3,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,4,0,16,148,43,153,5,18,8,371
501021008,3,17,15,0,3,6,45,0,14,0,0,0,0,19,0,81,3,0,0,3,92,0,47,16,8,0,0,74,3,11,20,3,3,0,46,89,11,60,3,6,0,179,265,6,105,3,10,6,398,88,3,27,8,19,0,148,3,0,3,0,0,0,8,3,0,0,0,0,0,6,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,5,4,4,3,23,461,201,263,43,47,18,1027
501021009,0,9,14,0,9,21,50,0,4,0,0,0,0,7,0,58,13,0,4,0,77,25,41,30,3,0,3,105,38,22,48,0,6,0,116,96,7,66,0,6,0,170,71,8,46,0,3,0,122,35,0,17,0,4,0,52,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,11,11,0,4,0,36,268,162,245,6,40,26,749
501021010,0,0,13,0,3,17,29,0,0,0,0,0,0,0,0,0,14,0,0,0,16,0,0,10,0,10,0,13,3,0,12,0,5,0,16,4,0,17,0,0,0,26,20,0,15,0,0,0,33,13,0,16,0,0,0,35,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,51,0,105,0,20,19,187
501021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021012,0,0,7,0,0,7,18,0,0,3,4,0,0,9,0,14,5,0,0,0,20,0,10,9,0,3,0,26,0,3,24,0,0,0,27,23,0,26,0,7,0,56,167,3,111,3,11,3,295,281,5,99,0,11,0,397,39,0,3,0,3,0,49,6,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,0,8,0,22,531,37,301,11,47,9,930
501021014,0,9,23,0,10,31,72,0,4,0,3,0,0,9,3,43,22,3,3,0,76,16,21,23,7,0,0,62,19,4,40,3,14,0,81,46,12,59,0,13,0,128,94,0,92,0,15,0,203,53,6,48,0,3,0,109,4,0,8,0,0,0,19,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,15,0,3,3,25,239,108,331,12,63,38,790
501021015,0,3,10,0,0,4,20,0,0,0,0,0,0,0,4,19,10,0,8,0,42,6,21,19,10,3,3,55,0,9,21,3,3,0,37,44,14,38,3,3,3,113,191,3,90,4,9,0,299,130,3,59,0,6,0,193,3,0,4,0,0,0,10,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,9,0,3,3,29,396,80,260,19,41,14,809
501021016,0,0,15,0,6,20,34,0,5,0,0,0,0,3,0,11,11,0,0,0,28,0,3,11,0,3,0,16,22,3,14,0,4,0,38,21,3,22,0,3,0,48,35,0,21,0,0,0,61,32,0,17,0,0,0,51,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,16,117,28,125,3,21,17,306
501021251,0,10,4,0,0,8,18,0,12,0,0,0,0,13,0,51,0,4,0,0,59,3,46,0,28,0,0,83,0,9,3,8,0,0,20,0,12,13,3,0,0,22,53,9,37,0,0,0,100,358,0,89,0,5,0,458,55,0,10,0,0,0,64,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,19,485,151,159,46,12,15,868
501021252,0,0,3,0,0,3,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,7,0,0,0,0,0,9,4,0,3,0,0,0,7,6,0,11,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,25,0,31,0,0,3,53
501021253,4,0,27,5,8,19,59,0,5,3,4,0,0,12,7,27,15,0,5,0,60,16,24,40,40,0,7,126,27,4,36,0,3,3,76,129,4,67,4,10,3,221,319,5,178,3,21,3,522,308,0,109,0,3,0,425,72,0,19,0,0,0,90,16,0,0,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,19,8,18,8,5,3,53,919,72,503,64,60,40,1663
501021254,0,21,6,0,0,7,35,0,15,0,0,0,0,23,0,141,4,0,0,0,146,24,59,8,0,0,0,95,22,18,9,0,4,0,57,73,15,26,0,13,0,137,165,15,76,0,10,0,264,55,0,22,0,0,0,81,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,0,3,26,344,304,160,7,34,13,858
501031017,0,7,24,3,20,32,83,0,3,6,0,3,0,12,10,25,28,0,5,0,68,16,8,29,3,9,0,68,16,6,16,0,8,0,38,28,3,35,3,3,0,73,53,5,43,0,4,0,104,29,0,16,0,3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,8,0,23,157,52,205,14,49,35,509
501031018,0,0,20,4,10,21,52,0,0,0,0,0,0,0,0,6,23,0,5,0,35,6,13,17,4,3,0,46,0,11,27,3,0,0,41,23,3,24,0,0,0,57,22,0,39,0,3,0,65,35,0,15,0,4,0,50,3,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,5,0,4,0,12,103,38,181,10,29,23,373
501031019,3,6,15,0,7,20,45,0,5,3,0,0,0,16,22,62,23,13,6,4,127,51,25,30,3,14,3,133,15,9,24,3,0,0,57,57,3,31,0,8,0,93,91,6,25,0,0,0,126,19,0,6,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,4,9,4,0,0,28,270,128,163,23,34,24,650
501031020,3,0,29,0,13,37,87,0,0,0,0,3,0,4,7,7,23,0,15,0,57,37,4,25,4,7,3,88,15,3,14,0,12,0,47,22,0,25,0,4,0,54,23,3,15,0,0,0,44,11,0,4,0,0,0,20,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,20,0,7,0,32,137,29,170,5,65,39,447
502011021,0,0,8,0,3,16,25,0,0,0,0,0,0,3,0,0,5,0,0,0,7,0,12,12,7,3,0,34,9,4,12,0,5,0,30,15,4,11,0,0,0,33,67,0,22,0,3,0,91,117,0,45,0,5,0,165,47,0,18,0,0,0,58,7,0,3,0,0,0,17,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,10,0,0,0,13,275,15,147,8,22,15,482
502011022,0,0,23,0,0,14,39,0,0,0,0,0,0,0,0,0,10,0,0,0,8,6,7,21,0,3,0,40,14,0,31,0,4,0,43,45,0,50,0,0,3,92,171,0,61,0,5,0,237,214,0,74,0,3,0,294,47,0,21,0,4,0,71,8,0,0,0,0,0,14,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,7,3,3,0,20,516,8,300,7,16,20,861
502011023,0,5,9,0,3,11,30,0,13,0,3,3,0,15,0,43,12,3,0,0,64,7,33,24,8,0,0,75,3,20,18,6,0,0,46,46,8,41,3,3,0,107,241,9,122,3,8,0,388,117,0,50,0,4,0,166,6,0,3,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,3,6,0,25,428,136,292,33,31,11,923
502011024,0,0,22,0,0,11,35,0,0,3,3,0,0,6,3,0,13,3,3,0,28,8,18,20,5,3,0,46,12,6,10,3,0,0,32,56,6,36,3,3,0,112,248,6,123,3,8,3,386,451,0,148,16,15,6,640,107,0,32,7,3,3,146,22,0,3,0,0,0,21,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,14,0,11,3,3,0,31,919,41,424,41,42,23,1498
502011025,3,11,17,3,3,16,56,0,21,0,0,0,0,23,7,127,19,3,3,3,159,23,75,47,9,6,0,159,38,23,32,0,7,3,112,209,21,95,4,29,4,363,512,7,161,0,15,6,706,195,3,69,0,3,0,278,62,0,17,0,3,0,80,26,0,3,0,0,0,27,3,0,3,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,0,0,11,7,19,12,0,5,6,54,1093,303,487,29,83,38,2034
502011026,3,0,18,0,3,15,29,0,0,0,0,0,0,0,0,0,13,0,3,0,20,7,0,6,0,7,0,26,3,0,7,0,0,0,11,24,0,19,0,15,0,50,83,0,32,0,0,0,124,116,0,43,0,3,0,167,23,0,6,0,0,0,30,6,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,13,263,0,163,0,40,17,485
502011027,3,0,22,0,0,8,32,0,3,0,3,3,0,8,0,15,3,8,0,0,24,3,34,5,20,0,0,61,3,11,14,7,0,0,44,13,16,22,15,0,0,64,146,8,78,0,5,0,243,532,3,173,0,13,0,724,66,0,27,0,0,0,97,4,0,3,0,0,0,7,6,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,3,3,4,31,784,90,376,52,30,12,1342
502011028,0,5,23,4,5,4,36,0,7,3,3,0,0,20,3,77,15,5,3,0,101,7,58,23,26,3,0,111,7,23,36,7,0,0,77,76,11,60,0,4,0,148,220,11,98,0,3,3,331,200,0,82,0,3,0,287,29,0,7,0,0,0,30,11,0,3,0,0,0,12,3,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,9,8,12,3,3,0,35,568,210,346,54,26,13,1212
502011029,0,6,19,0,7,17,48,0,0,0,0,0,0,4,0,20,12,3,3,0,31,7,29,11,12,15,0,74,17,3,24,0,6,0,56,33,6,37,0,6,0,85,119,4,54,0,6,0,184,122,0,45,0,3,0,178,14,0,7,0,0,0,20,7,0,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,0,6,0,24,324,75,237,14,59,20,732
503011030,0,0,15,0,0,3,24,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,9,0,0,0,10,4,0,0,0,0,0,7,16,0,12,0,0,0,23,26,0,14,0,0,0,39,25,0,10,0,0,0,33,20,0,8,0,0,0,37,20,0,8,0,0,0,25,48,0,20,0,0,0,70,3,0,0,0,0,0,5,170,0,103,8,4,3,287
503011031,4,3,31,0,0,20,59,0,8,0,0,0,0,8,0,34,10,0,0,0,45,4,14,9,3,0,0,32,11,0,7,3,0,0,19,33,0,10,0,0,0,42,79,7,28,0,4,0,116,130,0,63,0,3,0,199,115,0,46,4,3,0,167,74,0,24,0,4,0,104,48,0,15,0,0,0,67,42,0,7,0,0,0,54,23,0,6,0,0,0,33,61,0,19,0,0,0,78,9,4,9,0,0,3,31,636,73,291,13,24,25,1058
503011032,0,0,21,0,0,15,37,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,8,0,0,0,5,6,0,5,0,0,0,14,6,0,14,0,0,0,23,34,0,20,0,0,0,48,67,0,37,0,0,0,102,94,0,50,0,0,0,148,62,0,31,0,0,0,91,38,0,31,0,0,0,74,42,0,21,0,0,0,64,35,0,3,0,0,0,41,108,0,29,0,0,0,139,5,0,3,0,0,0,12,493,3,282,0,10,16,807
503011033,0,0,17,0,0,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,3,0,0,6,0,0,0,8,8,0,7,0,0,0,16,9,0,16,0,0,0,24,32,0,24,0,0,0,53,40,0,19,0,0,0,63,28,0,12,0,0,0,42,32,0,4,0,0,0,37,11,0,4,0,0,0,19,20,0,12,0,0,0,33,0,0,9,0,0,0,12,183,0,126,0,3,5,320
503011034,3,7,24,0,0,20,50,0,11,0,0,0,0,18,0,88,5,0,0,0,97,6,30,13,0,4,0,54,18,16,7,0,0,0,42,130,6,37,0,3,0,167,160,0,58,0,4,0,227,141,0,64,0,6,0,212,59,0,27,0,0,0,93,59,0,16,0,7,0,72,34,0,8,0,0,0,45,43,0,12,0,0,0,55,22,0,0,0,0,0,27,68,0,21,0,0,0,95,14,4,6,0,4,0,24,759,170,297,7,34,19,1283
503011035,9,0,47,3,3,29,87,0,3,0,6,3,0,13,4,0,12,3,0,0,26,9,17,18,3,0,0,49,5,3,24,0,0,0,40,40,3,24,9,8,0,81,134,6,57,14,15,4,225,237,9,76,22,12,3,360,224,0,62,9,6,0,306,169,0,36,5,6,0,213,94,0,29,0,0,0,127,86,0,24,0,3,0,116,63,0,6,0,0,0,72,142,0,39,0,5,0,185,18,0,21,3,0,4,52,1234,47,483,73,69,43,1958
503011036,0,6,8,0,3,7,31,0,9,0,3,0,0,12,0,52,3,0,5,0,59,3,16,0,0,0,0,21,0,0,4,0,5,0,11,5,15,3,0,32,0,52,0,7,11,0,19,0,34,12,3,9,0,11,0,34,23,0,17,0,0,0,37,51,0,15,0,0,0,68,23,0,13,0,0,0,33,29,0,9,0,0,0,41,21,0,3,0,0,0,23,63,0,24,0,0,0,86,3,4,3,8,11,0,33,237,106,120,13,94,8,574
503021037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7
503021038,0,4,18,0,0,9,39,0,11,0,0,0,0,13,4,48,11,0,0,0,63,5,17,5,3,0,0,36,3,7,9,0,0,0,20,21,5,9,3,0,0,44,57,5,41,0,6,0,107,200,4,122,0,6,0,327,258,0,105,0,11,0,375,112,0,41,0,0,0,160,50,0,11,0,0,0,58,17,0,6,0,0,0,23,12,0,0,0,0,0,12,11,0,0,0,0,0,8,4,3,8,0,0,3,19,744,101,391,13,26,15,1294
503021039,0,13,38,3,0,18,67,0,13,0,6,0,0,24,6,49,11,19,0,0,82,9,18,20,56,3,0,108,19,4,20,9,0,0,53,134,4,49,6,4,0,197,317,3,150,10,10,0,485,416,3,151,0,9,0,580,222,0,97,0,3,3,330,117,0,37,0,3,0,163,59,0,28,0,0,0,84,31,0,12,0,0,0,47,12,0,9,0,0,0,20,11,0,9,0,0,0,19,16,9,22,11,4,0,55,1363,111,655,107,40,26,2304
503021040,0,7,18,3,0,10,37,0,7,0,3,0,0,13,0,42,4,3,0,0,53,8,8,13,3,0,0,32,18,3,10,0,0,0,33,38,4,14,4,0,3,71,61,3,35,4,0,0,107,140,0,83,0,6,0,230,168,0,75,0,7,0,253,93,0,41,0,0,0,134,38,0,8,0,0,0,52,21,0,4,0,0,0,25,4,0,0,0,0,0,4,3,0,10,0,0,0,12,4,4,13,3,0,0,26,607,83,332,20,19,17,1078
503021041,30,42,68,3,25,47,216,0,54,4,0,0,0,64,20,288,35,11,0,4,361,39,91,60,46,7,3,248,65,30,51,7,3,3,152,236,16,120,12,6,3,393,584,24,213,3,23,3,857,1719,16,393,5,27,7,2163,1566,8,339,0,19,4,1939,752,0,170,0,16,3,940,288,0,66,0,11,0,372,152,0,24,0,12,3,193,67,0,15,0,0,0,85,110,0,36,0,3,0,149,98,34,79,6,29,8,246,5723,601,1673,103,193,81,8371
503021042,0,23,49,0,3,23,99,0,32,3,4,0,0,41,0,181,13,3,0,0,202,16,44,17,10,4,3,93,27,16,17,0,3,0,61,106,5,35,0,10,0,166,221,6,87,0,10,0,331,342,3,118,0,10,0,474,345,0,119,0,6,0,474,260,0,83,0,3,0,345,143,0,47,0,3,0,193,77,0,28,0,0,0,106,44,0,17,0,0,0,69,69,0,27,0,3,0,106,16,8,22,6,4,0,58,1678,325,693,32,59,32,2810
503021043,3,10,38,4,3,33,94,0,10,7,0,0,0,19,0,82,23,6,3,3,115,15,32,36,7,0,0,94,54,10,24,4,3,0,95,261,7,93,0,19,0,377,585,8,202,3,28,0,831,338,0,133,0,16,0,485,208,0,76,0,3,0,295,113,0,42,0,0,0,151,80,0,21,0,0,0,106,46,0,21,0,0,0,72,33,0,0,0,0,0,30,36,0,10,0,0,0,43,22,4,20,7,4,3,65,1798,166,737,37,73,47,2864
504011044,0,20,38,9,0,14,78,0,26,0,0,0,0,29,3,118,16,16,3,0,149,11,66,27,3,0,0,110,7,24,23,3,0,3,60,16,23,36,0,0,0,78,158,25,115,5,10,0,316,379,13,162,3,14,3,572,131,0,45,0,0,0,184,19,0,13,0,0,0,30,3,0,3,0,0,0,8,4,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,3,13,14,13,5,5,4,55,745,326,494,41,33,27,1670
504011045,3,19,51,4,0,21,101,3,31,5,27,0,0,67,3,165,31,3,3,0,200,7,79,34,16,4,0,141,11,38,38,0,0,0,94,48,25,53,3,4,4,131,200,27,136,3,13,0,383,500,17,281,0,16,0,814,285,3,126,0,4,0,424,84,0,25,0,0,0,113,15,0,0,0,0,0,19,0,0,0,0,0,0,3,6,0,0,0,0,0,6,0,0,0,0,0,0,5,20,19,19,3,4,5,68,1200,420,793,64,56,36,2575
504011046,0,14,31,0,0,19,65,0,26,3,0,0,0,35,8,164,11,3,3,0,191,18,25,38,6,3,0,91,80,19,43,3,11,3,166,252,16,111,0,16,0,391,498,29,175,3,28,0,740,440,8,163,0,9,0,625,225,0,71,0,0,0,299,66,0,27,0,0,0,96,16,0,6,0,0,0,19,6,0,0,0,0,0,9,3,0,0,0,0,0,3,5,3,0,0,3,0,13,21,11,25,0,3,3,67,1649,315,724,27,72,24,2806
504011047,0,7,47,0,3,23,87,0,0,3,6,0,0,17,3,27,16,0,5,0,47,3,13,38,5,3,0,60,12,16,33,0,0,0,55,16,11,51,0,3,0,80,180,6,138,0,15,0,342,591,0,318,4,38,0,960,283,3,129,0,16,0,429,36,0,19,0,0,0,52,5,0,3,0,0,0,5,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,47,3,4,0,85,1153,80,838,21,96,35,2227
504011048,0,0,17,0,0,6,33,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,3,9,0,0,3,13,4,0,5,0,0,0,9,7,0,10,0,0,0,18,64,0,32,0,0,0,95,75,0,40,0,7,0,126,72,0,19,0,0,0,91,11,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,9,239,5,152,4,17,12,432
504021049,0,0,3,0,0,3,9,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,7,0,0,0,11,0,0,3,0,0,0,5,3,0,5,0,0,0,8,0,0,3,0,0,0,7,20,0,13,0,0,0,32,12,0,4,0,0,0,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,39,0,50,0,0,8,101
504021050,0,0,5,0,0,10,10,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,10,0,0,0,10,0,0,3,0,0,0,3,3,0,5,0,0,0,11,8,0,20,0,0,0,29,38,0,24,0,3,0,64,36,0,20,0,0,0,55,11,0,6,0,0,0,14,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,103,0,100,3,4,10,218
504021051,0,5,17,0,0,8,24,0,9,0,0,0,0,9,0,47,0,0,5,0,55,0,18,4,0,0,0,26,0,3,3,0,0,0,5,7,0,4,0,0,0,15,15,3,25,0,0,0,43,60,0,18,0,3,0,79,32,0,7,0,0,0,41,10,0,3,0,0,0,16,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,17,131,92,89,0,10,10,335
504021052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
