SA2_MAINCODE_2016,South_Africa_Before_1946,South_Africa_1946_1955,South_Africa_1956_1965,South_Africa_1966_1975,South_Africa_1976_1985,South_Africa_1986_1995,South_Africa_1996_2005,South_Africa_2006_2010,South_Africa_2011,South_Africa_2012,South_Africa_2013,South_Africa_2014,South_Africa_2015,South_Africa_2016,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1946,Sri_Lanka_1946_1955,Sri_Lanka_1956_1965,Sri_Lanka_1966_1975,Sri_Lanka_1976_1985,Sri_Lanka_1986_1995,Sri_Lanka_1996_2005,Sri_Lanka_2006_2010,Sri_Lanka_2011,Sri_Lanka_2012,Sri_Lanka_2013,Sri_Lanka_2014,Sri_Lanka_2015,Sri_Lanka_2016,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1946,Thailand_1946_1955,Thailand_1956_1965,Thailand_1966_1975,Thailand_1976_1985,Thailand_1986_1995,Thailand_1996_2005,Thailand_2006_2010,Thailand_2011,Thailand_2012,Thailand_2013,Thailand_2014,Thailand_2015,Thailand_2016,Thailand_Yr_arrival_ns,Thailand_Tot,FYROM_Before_1946,FYROM_1946_1955,FYROM_1956_1965,FYROM_1966_1975,FYROM_1976_1985,FYROM_1986_1995,FYROM_1996_2005,FYROM_2006_2010,FYROM_2011,FYROM_2012,FYROM_2013,FYROM_2014,FYROM_2015,FYROM_2016,FYROM_yr_arr_ns,FYROM_Tot,Turkey_Before_1946,Turkey_1946_1955,Turkey_1956_1965,Turkey_1966_1975,Turkey_1976_1985,Turkey_1986_1995,Turkey_1996_2005,Turkey_2006_2010,Turkey_2011,Turkey_2012,Turkey_2013,Turkey_2014,Turkey_2015,Turkey_2016,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1946,United_Kingdom_1946_1955,United_Kingdom_1956_1965,United_Kingdom_1966_1975,United_Kingdom_1976_1985,United_Kingdom_1986_1995,United_Kingdom_1996_2005,United_Kingdom_2006_2010,United_Kingdom_2011,United_Kingdom_2012,United_Kingdom_2013,United_Kingdom_2014,United_Kingdom_2015,United_Kingdom_2016,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1946,USA_1946_1955,USA_1956_1965,USA_1966_1975,USA_1976_1985,USA_1986_1995,USA_1996_2005,USA_2006_2010,United_States_America_2011,United_States_America_2012,United_States_America_2013,United_States_America_2014,United_States_America_2015,United_States_America_2016,Unted_Sttes_Amrica_Yr_arr_ns,United_States_America_Tot,Vietnam_Before_1946,Vietnam_1946_1955,Vietnam_1956_1965,Vietnam_1966_1975,Vietnam_1976_1985,Vietnam_1986_1995,Vietnam_1996_2005,Vietnam_2006_2010,Vietnam_2011,Vietnam_2012,Vietnam_2013,Vietnam_2014,Vietnam_2015,Vietnam_2016,Vietnam_Yr_arrival_ns,Vietnam_Tot,Zimbabwe_Before_1946,Zimbabwe_1946_1955,Zimbabwe_1956_1965,Zimbabwe_1966_1975,Zimbabwe_1976_1985,Zimbabwe_1986_1995,Zimbabwe_1996_2005,Zimbabwe_2006_2010,Zimbabwe_2011,Zimbabwe_2012,Zimbabwe_2013,Zimbabwe_2014,Zimbabwe_2015,Zimbabwe_2016,Zimbabwe_Yr_arrival_ns,Zimbabwe_Tot,Born_elsewhere_Before_1946,Born_elsewhere_1946_1955,Born_elsewhere_1956_1965,Born_elsewhere_1966_1975,Born_elsewhere_1976_1985,Born_elsewhere_1986_1995,Born_elsewhere_1996_2005,Born_elsewhere_2006_2010,Born_elsewhere_2011,Born_elsewhere_2012,Born_elsewhere_2013,Born_elsewhere_2014,Born_elsewhere_2015,Born_elsewhere_2016,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1946,Tot_1946_1955,Tot_1956_1965,Tot_1966_1975,Tot_1976_1985,Tot_1986_1995,Tot_1996_2005,Tot_2006_2010,Tot_2011,Tot_2012,Tot_2013,Tot_2014,Tot_2015,Tot_2016,Tot_Yr_arrival_ns,Tot_Tot
501011001,0,0,3,4,3,4,10,9,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,63,182,43,41,37,36,5,4,16,3,0,0,11,472,0,0,0,12,3,3,3,4,0,0,0,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,3,7,0,0,0,0,0,0,0,0,11,0,3,13,18,6,9,15,13,3,6,6,0,0,0,3,88,9,60,89,239,100,97,115,91,28,25,31,21,20,5,36,977
501011002,0,0,8,12,14,21,67,88,16,6,5,9,3,0,3,259,0,0,0,0,0,0,0,6,0,0,3,8,0,0,0,26,0,0,0,0,0,5,16,8,4,0,3,5,3,3,10,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,6,20,139,290,719,297,204,187,178,36,35,31,33,20,6,80,2273,0,0,0,11,6,11,9,4,0,3,0,7,7,4,5,69,0,0,0,0,5,14,0,9,0,6,3,4,0,0,0,42,0,0,3,4,12,4,11,10,0,0,0,0,0,0,0,44,0,19,35,56,35,21,39,72,22,32,17,24,17,3,25,409,23,275,406,952,560,462,522,676,132,139,118,135,92,41,196,4743
501011003,0,0,0,5,29,20,30,12,0,4,0,3,3,0,0,106,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,16,0,0,0,0,0,0,4,3,0,0,3,0,3,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,82,207,109,90,112,90,11,25,20,17,11,8,22,837,0,0,3,12,3,9,4,14,3,0,3,0,3,4,3,55,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,4,4,0,0,0,0,0,0,0,3,26,0,9,10,24,22,24,27,37,11,16,18,6,13,7,3,232,4,76,131,300,250,224,261,230,43,51,74,61,56,32,57,1861
501011004,0,0,0,6,17,12,29,13,7,13,0,3,3,0,4,101,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,7,3,0,0,0,3,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,64,170,93,71,103,99,14,25,16,15,13,15,31,762,0,0,0,7,13,7,8,6,0,4,0,0,0,0,3,52,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,7,0,0,0,0,5,5,0,4,0,0,0,0,0,0,0,23,0,3,10,28,25,15,37,53,7,7,13,16,28,27,25,296,4,60,85,257,238,202,299,338,76,92,70,76,79,64,117,2070
501021005,0,0,3,6,13,8,72,144,35,7,4,6,3,0,4,305,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,0,0,0,3,9,0,3,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,48,116,370,141,125,158,153,36,34,24,15,25,5,22,1263,0,0,0,6,5,0,4,3,3,0,3,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,13,33,37,6,3,3,3,3,0,3,110,0,4,7,23,30,11,26,52,3,10,14,4,8,4,3,209,10,117,173,479,339,332,500,733,160,147,110,78,96,28,80,3384
501021007,0,0,0,0,3,3,20,9,0,3,4,3,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,39,122,48,28,44,30,3,3,3,0,0,0,17,355,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,10,0,3,7,12,8,7,8,8,0,0,3,0,0,3,4,61,0,38,64,158,88,71,113,83,8,14,33,5,9,9,37,732
501021008,0,0,0,3,0,0,17,9,7,3,5,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,65,133,40,29,30,29,6,6,0,6,0,0,27,398,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,6,0,0,0,3,3,0,0,0,0,8,0,0,0,0,5,0,13,3,0,0,0,0,0,3,0,22,0,3,5,17,4,9,11,34,3,0,16,3,14,3,11,122,4,67,97,180,89,96,124,211,52,41,75,48,49,25,83,1245
501021009,0,0,0,3,0,8,10,15,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,63,142,53,17,15,13,5,0,0,0,0,3,19,363,0,0,0,6,4,0,4,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,7,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,12,0,14,8,11,6,3,4,10,0,0,0,0,4,0,0,52,3,96,99,203,127,95,85,119,24,19,22,7,6,6,44,982
501021010,0,0,3,0,8,3,13,18,3,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,39,82,21,25,8,6,0,0,0,4,0,0,3,206,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,10,0,0,3,6,3,3,0,3,0,0,0,0,0,0,3,22,0,27,53,100,55,49,49,52,9,5,5,12,3,0,14,415
501021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021012,0,0,0,4,11,8,47,51,13,17,6,0,7,4,0,167,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,7,7,0,3,0,0,7,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,45,61,230,95,65,58,52,16,10,12,3,10,7,16,683,0,0,0,4,8,0,10,12,0,0,0,3,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,8,7,16,5,9,11,0,4,0,0,63,0,7,6,18,7,17,18,45,4,0,12,3,3,0,3,142,11,109,96,288,201,177,266,390,71,113,90,56,53,35,65,2014
501021014,0,0,3,0,6,7,11,36,0,8,0,0,0,4,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31,62,236,47,34,35,39,3,8,3,5,0,0,27,531,0,3,0,4,9,3,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,8,3,0,0,0,0,4,0,0,18,0,3,5,16,8,10,4,13,11,0,4,13,33,4,26,152,18,111,136,318,120,115,109,211,47,68,55,61,93,35,82,1574
501021015,0,0,0,3,3,0,11,19,3,0,0,0,4,0,0,33,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,42,125,44,44,38,23,3,13,8,0,0,0,10,384,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,13,0,0,0,0,0,3,0,5,0,0,6,0,0,0,0,24,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,17,0,10,10,20,7,8,14,24,4,3,6,16,13,4,7,139,12,99,109,177,111,136,136,236,40,52,58,46,54,20,55,1343
501021016,0,0,0,0,3,0,5,11,0,3,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,32,115,32,19,17,23,3,0,6,0,0,0,18,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,9,0,5,3,0,3,4,0,8,0,0,0,0,0,0,0,39,6,80,60,157,71,48,55,100,14,10,13,4,9,0,36,659
501021251,0,0,0,4,8,10,99,288,25,58,43,28,21,0,11,583,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,3,3,4,0,0,3,3,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,36,144,52,66,79,155,39,30,21,9,11,0,11,678,0,0,0,5,0,5,10,9,8,0,0,0,0,0,0,34,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,48,51,6,8,0,0,0,0,0,126,0,0,0,12,10,12,29,41,21,8,10,8,7,0,5,177,0,45,46,200,117,172,390,780,151,147,122,81,78,20,45,2386
501021252,0,0,0,0,0,3,14,32,0,0,0,0,0,0,0,53,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,31,54,26,23,32,19,4,0,6,0,0,0,10,210,0,0,0,6,0,0,4,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,19,0,0,0,0,0,0,0,0,29,0,3,0,4,3,12,4,9,0,0,3,0,0,0,0,40,0,29,44,72,74,60,95,76,4,6,12,6,0,3,17,501
501021253,0,0,4,3,24,24,33,43,4,6,0,6,0,3,0,147,0,0,0,0,0,0,3,0,3,0,7,10,3,3,0,28,0,0,0,0,0,3,6,8,0,0,3,0,4,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,67,138,250,100,75,89,80,42,29,20,15,17,4,38,960,0,0,0,10,9,3,10,4,4,3,0,8,0,0,3,53,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,13,0,0,0,0,4,3,12,15,0,6,7,0,0,0,0,56,0,13,19,28,15,20,23,55,9,17,36,30,12,3,20,290,15,224,218,364,261,224,294,389,117,143,156,133,93,45,113,2791
501021254,0,0,0,0,3,0,6,13,0,0,3,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,40,138,39,40,22,16,0,0,0,0,0,0,8,342,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,3,3,3,0,0,3,0,0,0,0,14,0,0,9,16,3,5,14,35,0,0,13,3,7,0,3,110,0,57,74,181,93,100,95,154,20,24,42,35,28,17,28,952
501031017,0,0,0,3,13,4,7,7,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,48,91,268,107,72,42,32,7,4,10,4,0,0,26,719,0,0,0,8,4,3,3,5,0,0,0,5,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,0,0,0,0,0,0,0,0,20,0,3,14,27,7,8,5,4,0,0,0,4,0,0,5,77,10,92,128,356,200,159,101,99,12,13,14,21,6,3,49,1258
501031018,0,0,3,0,4,0,13,7,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,66,171,81,50,28,29,0,7,6,0,0,0,9,487,0,0,0,3,0,0,4,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,7,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,8,0,3,7,31,4,5,12,14,0,3,3,8,8,6,8,97,4,62,114,242,160,89,108,80,7,14,17,20,11,15,48,988
501031019,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,15,3,0,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,50,114,42,19,16,16,0,5,0,0,0,0,14,296,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,10,13,6,7,9,13,3,3,0,0,4,0,3,83,9,81,111,171,88,59,55,58,15,16,14,6,18,6,41,743
501031020,0,0,0,0,11,3,10,8,0,3,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,11,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,72,182,67,26,30,13,0,0,0,0,0,0,23,448,0,0,0,3,4,3,3,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,6,12,14,13,5,11,5,7,3,6,6,17,3,0,101,4,77,113,243,144,90,83,53,11,10,15,18,24,7,45,941
502011021,0,0,0,3,4,10,22,41,7,11,6,3,0,0,0,119,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,89,247,119,88,97,124,33,39,9,22,5,5,19,945,0,0,0,0,3,4,3,6,0,0,0,0,0,0,0,17,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,6,0,0,0,0,3,0,7,3,0,3,3,0,0,0,0,20,0,7,6,24,5,8,19,14,0,11,3,3,7,0,3,116,3,95,120,311,222,189,214,276,70,96,41,48,17,10,36,1747
502011022,0,0,4,3,11,6,22,52,4,4,5,3,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,9,0,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,122,296,106,75,91,198,32,23,36,10,27,6,25,1092,0,0,0,4,3,5,4,6,0,0,4,0,3,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,0,0,4,0,0,0,0,18,0,4,10,29,19,19,18,24,3,0,3,0,13,4,3,145,11,118,171,386,213,174,226,366,69,65,84,31,51,19,45,2041
502011023,0,0,3,3,6,0,6,28,7,0,5,0,0,0,0,68,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,14,0,0,0,0,5,10,7,10,3,0,0,4,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,69,134,423,137,50,64,63,11,3,10,11,0,3,34,1015,0,0,0,5,6,3,3,0,0,0,0,0,0,0,0,22,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,9,0,0,3,3,9,0,4,3,8,0,0,0,0,0,0,30,3,9,19,28,8,14,28,36,7,4,6,7,0,0,5,185,25,151,191,530,256,158,228,309,67,48,61,43,27,22,73,2193
502011024,0,0,0,3,18,22,52,156,20,12,27,18,15,0,0,344,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,4,10,6,15,3,4,8,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,109,188,663,259,211,306,454,96,130,77,94,53,19,54,2732,0,0,0,20,10,3,8,6,0,7,3,5,0,3,3,64,0,0,0,0,3,3,0,4,0,0,3,0,0,0,0,13,0,0,0,0,0,9,24,9,0,0,0,0,0,0,0,52,3,12,18,42,22,26,55,58,6,29,10,9,3,0,11,304,14,240,272,852,491,438,618,982,228,294,207,190,121,54,124,5136
502011025,0,0,5,3,11,5,12,15,0,3,6,0,0,0,3,68,0,0,0,0,0,0,0,3,0,10,24,8,12,0,0,54,0,0,0,0,0,6,5,8,3,8,5,4,0,0,0,39,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,68,151,358,105,92,78,50,6,11,33,18,3,3,44,1034,0,0,0,0,0,3,0,4,0,4,0,0,0,0,3,30,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,5,0,3,3,0,0,0,0,5,3,0,20,0,7,10,29,13,15,13,37,8,12,21,19,5,5,7,208,11,126,211,473,202,218,211,316,74,120,177,154,104,39,75,2511
502011026,0,0,0,0,0,3,3,11,4,8,3,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,3,6,0,0,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45,97,229,88,38,48,39,7,15,12,15,3,0,13,646,0,0,3,4,4,3,8,3,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,14,0,6,6,7,9,4,10,0,0,0,3,0,3,0,0,45,3,85,122,298,154,94,115,98,19,31,27,25,11,5,21,1095
502011027,0,0,3,6,14,11,96,194,34,27,18,14,14,7,14,446,0,3,0,0,0,0,3,4,0,20,3,3,0,0,0,32,0,0,0,0,3,7,11,18,0,4,0,0,0,0,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,74,147,493,177,188,323,510,127,114,77,97,62,16,53,2457,0,0,0,8,4,3,9,7,0,3,9,0,0,5,0,58,0,0,0,0,0,3,0,4,0,4,3,3,3,0,0,17,0,0,0,0,8,4,28,50,8,10,0,3,9,0,0,117,0,9,7,31,33,28,67,117,13,36,25,15,17,3,3,410,8,142,211,625,340,411,783,1419,342,375,247,188,128,77,125,5420
502011028,0,0,0,4,7,8,23,49,9,4,0,0,3,0,0,110,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,14,0,0,0,0,0,9,10,10,0,4,0,3,7,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,76,138,442,135,93,78,94,18,9,20,14,7,0,82,1214,0,0,0,3,8,3,5,3,0,0,0,0,0,3,0,24,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,12,0,0,0,0,3,7,3,6,0,0,0,4,8,0,0,37,0,8,6,39,15,24,10,31,9,7,8,5,8,3,12,177,5,142,211,567,257,207,234,359,105,74,62,80,57,29,140,2537
502011029,0,0,0,0,3,3,20,11,8,0,0,4,0,0,0,55,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,46,77,382,106,75,79,67,14,11,11,10,0,0,26,904,0,0,0,9,0,3,3,5,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,16,22,4,17,9,4,0,0,3,0,0,0,0,75,4,95,141,482,172,167,189,189,41,35,23,25,20,14,51,1636
503011030,0,0,0,4,14,20,37,44,3,3,0,0,3,4,7,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,27,55,113,78,79,121,58,25,22,9,22,3,0,10,624,0,0,0,14,8,14,14,21,5,15,0,12,18,3,3,133,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,14,0,0,0,0,5,3,7,5,0,0,3,0,0,0,0,28,0,12,9,10,24,30,27,26,13,15,14,10,18,5,3,224,22,98,107,221,245,254,329,252,66,90,54,81,66,23,35,1936
503011031,0,0,3,3,19,25,51,25,6,4,3,3,3,3,0,145,0,0,3,6,0,4,0,10,0,0,0,0,0,0,0,30,0,0,0,0,0,0,6,4,0,0,0,5,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,12,38,80,150,80,85,132,73,31,22,17,10,17,14,25,785,0,0,0,7,11,4,9,11,13,4,0,4,5,4,0,85,0,0,0,0,5,0,0,0,0,3,3,0,0,0,0,10,0,0,6,0,11,0,7,7,0,4,4,3,0,0,0,41,3,7,14,27,25,32,43,53,24,16,25,21,33,19,7,344,28,90,146,256,270,275,394,270,97,100,135,121,156,85,67,2476
