SA2_MAINCODE_2016,Aus_Both_prnts_born_os,Aus_Father_only_born_os,Aus_Mother_only_born_os,Aus_Both_prnts_born_Aus,Aus_bp_ns,Aus_Tot_R,Aus_Abor_Both_pare_brn_os,Aus_Abor_Father_only_brn_os,Aus_Abor_Mother_only_brn_os,Aus_Abor_Both_pare_brn_Aus,Aus_Abor_bp_ns,Aus_Aborigin_Tot_R,Chin_Both_prnts_born_os,Chin_Father_only_born_os,Chin_Mother_only_born_os,Chin_Bth_prnts_born_Aus,Chin_bp_ns,Chin_Tot_R,Croat_Both_prnts_born_os,Croat_Father_only_born_os,Croat_Mother_only_born_os,Croat_Bth_parnts_born_Aus,Croat_bp_ns,Croat_Tot_R,Dutch_Both_prnts_born_os,Dutch_Father_only_born_os,Dutch_Mother_only_born_os,Dutch_Both_prnts_born_Aus,Dutch_bp_ns,Dutch_Tot_R,Eng_Both_prnts_born_os,Eng_Father_only_born_os,Eng_Mother_only_born_os,Eng_Both_prnts_born_Aus,Eng_bp_ns,Eng_Tot_R,Fili_Both_prnts_born_os,Fili_Father_only_born_os,Fili_Mother_only_born_os,Fili_Both_prnts_born_Aus,Fili_bp_ns,Fili_Tot_R,Fren_Both_prnts_born_os,Fren_Father_only_born_os,Fren_Mother_only_born_os,Fren_Both_prnts_born_Aus,Fren_bp_ns,Fren_Tot_R,Ger_Both_prnts_born_os,Ger_Father_only_born_os,Ger_Mother_only_born_os,Ger_Both_prnts_born_Aus,Ger_bp_ns,Ger_Tot_R,Greek_Both_prnts_born_os,Greek_Father_only_born_os,Greek_Mother_only_born_os,Greek_Both_prnts_born_Aus,Greek_bp_ns,Greek_Tot_R,Hung_Bth_prnts_born_os,Hung_Father_only_born_os,Hung_Mother_only_born_os,Hung_Bth_prents_brn_Aus,Hung_bp_ns,Hung_Tot_R,Ind_Both_prnts_born_os,Ind_Father_only_born_os,Ind_Mother_only_born_os,Ind_Both_prnts_born_Aus,Ind_bp_ns,Ind_Tot_R,Irish_Both_prnts_born_os,Irish_Father_only_born_os,Irish_Mother_only_born_os,Irish_Both_prnts_born_Aus,Irish_bp_ns,Irish_Tot_R,Ital_Both_prnts_born_os,Ital_Father_only_born_os,Ital_Mother_only_born_os,Ital_Bth_prnts_born_Aus,Ital_bp_ns,Ital_Tot_R,Kor_Both_prnts_born_os,Kor_Father_only_born_os,Kor_Mother_only_born_os,Kor_Both_prnts_born_Aus,Kor_bp_ns,Kor_Tot_R,Leb_Both_prnts_born_os,Leb_Father_only_born_os,Leb_Mother_only_born_os,Leb_Bth_prents_born_Aus,Leb_bp_ns,Leb_Tot_R,Mac_Bth_parnts_born_os,Mac_Father_only_brn_os,Mac_Mother_only_brn_os,Mac_Bth_prnts_brn_Aus,Mac_bp_ns,Mac_Tot_R,Malt_Both_prnts_born_os,Malt_Father_only_born_os,Malt_Mother_only_born_os,Malt_Bth_prnts_born_Aus,Malt_bp_ns,Malt_Tot_R,Maori_Both_prnts_born_os,Maori_Father_only_born_os,Maori_Mother_only_born_os,Maori_Both_prnts_born_Aus,Maori_bp_ns,Maori_Tot_R,NZ_Both_prnts_born_os,NZ_Father_only_born_os,NZ_Mother_only_born_os,NZ_Both_prnts_born_Aus,NZ_bp_ns,NZ_Tot_R,Pol_Both_prnts_born_os,Pol_Father_only_born_os,Pol_Mother_only_born_os,Pol_Both_prnts_born_Aus,Pol_bp_ns,Pol_Tot_R,Russ_Both_prnts_born_os,Russ_Father_only_born_os,Russ_Mother_only_born_os,Russ_Bth_prnts_born_Aus,Russ_bp_ns,Russ_Tot_R,Scott_Both_prnts_born_os,Scott_Father_only_born_os,Scott_Mother_only_born_os,Scott_Bth_prnts_brn_Aus,Scott_bp_ns,Scott_Tot_R,Serb_Both_prnts_born_os,Serb_Father_only_born_os,Serb_Mother_only_born_os,Serb_Bth_prnts_born_Aus,Serb_bp_ns,Serb_Tot_R,SthA_Both_prnts_born_os,SthA_Father_only_born_os,SthA_Mother_only_born_os,SthA_Bth_prnts_born_Aus,SthA_bp_ns,SthA_Tot_R,Span_Both_prnts_born_os,Span_Father_only_born_os,Span_Mother_only_born_os,Span_Bth_prnts_born_Aus,Span_bp_ns,Span_Tot_R,Sri_Lkn_Bth_prnts_born_os,Sri_Lkn_Father_only_born_os,Sri_Lkn_Mother_only_born_os,Sri_Lkn_Bth_prents_brn_Aus,Sri_Lkn_bp_ns,Sri_Lkn_Tot_R,Turk_Bth_prnts_brn_os,Turk_Father_only_born_os,Turk_Mother_only_born_os,Turk_Bth_prnts_born_Aus,Turk_bp_ns,Turk_Tot_R,Viet_Bth_prnts_brn_os,Viet_Father_only_brn_os,Viet_Mother_only_brn_os,Viet_Bth_prnts_brn_Aus,Viet_bp_ns,Viet_Tot_R,Welsh_Both_prnts_born_os,Welsh_Father_only_born_os,Welsh_Mother_only_born_os,Welsh_Both_prnts_born_Aus,Welsh_bp_ns,Welsh_Tot_R,Oth_Both_prnts_born_os,Oth_Father_only_born_os,Oth_Mother_only_born_os,Oth_Both_prnts_born_Aus,Oth_bp_ns,Oth_Tot_R,Ancest_ns_Bth_parnts_brn_os,Ancest_ns_Fther_only_brn_os,Ancest_ns_Mther_only_brn_os,Ancest_ns_Bth_prnt_brn_Aus,Ancest_ns_bp_ns,Ancest_ns_Tot_R,Tot_P_Bth_parnts_brn_os,Tot_P_Fther_only_brn_os,Tot_P_Mther_only_brn_os,Tot_persns_Bth_prnts_brn_Aus,Tot_P_bp_ns,Tot_P_Tot_R
507041181,113,766,641,3637,88,5241,4,0,0,9,0,19,473,27,30,33,3,566,116,23,16,90,3,255,133,40,38,57,5,270,2019,724,550,3265,93,6650,49,0,12,0,0,61,76,13,6,28,0,131,183,39,39,266,6,528,42,9,6,42,0,104,14,10,4,11,0,32,167,19,15,7,0,205,522,205,151,1153,34,2055,577,183,89,565,9,1433,23,3,0,0,0,29,32,0,7,6,0,43,28,0,3,10,0,43,21,9,3,9,0,38,41,0,0,0,0,41,118,39,23,8,4,190,62,13,23,26,0,117,36,0,8,0,0,43,525,191,131,882,17,1753,20,0,5,7,0,35,124,8,26,3,0,165,56,9,0,21,0,88,33,5,0,4,0,42,11,3,0,3,0,17,23,4,0,0,0,33,107,14,8,51,0,187,865,123,149,171,14,1325,29,15,3,52,625,719,5335,1456,1133,7203,821,15947
507041182,76,432,408,2058,35,3013,0,3,0,12,0,15,1601,16,44,6,13,1677,120,17,11,47,3,192,107,17,13,53,0,192,1241,424,367,1716,50,3803,128,3,9,0,0,140,77,12,8,14,0,104,136,29,29,129,3,328,42,3,4,17,0,71,18,5,3,3,0,33,410,14,5,4,3,442,262,100,67,530,18,977,565,145,56,351,11,1124,62,0,0,0,0,67,8,0,0,3,0,14,15,0,3,0,0,23,13,3,0,4,0,20,34,3,3,0,0,43,53,24,21,4,0,103,65,10,3,17,0,102,9,0,3,0,0,16,316,76,84,484,13,984,39,0,0,6,0,47,96,3,3,0,0,110,48,0,6,10,0,68,67,0,4,3,0,77,16,0,0,0,0,15,92,0,0,0,0,96,49,16,6,30,0,94,1300,96,84,92,13,1577,46,4,0,34,1187,1271,6105,879,732,3910,1324,12943
507041183,57,254,206,1204,35,1759,0,0,0,16,0,16,111,10,4,7,3,133,29,6,3,18,4,58,59,19,10,38,0,119,545,240,164,880,25,1852,49,5,6,0,0,63,27,3,3,3,0,43,59,30,10,55,0,156,12,3,0,5,0,19,3,0,0,4,0,8,56,10,3,3,0,68,117,64,19,265,5,470,59,30,24,110,0,221,13,0,0,0,0,13,0,0,0,4,0,7,0,0,0,11,0,11,7,0,0,0,0,9,20,0,3,0,0,26,53,16,10,3,0,84,25,3,5,4,0,44,12,0,0,0,0,15,157,76,42,227,3,497,14,0,0,0,0,11,40,11,4,0,0,50,31,0,0,4,0,36,8,0,0,4,0,14,0,0,0,0,0,0,17,0,0,0,0,14,24,5,3,8,0,39,380,33,40,69,3,523,15,0,4,27,235,278,1577,474,331,2100,298,4773
507041184,50,182,173,910,8,1317,0,0,0,0,0,0,1520,20,33,5,20,1598,23,13,6,20,0,59,46,13,6,22,0,88,610,166,152,614,10,1541,24,0,0,0,0,29,32,0,0,3,0,39,50,7,18,64,0,136,14,3,5,7,0,33,10,0,0,4,0,13,234,3,3,8,3,246,135,39,23,194,3,394,166,38,21,131,0,362,54,0,3,0,0,52,12,3,3,0,0,13,9,4,0,4,0,14,3,0,0,6,0,3,3,0,0,0,0,4,28,16,11,0,0,52,28,6,0,15,0,51,9,0,0,0,0,9,150,38,23,160,0,375,10,0,0,0,0,13,58,3,0,0,0,68,8,0,0,3,0,14,50,0,0,0,0,50,0,0,0,0,0,0,39,7,0,0,0,45,19,8,4,14,0,46,614,17,39,32,3,706,15,0,0,7,109,129,3418,329,313,1585,148,5804
507051185,320,1629,1316,7246,124,10631,0,11,0,39,3,48,295,20,26,38,4,377,64,27,19,72,3,182,412,93,51,196,4,754,6643,1459,1239,5143,159,14642,257,8,27,7,0,306,97,10,14,35,3,162,328,109,88,448,6,983,29,8,17,33,0,87,18,5,9,4,0,37,494,29,19,14,0,554,1119,263,162,1186,29,2763,273,117,75,496,12,969,56,0,0,0,0,63,23,6,3,0,0,30,12,4,0,3,0,17,30,13,4,13,0,67,819,75,36,19,28,965,417,87,82,25,8,611,98,19,17,46,3,182,39,0,4,12,0,55,1382,300,230,1003,19,2937,38,10,3,6,0,54,588,38,22,3,0,656,135,5,7,33,3,188,31,3,0,6,0,36,9,0,3,5,0,24,42,0,3,0,0,48,259,33,26,60,0,379,2210,261,227,243,34,2967,101,25,10,105,2033,2269,13056,2659,2137,11621,2355,31825
507051186,86,401,338,2103,47,2970,0,0,0,45,0,45,43,3,4,15,3,64,28,0,4,8,0,44,66,23,9,27,0,126,1562,420,318,1558,59,3923,136,3,18,0,0,161,12,0,0,9,0,21,124,17,18,119,4,293,3,0,0,17,0,22,10,0,3,3,0,13,54,0,3,3,0,59,271,74,60,402,13,824,71,30,14,123,0,240,6,0,0,0,0,6,3,0,0,0,0,4,9,0,0,0,0,9,7,0,3,3,0,18,163,15,3,3,3,184,78,19,19,3,0,121,37,4,0,7,0,49,9,0,0,0,0,10,343,81,77,330,3,840,28,3,0,0,0,39,64,6,6,3,3,80,33,8,0,12,0,55,5,0,0,0,0,5,10,0,0,0,0,8,38,0,3,0,0,37,86,7,12,16,0,119,466,44,25,52,6,594,23,9,10,49,552,639,3089,689,559,3453,673,8463
507051187,159,697,540,3082,71,4558,0,5,0,37,0,42,59,6,8,15,0,88,26,8,8,14,0,56,155,29,25,77,5,296,2912,634,529,2348,68,6493,105,7,14,0,0,121,39,5,3,8,0,56,154,44,56,192,6,453,14,3,0,17,0,33,13,4,0,7,0,28,76,6,5,11,0,96,389,87,80,601,11,1163,110,49,30,206,7,402,8,0,3,0,0,7,4,3,0,8,0,15,5,0,0,3,0,12,13,11,3,11,0,34,483,41,33,16,23,585,166,47,36,18,3,264,18,8,5,10,0,49,14,0,0,7,0,25,564,148,112,532,15,1378,79,5,0,3,3,92,120,7,9,6,0,146,27,0,4,6,0,46,3,0,3,0,0,9,3,0,0,0,0,3,11,0,0,0,0,11,111,24,12,23,0,171,622,108,79,111,10,921,37,14,5,58,771,886,5029,1155,902,5192,955,13238
507051188,153,702,489,3053,93,4494,0,0,0,31,0,37,140,3,6,7,3,165,89,8,3,28,3,125,180,29,19,61,3,294,3360,656,479,2467,117,7077,271,8,24,0,8,308,66,3,3,13,0,89,216,36,33,237,8,531,15,5,10,13,0,41,14,0,5,9,0,30,99,6,5,4,0,110,574,93,80,708,16,1478,179,60,26,170,8,445,0,3,0,0,0,5,9,0,3,6,0,19,10,3,0,0,0,12,14,6,6,11,0,33,249,11,12,5,0,281,164,34,37,8,4,242,61,5,11,10,3,90,23,0,0,0,0,25,778,142,87,643,29,1678,109,0,4,0,0,119,89,4,0,9,0,98,71,6,5,12,0,95,9,0,0,0,0,9,3,0,0,0,0,3,48,0,3,0,0,48,132,13,3,34,0,182,811,75,80,103,14,1090,66,5,10,52,1720,1849,6497,1136,849,5485,1971,15932
507051189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,8,8
507051190,101,579,472,2586,109,3845,0,4,0,18,3,24,61,5,4,12,0,78,42,9,8,18,3,74,133,32,17,48,0,236,2436,569,438,2050,100,5600,63,0,8,0,0,78,50,0,3,15,0,68,130,30,22,160,4,350,13,6,3,14,0,34,9,3,0,0,0,19,53,8,0,3,3,67,437,89,82,576,9,1195,106,49,21,124,10,307,6,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,6,7,0,0,0,0,7,105,9,5,0,5,125,93,27,24,3,0,144,39,3,6,16,3,66,13,3,3,3,0,25,526,110,83,425,23,1169,30,6,3,3,0,33,82,4,0,0,0,87,30,4,0,5,0,37,4,0,0,0,0,4,3,0,0,3,0,5,6,0,0,0,0,8,117,17,3,26,0,171,490,63,53,79,6,695,29,4,10,31,460,528,4160,956,753,4479,698,11047
507051191,174,955,822,4465,58,6480,0,5,0,23,0,32,75,10,3,22,0,105,28,10,10,25,0,73,212,58,54,119,7,449,4764,929,796,3276,79,9844,88,0,25,0,0,111,58,6,4,16,0,88,188,52,49,249,3,536,21,12,5,26,0,55,15,3,3,3,0,24,61,9,10,10,0,88,730,122,128,787,10,1772,151,81,37,288,3,555,16,0,3,0,0,19,7,0,3,0,0,14,0,0,3,7,0,13,11,8,3,9,0,34,363,30,17,13,11,425,242,69,45,5,5,371,58,8,11,38,4,118,23,3,0,3,0,31,989,182,146,729,10,2057,14,7,3,0,0,23,333,29,18,0,0,374,43,11,3,17,0,69,7,3,0,0,0,9,3,0,0,0,0,5,13,0,3,0,0,13,196,35,20,38,5,289,690,125,113,118,18,1070,52,6,3,49,753,866,7589,1584,1327,7339,910,18761
507051192,138,576,517,2889,49,4172,0,5,8,37,0,48,87,4,0,13,3,108,34,14,11,19,0,67,123,32,19,65,5,240,2511,527,498,2118,68,5723,222,7,11,0,0,244,32,7,3,17,0,56,135,39,32,176,0,380,15,4,3,11,0,33,7,3,3,0,0,18,136,10,3,3,0,151,420,93,92,507,17,1119,78,60,13,157,3,312,3,0,0,0,0,3,8,0,8,0,0,17,10,0,0,0,0,16,8,8,3,10,0,24,245,12,7,3,6,273,152,30,28,8,0,217,44,5,3,14,0,62,24,4,3,7,0,32,568,135,95,459,11,1273,47,0,0,0,0,50,125,4,11,3,0,148,68,4,3,10,0,80,6,0,0,0,0,3,4,0,0,0,0,4,58,0,0,0,0,59,100,0,5,15,0,123,666,75,77,93,6,916,35,10,7,44,599,690,4794,963,837,4745,733,12069
507051193,98,507,525,2482,49,3657,0,3,0,21,0,24,46,3,4,9,0,62,15,6,0,10,0,32,108,30,19,60,3,221,2130,488,524,1879,63,5086,69,0,5,0,0,72,27,3,0,10,0,35,138,41,37,143,9,362,11,0,3,10,0,26,7,0,0,4,0,13,54,19,6,6,0,82,368,81,64,448,14,963,68,41,16,151,4,278,0,0,0,0,0,0,4,0,0,3,0,6,4,0,0,0,0,3,3,3,0,9,0,20,233,20,23,8,3,288,109,27,16,8,3,166,27,10,9,21,0,69,18,0,0,8,0,26,470,123,82,428,16,1120,9,0,0,0,0,11,110,0,0,0,3,119,25,0,5,10,0,47,6,3,7,0,0,16,3,0,0,0,0,3,15,7,0,3,0,22,76,11,9,19,0,118,509,76,75,78,20,756,53,7,4,33,664,760,3727,876,814,4130,806,10362
509011225,93,647,507,3883,101,5232,0,0,0,67,3,73,115,14,11,15,0,154,23,9,0,27,0,61,213,57,31,99,9,404,1818,693,570,3526,108,6715,252,0,19,4,3,281,53,3,4,15,0,78,188,38,43,308,8,590,8,3,0,20,0,39,21,3,4,0,0,30,120,0,3,15,3,135,292,109,74,858,12,1341,224,58,26,205,7,520,10,0,3,3,0,16,0,0,0,0,0,3,0,0,0,0,0,0,7,3,0,0,0,10,45,6,16,15,0,81,48,30,12,9,8,105,84,17,9,35,6,149,13,3,0,3,0,19,417,141,113,793,17,1491,4,0,0,0,0,5,69,6,8,0,0,81,35,0,4,8,0,41,7,0,0,0,0,11,4,0,0,0,0,4,23,0,0,0,0,23,72,22,8,37,0,139,470,63,71,143,8,756,34,14,8,79,860,997,3874,1148,913,7189,1098,14219
509011226,23,157,130,1085,24,1419,0,0,0,3,0,3,14,0,0,5,0,22,3,3,0,9,0,18,68,25,21,43,0,155,390,159,126,859,29,1562,7,0,4,0,0,11,6,0,0,6,0,13,50,15,17,62,0,143,0,0,0,0,0,5,0,0,3,3,0,4,9,5,0,0,0,14,50,19,25,193,9,297,20,8,5,73,0,112,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,3,14,0,4,0,6,19,20,6,4,0,0,33,16,3,0,3,0,20,0,0,0,0,0,0,87,24,18,199,6,330,0,0,0,0,0,0,12,3,0,0,0,19,6,0,0,6,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,12,0,32,74,21,10,18,3,131,3,3,0,10,196,212,700,278,226,1886,255,3340
509011227,40,229,189,1476,20,1947,0,3,0,12,0,18,10,0,6,6,0,23,0,3,0,3,0,9,63,12,6,34,3,118,650,218,209,1189,39,2305,13,0,6,0,0,23,12,0,3,6,0,23,36,10,16,91,0,160,3,0,0,7,0,11,0,0,0,0,0,0,16,3,3,12,0,29,70,27,22,294,7,425,29,23,11,75,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,11,0,3,0,0,17,49,13,10,3,0,79,17,0,6,13,0,38,0,0,0,0,0,0,140,43,37,279,0,501,0,0,0,0,0,3,64,4,4,0,0,70,0,0,0,12,0,15,5,0,0,0,0,5,0,0,0,0,0,0,10,0,3,0,0,12,27,7,0,9,0,45,76,17,16,40,0,152,12,0,0,24,163,204,1084,378,316,2566,213,4567
509011228,37,288,252,1551,43,2173,0,0,0,14,0,14,14,3,0,4,0,25,9,3,7,9,0,26,78,11,23,32,0,146,955,291,216,1255,34,2762,10,0,6,0,0,18,22,3,7,9,0,43,96,17,26,104,8,243,3,0,0,3,0,10,4,0,0,0,0,4,11,3,0,0,0,18,158,32,41,374,10,613,38,47,3,70,7,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,5,3,0,0,0,11,32,16,10,3,0,62,26,4,0,13,0,48,6,0,0,0,0,10,207,59,41,327,9,636,0,0,0,0,0,0,38,10,6,0,0,48,3,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,49,8,0,8,0,69,182,38,42,51,4,322,14,7,3,18,489,528,1586,505,398,2693,571,5748
509011229,14,61,97,1043,23,1241,0,0,0,4,0,4,10,0,0,4,0,9,0,0,0,3,0,5,22,0,16,10,0,47,175,74,73,800,20,1145,38,0,0,0,3,37,0,0,0,3,0,3,23,3,14,86,0,123,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,37,8,9,156,3,207,5,10,5,48,4,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,43,0,6,0,0,47,27,3,6,6,0,50,5,3,0,5,0,10,6,0,0,5,0,10,50,10,22,164,3,251,0,0,0,3,0,5,4,3,0,0,0,13,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,13,33,0,10,24,3,77,10,4,3,31,316,358,397,122,164,1778,369,2834
509011230,47,144,107,1361,55,1710,0,0,0,43,3,49,39,7,0,3,3,49,0,0,0,3,0,6,27,10,3,14,0,59,276,106,93,858,58,1399,31,0,4,0,0,27,4,0,0,4,0,11,17,8,10,130,0,177,0,0,3,0,0,5,0,0,0,0,0,0,27,3,0,0,0,35,42,9,8,174,6,241,41,34,3,43,3,122,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,18,4,0,0,81,34,13,7,0,0,56,8,3,0,5,0,21,0,0,0,0,0,0,64,18,19,176,11,289,3,0,0,0,0,7,23,3,5,6,0,33,4,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,10,3,3,12,0,24,480,56,34,160,20,751,20,0,0,42,514,583,1098,270,200,2289,636,4495
509011231,20,149,131,1403,32,1729,0,3,0,54,0,56,0,0,0,3,0,4,0,0,0,3,0,3,16,10,3,16,0,44,330,142,121,1114,39,1746,60,0,4,0,0,65,3,0,0,9,0,16,25,10,8,87,0,128,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,13,42,29,14,205,9,299,44,28,9,85,3,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,76,4,12,6,3,104,27,12,7,3,3,49,3,0,3,4,0,15,0,0,0,0,0,0,55,24,15,235,4,337,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,3,10,0,34,63,11,11,16,6,103,5,0,6,56,377,445,660,259,209,2474,461,4057
509011232,22,125,119,976,9,1255,0,0,0,3,0,3,3,0,0,0,0,6,3,0,0,3,0,11,69,20,16,34,0,130,452,142,125,830,14,1571,11,0,0,0,0,11,4,0,3,5,0,16,30,10,17,69,0,131,7,0,0,5,0,12,7,0,0,4,0,12,5,0,3,0,0,8,70,25,24,187,6,305,26,13,3,39,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,5,0,0,0,0,0,0,14,11,0,4,0,30,19,5,0,3,0,34,3,0,0,3,0,6,80,22,19,180,9,320,0,0,0,0,0,0,10,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,13,0,3,9,3,34,69,21,13,21,0,127,0,0,0,5,519,528,773,240,205,1725,546,3483
509011233,91,550,346,3345,63,4392,0,7,3,42,0,51,33,3,3,10,0,53,0,0,0,8,0,11,204,79,33,178,0,492,1075,525,401,2714,57,4776,247,4,18,3,3,277,23,4,5,14,0,44,86,26,18,186,3,321,7,0,0,17,0,17,3,0,0,0,0,5,41,4,3,3,0,50,122,76,60,540,6,799,63,39,11,190,3,307,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,12,13,11,3,6,0,34,33,20,12,9,0,72,50,12,4,35,0,110,15,0,3,6,0,24,214,106,67,577,15,981,0,0,0,0,0,7,43,0,0,0,0,47,9,3,3,9,0,22,0,0,0,0,0,3,0,0,0,0,0,3,18,0,3,0,0,20,31,8,13,40,0,81,283,69,50,90,3,493,22,6,4,68,516,622,2254,906,625,5733,657,10169
509011234,41,200,192,1584,42,2057,0,0,0,19,0,19,12,0,0,5,0,10,4,0,0,4,0,13,58,14,9,13,0,91,650,191,168,1141,52,2201,22,0,5,0,0,31,13,3,0,4,0,22,65,11,11,71,0,153,3,3,0,0,3,11,0,0,0,0,0,3,7,0,0,4,0,13,85,33,24,260,13,414,26,14,0,48,0,89,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,3,0,0,0,0,3,10,6,3,4,0,26,27,9,6,4,0,44,14,4,3,3,0,24,0,0,3,7,0,8,159,41,42,287,7,538,0,0,0,0,0,0,19,0,0,0,0,26,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,5,13,0,47,235,20,29,28,5,323,24,0,9,37,465,529,1208,330,291,2587,562,4985
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,49,257,209,1640,39,2191,0,0,0,6,0,10,21,0,3,4,3,24,9,0,0,8,0,21,62,12,22,18,0,115,971,216,217,1041,35,2479,17,0,3,0,0,21,9,0,0,3,0,14,51,17,12,120,3,198,9,4,0,3,0,13,6,0,0,3,0,10,8,0,0,0,0,15,131,35,27,237,9,433,41,21,15,81,0,155,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,9,10,0,0,9,0,21,17,3,4,0,0,23,41,18,9,0,0,72,13,0,0,8,0,34,0,0,4,0,3,6,173,47,32,185,3,435,3,0,0,0,0,6,49,0,3,0,0,52,6,0,0,0,0,10,11,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,26,0,0,12,0,49,140,21,13,46,7,224,16,0,3,36,354,417,1536,391,355,2571,434,5291
509021237,23,135,125,1587,45,1917,0,0,0,37,0,40,10,0,0,0,0,11,0,0,0,3,0,8,30,8,4,14,0,55,305,127,102,1021,34,1590,84,0,8,0,3,93,4,0,0,6,0,8,15,7,5,78,0,106,3,0,0,0,0,6,3,0,0,0,0,3,16,0,0,0,0,15,53,21,18,209,3,301,22,10,0,52,0,76,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,18,3,13,0,0,42,7,0,0,10,0,17,3,0,3,0,0,3,66,30,28,200,9,329,3,0,0,0,0,3,10,0,3,0,0,18,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,13,0,33,81,12,9,30,0,127,17,3,0,33,388,445,668,222,196,2517,471,4067
509021238,19,116,137,1561,34,1869,0,0,0,8,0,13,7,0,0,5,0,17,3,0,0,3,0,4,40,5,6,13,0,64,282,129,127,1114,42,1691,28,0,5,0,5,40,7,0,0,7,0,16,19,3,6,81,3,117,0,0,0,3,0,11,3,0,0,3,0,8,15,0,0,0,0,15,46,20,23,220,3,321,19,8,3,26,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,17,18,6,4,0,0,26,9,0,0,4,0,17,0,0,0,0,0,0,63,19,33,223,10,347,5,0,0,0,0,5,14,3,0,0,0,20,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,11,0,26,44,12,13,35,0,102,7,0,0,36,257,298,554,210,225,2600,333,3924
