SA2_MAINCODE_2016,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_inc_lt_rail_M,OneMeth_Tram_inc_lt_rail_F,OneMeth_Tram_inc_lt_rail_P,OneMeth_Taxi_M,OneMeth_Taxi_F,OneMeth_Taxi_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_inc_lt_rl_M,TwoMeth_Trn_Trm_inc_lt_rl_F,TwoMeth_Trn_Trm_inc_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_inc_lt_rl_M,TwoMeth_Bus_Trm_inc_lt_rl_F,TwoMeth_Bus_Trm_inc_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
507041178,108,88,196,176,143,314,0,0,0,0,0,0,5,3,7,2249,2041,4285,99,171,267,31,3,31,18,0,25,87,20,104,33,14,48,42,53,91,2849,2525,5377,62,60,121,0,0,0,0,0,0,14,9,24,3,5,9,9,3,12,85,78,164,0,0,0,0,0,0,0,9,7,3,3,10,4,0,4,8,11,24,21,21,39,122,104,227,12,13,27,5,0,5,0,0,0,20,13,26,176,205,375,256,382,641,15,16,30,3438,3241,6674
507041179,86,48,136,35,22,54,0,0,0,0,0,0,3,0,3,1117,989,2104,38,89,124,15,0,15,9,0,9,51,8,54,19,3,21,18,24,47,1386,1185,2571,86,54,138,0,0,0,0,0,0,12,16,28,0,12,7,5,3,6,103,79,179,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,7,12,6,16,115,86,200,18,17,32,0,0,0,0,0,0,18,17,32,72,101,169,136,190,330,5,8,17,1726,1583,3312
507041180,98,100,201,39,27,65,0,0,0,0,0,0,3,0,7,1959,1689,3647,95,132,230,26,0,26,23,0,23,44,7,55,29,7,36,20,30,51,2337,1993,4330,103,88,192,0,0,0,0,0,0,38,37,69,0,9,13,16,0,16,155,140,292,0,0,0,0,0,0,0,3,6,0,5,5,3,0,3,6,6,16,25,7,34,185,155,336,22,16,44,0,0,0,0,0,0,29,16,46,97,147,246,211,362,576,12,16,31,2875,2695,5566
507041181,24,31,51,191,156,351,4,0,4,0,0,0,3,0,4,2677,2495,5177,111,166,272,21,0,21,30,3,38,103,22,125,39,6,50,46,58,111,3260,2951,6208,60,45,108,0,0,0,0,0,0,19,17,39,4,5,11,0,3,3,79,77,155,0,0,0,0,0,0,6,7,11,5,5,8,0,0,0,9,15,24,33,8,44,121,101,223,3,7,14,0,6,3,0,0,0,4,16,18,169,257,426,276,479,749,23,24,44,3852,3815,7665
507041182,67,61,135,58,83,136,0,0,0,0,0,0,4,3,9,1999,1725,3723,85,145,232,19,0,20,23,0,26,39,16,56,25,9,31,49,51,101,2369,2095,4465,111,67,185,0,0,0,0,0,0,33,26,64,3,6,11,4,0,4,154,111,258,0,0,0,0,0,0,7,3,13,3,8,8,0,0,0,10,10,26,18,8,21,176,133,307,22,18,38,0,0,0,0,0,0,21,18,40,84,119,208,268,395,662,33,32,57,2951,2790,5739
507041183,19,18,31,33,31,68,0,0,0,0,0,0,0,0,0,684,664,1345,46,30,76,9,0,9,8,3,6,14,5,23,8,3,9,23,17,35,840,763,1604,16,20,35,0,0,0,0,0,0,11,14,29,0,0,0,3,0,3,32,34,70,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,8,9,20,39,44,85,5,3,7,0,0,0,0,0,0,5,3,7,26,47,71,71,136,202,6,9,21,992,1004,1994
507041184,36,27,61,42,30,71,0,0,0,0,0,0,0,0,3,1016,820,1834,49,96,151,10,0,10,9,0,9,23,3,29,13,6,16,11,17,27,1202,999,2199,64,35,102,0,0,0,0,0,0,9,19,37,0,7,5,0,0,0,77,62,144,0,0,0,0,0,0,0,3,4,0,3,4,0,0,0,3,9,10,11,6,20,92,84,174,15,13,27,3,0,3,0,0,0,15,13,33,69,95,170,128,163,293,10,14,21,1519,1367,2889
507051185,179,234,412,136,48,181,0,0,3,0,0,0,3,4,5,5236,4616,9852,307,292,607,86,3,85,51,0,51,22,3,21,157,36,195,75,74,143,6259,5311,11569,106,96,201,0,0,0,0,0,0,119,143,266,14,25,45,3,3,8,249,266,518,0,0,0,0,0,0,0,0,5,7,13,21,7,0,7,20,13,29,60,21,79,331,295,629,48,76,122,0,0,0,0,0,0,47,76,124,141,353,495,815,949,1764,51,51,103,7646,7033,14681
507051186,41,55,98,29,32,58,0,0,0,0,0,0,0,0,0,1191,922,2114,80,87,167,18,0,19,16,3,18,8,6,14,29,7,33,20,22,48,1433,1129,2570,18,27,45,0,0,0,0,0,0,7,15,29,4,3,3,3,4,4,33,51,85,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,4,4,3,16,8,18,53,62,108,6,22,29,0,0,0,0,0,0,6,18,27,17,48,70,166,219,385,16,13,32,1691,1494,3188
507051187,55,79,135,48,25,75,0,0,0,0,0,0,5,4,6,1935,1821,3752,171,161,331,35,0,34,28,0,33,7,6,18,60,11,71,31,35,65,2368,2154,4518,43,42,86,0,0,0,0,0,0,49,44,92,6,8,13,0,0,0,97,89,188,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,3,4,34,14,47,137,108,240,24,23,45,0,0,0,3,0,3,26,24,48,44,115,159,351,379,733,21,16,33,2945,2793,5733
507051188,68,85,153,63,44,99,7,0,7,0,0,0,8,3,12,2133,1737,3871,183,158,335,31,0,31,28,4,37,59,16,75,383,81,466,171,96,263,3127,2223,5350,34,39,80,0,0,0,0,0,0,19,32,48,3,4,14,3,0,3,65,74,143,0,0,0,0,0,0,0,0,3,4,3,5,0,0,0,3,9,11,26,7,39,99,92,189,16,21,41,0,0,0,0,0,0,16,27,41,72,75,153,302,352,653,43,34,79,3658,2808,6469
507051189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507051190,59,73,134,41,33,78,0,0,0,0,0,0,0,0,0,1535,1384,2923,97,82,180,28,0,28,24,0,23,19,5,21,39,6,48,21,31,45,1871,1616,3487,24,20,39,0,0,0,0,0,0,24,42,68,5,8,10,3,0,3,52,70,120,0,0,0,0,0,0,0,4,4,0,3,7,0,0,0,4,3,9,27,5,29,80,81,163,15,15,31,0,0,0,0,0,0,15,15,31,69,101,171,260,317,579,19,26,49,2319,2158,4472
507051191,99,108,205,94,49,141,0,3,4,0,0,0,3,0,0,3095,2811,5908,207,200,406,59,3,62,35,3,36,11,10,23,129,19,145,25,50,79,3755,3244,7000,35,26,59,0,0,0,0,0,0,106,74,186,8,10,17,0,0,0,145,108,259,0,0,0,0,0,0,3,4,12,6,3,8,5,0,5,13,9,23,32,15,44,191,131,320,24,30,59,3,3,3,0,0,0,31,32,58,84,218,303,548,549,1102,28,14,46,4643,4192,8833
507051192,83,95,182,46,34,83,0,0,0,3,0,3,3,0,3,1849,1644,3491,141,143,275,34,0,37,21,0,20,15,4,19,64,13,79,17,20,36,2270,1961,4227,37,35,72,0,0,0,0,0,0,24,31,53,6,10,8,4,0,9,72,71,144,0,0,0,0,0,0,3,0,3,0,4,4,3,0,7,4,10,16,14,11,29,91,93,181,15,9,27,0,0,0,0,0,0,19,9,30,37,96,129,305,300,606,26,15,47,2752,2472,5220
507051193,55,68,122,40,29,71,0,0,0,3,0,3,0,0,0,1556,1325,2885,107,128,238,27,0,27,13,0,20,15,3,20,46,13,59,22,24,44,1884,1599,3480,40,38,84,0,0,0,0,0,0,24,23,49,3,4,5,4,0,7,78,73,148,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,3,3,7,24,4,30,113,74,183,19,15,34,0,0,3,0,0,0,16,19,32,26,83,102,242,252,487,23,16,41,2300,2037,4338
509011225,0,3,3,8,6,18,0,0,0,0,0,0,9,21,28,2223,2049,4268,168,214,378,27,0,27,28,8,37,57,18,75,26,9,36,125,126,254,2676,2443,5124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,29,13,41,30,17,47,0,0,0,0,0,0,0,4,4,0,0,3,76,129,209,234,359,589,39,27,65,3059,2978,6041
509011226,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,512,420,932,27,30,57,20,3,20,5,3,5,0,0,0,13,5,18,42,34,75,622,498,1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,151,134,280,76,102,184,10,15,22,858,748,1605
509011227,0,0,0,5,4,8,0,0,0,0,0,0,0,0,0,812,751,1571,40,47,91,19,0,19,9,0,8,5,0,5,14,0,12,7,4,15,910,811,1729,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,10,9,10,15,0,0,0,0,0,0,0,0,0,0,0,0,20,30,48,88,145,225,12,17,26,1035,1013,2041
509011228,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,722,649,1377,34,60,92,11,0,9,8,3,9,8,5,15,11,8,22,70,58,124,868,790,1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14,8,0,14,0,0,0,0,0,0,0,0,0,3,0,3,160,138,300,150,198,350,19,20,33,1207,1148,2356
509011229,0,0,0,11,7,18,0,0,0,0,0,0,0,0,0,475,276,750,20,20,44,22,0,25,3,0,3,8,0,10,33,12,45,98,73,173,678,391,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,8,0,9,0,0,0,0,0,0,0,0,0,3,0,3,137,135,268,27,58,91,16,8,25,862,595,1460
509011230,0,0,0,23,10,28,0,0,0,0,0,0,0,3,7,732,534,1264,82,92,179,17,0,17,3,0,3,6,0,8,20,3,25,53,36,85,935,685,1622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12,7,5,12,0,0,0,0,0,0,0,0,0,0,0,0,78,78,149,60,76,138,18,12,26,1099,851,1946
509011231,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,539,435,978,31,22,52,30,0,30,4,0,7,3,3,3,39,11,51,93,68,163,744,546,1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13,6,9,13,0,0,0,0,0,0,0,0,0,0,0,0,221,183,403,71,80,144,13,16,30,1053,826,1879
509011232,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,549,526,1070,30,23,53,16,0,16,0,3,5,5,4,9,9,0,8,7,9,11,623,567,1190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,46,54,93,81,98,176,14,9,18,764,732,1490
509011233,0,0,0,14,4,20,0,0,0,0,0,0,3,3,14,1736,1602,3339,154,171,322,49,0,50,19,3,23,23,8,30,27,7,29,38,27,66,2067,1828,3893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,3,4,20,4,30,23,13,40,0,0,0,0,0,0,0,0,0,0,3,3,58,96,156,177,267,440,24,16,35,2342,2224,4565
509011234,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,647,560,1209,49,59,104,18,0,19,8,0,9,6,0,6,15,13,25,69,47,112,821,674,1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,5,3,11,0,0,0,0,0,0,0,0,0,0,0,0,153,122,271,119,130,253,10,9,15,1106,938,2043
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,0,3,9,15,6,14,0,0,0,0,0,0,0,0,0,826,697,1522,30,49,78,47,0,51,3,0,3,0,3,3,33,3,37,43,24,66,994,786,1783,0,0,0,0,0,0,0,0,0,11,14,25,0,0,4,0,0,0,13,16,28,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,10,4,13,25,21,47,0,4,4,0,0,0,0,0,0,0,4,4,102,134,238,163,159,325,21,17,37,1297,1129,2429
509021237,0,0,0,8,3,9,0,0,0,0,0,0,0,0,0,537,389,922,28,27,57,41,0,41,3,3,4,7,3,9,29,0,27,113,84,194,761,507,1273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,10,9,3,17,0,0,0,0,0,0,3,0,3,3,0,3,76,89,163,56,93,149,11,14,22,923,702,1623
509021238,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,561,415,975,18,21,40,54,0,54,0,0,0,9,3,10,31,10,39,107,85,189,789,535,1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,14,14,7,20,0,0,0,0,0,0,3,0,3,3,0,3,138,126,271,48,91,137,19,9,23,1019,767,1781
509021239,0,3,3,37,9,50,0,0,0,0,0,0,3,0,3,1107,872,1979,118,137,255,62,3,60,8,3,10,21,8,27,48,23,77,163,117,275,1559,1181,2743,0,0,0,0,0,0,0,0,0,3,9,10,0,0,0,0,0,0,3,11,9,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,17,6,22,21,19,34,0,3,3,0,0,0,0,0,0,0,3,3,200,197,398,222,208,423,32,29,57,2032,1634,3662
509021240,0,0,3,23,6,32,0,0,0,0,0,0,0,0,3,752,581,1333,51,54,103,38,0,38,11,0,11,18,5,21,30,3,31,129,111,238,1063,762,1817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,12,10,8,12,0,0,0,0,0,0,3,0,4,3,0,4,123,113,230,91,133,219,20,13,31,1304,1020,2326
509021241,0,0,0,12,3,13,0,0,0,0,0,0,0,0,0,814,542,1359,50,56,104,33,3,31,9,0,15,10,3,12,40,17,51,138,99,238,1103,715,1822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,5,7,7,14,10,9,14,0,0,0,0,0,0,0,0,0,0,0,0,158,132,288,72,82,157,19,18,33,1362,954,2318
509021242,3,0,3,256,28,277,0,0,0,0,0,0,0,0,0,555,285,846,89,36,123,26,0,27,7,0,10,11,11,22,71,20,89,134,86,220,1163,462,1623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,10,3,13,13,7,19,0,0,0,0,0,0,5,0,5,5,0,5,123,95,221,55,59,112,44,16,60,1403,637,2040
509021243,0,4,4,14,7,18,0,0,0,0,0,0,0,0,0,1483,1399,2886,114,108,226,64,4,68,10,3,16,12,7,16,33,12,46,96,76,169,1836,1614,3451,0,0,0,0,0,0,0,0,0,7,5,13,0,0,0,0,0,0,7,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,14,9,25,27,17,40,0,0,0,0,0,0,3,0,3,4,0,4,104,133,232,236,262,498,20,26,50,2225,2052,4277
509021244,0,4,3,14,0,10,0,0,0,0,0,0,0,0,0,555,529,1087,32,43,78,27,3,28,0,0,3,0,0,0,26,8,32,27,20,44,688,606,1298,0,0,0,0,0,0,0,0,0,3,8,9,0,0,0,0,0,0,3,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,12,11,14,30,0,0,0,0,0,0,0,0,0,0,0,0,84,74,161,125,130,258,23,12,30,933,842,1769
509021245,0,0,0,10,5,18,0,0,0,0,0,0,0,0,0,612,532,1146,35,47,85,41,4,44,3,3,6,4,4,11,27,7,39,52,37,94,797,648,1441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,6,3,8,0,0,0,0,0,0,0,0,0,3,0,3,126,127,252,105,150,258,16,9,27,1056,930,1988
509031246,0,0,0,7,3,11,0,0,0,0,0,0,0,0,0,456,353,809,40,29,67,32,0,33,3,5,10,3,0,3,21,6,35,80,54,139,645,452,1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,157,123,282,57,86,138,16,14,22,880,665,1549
509031247,0,0,0,41,9,49,0,0,0,0,0,0,0,0,0,698,422,1128,52,29,85,54,0,54,3,0,3,14,11,27,72,15,88,174,108,280,1107,600,1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,3,6,8,4,12,11,5,22,0,0,0,0,0,0,3,0,3,3,0,3,252,226,479,45,91,134,37,18,53,1464,937,2398
509031248,0,0,0,83,23,102,0,0,0,0,0,0,0,0,0,635,293,932,87,24,112,20,0,26,4,0,7,0,3,3,16,0,23,40,53,91,893,397,1289,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,7,6,11,0,0,0,0,0,0,9,6,13,3,3,9,13,13,26,0,0,0,0,0,0,0,0,0,0,0,0,30,38,73,97,84,179,22,8,29,1056,540,1596
509031249,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,684,615,1307,53,51,107,30,0,28,0,0,4,3,3,7,17,0,17,64,70,135,858,746,1606,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,11,4,14,0,0,0,0,0,0,0,0,0,0,0,0,22,51,74,77,94,176,20,15,30,992,910,1900
509031250,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,665,572,1233,33,41,71,33,3,34,7,0,7,7,0,10,45,12,49,100,61,163,897,686,1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,195,166,357,63,102,164,20,17,36,1177,968,2149
510011262,5,3,10,29,18,45,0,0,0,0,0,0,11,16,33,2274,2209,4486,186,270,462,38,0,36,162,79,249,171,108,284,53,24,81,216,222,432,3153,2962,6110,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,3,3,3,20,25,48,27,27,58,0,0,0,3,0,3,0,4,3,4,6,9,124,172,298,775,931,1707,95,84,174,4174,4181,8359
510011263,0,0,3,29,14,40,0,0,0,0,0,0,0,0,0,653,586,1240,145,134,273,20,3,26,13,5,16,23,27,51,64,19,86,268,306,571,1211,1099,2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,14,20,14,12,27,0,0,0,0,0,0,3,0,3,3,0,3,51,32,77,247,252,500,50,34,87,1564,1429,2996
510011264,0,0,0,25,7,31,0,0,0,0,0,0,0,0,0,137,113,255,32,41,72,4,0,4,0,0,3,9,3,10,8,7,18,147,181,328,374,346,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,4,5,5,7,10,0,0,0,0,0,0,0,0,0,0,0,0,22,17,35,61,49,108,12,15,29,477,437,911
510011265,0,0,0,102,24,129,0,0,0,0,0,0,5,0,5,1024,934,1964,155,154,308,30,4,31,34,15,53,42,41,83,69,32,101,285,331,617,1756,1539,3293,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,9,0,0,0,6,0,6,16,0,13,23,6,26,35,14,50,5,0,5,5,0,5,6,0,6,11,0,16,61,65,122,417,419,836,52,41,97,2331,2072,4402
510011266,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,119,109,232,30,31,59,6,3,8,7,3,9,0,0,0,16,14,33,124,156,282,309,311,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,18,17,35,145,145,294,14,10,18,494,489,978
510021267,4,3,8,2491,354,2846,0,0,6,0,0,0,16,3,19,1167,168,1333,639,99,741,140,4,144,4,0,6,14,3,10,926,181,1107,406,313,723,5810,1137,6941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,16,4,25,21,4,27,66,9,72,93,16,104,3,0,3,19,7,32,6,0,12,34,15,42,23,16,39,168,69,238,529,118,642,6644,1363,8010
510021268,3,0,3,194,22,213,3,0,3,0,0,0,3,0,3,882,569,1448,204,100,305,31,0,31,20,9,26,54,14,70,73,10,84,91,115,207,1561,837,2398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,17,4,24,0,3,0,5,0,8,29,7,37,27,0,32,56,8,67,0,0,0,6,3,6,3,0,7,9,3,11,4,24,27,129,84,208,60,21,77,1823,968,2786
510021269,4,0,4,108,12,118,0,0,0,0,0,0,3,4,6,1396,673,2064,262,63,323,43,0,39,12,0,16,10,6,24,92,22,114,115,110,225,2050,890,2941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,6,16,14,9,22,4,0,4,0,0,0,0,0,0,9,0,9,12,33,48,130,121,248,89,25,112,2303,1072,3374
510021270,0,0,0,138,8,152,0,0,0,0,0,0,6,9,19,1903,1290,3187,256,191,448,35,0,32,31,7,34,22,7,26,33,16,55,56,65,119,2477,1602,4076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,7,21,9,33,27,14,43,0,0,0,0,0,0,3,3,3,0,3,8,4,48,55,238,212,444,66,39,97,2814,1907,4722
510031271,16,0,16,8172,813,8984,9,0,9,0,0,0,16,0,13,1802,669,2466,746,174,915,120,3,123,10,3,9,34,46,84,928,166,1096,730,487,1215,12578,2358,14932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,10,0,15,10,0,10,32,3,42,55,3,61,40,17,60,101,26,125,9,0,9,30,3,36,18,3,17,58,8,63,32,45,76,501,262,765,581,114,692,13848,2804,16658
510031272,6,3,8,354,39,401,0,0,3,0,0,0,25,8,35,3387,2344,5728,544,274,819,69,3,76,62,14,75,62,23,80,99,29,123,128,148,278,4734,2890,7619,0,0,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,3,0,5,3,3,5,9,0,9,17,4,27,41,20,63,67,29,94,0,0,3,9,0,9,6,0,6,11,4,18,41,132,167,444,399,840,118,54,167,5406,3499,8910
