SA2_MAINCODE_2016,OO_DS_Sep_hse,OO_DS_Sde_row_or_ter_h_t,OO_DS_Flt_apt,OO_DS_Oth_dwel,OO_DS_NS,Owned_Outright_Total,OWM_DS_Sep_hse,OWM_DS_Sde_row_or_ter_h_t,OWM_DS_Flt_apt,OWM_DS_Oth_dwel,OWM_DS_NS,Owned_with_mortgage_Total,R_REA_DS_Sep_hse,R_REA_DS_Sde_row_or_ter_h_t,R_REA_DS_Flt_apt,R_REA_DS_Oth_dwel,R_REA_DS_NS,R_Real_estate_agent_Total,R_SteTer_h_auth_DS_Separat_hs,R_ST_h_aut_DS_Sd_r_ter_h_t,R_SteT_h_auth_DS_Flt_apt,R_SteTer_h_auth_DS_Oth_dwel,R_SteTer_h_auth_DS_NS,R_SteTer_h_auth_Total,R_Pn_not_s_hh_DS_Sep_hse,R_P_not_s_hh_DS_Sd_ro_ter_h_t,R_Pn_not_s_hh_DS_Flt_apt,R_Pn_not_s_hh_DS_Oth_dwel,R_Pn_not_s_hh_DS_NS,R_Psn_not_same_hh_Total,R_Hs_coop_c_ch_grp_DS_Sep_hse,R_Hs_cp_c_ch_g_DS_Sd_r_te_h_t,R_Hs_cp_c_ch_gp_DS_Flt_apt,R_Hs_coop_c_ch_grp_DS_Oth_dwe,R_Hs_coop_c_ch_grp_DS_NS,R_Hs_coop_c_ch_grp_Total,R_Oth_llord_type_DS_Sep_hse,R_Oth_lld_typ_DS_S_ro_ter_h_t,R_Oth_lld_type_DS_Flt_apt,R_Oth_llord_type_DS_Oth_dwel,R_Oth_llord_type_DS_NS,R_Oth_llord_type_Total,R_Llord_type_NS_DS_Sep_hse,R_Lld_ty_NS_DS_Sd_row_ter_h_t,R_Llord_typ_NS_DS_Flt_apt,R_Llord_type_NS_DS_Oth_dwel,R_Llord_type_NS_DS_NS,R_Llord_type_NS_Total,R_Total_DS_Sep_hse,R_Total_DS_Sde_row_or_ter_h_t,R_Total_DS_Flt_apt,R_Total_DS_Oth_dwel,R_Total_DS_NS,R_Total_Total,Oth_tenu_typ_DS_Sep_hse,Oth_ten_typ_DS_Sd_row_ter_h_t,Oth_tenu_typ_DS_Flt_apt,Oth_tenu_typ_DS_Oth_dwel,Oth_tenu_typ_DS_NS,Oth_tenu_typ_Total,Tenu_typ_NS_DS_Sep_hse,Ten_ty_NS_DS_Sd_row_ter_h_t,Tenu_typ_NS_DS_Flt_apt,Tenu_typ_NS_DS_Oth_dwel,Tenu_typ_NS_DS_NS,Tenu_typ_NS_Total,Total_DS_Sep_hse,Total_DS_Sde_row_or_ter_h_t,Total_DS_Flt_apt,Total_DS_Oth_dwel,Total_DS_NS,Total_Total
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511031282,357,6,3,46,10,421,481,8,0,5,3,506,220,46,12,0,0,281,31,12,3,0,0,45,130,0,0,3,0,136,19,0,7,0,0,25,62,5,0,14,3,88,17,0,0,5,0,26,492,61,23,21,10,600,7,0,0,3,3,13,183,14,14,136,64,415,1516,103,34,214,82,1949
511031283,57,0,0,80,12,152,36,0,0,11,0,50,4,0,0,0,0,4,381,4,3,0,0,392,50,3,0,9,3,67,47,0,0,0,3,51,200,13,13,18,11,254,36,7,3,3,0,51,716,29,20,26,19,817,14,0,3,4,0,25,177,12,19,41,9,258,1002,44,44,164,41,1295
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041285,1233,141,18,86,47,1534,1060,50,7,4,3,1128,399,274,83,0,12,763,151,204,77,0,4,432,395,88,30,4,0,522,19,35,0,0,0,53,60,28,9,18,3,115,19,10,0,0,0,33,1047,628,199,25,21,1914,19,23,11,4,0,51,343,153,59,27,15,596,3708,1001,298,147,81,5227
511041286,663,13,0,15,0,689,1089,10,0,34,0,1128,167,44,0,4,0,216,100,23,0,17,0,139,182,16,0,12,0,210,14,0,0,0,0,10,14,3,0,0,0,18,10,0,0,0,0,11,498,77,0,29,0,610,3,0,0,0,0,5,204,23,3,24,0,258,2459,129,3,103,3,2690
511041287,755,4,0,94,3,854,1100,3,0,10,0,1109,361,5,0,0,0,366,54,10,0,0,0,64,181,0,0,3,0,187,6,0,3,0,0,13,45,0,0,12,0,59,6,0,0,0,0,6,649,17,10,17,0,696,13,0,0,3,0,14,171,3,3,21,0,198,2684,28,12,149,10,2873
511041288,843,132,3,15,0,991,1244,113,4,0,0,1356,455,81,4,0,0,544,117,7,0,0,0,123,221,62,0,0,0,288,3,0,0,0,0,3,82,8,0,3,0,89,9,0,0,0,0,8,884,161,9,3,0,1060,17,15,0,0,0,34,211,25,3,4,15,253,3196,448,14,18,19,3696
511041289,551,8,3,48,23,640,397,0,4,8,3,411,133,8,0,0,3,144,34,14,23,0,0,71,87,3,0,5,0,97,6,0,3,0,0,10,26,0,0,26,5,62,18,0,3,0,0,18,300,33,33,32,12,413,13,0,0,7,0,19,88,0,8,6,3,113,1355,44,47,100,39,1587
511041290,160,0,0,102,21,291,63,0,0,10,3,71,4,0,0,0,0,3,136,4,8,3,0,148,53,0,0,3,3,51,19,0,0,0,0,19,111,0,18,15,15,155,24,0,0,0,0,30,346,9,24,21,14,418,9,0,0,9,8,24,165,3,12,68,26,280,748,9,37,210,69,1075
511041291,646,5,0,80,12,740,274,0,0,10,3,285,31,0,0,0,0,33,50,4,4,0,0,65,167,4,6,5,0,180,10,0,0,0,0,10,156,0,4,17,3,187,49,0,0,0,0,53,473,12,19,30,5,527,16,0,0,6,0,29,132,4,3,26,7,167,1540,14,24,148,26,1747
511041292,892,17,11,377,7,1305,548,3,3,18,0,574,70,16,14,0,0,109,51,3,7,0,0,56,220,20,12,14,3,266,8,0,6,0,0,12,83,3,8,50,0,144,43,0,0,9,0,55,482,42,46,69,7,644,37,0,0,7,0,46,251,4,8,193,17,471,2205,74,73,658,31,3040
597979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
