SA2_MAINCODE_2016,Cntd_home_Cen_Nt_0_14_yr,Cntd_home_Cen_Nt_15_24_yr,Cntd_home_Cen_Nt_25_34_yr,Cntd_home_Cen_Nt_35_44_yr,Cntd_home_Cen_Nt_45_54_yr,Cntd_home_Cen_Nt_55_64_yr,Cntd_home_Cen_Nt_65_74_yr,Cntd_home_Cen_Nt_75_84_yr,Cntd_home_Cen_Nt_85_yr,Cntd_home_Cen_Night_Tot,Vis_from_Same_SA2_0_14,Vis_from_Same_SA2_15_24,Vis_from_Same_SA2_25_34,Vis_from_Same_SA2_35_44,Vis_from_Same_SA2_45_54,Vis_from_Same_SA2_55_64,Vis_from_Same_SA2_65_74,Vis_from_Same_SA2_75_84,Vis_from_Same_SA2_85,Vis_from_Same_SA2_Tot,Vis_fro_Diff_SA2_NSW_0_14,Vis_fr_Diff_SA2_NSW_15_24,Vis_fr_Diff_SA2_NSW_25_34,Vis_fr_Diff_SA2_NSW_35_44,Vis_fr_Diff_SA2_NSW_45_54,Vis_fr_Diff_SA2_NSW_55_64,Vis_fr_Diff_SA2_NSW_65_74,Vis_fr_Diff_SA2_NSW_75_84,Vis_fr_Diff_SA2_NSW_85,Vis_fr_Diff_SA2_NSW_Tot,Vis_fro_Diff_SA2_Vic_0_14,Vis_fr_Diff_SA2_Vic_15_24,Vis_fr_Diff_SA2_Vic_25_34,Vis_fr_Diff_SA2_Vic_35_44,Vis_fr_Diff_SA2_Vic_45_54,Vis_fr_Diff_SA2_Vic_55_64,Vis_fr_Diff_SA2_Vic_65_74,Vis_fr_Diff_SA2_Vic_75_84,Vis_fr_Diff_SA2_Vic_85,Vis_fr_Diff_SA2_Vic_Tot,Vis_fro_Diff_SA2_Qld_0_14,Vis_fr_Diff_SA2_Qld_15_24,Vis_fr_Diff_SA2_Qld_25_34,Vis_fr_Diff_SA2_Qld_35_44,Vis_fr_Diff_SA2_Qld_45_54,Vis_fr_Diff_SA2_Qld_55_64,Vis_fr_Diff_SA2_Qld_65_74,Vis_fr_Diff_SA2_Qld_75_84,Vis_fr_Diff_SA2_Qld_85,Vis_fr_Diff_SA2_Qld_Tot,Vis_fro_Diff_SA2_SA_0_14,Vis_fr_Diff_SA2_SA_15_24,Vis_fr_Diff_SA2_SA_25_34,Vis_fr_Diff_SA2_SA_35_44,Vis_fr_Diff_SA2_SA_45_54,Vis_fr_Diff_SA2_SA_55_64,Vis_fr_Diff_SA2_SA_65_74,Vis_fr_Diff_SA2_SA_75_84,Vis_fr_Diff_SA2_SA_85,Vis_fr_Diff_SA2_SA_Tot,Vis_fro_Diff_SA2_WA_0_14,Vis_fr_Diff_SA2_WA_15_24,Vis_fr_Diff_SA2_WA_25_34,Vis_fr_Diff_SA2_WA_35_44,Vis_fr_Diff_SA2_WA_45_54,Vis_fr_Diff_SA2_WA_55_64,Vis_fr_Diff_SA2_WA_65_74,Vis_fr_Diff_SA2_WA_75_84,Vis_fr_Diff_SA2_WA_85,Vis_fr_Diff_SA2_WA_Tot,Vis_fro_Diff_SA2_Tas_0_14,Vis_fr_Diff_SA2_Tas_15_24,Vis_fr_Diff_SA2_Tas_25_34,Vis_fr_Diff_SA2_Tas_35_44,Vis_fr_Diff_SA2_Tas_45_54,Vis_fr_Diff_SA2_Tas_55_64,Vis_fr_Diff_SA2_Tas_65_74,Vis_fr_Diff_SA2_Tas_75_84,Vis_fr_Diff_SA2_Tas_85,Vis_fr_Diff_SA2_Tas_Tot,Vis_fro_Diff_SA2_NT_0_14,Vis_fr_Diff_SA2_NT_15_24,Vis_fr_Diff_SA2_NT_25_34,Vis_fr_Diff_SA2_NT_35_44,Vis_fr_Diff_SA2_NT_45_54,Vis_fr_Diff_SA2_NT_55_64,Vis_fr_Diff_SA2_NT_65_74,Vis_fr_Diff_SA2_NT_75_84,Vis_fr_Diff_SA2_NT_85,Vis_fr_Diff_SA2_NT_Tot,Vis_fro_Diff_SA2_ACT_0_14,Vis_fr_Diff_SA2_ACT_15_24,Vis_fr_Diff_SA2_ACT_25_34,Vis_fr_Diff_SA2_ACT_35_44,Vis_fr_Diff_SA2_ACT_45_54,Vis_fr_Diff_SA2_ACT_55_64,Vis_fr_Diff_SA2_ACT_65_74,Vis_fr_Diff_SA2_ACT_75_84,Vis_fr_Diff_SA2_ACT_85,Vis_fr_Diff_SA2_ACT_Tot,Vis_fro_Diff_SA2_OT_0_14,Vis_fr_Diff_SA2_OT_15_24,Vis_fr_Diff_SA2_OT_25_34,Vis_fr_Diff_SA2_OT_35_44,Vis_fr_Diff_SA2_OT_45_54,Vis_fr_Diff_SA2_OT_55_64,Vis_fr_Diff_SA2_OT_65_74,Vis_fr_Diff_SA2_OT_75_84,Vis_fr_Diff_SA2_OT_85,Vis_fr_Diff_SA2_OT_Tot,Vis_fro_Diff_SA2_TOT_0_14,Vis_fr_Diff_SA2_TOT_15_24,Vis_fr_Diff_SA2_TOT_25_34,Vis_fr_Diff_SA2_TOT_35_44,Vis_fr_Diff_SA2_TOT_45_54,Vis_fr_Diff_SA2_TOT_55_64,Vis_fr_Diff_SA2_TOT_65_74,Vis_fr_Diff_SA2_TOT_75_84,Vis_fr_Diff_SA2_TOT_85,Vis_fr_Diff_SA2_TOT_TTOT,Vis_from_Tot_Viss_0_14_yr,Vis_from_Tot_Viss_15_24_yr,Vis_from_Tot_Viss_25_34_yr,Vis_from_Tot_Viss_35_44_yr,Vis_from_Tot_Viss_45_54_yr,Vis_from_Tot_Viss_55_64_yr,Vis_from_Tot_Viss_65_74_yr,Vis_from_Tot_Viss_75_84_yr,Vis_from_Tot_Viss_85_yr_over,Vis_from_Tot_Viss_Tot,OS_vis_0_14_yr,OS_vis_15_24_yr,OS_vis_25_34_yr,OS_vis_35_44_yr,OS_vis_45_54_yr,OS_vis_55_64_yr,OS_vis_65_74_yr,OS_vis_75_84_yr,OS_vis_85_yr_over,OS_vis_Tot,Tot_0_14_yr,Tot_15_24_yr,Tot_25_34_yr,Tot_35_44_yr,Tot_45_54_yr,Tot_55_64_yr,Tot_65_74_yr,Tot_75_84_yr,Tot_85_yr_over,Tot_Tot
501011001,1005,326,411,716,686,764,592,292,107,4907,0,0,0,0,0,4,0,0,0,4,0,0,3,3,0,4,15,0,0,27,0,0,8,4,3,3,7,0,0,23,0,0,4,0,0,3,0,0,0,11,0,0,0,0,3,3,0,0,0,9,24,44,44,25,35,56,58,8,3,301,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,44,58,32,48,76,78,8,3,375,23,44,58,32,48,79,78,8,3,384,11,22,26,9,3,9,9,4,0,96,1036,392,502,764,739,849,687,308,110,5381
501011002,5049,2591,2364,3066,3151,2927,2660,1566,705,24082,3,4,3,4,3,4,15,8,4,50,18,5,3,6,14,28,29,4,3,109,3,4,9,6,13,26,10,0,0,79,6,0,14,9,11,18,14,0,0,71,3,0,0,0,0,8,3,7,0,26,172,162,184,164,159,199,170,68,33,1311,0,3,0,3,4,14,0,0,0,16,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,203,180,203,195,199,299,231,83,37,1629,205,189,207,198,204,307,244,84,42,1680,46,54,51,30,28,33,37,21,4,299,5307,2823,2627,3293,3383,3263,2944,1668,752,26059
501011003,2176,707,1056,1478,1308,1171,896,331,93,9209,0,0,0,4,0,3,0,0,0,12,0,0,3,4,6,14,4,3,0,32,3,0,5,3,3,4,7,0,0,22,0,0,0,0,7,6,0,0,0,22,0,0,0,0,0,4,0,0,0,7,62,60,72,48,75,117,110,30,4,577,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,63,75,52,94,147,132,35,4,661,66,63,75,57,92,151,127,31,4,676,14,47,45,11,26,11,6,6,0,172,2263,812,1178,1549,1429,1325,1035,370,99,10055
501011004,1976,714,1139,1398,1106,904,490,217,101,8044,3,0,3,0,0,0,0,0,0,7,3,0,7,7,5,25,19,8,0,74,0,9,9,3,3,17,14,0,0,59,0,0,12,3,14,23,17,0,0,69,0,0,0,0,11,3,11,3,0,25,40,43,109,69,71,97,82,24,5,547,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,56,138,86,113,164,149,38,7,789,47,56,139,86,113,163,149,38,7,797,33,87,140,49,51,35,15,3,0,424,2056,853,1416,1537,1273,1096,657,260,108,9261
501021005,4093,1885,2077,2235,2251,1905,1285,544,151,16422,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,3,0,0,0,8,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,3,0,0,3,77,68,73,35,25,41,23,15,3,364,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,70,76,39,33,47,38,19,7,403,77,77,76,39,34,47,43,16,7,410,24,7,3,3,9,16,6,4,0,69,4195,1966,2160,2274,2292,1964,1336,567,151,16906
501021007,1042,480,493,599,753,678,528,194,48,4820,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,31,22,17,23,10,22,12,6,7,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,25,17,23,13,29,18,5,7,169,34,27,17,23,14,24,18,5,7,176,0,4,6,3,0,0,0,0,0,15,1072,504,518,631,768,710,547,208,55,5012
501021008,1064,798,942,842,844,785,546,301,178,6297,0,0,3,0,0,0,0,3,0,13,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,52,52,73,33,51,41,45,53,19,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,52,73,31,51,38,55,53,19,439,58,52,79,31,52,38,55,57,19,446,0,3,3,3,0,7,0,0,0,18,1123,856,1022,874,892,836,598,357,199,6766
501021009,1607,1005,903,909,1133,1213,874,399,140,8191,0,0,0,0,0,0,3,0,0,13,0,3,3,0,0,3,0,0,0,8,0,0,3,0,0,0,5,3,0,8,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,50,60,64,51,21,45,16,18,4,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,61,70,57,17,53,24,20,4,356,55,61,70,57,21,53,23,20,8,364,4,13,3,0,3,0,0,0,0,20,1664,1076,981,966,1163,1265,903,413,146,8574
501021010,647,328,246,353,504,449,273,120,23,2935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,18,23,12,11,19,18,3,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,23,12,11,23,20,3,3,126,13,18,23,12,11,23,25,4,3,131,0,3,3,3,0,0,0,0,0,9,662,345,271,373,514,469,295,126,27,3078
501021011,0,0,0,0,3,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,13
501021012,2447,1342,1504,1391,1389,1166,902,558,247,10950,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,7,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,49,66,62,46,39,40,26,13,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,72,64,47,45,49,26,11,0,367,49,72,64,47,45,54,24,13,4,371,7,14,4,4,6,9,4,6,0,60,2499,1428,1580,1443,1448,1228,931,583,244,11374
501021014,1672,981,831,1066,1248,1117,881,461,130,8382,4,7,3,0,0,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,4,3,0,13,0,0,0,0,0,0,0,0,0,0,30,115,49,41,45,44,33,7,10,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,115,47,44,45,50,36,11,10,389,32,117,55,42,50,53,45,15,10,416,5,26,29,0,0,3,3,0,0,74,1711,1126,910,1114,1301,1167,927,475,134,8878
501021015,1283,762,926,744,831,839,612,379,137,6509,0,0,3,3,3,0,0,3,0,15,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,41,42,21,27,21,13,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,41,42,20,27,18,14,0,0,193,28,43,49,21,25,18,15,3,0,204,4,9,8,3,6,3,3,3,0,38,1316,809,979,770,862,865,627,387,143,6752
501021016,755,397,351,414,568,565,427,274,95,3833,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,14,38,18,22,19,26,12,4,5,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,38,18,22,15,29,12,8,3,155,14,39,19,22,15,29,12,8,8,158,3,0,0,0,0,0,3,0,0,7,771,434,366,438,583,586,443,277,101,4003
501021251,2429,1213,1094,1365,1223,600,410,137,19,8509,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,21,43,48,16,24,15,10,3,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,43,54,16,24,14,14,3,0,193,26,43,54,18,21,14,14,3,3,195,5,10,5,3,3,9,3,4,0,42,2461,1270,1152,1388,1253,623,434,149,24,8747
501021252,610,398,146,357,497,464,242,76,30,2814,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,12,3,10,4,4,3,3,66,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,11,5,10,4,4,3,3,65,7,18,11,3,10,6,4,3,3,70,0,7,3,0,3,0,0,4,0,11,615,422,159,362,508,467,249,82,32,2899
501021253,1883,1122,1331,1399,1516,1545,1228,725,467,11205,3,0,3,3,0,3,0,3,4,21,0,0,6,10,10,6,9,0,0,42,0,0,6,8,11,3,9,0,0,32,0,0,3,4,8,8,8,3,0,32,0,0,0,4,10,6,0,0,0,20,42,67,123,87,85,99,26,11,7,549,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,66,148,107,119,125,50,17,9,686,45,66,150,114,117,124,56,17,13,704,7,33,24,13,13,16,13,0,0,127,1931,1222,1509,1521,1646,1690,1291,741,480,12037
501021254,991,606,624,670,628,622,446,225,47,4847,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,6,22,32,39,27,24,17,10,3,0,165,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,32,38,27,25,18,14,4,0,190,22,32,40,32,25,20,20,4,0,197,0,3,6,3,3,3,3,0,0,26,1006,647,672,701,656,644,471,226,47,5063
501031017,1114,441,392,662,880,999,907,389,113,5901,0,0,0,0,0,4,3,0,4,13,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,3,21,38,35,29,45,43,57,10,6,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,41,35,29,44,48,60,12,6,294,21,41,35,24,44,50,67,18,7,311,4,11,3,10,8,4,0,0,0,36,1142,499,432,692,930,1053,967,406,122,6245
501031018,1026,470,474,624,775,934,709,294,101,5410,0,0,0,0,0,4,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,30,30,18,18,23,37,11,3,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,30,30,22,24,25,40,15,3,204,17,27,34,22,22,31,41,15,3,217,0,18,36,0,0,3,6,0,0,65,1046,516,550,644,795,967,753,314,107,5688
501031019,1071,638,551,557,748,713,459,315,122,5167,0,0,0,0,0,0,0,4,0,8,0,0,0,5,0,0,3,3,0,11,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,20,40,36,32,32,29,18,12,8,234,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,35,35,36,42,33,29,17,8,262,26,39,38,43,42,34,27,21,8,272,0,14,24,0,3,0,0,0,0,39,1099,689,611,599,790,746,487,335,126,5481
501031020,796,345,304,482,765,842,703,273,76,4583,0,0,0,0,3,3,3,0,0,13,0,4,0,0,0,12,20,4,0,49,0,0,0,3,0,3,4,0,0,16,0,0,0,0,4,4,14,4,0,27,0,0,3,0,0,5,3,0,0,10,66,31,59,40,57,62,71,20,6,419,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,40,73,43,58,96,114,33,6,523,65,37,73,43,65,96,114,33,6,527,3,40,41,16,21,22,4,0,0,145,862,418,409,539,847,968,824,311,83,5259
502011021,1394,613,618,831,869,876,922,327,42,6495,3,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,3,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,22,41,24,16,13,23,16,3,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,39,25,14,15,31,16,6,0,177,25,43,25,14,16,31,16,3,0,186,5,3,4,3,3,10,9,0,0,35,1425,663,650,849,889,914,944,333,42,6710
502011022,1457,897,722,926,1121,1131,1125,507,121,8000,0,0,0,0,0,4,3,3,3,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,3,0,0,5,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,33,34,35,26,17,33,33,9,14,234,0,0,0,3,3,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,36,38,28,26,41,43,8,14,264,35,41,38,28,28,42,45,11,12,279,0,8,7,3,3,5,3,0,0,31,1490,942,763,958,1154,1178,1168,520,142,8317
502011023,1715,1085,1025,912,1120,1012,958,1058,344,9215,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,3,0,0,3,0,3,0,4,0,0,16,0,0,0,0,0,0,0,4,0,4,53,62,59,35,33,31,27,43,16,353,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,68,40,34,40,30,45,22,393,57,57,64,40,36,41,33,47,18,402,3,8,0,3,0,6,10,0,0,34,1773,1154,1090,956,1156,1054,998,1106,359,9649
502011024,3184,2006,1446,1958,2210,2153,2232,1340,432,16956,0,3,3,3,3,3,11,3,0,31,0,0,0,0,3,4,8,0,0,17,0,0,3,5,3,6,4,3,0,24,0,0,0,3,0,4,3,0,0,11,0,3,0,0,0,0,0,0,0,7,61,87,73,42,57,44,43,17,6,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,65,95,78,47,72,54,58,22,6,495,63,97,83,49,75,59,71,23,10,522,3,16,11,4,8,28,11,3,0,94,3255,2116,1535,2010,2293,2241,2319,1363,442,17574
502011025,1101,926,995,893,1086,1202,1096,736,340,8371,3,0,0,0,0,0,4,0,0,13,0,0,0,0,3,0,7,3,0,14,3,0,0,0,0,11,18,5,0,39,0,3,0,0,4,3,7,0,0,19,0,0,0,0,3,4,14,0,0,21,73,83,116,76,63,100,77,35,16,644,3,0,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,85,82,116,79,79,123,126,53,18,761,86,85,116,85,79,123,130,50,18,775,8,9,13,17,17,28,17,0,0,107,1195,1018,1123,988,1181,1353,1239,796,360,9253
502011026,904,583,433,545,700,834,820,388,78,5281,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,3,0,0,3,0,9,0,0,9,0,3,0,0,0,0,3,0,0,7,27,30,35,24,17,26,23,11,0,190,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,33,35,27,24,40,35,13,0,230,27,33,36,27,26,39,38,13,0,240,0,8,0,6,0,6,0,0,0,20,939,625,471,575,719,876,858,398,80,5546
502011027,3995,2141,2314,2175,2118,1562,1250,734,352,16642,0,0,0,0,0,3,3,0,0,15,0,0,3,0,0,5,0,0,0,9,0,3,0,0,0,3,0,0,0,12,0,3,0,0,0,3,4,0,0,11,0,0,0,0,3,4,0,0,0,5,63,78,69,44,46,27,26,13,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,85,76,51,49,41,35,19,0,425,73,83,76,49,51,48,41,16,0,435,12,11,14,4,8,24,12,7,0,87,4071,2239,2410,2230,2179,1626,1299,751,353,17160
502011028,1459,996,838,925,1161,1338,1415,941,381,9454,0,0,0,3,0,0,3,0,0,7,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,42,63,45,29,26,52,24,16,3,302,0,0,0,0,0,0,9,0,0,9,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,66,50,29,35,52,29,21,7,339,53,66,50,27,35,52,33,29,5,344,0,5,0,6,0,4,8,0,0,29,1508,1063,887,963,1195,1394,1461,969,388,9830
502011029,1920,993,931,1064,1179,1060,1010,645,196,8991,0,3,0,0,0,4,6,3,0,22,6,0,3,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,3,0,0,7,43,55,53,30,28,36,17,14,5,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,58,59,33,28,43,18,19,5,314,57,63,56,33,28,47,28,22,5,331,0,3,3,4,3,4,3,0,0,27,1978,1061,995,1104,1208,1106,1034,662,205,9350
503011030,1297,964,277,582,1096,780,526,533,254,6299,3,0,0,0,0,0,0,0,3,8,0,0,0,3,4,0,0,4,0,11,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,27,19,17,14,4,7,4,3,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,28,19,16,20,8,18,5,3,140,21,28,19,16,20,11,18,8,4,145,15,26,9,6,9,4,8,3,0,77,1331,1019,305,601,1118,790,549,542,262,6523
503011031,1159,1073,965,779,984,901,872,625,389,7738,0,3,0,0,0,3,4,3,3,13,0,0,0,0,0,0,3,0,0,9,0,0,3,3,0,0,0,0,0,8,3,0,0,0,3,0,0,0,0,11,0,0,3,0,0,0,0,0,0,4,28,48,44,25,30,23,26,13,9,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,52,54,28,28,23,32,19,11,280,35,54,52,28,28,30,34,20,12,294,13,44,11,9,7,10,13,4,3,107,1203,1175,1029,812,1025,938,913,649,399,8143
503011032,1283,798,836,782,1012,944,692,317,205,6863,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,8,3,0,0,19,4,0,5,0,11,5,0,0,0,31,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,3,0,9,29,34,30,18,28,20,18,12,7,198,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,46,24,41,32,30,16,7,277,40,40,46,24,47,32,28,16,7,279,10,33,22,14,11,10,3,0,0,107,1336,863,900,823,1073,986,724,338,212,7250
