SA2_MAINCODE_2016,Cntd_home_Cen_Nt_0_14_yr,Cntd_home_Cen_Nt_15_24_yr,Cntd_home_Cen_Nt_25_34_yr,Cntd_home_Cen_Nt_35_44_yr,Cntd_home_Cen_Nt_45_54_yr,Cntd_home_Cen_Nt_55_64_yr,Cntd_home_Cen_Nt_65_74_yr,Cntd_home_Cen_Nt_75_84_yr,Cntd_home_Cen_Nt_85_yr,Cntd_home_Cen_Night_Tot,Vis_from_Same_SA2_0_14,Vis_from_Same_SA2_15_24,Vis_from_Same_SA2_25_34,Vis_from_Same_SA2_35_44,Vis_from_Same_SA2_45_54,Vis_from_Same_SA2_55_64,Vis_from_Same_SA2_65_74,Vis_from_Same_SA2_75_84,Vis_from_Same_SA2_85,Vis_from_Same_SA2_Tot,Vis_fro_Diff_SA2_NSW_0_14,Vis_fr_Diff_SA2_NSW_15_24,Vis_fr_Diff_SA2_NSW_25_34,Vis_fr_Diff_SA2_NSW_35_44,Vis_fr_Diff_SA2_NSW_45_54,Vis_fr_Diff_SA2_NSW_55_64,Vis_fr_Diff_SA2_NSW_65_74,Vis_fr_Diff_SA2_NSW_75_84,Vis_fr_Diff_SA2_NSW_85,Vis_fr_Diff_SA2_NSW_Tot,Vis_fro_Diff_SA2_Vic_0_14,Vis_fr_Diff_SA2_Vic_15_24,Vis_fr_Diff_SA2_Vic_25_34,Vis_fr_Diff_SA2_Vic_35_44,Vis_fr_Diff_SA2_Vic_45_54,Vis_fr_Diff_SA2_Vic_55_64,Vis_fr_Diff_SA2_Vic_65_74,Vis_fr_Diff_SA2_Vic_75_84,Vis_fr_Diff_SA2_Vic_85,Vis_fr_Diff_SA2_Vic_Tot,Vis_fro_Diff_SA2_Qld_0_14,Vis_fr_Diff_SA2_Qld_15_24,Vis_fr_Diff_SA2_Qld_25_34,Vis_fr_Diff_SA2_Qld_35_44,Vis_fr_Diff_SA2_Qld_45_54,Vis_fr_Diff_SA2_Qld_55_64,Vis_fr_Diff_SA2_Qld_65_74,Vis_fr_Diff_SA2_Qld_75_84,Vis_fr_Diff_SA2_Qld_85,Vis_fr_Diff_SA2_Qld_Tot,Vis_fro_Diff_SA2_SA_0_14,Vis_fr_Diff_SA2_SA_15_24,Vis_fr_Diff_SA2_SA_25_34,Vis_fr_Diff_SA2_SA_35_44,Vis_fr_Diff_SA2_SA_45_54,Vis_fr_Diff_SA2_SA_55_64,Vis_fr_Diff_SA2_SA_65_74,Vis_fr_Diff_SA2_SA_75_84,Vis_fr_Diff_SA2_SA_85,Vis_fr_Diff_SA2_SA_Tot,Vis_fro_Diff_SA2_WA_0_14,Vis_fr_Diff_SA2_WA_15_24,Vis_fr_Diff_SA2_WA_25_34,Vis_fr_Diff_SA2_WA_35_44,Vis_fr_Diff_SA2_WA_45_54,Vis_fr_Diff_SA2_WA_55_64,Vis_fr_Diff_SA2_WA_65_74,Vis_fr_Diff_SA2_WA_75_84,Vis_fr_Diff_SA2_WA_85,Vis_fr_Diff_SA2_WA_Tot,Vis_fro_Diff_SA2_Tas_0_14,Vis_fr_Diff_SA2_Tas_15_24,Vis_fr_Diff_SA2_Tas_25_34,Vis_fr_Diff_SA2_Tas_35_44,Vis_fr_Diff_SA2_Tas_45_54,Vis_fr_Diff_SA2_Tas_55_64,Vis_fr_Diff_SA2_Tas_65_74,Vis_fr_Diff_SA2_Tas_75_84,Vis_fr_Diff_SA2_Tas_85,Vis_fr_Diff_SA2_Tas_Tot,Vis_fro_Diff_SA2_NT_0_14,Vis_fr_Diff_SA2_NT_15_24,Vis_fr_Diff_SA2_NT_25_34,Vis_fr_Diff_SA2_NT_35_44,Vis_fr_Diff_SA2_NT_45_54,Vis_fr_Diff_SA2_NT_55_64,Vis_fr_Diff_SA2_NT_65_74,Vis_fr_Diff_SA2_NT_75_84,Vis_fr_Diff_SA2_NT_85,Vis_fr_Diff_SA2_NT_Tot,Vis_fro_Diff_SA2_ACT_0_14,Vis_fr_Diff_SA2_ACT_15_24,Vis_fr_Diff_SA2_ACT_25_34,Vis_fr_Diff_SA2_ACT_35_44,Vis_fr_Diff_SA2_ACT_45_54,Vis_fr_Diff_SA2_ACT_55_64,Vis_fr_Diff_SA2_ACT_65_74,Vis_fr_Diff_SA2_ACT_75_84,Vis_fr_Diff_SA2_ACT_85,Vis_fr_Diff_SA2_ACT_Tot,Vis_fro_Diff_SA2_OT_0_14,Vis_fr_Diff_SA2_OT_15_24,Vis_fr_Diff_SA2_OT_25_34,Vis_fr_Diff_SA2_OT_35_44,Vis_fr_Diff_SA2_OT_45_54,Vis_fr_Diff_SA2_OT_55_64,Vis_fr_Diff_SA2_OT_65_74,Vis_fr_Diff_SA2_OT_75_84,Vis_fr_Diff_SA2_OT_85,Vis_fr_Diff_SA2_OT_Tot,Vis_fro_Diff_SA2_TOT_0_14,Vis_fr_Diff_SA2_TOT_15_24,Vis_fr_Diff_SA2_TOT_25_34,Vis_fr_Diff_SA2_TOT_35_44,Vis_fr_Diff_SA2_TOT_45_54,Vis_fr_Diff_SA2_TOT_55_64,Vis_fr_Diff_SA2_TOT_65_74,Vis_fr_Diff_SA2_TOT_75_84,Vis_fr_Diff_SA2_TOT_85,Vis_fr_Diff_SA2_TOT_TTOT,Vis_from_Tot_Viss_0_14_yr,Vis_from_Tot_Viss_15_24_yr,Vis_from_Tot_Viss_25_34_yr,Vis_from_Tot_Viss_35_44_yr,Vis_from_Tot_Viss_45_54_yr,Vis_from_Tot_Viss_55_64_yr,Vis_from_Tot_Viss_65_74_yr,Vis_from_Tot_Viss_75_84_yr,Vis_from_Tot_Viss_85_yr_over,Vis_from_Tot_Viss_Tot,OS_vis_0_14_yr,OS_vis_15_24_yr,OS_vis_25_34_yr,OS_vis_35_44_yr,OS_vis_45_54_yr,OS_vis_55_64_yr,OS_vis_65_74_yr,OS_vis_75_84_yr,OS_vis_85_yr_over,OS_vis_Tot,Tot_0_14_yr,Tot_15_24_yr,Tot_25_34_yr,Tot_35_44_yr,Tot_45_54_yr,Tot_55_64_yr,Tot_65_74_yr,Tot_75_84_yr,Tot_85_yr_over,Tot_Tot
507041182,1442,2053,1581,1208,1393,1596,1215,778,441,11709,0,0,0,0,0,0,0,0,0,4,4,0,7,0,0,4,0,0,0,17,0,3,3,0,0,0,0,0,0,8,3,0,0,0,0,3,3,0,0,14,0,3,0,0,0,3,0,0,0,5,70,151,148,109,89,161,168,190,117,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,153,153,107,90,167,171,188,117,1232,75,153,161,107,90,167,168,190,117,1237,15,159,42,24,12,18,20,6,0,293,1530,2366,1783,1337,1494,1782,1411,974,554,13238
507041183,1000,527,712,670,577,406,294,263,180,4636,0,0,0,0,0,0,0,4,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,16,17,12,30,12,9,7,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,19,14,29,8,9,6,0,125,15,21,17,16,29,13,9,14,0,138,4,3,11,3,4,3,4,0,0,35,1016,551,745,692,610,420,309,275,183,4804
507041184,971,954,543,577,802,947,603,231,81,5703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,22,8,4,4,5,0,0,90,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,24,22,13,3,5,5,0,0,95,13,24,22,13,3,5,5,0,0,95,10,28,9,3,11,21,15,3,0,100,998,1005,575,597,817,978,626,232,81,5898
507051185,8708,4155,5984,4560,3473,2102,1436,569,100,31085,9,4,10,3,0,3,7,3,0,33,0,0,4,0,0,20,8,0,0,32,0,0,0,0,0,3,4,4,0,18,8,4,3,0,3,3,3,3,4,29,0,3,3,0,0,6,0,0,0,12,108,139,105,68,40,71,43,11,13,592,0,0,0,0,0,8,4,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,149,112,67,48,109,66,22,14,704,124,154,121,73,48,112,71,21,14,738,26,38,23,20,20,58,19,14,0,224,8854,4350,6127,4654,3542,2277,1529,600,116,32046
507051186,1520,1068,1008,899,1054,1089,800,434,211,8079,0,3,0,3,3,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,47,60,69,43,28,22,37,34,18,354,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,60,66,43,33,24,38,39,18,368,47,65,66,45,35,28,38,39,18,388,0,3,4,7,3,4,4,3,0,29,1568,1137,1078,944,1084,1130,850,479,224,8494
507051187,3285,1921,1586,1807,1978,1142,658,379,170,12923,3,0,3,3,0,5,0,0,3,16,0,4,0,0,0,0,0,3,0,13,0,0,0,0,0,3,7,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,5,60,55,48,24,22,19,11,13,3,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,62,55,26,29,25,23,14,3,300,63,62,52,32,30,30,23,14,5,310,5,16,8,0,10,8,10,4,0,64,3359,2006,1653,1837,2014,1175,686,400,171,13302
507051188,1969,1743,1690,1576,1925,1993,1715,1251,474,14320,4,53,33,11,3,0,3,8,0,120,8,61,116,63,29,16,6,0,0,296,0,3,12,12,3,5,3,3,0,40,0,8,9,6,4,5,0,0,0,30,0,3,9,4,9,3,6,0,0,29,47,198,371,178,143,49,36,18,7,1039,0,0,7,3,0,4,0,0,0,11,3,0,3,5,0,7,0,0,0,17,0,0,6,10,3,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,53,276,521,278,189,88,55,18,7,1488,57,324,557,290,194,88,62,25,6,1605,8,9,19,20,15,30,21,5,0,128,2035,2077,2271,1883,2129,2108,1795,1276,481,16059
507051189,3,3,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,8
507051190,1866,1136,1137,1242,1412,1466,1261,828,358,10725,0,0,0,0,0,5,4,6,3,17,0,3,5,0,0,0,0,0,0,15,0,0,4,0,3,0,8,0,0,12,0,0,0,3,0,3,3,0,0,7,0,0,0,0,0,3,3,0,0,5,28,45,47,30,26,33,28,7,7,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,51,49,39,31,40,43,9,5,308,34,51,49,38,34,43,48,12,11,322,4,14,6,3,4,7,10,0,0,44,1903,1197,1192,1285,1450,1520,1317,845,369,11092
507051191,5223,2693,2328,3063,2826,1189,702,307,60,18386,4,3,3,7,0,0,4,4,0,19,3,0,0,3,0,6,3,0,0,13,0,0,0,0,0,0,7,0,0,4,0,6,0,0,0,5,4,0,0,19,0,0,0,0,0,0,0,0,0,3,50,75,54,29,35,35,12,8,3,291,0,4,0,0,3,0,0,3,0,8,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,86,55,29,35,48,29,18,3,354,55,82,63,34,35,48,28,16,3,376,8,19,18,3,9,23,14,7,0,103,5288,2799,2403,3102,2875,1256,743,334,65,18863
507051192,2630,1537,1458,1519,1751,1391,862,434,163,11742,3,0,3,5,4,0,0,0,0,19,0,0,4,0,0,3,4,0,0,13,0,0,0,0,3,3,3,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,41,63,62,26,26,23,11,10,8,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,41,61,67,26,26,35,16,14,11,305,52,61,72,28,30,36,22,18,11,327,5,4,9,4,4,7,3,5,0,48,2681,1606,1538,1551,1789,1433,887,452,175,12119
507051193,2140,1425,1374,1268,1522,1139,740,383,94,10086,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,4,0,13,0,0,0,0,5,4,0,0,0,9,0,0,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,4,0,6,32,46,49,25,20,18,15,13,3,235,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,50,55,25,28,31,22,18,3,267,37,49,54,24,29,31,22,18,3,275,8,12,8,4,3,6,10,3,0,45,2184,1485,1432,1292,1557,1179,770,406,104,10407
509011225,2189,1430,1287,1406,1698,1724,1442,1190,720,13078,0,4,0,0,3,5,4,5,3,36,0,4,14,16,15,19,15,3,0,83,0,0,0,3,13,26,23,0,0,73,0,0,0,0,5,11,20,0,0,41,3,0,0,0,0,10,22,0,0,41,64,104,123,92,142,138,113,41,36,848,0,0,0,0,0,8,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,111,143,113,176,205,203,46,36,1101,66,115,144,115,183,212,210,52,38,1135,15,47,65,31,23,38,16,3,0,232,2269,1600,1494,1545,1898,1975,1664,1250,757,14452
509011226,623,337,260,353,494,571,396,108,29,3164,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,4,0,0,7,0,0,0,0,3,0,0,0,0,6,7,28,25,11,16,27,24,3,4,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27,26,16,24,27,36,3,4,166,11,32,26,16,24,27,34,3,4,171,0,7,8,3,0,3,0,0,0,20,628,376,296,370,513,601,432,110,42,3363
509011227,1011,519,439,529,596,586,458,242,69,4457,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,15,26,15,13,12,10,9,3,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,15,13,10,10,5,3,0,103,13,26,15,13,10,10,5,3,0,110,6,3,3,0,3,0,0,3,0,15,1028,551,458,542,610,596,471,249,67,4582
509011228,979,472,334,584,783,851,820,375,110,5319,0,0,0,0,4,3,3,3,0,20,0,0,0,3,0,0,3,0,0,7,3,0,0,0,0,8,3,0,0,17,0,0,0,0,3,0,0,0,0,7,0,0,0,6,0,4,3,0,0,14,25,43,47,22,69,84,50,20,6,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,33,44,51,30,70,101,61,24,6,416,33,42,51,31,75,103,66,22,8,432,3,0,3,3,0,10,11,0,0,28,1009,522,390,618,856,966,899,397,120,5774
509011229,586,179,363,355,398,412,228,86,18,2628,0,7,0,0,3,0,0,0,0,11,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,4,0,7,0,8,0,0,0,3,4,0,3,0,0,8,0,0,0,0,0,4,0,0,0,7,22,21,23,15,27,31,13,4,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,26,17,35,40,21,12,3,195,22,24,29,19,34,40,21,12,3,206,0,3,5,0,0,0,0,0,0,17,614,209,400,372,439,453,245,100,25,2843
509011230,891,456,500,527,607,572,368,238,87,4236,4,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,8,4,0,4,0,3,0,0,0,0,14,0,0,4,3,0,3,0,0,0,11,13,45,36,28,19,21,11,10,6,198,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,47,49,40,34,26,11,10,6,245,24,48,49,38,35,26,17,10,6,253,0,9,11,0,4,3,7,0,0,30,913,514,553,572,646,603,386,248,87,4528
509011231,868,254,442,464,579,566,399,213,76,3870,3,0,3,3,3,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,25,32,25,17,16,18,13,9,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,33,34,18,22,20,14,9,0,168,27,33,31,19,19,23,14,13,3,189,3,4,4,3,0,0,3,0,0,25,899,295,486,493,603,597,417,222,81,4085
509011232,544,358,367,456,508,555,392,161,30,3373,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,0,0,0,0,7,13,16,20,15,3,16,5,0,3,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,20,17,6,18,5,0,3,109,17,16,20,17,6,21,6,3,3,110,0,3,3,0,0,0,0,0,0,13,558,374,389,469,512,571,403,168,40,3497
509011233,2216,1272,1207,1206,1290,1153,911,420,132,9812,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,4,0,0,0,12,0,0,0,0,0,0,3,3,0,11,0,0,0,0,0,0,3,0,0,6,0,0,3,0,5,3,3,0,0,13,36,48,39,41,47,55,30,7,0,303,0,0,0,0,0,3,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,49,39,45,53,62,40,12,0,350,36,50,39,45,54,62,44,13,0,351,0,7,3,3,7,14,3,3,0,38,2257,1328,1253,1258,1353,1227,967,440,129,10203
509011234,872,461,378,570,736,745,603,280,90,4730,0,0,0,0,3,3,5,3,0,20,0,0,0,4,0,0,0,0,0,8,0,0,3,0,0,3,3,0,0,12,0,0,0,0,0,4,3,0,0,11,0,0,3,0,0,0,0,0,0,3,8,24,31,27,27,41,20,17,0,199,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,28,39,28,27,51,35,15,0,236,10,26,39,31,31,49,34,22,3,256,4,0,4,3,3,0,3,0,0,22,884,494,424,601,774,791,641,297,96,5006
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,1044,590,431,680,865,744,515,226,34,5122,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,35,22,16,20,21,18,6,4,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,35,22,15,19,23,22,13,4,167,22,40,22,15,19,23,19,13,4,170,5,0,11,0,0,3,0,0,0,21,1069,629,460,694,879,769,538,235,40,5314
509021237,739,403,404,407,547,541,418,267,100,3820,0,0,0,0,0,5,0,0,3,8,0,0,3,0,0,0,0,3,0,11,0,7,0,3,0,0,4,0,0,11,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,7,21,47,34,18,29,29,9,10,0,199,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,54,37,22,34,32,18,10,0,237,21,56,37,22,34,38,16,10,3,246,0,3,8,0,0,0,0,0,0,13,762,464,446,426,580,583,434,279,102,4078
509021238,794,228,415,436,524,591,433,207,89,3724,0,0,0,0,3,0,4,3,0,12,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,7,3,0,0,9,0,0,0,0,0,3,3,0,0,3,6,27,23,24,20,30,24,9,3,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,23,26,20,41,36,9,3,192,6,25,26,26,26,36,38,6,3,198,0,6,3,0,0,0,0,0,0,11,805,262,443,463,554,631,472,213,94,3939
509021239,1318,589,801,849,1042,1248,1140,487,97,7578,0,3,0,3,0,0,3,0,0,13,0,0,3,0,3,8,7,0,0,31,0,0,0,3,5,17,17,10,0,47,0,0,8,0,4,13,14,3,0,46,0,0,0,0,3,8,19,0,0,26,38,76,107,62,122,111,112,31,9,681,0,0,0,0,3,7,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,82,121,66,139,157,175,47,12,834,42,85,118,70,140,156,174,47,12,854,0,75,124,14,25,14,5,0,0,253,1365,749,1043,935,1207,1422,1316,538,106,8682
509021240,952,573,576,506,605,662,479,259,113,4724,0,0,0,0,4,0,0,0,0,10,0,0,3,0,0,3,3,0,0,10,0,0,6,0,0,3,7,0,0,19,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,3,0,0,4,22,58,40,33,36,38,32,13,7,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,3,22,60,45,30,35,51,41,12,7,305,26,60,46,31,38,51,40,12,7,313,5,49,10,3,3,3,4,0,0,73,980,685,629,544,647,718,526,268,117,5112
509021241,950,407,521,617,666,611,416,216,72,4475,3,3,3,0,0,0,0,0,0,14,0,0,4,0,0,0,3,3,0,10,0,0,0,6,0,7,16,3,0,31,0,0,0,0,0,3,4,0,0,9,0,0,0,0,0,0,5,0,0,8,15,46,33,22,22,48,22,12,3,235,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,43,40,38,28,57,57,16,3,302,20,52,45,36,28,57,57,16,3,308,3,12,17,3,6,8,0,9,0,54,975,469,579,660,698,673,468,241,80,4834
509021242,513,186,371,397,496,464,283,147,51,2908,5,0,4,0,0,0,0,3,0,14,0,6,3,8,10,7,3,0,0,38,0,0,8,6,5,11,13,7,0,48,0,0,5,5,12,7,0,0,0,28,0,0,0,3,5,7,9,0,0,17,12,56,188,175,181,146,32,22,3,800,0,3,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,59,206,202,207,169,49,28,3,942,13,60,208,202,207,170,49,27,3,953,0,11,11,8,7,4,4,0,0,45,526,260,599,609,714,642,333,176,59,3908
509021243,2050,1122,1246,1288,1366,1523,1141,528,188,10455,3,0,0,0,0,3,4,0,0,18,0,0,5,0,3,0,3,0,0,11,0,0,0,0,3,5,0,0,0,6,0,3,0,3,0,6,5,0,0,20,0,0,0,4,0,4,0,0,0,8,43,124,99,62,70,65,41,26,12,546,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,46,130,105,73,79,82,48,26,12,596,51,131,103,72,79,87,55,31,11,615,4,12,8,6,3,7,3,0,0,37,2100,1263,1358,1369,1445,1612,1205,561,199,11107
509021244,633,363,269,380,706,784,691,249,34,4111,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,3,4,16,20,24,23,19,43,51,12,3,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,29,21,20,48,54,22,8,238,20,21,29,21,23,48,58,22,8,247,0,4,3,0,0,4,0,0,0,9,652,387,296,400,728,836,745,268,37,4366
509021245,857,343,353,467,695,852,812,390,117,4894,0,0,0,0,0,6,7,0,0,13,0,0,0,0,0,0,6,3,0,12,0,0,0,0,0,7,4,0,0,8,0,0,0,0,3,0,3,0,0,13,0,0,0,0,0,3,0,0,0,8,22,39,28,27,30,51,31,10,5,251,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,36,28,27,38,63,53,15,5,290,22,36,34,27,40,66,53,12,5,301,3,12,8,4,5,4,0,0,0,35,879,394,393,501,745,922,874,403,124,5233
509031246,663,247,310,368,499,543,423,262,87,3397,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,14,27,46,11,21,22,22,16,8,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,27,46,13,21,25,23,16,10,197,18,27,46,13,21,25,23,16,10,210,5,4,3,5,0,3,0,0,0,16,683,279,362,385,522,564,447,277,101,3618
509031247,812,203,508,542,586,572,378,205,58,3872,0,0,0,3,0,5,0,0,0,15,0,0,3,0,4,7,3,0,0,19,0,0,0,0,3,11,8,0,0,24,3,0,0,0,0,3,3,0,0,10,0,0,0,0,3,4,3,0,0,12,22,46,84,75,68,63,27,12,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,24,51,89,84,81,79,53,12,0,481,30,49,89,90,82,89,52,12,0,494,0,14,13,4,0,3,7,0,0,41,843,267,619,637,665,659,438,222,61,4406
