SA2_MAINCODE_2016,M_0_4_yr_Need_for_assist,M_0_4_yr_No_need_for_assist,M_0_4_yr_Need_for_assist_ns,M_0_4_yr_OS_v,M_0_4_yr_Tot,M_5_14_yr_Need_for_assist,M_5_14_yr_No_need_for_assist,M_5_14_yr_Need_for_assist_ns,M_5_14_yr_OS_v,M_5_14_yr_Tot,M_15_19_yr_Need_for_assist,M_15_19_No_need_for_assist,M_15_19_Need_for_assist_ns,M_15_19_yr_OS_v,M_15_19_yr_Tot,M_20_24_yr_Need_for_assist,M_20_24_No_need_for_assist,M_20_24_Need_for_assist_ns,M_20_24_yr_OS_v,M_20_24_yr_Tot,M_25_34_yr_Need_for_assist,M_25_34_No_need_for_assist,M_25_34_Need_for_assist_ns,M_25_34_yr_OS_v,M_25_34_yr_Tot,M_35_44_yr_Need_for_assist,M_35_44_No_need_for_assist,M_35_44_Need_for_assist_ns,M_35_44_yr_OS_v,M_35_44_yr_Tot,M_45_54_yr_Need_for_assist,M_45_54_No_need_for_assist,M_45_54_Need_for_assist_ns,M_45_54_yr_OS_v,M_45_54_yr_Tot,M_55_64_yr_Need_for_assist,M_55_64_No_need_for_assist,M_55_64_Need_for_assist_ns,M_55_64_yr_OS_v,M_55_64_yr_Tot,M_65_74_yr_Need_for_assist,M_65_74_No_need_for_assist,M_65_74_Need_for_assist_ns,M_65_74_yr_OS_v,M_65_74_yr_Tot,M_75_84_yr_Need_for_assist,M_75_84_No_need_for_assist,M_75_84_Need_for_assist_ns,M_75_84_yr_OS_v,M_75_84_yr_Tot,M_85_yr_over_Need_for_assist,M_85_over_No_need_for_assist,M_85_over_Need_for_assist_ns,M_85_over_OS_v,M_85_yr_over_Tot,M_Tot_Need_for_assist,M_Tot_No_need_for_assist,M_Tot_Need_for_assist_ns,M_Tot_OS_v,M_Tot_Tot,F_0_4_yr_Need_for_assist,F_0_4_yr_No_need_for_assist,F_0_4_yr_Need_for_assist_ns,F_0_4_yr_OS_v,F_0_4_yr_Tot,F_5_14_yr_Need_for_assist,F_5_14_yr_No_need_for_assist,F_5_14_yr_Need_for_assist_ns,F_5_14_yr_OS_v,F_5_14_yr_Tot,F_15_19_yr_Need_for_assist,F_15_19_No_need_for_assist,F_15_19_Need_for_assist_ns,F_15_19_yr_OS_v,F_15_19_yr_Tot,F_20_24_yr_Need_for_assist,F_20_24_No_need_for_assist,F_20_24_Need_for_assist_ns,F_20_24_yr_OS_v,F_20_24_yr_Tot,F_25_34_yr_Need_for_assist,F_25_34_No_need_for_assist,F_25_34_Need_for_assist_ns,F_25_34_yr_OS_v,F_25_34_yr_Tot,F_35_44_yr_Need_for_assist,F_35_44_No_need_for_assist,F_35_44_Need_for_assist_ns,F_35_44_yr_OS_v,F_35_44_yr_Tot,F_45_54_yr_Need_for_assist,F_45_54_No_need_for_assist,F_45_54_Need_for_assist_ns,F_45_54_yr_OS_v,F_45_54_yr_Tot,F_55_64_yr_Need_for_assist,F_55_64_No_need_for_assist,F_55_64_Need_for_assist_ns,F_55_64_yr_OS_v,F_55_64_yr_Tot,F_65_74_yr_Need_for_assist,F_65_74_No_need_for_assist,F_65_74_Need_for_assist_ns,F_65_74_yr_OS_v,F_65_74_yr_Tot,F_75_84_yr_Need_for_assist,F_75_84_No_need_for_assist,F_75_84_Need_for_assist_ns,F_75_84_yr_OS_v,F_75_84_yr_Tot,F_85_yr_over_Need_for_assist,F_85_over_No_need_for_assist,F_85_over_Need_for_assist_ns,F_85_over_OS_v,F_85_yr_over_Tot,F_Tot_Need_for_assist,F_Tot_No_need_for_assist,F_Tot_Need_for_assist_ns,F_Tot_OS_v,F_Tot_Tot,P_0_4_yr_Need_for_assist,P_0_4_yr_No_need_for_assist,P_0_4_yr_Need_for_assist_ns,P_0_4_yr_OS_v,P_0_4_yr_Tot,P_5_14_yr_Need_for_assist,P_5_14_yr_No_need_for_assist,P_5_14_yr_Need_for_assist_ns,P_5_14_yr_OS_v,P_5_14_yr_Tot,P_15_19_yr_Need_for_assist,P_15_19_No_need_for_assist,P_15_19_Need_for_assist_ns,P_15_19_yr_OS_v,P_15_19_yr_Tot,P_20_24_yr_Need_for_assist,P_20_24_No_need_for_assist,P_20_24_Need_for_assist_ns,P_20_24_yr_OS_v,P_20_24_yr_Tot,P_25_34_yr_Need_for_assist,P_25_34_No_need_for_assist,P_25_34_Need_for_assist_ns,P_25_34_yr_OS_v,P_25_34_yr_Tot,P_35_44_yr_Need_for_assist,P_35_44_No_need_for_assist,P_35_44_Need_for_assist_ns,P_35_44_yr_OS_v,P_35_44_yr_Tot,P_45_54_yr_Need_for_assist,P_45_54_No_need_for_assist,P_45_54_Need_for_assist_ns,P_45_54_yr_OS_v,P_45_54_yr_Tot,P_55_64_yr_Need_for_assist,P_55_64_No_need_for_assist,P_55_64_Need_for_assist_ns,P_55_64_yr_OS_v,P_55_64_yr_Tot,P_65_74_yr_Need_for_assist,P_65_74_No_need_for_assist,P_65_74_Need_for_assist_ns,P_65_74_yr_OS_v,P_65_74_yr_Tot,P_75_84_yr_Need_for_assist,P_75_84_No_need_for_assist,P_75_84_Need_for_assist_ns,P_75_84_yr_OS_v,P_75_84_yr_Tot,P_85_yr_over_Need_for_assist,P_85_over_No_need_for_assist,P_85_over_Need_for_assist_ns,P_85_over_OS_v,P_85_yr_over_Tot,P_Tot_Need_for_assist,P_Tot_No_need_for_assist,P_Tot_Need_for_assist_ns,P_Tot_OS_v,P_Tot_Tot
506041134,15,706,67,0,785,64,1194,112,0,1375,26,531,37,3,591,22,600,63,3,689,31,1376,121,11,1545,26,1227,113,7,1371,53,1024,84,5,1166,78,830,81,14,1004,74,595,71,3,737,97,317,37,3,451,48,87,14,0,150,536,8490,804,45,9873,7,656,67,3,732,28,1115,97,3,1243,7,510,46,3,563,19,606,61,0,688,35,1458,135,7,1636,37,1153,103,11,1305,60,982,76,17,1133,87,884,92,32,1093,87,681,79,18,863,133,439,63,3,640,124,113,39,0,278,622,8603,856,87,10165,20,1356,135,3,1517,94,2309,213,3,2620,33,1042,76,6,1160,39,1204,126,7,1381,62,2842,254,15,3182,63,2378,215,17,2670,109,2006,163,19,2298,167,1719,167,42,2091,164,1275,150,25,1607,232,761,99,4,1090,169,198,56,0,430,1152,17090,1659,140,20040
506041135,16,793,22,5,828,66,1520,66,3,1655,24,639,31,0,693,14,585,16,7,621,22,1380,57,7,1462,13,1421,57,3,1493,13,1100,30,5,1155,27,737,33,36,838,47,396,29,15,483,27,124,3,5,165,17,11,3,0,34,282,8707,347,84,9426,0,760,26,3,791,32,1345,47,4,1426,10,620,15,4,653,0,523,18,4,544,21,1506,47,16,1591,26,1507,73,6,1609,39,1152,37,20,1247,38,761,37,66,899,50,414,19,24,507,46,96,7,3,151,31,15,4,0,54,296,8699,328,147,9470,13,1547,52,4,1618,95,2865,111,9,3080,36,1258,50,3,1344,14,1111,35,11,1166,39,2884,103,24,3049,39,2929,124,13,3098,49,2253,67,23,2399,61,1498,73,101,1737,98,807,49,40,990,71,221,9,4,316,50,29,12,0,89,572,17412,677,230,18894
506041136,4,493,40,3,540,33,761,48,3,855,22,368,17,0,416,10,465,34,3,506,19,1020,67,5,1106,33,916,72,0,1020,30,743,51,4,827,51,633,59,14,750,52,444,37,4,537,61,200,29,3,285,46,40,3,0,97,363,6078,458,39,6935,3,442,40,0,486,16,730,42,0,793,4,386,24,4,421,6,424,25,3,457,16,963,61,8,1055,26,757,59,3,847,46,657,50,10,763,57,608,51,32,738,55,452,35,9,554,99,240,19,3,360,99,65,24,0,186,426,5719,429,79,6655,12,939,80,4,1025,54,1492,91,5,1643,27,754,42,9,831,18,882,57,7,962,38,1981,126,13,2164,59,1669,125,4,1861,74,1395,104,18,1587,103,1241,110,41,1492,108,896,75,18,1091,158,436,46,3,645,147,104,26,0,278,797,11793,885,115,13594
506041137,13,699,32,6,753,59,1366,63,6,1485,20,710,37,11,775,13,735,41,5,799,29,1564,62,23,1687,26,1408,60,9,1503,25,1347,80,3,1460,54,1233,52,33,1369,73,864,45,17,1000,68,342,23,3,432,47,65,9,0,123,419,10340,504,117,11376,8,723,33,3,767,35,1389,64,3,1488,20,663,21,4,710,15,681,26,14,734,21,1550,61,15,1649,28,1465,79,12,1583,45,1390,55,15,1507,62,1351,66,56,1544,78,877,41,21,1021,103,374,35,0,507,74,72,3,0,152,492,10535,491,148,11666,22,1423,72,7,1521,91,2754,128,13,2977,39,1376,55,14,1484,27,1417,64,24,1530,57,3116,125,42,3339,55,2873,140,18,3088,67,2738,135,25,2961,124,2583,117,90,2916,152,1740,88,40,2022,168,715,54,4,939,121,134,14,0,267,913,20871,991,266,23036
506051138,16,686,33,4,735,68,1108,51,0,1228,16,550,22,3,595,13,540,18,9,580,10,1327,81,3,1424,15,1315,70,0,1401,24,1054,56,10,1140,28,844,50,22,947,43,564,58,15,673,55,211,24,7,295,20,39,12,0,70,305,8225,487,70,9086,10,668,33,0,704,28,1177,42,0,1241,10,528,26,0,570,13,534,26,3,573,16,1424,61,10,1507,22,1327,71,8,1423,19,1023,59,18,1119,43,939,55,37,1078,53,584,60,13,713,71,282,32,3,388,53,46,37,0,141,333,8531,504,89,9455,24,1349,63,3,1441,95,2277,95,3,2468,24,1075,48,9,1159,22,1077,43,7,1150,26,2747,147,12,2931,39,2641,139,6,2823,50,2080,117,26,2262,78,1781,109,57,2024,96,1148,120,25,1386,118,492,58,10,679,72,88,52,0,214,637,16755,991,164,18542
506051139,3,385,35,3,428,30,749,48,0,828,15,360,18,0,394,9,369,29,3,412,15,796,68,3,882,13,753,61,3,830,31,728,57,0,816,23,534,50,8,608,34,363,31,0,426,30,178,23,0,238,24,25,3,0,55,226,5251,427,18,5928,8,368,36,0,411,20,753,43,0,815,4,326,21,0,350,3,365,20,3,395,9,875,71,7,968,8,779,50,0,844,25,732,39,7,801,27,606,52,5,689,38,455,35,3,522,34,200,21,0,259,33,30,12,0,72,200,5486,401,28,6116,12,758,70,3,835,53,1499,89,0,1642,18,685,42,4,740,11,738,50,5,802,26,1676,137,12,1856,24,1536,109,3,1672,51,1460,98,9,1619,49,1134,100,9,1302,69,814,68,3,951,68,375,45,3,493,52,57,11,0,123,426,10742,828,47,12046
506051140,8,311,20,0,335,27,885,22,0,941,15,479,21,3,518,3,380,23,3,409,12,518,37,3,574,9,735,30,3,783,15,988,41,0,1039,23,867,59,7,955,40,808,38,4,897,58,387,28,6,477,37,76,11,0,127,256,6446,333,26,7052,0,324,21,0,350,15,816,22,3,857,4,447,21,4,477,14,342,21,3,372,6,572,32,8,617,14,853,32,8,909,24,1054,46,6,1129,24,959,56,4,1041,44,867,39,3,953,74,458,33,8,571,76,91,21,0,193,303,6781,339,47,7466,4,642,40,3,689,42,1701,45,9,1804,21,921,41,11,995,16,717,43,6,781,21,1093,74,7,1192,27,1591,63,11,1687,38,2045,84,6,2171,52,1829,108,7,2001,92,1670,78,5,1850,132,846,54,13,1047,115,172,27,0,314,560,13219,668,75,14525
506051141,7,291,8,0,305,29,798,23,3,854,9,500,21,3,528,6,296,14,4,317,6,389,19,7,423,6,567,22,0,594,18,754,29,3,805,16,630,49,3,701,33,548,42,3,625,47,235,39,0,312,27,55,16,0,97,188,5054,293,32,5572,0,231,3,0,239,12,806,24,5,850,3,479,18,8,514,7,213,13,3,239,6,395,21,7,430,7,641,26,7,676,3,857,37,4,902,10,684,46,3,744,43,559,30,8,632,55,246,23,0,330,77,44,17,0,145,230,5165,265,45,5703,10,525,13,0,548,40,1603,53,8,1703,12,979,41,10,1040,16,511,30,7,558,12,786,46,12,855,14,1203,46,5,1274,21,1614,65,10,1705,26,1316,96,5,1443,73,1112,71,9,1260,102,480,59,0,643,103,105,37,4,243,422,10219,557,76,11272
506061142,4,831,63,3,896,57,1182,86,3,1328,11,407,29,8,454,8,490,17,3,527,11,1484,81,3,1579,11,1002,58,3,1068,6,751,39,0,797,15,487,37,17,554,31,305,14,7,355,26,103,3,0,129,18,15,5,0,38,195,7056,433,47,7733,10,788,59,0,845,25,1146,77,0,1249,11,458,15,3,482,3,595,37,0,637,11,1625,83,5,1727,12,1059,64,3,1138,23,770,44,13,842,24,570,35,25,654,40,270,11,4,328,43,96,4,3,146,39,15,0,0,54,240,7381,428,53,8100,13,1619,116,3,1748,80,2333,159,3,2579,18,866,50,10,944,7,1088,58,6,1158,23,3105,166,6,3301,23,2062,122,3,2207,28,1520,81,14,1642,40,1053,75,37,1207,66,572,28,15,679,68,194,5,3,276,59,27,5,0,97,435,14434,863,101,15833
506061143,4,180,14,0,195,20,421,31,0,478,9,253,18,3,277,3,196,16,0,217,10,250,13,0,275,3,320,24,0,353,8,530,31,0,572,11,363,21,4,404,29,234,15,3,270,13,78,7,0,101,9,12,0,0,21,120,2841,195,13,3165,0,150,14,0,168,6,412,22,4,449,3,229,5,0,246,7,192,13,0,215,0,269,22,0,290,7,416,27,0,455,15,516,30,3,565,11,368,21,0,400,17,181,7,3,214,6,63,7,0,69,8,14,0,0,27,86,2820,177,14,3095,3,327,31,0,360,28,833,55,3,923,13,482,21,7,520,7,392,29,3,428,13,520,34,0,569,11,744,53,3,807,20,1048,65,3,1134,24,732,43,3,803,41,416,21,7,485,21,135,16,0,172,23,24,4,0,49,207,5658,372,25,6263
506061144,0,112,5,0,112,6,253,32,0,296,4,104,3,0,114,4,78,20,0,105,0,158,95,0,249,4,199,120,0,327,7,319,109,0,437,15,243,59,0,325,13,188,30,0,230,12,76,9,0,102,3,14,3,0,20,77,1749,492,5,2325,0,100,10,0,108,3,235,28,0,275,0,122,12,0,132,3,85,10,0,97,0,166,12,3,188,3,235,25,3,267,7,330,33,3,377,9,230,22,3,269,7,178,11,3,206,13,83,7,3,104,5,17,0,0,22,58,1772,175,28,2037,0,209,14,0,226,14,489,68,4,574,7,226,18,0,247,8,160,32,0,196,0,327,106,3,436,11,428,152,3,599,19,653,137,3,809,21,478,84,3,587,21,366,40,3,442,25,156,19,3,207,7,30,3,0,44,135,3526,667,28,4359
506071145,3,332,24,3,366,15,473,33,4,531,6,284,15,5,316,8,536,46,12,605,3,1281,86,9,1385,13,862,75,6,947,9,648,59,7,724,17,643,55,11,725,20,472,35,11,543,26,190,25,3,247,36,73,21,0,131,159,5810,479,71,6520,4,297,20,3,323,3,528,28,6,569,9,391,31,8,434,5,627,47,15,694,6,1332,100,14,1451,9,867,66,12,953,24,779,64,18,882,22,820,71,23,939,29,532,33,9,602,68,292,43,0,400,108,108,51,0,264,282,6571,546,107,7510,6,634,42,8,690,22,1001,61,15,1100,18,677,44,12,751,15,1168,93,20,1296,9,2615,187,26,2834,24,1729,140,13,1906,32,1428,120,30,1606,45,1466,122,32,1660,49,1001,74,22,1142,97,488,67,5,652,149,182,68,0,395,445,12380,1027,185,14031
506071146,3,272,16,0,294,25,675,34,3,732,11,591,17,8,631,8,581,27,46,664,7,706,33,11,764,7,523,33,12,574,21,589,26,6,639,17,567,33,6,625,36,395,20,8,456,45,174,16,3,236,46,45,20,0,108,231,5112,272,117,5736,3,218,10,0,230,9,553,27,3,593,6,414,32,18,471,9,485,17,70,577,3,638,29,14,679,14,590,39,8,644,15,674,42,8,736,30,654,35,13,739,35,435,32,13,515,76,216,27,4,318,187,70,36,0,287,386,4935,317,146,5792,10,486,30,0,520,37,1228,59,5,1328,14,1006,48,32,1099,18,1067,39,120,1243,14,1345,57,29,1444,22,1114,72,19,1219,34,1258,65,18,1376,46,1224,65,23,1363,75,827,60,19,972,114,384,43,9,556,235,108,57,0,402,625,10050,597,260,11528
506071147,3,361,22,5,396,24,831,56,7,922,14,521,26,10,577,4,550,31,14,604,12,1249,131,29,1414,13,1015,96,19,1143,14,1008,80,14,1117,22,911,71,20,1025,41,669,55,16,778,47,201,18,3,273,44,55,12,0,108,226,7373,599,149,8350,0,350,26,6,381,14,759,49,10,828,3,388,27,14,425,0,552,47,28,624,5,1215,121,33,1375,9,1028,77,29,1141,13,1054,78,23,1164,25,1023,81,27,1151,32,649,54,18,761,62,233,28,3,327,108,90,20,0,218,282,7343,602,176,8403,3,711,48,10,779,38,1589,104,19,1749,15,911,49,25,1004,4,1107,76,40,1227,13,2461,248,58,2790,27,2039,170,45,2282,31,2062,160,37,2287,44,1930,153,47,2170,72,1313,112,39,1537,109,437,49,7,599,148,142,25,4,325,508,14711,1205,326,16750
507011148,9,765,28,0,811,58,1484,46,5,1592,17,582,31,4,633,10,452,11,4,477,13,1163,52,17,1245,8,1495,45,4,1554,7,1036,33,4,1081,18,496,25,21,558,23,284,9,16,338,30,91,11,3,130,11,16,0,0,26,211,7860,305,73,8446,4,765,23,3,802,24,1365,43,3,1438,6,570,22,5,613,8,481,18,10,520,10,1385,56,29,1476,15,1609,54,4,1687,28,1048,35,11,1127,19,595,30,46,695,35,296,13,33,380,37,90,11,3,145,51,16,12,0,82,245,8235,321,153,8959,17,1531,57,3,1613,82,2845,91,5,3024,24,1157,53,12,1240,17,936,31,17,1001,28,2544,103,44,2720,19,3102,102,14,3239,35,2088,74,18,2208,42,1091,58,67,1250,65,584,27,52,718,66,179,24,4,273,62,35,8,0,105,459,16093,626,233,17405
507011150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011152,3,249,12,0,258,13,482,15,0,509,3,276,10,3,288,3,262,9,0,280,3,425,17,3,447,5,534,31,0,565,10,610,31,0,650,15,479,29,0,527,33,349,30,3,413,45,170,13,0,224,16,32,4,0,53,147,3864,196,12,4215,0,261,10,0,274,13,497,18,4,534,0,286,16,0,304,0,228,13,6,243,8,514,21,4,543,15,550,21,0,590,17,653,30,3,709,18,527,24,4,577,21,331,26,3,380,37,166,15,0,219,22,26,5,0,52,146,4042,199,26,4413,3,508,25,0,540,23,975,38,3,1044,7,561,25,0,591,7,490,17,6,517,7,936,33,4,987,15,1083,54,0,1151,23,1266,65,4,1356,37,1011,53,3,1103,53,687,53,5,798,77,336,31,3,440,31,55,12,0,101,292,7906,394,39,8632
507011153,6,204,14,0,227,21,392,27,3,442,9,215,14,0,243,3,223,24,6,249,14,520,33,3,577,12,556,37,0,600,10,504,46,3,563,22,369,25,3,425,35,265,32,0,329,26,143,21,0,191,6,20,0,0,28,163,3418,270,14,3869,0,249,24,0,271,10,430,33,3,475,5,206,9,3,228,9,230,16,8,261,10,561,44,4,620,11,513,44,7,569,12,523,26,0,560,35,406,29,7,478,41,322,32,3,398,45,162,21,3,229,46,33,0,0,76,226,3630,270,32,4161,11,448,37,3,496,27,824,53,3,912,16,425,28,4,469,8,456,36,9,505,18,1081,84,11,1194,19,1068,85,7,1172,24,1027,70,4,1122,61,781,53,8,905,79,586,62,3,726,70,305,38,3,419,51,56,0,0,110,388,7049,537,50,8028
507011154,6,245,26,0,272,19,473,49,3,547,12,255,26,0,290,6,232,29,3,271,16,699,65,9,790,16,655,53,0,725,29,608,61,5,697,31,473,51,3,559,44,356,38,5,441,64,189,44,0,299,44,39,19,0,104,284,4226,459,36,5006,0,271,24,0,291,11,466,40,3,516,0,210,19,5,239,8,269,17,7,305,18,708,75,13,812,27,654,58,3,745,28,607,56,6,693,32,525,48,4,610,60,417,52,3,533,88,207,48,0,333,73,52,61,0,189,332,4387,496,50,5269,7,511,47,3,564,30,939,83,5,1060,12,467,49,9,530,17,498,49,8,576,38,1407,145,20,1603,43,1308,111,6,1467,62,1213,115,9,1393,65,1000,97,8,1171,103,773,90,10,972,145,397,95,0,636,116,97,87,0,300,620,8611,958,81,10272
507011155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,5,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,6,12,0,15
507011158,4,47,8,0,64,3,94,3,0,104,0,45,3,0,50,4,64,3,5,70,0,135,22,0,160,0,152,20,3,174,3,175,19,0,191,4,153,10,3,169,4,82,9,3,97,4,23,5,0,28,3,0,3,0,10,25,973,112,6,1117,0,57,5,0,65,3,111,5,0,120,0,53,0,0,53,0,69,3,0,74,0,178,32,5,216,0,153,17,3,165,0,199,18,0,215,0,149,25,3,176,3,95,6,0,103,3,19,11,0,26,3,0,3,0,6,16,1077,121,9,1224,4,108,13,0,124,7,201,8,0,222,0,100,3,0,102,4,130,5,3,141,0,316,55,5,370,0,301,37,3,341,3,369,42,0,411,7,300,33,5,344,6,179,14,3,203,8,37,17,0,58,3,3,8,0,11,36,2048,233,20,2339
507011159,3,304,23,0,324,28,601,28,7,659,20,351,33,3,400,8,420,30,3,458,13,888,54,11,968,14,681,41,4,744,19,674,35,0,733,30,612,33,7,687,41,328,21,7,399,23,145,22,0,187,22,28,6,0,62,228,5026,316,53,5617,0,286,9,3,299,20,546,44,0,611,6,329,15,0,354,7,401,24,6,435,13,878,46,13,945,21,689,43,5,759,32,763,39,8,838,38,618,36,19,707,31,322,17,9,377,58,180,23,0,262,63,55,10,0,132,286,5071,308,57,5723,3,585,30,4,623,47,1148,72,13,1273,29,679,51,4,759,16,823,51,9,898,28,1766,96,24,1911,34,1368,89,14,1503,53,1432,73,9,1567,73,1228,70,28,1396,68,652,35,20,779,82,328,40,0,453,84,87,19,0,192,515,10092,620,111,11340
507011160,4,264,30,0,300,16,453,27,4,499,11,228,9,0,245,8,241,10,3,265,11,623,55,8,694,12,637,58,4,717,19,553,38,0,610,28,480,37,8,547,49,404,31,0,489,72,213,35,0,323,43,38,16,0,100,278,4137,358,27,4790,0,266,13,0,287,6,465,21,3,497,9,254,8,0,266,4,296,20,3,324,9,647,67,9,734,23,606,32,10,666,13,566,32,8,613,40,583,43,7,670,41,460,43,6,561,96,206,58,0,363,95,47,78,0,220,339,4404,414,40,5198,11,531,44,0,588,18,918,52,3,997,15,478,18,0,511,16,543,35,4,594,23,1270,116,18,1426,36,1246,90,9,1378,36,1121,68,8,1227,70,1064,81,10,1222,93,871,77,11,1047,169,415,95,3,685,141,84,102,0,320,618,8538,769,66,9993
507011161,11,758,28,8,810,47,962,54,3,1075,11,386,30,3,424,4,409,26,7,446,11,1337,79,18,1443,14,1236,62,6,1323,13,727,43,9,796,17,424,22,19,480,20,179,11,16,229,15,75,16,3,107,15,19,6,0,38,175,6519,384,87,7170,10,725,36,5,776,29,953,47,5,1032,8,384,14,6,414,3,454,25,4,486,6,1517,113,15,1644,14,1259,76,4,1354,12,774,38,16,834,19,478,33,57,581,18,206,12,24,255,19,91,13,4,129,34,35,18,0,94,182,6869,419,132,7605,20,1489,67,8,1588,77,1919,101,10,2102,16,768,47,9,839,11,864,52,7,929,16,2852,191,37,3090,27,2493,144,12,2678,25,1501,81,24,1632,36,897,55,72,1057,38,383,20,41,480,40,167,24,3,239,51,55,26,0,130,356,13391,803,222,14775
507011163,3,278,13,0,297,30,421,25,0,473,11,242,18,0,269,8,226,17,5,252,4,484,36,4,528,6,518,41,3,567,16,490,42,0,550,18,358,16,0,390,14,170,12,0,207,18,56,3,0,86,6,9,0,0,20,140,3258,226,15,3633,0,271,20,0,293,11,425,26,0,458,6,233,21,0,256,0,204,16,5,228,6,567,37,0,605,9,507,37,0,556,14,474,43,0,540,29,378,24,5,437,21,152,19,6,194,22,75,7,3,108,15,9,0,0,26,147,3301,241,23,3710,3,554,33,3,591,37,840,51,0,927,14,476,34,3,532,5,436,35,8,480,13,1046,76,4,1140,21,1030,73,3,1124,34,971,84,0,1088,52,737,36,3,830,37,325,29,9,403,45,136,12,3,191,23,24,3,0,49,287,6558,468,39,7348
507011259,0,302,15,0,323,32,578,35,0,648,6,217,12,0,236,10,234,10,4,258,7,590,35,7,646,7,591,36,3,639,16,500,32,5,556,11,327,25,7,363,26,173,12,3,208,12,65,3,0,82,3,11,0,0,17,128,3602,220,34,3984,3,289,22,0,312,15,556,33,5,612,12,238,13,0,256,3,247,12,3,269,10,663,42,9,718,5,670,37,4,723,12,547,31,0,595,12,314,27,11,363,19,170,16,9,214,23,55,6,0,79,11,9,0,0,23,131,3751,238,42,4163,3,593,35,0,634,49,1133,72,5,1258,12,457,20,3,494,10,478,25,13,528,15,1255,77,18,1368,18,1266,77,5,1360,34,1048,59,3,1144,21,645,48,12,727,48,341,26,9,424,35,113,11,0,164,20,19,3,0,46,259,7353,458,72,8143
507011260,0,56,0,3,62,11,149,4,3,171,0,81,0,3,88,0,175,12,16,213,4,121,10,52,185,0,99,0,0,105,0,161,14,3,181,0,184,3,4,193,10,127,11,0,147,3,34,3,0,38,3,4,0,0,8,31,1199,63,80,1373,0,52,0,0,52,3,132,3,0,138,3,83,3,3,85,0,90,7,0,99,0,109,14,9,124,3,145,4,0,149,6,187,10,7,199,3,192,11,4,210,9,129,9,3,140,0,28,0,0,35,8,8,0,0,12,35,1142,45,28,1248,0,106,0,3,109,16,277,6,7,303,3,165,4,4,172,3,268,21,18,304,4,230,23,55,306,3,245,3,0,256,7,344,19,4,378,5,382,10,9,405,16,260,16,3,284,6,62,3,0,75,10,10,0,0,18,65,2342,107,104,2617
507021164,0,168,6,0,174,11,449,10,3,471,3,197,14,0,212,4,182,9,5,206,8,282,26,7,330,3,405,38,0,448,3,542,33,3,580,0,478,23,4,510,11,265,14,3,293,20,132,20,0,172,14,24,22,0,62,81,3124,222,25,3456,0,159,4,0,164,9,483,28,0,526,0,207,10,6,223,3,205,12,10,228,4,349,31,9,390,3,457,25,4,491,8,571,43,5,626,9,467,25,3,507,12,301,30,3,349,37,144,24,0,209,33,30,37,0,101,123,3389,269,45,3827,0,324,12,0,339,22,932,44,9,996,3,402,19,7,433,10,390,26,14,433,13,633,57,17,722,5,869,61,3,936,10,1111,76,3,1206,9,947,50,8,1017,24,569,40,9,647,62,277,41,0,380,45,54,57,0,168,207,6517,485,71,7282
